year,bula_h,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.41789,49,151,0.33896,0.49682
2010,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.20809,42,151,0.14312,0.27305
2010,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.28759,60,151,0.21515,0.36003
2010,Baden-Wuerttemberg,Urban regions,As soon as possible,0.31917,111,470,0.27698,0.36136
2010,Baden-Wuerttemberg,Urban regions,Next year,0.26941,131,470,0.22925,0.30956
2010,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.32563,182,470,0.28322,0.36804
2010,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.08579,46,470,0.06045,0.11114
2010,Bavaria,Urban regions,As soon as possible,0.38313,63,227,0.31975,0.44651
2010,Bavaria,Urban regions,Next year,0.29282,86,227,0.23350,0.35215
2010,Bavaria,Urban regions,In the next 2 to 5 years,0.23397,78,227,0.17878,0.28917
2010,Bavaria,Rural regions,As soon as possible,0.46395,88,336,0.41054,0.51735
2010,Bavaria,Rural regions,Next year,0.23602,106,336,0.19054,0.28149
2010,Bavaria,Rural regions,In the next 2 to 5 years,0.22717,107,336,0.18230,0.27204
2010,Bavaria,Rural regions,"In the distant future, in more than five years",0.07287,35,336,0.04503,0.10070
2010,Berlin,Urban regions,As soon as possible,0.43285,64,177,0.35965,0.50605
2010,Berlin,Urban regions,Next year,0.33847,69,177,0.26856,0.40838
2010,Berlin,Urban regions,In the next 2 to 5 years,0.14229,44,177,0.09068,0.19390
2010,Brandenburg,Rural regions,As soon as possible,0.64268,81,120,0.55658,0.72878
2010,Brandenburg,Rural regions,Next year,0.16088,39,120,0.09486,0.22689
2010,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.61779,42,42,0.46905,0.76653
2010,Saxony,Urban regions,As soon as possible,0.50712,67,176,0.43305,0.58120
2010,Saxony,Urban regions,Next year,0.27067,59,176,0.20484,0.33650
2010,Saxony,Urban regions,In the next 2 to 5 years,0.17947,50,176,0.12261,0.23632
2010,Saxony,Rural regions,As soon as possible,0.45511,57,98,0.35601,0.55421
2010,Saxony,Rural regions,Next year,0.23296,41,98,0.14883,0.31708
2010,Saxony-Anhalt,Rural regions,As soon as possible,0.70551,76,76,0.60234,0.80867
2010,Thuringa,Rural regions,As soon as possible,0.56604,45,45,0.41959,0.71249
2011,Schleswig-Holstein,Rural regions,As soon as possible,0.41220,47,121,0.32413,0.50027
2011,Schleswig-Holstein,Rural regions,Next year,0.21228,35,121,0.13911,0.28545
2011,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.29290,39,121,0.21148,0.37433
2011,Lower Saxony,Urban regions,As soon as possible,0.25351,37,136,0.18013,0.32689
2011,Lower Saxony,Urban regions,Next year,0.38119,55,136,0.29926,0.46312
2011,Lower Saxony,Urban regions,In the next 2 to 5 years,0.32946,44,136,0.25017,0.40874
2011,Lower Saxony,Rural regions,As soon as possible,0.33544,63,217,0.27248,0.39841
2011,Lower Saxony,Rural regions,Next year,0.19112,50,217,0.13869,0.24356
2011,Lower Saxony,Rural regions,In the next 2 to 5 years,0.29945,68,217,0.23837,0.36054
2011,Lower Saxony,Rural regions,"In the distant future, in more than five years",0.17398,36,217,0.12343,0.22454
2011,North Rhine-Westphalia,Urban regions,As soon as possible,0.36487,264,886,0.33315,0.39659
2011,North Rhine-Westphalia,Urban regions,Next year,0.21052,221,886,0.18366,0.23738
2011,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.31300,290,886,0.28245,0.34355
2011,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.11162,111,886,0.09087,0.13236
2011,Hesse,Urban regions,As soon as possible,0.28752,62,215,0.22688,0.34817
2011,Hesse,Urban regions,Next year,0.32485,66,215,0.26210,0.38759
2011,Hesse,Urban regions,In the next 2 to 5 years,0.30196,87,215,0.24045,0.36347
2011,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.45490,55,150,0.37494,0.53485
2011,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.12214,38,150,0.06956,0.17471
2011,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.27166,57,150,0.20024,0.34308
2011,Baden-Wuerttemberg,Urban regions,As soon as possible,0.25239,109,464,0.21282,0.29195
2011,Baden-Wuerttemberg,Urban regions,Next year,0.17676,99,464,0.14201,0.21150
2011,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.44229,186,464,0.39705,0.48753
2011,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.12857,70,464,0.09808,0.15906
2011,Bavaria,Urban regions,As soon as possible,0.28924,59,207,0.22732,0.35115
2011,Bavaria,Urban regions,Next year,0.23108,63,207,0.17352,0.28864
2011,Bavaria,Urban regions,In the next 2 to 5 years,0.37461,85,207,0.30851,0.44071
2011,Bavaria,Rural regions,As soon as possible,0.32424,85,320,0.27287,0.37561
2011,Bavaria,Rural regions,Next year,0.29526,90,320,0.24520,0.34532
2011,Bavaria,Rural regions,In the next 2 to 5 years,0.26424,106,320,0.21585,0.31263
2011,Bavaria,Rural regions,"In the distant future, in more than five years",0.11626,39,320,0.08109,0.15144
2011,Berlin,Urban regions,As soon as possible,0.45279,63,173,0.37840,0.52719
2011,Berlin,Urban regions,Next year,0.28289,55,173,0.21558,0.35020
2011,Berlin,Urban regions,In the next 2 to 5 years,0.24210,55,173,0.17809,0.30612
2011,Brandenburg,Rural regions,As soon as possible,0.60768,92,134,0.52470,0.69067
2011,Brandenburg,Rural regions,Next year,0.18331,42,134,0.11755,0.24907
2011,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.56438,50,81,0.45572,0.67303
2011,Mecklenburg-Western Pomerania,Rural regions,Next year,0.24812,31,81,0.15347,0.34277
2011,Saxony,Urban regions,As soon as possible,0.44110,72,166,0.36534,0.51686
2011,Saxony,Urban regions,Next year,0.25035,44,166,0.18425,0.31645
2011,Saxony,Urban regions,In the next 2 to 5 years,0.26383,50,166,0.19658,0.33107
2011,Saxony,Rural regions,As soon as possible,0.53055,61,99,0.43175,0.62936
2011,Saxony,Rural regions,Next year,0.18600,38,99,0.10896,0.26304
2011,Saxony-Anhalt,Rural regions,As soon as possible,0.63389,82,121,0.54770,0.72009
2011,Saxony-Anhalt,Rural regions,Next year,0.25996,39,121,0.18148,0.33843
2011,Thuringa,Rural regions,As soon as possible,0.76735,57,57,0.65669,0.87802
2012,Schleswig-Holstein,Rural regions,As soon as possible,0.31532,37,76,0.21016,0.42047
2012,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.29552,39,76,0.19225,0.39878
2012,Lower Saxony,Urban regions,As soon as possible,0.26487,38,110,0.18203,0.34770
2012,Lower Saxony,Urban regions,Next year,0.34670,34,110,0.25736,0.43605
2012,Lower Saxony,Urban regions,In the next 2 to 5 years,0.33342,38,110,0.24491,0.42192
2012,Lower Saxony,Rural regions,As soon as possible,0.33775,62,173,0.26707,0.40843
2012,Lower Saxony,Rural regions,Next year,0.31872,56,173,0.24908,0.38836
2012,Lower Saxony,Rural regions,In the next 2 to 5 years,0.26891,55,173,0.20265,0.33518
2012,North Rhine-Westphalia,Urban regions,As soon as possible,0.40637,264,813,0.37259,0.44015
2012,North Rhine-Westphalia,Urban regions,Next year,0.25603,223,813,0.22601,0.28605
2012,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.24421,238,813,0.21466,0.27376
2012,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.09340,88,813,0.07338,0.11341
2012,Hesse,Urban regions,As soon as possible,0.17942,47,219,0.12849,0.23036
2012,Hesse,Urban regions,Next year,0.36758,72,219,0.30357,0.43158
2012,Hesse,Urban regions,In the next 2 to 5 years,0.34502,69,219,0.28191,0.40812
2012,Hesse,Urban regions,"In the distant future, in more than five years",0.10798,31,219,0.06678,0.14918
2012,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.30979,49,147,0.23478,0.38480
2012,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.26751,46,147,0.19571,0.33931
2012,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.31952,52,147,0.24389,0.39516
2012,Baden-Wuerttemberg,Urban regions,As soon as possible,0.32010,93,376,0.27289,0.36732
2012,Baden-Wuerttemberg,Urban regions,Next year,0.22657,98,376,0.18420,0.26894
2012,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.38999,141,376,0.34063,0.43936
2012,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.06333,44,376,0.03868,0.08798
2012,Bavaria,Urban regions,As soon as possible,0.29352,55,188,0.22825,0.35878
2012,Bavaria,Urban regions,Next year,0.20881,60,188,0.15055,0.26707
2012,Bavaria,Urban regions,In the next 2 to 5 years,0.31671,73,188,0.25004,0.38339
2012,Bavaria,Rural regions,As soon as possible,0.23808,64,287,0.18872,0.28744
2012,Bavaria,Rural regions,Next year,0.30471,82,287,0.25136,0.35805
2012,Bavaria,Rural regions,In the next 2 to 5 years,0.35152,100,287,0.29619,0.40686
2012,Bavaria,Rural regions,"In the distant future, in more than five years",0.10569,41,287,0.07006,0.14132
2012,Berlin,Urban regions,As soon as possible,0.41878,61,166,0.34350,0.49406
2012,Berlin,Urban regions,Next year,0.29729,53,166,0.22755,0.36703
2012,Berlin,Urban regions,In the next 2 to 5 years,0.21157,52,166,0.14925,0.27389
2012,Brandenburg,Rural regions,As soon as possible,0.77763,95,128,0.70531,0.84996
2012,Brandenburg,Rural regions,Next year,0.13518,33,128,0.07571,0.19465
2012,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.72159,51,51,0.59735,0.84583
2012,Saxony,Urban regions,As soon as possible,0.43309,61,131,0.34792,0.51827
2012,Saxony,Urban regions,Next year,0.28059,39,131,0.20335,0.35782
2012,Saxony,Urban regions,In the next 2 to 5 years,0.22163,31,131,0.15023,0.29303
2012,Saxony,Rural regions,As soon as possible,0.41781,58,100,0.32065,0.51496
2012,Saxony,Rural regions,Next year,0.36873,42,100,0.27369,0.46377
2012,Saxony-Anhalt,Rural regions,As soon as possible,0.74696,83,83,0.65286,0.84106
2012,Thuringa,Rural regions,As soon as possible,0.56631,42,42,0.41461,0.71801
2013,Schleswig-Holstein,Rural regions,As soon as possible,0.29041,47,131,0.21238,0.36845
2013,Schleswig-Holstein,Rural regions,Next year,0.26384,48,131,0.18808,0.33960
2013,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.31160,36,131,0.23198,0.39122
2013,Hamburg,Urban regions,Next year,0.39450,32,32,0.22245,0.56655
2013,Lower Saxony,Urban regions,As soon as possible,0.24779,54,180,0.18454,0.31104
2013,Lower Saxony,Urban regions,Next year,0.35173,62,180,0.28178,0.42169
2013,Lower Saxony,Urban regions,In the next 2 to 5 years,0.35685,64,180,0.28667,0.42703
2013,Lower Saxony,Rural regions,As soon as possible,0.38289,90,214,0.31761,0.44817
2013,Lower Saxony,Rural regions,Next year,0.29081,65,214,0.22982,0.35180
2013,Lower Saxony,Rural regions,In the next 2 to 5 years,0.25224,59,214,0.19391,0.31056
2013,North Rhine-Westphalia,Urban regions,As soon as possible,0.39226,361,1076,0.36307,0.42144
2013,North Rhine-Westphalia,Urban regions,Next year,0.22379,242,1076,0.19888,0.24871
2013,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.30088,348,1076,0.27346,0.32830
2013,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.08307,125,1076,0.06657,0.09957
2013,Hesse,Urban regions,As soon as possible,0.32264,83,260,0.26570,0.37957
2013,Hesse,Urban regions,Next year,0.30101,82,260,0.24514,0.35687
2013,Hesse,Urban regions,In the next 2 to 5 years,0.28874,95,260,0.23355,0.34393
2013,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.37208,66,157,0.29623,0.44793
2013,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.25314,46,157,0.18491,0.32138
2013,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.27173,45,157,0.20192,0.34154
2013,Baden-Wuerttemberg,Urban regions,As soon as possible,0.27017,139,487,0.23069,0.30965
2013,Baden-Wuerttemberg,Urban regions,Next year,0.25739,122,487,0.21852,0.29626
2013,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.37919,174,487,0.33605,0.42232
2013,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.09325,52,487,0.06740,0.11910
2013,Bavaria,Urban regions,As soon as possible,0.26228,69,251,0.20776,0.31681
2013,Bavaria,Urban regions,Next year,0.30813,82,251,0.25090,0.36537
2013,Bavaria,Urban regions,In the next 2 to 5 years,0.33947,100,251,0.28077,0.39817
2013,Bavaria,Rural regions,As soon as possible,0.35033,107,362,0.30111,0.39954
2013,Bavaria,Rural regions,Next year,0.33013,97,362,0.28162,0.37865
2013,Bavaria,Rural regions,In the next 2 to 5 years,0.23600,112,362,0.19220,0.27980
2013,Bavaria,Rural regions,"In the distant future, in more than five years",0.08354,46,362,0.05499,0.11208
2013,Berlin,Urban regions,As soon as possible,0.35148,72,213,0.28722,0.41575
2013,Berlin,Urban regions,Next year,0.43868,87,213,0.37188,0.50547
2013,Berlin,Urban regions,In the next 2 to 5 years,0.15731,54,213,0.10830,0.20633
2013,Brandenburg,Rural regions,As soon as possible,0.57465,76,117,0.48467,0.66462
2013,Brandenburg,Rural regions,Next year,0.25800,41,117,0.17838,0.33762
2013,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.41631,38,38,0.25747,0.57515
2013,Saxony,Urban regions,As soon as possible,0.36783,44,79,0.26082,0.47485
2013,Saxony,Urban regions,Next year,0.29929,35,79,0.19766,0.40092
2013,Saxony,Rural regions,As soon as possible,0.52034,56,56,0.38830,0.65237
2013,Saxony-Anhalt,Rural regions,As soon as possible,0.66970,77,77,0.56396,0.77544
2013,Thuringa,Rural regions,As soon as possible,0.53467,38,38,0.37395,0.69539
2014,Schleswig-Holstein,Rural regions,As soon as possible,0.29682,34,34,0.14095,0.45270
2014,Lower Saxony,Urban regions,As soon as possible,0.25913,51,149,0.18854,0.32972
2014,Lower Saxony,Urban regions,Next year,0.34786,52,149,0.27112,0.42459
2014,Lower Saxony,Urban regions,In the next 2 to 5 years,0.30398,46,149,0.22988,0.37809
2014,Lower Saxony,Rural regions,As soon as possible,0.35826,82,187,0.28935,0.42717
2014,Lower Saxony,Rural regions,Next year,0.23062,50,187,0.17008,0.29115
2014,Lower Saxony,Rural regions,In the next 2 to 5 years,0.29539,55,187,0.22983,0.36096
2014,North Rhine-Westphalia,Urban regions,As soon as possible,0.40083,302,855,0.36796,0.43370
2014,North Rhine-Westphalia,Urban regions,Next year,0.27114,224,855,0.24132,0.30095
2014,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.26068,241,855,0.23123,0.29012
2014,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.06736,88,855,0.05055,0.08417
2014,Hesse,Urban regions,As soon as possible,0.39405,60,196,0.32546,0.46263
2014,Hesse,Urban regions,Next year,0.20539,56,196,0.14869,0.26209
2014,Hesse,Urban regions,In the next 2 to 5 years,0.33689,80,196,0.27055,0.40323
2014,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.38533,55,147,0.30638,0.46427
2014,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.21828,42,147,0.15127,0.28529
2014,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.30471,50,147,0.23005,0.37937
2014,Baden-Wuerttemberg,Urban regions,As soon as possible,0.30631,114,408,0.26152,0.35109
2014,Baden-Wuerttemberg,Urban regions,Next year,0.27911,113,408,0.23553,0.32269
2014,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.33642,138,408,0.29051,0.38232
2014,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.07816,43,408,0.05209,0.10424
2014,Bavaria,Urban regions,As soon as possible,0.34092,66,222,0.27842,0.40341
2014,Bavaria,Urban regions,Next year,0.24248,72,222,0.18597,0.29898
2014,Bavaria,Urban regions,In the next 2 to 5 years,0.34758,84,222,0.28480,0.41037
2014,Bavaria,Rural regions,As soon as possible,0.43657,89,271,0.37741,0.49573
2014,Bavaria,Rural regions,Next year,0.22340,59,271,0.17372,0.27308
2014,Bavaria,Rural regions,In the next 2 to 5 years,0.25692,91,271,0.20480,0.30904
2014,Bavaria,Rural regions,"In the distant future, in more than five years",0.08312,32,271,0.05019,0.11604
2014,Berlin,Urban regions,As soon as possible,0.39443,58,157,0.31774,0.47112
2014,Berlin,Urban regions,Next year,0.37932,64,157,0.30318,0.45547
2014,Berlin,Urban regions,In the next 2 to 5 years,0.18560,35,157,0.12459,0.24661
2014,Brandenburg,Rural regions,As soon as possible,0.58468,71,112,0.49301,0.67636
2014,Brandenburg,Rural regions,Next year,0.27103,41,112,0.18834,0.35372
2014,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.45944,36,36,0.29434,0.62455
2014,Saxony,Urban regions,As soon as possible,0.40902,43,77,0.29848,0.51955
2014,Saxony,Urban regions,Next year,0.36044,34,77,0.25249,0.46838
2014,Saxony,Rural regions,As soon as possible,0.58813,35,35,0.42269,0.75357
2014,Saxony-Anhalt,Rural regions,As soon as possible,0.58737,70,102,0.49135,0.68338
2014,Saxony-Anhalt,Rural regions,Next year,0.24660,32,102,0.16254,0.33066
2014,Thuringa,Rural regions,As soon as possible,0.47032,33,33,0.29739,0.64326
2015,Schleswig-Holstein,Rural regions,As soon as possible,0.37988,32,103,0.28569,0.47407
2015,Schleswig-Holstein,Rural regions,Next year,0.33104,40,103,0.23971,0.42237
2015,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.23448,31,103,0.15226,0.31670
2015,Lower Saxony,Urban regions,As soon as possible,0.39152,54,149,0.31288,0.47015
2015,Lower Saxony,Urban regions,Next year,0.21757,39,149,0.15110,0.28404
2015,Lower Saxony,Urban regions,In the next 2 to 5 years,0.29448,56,149,0.22104,0.36791
2015,Lower Saxony,Rural regions,As soon as possible,0.34975,89,222,0.28687,0.41262
2015,Lower Saxony,Rural regions,Next year,0.27962,64,222,0.22044,0.33879
2015,Lower Saxony,Rural regions,In the next 2 to 5 years,0.29270,69,222,0.23271,0.35269
2015,North Rhine-Westphalia,Urban regions,As soon as possible,0.41314,301,933,0.38153,0.44476
2015,North Rhine-Westphalia,Urban regions,Next year,0.21389,211,933,0.18756,0.24021
2015,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.30398,336,933,0.27445,0.33351
2015,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.06899,85,933,0.05272,0.08526
2015,Hesse,Urban regions,As soon as possible,0.32705,64,208,0.26314,0.39096
2015,Hesse,Urban regions,Next year,0.24256,70,208,0.18417,0.30095
2015,Hesse,Urban regions,In the next 2 to 5 years,0.36228,74,208,0.29680,0.42776
2015,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.36868,61,159,0.29345,0.44390
2015,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.21890,37,159,0.15442,0.28338
2015,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.36308,61,159,0.28810,0.43807
2015,Baden-Wuerttemberg,Urban regions,As soon as possible,0.33820,95,392,0.29131,0.38509
2015,Baden-Wuerttemberg,Urban regions,Next year,0.21667,102,392,0.17583,0.25750
2015,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.36418,151,392,0.31649,0.41188
2015,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.08095,44,392,0.05391,0.10799
2015,Bavaria,Urban regions,As soon as possible,0.27116,61,232,0.21383,0.32849
2015,Bavaria,Urban regions,Next year,0.32054,92,232,0.26035,0.38072
2015,Bavaria,Urban regions,In the next 2 to 5 years,0.34394,79,232,0.28268,0.40519
2015,Bavaria,Rural regions,As soon as possible,0.32348,76,240,0.26417,0.38279
2015,Bavaria,Rural regions,Next year,0.33465,64,240,0.27483,0.39448
2015,Bavaria,Rural regions,In the next 2 to 5 years,0.27394,100,240,0.21740,0.33048
2015,Berlin,Urban regions,As soon as possible,0.42315,55,151,0.34408,0.50222
2015,Berlin,Urban regions,Next year,0.30422,49,151,0.23059,0.37784
2015,Berlin,Urban regions,In the next 2 to 5 years,0.23603,47,151,0.16807,0.30399
2015,Brandenburg,Rural regions,As soon as possible,0.64440,69,69,0.53062,0.75818
2015,Saxony,Urban regions,As soon as possible,0.38568,37,69,0.26999,0.50138
2015,Saxony,Urban regions,Next year,0.31127,32,69,0.20122,0.42132
2015,Saxony,Rural regions,As soon as possible,0.33822,37,37,0.18367,0.49277
2015,Saxony-Anhalt,Rural regions,As soon as possible,0.60404,53,53,0.47111,0.73696
2016,Schleswig-Holstein,Urban regions,As soon as possible,0.25753,66,139,0.18457,0.33049
2016,Schleswig-Holstein,Urban regions,Next year,0.40585,38,139,0.32391,0.48778
2016,Schleswig-Holstein,Urban regions,In the next 2 to 5 years,0.30109,35,139,0.22455,0.37762
2016,Schleswig-Holstein,Rural regions,As soon as possible,0.42117,46,119,0.33208,0.51026
2016,Schleswig-Holstein,Rural regions,Next year,0.26462,39,119,0.18503,0.34422
2016,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.22402,34,119,0.14879,0.29925
2016,Lower Saxony,Urban regions,As soon as possible,0.20006,90,259,0.15124,0.24887
2016,Lower Saxony,Urban regions,Next year,0.33188,74,259,0.27442,0.38934
2016,Lower Saxony,Urban regions,In the next 2 to 5 years,0.41147,95,259,0.35142,0.47152
2016,Lower Saxony,Rural regions,As soon as possible,0.30343,93,287,0.25014,0.35671
2016,Lower Saxony,Rural regions,Next year,0.25458,72,287,0.20410,0.30507
2016,Lower Saxony,Rural regions,In the next 2 to 5 years,0.30567,88,287,0.25228,0.35906
2016,Lower Saxony,Rural regions,"In the distant future, in more than five years",0.13632,34,287,0.09655,0.17609
2016,Bremen,Urban regions,As soon as possible,0.37428,35,35,0.21161,0.53695
2016,North Rhine-Westphalia,Urban regions,As soon as possible,0.31487,428,1229,0.28889,0.34085
2016,North Rhine-Westphalia,Urban regions,Next year,0.24582,335,1229,0.22174,0.26990
2016,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.34662,364,1229,0.32000,0.37324
2016,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.09269,102,1229,0.07647,0.10891
2016,Hesse,Urban regions,As soon as possible,0.30663,105,308,0.25505,0.35821
2016,Hesse,Urban regions,Next year,0.27460,102,308,0.22467,0.32452
2016,Hesse,Urban regions,In the next 2 to 5 years,0.34235,101,308,0.28927,0.39542
2016,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.38400,134,297,0.32859,0.43941
2016,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.24780,68,297,0.19862,0.29698
2016,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.28082,95,297,0.22963,0.33202
2016,Baden-Wuerttemberg,Urban regions,As soon as possible,0.33081,197,545,0.29127,0.37035
2016,Baden-Wuerttemberg,Urban regions,Next year,0.22683,147,545,0.19164,0.26202
2016,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.34207,156,545,0.30220,0.38193
2016,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.10029,45,545,0.07505,0.12554
2016,Baden-Wuerttemberg,Rural regions,As soon as possible,0.28223,34,34,0.12866,0.43579
2016,Bavaria,Urban regions,As soon as possible,0.35934,95,248,0.29951,0.41918
2016,Bavaria,Urban regions,Next year,0.40047,84,248,0.33937,0.46158
2016,Bavaria,Urban regions,In the next 2 to 5 years,0.18051,69,248,0.13254,0.22847
2016,Bavaria,Rural regions,As soon as possible,0.24833,156,406,0.20625,0.29041
2016,Bavaria,Rural regions,Next year,0.34669,94,406,0.30034,0.39304
2016,Bavaria,Rural regions,In the next 2 to 5 years,0.33212,124,406,0.28625,0.37799
2016,Bavaria,Rural regions,"In the distant future, in more than five years",0.07286,32,406,0.04755,0.09818
2016,Berlin,Urban regions,As soon as possible,0.39010,70,204,0.32300,0.45720
2016,Berlin,Urban regions,Next year,0.26504,70,204,0.20432,0.32575
2016,Berlin,Urban regions,In the next 2 to 5 years,0.26472,64,204,0.20402,0.32541
2016,Brandenburg,Rural regions,As soon as possible,0.54040,85,175,0.46635,0.61445
2016,Brandenburg,Rural regions,Next year,0.18015,52,175,0.12304,0.23725
2016,Brandenburg,Rural regions,In the next 2 to 5 years,0.24319,38,175,0.17945,0.30694
2016,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.55098,43,43,0.40055,0.70141
2016,Saxony,Urban regions,As soon as possible,0.31793,69,170,0.24772,0.38814
2016,Saxony,Urban regions,Next year,0.33300,61,170,0.26195,0.40406
2016,Saxony,Urban regions,In the next 2 to 5 years,0.31980,40,170,0.24948,0.39012
2016,Saxony,Rural regions,As soon as possible,0.47584,45,45,0.32827,0.62341
2016,Saxony-Anhalt,Rural regions,As soon as possible,0.46689,65,104,0.37054,0.56324
2016,Saxony-Anhalt,Rural regions,Next year,0.32511,39,104,0.23465,0.41558
2016,Thuringa,Rural regions,As soon as possible,0.34077,56,56,0.21551,0.46603
2017,Schleswig-Holstein,Urban regions,As soon as possible,0.51513,50,135,0.43051,0.59975
2017,Schleswig-Holstein,Urban regions,Next year,0.25167,34,135,0.17819,0.32515
2017,Schleswig-Holstein,Urban regions,In the next 2 to 5 years,0.16885,51,135,0.10542,0.23228
2017,Schleswig-Holstein,Rural regions,As soon as possible,0.28807,56,133,0.21081,0.36533
2017,Schleswig-Holstein,Rural regions,Next year,0.33981,45,133,0.25901,0.42062
2017,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.31683,32,133,0.23746,0.39620
2017,Hamburg,Urban regions,As soon as possible,0.39126,32,105,0.29746,0.48505
2017,Hamburg,Urban regions,Next year,0.25404,34,105,0.17037,0.33770
2017,Hamburg,Urban regions,In the next 2 to 5 years,0.27285,39,105,0.18724,0.35846
2017,Lower Saxony,Urban regions,As soon as possible,0.29538,112,313,0.24476,0.34600
2017,Lower Saxony,Urban regions,Next year,0.36207,83,313,0.30874,0.41540
2017,Lower Saxony,Urban regions,In the next 2 to 5 years,0.28983,118,313,0.23949,0.34017
2017,Lower Saxony,Rural regions,As soon as possible,0.35348,151,372,0.30483,0.40213
2017,Lower Saxony,Rural regions,Next year,0.29760,111,372,0.25107,0.34412
2017,Lower Saxony,Rural regions,In the next 2 to 5 years,0.28675,110,372,0.24073,0.33277
2017,Bremen,Urban regions,As soon as possible,0.34733,34,34,0.18488,0.50978
2017,North Rhine-Westphalia,Urban regions,As soon as possible,0.36453,529,1504,0.34020,0.38886
2017,North Rhine-Westphalia,Urban regions,Next year,0.28055,412,1504,0.25784,0.30326
2017,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.27765,447,1504,0.25501,0.30029
2017,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.07727,116,1504,0.06377,0.09077
2017,Hesse,Urban regions,As soon as possible,0.24801,145,428,0.20705,0.28897
2017,Hesse,Urban regions,Next year,0.32013,101,428,0.27588,0.36438
2017,Hesse,Urban regions,In the next 2 to 5 years,0.35972,138,428,0.31420,0.40524
2017,Hesse,Urban regions,"In the distant future, in more than five years",0.07214,44,428,0.04760,0.09668
2017,Hesse,Rural regions,As soon as possible,0.47394,36,36,0.30852,0.63937
2017,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.26875,79,244,0.21301,0.32449
