year,pgisced97,sampreg,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Primary Level,West,In the next 2 to 5 years,0.06941,210,722,0.05085,0.08796
2016,Primary Level,West,"In the distant future, in more than five years",0.02988,53,722,0.01745,0.04231
2016,Primary Level,East,As soon as possible,0.20211,67,169,0.14138,0.26283
2016,Primary Level,East,Next year,0.06522,53,169,0.02788,0.10256
2016,Primary Level,East,In the next 2 to 5 years,0.06898,49,169,0.03066,0.10730
2016,Lower Secondary Level,West,As soon as possible,0.05795,326,830,0.04204,0.07385
2016,Lower Secondary Level,West,Next year,0.04382,225,830,0.02988,0.05775
2016,Lower Secondary Level,West,In the next 2 to 5 years,0.04195,207,830,0.02830,0.05560
2016,Lower Secondary Level,West,"In the distant future, in more than five years",0.01155,72,830,0.00427,0.01882
2016,Lower Secondary Level,East,As soon as possible,0.10025,69,148,0.05170,0.14880
2016,Lower Secondary Level,East,Next year,0.04840,45,148,0.01371,0.08309
2016,Lower Secondary Level,East,In the next 2 to 5 years,0.03462,34,148,0.00507,0.06418
2016,Upper Secondary Level,West,As soon as possible,0.03240,472,1316,0.02283,0.04197
2016,Upper Secondary Level,West,Next year,0.02082,319,1316,0.01311,0.02854
2016,Upper Secondary Level,West,In the next 2 to 5 years,0.03012,427,1316,0.02088,0.03936
2016,Upper Secondary Level,West,"In the distant future, in more than five years",0.00852,98,1316,0.00355,0.01349
2016,Upper Secondary Level,East,As soon as possible,0.06413,191,376,0.03933,0.08892
2016,Upper Secondary Level,East,Next year,0.03232,117,376,0.01442,0.05021
2016,Upper Secondary Level,East,In the next 2 to 5 years,0.02684,68,376,0.01048,0.04320
2016,Post-secondary Non-tertiary Level,West,As soon as possible,0.03059,81,250,0.00920,0.05198
2016,Post-secondary Non-tertiary Level,West,Next year,0.04178,79,250,0.01692,0.06663
2016,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03526,90,250,0.01235,0.05817
2016,Second Stage of Tertiary Education,West,As soon as possible,0.02466,331,805,0.01394,0.03538
2016,Second Stage of Tertiary Education,West,Next year,0.03212,255,805,0.01993,0.04431
2016,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.02131,177,805,0.01133,0.03129
2016,Second Stage of Tertiary Education,West,"In the distant future, in more than five years",0.00390,42,805,-0.00041,0.00820
2016,Second Stage of Tertiary Education,East,As soon as possible,0.01945,72,131,-0.00429,0.04318
2016,Second Stage of Tertiary Education,East,Next year,0.04274,59,131,0.00797,0.07752
2017,Pre-primary Level,West,Next year,0.07932,47,232,0.04447,0.11416
2017,Pre-primary Level,West,In the next 2 to 5 years,0.19537,128,232,0.14424,0.24650
2017,Pre-primary Level,West,"In the distant future, in more than five years",0.07362,57,232,0.03994,0.10730
2017,Primary Level,West,As soon as possible,0.13141,343,967,0.11011,0.15272
2017,Primary Level,West,Next year,0.08720,245,967,0.06941,0.10499
2017,Primary Level,West,In the next 2 to 5 years,0.06950,289,967,0.05347,0.08554
2017,Primary Level,West,"In the distant future, in more than five years",0.01582,90,967,0.00795,0.02369
2017,Primary Level,East,As soon as possible,0.08837,64,196,0.04853,0.12821
2017,Primary Level,East,Next year,0.13943,66,196,0.09081,0.18805
2017,Primary Level,East,In the next 2 to 5 years,0.08812,66,196,0.04833,0.12790
2017,Lower Secondary Level,West,As soon as possible,0.06222,358,995,0.04720,0.07723
2017,Lower Secondary Level,West,Next year,0.03801,271,995,0.02612,0.04990
2017,Lower Secondary Level,West,In the next 2 to 5 years,0.03624,285,995,0.02462,0.04785
2017,Lower Secondary Level,West,"In the distant future, in more than five years",0.00850,81,995,0.00279,0.01421
2017,Lower Secondary Level,East,As soon as possible,0.13822,82,187,0.08862,0.18782
2017,Lower Secondary Level,East,Next year,0.07745,61,187,0.03904,0.11587
2017,Lower Secondary Level,East,In the next 2 to 5 years,0.03565,44,187,0.00900,0.06230
2017,Upper Secondary Level,West,As soon as possible,0.02889,449,1406,0.02013,0.03765
2017,Upper Secondary Level,West,Next year,0.02624,393,1406,0.01788,0.03460
2017,Upper Secondary Level,West,In the next 2 to 5 years,0.02681,450,1406,0.01837,0.03526
2017,Upper Secondary Level,West,"In the distant future, in more than five years",0.00697,114,1406,0.00262,0.01133
2017,Upper Secondary Level,East,As soon as possible,0.04777,174,380,0.02629,0.06924
2017,Upper Secondary Level,East,Next year,0.02950,123,380,0.01247,0.04654
2017,Upper Secondary Level,East,In the next 2 to 5 years,0.02259,83,380,0.00763,0.03755
2017,Post-secondary Non-tertiary Level,West,As soon as possible,0.03337,82,269,0.01187,0.05487
2017,Post-secondary Non-tertiary Level,West,Next year,0.03521,89,269,0.01314,0.05728
2017,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.04280,98,269,0.01856,0.06703
2017,Second Stage of Tertiary Education,West,As soon as possible,0.01815,335,878,0.00931,0.02698
2017,Second Stage of Tertiary Education,West,Next year,0.03370,289,878,0.02175,0.04564
2017,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01624,218,878,0.00787,0.02460
2017,Second Stage of Tertiary Education,West,"In the distant future, in more than five years",0.00236,36,878,-0.00085,0.00556
2017,Second Stage of Tertiary Education,East,As soon as possible,0.01543,61,121,-0.00662,0.03749
2017,Second Stage of Tertiary Education,East,Next year,0.03676,60,121,0.00309,0.07043
2018,Pre-primary Level,West,Next year,0.08592,46,214,0.04829,0.12356
2018,Pre-primary Level,West,In the next 2 to 5 years,0.23434,119,214,0.17746,0.29123
2018,Pre-primary Level,West,"In the distant future, in more than five years",0.08951,49,214,0.05117,0.12785
2018,Primary Level,West,As soon as possible,0.13028,321,905,0.10834,0.15222
2018,Primary Level,West,Next year,0.07319,251,905,0.05621,0.09017
2018,Primary Level,West,In the next 2 to 5 years,0.06370,269,905,0.04778,0.07962
2018,Primary Level,West,"In the distant future, in more than five years",0.02251,64,905,0.01284,0.03218
2018,Primary Level,East,As soon as possible,0.18082,64,161,0.12118,0.24045
2018,Primary Level,East,Next year,0.08542,55,161,0.04211,0.12873
2018,Primary Level,East,In the next 2 to 5 years,0.06090,42,161,0.02384,0.09795
2018,Lower Secondary Level,West,As soon as possible,0.05290,303,871,0.03803,0.06777
2018,Lower Secondary Level,West,Next year,0.04440,248,871,0.03071,0.05808
2018,Lower Secondary Level,West,In the next 2 to 5 years,0.03513,256,871,0.02289,0.04736
2018,Lower Secondary Level,West,"In the distant future, in more than five years",0.00957,64,871,0.00310,0.01604
2018,Lower Secondary Level,East,As soon as possible,0.09104,66,158,0.04604,0.13603
2018,Lower Secondary Level,East,Next year,0.05713,58,158,0.02083,0.09344
2018,Lower Secondary Level,East,In the next 2 to 5 years,0.03098,34,158,0.00388,0.05809
2018,Upper Secondary Level,West,As soon as possible,0.02510,393,1238,0.01638,0.03382
2018,Upper Secondary Level,West,Next year,0.02299,341,1238,0.01464,0.03134
2018,Upper Secondary Level,West,In the next 2 to 5 years,0.02790,416,1238,0.01873,0.03708
2018,Upper Secondary Level,West,"In the distant future, in more than five years",0.00546,88,1238,0.00135,0.00956
2018,Upper Secondary Level,East,As soon as possible,0.04517,154,344,0.02319,0.06715
2018,Upper Secondary Level,East,Next year,0.03741,111,344,0.01733,0.05750
2018,Upper Secondary Level,East,In the next 2 to 5 years,0.02097,79,344,0.00581,0.03613
2018,Post-secondary Non-tertiary Level,West,As soon as possible,0.02141,76,227,0.00254,0.04028
2018,Post-secondary Non-tertiary Level,West,Next year,0.04545,81,227,0.01829,0.07260
2018,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03109,70,227,0.00846,0.05372
2018,Second Stage of Tertiary Education,West,As soon as possible,0.02148,264,693,0.01067,0.03228
2018,Second Stage of Tertiary Education,West,Next year,0.03238,257,693,0.01920,0.04557
2018,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01927,172,693,0.00903,0.02951
2018,Second Stage of Tertiary Education,East,As soon as possible,0.02241,53,138,-0.00238,0.04719
2018,Second Stage of Tertiary Education,East,Next year,0.02500,51,138,-0.00114,0.05114
2018,Second Stage of Tertiary Education,East,In the next 2 to 5 years,0.01687,34,138,-0.00469,0.03844
2019,Pre-primary Level,West,Next year,0.06404,38,172,0.02735,0.10074
2019,Pre-primary Level,West,In the next 2 to 5 years,0.18514,88,172,0.12692,0.24336
2019,Pre-primary Level,West,"In the distant future, in more than five years",0.10614,46,172,0.05997,0.15230
2019,Primary Level,West,As soon as possible,0.10548,288,758,0.08360,0.12736
2019,Primary Level,West,Next year,0.07275,231,758,0.05425,0.09125
2019,Primary Level,West,In the next 2 to 5 years,0.04856,196,758,0.03325,0.06388
2019,Primary Level,West,"In the distant future, in more than five years",0.03018,43,758,0.01799,0.04237
2019,Primary Level,East,As soon as possible,0.18441,37,127,0.11670,0.25213
2019,Primary Level,East,Next year,0.11921,47,127,0.06263,0.17579
2019,Primary Level,East,In the next 2 to 5 years,0.09953,43,127,0.04726,0.15181
2019,Lower Secondary Level,West,As soon as possible,0.05876,271,704,0.04138,0.07614
2019,Lower Secondary Level,West,Next year,0.03282,182,704,0.01965,0.04599
2019,Lower Secondary Level,West,In the next 2 to 5 years,0.02946,191,704,0.01696,0.04196
2019,Lower Secondary Level,West,"In the distant future, in more than five years",0.01061,60,704,0.00304,0.01819
2019,Lower Secondary Level,East,As soon as possible,0.10545,53,127,0.05182,0.15908
2019,Lower Secondary Level,East,Next year,0.03279,36,127,0.00170,0.06389
2019,Lower Secondary Level,East,In the next 2 to 5 years,0.04548,38,127,0.00910,0.08186
2019,Upper Secondary Level,West,As soon as possible,0.02096,309,1049,0.01229,0.02964
2019,Upper Secondary Level,West,Next year,0.02524,330,1049,0.01575,0.03474
2019,Upper Secondary Level,West,In the next 2 to 5 years,0.02803,329,1049,0.01804,0.03803
2019,Upper Secondary Level,West,"In the distant future, in more than five years",0.00517,81,1049,0.00083,0.00951
2019,Upper Secondary Level,East,As soon as possible,0.03624,111,278,0.01423,0.05825
2019,Upper Secondary Level,East,Next year,0.02209,84,278,0.00478,0.03940
2019,Upper Secondary Level,East,In the next 2 to 5 years,0.02167,83,278,0.00452,0.03882
2019,Post-secondary Non-tertiary Level,West,As soon as possible,0.02948,82,211,0.00660,0.05236
2019,Post-secondary Non-tertiary Level,West,Next year,0.04068,70,211,0.01396,0.06739
2019,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03049,59,211,0.00723,0.05374
2019,Second Stage of Tertiary Education,West,As soon as possible,0.01783,210,580,0.00705,0.02860
2019,Second Stage of Tertiary Education,West,Next year,0.03385,209,580,0.01912,0.04858
2019,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01800,161,580,0.00717,0.02883
2019,Second Stage of Tertiary Education,East,As soon as possible,0.01615,37,91,-0.00989,0.04219
2019,Second Stage of Tertiary Education,East,Next year,0.03680,54,91,-0.00210,0.07570
2020,Pre-primary Level,West,Next year,0.08362,54,199,0.04506,0.12218
2020,Pre-primary Level,West,In the next 2 to 5 years,0.16245,101,199,0.11107,0.21383
2020,Pre-primary Level,West,"In the distant future, in more than five years",0.07143,44,199,0.03556,0.10730
2020,Primary Level,West,As soon as possible,0.12401,363,781,0.10088,0.14714
2020,Primary Level,West,Next year,0.04853,169,781,0.03345,0.06361
2020,Primary Level,West,In the next 2 to 5 years,0.06619,194,781,0.04874,0.08364
2020,Primary Level,West,"In the distant future, in more than five years",0.01221,55,781,0.00450,0.01991
2020,Primary Level,East,As soon as possible,0.15897,60,109,0.09000,0.22793
2020,Primary Level,East,In the next 2 to 5 years,0.08678,49,109,0.03368,0.13987
2020,Lower Secondary Level,West,As soon as possible,0.04673,298,773,0.03184,0.06162
2020,Lower Secondary Level,West,Next year,0.04073,191,773,0.02679,0.05467
2020,Lower Secondary Level,West,In the next 2 to 5 years,0.03805,226,773,0.02455,0.05154
2020,Lower Secondary Level,West,"In the distant future, in more than five years",0.01558,58,773,0.00684,0.02431
2020,Lower Secondary Level,East,As soon as possible,0.08638,61,149,0.04112,0.13164
2020,Lower Secondary Level,East,Next year,0.06433,40,149,0.02481,0.10386
2020,Lower Secondary Level,East,In the next 2 to 5 years,0.06851,48,149,0.02781,0.10921
2020,Upper Secondary Level,West,As soon as possible,0.02472,374,1127,0.01565,0.03379
2020,Upper Secondary Level,West,Next year,0.02886,346,1127,0.01908,0.03864
2020,Upper Secondary Level,West,In the next 2 to 5 years,0.02782,327,1127,0.01822,0.03743
2020,Upper Secondary Level,West,"In the distant future, in more than five years",0.00512,80,1127,0.00095,0.00929
2020,Upper Secondary Level,East,As soon as possible,0.03694,112,273,0.01452,0.05935
2020,Upper Secondary Level,East,Next year,0.02955,89,273,0.00942,0.04967
2020,Upper Secondary Level,East,In the next 2 to 5 years,0.02025,72,273,0.00351,0.03699
2020,Post-secondary Non-tertiary Level,West,As soon as possible,0.03609,81,217,0.01122,0.06097
2020,Post-secondary Non-tertiary Level,West,Next year,0.03476,77,217,0.01033,0.05919
2020,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03125,59,217,0.00805,0.05445
2020,Second Stage of Tertiary Education,West,As soon as possible,0.02359,237,593,0.01136,0.03582
2020,Second Stage of Tertiary Education,West,Next year,0.03312,209,593,0.01870,0.04753
2020,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01373,147,593,0.00435,0.02310
2020,Second Stage of Tertiary Education,East,As soon as possible,0.00600,37,90,-0.01004,0.02203
2020,Second Stage of Tertiary Education,East,Next year,0.02988,53,90,-0.00549,0.06525
2021,Pre-primary Level,West,In the next 2 to 5 years,0.12859,40,77,0.05333,0.20385
2021,Pre-primary Level,West,"In the distant future, in more than five years",0.09219,37,77,0.02715,0.15723
2021,Primary Level,West,As soon as possible,0.07971,143,408,0.05340,0.10602
2021,Primary Level,West,Next year,0.07634,109,408,0.05054,0.10214
2021,Primary Level,West,In the next 2 to 5 years,0.07231,113,408,0.04715,0.09748
2021,Primary Level,West,"In the distant future, in more than five years",0.02851,43,408,0.01234,0.04468
2021,Lower Secondary Level,West,As soon as possible,0.05986,158,453,0.03799,0.08174
2021,Lower Secondary Level,West,Next year,0.06539,124,453,0.04260,0.08818
2021,Lower Secondary Level,West,In the next 2 to 5 years,0.03316,124,453,0.01665,0.04966
2021,Lower Secondary Level,West,"In the distant future, in more than five years",0.01108,47,453,0.00143,0.02072
2021,Upper Secondary Level,West,As soon as possible,0.02187,215,760,0.01146,0.03227
2021,Upper Secondary Level,West,Next year,0.03260,252,760,0.01996,0.04523
2021,Upper Secondary Level,West,In the next 2 to 5 years,0.03018,226,760,0.01801,0.04235
2021,Upper Secondary Level,West,"In the distant future, in more than five years",0.00728,67,760,0.00123,0.01333
2021,Upper Secondary Level,East,As soon as possible,0.02052,60,164,-0.00124,0.04229
2021,Upper Secondary Level,East,Next year,0.02815,58,164,0.00276,0.05354
2021,Upper Secondary Level,East,In the next 2 to 5 years,0.02116,46,164,-0.00093,0.04325
2021,Post-secondary Non-tertiary Level,West,As soon as possible,0.02588,48,140,-0.00052,0.05227
2021,Post-secondary Non-tertiary Level,West,Next year,0.03779,41,140,0.00609,0.06949
2021,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.02804,51,140,0.00060,0.05549
2021,Second Stage of Tertiary Education,West,As soon as possible,0.02355,141,395,0.00857,0.03852
2021,Second Stage of Tertiary Education,West,Next year,0.03530,166,395,0.01708,0.05353
2021,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01366,88,395,0.00220,0.02512
2021,Second Stage of Tertiary Education,East,As soon as possible,0.02107,31,65,-0.01412,0.05626
2021,Second Stage of Tertiary Education,East,Next year,0.02305,34,65,-0.01372,0.05981
2022,Pre-primary Level,West,Next year,0.08030,31,97,0.02594,0.13467
2022,Pre-primary Level,West,In the next 2 to 5 years,0.16185,66,97,0.08818,0.23553
2022,Primary Level,West,As soon as possible,0.06891,86,282,0.03929,0.09852
2022,Primary Level,West,Next year,0.06405,74,282,0.03543,0.09268
2022,Primary Level,West,In the next 2 to 5 years,0.07223,86,282,0.04196,0.10249
2022,Primary Level,West,"In the distant future, in more than five years",0.03450,36,282,0.01316,0.05583
2022,Lower Secondary Level,West,As soon as possible,0.02957,93,311,0.01072,0.04843
2022,Lower Secondary Level,West,Next year,0.03432,106,311,0.01405,0.05458
2022,Lower Secondary Level,West,In the next 2 to 5 years,0.04216,112,311,0.01979,0.06453
2022,Lower Secondary Level,East,As soon as possible,0.04805,33,98,0.00549,0.09061
2022,Lower Secondary Level,East,Next year,0.04749,34,98,0.00516,0.08982
2022,Lower Secondary Level,East,In the next 2 to 5 years,0.07631,31,98,0.02347,0.12914
2022,Upper Secondary Level,West,As soon as possible,0.01597,198,810,0.00733,0.02461
2022,Upper Secondary Level,West,Next year,0.03186,303,810,0.01976,0.04396
2022,Upper Secondary Level,West,In the next 2 to 5 years,0.02605,241,810,0.01507,0.03702
2022,Upper Secondary Level,West,"In the distant future, in more than five years",0.00627,68,810,0.00083,0.01171
2022,Upper Secondary Level,East,As soon as possible,0.01913,57,204,0.00029,0.03797
2022,Upper Secondary Level,East,Next year,0.03987,82,204,0.01296,0.06679
2022,Upper Secondary Level,East,In the next 2 to 5 years,0.02277,65,204,0.00225,0.04329
2022,Post-secondary Non-tertiary Level,West,As soon as possible,0.02365,45,162,0.00018,0.04712
2022,Post-secondary Non-tertiary Level,West,Next year,0.04217,61,162,0.01113,0.07322
2022,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.02122,56,162,-0.00104,0.04348
2022,Second Stage of Tertiary Education,West,As soon as possible,0.01820,178,511,0.00660,0.02980
2022,Second Stage of Tertiary Education,West,Next year,0.02869,219,511,0.01420,0.04318
2022,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01735,114,511,0.00602,0.02869
2022,Second Stage of Tertiary Education,East,As soon as possible,0.00788,42,99,-0.00963,0.02539
2022,Second Stage of Tertiary Education,East,Next year,0.03909,57,99,0.00072,0.07747
