,Unnamed: 0,year,age_gr,sex,plb0418,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
628,628,2019,17-29 y.,male,As soon as possible,0.29026,267,4594,0.22479,0.36365
629,629,2019,17-29 y.,male,Next year,0.252,167,4594,0.18025,0.33784
630,630,2019,17-29 y.,male,In the next 2 to 5 years,0.34929,259,4594,0.29444,0.42541
631,631,2019,17-29 y.,male,"In the distant future, in more than five years",0.10844,75,4594,0.06976,0.16337
632,632,2019,17-29 y.,female,As soon as possible,0.17402,173,4594,0.13698,0.21791
633,633,2019,17-29 y.,female,Next year,0.24963,281,4594,0.21128,0.28981
634,634,2019,17-29 y.,female,In the next 2 to 5 years,0.47475,440,4594,0.39623,0.5539
635,635,2019,17-29 y.,female,"In the distant future, in more than five years",0.1016,111,4594,0.07497,0.13359
636,636,2019,30-45 y.,male,As soon as possible,0.52148,400,4594,0.36716,0.70342
637,637,2019,30-45 y.,male,Next year,0.38071,177,4594,0.26513,0.53419
638,638,2019,30-45 y.,male,In the next 2 to 5 years,0.09781,55,4594,0.03128,0.19799
639,639,2019,30-45 y.,female,As soon as possible,0.20324,258,4594,0.16846,0.24035
640,640,2019,30-45 y.,female,Next year,0.44503,477,4594,0.37897,0.51519
641,641,2019,30-45 y.,female,In the next 2 to 5 years,0.29063,435,4594,0.23689,0.33868
642,642,2019,30-45 y.,female,"In the distant future, in more than five years",0.06109,88,4594,0.04164,0.0875
643,643,2019,46-65 y.,male,As soon as possible,0.55143,266,4594,0.4164,0.69975
644,644,2019,46-65 y.,male,Next year,0.31413,152,4594,0.23674,0.40439
645,645,2019,46-65 y.,male,In the next 2 to 5 years,0.13444,46,4594,0.06379,0.20408
646,646,2019,46-65 y.,female,As soon as possible,0.37961,177,4594,0.30147,0.47089
647,647,2019,46-65 y.,female,Next year,0.29294,144,4594,0.22628,0.38781
648,648,2019,46-65 y.,female,In the next 2 to 5 years,0.23357,104,4594,0.14938,0.32574
649,649,2019,46-65 y.,female,"In the distant future, in more than five years",0.09388,42,4594,0.06274,0.14562
650,650,2020,17-29 y.,male,As soon as possible,0.27143,318,4868,0.21338,0.34054
651,651,2020,17-29 y.,male,Next year,0.31023,199,4868,0.23697,0.3947
652,652,2020,17-29 y.,male,In the next 2 to 5 years,0.36321,258,4868,0.29415,0.43801
653,653,2020,17-29 y.,male,"In the distant future, in more than five years",0.05513,68,4868,0.0396,0.07066
654,654,2020,17-29 y.,female,As soon as possible,0.16594,200,4868,0.12713,0.21441
655,655,2020,17-29 y.,female,Next year,0.30751,293,4868,0.25448,0.37372
656,656,2020,17-29 y.,female,In the next 2 to 5 years,0.44069,470,4868,0.37516,0.51487
657,657,2020,17-29 y.,female,"In the distant future, in more than five years",0.08586,118,4868,0.06529,0.1059
658,658,2020,30-45 y.,male,As soon as possible,0.59253,497,4868,0.44099,0.77738
659,659,2020,30-45 y.,male,Next year,0.28321,138,4868,0.1867,0.37016
660,660,2020,30-45 y.,male,In the next 2 to 5 years,0.12426,58,4868,0.06474,0.21794
661,661,2020,30-45 y.,female,As soon as possible,0.22973,290,4868,0.17996,0.28573
662,662,2020,30-45 y.,female,Next year,0.38414,426,4868,0.31146,0.45097
663,663,2020,30-45 y.,female,In the next 2 to 5 years,0.30674,468,4868,0.24947,0.36739
664,664,2020,30-45 y.,female,"In the distant future, in more than five years",0.07939,90,4868,0.04593,0.11714
665,665,2020,46-65 y.,male,As soon as possible,0.54174,310,4868,0.4142,0.68568
666,666,2020,46-65 y.,male,Next year,0.36138,116,4868,0.25584,0.50969
667,667,2020,46-65 y.,male,In the next 2 to 5 years,0.09688,56,4868,0.06137,0.13538
668,668,2020,46-65 y.,female,As soon as possible,0.38916,186,4868,0.31021,0.47466
669,669,2020,46-65 y.,female,Next year,0.33812,173,4868,0.27218,0.4373
670,670,2020,46-65 y.,female,In the next 2 to 5 years,0.20791,104,4868,0.14315,0.28222
671,671,2020,46-65 y.,female,"In the distant future, in more than five years",0.06481,32,4868,0.03172,0.10931
672,672,2021,17-29 y.,male,As soon as possible,0.27724,166,2916,0.19189,0.36086
673,673,2021,17-29 y.,male,Next year,0.3061,141,2916,0.22378,0.40648
674,674,2021,17-29 y.,male,In the next 2 to 5 years,0.3224,153,2916,0.24002,0.42088
675,675,2021,17-29 y.,male,"In the distant future, in more than five years",0.09426,66,2916,0.06964,0.12242
676,676,2021,17-29 y.,female,As soon as possible,0.13588,103,2916,0.09589,0.19661
677,677,2021,17-29 y.,female,Next year,0.32844,193,2916,0.24371,0.42124
678,678,2021,17-29 y.,female,In the next 2 to 5 years,0.44978,269,2916,0.3655,0.54955
679,679,2021,17-29 y.,female,"In the distant future, in more than five years",0.0859,77,2916,0.05584,0.11818
680,680,2021,30-45 y.,male,As soon as possible,0.45992,178,2916,0.32211,0.66845
681,681,2021,30-45 y.,male,Next year,0.39031,89,2916,0.25563,0.52781
682,682,2021,30-45 y.,male,In the next 2 to 5 years,0.14977,36,2916,0.08663,0.2439
683,683,2021,30-45 y.,female,As soon as possible,0.23989,215,2916,0.18455,0.30173
684,684,2021,30-45 y.,female,Next year,0.41895,284,2916,0.33224,0.50653
685,685,2021,30-45 y.,female,In the next 2 to 5 years,0.28843,260,2916,0.2136,0.38553
686,686,2021,30-45 y.,female,"In the distant future, in more than five years",0.05273,69,2916,0.02806,0.08487
687,687,2021,46-65 y.,male,As soon as possible,0.55578,168,2916,0.36188,0.75988
688,688,2021,46-65 y.,male,Next year,0.44422,82,2916,0.25784,0.66322
689,689,2021,46-65 y.,female,As soon as possible,0.29077,110,2916,0.222,0.38155
690,690,2021,46-65 y.,female,Next year,0.45785,140,2916,0.34775,0.61554
691,691,2021,46-65 y.,female,In the next 2 to 5 years,0.15994,79,2916,0.10901,0.22564
692,692,2021,46-65 y.,female,"In the distant future, in more than five years",0.09144,38,2916,0.03485,0.16212
