year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12104,55,516,0.09287,0.14921
2007,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.50547,277,516,0.46229,0.54866
2007,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.04822,52,920,0.03437,0.06207
2007,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.17401,176,920,0.14950,0.19853
2007,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13032,116,920,0.10855,0.15208
2007,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.60377,543,920,0.57214,0.63539
2007,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.04368,33,920,0.03047,0.05690
2007,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.02041,43,2357,0.01470,0.02612
2007,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.08008,222,2357,0.06912,0.09104
2007,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.12477,238,2357,0.11143,0.13812
2007,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.74101,1784,2357,0.72332,0.75870
2007,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.03277,70,2357,0.02558,0.03996
2008,Primary Level,1st Quintile,"Dropout, No School Degree",0.83540,80,80,0.75363,0.91717
2008,Primary Level,2nd Quintile,"Dropout, No School Degree",0.85367,31,31,0.72719,0.98014
2008,Lower Secondary Level,1st Quintile,Secondary School Degree,0.67157,435,652,0.63550,0.70765
2008,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.14901,107,652,0.12166,0.17637
2008,Lower Secondary Level,1st Quintile,Other Degree,0.17941,110,652,0.14994,0.20889
2008,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.69353,373,537,0.65449,0.73256
2008,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.19146,108,537,0.15815,0.22477
2008,Lower Secondary Level,2nd Quintile,Other Degree,0.11501,56,537,0.08800,0.14202
2008,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.59869,249,439,0.55278,0.64459
2008,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.27087,137,439,0.22925,0.31249
2008,Lower Secondary Level,3rd Quintile,Other Degree,0.13044,53,439,0.09890,0.16198
2008,Lower Secondary Level,4th Quintile,Secondary School Degree,0.64707,173,259,0.58876,0.70538
2008,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.28913,86,259,0.23381,0.34445
2008,Lower Secondary Level,5th Quintile,Secondary School Degree,0.53714,79,146,0.45598,0.61830
2008,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.40080,67,146,0.32103,0.48056
2008,Upper Secondary Level,1st Quintile,Secondary School Degree,0.48890,779,1538,0.46391,0.51389
2008,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.29523,497,1538,0.27243,0.31804
2008,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.09003,147,1538,0.07572,0.10433
2008,Upper Secondary Level,1st Quintile,Other Degree,0.09018,115,1538,0.07586,0.10450
2008,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.56633,1098,1934,0.54424,0.58843
2008,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.34508,701,1934,0.32389,0.36627
2008,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03299,69,1934,0.02503,0.04096
2008,Upper Secondary Level,2nd Quintile,Other Degree,0.04380,66,1934,0.03468,0.05293
2008,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.52608,1039,2070,0.50456,0.54759
2008,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.37981,869,2070,0.35890,0.40073
2008,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.04201,98,2070,0.03337,0.05066
2008,Upper Secondary Level,3rd Quintile,Other Degree,0.03664,64,2070,0.02855,0.04474
2008,Upper Secondary Level,4th Quintile,Secondary School Degree,0.49905,962,2028,0.47729,0.52082
2008,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.40852,911,2028,0.38712,0.42992
2008,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04926,109,2028,0.03984,0.05868
2008,Upper Secondary Level,4th Quintile,Other Degree,0.02372,46,2028,0.01710,0.03035
2008,Upper Secondary Level,5th Quintile,Secondary School Degree,0.38229,679,1855,0.36017,0.40441
2008,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.53512,1024,1855,0.51241,0.55782
2008,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.05636,152,1855,0.04587,0.06686
2008,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.47828,70,105,0.38228,0.57429
2008,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.23793,35,105,0.15609,0.31977
2008,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.26912,49,156,0.19930,0.33894
2008,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.41699,75,156,0.33937,0.49462
2008,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.25313,32,156,0.18468,0.32158
2008,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.20925,44,162,0.14641,0.27208
2008,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.58265,118,162,0.50648,0.65882
2008,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.33014,85,230,0.26923,0.39104
2008,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.57401,145,230,0.50997,0.63806
2008,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.41052,126,320,0.35653,0.46450
2008,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.55148,194,320,0.49690,0.60606
2008,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.32620,39,91,0.22934,0.42306
2008,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.43754,52,91,0.33504,0.54003
2008,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.44301,86,173,0.36877,0.51724
2008,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.37145,87,173,0.29924,0.44367
2008,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.32880,109,253,0.27079,0.38680
2008,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.41685,144,253,0.35598,0.47773
2008,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.25034,90,338,0.20409,0.29659
2008,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.44695,157,338,0.39387,0.50004
2008,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.07635,31,338,0.04800,0.10470
2008,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.19815,60,338,0.15560,0.24071
2008,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.25612,92,405,0.21356,0.29869
2008,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.45054,183,405,0.40202,0.49905
2008,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.12870,59,405,0.09604,0.16135
2008,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.14870,71,405,0.11401,0.18340
2008,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.14066,36,143,0.08348,0.19785
2008,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.50862,107,143,0.42639,0.59085
2008,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.13264,72,282,0.09298,0.17230
2008,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.14813,44,282,0.10660,0.18967
2008,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.52620,166,282,0.46782,0.58458
2008,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.09575,51,588,0.07195,0.11956
2008,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.21732,155,588,0.18395,0.25068
2008,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12065,59,588,0.09430,0.14700
2008,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.45233,282,588,0.41206,0.49259
2008,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.11120,41,588,0.08577,0.13663
2008,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.03790,43,756,0.02428,0.05152
2008,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.13363,123,756,0.10936,0.15790
2008,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13114,94,756,0.10706,0.15522
2008,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.66118,496,756,0.62741,0.69494
2008,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.02363,45,2260,0.01736,0.02989
2008,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.09005,223,2260,0.07825,0.10186
2008,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.12014,233,2260,0.10673,0.13355
2008,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.73626,1697,2260,0.71809,0.75443
2008,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.02892,62,2260,0.02201,0.03584
2009,Primary Level,1st Quintile,"Dropout, No School Degree",0.82927,76,76,0.74411,0.91443
2009,Primary Level,2nd Quintile,"Dropout, No School Degree",0.83984,35,35,0.71655,0.96312
2009,Lower Secondary Level,1st Quintile,Secondary School Degree,0.67655,409,605,0.63924,0.71386
2009,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.16242,105,605,0.13300,0.19183
2009,Lower Secondary Level,1st Quintile,Other Degree,0.16103,91,605,0.13172,0.19035
2009,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.68664,329,472,0.64475,0.72854
2009,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.18809,95,472,0.15280,0.22338
2009,Lower Secondary Level,2nd Quintile,Other Degree,0.12526,48,472,0.09537,0.15516
2009,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.60489,225,369,0.55494,0.65484
2009,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.29009,105,369,0.24372,0.33645
2009,Lower Secondary Level,3rd Quintile,Other Degree,0.10503,39,369,0.07370,0.13635
2009,Lower Secondary Level,4th Quintile,Secondary School Degree,0.65978,154,241,0.59983,0.71972
2009,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.28263,87,241,0.22566,0.33959
2009,Lower Secondary Level,5th Quintile,Secondary School Degree,0.52783,61,116,0.43658,0.61907
2009,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.42644,55,116,0.33605,0.51683
2009,Upper Secondary Level,1st Quintile,Secondary School Degree,0.49551,780,1496,0.47017,0.52086
2009,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.29605,469,1496,0.27290,0.31919
2009,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.10263,152,1496,0.08725,0.11801
2009,Upper Secondary Level,1st Quintile,Other Degree,0.07741,95,1496,0.06387,0.09096
2009,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.55148,1029,1823,0.52864,0.57431
2009,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.34864,662,1823,0.32676,0.37052
2009,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03244,69,1823,0.02430,0.04057
2009,Upper Secondary Level,2nd Quintile,Other Degree,0.04553,63,1823,0.03596,0.05511
2009,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.52394,906,1854,0.50120,0.54668
2009,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.38649,808,1854,0.36432,0.40866
2009,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03845,85,1854,0.02969,0.04720
2009,Upper Secondary Level,3rd Quintile,Other Degree,0.04048,55,1854,0.03151,0.04946
2009,Upper Secondary Level,4th Quintile,Secondary School Degree,0.48443,890,1934,0.46215,0.50671
2009,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.43518,918,1934,0.41308,0.45728
2009,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.03747,91,1934,0.02900,0.04593
2009,Upper Secondary Level,4th Quintile,Other Degree,0.01789,35,1934,0.01198,0.02380
2009,Upper Secondary Level,5th Quintile,Secondary School Degree,0.35648,603,1661,0.33344,0.37952
2009,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.53474,913,1661,0.51075,0.55874
2009,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.08188,145,1661,0.06869,0.09507
2009,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.28178,34,80,0.18257,0.38098
2009,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.37791,46,80,0.27099,0.48483
2009,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.19972,36,110,0.12467,0.27478
2009,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.48757,74,110,0.39373,0.58140
2009,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.37113,65,169,0.29808,0.44419
2009,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.50587,104,169,0.43027,0.58148
2009,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.32304,70,208,0.25934,0.38675
2009,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.60945,138,208,0.54299,0.67591
2009,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.35122,110,296,0.29675,0.40570
2009,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.57251,186,296,0.51606,0.62897
2009,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.35510,36,98,0.25987,0.45034
2009,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.47121,62,98,0.37187,0.57055
2009,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.39380,90,175,0.32120,0.46639
2009,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.36492,85,175,0.29339,0.43645
2009,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.32380,98,228,0.26293,0.38467
2009,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.44935,130,228,0.38464,0.51406
2009,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.28285,84,333,0.23441,0.33130
2009,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.44623,158,333,0.39276,0.49970
2009,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.08630,31,333,0.05609,0.11651
2009,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.16613,60,333,0.12609,0.20617
2009,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.21189,75,361,0.16968,0.25411
2009,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.43911,165,361,0.38784,0.49037
2009,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.15057,55,361,0.11363,0.18752
2009,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.17059,66,361,0.13173,0.20944
2009,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.16237,42,154,0.10394,0.22081
2009,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.51347,112,154,0.43427,0.59267
2009,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.16603,67,262,0.12088,0.21117
2009,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.12391,31,262,0.08393,0.16388
2009,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.51338,164,262,0.45275,0.57402
2009,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.08824,46,514,0.06369,0.11278
2009,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.17575,129,514,0.14281,0.20869
2009,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12479,55,514,0.09619,0.15339
2009,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.51567,284,514,0.47242,0.55891
2009,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.04859,41,782,0.03351,0.06366
2009,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.15408,144,782,0.12876,0.17940
2009,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13423,103,782,0.11032,0.15813
2009,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.62904,494,782,0.59516,0.66292
2009,Second Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.01821,36,2124,0.01252,0.02389
2009,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.08034,206,2124,0.06878,0.09190
2009,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.12578,220,2124,0.11167,0.13988
2009,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.73499,1596,2124,0.71622,0.75377
2009,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.04000,66,2124,0.03166,0.04833
2010,Primary Level,1st Quintile,"Dropout, No School Degree",0.78894,69,69,0.69195,0.88593
2010,Lower Secondary Level,1st Quintile,Secondary School Degree,0.66075,364,548,0.62107,0.70042
2010,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.12430,98,548,0.09665,0.15195
2010,Lower Secondary Level,1st Quintile,Other Degree,0.21495,86,548,0.18053,0.24938
2010,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.66742,315,451,0.62389,0.71095
2010,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.22143,95,451,0.18307,0.25979
2010,Lower Secondary Level,2nd Quintile,Other Degree,0.11115,41,451,0.08211,0.14019
2010,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.62802,198,313,0.57439,0.68165
2010,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.24149,81,313,0.19400,0.28898
2010,Lower Secondary Level,3rd Quintile,Other Degree,0.13049,34,313,0.09312,0.16787
2010,Lower Secondary Level,4th Quintile,Secondary School Degree,0.57662,122,207,0.50915,0.64410
2010,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.34676,85,207,0.28177,0.41175
2010,Lower Secondary Level,5th Quintile,Secondary School Degree,0.51995,50,107,0.42484,0.61506
2010,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.41393,57,107,0.32017,0.50770
2010,Upper Secondary Level,1st Quintile,Secondary School Degree,0.51280,693,1353,0.48616,0.53944
2010,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.26898,438,1353,0.24534,0.29261
2010,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.10450,139,1353,0.08819,0.12081
2010,Upper Secondary Level,1st Quintile,Other Degree,0.08277,83,1353,0.06808,0.09746
2010,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.57036,995,1736,0.54706,0.59365
2010,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.30919,603,1736,0.28744,0.33093
2010,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04968,78,1736,0.03946,0.05991
2010,Upper Secondary Level,2nd Quintile,Other Degree,0.03676,60,1736,0.02790,0.04561
2010,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.50663,840,1756,0.48323,0.53002
2010,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.39741,794,1756,0.37451,0.42031
2010,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03704,74,1756,0.02820,0.04587
2010,Upper Secondary Level,3rd Quintile,Other Degree,0.04496,48,1756,0.03526,0.05465
2010,Upper Secondary Level,4th Quintile,Secondary School Degree,0.46413,771,1684,0.44031,0.48796
2010,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.44673,821,1684,0.42298,0.47048
2010,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.05849,92,1684,0.04727,0.06970
2010,Upper Secondary Level,5th Quintile,Secondary School Degree,0.38012,516,1470,0.35530,0.40494
2010,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.51973,830,1470,0.49418,0.54528
2010,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.06972,124,1470,0.05670,0.08274
2010,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.38482,40,40,0.23212,0.53753
2010,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.23824,44,124,0.16295,0.31352
2010,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.47400,80,124,0.38576,0.56225
2010,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.34074,47,138,0.26138,0.42011
2010,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.54480,91,138,0.46141,0.62819
2010,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.32130,78,231,0.26095,0.38165
2010,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.59890,153,231,0.53555,0.66224
2010,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.34524,100,271,0.28853,0.40196
2010,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.58007,171,271,0.52120,0.63894
2010,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.40755,53,53,0.27399,0.54111
2010,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.34857,81,167,0.27608,0.42106
2010,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.39730,86,167,0.32286,0.47174
2010,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.28470,86,207,0.22308,0.34633
2010,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.39564,121,207,0.32886,0.46241
2010,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.27239,82,322,0.22369,0.32109
2010,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.46198,158,322,0.40744,0.51652
2010,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.09586,36,322,0.06366,0.12807
2010,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.12550,46,322,0.08926,0.16175
2010,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.21512,63,336,0.17111,0.25912
2010,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.44706,151,336,0.39382,0.50031
2010,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.14887,48,336,0.11075,0.18699
2010,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.17725,74,336,0.13635,0.21814
2010,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.19765,40,133,0.12971,0.26558
2010,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.48589,93,133,0.40062,0.57115
2010,Second Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.11688,34,294,0.08009,0.15366
2010,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.18003,69,294,0.13604,0.22402
2010,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.15102,31,294,0.11002,0.19203
2010,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.46482,160,294,0.40771,0.52193
2010,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.07169,31,502,0.04910,0.09427
2010,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.16982,111,502,0.13694,0.20270
2010,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.14638,57,502,0.11542,0.17733
2010,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.52741,303,502,0.48369,0.57112
2010,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.05631,41,790,0.04022,0.07239
2010,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.14376,145,790,0.11927,0.16824
2010,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.15276,100,790,0.12766,0.17786
2010,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.58797,473,790,0.55362,0.62231
2010,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.05921,31,790,0.04274,0.07568
2010,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.09440,191,1940,0.08138,0.10741
2010,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11771,201,1940,0.10337,0.13206
2010,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.73192,1485,1940,0.71220,0.75163
2010,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.03849,63,1940,0.02992,0.04705
2011,Primary Level,1st Quintile,"Dropout, No School Degree",0.79427,144,144,0.72801,0.86053
2011,Primary Level,2nd Quintile,"Dropout, No School Degree",0.84396,49,49,0.74130,0.94662
2011,Lower Secondary Level,1st Quintile,Secondary School Degree,0.64719,568,924,0.61636,0.67802
2011,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.14616,193,924,0.12337,0.16895
2011,Lower Secondary Level,1st Quintile,Other Degree,0.20665,163,924,0.18053,0.23278
2011,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.63521,333,549,0.59491,0.67552
2011,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.23023,143,549,0.19498,0.26548
2011,Lower Secondary Level,2nd Quintile,Other Degree,0.13456,73,549,0.10598,0.16313
2011,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.58354,215,378,0.53378,0.63331
2011,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.31517,127,378,0.26827,0.36207
2011,Lower Secondary Level,3rd Quintile,Other Degree,0.10128,36,378,0.07083,0.13174
2011,Lower Secondary Level,4th Quintile,Secondary School Degree,0.62250,125,200,0.55514,0.68985
2011,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.25510,75,200,0.19453,0.31567
2011,Lower Secondary Level,5th Quintile,Secondary School Degree,0.47896,53,106,0.38341,0.57451
2011,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.40607,53,106,0.31213,0.50000
2011,Upper Secondary Level,1st Quintile,Secondary School Degree,0.52828,1096,2376,0.50821,0.54836
2011,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.28918,919,2376,0.27094,0.30741
2011,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.08574,163,2376,0.07448,0.09700
2011,Upper Secondary Level,1st Quintile,Other Degree,0.07571,198,2376,0.06507,0.08635
2011,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.51941,1121,2403,0.49942,0.53939
2011,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.35779,1090,2403,0.33862,0.37696
2011,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04444,79,2403,0.03620,0.05268
2011,Upper Secondary Level,2nd Quintile,Other Degree,0.05597,113,2403,0.04678,0.06517
2011,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.48248,933,2175,0.46147,0.50348
2011,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.41242,1067,2175,0.39172,0.43311
2011,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.04642,111,2175,0.03757,0.05526
2011,Upper Secondary Level,3rd Quintile,Other Degree,0.03888,64,2175,0.03076,0.04701
2011,Upper Secondary Level,4th Quintile,Secondary School Degree,0.45321,756,1826,0.43037,0.47605
2011,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.45109,967,1826,0.42826,0.47392
2011,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.05753,103,1826,0.04685,0.06821
2011,Upper Secondary Level,5th Quintile,Secondary School Degree,0.35936,491,1481,0.33492,0.38381
2011,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.53371,857,1481,0.50829,0.55912
2011,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.08046,133,1481,0.06660,0.09432
2011,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.30365,76,271,0.24880,0.35850
