year,bula_h,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Saxony-Anhalt,1st Quintile,Secondary School Degree,0.42249,75,142,0.34096,0.50403
2003,Saxony-Anhalt,1st Quintile,Intermediate School Degree,0.27927,67,142,0.20522,0.35333
2003,Saxony-Anhalt,2nd Quintile,Secondary School Degree,0.46689,110,187,0.39519,0.53859
2003,Saxony-Anhalt,2nd Quintile,Intermediate School Degree,0.28570,77,187,0.22078,0.35062
2003,Saxony-Anhalt,3rd Quintile,Secondary School Degree,0.34975,76,172,0.27827,0.42122
2003,Saxony-Anhalt,3rd Quintile,Intermediate School Degree,0.41128,96,172,0.33753,0.48503
2003,Saxony-Anhalt,4th Quintile,Secondary School Degree,0.20609,37,179,0.14666,0.26551
2003,Saxony-Anhalt,4th Quintile,Intermediate School Degree,0.44519,95,179,0.37218,0.51820
2003,Saxony-Anhalt,4th Quintile,Upper Secondary Degree,0.17236,47,179,0.11687,0.22784
2003,Saxony-Anhalt,5th Quintile,Intermediate School Degree,0.45082,51,108,0.35654,0.54510
2003,Saxony-Anhalt,5th Quintile,Upper Secondary Degree,0.31382,57,108,0.22590,0.40175
2003,Thuringa,1st Quintile,Secondary School Degree,0.36439,78,163,0.29028,0.43850
2003,Thuringa,1st Quintile,Intermediate School Degree,0.35816,85,163,0.28433,0.43199
2003,Thuringa,2nd Quintile,Secondary School Degree,0.42834,100,214,0.36188,0.49479
2003,Thuringa,2nd Quintile,Intermediate School Degree,0.37438,114,214,0.30938,0.43937
2003,Thuringa,3rd Quintile,Secondary School Degree,0.38616,76,162,0.31096,0.46137
2003,Thuringa,3rd Quintile,Intermediate School Degree,0.42618,86,162,0.34980,0.50257
2003,Thuringa,4th Quintile,Secondary School Degree,0.26645,44,167,0.19919,0.33370
2003,Thuringa,4th Quintile,Intermediate School Degree,0.41782,90,167,0.34280,0.49285
2003,Thuringa,4th Quintile,Upper Secondary Degree,0.13658,33,167,0.08434,0.18883
2003,Thuringa,5th Quintile,Intermediate School Degree,0.39076,55,112,0.29999,0.48153
2003,Thuringa,5th Quintile,Upper Secondary Degree,0.24880,57,112,0.16837,0.32922
2004,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.42214,47,47,0.27941,0.56487
2004,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.50297,57,57,0.37201,0.63392
2004,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.41711,62,98,0.31899,0.51524
2004,Schleswig-Holstein,3rd Quintile,Intermediate School Degree,0.26054,36,98,0.17319,0.34789
2004,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.43676,54,54,0.30323,0.57030
2004,Schleswig-Holstein,5th Quintile,Secondary School Degree,0.19563,45,200,0.14052,0.25075
2004,Schleswig-Holstein,5th Quintile,Intermediate School Degree,0.26796,67,200,0.20642,0.32949
2004,Schleswig-Holstein,5th Quintile,Upper Secondary Degree,0.29690,88,200,0.23342,0.36038
2004,Hamburg,5th Quintile,Intermediate School Degree,0.36642,40,85,0.26338,0.46947
2004,Hamburg,5th Quintile,Upper Secondary Degree,0.22265,45,85,0.13369,0.31162
2004,Lower Saxony,1st Quintile,Secondary School Degree,0.38412,131,216,0.31910,0.44913
2004,Lower Saxony,1st Quintile,Intermediate School Degree,0.12075,53,216,0.07720,0.16431
2004,Lower Saxony,1st Quintile,Upper Secondary Degree,0.06469,32,216,0.03181,0.09757
2004,Lower Saxony,2nd Quintile,Secondary School Degree,0.36708,126,205,0.30094,0.43323
2004,Lower Saxony,2nd Quintile,Intermediate School Degree,0.23228,79,205,0.17434,0.29023
2004,Lower Saxony,3rd Quintile,Secondary School Degree,0.38362,147,260,0.32439,0.44284
2004,Lower Saxony,3rd Quintile,Intermediate School Degree,0.30398,113,260,0.24796,0.36000
2004,Lower Saxony,4th Quintile,Secondary School Degree,0.38008,149,324,0.32714,0.43302
2004,Lower Saxony,4th Quintile,Intermediate School Degree,0.25908,121,324,0.21130,0.30686
2004,Lower Saxony,4th Quintile,Upper Secondary Degree,0.12100,54,324,0.08543,0.15656
2004,Lower Saxony,5th Quintile,Secondary School Degree,0.23053,134,595,0.19666,0.26440
2004,Lower Saxony,5th Quintile,Intermediate School Degree,0.27035,196,595,0.23463,0.30606
2004,Lower Saxony,5th Quintile,Technical School Degree,0.05520,42,595,0.03684,0.07357
2004,Lower Saxony,5th Quintile,Upper Secondary Degree,0.29586,223,595,0.25915,0.33256
2004,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.38478,307,591,0.34552,0.42404
2004,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.09893,82,591,0.07484,0.12302
2004,North Rhine-Westphalia,1st Quintile,Upper Secondary Degree,0.07469,64,591,0.05348,0.09591
2004,North Rhine-Westphalia,1st Quintile,Other Degree,0.11767,105,591,0.09167,0.14367
2004,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.03115,33,591,0.01713,0.04517
2004,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.43853,370,677,0.40113,0.47594
2004,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.13903,145,677,0.11295,0.16511
2004,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.04586,53,677,0.03009,0.06163
2004,North Rhine-Westphalia,2nd Quintile,Other Degree,0.07136,78,677,0.05196,0.09077
2004,North Rhine-Westphalia,2nd Quintile,"Dropout, No School Degree",0.02933,31,677,0.01661,0.04205
2004,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.39634,334,760,0.36154,0.43114
2004,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.20601,202,760,0.17723,0.23478
2004,North Rhine-Westphalia,3rd Quintile,Technical School Degree,0.03168,31,760,0.01922,0.04414
2004,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.09448,98,760,0.07367,0.11529
2004,North Rhine-Westphalia,3rd Quintile,Other Degree,0.06165,58,760,0.04454,0.07876
2004,North Rhine-Westphalia,3rd Quintile,No School Degree Yet,0.02873,37,760,0.01685,0.04061
2004,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.34934,348,883,0.31788,0.38081
2004,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.19780,227,883,0.17151,0.22409
2004,North Rhine-Westphalia,4th Quintile,Technical School Degree,0.07352,88,883,0.05630,0.09075
2004,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.14257,178,883,0.11950,0.16565
2004,North Rhine-Westphalia,4th Quintile,Other Degree,0.04171,42,883,0.02852,0.05491
2004,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.21638,295,1428,0.19502,0.23775
2004,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.22248,327,1428,0.20090,0.24406
2004,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.10450,164,1428,0.08862,0.12037
2004,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.31787,557,1428,0.29371,0.34203
2004,North Rhine-Westphalia,5th Quintile,Other Degree,0.03237,43,1428,0.02319,0.04155
2004,North Rhine-Westphalia,5th Quintile,No School Degree Yet,0.01394,42,1428,0.00786,0.02002
2004,Hesse,1st Quintile,Secondary School Degree,0.35320,83,125,0.26907,0.43732
2004,Hesse,1st Quintile,Other Degree,0.18244,42,125,0.11446,0.25042
2004,Hesse,2nd Quintile,Secondary School Degree,0.34959,103,170,0.27769,0.42148
2004,Hesse,2nd Quintile,Intermediate School Degree,0.13745,36,170,0.08553,0.18936
2004,Hesse,2nd Quintile,Other Degree,0.12871,31,170,0.07822,0.17920
2004,Hesse,3rd Quintile,Secondary School Degree,0.30543,84,182,0.23833,0.37253
2004,Hesse,3rd Quintile,Intermediate School Degree,0.21402,66,182,0.15427,0.27378
2004,Hesse,3rd Quintile,Upper Secondary Degree,0.13704,32,182,0.08694,0.18714
2004,Hesse,4th Quintile,Secondary School Degree,0.27202,93,244,0.21607,0.32797
2004,Hesse,4th Quintile,Intermediate School Degree,0.24976,101,244,0.19533,0.30418
2004,Hesse,4th Quintile,Upper Secondary Degree,0.15428,50,244,0.10886,0.19970
2004,Hesse,5th Quintile,Secondary School Degree,0.21724,92,493,0.18080,0.25367
2004,Hesse,5th Quintile,Intermediate School Degree,0.23762,140,493,0.20001,0.27523
2004,Hesse,5th Quintile,Technical School Degree,0.06103,43,493,0.03988,0.08219
2004,Hesse,5th Quintile,Upper Secondary Degree,0.33135,218,493,0.28976,0.37294
2004,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.45588,111,111,0.36281,0.54896
2004,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.47746,151,188,0.40587,0.54905
2004,"Rhineland-Palatinate, Saarland",2nd Quintile,Intermediate School Degree,0.12683,37,188,0.07913,0.17452
2004,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.48787,156,203,0.41893,0.55680
2004,"Rhineland-Palatinate, Saarland",3rd Quintile,Intermediate School Degree,0.16646,47,203,0.11509,0.21783
2004,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.37439,100,209,0.30862,0.44016
2004,"Rhineland-Palatinate, Saarland",4th Quintile,Intermediate School Degree,0.25768,78,209,0.19824,0.31712
2004,"Rhineland-Palatinate, Saarland",4th Quintile,Upper Secondary Degree,0.08625,31,209,0.04810,0.12440
2004,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.34575,92,306,0.29237,0.39913
2004,"Rhineland-Palatinate, Saarland",5th Quintile,Intermediate School Degree,0.20615,87,306,0.16074,0.25155
2004,"Rhineland-Palatinate, Saarland",5th Quintile,Upper Secondary Degree,0.23368,127,306,0.18618,0.28117
2004,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.35846,141,264,0.30050,0.41642
2004,Baden-Wuerttemberg,1st Quintile,Intermediate School Degree,0.07178,35,264,0.04058,0.10297
2004,Baden-Wuerttemberg,1st Quintile,Other Degree,0.16309,88,264,0.11844,0.20774
2004,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.37605,186,350,0.32523,0.42687
2004,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.11998,64,350,0.08589,0.15407
2004,Baden-Wuerttemberg,2nd Quintile,Upper Secondary Degree,0.07390,39,350,0.04645,0.10135
2004,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.10955,61,350,0.07678,0.14232
2004,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.33883,213,427,0.29389,0.38378
2004,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.16835,108,427,0.13282,0.20388
2004,Baden-Wuerttemberg,3rd Quintile,Upper Secondary Degree,0.10001,51,427,0.07152,0.12850
2004,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.08535,55,427,0.05882,0.11189
2004,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.33967,198,488,0.29761,0.38174
2004,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.23674,158,488,0.19898,0.27449
2004,Baden-Wuerttemberg,4th Quintile,Upper Secondary Degree,0.11725,92,488,0.08868,0.14582
2004,Baden-Wuerttemberg,4th Quintile,Other Degree,0.05436,40,488,0.03422,0.07449
2004,Baden-Wuerttemberg,5th Quintile,Secondary School Degree,0.21127,179,782,0.18264,0.23989
2004,Baden-Wuerttemberg,5th Quintile,Intermediate School Degree,0.25450,239,782,0.22395,0.28505
2004,Baden-Wuerttemberg,5th Quintile,Technical School Degree,0.08168,67,782,0.06247,0.10089
2004,Baden-Wuerttemberg,5th Quintile,Upper Secondary Degree,0.30761,297,782,0.27524,0.33997
2004,Bavaria,1st Quintile,Secondary School Degree,0.41434,161,296,0.35813,0.47056
2004,Bavaria,1st Quintile,Intermediate School Degree,0.10989,49,296,0.07420,0.14557
2004,Bavaria,1st Quintile,Upper Secondary Degree,0.07870,35,296,0.04797,0.10942
2004,Bavaria,1st Quintile,Other Degree,0.12603,51,296,0.08815,0.16390
2004,Bavaria,2nd Quintile,Secondary School Degree,0.50847,280,397,0.45923,0.55771
2004,Bavaria,2nd Quintile,Intermediate School Degree,0.13249,76,397,0.09910,0.16588
2004,Bavaria,2nd Quintile,Other Degree,0.06801,41,397,0.04322,0.09281
2004,Bavaria,3rd Quintile,Secondary School Degree,0.47502,277,456,0.42913,0.52090
2004,Bavaria,3rd Quintile,Intermediate School Degree,0.19618,138,456,0.15969,0.23267
2004,Bavaria,3rd Quintile,Upper Secondary Degree,0.06171,41,456,0.03960,0.08383
2004,Bavaria,4th Quintile,Secondary School Degree,0.44399,288,623,0.40494,0.48303
2004,Bavaria,4th Quintile,Intermediate School Degree,0.20941,186,623,0.17744,0.24139
2004,Bavaria,4th Quintile,Technical School Degree,0.04401,40,623,0.02789,0.06013
2004,Bavaria,4th Quintile,Upper Secondary Degree,0.10587,109,623,0.08169,0.13005
2004,Bavaria,5th Quintile,Secondary School Degree,0.26786,256,1059,0.24118,0.29455
2004,Bavaria,5th Quintile,Intermediate School Degree,0.27728,299,1059,0.25030,0.30425
2004,Bavaria,5th Quintile,Technical School Degree,0.09114,92,1059,0.07380,0.10848
2004,Bavaria,5th Quintile,Upper Secondary Degree,0.21982,344,1059,0.19486,0.24477
2004,Bavaria,5th Quintile,Other Degree,0.01800,34,1059,0.00999,0.02601
2004,Bavaria,5th Quintile,No School Degree Yet,0.01920,34,1059,0.01093,0.02747
2004,Berlin,1st Quintile,Intermediate School Degree,0.21882,43,82,0.12878,0.30886
2004,Berlin,1st Quintile,Upper Secondary Degree,0.17582,39,82,0.09292,0.25872
2004,Berlin,2nd Quintile,Secondary School Degree,0.22565,35,83,0.13518,0.31613
2004,Berlin,2nd Quintile,Intermediate School Degree,0.30362,48,83,0.20409,0.40314
2004,Berlin,3rd Quintile,Secondary School Degree,0.24328,38,81,0.14926,0.33731
2004,Berlin,3rd Quintile,Intermediate School Degree,0.31799,43,81,0.21594,0.42004
2004,Berlin,4th Quintile,Intermediate School Degree,0.39638,67,128,0.31131,0.48146
2004,Berlin,4th Quintile,Upper Secondary Degree,0.28413,61,128,0.20569,0.36257
2004,Berlin,5th Quintile,Intermediate School Degree,0.32483,69,174,0.25504,0.39462
2004,Berlin,5th Quintile,Upper Secondary Degree,0.42596,105,174,0.35228,0.49965
2004,Brandenburg,1st Quintile,Secondary School Degree,0.30713,58,125,0.22594,0.38833
2004,Brandenburg,1st Quintile,Intermediate School Degree,0.31959,67,125,0.23751,0.40167
2004,Brandenburg,2nd Quintile,Secondary School Degree,0.36353,91,170,0.29101,0.43606
2004,Brandenburg,2nd Quintile,Intermediate School Degree,0.32081,79,170,0.25043,0.39118
2004,Brandenburg,3rd Quintile,Secondary School Degree,0.30247,51,139,0.22584,0.37911
2004,Brandenburg,3rd Quintile,Intermediate School Degree,0.41659,88,139,0.33434,0.49885
2004,Brandenburg,4th Quintile,Secondary School Degree,0.20777,36,166,0.14587,0.26968
2004,Brandenburg,4th Quintile,Intermediate School Degree,0.48074,86,166,0.40451,0.55698
2004,Brandenburg,4th Quintile,Upper Secondary Degree,0.17965,44,166,0.12108,0.23823
2004,Brandenburg,5th Quintile,Intermediate School Degree,0.38845,69,132,0.30498,0.47191
2004,Brandenburg,5th Quintile,Upper Secondary Degree,0.28960,63,132,0.21192,0.36727
2004,Mecklenburg-Western Pomerania,1st Quintile,Secondary School Degree,0.29709,38,87,0.20050,0.39367
2004,Mecklenburg-Western Pomerania,1st Quintile,Intermediate School Degree,0.36491,49,87,0.26316,0.46665
2004,Mecklenburg-Western Pomerania,2nd Quintile,Secondary School Degree,0.39192,42,109,0.29985,0.48399
2004,Mecklenburg-Western Pomerania,2nd Quintile,Intermediate School Degree,0.40906,67,109,0.31633,0.50179
2004,Mecklenburg-Western Pomerania,3rd Quintile,Intermediate School Degree,0.42686,54,54,0.29369,0.56002
2004,Mecklenburg-Western Pomerania,4th Quintile,Intermediate School Degree,0.55469,59,59,0.42679,0.68260
2004,Mecklenburg-Western Pomerania,5th Quintile,Upper Secondary Degree,0.45714,43,43,0.30648,0.60781
2004,Saxony,1st Quintile,Secondary School Degree,0.28487,104,245,0.22824,0.34151
2004,Saxony,1st Quintile,Intermediate School Degree,0.34901,141,245,0.28920,0.40882
2004,Saxony,2nd Quintile,Secondary School Degree,0.36488,142,370,0.31576,0.41399
2004,Saxony,2nd Quintile,Intermediate School Degree,0.36566,179,370,0.31652,0.41481
2004,Saxony,2nd Quintile,Upper Secondary Degree,0.11469,49,370,0.08218,0.14720
2004,Saxony,3rd Quintile,Secondary School Degree,0.29685,113,370,0.25024,0.34347
2004,Saxony,3rd Quintile,Intermediate School Degree,0.42083,194,370,0.37046,0.47121
2004,Saxony,3rd Quintile,Upper Secondary Degree,0.14102,63,370,0.10550,0.17653
2004,Saxony,4th Quintile,Secondary School Degree,0.19960,46,251,0.15005,0.24914
2004,Saxony,4th Quintile,Intermediate School Degree,0.47696,137,251,0.41505,0.53888
2004,Saxony,4th Quintile,Upper Secondary Degree,0.20453,68,251,0.15453,0.25453
2004,Saxony,5th Quintile,Intermediate School Degree,0.40574,73,184,0.33459,0.47688
2004,Saxony,5th Quintile,Upper Secondary Degree,0.33052,111,184,0.26236,0.39867
2004,Saxony-Anhalt,1st Quintile,Secondary School Degree,0.40144,71,134,0.31813,0.48474
2004,Saxony-Anhalt,1st Quintile,Intermediate School Degree,0.27670,63,134,0.20067,0.35274
2004,Saxony-Anhalt,2nd Quintile,Secondary School Degree,0.43442,98,185,0.36279,0.50604
2004,Saxony-Anhalt,2nd Quintile,Intermediate School Degree,0.30948,87,185,0.24269,0.37628
2004,Saxony-Anhalt,3rd Quintile,Secondary School Degree,0.42190,77,159,0.34489,0.49891
2004,Saxony-Anhalt,3rd Quintile,Intermediate School Degree,0.36499,82,159,0.28992,0.44005
2004,Saxony-Anhalt,4th Quintile,Secondary School Degree,0.21258,48,190,0.15425,0.27091
2004,Saxony-Anhalt,4th Quintile,Intermediate School Degree,0.47709,101,190,0.40588,0.54830
2004,Saxony-Anhalt,4th Quintile,Upper Secondary Degree,0.13963,41,190,0.09022,0.18904
2004,Saxony-Anhalt,5th Quintile,Intermediate School Degree,0.37850,46,108,0.28660,0.47040
2004,Saxony-Anhalt,5th Quintile,Upper Secondary Degree,0.41515,62,108,0.32178,0.50851
2004,Thuringa,1st Quintile,Secondary School Degree,0.36805,85,166,0.29446,0.44164
2004,Thuringa,1st Quintile,Intermediate School Degree,0.34712,81,166,0.27449,0.41976
2004,Thuringa,2nd Quintile,Secondary School Degree,0.42484,90,187,0.35380,0.49588
2004,Thuringa,2nd Quintile,Intermediate School Degree,0.35928,97,187,0.29033,0.42823
2004,Thuringa,3rd Quintile,Secondary School Degree,0.31452,77,188,0.24797,0.38107
2004,Thuringa,3rd Quintile,Intermediate School Degree,0.44548,111,188,0.37424,0.51672
2004,Thuringa,4th Quintile,Secondary School Degree,0.23436,36,165,0.16953,0.29919
2004,Thuringa,4th Quintile,Intermediate School Degree,0.49509,96,165,0.41857,0.57161
2004,Thuringa,4th Quintile,Upper Secondary Degree,0.11989,33,165,0.07017,0.16960
2004,Thuringa,5th Quintile,Intermediate School Degree,0.29796,42,101,0.20832,0.38760
2004,Thuringa,5th Quintile,Upper Secondary Degree,0.35508,59,101,0.26129,0.44888
2005,Schleswig-Holstein,1st Quintile,Secondary School Degree,0.43687,39,39,0.27917,0.59458
2005,Schleswig-Holstein,2nd Quintile,Secondary School Degree,0.51371,64,64,0.39029,0.63713
2005,Schleswig-Holstein,3rd Quintile,Secondary School Degree,0.44590,56,56,0.31454,0.57727
2005,Schleswig-Holstein,4th Quintile,Secondary School Degree,0.30627,41,78,0.20331,0.40923
2005,Schleswig-Holstein,4th Quintile,Intermediate School Degree,0.26457,37,78,0.16605,0.36310
2005,Schleswig-Holstein,5th Quintile,Secondary School Degree,0.25875,53,196,0.19728,0.32021
2005,Schleswig-Holstein,5th Quintile,Intermediate School Degree,0.26216,69,196,0.20043,0.32389
2005,Schleswig-Holstein,5th Quintile,Upper Secondary Degree,0.23418,74,196,0.17474,0.29362
2005,Hamburg,5th Quintile,Intermediate School Degree,0.39435,38,81,0.28726,0.50144
2005,Hamburg,5th Quintile,Upper Secondary Degree,0.24001,43,81,0.14642,0.33360
2005,Lower Saxony,1st Quintile,Secondary School Degree,0.39158,117,159,0.31547,0.46769
2005,Lower Saxony,1st Quintile,Intermediate School Degree,0.11179,42,159,0.06266,0.16093
2005,Lower Saxony,2nd Quintile,Secondary School Degree,0.38071,121,200,0.31324,0.44817
2005,Lower Saxony,2nd Quintile,Intermediate School Degree,0.23756,79,200,0.17843,0.29669
2005,Lower Saxony,3rd Quintile,Secondary School Degree,0.32865,130,242,0.26935,0.38795
2005,Lower Saxony,3rd Quintile,Intermediate School Degree,0.30950,112,242,0.25114,0.36787
2005,Lower Saxony,4th Quintile,Secondary School Degree,0.34095,156,353,0.29143,0.39047
2005,Lower Saxony,4th Quintile,Intermediate School Degree,0.27361,130,353,0.22703,0.32018
2005,Lower Saxony,4th Quintile,Upper Secondary Degree,0.15383,67,353,0.11614,0.19152
2005,Lower Saxony,5th Quintile,Secondary School Degree,0.23950,115,508,0.20235,0.27665
2005,Lower Saxony,5th Quintile,Intermediate School Degree,0.29762,175,508,0.25782,0.33742
2005,Lower Saxony,5th Quintile,Technical School Degree,0.04864,34,508,0.02991,0.06736
2005,Lower Saxony,5th Quintile,Upper Secondary Degree,0.28511,184,508,0.24582,0.32441
2005,North Rhine-Westphalia,1st Quintile,Secondary School Degree,0.33452,270,592,0.29648,0.37256
2005,North Rhine-Westphalia,1st Quintile,Intermediate School Degree,0.11156,102,592,0.08618,0.13694
2005,North Rhine-Westphalia,1st Quintile,Upper Secondary Degree,0.07336,68,592,0.05234,0.09438
2005,North Rhine-Westphalia,1st Quintile,Other Degree,0.13530,113,592,0.10773,0.16288
2005,North Rhine-Westphalia,1st Quintile,"Dropout, No School Degree",0.04174,39,592,0.02562,0.05787
2005,North Rhine-Westphalia,2nd Quintile,Secondary School Degree,0.43954,374,669,0.40190,0.47718
2005,North Rhine-Westphalia,2nd Quintile,Intermediate School Degree,0.14960,134,669,0.12255,0.17665
2005,North Rhine-Westphalia,2nd Quintile,Technical School Degree,0.03451,31,669,0.02067,0.04835
2005,North Rhine-Westphalia,2nd Quintile,Upper Secondary Degree,0.05090,55,669,0.03423,0.06756
2005,North Rhine-Westphalia,2nd Quintile,Other Degree,0.07764,75,669,0.05735,0.09794
2005,North Rhine-Westphalia,3rd Quintile,Secondary School Degree,0.38240,306,652,0.34507,0.41973
2005,North Rhine-Westphalia,3rd Quintile,Intermediate School Degree,0.19062,179,652,0.16044,0.22079
2005,North Rhine-Westphalia,3rd Quintile,Technical School Degree,0.05350,36,652,0.03621,0.07079
2005,North Rhine-Westphalia,3rd Quintile,Upper Secondary Degree,0.09312,91,652,0.07079,0.11544
2005,North Rhine-Westphalia,3rd Quintile,Other Degree,0.04710,40,652,0.03083,0.06338
2005,North Rhine-Westphalia,4th Quintile,Secondary School Degree,0.37565,346,840,0.34288,0.40842
2005,North Rhine-Westphalia,4th Quintile,Intermediate School Degree,0.22752,234,840,0.19916,0.25589
2005,North Rhine-Westphalia,4th Quintile,Technical School Degree,0.05603,71,840,0.04047,0.07160
2005,North Rhine-Westphalia,4th Quintile,Upper Secondary Degree,0.13028,137,840,0.10751,0.15306
2005,North Rhine-Westphalia,4th Quintile,Other Degree,0.04629,52,840,0.03207,0.06051
2005,North Rhine-Westphalia,5th Quintile,Secondary School Degree,0.18599,257,1365,0.16534,0.20664
2005,North Rhine-Westphalia,5th Quintile,Intermediate School Degree,0.21587,302,1365,0.19403,0.23770
2005,North Rhine-Westphalia,5th Quintile,Technical School Degree,0.11107,161,1365,0.09440,0.12775
2005,North Rhine-Westphalia,5th Quintile,Upper Secondary Degree,0.32912,565,1365,0.30418,0.35405
2005,North Rhine-Westphalia,5th Quintile,Other Degree,0.02463,40,1365,0.01641,0.03286
2005,North Rhine-Westphalia,5th Quintile,No School Degree Yet,0.01525,40,1365,0.00875,0.02175
2005,Hesse,1st Quintile,Secondary School Degree,0.32718,70,106,0.23744,0.41693
2005,Hesse,1st Quintile,Other Degree,0.18833,36,106,0.11355,0.26311
2005,Hesse,2nd Quintile,Secondary School Degree,0.39800,84,84,0.29269,0.50330
2005,Hesse,3rd Quintile,Secondary School Degree,0.34041,99,203,0.27507,0.40576
2005,Hesse,3rd Quintile,Intermediate School Degree,0.19803,67,203,0.14307,0.25299
2005,Hesse,3rd Quintile,Upper Secondary Degree,0.13594,37,203,0.08868,0.18320
2005,Hesse,4th Quintile,Secondary School Degree,0.26812,96,247,0.21277,0.32348
2005,Hesse,4th Quintile,Intermediate School Degree,0.32170,106,247,0.26333,0.38008
2005,Hesse,4th Quintile,Upper Secondary Degree,0.12880,45,247,0.08694,0.17066
2005,Hesse,5th Quintile,Secondary School Degree,0.20291,82,455,0.16592,0.23990
2005,Hesse,5th Quintile,Intermediate School Degree,0.19971,121,455,0.16293,0.23648
2005,Hesse,5th Quintile,Technical School Degree,0.07283,44,455,0.04893,0.09673
2005,Hesse,5th Quintile,Upper Secondary Degree,0.34920,208,455,0.30535,0.39305
2005,"Rhineland-Palatinate, Saarland",1st Quintile,Secondary School Degree,0.42922,109,109,0.33587,0.52258
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,Secondary School Degree,0.52504,132,168,0.44930,0.60078
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,Intermediate School Degree,0.16360,36,168,0.10749,0.21970
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,Secondary School Degree,0.39285,124,182,0.32170,0.46400
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,Intermediate School Degree,0.21065,58,182,0.15125,0.27006
2005,"Rhineland-Palatinate, Saarland",4th Quintile,Secondary School Degree,0.42304,128,234,0.35960,0.48647
2005,"Rhineland-Palatinate, Saarland",4th Quintile,Intermediate School Degree,0.18214,68,234,0.13258,0.23170
2005,"Rhineland-Palatinate, Saarland",4th Quintile,Upper Secondary Degree,0.09960,38,234,0.06115,0.13806
2005,"Rhineland-Palatinate, Saarland",5th Quintile,Secondary School Degree,0.36172,90,286,0.30593,0.41750
2005,"Rhineland-Palatinate, Saarland",5th Quintile,Intermediate School Degree,0.20686,78,286,0.15984,0.25389
2005,"Rhineland-Palatinate, Saarland",5th Quintile,Upper Secondary Degree,0.25001,118,286,0.19974,0.30029
2005,Baden-Wuerttemberg,1st Quintile,Secondary School Degree,0.35387,129,211,0.28920,0.41854
2005,Baden-Wuerttemberg,1st Quintile,Other Degree,0.16471,82,211,0.11454,0.21488
2005,Baden-Wuerttemberg,2nd Quintile,Secondary School Degree,0.36407,183,334,0.31239,0.41575
2005,Baden-Wuerttemberg,2nd Quintile,Intermediate School Degree,0.08895,58,334,0.05838,0.11953
2005,Baden-Wuerttemberg,2nd Quintile,Upper Secondary Degree,0.07836,37,334,0.04950,0.10723
2005,Baden-Wuerttemberg,2nd Quintile,Other Degree,0.12268,56,334,0.08745,0.15792
2005,Baden-Wuerttemberg,3rd Quintile,Secondary School Degree,0.30752,168,400,0.26224,0.35280
2005,Baden-Wuerttemberg,3rd Quintile,Intermediate School Degree,0.20613,118,400,0.16644,0.24582
2005,Baden-Wuerttemberg,3rd Quintile,Upper Secondary Degree,0.08337,57,400,0.05624,0.11049
2005,Baden-Wuerttemberg,3rd Quintile,Other Degree,0.10183,57,400,0.07215,0.13150
2005,Baden-Wuerttemberg,4th Quintile,Secondary School Degree,0.36208,217,485,0.31926,0.40490
2005,Baden-Wuerttemberg,4th Quintile,Intermediate School Degree,0.23298,144,485,0.19532,0.27064
