"pgpsbil","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Hauptschulabschluss","2009","16-34 Jahre alt","604","0.187094380817876","0.174673543509049","0.199515218126704"
"Hauptschulabschluss","2009","35-65 Jahre alt","2866","0.329049017847649","0.319774158044841","0.338323877650456"
"Hauptschulabschluss","2009","66 und älter","2522","0.611720279636101","0.596993403696844","0.626447155575359"
"Realschulabschluss","2009","16-34 Jahre alt","1171","0.300868492264817","0.286261250049231","0.315475734480402"
"Realschulabschluss","2009","35-65 Jahre alt","3565","0.337207058108343","0.327875182882033","0.346538933334654"
"Realschulabschluss","2009","66 und älter","718","0.174681554116648","0.16320804845119","0.186155059782106"
"Fachhochschulreife","2009","16-34 Jahre alt","242","0.0715302473365441","0.063322401667915","0.0797380930051732"
"Fachhochschulreife","2009","35-65 Jahre alt","566","0.0571599364858267","0.0525774990872152","0.0617423738844382"
"Fachhochschulreife","2009","66 und älter","158","0.0447444836648496","0.0384971980355049","0.0509917692941942"
"Abitur","2009","16-34 Jahre alt","1141","0.286456994848548","0.272057732952947","0.300856256744149"
"Abitur","2009","35-65 Jahre alt","2233","0.186434657855429","0.178747050344287","0.194122265366571"
"Abitur","2009","66 und älter","571","0.107554044191399","0.0981920973564632","0.116915991026336"
"Anderer Abschluss","2009","16-34 Jahre alt","96","0.0350175487902029","0.0291628707495138","0.040872226830892"
"Anderer Abschluss","2009","35-65 Jahre alt","536","0.075748785276145","0.0705258516219429","0.080971718930347"
"Anderer Abschluss","2009","66 und älter","180","0.0448977582867214","0.0386402836787338","0.051155232894709"
"Ohne Abschluss verlassen","2009","16-34 Jahre alt","","","",""
"Ohne Abschluss verlassen","2009","35-65 Jahre alt","92","0.0142817718609514","0.0119397060346643","0.0166238376872384"
"Ohne Abschluss verlassen","2009","66 und älter","57","0.0163717795972817","0.012537133667102","0.0202064255274613"
"Noch kein Abschluss","2009","16-34 Jahre alt","508","0.109428448486505","0.0994858484739451","0.119371048499064"
"Noch kein Abschluss","2009","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2009","66 und älter","","","",""
"Keine Schule besucht","2009","16-34 Jahre alt","","","",""
"Keine Schule besucht","2009","35-65 Jahre alt","","","",""
"Keine Schule besucht","2009","66 und älter","","","",""
"Hauptschulabschluss","2010","16-34 Jahre alt","1175","0.172820124271758","0.163628578605127","0.182011669938388"
"Hauptschulabschluss","2010","35-65 Jahre alt","3398","0.310807746484828","0.302955595502459","0.318659897467197"
"Hauptschulabschluss","2010","66 und älter","2346","0.599858144947979","0.584793602325198","0.61492268757076"
"Realschulabschluss","2010","16-34 Jahre alt","2064","0.302751117649003","0.29158175984253","0.313920475455477"
"Realschulabschluss","2010","35-65 Jahre alt","4696","0.334833188780546","0.326826516255973","0.34283986130512"
"Realschulabschluss","2010","66 und älter","746","0.181453547921608","0.169603255228607","0.193303840614609"
"Fachhochschulreife","2010","16-34 Jahre alt","396","0.0726145066530392","0.0663059027934474","0.078923110512631"
"Fachhochschulreife","2010","35-65 Jahre alt","816","0.0587630526148196","0.0547730407393177","0.0627530644903216"
"Fachhochschulreife","2010","66 und älter","159","0.0454950200324944","0.0390874153592994","0.0519026247056893"
"Abitur","2010","16-34 Jahre alt","1588","0.285370324780656","0.274391993276857","0.296348656284455"
"Abitur","2010","35-65 Jahre alt","3273","0.193215987552687","0.186517562507524","0.199914412597849"
"Abitur","2010","66 und älter","587","0.108570607101494","0.0990047412109553","0.118136472992033"
"Anderer Abschluss","2010","16-34 Jahre alt","430","0.0522736336743723","0.0468626747230033","0.0576845926257413"
"Anderer Abschluss","2010","35-65 Jahre alt","989","0.0886236310536755","0.0838019754982452","0.0934452866091059"
"Anderer Abschluss","2010","66 und älter","172","0.0490653045761791","0.0424234819091078","0.0557071272432504"
"Ohne Abschluss verlassen","2010","16-34 Jahre alt","136","0.0126230575185712","0.00990902414406524","0.0153370908930771"
"Ohne Abschluss verlassen","2010","35-65 Jahre alt","173","0.0136269328816671","0.0116599879922802","0.0155938777710539"
"Ohne Abschluss verlassen","2010","66 und älter","53","0.0155573754202455","0.0117520828721628","0.0193626679683281"
"Noch kein Abschluss","2010","16-34 Jahre alt","711","0.101547235452601","0.0942042428676031","0.108890228037598"
"Noch kein Abschluss","2010","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2010","66 und älter","","","",""
"Keine Schule besucht","2010","16-34 Jahre alt","","","",""
"Keine Schule besucht","2010","35-65 Jahre alt","","","",""
"Keine Schule besucht","2010","66 und älter","","","",""
"Hauptschulabschluss","2011","16-34 Jahre alt","1185","0.162775374431695","0.153964137901913","0.171586610961477"
"Hauptschulabschluss","2011","35-65 Jahre alt","4115","0.29578905132843","0.288772283320192","0.302805819336669"
"Hauptschulabschluss","2011","66 und älter","2942","0.587527450005851","0.574117702040265","0.600937197971437"
"Realschulabschluss","2011","16-34 Jahre alt","2034","0.291205155896329","0.280361360462835","0.302048951329823"
"Realschulabschluss","2011","35-65 Jahre alt","5745","0.336137381635389","0.328874780422514","0.343399982848265"
"Realschulabschluss","2011","66 und älter","960","0.183369904410003","0.172828809385344","0.193910999434663"
"Fachhochschulreife","2011","16-34 Jahre alt","435","0.0723773862514338","0.0661928288802151","0.0785619436226525"
"Fachhochschulreife","2011","35-65 Jahre alt","1014","0.0595436635188494","0.055905503653869","0.0631818233838299"
"Fachhochschulreife","2011","66 und älter","189","0.0418546939777459","0.0363996685145467","0.047309719440945"
"Abitur","2011","16-34 Jahre alt","1696","0.306144582908639","0.295143908967738","0.317145256849541"
"Abitur","2011","35-65 Jahre alt","3898","0.198812875345064","0.192676895589323","0.204948855100805"
"Abitur","2011","66 und älter","742","0.11166207457593","0.103082792313795","0.120241356838066"
"Anderer Abschluss","2011","16-34 Jahre alt","368","0.0493575872348951","0.0441873905453595","0.0545277839244307"
"Anderer Abschluss","2011","35-65 Jahre alt","1254","0.094058019929941","0.0895701238447401","0.098545916015142"
"Anderer Abschluss","2011","66 und älter","265","0.0566383255763207","0.0503417658748016","0.0629348852778397"
"Ohne Abschluss verlassen","2011","16-34 Jahre alt","128","0.0143754420402377","0.0115343331891226","0.0172165508913529"
"Ohne Abschluss verlassen","2011","35-65 Jahre alt","225","0.0155473919527534","0.0136453466145912","0.0174494372909155"
"Ohne Abschluss verlassen","2011","66 und älter","79","0.0189475514541491","0.0152336389405908","0.0226614639677074"
"Noch kein Abschluss","2011","16-34 Jahre alt","897","0.10376447123677","0.096485719143605","0.111043223329935"
"Noch kein Abschluss","2011","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2011","66 und älter","","","",""
"Keine Schule besucht","2011","16-34 Jahre alt","","","",""
"Keine Schule besucht","2011","35-65 Jahre alt","","","",""
"Keine Schule besucht","2011","66 und älter","","","",""
"Hauptschulabschluss","2012","16-34 Jahre alt","1098","0.164064463188081","0.154942857532985","0.173186068843177"
"Hauptschulabschluss","2012","35-65 Jahre alt","4002","0.291093696773502","0.284061262266676","0.298126131280328"
"Hauptschulabschluss","2012","66 und älter","2888","0.566994115943225","0.553548712208563","0.580439519677887"
"Realschulabschluss","2012","16-34 Jahre alt","1858","0.290407704265875","0.279226562587578","0.301588845944172"
"Realschulabschluss","2012","35-65 Jahre alt","5668","0.32975122221676","0.322473321967076","0.337029122466443"
"Realschulabschluss","2012","66 und älter","1008","0.187766666765511","0.177169559623408","0.198363773907614"
"Fachhochschulreife","2012","16-34 Jahre alt","394","0.0732692221760695","0.0668509929791499","0.0796874513729892"
"Fachhochschulreife","2012","35-65 Jahre alt","1023","0.0610577020098728","0.0573510266080264","0.0647643774117191"
"Fachhochschulreife","2012","66 und älter","193","0.0413329674042481","0.0359313992294354","0.0467345355790608"
"Abitur","2012","16-34 Jahre alt","1610","0.304611434707855","0.293275312698849","0.315947556716861"
"Abitur","2012","35-65 Jahre alt","3867","0.201212082251319","0.19500571246728","0.207418452035358"
"Abitur","2012","66 und älter","763","0.117130649809234","0.108404530050791","0.125856769567676"
"Anderer Abschluss","2012","16-34 Jahre alt","327","0.0533045060585215","0.0477714540224888","0.0588375580945541"
"Anderer Abschluss","2012","35-65 Jahre alt","1254","0.102159998422089","0.0974714890262287","0.106848507817948"
"Anderer Abschluss","2012","66 und älter","282","0.0656414890140368","0.0589212664324573","0.0723617115956162"
"Ohne Abschluss verlassen","2012","16-34 Jahre alt","127","0.0143558707592302","0.011425972919128","0.0172857685993325"
"Ohne Abschluss verlassen","2012","35-65 Jahre alt","214","0.0145754124388179","0.0127201002400572","0.0164307246375787"
"Ohne Abschluss verlassen","2012","66 und älter","83","0.0211341110637451","0.0172311765656459","0.0250370455618443"
"Noch kein Abschluss","2012","16-34 Jahre alt","918","0.0999867988443677","0.092598007373972","0.107375590314763"
"Noch kein Abschluss","2012","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2012","66 und älter","","","",""
"Keine Schule besucht","2012","16-34 Jahre alt","","","",""
"Keine Schule besucht","2012","35-65 Jahre alt","","","",""
"Keine Schule besucht","2012","66 und älter","","","",""
"Hauptschulabschluss","2013","16-34 Jahre alt","1358","0.157799882945946","0.149709636026489","0.165890129865402"
"Hauptschulabschluss","2013","35-65 Jahre alt","3788","0.273304843102533","0.266715573299167","0.279894112905898"
"Hauptschulabschluss","2013","66 und älter","2692","0.560414496027894","0.546760378215504","0.574068613840284"
"Realschulabschluss","2013","16-34 Jahre alt","2096","0.278917720263005","0.268965241612195","0.288870198913815"
"Realschulabschluss","2013","35-65 Jahre alt","5463","0.33127264577597","0.324313517752778","0.338231773799161"
"Realschulabschluss","2013","66 und älter","1010","0.194634539293461","0.183742887708064","0.205526190878857"
"Fachhochschulreife","2013","16-34 Jahre alt","486","0.079199784830946","0.0732067680110655","0.0851928016508264"
"Fachhochschulreife","2013","35-65 Jahre alt","1027","0.0606055657801023","0.0570776538088522","0.0641334777513523"
"Fachhochschulreife","2013","66 und älter","192","0.0425631143801285","0.0370097130392482","0.0481165157210087"
"Abitur","2013","16-34 Jahre alt","1768","0.297291488042611","0.287148179547302","0.307434796537919"
"Abitur","2013","35-65 Jahre alt","3862","0.204391511628838","0.198429145713661","0.210353877544015"
"Abitur","2013","66 und älter","777","0.122251354299119","0.113239810293725","0.131262898304513"
"Anderer Abschluss","2013","16-34 Jahre alt","819","0.067895964376805","0.0623131271663399","0.0734788015872701"
"Anderer Abschluss","2013","35-65 Jahre alt","3015","0.111203716941658","0.106555372942501","0.115852060940816"
"Anderer Abschluss","2013","66 und älter","316","0.060891110165362","0.0543126809461526","0.0674695393845714"
"Ohne Abschluss verlassen","2013","16-34 Jahre alt","186","0.0160088819248919","0.0132235504965364","0.0187942133532474"
"Ohne Abschluss verlassen","2013","35-65 Jahre alt","414","0.019048838089627","0.0170277025819635","0.0210699735972905"
"Ohne Abschluss verlassen","2013","66 und älter","89","0.0192453858340359","0.015465916938772","0.0230248547292998"
"Noch kein Abschluss","2013","16-34 Jahre alt","1087","0.102886277615796","0.0961440522214048","0.109628503010187"
"Noch kein Abschluss","2013","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2013","66 und älter","","","",""
"Keine Schule besucht","2013","16-34 Jahre alt","","","",""
"Keine Schule besucht","2013","35-65 Jahre alt","","","",""
"Keine Schule besucht","2013","66 und älter","","","",""
"Hauptschulabschluss","2014","16-34 Jahre alt","1111","0.153957549144856","0.145161386879063","0.162753711410649"
"Hauptschulabschluss","2014","35-65 Jahre alt","3274","0.261920385116818","0.254978635636328","0.268862134597307"
"Hauptschulabschluss","2014","66 und älter","2605","0.550329018821451","0.536496032888982","0.564162004753919"
"Realschulabschluss","2014","16-34 Jahre alt","1713","0.263721179384074","0.252981524660069","0.274460834108078"
"Realschulabschluss","2014","35-65 Jahre alt","4905","0.327051466586142","0.319644648868306","0.334458284303978"
"Realschulabschluss","2014","66 und älter","1016","0.198695328356519","0.187599749535324","0.209790907177714"
"Fachhochschulreife","2014","16-34 Jahre alt","437","0.0837684427708333","0.0770163328380686","0.090520552703598"
"Fachhochschulreife","2014","35-65 Jahre alt","946","0.0636644820300053","0.0598097247731524","0.0675192392868581"
"Fachhochschulreife","2014","66 und älter","197","0.0457398907395375","0.0399303975943137","0.0515493838847612"
"Abitur","2014","16-34 Jahre alt","1592","0.318864534422069","0.307506151225932","0.330222917618206"
"Abitur","2014","35-65 Jahre alt","3532","0.212094501035507","0.20564041945085","0.218548582620163"
"Abitur","2014","66 und älter","761","0.126028367355046","0.116799676018179","0.135257058691913"
"Anderer Abschluss","2014","16-34 Jahre alt","588","0.0680416381091204","0.0619042682579988","0.074179007960242"
"Anderer Abschluss","2014","35-65 Jahre alt","2408","0.114644232169942","0.109614235514945","0.119674228824939"
"Anderer Abschluss","2014","66 und älter","315","0.0625310124321896","0.0557984020498653","0.0692636228145139"
"Ohne Abschluss verlassen","2014","16-34 Jahre alt","131","0.0150742720394529","0.0121045447085223","0.0180439993703835"
"Ohne Abschluss verlassen","2014","35-65 Jahre alt","345","0.0204358433388681","0.0182020375818759","0.0226696490958604"
"Ohne Abschluss verlassen","2014","66 und älter","74","0.0166763822952573","0.013115509548126","0.0202372550423886"
"Noch kein Abschluss","2014","16-34 Jahre alt","895","0.0965723841295944","0.0893734231747039","0.103771345084485"
"Noch kein Abschluss","2014","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2014","66 und älter","","","",""
"Keine Schule besucht","2014","16-34 Jahre alt","","","",""
"Keine Schule besucht","2014","35-65 Jahre alt","","","",""
"Keine Schule besucht","2014","66 und älter","","","",""
"Hauptschulabschluss","2015","16-34 Jahre alt","971","0.149682844032234","0.14102783015445","0.158337857910019"
"Hauptschulabschluss","2015","35-65 Jahre alt","2990","0.247075164559369","0.240190528588904","0.253959800529835"
"Hauptschulabschluss","2015","66 und älter","2514","0.536227748276864","0.522300285842796","0.550155210710933"
"Realschulabschluss","2015","16-34 Jahre alt","1540","0.258425271076014","0.247804984501693","0.269045557650334"
"Realschulabschluss","2015","35-65 Jahre alt","4718","0.330980292840309","0.323469061347042","0.338491524333577"
"Realschulabschluss","2015","66 und älter","1043","0.206121316799255","0.194823786934008","0.217418846664503"
"Fachhochschulreife","2015","16-34 Jahre alt","412","0.0846798254396399","0.077925720888297","0.0914339299909828"
"Fachhochschulreife","2015","35-65 Jahre alt","920","0.063953584989874","0.0600481288671129","0.0678590411126351"
"Fachhochschulreife","2015","66 und älter","185","0.0442925294051462","0.0385464356858018","0.0500386231244907"
"Abitur","2015","16-34 Jahre alt","1529","0.318464803913999","0.307162521628337","0.329767086199661"
"Abitur","2015","35-65 Jahre alt","3403","0.217718674182657","0.211131184535913","0.2243061638294"
"Abitur","2015","66 und älter","796","0.131706467221265","0.122261905542635","0.141151028899895"
"Anderer Abschluss","2015","16-34 Jahre alt","1138","0.0884889404948873","0.0815989796562114","0.0953789013335631"
"Anderer Abschluss","2015","35-65 Jahre alt","2664","0.11831698091044","0.113161485536622","0.123472476284257"
"Anderer Abschluss","2015","66 und älter","326","0.0672003310543371","0.0602079534762184","0.0741927086324557"
"Ohne Abschluss verlassen","2015","16-34 Jahre alt","155","0.0162905518686806","0.01321946144009","0.0193616422972713"
"Ohne Abschluss verlassen","2015","35-65 Jahre alt","382","0.0219553025173512","0.0196162515353381","0.0242943534993642"
"Ohne Abschluss verlassen","2015","66 und älter","61","0.0144516072431319","0.0111185557314601","0.0177846587548037"
"Noch kein Abschluss","2015","16-34 Jahre alt","782","0.0839677631745452","0.0772395002315995","0.0906960261174909"
"Noch kein Abschluss","2015","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2015","66 und älter","","","",""
"Keine Schule besucht","2015","16-34 Jahre alt","","","",""
"Keine Schule besucht","2015","35-65 Jahre alt","","","",""
"Keine Schule besucht","2015","66 und älter","","","",""
"Hauptschulabschluss","2016","16-34 Jahre alt","870","0.148695818763623","0.140914951570887","0.156476685956359"
"Hauptschulabschluss","2016","35-65 Jahre alt","2723","0.241370165649492","0.234630113404343","0.24811021789464"
"Hauptschulabschluss","2016","66 und älter","2351","0.518446065780865","0.504262031431709","0.532630100130021"
"Realschulabschluss","2016","16-34 Jahre alt","1352","0.25511493848124","0.245581516464539","0.26464836049794"
"Realschulabschluss","2016","35-65 Jahre alt","4346","0.31989092993591","0.312544154651827","0.327237705219993"
"Realschulabschluss","2016","66 und älter","1052","0.214323722267011","0.202674888254033","0.225972556279989"
"Fachhochschulreife","2016","16-34 Jahre alt","369","0.0786749039544508","0.0727869988428763","0.0845628090660252"
"Fachhochschulreife","2016","35-65 Jahre alt","876","0.0670788221959229","0.063138591047635","0.0710190533442107"
"Fachhochschulreife","2016","66 und älter","188","0.0454833843184095","0.0395685355162765","0.0513982331205424"
"Abitur","2016","16-34 Jahre alt","1394","0.311542298550741","0.301414072580794","0.321670524520688"
"Abitur","2016","35-65 Jahre alt","3228","0.225002711153523","0.218425368357501","0.231580053949546"
"Abitur","2016","66 und älter","793","0.13238054099972","0.12275993934727","0.14200114265217"
"Anderer Abschluss","2016","16-34 Jahre alt","2067","0.100192120047754","0.0936257111940885","0.10675852890142"
"Anderer Abschluss","2016","35-65 Jahre alt","3311","0.125333165616189","0.120118087190414","0.130548244041963"
"Anderer Abschluss","2016","66 und älter","308","0.0725069306272631","0.0651453578140997","0.0798685034404265"
"Ohne Abschluss verlassen","2016","16-34 Jahre alt","779","0.0202339232965559","0.017154726189988","0.0233131204031238"
"Ohne Abschluss verlassen","2016","35-65 Jahre alt","788","0.0208089762776564","0.0185606176816955","0.0230573348736174"
"Ohne Abschluss verlassen","2016","66 und älter","65","0.0168102884888978","0.0131608019927925","0.0204597749850031"
"Noch kein Abschluss","2016","16-34 Jahre alt","949","0.0830068095131178","0.0769732144853152","0.0890404045409203"
"Noch kein Abschluss","2016","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2016","66 und älter","","","",""
"Keine Schule besucht","2016","16-34 Jahre alt","252","0.00253918739251849","0.00143858224693536","0.00363979253810162"
"Keine Schule besucht","2016","35-65 Jahre alt","206","0.000489169542021091","0.000140888395153514","0.000837450688888667"
"Keine Schule besucht","2016","66 und älter","","","",""
"Hauptschulabschluss","2017","16-34 Jahre alt","895","0.138265437787431","0.131256477234442","0.14527439834042"
"Hauptschulabschluss","2017","35-65 Jahre alt","2950","0.233473231145649","0.227171364297988","0.239775097993309"
"Hauptschulabschluss","2017","66 und älter","2337","0.502571421937754","0.4887649323279","0.516377911547607"
"Realschulabschluss","2017","16-34 Jahre alt","1522","0.253518457179428","0.244685128876393","0.262351785482463"
"Realschulabschluss","2017","35-65 Jahre alt","4988","0.322726254296557","0.315761813003312","0.329690695589802"
"Realschulabschluss","2017","66 und älter","1192","0.222038954366529","0.210562373481632","0.233515535251425"
"Fachhochschulreife","2017","16-34 Jahre alt","474","0.0873752620706277","0.0816413582047839","0.0931091659364715"
"Fachhochschulreife","2017","35-65 Jahre alt","1015","0.0650485378308043","0.0613748663664601","0.0687222092951485"
"Fachhochschulreife","2017","66 und älter","208","0.0460024208291402","0.0402176922168305","0.05178714944145"
"Abitur","2017","16-34 Jahre alt","1722","0.309354424195366","0.299968742402471","0.31874010598826"
"Abitur","2017","35-65 Jahre alt","3699","0.224577172627125","0.218360770380739","0.230793574873512"
"Abitur","2017","66 und älter","857","0.134516735497799","0.12509487854522","0.143938592450378"
"Anderer Abschluss","2017","16-34 Jahre alt","2304","0.0929650790568922","0.0870687465188805","0.098861411594904"
"Anderer Abschluss","2017","35-65 Jahre alt","3433","0.128037824714671","0.123060396795714","0.133015252633627"
"Anderer Abschluss","2017","66 und älter","344","0.0773369877563318","0.0699607621544135","0.0847132133582501"
"Ohne Abschluss verlassen","2017","16-34 Jahre alt","1014","0.0255288259687683","0.0223261724040081","0.0287314795335286"
"Ohne Abschluss verlassen","2017","35-65 Jahre alt","943","0.0249520047654932","0.0226284509689039","0.0272755585620825"
"Ohne Abschluss verlassen","2017","66 und älter","75","0.0173285786824352","0.0137252436529242","0.0209319137119463"
"Noch kein Abschluss","2017","16-34 Jahre alt","1076","0.0894563268168277","0.0836611596968357","0.0952514939368198"
"Noch kein Abschluss","2017","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2017","66 und älter","","","",""
"Keine Schule besucht","2017","16-34 Jahre alt","310","0.00353618692465965","0.00233085012468597","0.00474152372463333"
"Keine Schule besucht","2017","35-65 Jahre alt","275","0.000820993839671679","0.000394337098113268","0.00124765058123009"
"Keine Schule besucht","2017","66 und älter","","","",""
"Hauptschulabschluss","2018","16-34 Jahre alt","880","0.134516488659344","0.127022731322546","0.142010245996143"
"Hauptschulabschluss","2018","35-65 Jahre alt","2693","0.226747425579851","0.220284085111575","0.233210766048127"
"Hauptschulabschluss","2018","66 und älter","2259","0.484628947044244","0.470817830663331","0.498440063425157"
"Realschulabschluss","2018","16-34 Jahre alt","1392","0.243274319338275","0.233851088398125","0.252697550278425"
"Realschulabschluss","2018","35-65 Jahre alt","4740","0.324513561760968","0.317286697349968","0.331740426171968"
"Realschulabschluss","2018","66 und älter","1231","0.22451383710019","0.212982685517711","0.236044988682669"
"Fachhochschulreife","2018","16-34 Jahre alt","477","0.0894854854450791","0.0832164286960058","0.0957545421941525"
"Fachhochschulreife","2018","35-65 Jahre alt","958","0.0692991672571379","0.0653790936375104","0.0732192408767655"
"Fachhochschulreife","2018","66 und älter","209","0.0467626544966979","0.0409280126725001","0.0525972963208956"
"Abitur","2018","16-34 Jahre alt","1692","0.329025130348796","0.318705832980344","0.339344427717249"
"Abitur","2018","35-65 Jahre alt","3496","0.228631027405149","0.22214880644257","0.235113248367728"
"Abitur","2018","66 und älter","880","0.138984561759733","0.129424672780312","0.148544450739155"
"Anderer Abschluss","2018","16-34 Jahre alt","1689","0.0936397281574848","0.0872414521896737","0.100038004125296"
"Anderer Abschluss","2018","35-65 Jahre alt","3144","0.123650583582618","0.118569434936614","0.128731732228621"
"Anderer Abschluss","2018","66 und älter","359","0.0898472425140295","0.0819445766544732","0.0977499083735859"
"Ohne Abschluss verlassen","2018","16-34 Jahre alt","759","0.0244979114933873","0.0211027448317297","0.0278930781550449"
"Ohne Abschluss verlassen","2018","35-65 Jahre alt","872","0.0262973186393872","0.0238273349730584","0.0287673023057161"
"Ohne Abschluss verlassen","2018","66 und älter","80","0.0151314760970925","0.0117578738643391","0.0185050783298458"
"Noch kein Abschluss","2018","16-34 Jahre alt","879","0.0827349004470241","0.0766846371545517","0.0887851637394966"
"Noch kein Abschluss","2018","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2018","66 und älter","","","",""
"Keine Schule besucht","2018","16-34 Jahre alt","196","0.00282603611060905","0.00166014824007656","0.00399192398114154"
"Keine Schule besucht","2018","35-65 Jahre alt","215","0.000764732394830198","0.00033804109786661","0.00119142369179379"
"Keine Schule besucht","2018","66 und älter","","","",""
"Hauptschulabschluss","2019","16-34 Jahre alt","760","0.130847647037853","0.122881890429528","0.138813403646179"
"Hauptschulabschluss","2019","35-65 Jahre alt","2521","0.214922019490854","0.208666892700555","0.221177146281153"
"Hauptschulabschluss","2019","66 und älter","2165","0.472912847010702","0.459346811497426","0.486478882523977"
"Realschulabschluss","2019","16-34 Jahre alt","1285","0.251826258912417","0.241573332122187","0.262079185702647"
"Realschulabschluss","2019","35-65 Jahre alt","4917","0.321142155132203","0.314032028399013","0.328252281865393"
"Realschulabschluss","2019","66 und älter","1355","0.234839253020823","0.223321099455302","0.246357406586343"
"Fachhochschulreife","2019","16-34 Jahre alt","446","0.0914847589997119","0.084674923806559","0.0982945941928647"
"Fachhochschulreife","2019","35-65 Jahre alt","1088","0.069451672211754","0.0655804323371566","0.0733229120863513"
"Fachhochschulreife","2019","66 und älter","227","0.0448531560812612","0.0392290597046731","0.0504772524578493"
"Abitur","2019","16-34 Jahre alt","1677","0.33666284423098","0.325500359574144","0.347825328887816"
"Abitur","2019","35-65 Jahre alt","4155","0.239210822161571","0.23271458550986","0.245707058813283"
"Abitur","2019","66 und älter","1007","0.145362595057556","0.135785397189609","0.154939792925504"
"Anderer Abschluss","2019","16-34 Jahre alt","1274","0.0891854385907777","0.0824532220350937","0.0959176551464616"
"Anderer Abschluss","2019","35-65 Jahre alt","2814","0.12636363359325","0.121304039612458","0.131423227574041"
"Anderer Abschluss","2019","66 und älter","361","0.0873712202874208","0.0796984453598625","0.0950439952149791"
"Ohne Abschluss verlassen","2019","16-34 Jahre alt","570","0.0214283109514508","0.0180078360170783","0.0248487858858233"
"Ohne Abschluss verlassen","2019","35-65 Jahre alt","828","0.0279719404570724","0.0254609794937384","0.0304829014204064"
"Ohne Abschluss verlassen","2019","66 und älter","72","0.0145117729724403","0.0112623433442534","0.0177612026006271"
"Noch kein Abschluss","2019","16-34 Jahre alt","690","0.075340777154753","0.0691062715530017","0.0815752827565044"
"Noch kein Abschluss","2019","35-65 Jahre alt","","","",""
"Noch kein Abschluss","2019","66 und älter","","","",""
"Keine Schule besucht","2019","16-34 Jahre alt","183","0.00322396412205664","0.00188493502930371","0.00456299321480957"
"Keine Schule besucht","2019","35-65 Jahre alt","241","0.000930655542303917","0.000466320389843592","0.00139499069476424"
"Keine Schule besucht","2019","66 und älter","","","",""
