"hgowner","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","2020","5","Laendlicher Raum","1840","0.298622171686425","0.287415987139889","0.309828356232961"
"Untermieter","2020","1","Staedtischer Raum","","","",""
"Untermieter","2020","1","Laendlicher Raum","","","",""
"Untermieter","2020","2","Staedtischer Raum","408","0.0434827285091913","0.0384666303042258","0.0484988267141568"
"Untermieter","2020","2","Laendlicher Raum","102","0.0830760363290629","0.0722894594872839","0.0938626131708419"
"Untermieter","2020","3","Staedtischer Raum","245","0.0332411454081176","0.0290701630118717","0.0374121278043635"
"Untermieter","2020","3","Laendlicher Raum","105","0.0323459694891164","0.0261080610974019","0.0385838778808309"
"Untermieter","2020","4","Staedtischer Raum","163","0.0163763640827895","0.0132785254094446","0.0194742027561344"
"Untermieter","2020","4","Laendlicher Raum","74","0.0122750139100877","0.00870334501964323","0.0158466828005321"
"Untermieter","2020","5","Staedtischer Raum","216","0.0164662124315819","0.0143857936314528","0.0185466312317111"
"Untermieter","2020","5","Laendlicher Raum","82","0.0126080236993787","0.00987597124017383","0.0153400761585836"
"Mieter","2020","1","Staedtischer Raum","","","",""
"Mieter","2020","1","Laendlicher Raum","","","",""
"Mieter","2020","2","Staedtischer Raum","","","",""
"Mieter","2020","2","Laendlicher Raum","","","",""
"Mieter","2020","3","Staedtischer Raum","","","",""
"Mieter","2020","3","Laendlicher Raum","","","",""
"Mieter","2020","4","Staedtischer Raum","","","",""
"Mieter","2020","4","Laendlicher Raum","","","",""
"Mieter","2020","5","Staedtischer Raum","","","",""
"Mieter","2020","5","Laendlicher Raum","","","",""
