year,quintil_oecd_hh,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,4th Quintile,Rural regions,2 rooms,0.16632,67,457,0.13214,0.20050
1998,4th Quintile,Rural regions,3 rooms,0.25690,133,457,0.21679,0.29700
1998,4th Quintile,Rural regions,4 rooms,0.21476,113,457,0.17707,0.25246
1998,4th Quintile,Rural regions,5 rooms,0.18514,100,457,0.14948,0.22079
1998,4th Quintile,Rural regions,6 rooms,0.08428,44,457,0.05878,0.10978
1998,5th Quintile,Urban regions,2 rooms,0.13142,117,934,0.10974,0.15310
1998,5th Quintile,Urban regions,3 rooms,0.29588,286,934,0.26659,0.32517
1998,5th Quintile,Urban regions,4 rooms,0.22989,237,934,0.20289,0.25689
1998,5th Quintile,Urban regions,5 rooms,0.15236,151,934,0.12930,0.17542
1998,5th Quintile,Urban regions,6 rooms,0.09958,106,934,0.08037,0.11880
1998,5th Quintile,Urban regions,7 rooms,0.03835,37,934,0.02602,0.05067
1998,5th Quintile,Rural regions,3 rooms,0.17485,61,260,0.12859,0.22111
1998,5th Quintile,Rural regions,4 rooms,0.28937,92,260,0.23414,0.34460
1998,5th Quintile,Rural regions,5 rooms,0.17763,60,260,0.13108,0.22417
1998,5th Quintile,Rural regions,6 rooms,0.15116,47,260,0.10753,0.19479
1999,1st Quintile,Urban regions,1 room,0.11220,84,933,0.09193,0.13246
1999,1st Quintile,Urban regions,2 rooms,0.34127,277,933,0.31083,0.37171
1999,1st Quintile,Urban regions,3 rooms,0.32873,353,933,0.29857,0.35889
1999,1st Quintile,Urban regions,4 rooms,0.13615,165,933,0.11413,0.15817
1999,1st Quintile,Urban regions,5 rooms,0.04687,54,933,0.03330,0.06044
1999,1st Quintile,Rural regions,2 rooms,0.31427,136,470,0.27225,0.35628
1999,1st Quintile,Rural regions,3 rooms,0.30735,180,470,0.26560,0.34911
1999,1st Quintile,Rural regions,4 rooms,0.17690,107,470,0.14237,0.21144
1999,1st Quintile,Rural regions,5 rooms,0.08887,47,470,0.06312,0.11463
1999,2nd Quintile,Urban regions,1 room,0.06908,40,899,0.05250,0.08567
1999,2nd Quintile,Urban regions,2 rooms,0.27768,212,899,0.24838,0.30697
1999,2nd Quintile,Urban regions,3 rooms,0.32715,343,899,0.29646,0.35783
1999,2nd Quintile,Urban regions,4 rooms,0.18114,188,899,0.15595,0.20633
1999,2nd Quintile,Urban regions,5 rooms,0.07142,74,899,0.05457,0.08826
1999,2nd Quintile,Urban regions,6 rooms,0.04587,42,899,0.03218,0.05955
1999,2nd Quintile,Rural regions,2 rooms,0.20383,97,554,0.17026,0.23741
1999,2nd Quintile,Rural regions,3 rooms,0.34100,202,554,0.30149,0.38051
1999,2nd Quintile,Rural regions,4 rooms,0.21693,139,554,0.18258,0.25128
1999,2nd Quintile,Rural regions,5 rooms,0.10849,70,554,0.08257,0.13441
1999,2nd Quintile,Rural regions,6 rooms,0.06674,46,554,0.04594,0.08754
1999,3rd Quintile,Urban regions,2 rooms,0.24331,191,859,0.21460,0.27202
1999,3rd Quintile,Urban regions,3 rooms,0.34726,329,859,0.31540,0.37912
1999,3rd Quintile,Urban regions,4 rooms,0.18887,196,859,0.16268,0.21506
1999,3rd Quintile,Urban regions,5 rooms,0.09103,92,859,0.07178,0.11028
1999,3rd Quintile,Urban regions,6 rooms,0.05113,51,859,0.03639,0.06587
1999,3rd Quintile,Rural regions,2 rooms,0.17284,81,515,0.14016,0.20553
1999,3rd Quintile,Rural regions,3 rooms,0.28819,170,515,0.24904,0.32735
1999,3rd Quintile,Rural regions,4 rooms,0.20310,121,515,0.16832,0.23788
1999,3rd Quintile,Rural regions,5 rooms,0.15445,94,515,0.12321,0.18569
1999,3rd Quintile,Rural regions,6 rooms,0.08828,49,515,0.06376,0.11281
1999,4th Quintile,Urban regions,2 rooms,0.21416,164,884,0.18710,0.24122
1999,4th Quintile,Urban regions,3 rooms,0.32097,308,884,0.29018,0.35177
1999,4th Quintile,Urban regions,4 rooms,0.20171,216,884,0.17524,0.22818
1999,4th Quintile,Urban regions,5 rooms,0.09954,109,884,0.07980,0.11929
1999,4th Quintile,Urban regions,6 rooms,0.07894,87,884,0.06116,0.09673
1999,4th Quintile,Rural regions,2 rooms,0.15130,49,380,0.11522,0.18738
1999,4th Quintile,Rural regions,3 rooms,0.23523,103,380,0.19253,0.27793
1999,4th Quintile,Rural regions,4 rooms,0.23738,113,380,0.19455,0.28022
1999,4th Quintile,Rural regions,5 rooms,0.19511,80,380,0.15521,0.23501
1999,4th Quintile,Rural regions,6 rooms,0.07396,35,380,0.04761,0.10031
1999,5th Quintile,Urban regions,2 rooms,0.13082,107,881,0.10854,0.15310
1999,5th Quintile,Urban regions,3 rooms,0.27172,249,881,0.24233,0.30111
1999,5th Quintile,Urban regions,4 rooms,0.24378,232,881,0.21541,0.27215
1999,5th Quintile,Urban regions,5 rooms,0.13890,134,881,0.11605,0.16175
1999,5th Quintile,Urban regions,6 rooms,0.10882,113,881,0.08824,0.12939
1999,5th Quintile,Urban regions,7 rooms,0.04956,46,881,0.03522,0.06390
1999,5th Quintile,Rural regions,3 rooms,0.20210,66,238,0.15097,0.25323
1999,5th Quintile,Rural regions,4 rooms,0.26299,76,238,0.20694,0.31904
1999,5th Quintile,Rural regions,5 rooms,0.17936,62,238,0.13052,0.22821
1999,5th Quintile,Rural regions,6 rooms,0.12053,34,238,0.07908,0.16199
2000,1st Quintile,Urban regions,1 room,0.11147,136,1585,0.09597,0.12697
2000,1st Quintile,Urban regions,2 rooms,0.32120,456,1585,0.29820,0.34420
2000,1st Quintile,Urban regions,3 rooms,0.34545,600,1585,0.32203,0.36887
2000,1st Quintile,Urban regions,4 rooms,0.13785,264,1585,0.12087,0.15482
2000,1st Quintile,Urban regions,5 rooms,0.04521,89,1585,0.03498,0.05544
2000,1st Quintile,Urban regions,6 rooms,0.02081,40,1585,0.01378,0.02784
2000,1st Quintile,Rural regions,1 room,0.05345,47,901,0.03876,0.06815
2000,1st Quintile,Rural regions,2 rooms,0.31709,242,901,0.28669,0.34750
2000,1st Quintile,Rural regions,3 rooms,0.32412,314,901,0.29354,0.35469
2000,1st Quintile,Rural regions,4 rooms,0.16264,174,901,0.13853,0.18675
2000,1st Quintile,Rural regions,5 rooms,0.06889,74,901,0.05234,0.08544
2000,1st Quintile,Rural regions,6 rooms,0.04550,50,901,0.03188,0.05911
2000,2nd Quintile,Urban regions,1 room,0.04693,63,1648,0.03671,0.05714
2000,2nd Quintile,Urban regions,2 rooms,0.25205,350,1648,0.23108,0.27302
2000,2nd Quintile,Urban regions,3 rooms,0.36324,635,1648,0.34001,0.38647
2000,2nd Quintile,Urban regions,4 rooms,0.17385,319,1648,0.15554,0.19215
2000,2nd Quintile,Urban regions,5 rooms,0.08138,155,1648,0.06818,0.09459
2000,2nd Quintile,Urban regions,6 rooms,0.05164,91,1648,0.04095,0.06232
2000,2nd Quintile,Urban regions,7 rooms,0.01812,35,1648,0.01167,0.02456
2000,2nd Quintile,Rural regions,2 rooms,0.20491,169,965,0.17943,0.23039
2000,2nd Quintile,Rural regions,3 rooms,0.32873,346,965,0.29908,0.35838
2000,2nd Quintile,Rural regions,4 rooms,0.20595,225,965,0.18042,0.23148
2000,2nd Quintile,Rural regions,5 rooms,0.12516,145,965,0.10427,0.14605
2000,2nd Quintile,Rural regions,6 rooms,0.06381,80,965,0.04838,0.07924
2000,3rd Quintile,Urban regions,1 room,0.04883,54,1611,0.03830,0.05935
2000,3rd Quintile,Urban regions,2 rooms,0.23313,310,1611,0.21248,0.25378
2000,3rd Quintile,Urban regions,3 rooms,0.33022,532,1611,0.30725,0.35319
2000,3rd Quintile,Urban regions,4 rooms,0.18782,357,1611,0.16874,0.20690
2000,3rd Quintile,Urban regions,5 rooms,0.10140,200,1611,0.08666,0.11615
2000,3rd Quintile,Urban regions,6 rooms,0.05404,105,1611,0.04300,0.06509
2000,3rd Quintile,Urban regions,7 rooms,0.02386,53,1611,0.01640,0.03131
2000,3rd Quintile,Rural regions,2 rooms,0.18274,130,952,0.15818,0.20730
2000,3rd Quintile,Rural regions,3 rooms,0.27670,278,952,0.24826,0.30513
2000,3rd Quintile,Rural regions,4 rooms,0.20031,222,952,0.17488,0.22575
2000,3rd Quintile,Rural regions,5 rooms,0.15919,180,952,0.13594,0.18244
2000,3rd Quintile,Rural regions,6 rooms,0.09266,96,952,0.07424,0.11109
2000,3rd Quintile,Rural regions,7 rooms,0.03837,46,952,0.02616,0.05058
2000,4th Quintile,Urban regions,1 room,0.03016,37,1780,0.02222,0.03811
2000,4th Quintile,Urban regions,2 rooms,0.20330,282,1780,0.18460,0.22200
2000,4th Quintile,Urban regions,3 rooms,0.29887,517,1780,0.27760,0.32014
2000,4th Quintile,Urban regions,4 rooms,0.20739,414,1780,0.18855,0.22623
2000,4th Quintile,Urban regions,5 rooms,0.11623,241,1780,0.10134,0.13112
2000,4th Quintile,Urban regions,6 rooms,0.08006,173,1780,0.06745,0.09267
2000,4th Quintile,Urban regions,7 rooms,0.03831,74,1780,0.02939,0.04723
2000,4th Quintile,Urban regions,8 rooms,0.01541,42,1780,0.00968,0.02113
2000,4th Quintile,Rural regions,2 rooms,0.11927,71,746,0.09600,0.14254
2000,4th Quintile,Rural regions,3 rooms,0.26537,208,746,0.23366,0.29708
2000,4th Quintile,Rural regions,4 rooms,0.21491,177,746,0.18541,0.24441
2000,4th Quintile,Rural regions,5 rooms,0.18503,150,746,0.15714,0.21291
2000,4th Quintile,Rural regions,6 rooms,0.10451,95,746,0.08254,0.12648
2000,4th Quintile,Rural regions,7 rooms,0.05170,45,746,0.03580,0.06760
2000,5th Quintile,Urban regions,2 rooms,0.12804,194,1791,0.11257,0.14352
2000,5th Quintile,Urban regions,3 rooms,0.27032,472,1791,0.24974,0.29089
2000,5th Quintile,Urban regions,4 rooms,0.22814,427,1791,0.20870,0.24758
2000,5th Quintile,Urban regions,5 rooms,0.15928,320,1791,0.14233,0.17624
2000,5th Quintile,Urban regions,6 rooms,0.10651,215,1791,0.09222,0.12080
2000,5th Quintile,Urban regions,7 rooms,0.04974,113,1791,0.03967,0.05981
2000,5th Quintile,Urban regions,8 rooms,0.02372,50,1791,0.01667,0.03077
2000,5th Quintile,Rural regions,3 rooms,0.18086,91,488,0.14668,0.21505
2000,5th Quintile,Rural regions,4 rooms,0.25675,150,488,0.21795,0.29555
2000,5th Quintile,Rural regions,5 rooms,0.19781,126,488,0.16243,0.23319
2000,5th Quintile,Rural regions,6 rooms,0.12561,74,488,0.09618,0.15504
2000,5th Quintile,Rural regions,7 rooms,0.06744,47,488,0.04517,0.08971
2001,1st Quintile,Urban regions,1 room,0.10961,125,1414,0.09332,0.12589
2001,1st Quintile,Urban regions,2 rooms,0.31742,396,1414,0.29315,0.34169
2001,1st Quintile,Urban regions,3 rooms,0.35720,539,1414,0.33221,0.38218
2001,1st Quintile,Urban regions,4 rooms,0.13788,240,1414,0.11991,0.15586
2001,1st Quintile,Urban regions,5 rooms,0.04441,73,1414,0.03367,0.05515
2001,1st Quintile,Urban regions,6 rooms,0.02239,41,1414,0.01467,0.03010
2001,1st Quintile,Rural regions,1 room,0.04835,35,775,0.03324,0.06346
2001,1st Quintile,Rural regions,2 rooms,0.30890,208,775,0.27635,0.34145
2001,1st Quintile,Rural regions,3 rooms,0.32297,258,775,0.29003,0.35592
2001,1st Quintile,Rural regions,4 rooms,0.17968,165,775,0.15263,0.20673
2001,1st Quintile,Rural regions,5 rooms,0.07992,73,775,0.06082,0.09903
2001,1st Quintile,Rural regions,6 rooms,0.03553,36,775,0.02249,0.04858
2001,2nd Quintile,Urban regions,1 room,0.04815,50,1439,0.03708,0.05921
2001,2nd Quintile,Urban regions,2 rooms,0.24438,314,1439,0.22217,0.26659
2001,2nd Quintile,Urban regions,3 rooms,0.36286,554,1439,0.33801,0.38771
2001,2nd Quintile,Urban regions,4 rooms,0.17528,292,1439,0.15563,0.19493
2001,2nd Quintile,Urban regions,5 rooms,0.08508,144,1439,0.07066,0.09950
2001,2nd Quintile,Urban regions,6 rooms,0.05548,85,1439,0.04365,0.06732
2001,2nd Quintile,Rural regions,2 rooms,0.21387,163,923,0.18740,0.24034
2001,2nd Quintile,Rural regions,3 rooms,0.32212,314,923,0.29196,0.35229
2001,2nd Quintile,Rural regions,4 rooms,0.18981,204,923,0.16450,0.21513
2001,2nd Quintile,Rural regions,5 rooms,0.11801,129,923,0.09719,0.13884
2001,2nd Quintile,Rural regions,6 rooms,0.07287,79,923,0.05609,0.08965
2001,2nd Quintile,Rural regions,7 rooms,0.03021,34,923,0.01916,0.04126
2001,3rd Quintile,Urban regions,1 room,0.03800,42,1543,0.02846,0.04755
2001,3rd Quintile,Urban regions,2 rooms,0.21466,281,1543,0.19417,0.23515
2001,3rd Quintile,Urban regions,3 rooms,0.33815,521,1543,0.31453,0.36176
2001,3rd Quintile,Urban regions,4 rooms,0.19108,320,1543,0.17145,0.21070
2001,3rd Quintile,Urban regions,5 rooms,0.10902,193,1543,0.09347,0.12458
2001,3rd Quintile,Urban regions,6 rooms,0.05903,104,1543,0.04726,0.07079
2001,3rd Quintile,Urban regions,7 rooms,0.02511,50,1543,0.01730,0.03292
2001,3rd Quintile,Urban regions,8 rooms,0.01808,32,1543,0.01143,0.02473
2001,3rd Quintile,Rural regions,2 rooms,0.19179,115,837,0.16510,0.21848
2001,3rd Quintile,Rural regions,3 rooms,0.27989,241,837,0.24945,0.31032
2001,3rd Quintile,Rural regions,4 rooms,0.22643,203,837,0.19806,0.25480
2001,3rd Quintile,Rural regions,5 rooms,0.13939,148,837,0.11591,0.16287
2001,3rd Quintile,Rural regions,6 rooms,0.08568,89,837,0.06671,0.10465
2001,3rd Quintile,Rural regions,7 rooms,0.03054,41,837,0.01888,0.04221
2001,4th Quintile,Urban regions,2 rooms,0.20443,257,1553,0.18437,0.22450
2001,4th Quintile,Urban regions,3 rooms,0.29778,463,1553,0.27503,0.32053
2001,4th Quintile,Urban regions,4 rooms,0.19661,354,1553,0.17684,0.21639
2001,4th Quintile,Urban regions,5 rooms,0.12014,222,1553,0.10397,0.13632
2001,4th Quintile,Urban regions,6 rooms,0.08097,147,1553,0.06740,0.09454
2001,4th Quintile,Urban regions,7 rooms,0.04249,76,1553,0.03246,0.05253
2001,4th Quintile,Urban regions,8 rooms,0.01523,34,1553,0.00914,0.02133
2001,4th Quintile,Rural regions,2 rooms,0.09864,63,711,0.07670,0.12057
2001,4th Quintile,Rural regions,3 rooms,0.27302,197,711,0.24025,0.30579
2001,4th Quintile,Rural regions,4 rooms,0.23328,177,711,0.20218,0.26439
2001,4th Quintile,Rural regions,5 rooms,0.20201,155,711,0.17247,0.23154
2001,4th Quintile,Rural regions,6 rooms,0.09166,76,711,0.07043,0.11288
2001,4th Quintile,Rural regions,7 rooms,0.04685,43,711,0.03130,0.06239
2001,5th Quintile,Urban regions,2 rooms,0.13077,170,1628,0.11438,0.14715
2001,5th Quintile,Urban regions,3 rooms,0.27008,427,1628,0.24851,0.29166
2001,5th Quintile,Urban regions,4 rooms,0.23161,399,1628,0.21111,0.25211
2001,5th Quintile,Urban regions,5 rooms,0.14841,277,1628,0.13113,0.16568
2001,5th Quintile,Urban regions,6 rooms,0.11079,209,1628,0.09554,0.12605
2001,5th Quintile,Urban regions,7 rooms,0.05203,103,1628,0.04124,0.06283
2001,5th Quintile,Urban regions,8 rooms,0.02252,43,1628,0.01531,0.02973
2001,5th Quintile,Rural regions,3 rooms,0.17798,80,422,0.14144,0.21452
2001,5th Quintile,Rural regions,4 rooms,0.26005,135,422,0.21815,0.30196
2001,5th Quintile,Rural regions,5 rooms,0.18107,97,422,0.14429,0.21786
2001,5th Quintile,Rural regions,6 rooms,0.13078,67,422,0.09857,0.16299
2001,5th Quintile,Rural regions,7 rooms,0.08061,43,422,0.05460,0.10661
2002,1st Quintile,Urban regions,1 room,0.11446,122,1291,0.09709,0.13184
2002,1st Quintile,Urban regions,2 rooms,0.34123,397,1291,0.31535,0.36710
2002,1st Quintile,Urban regions,3 rooms,0.32445,464,1291,0.29890,0.35000
2002,1st Quintile,Urban regions,4 rooms,0.13028,204,1291,0.11191,0.14864
2002,1st Quintile,Urban regions,5 rooms,0.04843,71,1291,0.03671,0.06014
2002,1st Quintile,Urban regions,6 rooms,0.02253,33,1291,0.01443,0.03063
2002,1st Quintile,Rural regions,1 room,0.05975,45,724,0.04247,0.07702
2002,1st Quintile,Rural regions,2 rooms,0.29525,201,724,0.26200,0.32850
2002,1st Quintile,Rural regions,3 rooms,0.33193,272,724,0.29761,0.36626
2002,1st Quintile,Rural regions,4 rooms,0.16230,137,724,0.13542,0.18918
2002,1st Quintile,Rural regions,5 rooms,0.07706,69,724,0.05762,0.09650
2002,2nd Quintile,Urban regions,1 room,0.04849,50,1345,0.03700,0.05997
2002,2nd Quintile,Urban regions,2 rooms,0.23150,290,1345,0.20895,0.25405
2002,2nd Quintile,Urban regions,3 rooms,0.36690,510,1345,0.34113,0.39266
2002,2nd Quintile,Urban regions,4 rooms,0.18168,281,1345,0.16107,0.20230
2002,2nd Quintile,Urban regions,5 rooms,0.09751,135,1345,0.08165,0.11337
2002,2nd Quintile,Urban regions,6 rooms,0.05342,79,1345,0.04140,0.06545
2002,2nd Quintile,Rural regions,2 rooms,0.18908,136,802,0.16196,0.21619
2002,2nd Quintile,Rural regions,3 rooms,0.34561,296,802,0.31268,0.37855
2002,2nd Quintile,Rural regions,4 rooms,0.21235,191,802,0.18403,0.24068
2002,2nd Quintile,Rural regions,5 rooms,0.11633,116,802,0.09413,0.13854
2002,2nd Quintile,Rural regions,6 rooms,0.06828,63,802,0.05081,0.08574
2002,3rd Quintile,Urban regions,2 rooms,0.23145,281,1415,0.20947,0.25344
2002,3rd Quintile,Urban regions,3 rooms,0.34050,499,1415,0.31580,0.36520
2002,3rd Quintile,Urban regions,4 rooms,0.18321,294,1415,0.16305,0.20338
2002,3rd Quintile,Urban regions,5 rooms,0.10829,185,1415,0.09209,0.12448
2002,3rd Quintile,Urban regions,6 rooms,0.06974,111,1415,0.05646,0.08301
2002,3rd Quintile,Urban regions,7 rooms,0.02344,45,1415,0.01555,0.03132
2002,3rd Quintile,Rural regions,2 rooms,0.16710,102,763,0.14061,0.19359
2002,3rd Quintile,Rural regions,3 rooms,0.28282,220,763,0.25084,0.31480
2002,3rd Quintile,Rural regions,4 rooms,0.21702,186,763,0.18775,0.24629
2002,3rd Quintile,Rural regions,5 rooms,0.16218,139,763,0.13601,0.18836
2002,3rd Quintile,Rural regions,6 rooms,0.09564,83,763,0.07476,0.11652
2002,3rd Quintile,Rural regions,7 rooms,0.03226,33,763,0.01972,0.04481
2002,4th Quintile,Urban regions,2 rooms,0.18530,228,1500,0.16563,0.20497
2002,4th Quintile,Urban regions,3 rooms,0.33131,464,1500,0.30748,0.35514
2002,4th Quintile,Urban regions,4 rooms,0.21206,356,1500,0.19136,0.23275
2002,4th Quintile,Urban regions,5 rooms,0.13290,228,1500,0.11572,0.15009
2002,4th Quintile,Urban regions,6 rooms,0.07209,155,1500,0.05900,0.08518
2002,4th Quintile,Urban regions,7 rooms,0.02713,69,1500,0.01890,0.03535
2002,4th Quintile,Rural regions,2 rooms,0.11869,77,772,0.09586,0.14152
2002,4th Quintile,Rural regions,3 rooms,0.22943,181,772,0.19975,0.25911
2002,4th Quintile,Rural regions,4 rooms,0.25961,200,772,0.22866,0.29055
2002,4th Quintile,Rural regions,5 rooms,0.22025,182,772,0.19100,0.24950
2002,4th Quintile,Rural regions,6 rooms,0.07499,82,772,0.05640,0.09358
2002,4th Quintile,Rural regions,7 rooms,0.06143,50,772,0.04448,0.07838
2002,5th Quintile,Urban regions,2 rooms,0.15474,221,2489,0.14053,0.16895
2002,5th Quintile,Urban regions,3 rooms,0.23854,495,2489,0.22179,0.25529
2002,5th Quintile,Urban regions,4 rooms,0.22766,563,2489,0.21119,0.24414
2002,5th Quintile,Urban regions,5 rooms,0.16641,511,2489,0.15177,0.18104
2002,5th Quintile,Urban regions,6 rooms,0.09421,323,2489,0.08274,0.10569
2002,5th Quintile,Urban regions,7 rooms,0.05529,197,2489,0.04631,0.06427
2002,5th Quintile,Urban regions,8 rooms,0.02341,97,2489,0.01746,0.02935
2002,5th Quintile,Urban regions,9 rooms,0.01036,42,2489,0.00638,0.01434
2002,5th Quintile,Urban regions,10 or more rooms,0.01248,40,2489,0.00812,0.01685
2002,5th Quintile,Rural regions,3 rooms,0.20266,104,649,0.17171,0.23361
2002,5th Quintile,Rural regions,4 rooms,0.21150,157,649,0.18006,0.24295
2002,5th Quintile,Rural regions,5 rooms,0.23968,163,649,0.20681,0.27255
2002,5th Quintile,Rural regions,6 rooms,0.12816,111,649,0.10242,0.15389
2002,5th Quintile,Rural regions,7 rooms,0.06952,60,649,0.04994,0.08910
2002,5th Quintile,Rural regions,8 rooms,0.04816,54,649,0.03168,0.06465
2003,1st Quintile,Urban regions,1 room,0.10819,115,1309,0.09135,0.12502
2003,1st Quintile,Urban regions,2 rooms,0.32005,393,1309,0.29476,0.34533
2003,1st Quintile,Urban regions,3 rooms,0.33500,480,1309,0.30942,0.36058
2003,1st Quintile,Urban regions,4 rooms,0.14943,218,1309,0.13011,0.16875
2003,1st Quintile,Urban regions,5 rooms,0.05125,70,1309,0.03930,0.06321
2003,1st Quintile,Urban regions,6 rooms,0.02438,33,1309,0.01603,0.03274
2003,1st Quintile,Rural regions,1 room,0.06150,46,674,0.04335,0.07965
2003,1st Quintile,Rural regions,2 rooms,0.32308,204,674,0.28775,0.35841
2003,1st Quintile,Rural regions,3 rooms,0.32243,241,674,0.28711,0.35774
2003,1st Quintile,Rural regions,4 rooms,0.14732,118,674,0.12055,0.17410
2003,1st Quintile,Rural regions,5 rooms,0.08435,65,674,0.06335,0.10534
2003,2nd Quintile,Urban regions,1 room,0.04589,45,1295,0.03449,0.05730
2003,2nd Quintile,Urban regions,2 rooms,0.22792,274,1295,0.20506,0.25078
2003,2nd Quintile,Urban regions,3 rooms,0.38664,515,1295,0.36011,0.41318
2003,2nd Quintile,Urban regions,4 rooms,0.16540,255,1295,0.14515,0.18564
2003,2nd Quintile,Urban regions,5 rooms,0.09383,128,1295,0.07794,0.10971
2003,2nd Quintile,Urban regions,6 rooms,0.05695,78,1295,0.04432,0.06958
2003,2nd Quintile,Rural regions,2 rooms,0.19631,139,806,0.16888,0.22375
2003,2nd Quintile,Rural regions,3 rooms,0.31485,286,806,0.28277,0.34694
2003,2nd Quintile,Rural regions,4 rooms,0.22749,209,806,0.19853,0.25645
2003,2nd Quintile,Rural regions,5 rooms,0.12107,110,806,0.09853,0.14360
2003,2nd Quintile,Rural regions,6 rooms,0.05933,62,806,0.04301,0.07565
2003,3rd Quintile,Urban regions,1 room,0.05042,48,1408,0.03899,0.06186
2003,3rd Quintile,Urban regions,2 rooms,0.21262,270,1408,0.19124,0.23400
2003,3rd Quintile,Urban regions,3 rooms,0.33645,481,1408,0.31176,0.36114
2003,3rd Quintile,Urban regions,4 rooms,0.17565,272,1408,0.15577,0.19553
2003,3rd Quintile,Urban regions,5 rooms,0.11457,189,1408,0.09793,0.13121
2003,3rd Quintile,Urban regions,6 rooms,0.07150,109,1408,0.05804,0.08496
2003,3rd Quintile,Urban regions,7 rooms,0.01817,39,1408,0.01119,0.02515
2003,3rd Quintile,Rural regions,2 rooms,0.16679,107,742,0.13994,0.19363
2003,3rd Quintile,Rural regions,3 rooms,0.28910,225,742,0.25646,0.32175
2003,3rd Quintile,Rural regions,4 rooms,0.18475,155,742,0.15681,0.21270
2003,3rd Quintile,Rural regions,5 rooms,0.15790,139,742,0.13165,0.18416
2003,3rd Quintile,Rural regions,6 rooms,0.09224,79,742,0.07141,0.11308
2003,3rd Quintile,Rural regions,7 rooms,0.04602,37,742,0.03093,0.06110
2003,4th Quintile,Urban regions,2 rooms,0.19577,230,1476,0.17552,0.21602
2003,4th Quintile,Urban regions,3 rooms,0.31978,453,1476,0.29597,0.34358
2003,4th Quintile,Urban regions,4 rooms,0.20128,342,1476,0.18082,0.22175
2003,4th Quintile,Urban regions,5 rooms,0.13548,233,1476,0.11802,0.15295
2003,4th Quintile,Urban regions,6 rooms,0.07963,153,1476,0.06582,0.09345
2003,4th Quintile,Urban regions,7 rooms,0.02868,65,1476,0.02016,0.03719
2003,4th Quintile,Rural regions,2 rooms,0.10301,63,701,0.08049,0.12553
2003,4th Quintile,Rural regions,3 rooms,0.29479,199,701,0.26101,0.32857
2003,4th Quintile,Rural regions,4 rooms,0.25504,176,701,0.22275,0.28733
2003,4th Quintile,Rural regions,5 rooms,0.18969,148,701,0.16064,0.21873
2003,4th Quintile,Rural regions,6 rooms,0.08379,77,701,0.06326,0.10431
2003,4th Quintile,Rural regions,7 rooms,0.04178,38,701,0.02696,0.05661
2003,5th Quintile,Urban regions,2 rooms,0.14859,191,2308,0.13408,0.16311
2003,5th Quintile,Urban regions,3 rooms,0.24121,444,2308,0.22375,0.25867
2003,5th Quintile,Urban regions,4 rooms,0.22805,548,2308,0.21093,0.24518
2003,5th Quintile,Urban regions,5 rooms,0.16368,457,2308,0.14858,0.17877
2003,5th Quintile,Urban regions,6 rooms,0.09277,306,2308,0.08094,0.10461
2003,5th Quintile,Urban regions,7 rooms,0.06222,206,2308,0.05236,0.07208
2003,5th Quintile,Urban regions,8 rooms,0.02282,86,2308,0.01673,0.02891
2003,5th Quintile,Urban regions,9 rooms,0.00814,36,2308,0.00447,0.01180
2003,5th Quintile,Urban regions,10 or more rooms,0.01368,34,2308,0.00894,0.01842
2003,5th Quintile,Rural regions,2 rooms,0.06513,32,659,0.04627,0.08398
2003,5th Quintile,Rural regions,3 rooms,0.20126,109,659,0.17062,0.23189
2003,5th Quintile,Rural regions,4 rooms,0.21996,160,659,0.18831,0.25161
2003,5th Quintile,Rural regions,5 rooms,0.23328,145,659,0.20097,0.26560
2003,5th Quintile,Rural regions,6 rooms,0.11038,107,659,0.08644,0.13433
2003,5th Quintile,Rural regions,7 rooms,0.06889,61,659,0.04953,0.08824
2003,5th Quintile,Rural regions,8 rooms,0.05281,45,659,0.03572,0.06990
2004,1st Quintile,Urban regions,1 room,0.12232,121,1208,0.10383,0.14080
2004,1st Quintile,Urban regions,2 rooms,0.32655,369,1208,0.30009,0.35301
2004,1st Quintile,Urban regions,3 rooms,0.34687,478,1208,0.32002,0.37373
2004,1st Quintile,Urban regions,4 rooms,0.13173,184,1208,0.11265,0.15081
2004,1st Quintile,Urban regions,5 rooms,0.04461,56,1208,0.03296,0.05626
2004,1st Quintile,Rural regions,1 room,0.06685,47,666,0.04787,0.08584
2004,1st Quintile,Rural regions,2 rooms,0.29298,177,666,0.25839,0.32758
2004,1st Quintile,Rural regions,3 rooms,0.31138,242,666,0.27619,0.34658
2004,1st Quintile,Rural regions,4 rooms,0.17840,138,666,0.14930,0.20749
2004,1st Quintile,Rural regions,5 rooms,0.08705,62,666,0.06563,0.10848
2004,2nd Quintile,Urban regions,1 room,0.04780,45,1295,0.03618,0.05943
2004,2nd Quintile,Urban regions,2 rooms,0.23439,281,1295,0.21131,0.25747
2004,2nd Quintile,Urban regions,3 rooms,0.39403,502,1295,0.36741,0.42066
2004,2nd Quintile,Urban regions,4 rooms,0.15501,257,1295,0.13529,0.17473
2004,2nd Quintile,Urban regions,5 rooms,0.08537,137,1295,0.07014,0.10059
2004,2nd Quintile,Urban regions,6 rooms,0.04840,73,1295,0.03671,0.06010
2004,2nd Quintile,Rural regions,2 rooms,0.19980,148,744,0.17105,0.22856
2004,2nd Quintile,Rural regions,3 rooms,0.32572,248,744,0.29202,0.35942
2004,2nd Quintile,Rural regions,4 rooms,0.19178,178,744,0.16347,0.22009
