year,quintil_oecd_hh,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,1st Quintile,East,4 rooms,0.11491,79,546,0.08814,0.14169
2008,2nd Quintile,West,2 rooms,0.21617,240,1290,0.19370,0.23864
2008,2nd Quintile,West,3 rooms,0.35411,452,1290,0.32801,0.38022
2008,2nd Quintile,West,4 rooms,0.18908,290,1290,0.16770,0.21045
2008,2nd Quintile,West,5 rooms,0.10079,153,1290,0.08436,0.11723
2008,2nd Quintile,West,6 rooms,0.06797,105,1290,0.05423,0.08172
2008,2nd Quintile,West,7 rooms,0.03248,50,1290,0.02281,0.04216
2008,2nd Quintile,East,2 rooms,0.27957,138,566,0.24257,0.31658
2008,2nd Quintile,East,3 rooms,0.39108,255,566,0.35084,0.43131
2008,2nd Quintile,East,4 rooms,0.17811,119,566,0.14656,0.20965
2008,2nd Quintile,East,5 rooms,0.07063,54,566,0.04950,0.09176
2008,3rd Quintile,West,1 room,0.03800,37,1476,0.02824,0.04776
2008,3rd Quintile,West,2 rooms,0.17950,221,1476,0.15991,0.19908
2008,3rd Quintile,West,3 rooms,0.29483,430,1476,0.27156,0.31810
2008,3rd Quintile,West,4 rooms,0.19515,313,1476,0.17492,0.21537
2008,3rd Quintile,West,5 rooms,0.14317,238,1476,0.12529,0.16104
2008,3rd Quintile,West,6 rooms,0.07804,138,1476,0.06435,0.09173
2008,3rd Quintile,West,7 rooms,0.04288,68,1476,0.03254,0.05321
2008,3rd Quintile,West,8 rooms,0.01553,31,1476,0.00922,0.02184
2008,3rd Quintile,East,2 rooms,0.22835,109,646,0.19596,0.26075
2008,3rd Quintile,East,3 rooms,0.36835,244,646,0.33112,0.40558
2008,3rd Quintile,East,4 rooms,0.21530,149,646,0.18358,0.24702
2008,3rd Quintile,East,5 rooms,0.10862,95,646,0.08460,0.13263
2008,3rd Quintile,East,6 rooms,0.04775,49,646,0.03129,0.06420
2008,4th Quintile,West,2 rooms,0.15454,198,1635,0.13702,0.17207
2008,4th Quintile,West,3 rooms,0.27819,412,1635,0.25646,0.29992
2008,4th Quintile,West,4 rooms,0.21601,404,1635,0.19606,0.23597
2008,4th Quintile,West,5 rooms,0.16156,296,1635,0.14372,0.17941
2008,4th Quintile,West,6 rooms,0.09866,200,1635,0.08420,0.11311
2008,4th Quintile,West,7 rooms,0.03714,87,1635,0.02797,0.04631
2008,4th Quintile,West,8 rooms,0.02108,38,1635,0.01411,0.02804
2008,4th Quintile,East,2 rooms,0.17062,58,369,0.13218,0.20905
2008,4th Quintile,East,3 rooms,0.32041,130,369,0.27273,0.36809
2008,4th Quintile,East,4 rooms,0.27890,111,369,0.23308,0.32472
2008,4th Quintile,East,5 rooms,0.13111,70,369,0.09663,0.16560
2008,5th Quintile,West,2 rooms,0.09410,147,2325,0.08223,0.10597
2008,5th Quintile,West,3 rooms,0.20996,399,2325,0.19340,0.22652
2008,5th Quintile,West,4 rooms,0.21714,498,2325,0.20038,0.23391
2008,5th Quintile,West,5 rooms,0.20347,518,2325,0.18710,0.21984
2008,5th Quintile,West,6 rooms,0.12175,341,2325,0.10845,0.13504
2008,5th Quintile,West,7 rooms,0.06722,215,2325,0.05704,0.07740
2008,5th Quintile,West,8 rooms,0.03217,107,2325,0.02499,0.03934
2008,5th Quintile,West,9 rooms,0.01628,55,2325,0.01114,0.02143
2008,5th Quintile,West,10 or more rooms,0.01836,45,2325,0.01290,0.02382
2008,5th Quintile,East,3 rooms,0.23478,80,284,0.18539,0.28416
2008,5th Quintile,East,4 rooms,0.26556,95,284,0.21411,0.31702
2008,5th Quintile,East,5 rooms,0.20974,77,284,0.16230,0.25717
2008,5th Quintile,East,6 rooms,0.06766,32,284,0.03840,0.09693
2009,1st Quintile,West,1 room,0.08285,79,1178,0.06710,0.09859
2009,1st Quintile,West,2 rooms,0.31265,336,1178,0.28617,0.33913
2009,1st Quintile,West,3 rooms,0.33028,428,1178,0.30341,0.35715
2009,1st Quintile,West,4 rooms,0.14605,196,1178,0.12588,0.16623
2009,1st Quintile,West,5 rooms,0.07652,100,1178,0.06133,0.09171
2009,1st Quintile,West,6 rooms,0.03592,39,1178,0.02529,0.04656
2009,1st Quintile,East,1 room,0.09087,50,550,0.06683,0.11492
2009,1st Quintile,East,2 rooms,0.39469,193,550,0.35381,0.43558
2009,1st Quintile,East,3 rooms,0.34029,228,550,0.30065,0.37992
2009,1st Quintile,East,4 rooms,0.11055,79,550,0.08432,0.13678
2009,2nd Quintile,West,2 rooms,0.21837,228,1217,0.19515,0.24159
2009,2nd Quintile,West,3 rooms,0.35272,439,1217,0.32586,0.37958
2009,2nd Quintile,West,4 rooms,0.19698,273,1217,0.17462,0.21933
2009,2nd Quintile,West,5 rooms,0.11043,158,1217,0.09281,0.12804
2009,2nd Quintile,West,6 rooms,0.04975,76,1217,0.03753,0.06197
2009,2nd Quintile,West,7 rooms,0.02683,43,1217,0.01774,0.03591
2009,2nd Quintile,East,2 rooms,0.28163,151,571,0.24470,0.31855
2009,2nd Quintile,East,3 rooms,0.38469,241,571,0.34475,0.42463
2009,2nd Quintile,East,4 rooms,0.17675,123,571,0.14544,0.20807
2009,2nd Quintile,East,5 rooms,0.07571,56,571,0.05399,0.09743
2009,3rd Quintile,West,1 room,0.03189,31,1306,0.02236,0.04143
2009,3rd Quintile,West,2 rooms,0.16246,184,1306,0.14245,0.18247
2009,3rd Quintile,West,3 rooms,0.31711,397,1306,0.29186,0.34236
2009,3rd Quintile,West,4 rooms,0.18870,272,1306,0.16747,0.20993
2009,3rd Quintile,West,5 rooms,0.14847,221,1306,0.12918,0.16777
2009,3rd Quintile,West,6 rooms,0.08542,139,1306,0.07025,0.10058
2009,3rd Quintile,West,7 rooms,0.03509,62,1306,0.02511,0.04507
2009,3rd Quintile,East,2 rooms,0.18408,73,564,0.15207,0.21609
2009,3rd Quintile,East,3 rooms,0.39929,229,564,0.35884,0.43975
2009,3rd Quintile,East,4 rooms,0.22959,138,564,0.19485,0.26433
2009,3rd Quintile,East,5 rooms,0.08723,85,564,0.06392,0.11054
2009,3rd Quintile,East,6 rooms,0.04236,39,564,0.02572,0.05900
2009,4th Quintile,West,2 rooms,0.15093,188,1585,0.13330,0.16856
2009,4th Quintile,West,3 rooms,0.24971,375,1585,0.22840,0.27103
2009,4th Quintile,West,4 rooms,0.22133,381,1585,0.20089,0.24178
2009,4th Quintile,West,5 rooms,0.17935,302,1585,0.16046,0.19824
2009,4th Quintile,West,6 rooms,0.09642,207,1585,0.08188,0.11095
2009,4th Quintile,West,7 rooms,0.04216,98,1585,0.03226,0.05205
2009,4th Quintile,West,8 rooms,0.02188,34,1585,0.01468,0.02908
2009,4th Quintile,East,2 rooms,0.21911,66,393,0.17816,0.26006
2009,4th Quintile,East,3 rooms,0.28045,121,393,0.23598,0.32493
2009,4th Quintile,East,4 rooms,0.24207,105,393,0.19967,0.28447
2009,4th Quintile,East,5 rooms,0.14451,69,393,0.10970,0.17932
2009,4th Quintile,East,6 rooms,0.05327,32,393,0.03104,0.07551
2009,5th Quintile,West,2 rooms,0.09524,134,2133,0.08278,0.10770
2009,5th Quintile,West,3 rooms,0.21018,365,2133,0.19289,0.22748
2009,5th Quintile,West,4 rooms,0.20548,465,2133,0.18833,0.22263
2009,5th Quintile,West,5 rooms,0.20449,468,2133,0.18737,0.22161
2009,5th Quintile,West,6 rooms,0.11669,297,2133,0.10306,0.13032
2009,5th Quintile,West,7 rooms,0.07982,205,2133,0.06832,0.09133
2009,5th Quintile,West,8 rooms,0.03514,103,2133,0.02732,0.04296
2009,5th Quintile,West,9 rooms,0.01414,50,2133,0.00913,0.01915
2009,5th Quintile,West,10 or more rooms,0.02086,46,2133,0.01480,0.02693
2009,5th Quintile,East,3 rooms,0.18478,65,278,0.13908,0.23049
2009,5th Quintile,East,4 rooms,0.36781,104,278,0.31102,0.42459
2009,5th Quintile,East,5 rooms,0.17769,71,278,0.13267,0.22270
2009,5th Quintile,East,6 rooms,0.07434,38,278,0.04345,0.10523
2010,1st Quintile,West,1 room,0.08395,80,2252,0.07249,0.09540
2010,1st Quintile,West,2 rooms,0.30702,422,2252,0.28796,0.32607
2010,1st Quintile,West,3 rooms,0.35432,937,2252,0.33457,0.37408
2010,1st Quintile,West,4 rooms,0.14946,515,2252,0.13473,0.16419
2010,1st Quintile,West,5 rooms,0.06544,179,2252,0.05523,0.07566
2010,1st Quintile,West,6 rooms,0.02262,84,2252,0.01647,0.02876
2010,1st Quintile,West,7 rooms,0.01135,35,2252,0.00697,0.01572
2010,1st Quintile,East,1 room,0.09487,43,839,0.07503,0.11471
2010,1st Quintile,East,2 rooms,0.37395,203,839,0.34119,0.40671
2010,1st Quintile,East,3 rooms,0.35395,373,839,0.32158,0.38633
2010,1st Quintile,East,4 rooms,0.12232,180,839,0.10013,0.14450
2010,1st Quintile,East,5 rooms,0.03244,40,839,0.02045,0.04444
2010,2nd Quintile,West,2 rooms,0.21221,249,2005,0.19430,0.23011
2010,2nd Quintile,West,3 rooms,0.35266,678,2005,0.33174,0.37358
2010,2nd Quintile,West,4 rooms,0.20533,504,2005,0.18764,0.22301
2010,2nd Quintile,West,5 rooms,0.11177,279,2005,0.09798,0.12557
2010,2nd Quintile,West,6 rooms,0.05604,178,2005,0.04597,0.06611
2010,2nd Quintile,West,7 rooms,0.02024,74,2005,0.01408,0.02641
2010,2nd Quintile,West,8 rooms,0.01458,43,2005,0.00933,0.01982
2010,2nd Quintile,East,2 rooms,0.25176,137,816,0.22196,0.28156
2010,2nd Quintile,East,3 rooms,0.39196,347,816,0.35845,0.42548
2010,2nd Quintile,East,4 rooms,0.18648,206,816,0.15974,0.21322
2010,2nd Quintile,East,5 rooms,0.07759,86,816,0.05922,0.09595
2010,2nd Quintile,East,6 rooms,0.04137,40,816,0.02770,0.05504
2010,3rd Quintile,West,2 rooms,0.17064,225,1853,0.15351,0.18778
2010,3rd Quintile,West,3 rooms,0.31135,541,1853,0.29026,0.33244
2010,3rd Quintile,West,4 rooms,0.19875,405,1853,0.18058,0.21693
2010,3rd Quintile,West,5 rooms,0.15453,335,1853,0.13807,0.17100
2010,3rd Quintile,West,6 rooms,0.07959,186,1853,0.06726,0.09192
2010,3rd Quintile,West,7 rooms,0.04122,109,1853,0.03217,0.05027
2010,3rd Quintile,West,8 rooms,0.01599,52,1853,0.01028,0.02171
2010,3rd Quintile,East,2 rooms,0.20878,82,614,0.17660,0.24095
2010,3rd Quintile,East,3 rooms,0.39951,243,614,0.36074,0.43829
2010,3rd Quintile,East,4 rooms,0.19576,154,614,0.16435,0.22717
2010,3rd Quintile,East,5 rooms,0.10035,100,614,0.07656,0.12413
2010,3rd Quintile,East,6 rooms,0.03394,35,614,0.01960,0.04827
2010,4th Quintile,West,2 rooms,0.13058,162,1923,0.11551,0.14564
2010,4th Quintile,West,3 rooms,0.26887,474,1923,0.24904,0.28869
2010,4th Quintile,West,4 rooms,0.21911,476,1923,0.20062,0.23760
2010,4th Quintile,West,5 rooms,0.17283,383,1923,0.15593,0.18973
2010,4th Quintile,West,6 rooms,0.10058,248,1923,0.08714,0.11403
2010,4th Quintile,West,7 rooms,0.04045,119,1923,0.03164,0.04926
2010,4th Quintile,West,8 rooms,0.02420,61,1923,0.01733,0.03107
2010,4th Quintile,East,2 rooms,0.18206,57,444,0.14613,0.21800
2010,4th Quintile,East,3 rooms,0.26731,124,444,0.22610,0.30852
2010,4th Quintile,East,4 rooms,0.28539,129,444,0.24334,0.32745
2010,4th Quintile,East,5 rooms,0.14908,84,444,0.11591,0.18225
2010,4th Quintile,East,6 rooms,0.07401,50,444,0.04963,0.09839
2010,5th Quintile,West,2 rooms,0.09409,121,2383,0.08237,0.10582
2010,5th Quintile,West,3 rooms,0.23278,434,2383,0.21580,0.24975
2010,5th Quintile,West,4 rooms,0.20518,505,2383,0.18896,0.22140
2010,5th Quintile,West,5 rooms,0.18244,504,2383,0.16693,0.19795
2010,5th Quintile,West,6 rooms,0.13549,391,2383,0.12175,0.14924
2010,5th Quintile,West,7 rooms,0.07712,227,2383,0.06640,0.08783
2010,5th Quintile,West,8 rooms,0.03080,98,2383,0.02386,0.03774
2010,5th Quintile,West,9 rooms,0.01535,58,2383,0.01042,0.02029
2010,5th Quintile,West,10 or more rooms,0.01351,45,2383,0.00888,0.01815
2010,5th Quintile,East,3 rooms,0.27022,68,266,0.21675,0.32369
2010,5th Quintile,East,4 rooms,0.26440,84,266,0.21130,0.31750
2010,5th Quintile,East,5 rooms,0.20068,72,266,0.15246,0.24890
2010,5th Quintile,East,6 rooms,0.11709,42,266,0.07837,0.15580
2011,1st Quintile,West,1 room,0.08267,108,2562,0.07201,0.09334
2011,1st Quintile,West,2 rooms,0.32685,534,2562,0.30869,0.34502
2011,1st Quintile,West,3 rooms,0.35527,1019,2562,0.33674,0.37381
2011,1st Quintile,West,4 rooms,0.12942,533,2562,0.11642,0.14243
2011,1st Quintile,West,5 rooms,0.06204,210,2562,0.05270,0.07138
2011,1st Quintile,West,6 rooms,0.02182,108,2562,0.01617,0.02748
2011,1st Quintile,West,7 rooms,0.01494,50,2562,0.01024,0.01964
2011,1st Quintile,East,1 room,0.11963,81,1052,0.10001,0.13925
2011,1st Quintile,East,2 rooms,0.35542,241,1052,0.32649,0.38436
2011,1st Quintile,East,3 rooms,0.32863,446,1052,0.30023,0.35702
2011,1st Quintile,East,4 rooms,0.11444,221,1052,0.09520,0.13369
2011,1st Quintile,East,5 rooms,0.04873,63,1052,0.03571,0.06175
2011,2nd Quintile,West,1 room,0.03316,40,2420,0.02602,0.04029
2011,2nd Quintile,West,2 rooms,0.22211,336,2420,0.20555,0.23868
2011,2nd Quintile,West,3 rooms,0.34865,777,2420,0.32966,0.36765
2011,2nd Quintile,West,4 rooms,0.18043,548,2420,0.16511,0.19576
2011,2nd Quintile,West,5 rooms,0.11872,357,2420,0.10583,0.13161
2011,2nd Quintile,West,6 rooms,0.04759,188,2420,0.03910,0.05607
2011,2nd Quintile,West,7 rooms,0.03129,114,2420,0.02435,0.03822
2011,2nd Quintile,West,8 rooms,0.01408,60,2420,0.00938,0.01877
2011,2nd Quintile,East,2 rooms,0.25381,169,914,0.22558,0.28204
2011,2nd Quintile,East,3 rooms,0.38781,393,914,0.35620,0.41942
2011,2nd Quintile,East,4 rooms,0.19317,229,914,0.16756,0.21878
2011,2nd Quintile,East,5 rooms,0.07568,87,914,0.05852,0.09283
2011,2nd Quintile,East,6 rooms,0.03263,36,914,0.02111,0.04416
2011,3rd Quintile,West,2 rooms,0.17559,277,2397,0.16035,0.19082
2011,3rd Quintile,West,3 rooms,0.29442,666,2397,0.27617,0.31267
2011,3rd Quintile,West,4 rooms,0.20957,514,2397,0.19328,0.22587
2011,3rd Quintile,West,5 rooms,0.15271,427,2397,0.13831,0.16712
2011,3rd Quintile,West,6 rooms,0.08810,281,2397,0.07675,0.09945
2011,3rd Quintile,West,7 rooms,0.03676,148,2397,0.02922,0.04429
2011,3rd Quintile,West,8 rooms,0.01343,52,2397,0.00882,0.01804
2011,3rd Quintile,West,9 rooms,0.00632,32,2397,0.00315,0.00949
2011,3rd Quintile,East,2 rooms,0.20540,105,748,0.17643,0.23437
2011,3rd Quintile,East,3 rooms,0.38753,290,748,0.35259,0.42246
2011,3rd Quintile,East,4 rooms,0.19794,185,748,0.16937,0.22652
2011,3rd Quintile,East,5 rooms,0.10485,109,748,0.08288,0.12682
2011,3rd Quintile,East,6 rooms,0.06092,59,748,0.04377,0.07807
2011,4th Quintile,West,2 rooms,0.12618,202,2478,0.11310,0.13926
2011,4th Quintile,West,3 rooms,0.27828,593,2478,0.26063,0.29593
2011,4th Quintile,West,4 rooms,0.20429,537,2478,0.18841,0.22017
2011,4th Quintile,West,5 rooms,0.17914,500,2478,0.16404,0.19424
2011,4th Quintile,West,6 rooms,0.11219,356,2478,0.09976,0.12462
2011,4th Quintile,West,7 rooms,0.04524,167,2478,0.03706,0.05343
2011,4th Quintile,West,8 rooms,0.01927,85,2478,0.01385,0.02468
2011,4th Quintile,West,9 rooms,0.01027,38,2478,0.00630,0.01424
2011,4th Quintile,East,2 rooms,0.16585,62,497,0.13312,0.19859
2011,4th Quintile,East,3 rooms,0.34490,161,497,0.30307,0.38673
2011,4th Quintile,East,4 rooms,0.24784,129,497,0.20984,0.28584
2011,4th Quintile,East,5 rooms,0.13291,83,497,0.10304,0.16279
2011,4th Quintile,East,6 rooms,0.05937,62,497,0.03857,0.08016
2011,5th Quintile,West,2 rooms,0.09924,167,2813,0.08819,0.11029
2011,5th Quintile,West,3 rooms,0.22140,492,2813,0.20605,0.23675
2011,5th Quintile,West,4 rooms,0.20812,597,2813,0.19311,0.22312
2011,5th Quintile,West,5 rooms,0.19208,598,2813,0.17752,0.20664
2011,5th Quintile,West,6 rooms,0.12486,450,2813,0.11264,0.13708
2011,5th Quintile,West,7 rooms,0.06509,243,2813,0.05598,0.07421
2011,5th Quintile,West,8 rooms,0.04585,149,2813,0.03812,0.05358
2011,5th Quintile,West,9 rooms,0.01414,66,2813,0.00978,0.01851
2011,5th Quintile,West,10 or more rooms,0.01288,51,2813,0.00871,0.01705
2011,5th Quintile,East,3 rooms,0.21912,76,307,0.17277,0.26546
2011,5th Quintile,East,4 rooms,0.30306,108,307,0.25156,0.35455
2011,5th Quintile,East,5 rooms,0.18958,75,307,0.14566,0.23350
2011,5th Quintile,East,6 rooms,0.09985,48,307,0.06626,0.13344
2012,1st Quintile,West,1 room,0.08443,131,2521,0.07358,0.09529
2012,1st Quintile,West,2 rooms,0.33572,518,2521,0.31729,0.35416
2012,1st Quintile,West,3 rooms,0.34116,966,2521,0.32265,0.35967
2012,1st Quintile,West,4 rooms,0.12996,503,2521,0.11683,0.14309
2012,1st Quintile,West,5 rooms,0.06042,206,2521,0.05111,0.06972
2012,1st Quintile,West,6 rooms,0.02643,115,2521,0.02017,0.03270
2012,1st Quintile,West,7 rooms,0.01080,46,2521,0.00677,0.01484
2012,1st Quintile,West,8 rooms,0.00748,36,2521,0.00411,0.01084
2012,1st Quintile,East,1 room,0.12589,85,1029,0.10561,0.14617
2012,1st Quintile,East,2 rooms,0.38492,260,1029,0.35517,0.41466
2012,1st Quintile,East,3 rooms,0.34401,430,1029,0.31497,0.37305
2012,1st Quintile,East,4 rooms,0.09792,208,1029,0.07975,0.11609
2012,1st Quintile,East,5 rooms,0.03845,46,1029,0.02670,0.05021
2012,2nd Quintile,West,1 room,0.03205,46,2464,0.02509,0.03901
2012,2nd Quintile,West,2 rooms,0.20104,327,2464,0.18521,0.21686
2012,2nd Quintile,West,3 rooms,0.35679,805,2464,0.33787,0.37571
2012,2nd Quintile,West,4 rooms,0.19132,560,2464,0.17579,0.20686
2012,2nd Quintile,West,5 rooms,0.11176,345,2464,0.09932,0.12420
2012,2nd Quintile,West,6 rooms,0.05441,211,2464,0.04545,0.06337
2012,2nd Quintile,West,7 rooms,0.03555,120,2464,0.02824,0.04286
2012,2nd Quintile,West,8 rooms,0.01130,50,2464,0.00713,0.01548
2012,2nd Quintile,East,2 rooms,0.28111,151,744,0.24878,0.31343
2012,2nd Quintile,East,3 rooms,0.40002,345,744,0.36479,0.43525
2012,2nd Quintile,East,4 rooms,0.18959,189,744,0.16140,0.21777
2012,2nd Quintile,East,5 rooms,0.04372,59,744,0.02901,0.05842
2012,3rd Quintile,West,2 rooms,0.18198,290,2321,0.16628,0.19768
2012,3rd Quintile,West,3 rooms,0.29726,635,2321,0.27866,0.31585
2012,3rd Quintile,West,4 rooms,0.20666,522,2321,0.19018,0.22314
2012,3rd Quintile,West,5 rooms,0.14159,409,2321,0.12740,0.15577
2012,3rd Quintile,West,6 rooms,0.08885,272,2321,0.07727,0.10043
2012,3rd Quintile,West,7 rooms,0.03315,125,2321,0.02587,0.04044
2012,3rd Quintile,West,8 rooms,0.01363,68,2321,0.00892,0.01835
2012,3rd Quintile,East,2 rooms,0.18962,91,767,0.16185,0.21738
2012,3rd Quintile,East,3 rooms,0.41064,315,767,0.37580,0.44548
2012,3rd Quintile,East,4 rooms,0.20647,197,767,0.17780,0.23513
2012,3rd Quintile,East,5 rooms,0.08983,109,767,0.06958,0.11008
2012,3rd Quintile,East,6 rooms,0.04977,55,767,0.03437,0.06517
2012,4th Quintile,West,2 rooms,0.11680,206,2398,0.10394,0.12966
2012,4th Quintile,West,3 rooms,0.26838,565,2398,0.25064,0.28612
2012,4th Quintile,West,4 rooms,0.24454,565,2398,0.22734,0.26175
2012,4th Quintile,West,5 rooms,0.16629,464,2398,0.15138,0.18120
2012,4th Quintile,West,6 rooms,0.10322,334,2398,0.09104,0.11540
2012,4th Quintile,West,7 rooms,0.04637,163,2398,0.03795,0.05479
2012,4th Quintile,West,8 rooms,0.01890,67,2398,0.01345,0.02435
2012,4th Quintile,West,9 rooms,0.00936,34,2398,0.00551,0.01322
2012,4th Quintile,East,2 rooms,0.13759,57,548,0.10872,0.16646
2012,4th Quintile,East,3 rooms,0.30323,163,548,0.26471,0.34175
2012,4th Quintile,East,4 rooms,0.27919,154,548,0.24159,0.31678
2012,4th Quintile,East,5 rooms,0.17157,115,548,0.13998,0.20316
2012,4th Quintile,East,6 rooms,0.05756,59,548,0.03804,0.07708
2012,5th Quintile,West,2 rooms,0.09256,149,2696,0.08161,0.10350
2012,5th Quintile,West,3 rooms,0.23028,478,2696,0.21439,0.24618
2012,5th Quintile,West,4 rooms,0.18267,525,2696,0.16808,0.19725
2012,5th Quintile,West,5 rooms,0.21101,595,2696,0.19560,0.22641
2012,5th Quintile,West,6 rooms,0.12310,425,2696,0.11069,0.13550
2012,5th Quintile,West,7 rooms,0.07523,263,2696,0.06528,0.08519
2012,5th Quintile,West,8 rooms,0.04297,136,2696,0.03531,0.05063
2012,5th Quintile,West,9 rooms,0.01409,64,2696,0.00964,0.01854
2012,5th Quintile,West,10 or more rooms,0.01706,61,2696,0.01217,0.02194
2012,5th Quintile,East,2 rooms,0.12190,31,404,0.08996,0.15384
2012,5th Quintile,East,3 rooms,0.19743,77,404,0.15857,0.23630
2012,5th Quintile,East,4 rooms,0.29591,129,404,0.25135,0.34048
2012,5th Quintile,East,5 rooms,0.17978,103,404,0.14229,0.21728
2012,5th Quintile,East,6 rooms,0.13347,64,404,0.10026,0.16667
2013,1st Quintile,West,1 room,0.08797,173,3150,0.07808,0.09786
2013,1st Quintile,West,2 rooms,0.33129,653,3150,0.31485,0.34773
2013,1st Quintile,West,3 rooms,0.35497,1248,3150,0.33826,0.37168
2013,1st Quintile,West,4 rooms,0.13279,628,3150,0.12093,0.14464
2013,1st Quintile,West,5 rooms,0.04971,227,3150,0.04212,0.05730
2013,1st Quintile,West,6 rooms,0.02432,130,3150,0.01894,0.02970
2013,1st Quintile,West,7 rooms,0.01127,58,3150,0.00759,0.01496
2013,1st Quintile,West,8 rooms,0.00550,33,3150,0.00292,0.00808
2013,1st Quintile,East,1 room,0.10793,74,1036,0.08903,0.12684
2013,1st Quintile,East,2 rooms,0.37094,260,1036,0.34151,0.40037
2013,1st Quintile,East,3 rooms,0.35085,429,1036,0.32178,0.37993
2013,1st Quintile,East,4 rooms,0.11596,218,1036,0.09646,0.13547
2013,1st Quintile,East,5 rooms,0.03596,55,1036,0.02462,0.04731
2013,2nd Quintile,West,1 room,0.04170,82,2875,0.03439,0.04900
2013,2nd Quintile,West,2 rooms,0.22624,423,2875,0.21095,0.24154
2013,2nd Quintile,West,3 rooms,0.34156,988,2875,0.32422,0.35890
2013,2nd Quintile,West,4 rooms,0.18593,644,2875,0.17171,0.20015
2013,2nd Quintile,West,5 rooms,0.10697,382,2875,0.09567,0.11827
2013,2nd Quintile,West,6 rooms,0.05390,199,2875,0.04565,0.06216
2013,2nd Quintile,West,7 rooms,0.03280,110,2875,0.02629,0.03931
2013,2nd Quintile,West,8 rooms,0.00789,47,2875,0.00466,0.01113
2013,2nd Quintile,East,2 rooms,0.27858,180,866,0.24870,0.30845
2013,2nd Quintile,East,3 rooms,0.37856,364,866,0.34624,0.41089
2013,2nd Quintile,East,4 rooms,0.19037,237,866,0.16421,0.21654
2013,2nd Quintile,East,5 rooms,0.06074,85,866,0.04482,0.07665
2013,3rd Quintile,West,2 rooms,0.16000,321,2575,0.14584,0.17416
2013,3rd Quintile,West,3 rooms,0.30077,738,2575,0.28305,0.31848
2013,3rd Quintile,West,4 rooms,0.20022,569,2575,0.18476,0.21568
2013,3rd Quintile,West,5 rooms,0.16219,453,2575,0.14795,0.17643
2013,3rd Quintile,West,6 rooms,0.09773,295,2575,0.08626,0.10921
2013,3rd Quintile,West,7 rooms,0.03704,134,2575,0.02975,0.04434
2013,3rd Quintile,West,8 rooms,0.01323,65,2575,0.00882,0.01765
2013,3rd Quintile,East,2 rooms,0.17129,79,704,0.14344,0.19914
2013,3rd Quintile,East,3 rooms,0.38513,281,704,0.34916,0.42111
2013,3rd Quintile,East,4 rooms,0.23586,184,704,0.20448,0.26724
2013,3rd Quintile,East,5 rooms,0.11118,108,704,0.08794,0.13442
2013,3rd Quintile,East,6 rooms,0.03914,52,704,0.02481,0.05348
2013,4th Quintile,West,2 rooms,0.13169,240,2536,0.11853,0.14485
2013,4th Quintile,West,3 rooms,0.27119,611,2536,0.25388,0.28849
2013,4th Quintile,West,4 rooms,0.21745,589,2536,0.20139,0.23351
2013,4th Quintile,West,5 rooms,0.18399,514,2536,0.16891,0.19908
2013,4th Quintile,West,6 rooms,0.08989,319,2536,0.07876,0.10103
2013,4th Quintile,West,7 rooms,0.04885,160,2536,0.04046,0.05724
2013,4th Quintile,West,8 rooms,0.02028,72,2536,0.01479,0.02576
2013,4th Quintile,West,9 rooms,0.00643,31,2536,0.00332,0.00954
2013,4th Quintile,East,2 rooms,0.20445,71,492,0.16877,0.24012
2013,4th Quintile,East,3 rooms,0.30255,142,492,0.26191,0.34318
2013,4th Quintile,East,4 rooms,0.24631,139,492,0.20820,0.28442
2013,4th Quintile,East,5 rooms,0.12527,90,492,0.09599,0.15455
2013,4th Quintile,East,6 rooms,0.08230,50,492,0.05799,0.10661
2013,5th Quintile,West,2 rooms,0.08897,176,2879,0.07857,0.09937
2013,5th Quintile,West,3 rooms,0.22952,527,2879,0.21416,0.24489
2013,5th Quintile,West,4 rooms,0.19543,603,2879,0.18095,0.20992
2013,5th Quintile,West,5 rooms,0.20318,600,2879,0.18848,0.21788
2013,5th Quintile,West,6 rooms,0.12930,461,2879,0.11705,0.14156
2013,5th Quintile,West,7 rooms,0.06916,258,2879,0.05989,0.07843
2013,5th Quintile,West,8 rooms,0.04126,133,2879,0.03399,0.04852
2013,5th Quintile,West,9 rooms,0.01996,68,2879,0.01485,0.02507
2013,5th Quintile,West,10 or more rooms,0.01318,53,2879,0.00902,0.01735
2013,5th Quintile,East,3 rooms,0.19420,72,302,0.14951,0.23889
2013,5th Quintile,East,4 rooms,0.30185,102,302,0.24999,0.35371
2013,5th Quintile,East,5 rooms,0.19069,78,302,0.14631,0.23507
2013,5th Quintile,East,6 rooms,0.12593,50,302,0.08845,0.16341
2014,1st Quintile,West,1 room,0.10013,155,2525,0.08842,0.11184
2014,1st Quintile,West,2 rooms,0.31643,541,2525,0.29828,0.33457
2014,1st Quintile,West,3 rooms,0.32957,955,2525,0.31123,0.34790
2014,1st Quintile,West,4 rooms,0.14450,517,2525,0.13078,0.15821
2014,1st Quintile,West,5 rooms,0.06534,204,2525,0.05570,0.07498
2014,1st Quintile,West,6 rooms,0.02424,106,2525,0.01824,0.03024
2014,1st Quintile,West,7 rooms,0.01085,47,2525,0.00680,0.01489
2014,1st Quintile,East,1 room,0.10581,63,862,0.08526,0.12635
2014,1st Quintile,East,2 rooms,0.39102,239,862,0.35843,0.42362
