year,bula_h,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,North Rhine-Westphalia,Owner,4 rooms,0.23957,275,1179,0.21519,0.26394
2016,North Rhine-Westphalia,Owner,5 rooms,0.24117,301,1179,0.21674,0.26560
2016,North Rhine-Westphalia,Owner,6 rooms,0.14481,234,1179,0.12471,0.16491
2016,North Rhine-Westphalia,Owner,7 rooms,0.07320,112,1179,0.05833,0.08807
2016,North Rhine-Westphalia,Owner,8 rooms,0.04323,58,1179,0.03161,0.05484
2016,North Rhine-Westphalia,Tenant,1 room,0.07243,81,1651,0.05992,0.08493
2016,North Rhine-Westphalia,Tenant,2 rooms,0.28358,339,1651,0.26183,0.30533
2016,North Rhine-Westphalia,Tenant,3 rooms,0.40618,735,1651,0.38248,0.42988
2016,North Rhine-Westphalia,Tenant,4 rooms,0.14399,316,1651,0.12705,0.16093
2016,North Rhine-Westphalia,Tenant,5 rooms,0.05671,135,1651,0.04555,0.06787
2016,North Rhine-Westphalia,Tenant,6 rooms,0.01550,45,1651,0.00954,0.02146
2016,Hesse,Not included in this version of the questionnaire,2 rooms,0.29255,36,123,0.21183,0.37328
2016,Hesse,Not included in this version of the questionnaire,3 rooms,0.31035,56,123,0.22826,0.39245
2016,Hesse,Not included in this version of the questionnaire,4 rooms,0.10139,31,123,0.04782,0.15495
2016,Hesse,Owner,3 rooms,0.17930,56,362,0.13973,0.21887
2016,Hesse,Owner,4 rooms,0.22083,78,362,0.17804,0.26362
2016,Hesse,Owner,5 rooms,0.21984,107,362,0.17712,0.26257
2016,Hesse,Owner,6 rooms,0.15945,80,362,0.12169,0.19722
2016,Hesse,Owner,7 rooms,0.08335,41,362,0.05484,0.11187
2016,Hesse,Tenant,2 rooms,0.27514,123,502,0.23604,0.31425
2016,Hesse,Tenant,3 rooms,0.41307,223,502,0.36995,0.45618
2016,Hesse,Tenant,4 rooms,0.14290,111,502,0.11226,0.17355
2016,Hesse,Tenant,5 rooms,0.08270,45,502,0.05858,0.10682
2016,"Rhineland-Palatinate, Saarland",Not included in this version of the questionnaire,2 rooms,0.30138,46,143,0.22591,0.37685
2016,"Rhineland-Palatinate, Saarland",Not included in this version of the questionnaire,3 rooms,0.29908,66,143,0.22377,0.37438
2016,"Rhineland-Palatinate, Saarland",Not included in this version of the questionnaire,4 rooms,0.12348,31,143,0.06937,0.17759
2016,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.13539,44,385,0.10117,0.16962
2016,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.18898,81,385,0.14982,0.22814
2016,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.26062,116,385,0.21671,0.30452
2016,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.20954,99,385,0.16884,0.25025
2016,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.09176,45,385,0.06289,0.12064
2016,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.32791,100,334,0.27748,0.37833
2016,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.38491,166,334,0.33265,0.43717
2016,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.13034,68,334,0.09418,0.16650
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,1 room,0.35374,36,210,0.28892,0.41856
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,2 rooms,0.29296,45,210,0.23125,0.35466
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,3 rooms,0.19976,81,210,0.14556,0.25397
2016,Baden-Wuerttemberg,Not included in this version of the questionnaire,4 rooms,0.10988,48,210,0.06748,0.15228
2016,Baden-Wuerttemberg,Owner,3 rooms,0.17365,98,793,0.14726,0.20003
2016,Baden-Wuerttemberg,Owner,4 rooms,0.24525,179,793,0.21528,0.27521
2016,Baden-Wuerttemberg,Owner,5 rooms,0.23106,218,793,0.20171,0.26042
2016,Baden-Wuerttemberg,Owner,6 rooms,0.16305,166,793,0.13733,0.18878
2016,Baden-Wuerttemberg,Owner,7 rooms,0.07556,93,793,0.05715,0.09397
2016,Baden-Wuerttemberg,Owner,8 rooms,0.03328,39,793,0.02079,0.04577
2016,Baden-Wuerttemberg,Tenant,1 room,0.07135,34,730,0.05266,0.09004
2016,Baden-Wuerttemberg,Tenant,2 rooms,0.29169,162,730,0.25869,0.32468
2016,Baden-Wuerttemberg,Tenant,3 rooms,0.35287,306,730,0.31818,0.38756
2016,Baden-Wuerttemberg,Tenant,4 rooms,0.16354,165,730,0.13669,0.19039
2016,Baden-Wuerttemberg,Tenant,5 rooms,0.08394,63,730,0.06381,0.10407
2016,Bavaria,Not included in this version of the questionnaire,1 room,0.29922,32,211,0.23728,0.36115
2016,Bavaria,Not included in this version of the questionnaire,2 rooms,0.27382,57,211,0.21351,0.33413
2016,Bavaria,Not included in this version of the questionnaire,3 rooms,0.25958,81,211,0.20028,0.31887
2016,Bavaria,Not included in this version of the questionnaire,4 rooms,0.12793,41,211,0.08275,0.17310
2016,Bavaria,Owner,2 rooms,0.07102,46,1038,0.05538,0.08665
2016,Bavaria,Owner,3 rooms,0.21169,167,1038,0.18683,0.23656
2016,Bavaria,Owner,4 rooms,0.21362,215,1038,0.18867,0.23856
2016,Bavaria,Owner,5 rooms,0.19363,239,1038,0.16958,0.21768
2016,Bavaria,Owner,6 rooms,0.15071,215,1038,0.12893,0.17248
2016,Bavaria,Owner,7 rooms,0.08715,103,1038,0.06998,0.10432
2016,Bavaria,Owner,8 rooms,0.03303,53,1038,0.02215,0.04391
2016,Bavaria,Tenant,1 room,0.05724,57,1173,0.04394,0.07054
2016,Bavaria,Tenant,2 rooms,0.29004,267,1173,0.26406,0.31602
2016,Bavaria,Tenant,3 rooms,0.41201,486,1173,0.38383,0.44019
2016,Bavaria,Tenant,4 rooms,0.15057,223,1173,0.13009,0.17105
2016,Bavaria,Tenant,5 rooms,0.04999,94,1173,0.03751,0.06246
2016,Bavaria,Tenant,6 rooms,0.02053,46,1173,0.01241,0.02865
2016,Berlin,Owner,4 rooms,0.31483,33,33,0.15391,0.47575
2016,Berlin,Tenant,1 room,0.10498,46,475,0.07738,0.13257
2016,Berlin,Tenant,2 rooms,0.42133,157,475,0.37688,0.46578
2016,Berlin,Tenant,3 rooms,0.33911,194,475,0.29649,0.38172
2016,Berlin,Tenant,4 rooms,0.10389,78,475,0.07642,0.13136
2016,Brandenburg,Not included in this version of the questionnaire,3 rooms,0.46835,42,42,0.31561,0.62110
2016,Brandenburg,Owner,3 rooms,0.30407,63,221,0.24328,0.36486
2016,Brandenburg,Owner,4 rooms,0.27841,66,221,0.21918,0.33764
2016,Brandenburg,Owner,5 rooms,0.19567,59,221,0.14325,0.24809
2016,Brandenburg,Owner,6 rooms,0.09184,33,221,0.05368,0.13001
2016,Brandenburg,Tenant,2 rooms,0.38187,67,267,0.32348,0.44026
2016,Brandenburg,Tenant,3 rooms,0.40964,133,267,0.35055,0.46874
2016,Brandenburg,Tenant,4 rooms,0.11622,67,267,0.07771,0.15474
2016,Mecklenburg-Western Pomerania,Owner,5 rooms,0.26401,31,31,0.10627,0.42175
2016,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.40749,61,190,0.33744,0.47755
2016,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.28780,87,190,0.22325,0.35234
2016,Mecklenburg-Western Pomerania,Tenant,4 rooms,0.10990,42,190,0.06531,0.15450
2016,Saxony,Not included in this version of the questionnaire,3 rooms,0.37763,46,46,0.23598,0.51928
2016,Saxony,Owner,3 rooms,0.22659,57,263,0.17590,0.27728
2016,Saxony,Owner,4 rooms,0.32753,92,263,0.27070,0.38436
2016,Saxony,Owner,5 rooms,0.19411,66,263,0.14622,0.24201
2016,Saxony,Owner,6 rooms,0.10802,48,263,0.07043,0.14560
2016,Saxony,Tenant,2 rooms,0.30996,133,505,0.26958,0.35033
2016,Saxony,Tenant,3 rooms,0.49680,271,505,0.45315,0.54045
2016,Saxony,Tenant,4 rooms,0.09690,101,505,0.07107,0.12273
2016,Saxony-Anhalt,Not included in this version of the questionnaire,3 rooms,0.40314,31,31,0.22761,0.57868
2016,Saxony-Anhalt,Owner,3 rooms,0.22171,35,184,0.16152,0.28189
2016,Saxony-Anhalt,Owner,4 rooms,0.36172,75,184,0.29210,0.43134
2016,Saxony-Anhalt,Owner,5 rooms,0.16776,43,184,0.11363,0.22190
2016,Saxony-Anhalt,Owner,6 rooms,0.12819,31,184,0.07976,0.17663
2016,Saxony-Anhalt,Tenant,2 rooms,0.35827,74,279,0.30191,0.41464
2016,Saxony-Anhalt,Tenant,3 rooms,0.43437,146,279,0.37610,0.49263
2016,Saxony-Anhalt,Tenant,4 rooms,0.12075,59,279,0.08244,0.15905
2016,Thuringa,Not included in this version of the questionnaire,3 rooms,0.49506,32,32,0.31905,0.67106
2016,Thuringa,Owner,3 rooms,0.19136,42,213,0.13840,0.24431
2016,Thuringa,Owner,4 rooms,0.27683,69,213,0.21660,0.33706
2016,Thuringa,Owner,5 rooms,0.29018,70,213,0.22909,0.35127
2016,Thuringa,Owner,6 rooms,0.09450,32,213,0.05512,0.13388
2016,Thuringa,Tenant,2 rooms,0.40941,84,253,0.34870,0.47013
2016,Thuringa,Tenant,3 rooms,0.35626,121,253,0.29713,0.41539
2016,Thuringa,Tenant,4 rooms,0.08558,48,253,0.05104,0.12012
2017,Schleswig-Holstein,Owner,3 rooms,0.18660,34,247,0.13792,0.23529
2017,Schleswig-Holstein,Owner,4 rooms,0.23781,79,247,0.18460,0.29101
2017,Schleswig-Holstein,Owner,5 rooms,0.29847,87,247,0.24129,0.35565
2017,Schleswig-Holstein,Owner,6 rooms,0.18357,47,247,0.13519,0.23194
2017,Schleswig-Holstein,Tenant,2 rooms,0.30931,98,327,0.25914,0.35949
2017,Schleswig-Holstein,Tenant,3 rooms,0.38551,154,327,0.33267,0.43835
2017,Schleswig-Holstein,Tenant,4 rooms,0.13425,75,327,0.09724,0.17126
2017,Hamburg,Owner,5 rooms,0.25373,31,31,0.09802,0.40945
2017,Hamburg,Tenant,2 rooms,0.28496,63,220,0.22517,0.34474
2017,Hamburg,Tenant,3 rooms,0.45354,112,220,0.38761,0.51948
2017,Hamburg,Tenant,4 rooms,0.16645,45,220,0.11712,0.21578
2017,Lower Saxony,Not included in this version of the questionnaire,3 rooms,0.43431,66,97,0.33516,0.53347
2017,Lower Saxony,Not included in this version of the questionnaire,4 rooms,0.15590,31,97,0.08333,0.22847
2017,Lower Saxony,Owner,3 rooms,0.12285,73,760,0.09950,0.14621
2017,Lower Saxony,Owner,4 rooms,0.24200,162,760,0.21153,0.27247
2017,Lower Saxony,Owner,5 rooms,0.24547,205,760,0.21485,0.27609
2017,Lower Saxony,Owner,6 rooms,0.17565,167,760,0.14858,0.20272
2017,Lower Saxony,Owner,7 rooms,0.09139,109,760,0.07089,0.11189
2017,Lower Saxony,Owner,8 rooms,0.03079,44,760,0.01850,0.04308
2017,Lower Saxony,Tenant,1 room,0.03706,35,901,0.02472,0.04941
2017,Lower Saxony,Tenant,2 rooms,0.27692,180,901,0.24768,0.30615
2017,Lower Saxony,Tenant,3 rooms,0.37818,338,901,0.34650,0.40986
2017,Lower Saxony,Tenant,4 rooms,0.17797,222,901,0.15299,0.20296
2017,Lower Saxony,Tenant,5 rooms,0.08429,92,901,0.06614,0.10244
2017,Lower Saxony,Tenant,6 rooms,0.02007,34,901,0.01091,0.02924
2017,Bremen,Tenant,3 rooms,0.42026,59,59,0.29323,0.54729
2017,North Rhine-Westphalia,Not included in this version of the questionnaire,2 rooms,0.31928,78,224,0.25809,0.38047
2017,North Rhine-Westphalia,Not included in this version of the questionnaire,3 rooms,0.38708,108,224,0.32315,0.45101
2017,North Rhine-Westphalia,Not included in this version of the questionnaire,4 rooms,0.09704,38,224,0.05819,0.13589
2017,North Rhine-Westphalia,Owner,2 rooms,0.05019,44,1352,0.03854,0.06183
2017,North Rhine-Westphalia,Owner,3 rooms,0.19252,189,1352,0.17149,0.21354
2017,North Rhine-Westphalia,Owner,4 rooms,0.24293,335,1352,0.22006,0.26579
2017,North Rhine-Westphalia,Owner,5 rooms,0.24113,333,1352,0.21832,0.26394
2017,North Rhine-Westphalia,Owner,6 rooms,0.15002,260,1352,0.13098,0.16906
2017,North Rhine-Westphalia,Owner,7 rooms,0.06878,127,1352,0.05528,0.08227
2017,North Rhine-Westphalia,Owner,8 rooms,0.03424,64,1352,0.02454,0.04394
2017,North Rhine-Westphalia,Tenant,1 room,0.06503,103,2143,0.05459,0.07548
2017,North Rhine-Westphalia,Tenant,2 rooms,0.29557,467,2143,0.27625,0.31490
2017,North Rhine-Westphalia,Tenant,3 rooms,0.41266,889,2143,0.39182,0.43351
2017,North Rhine-Westphalia,Tenant,4 rooms,0.14710,440,2143,0.13210,0.16210
2017,North Rhine-Westphalia,Tenant,5 rooms,0.04696,156,2143,0.03800,0.05592
2017,North Rhine-Westphalia,Tenant,6 rooms,0.01507,53,2143,0.00991,0.02022
2017,North Rhine-Westphalia,Tenant,7 rooms,0.01348,35,2143,0.00859,0.01836
2017,Hesse,Owner,3 rooms,0.21603,65,431,0.17713,0.25493
2017,Hesse,Owner,4 rooms,0.19039,88,431,0.15328,0.22750
2017,Hesse,Owner,5 rooms,0.22729,110,431,0.18768,0.26690
2017,Hesse,Owner,6 rooms,0.13512,83,431,0.10281,0.16743
2017,Hesse,Owner,7 rooms,0.09263,45,431,0.06523,0.12004
2017,Hesse,Owner,8 rooms,0.05922,40,431,0.03691,0.08153
2017,Hesse,Tenant,1 room,0.06718,52,707,0.04871,0.08564
2017,Hesse,Tenant,2 rooms,0.30024,165,707,0.26643,0.33405
2017,Hesse,Tenant,3 rooms,0.37389,279,707,0.33820,0.40958
2017,Hesse,Tenant,4 rooms,0.14111,158,707,0.11543,0.16679
2017,Hesse,Tenant,5 rooms,0.08091,53,707,0.06080,0.10103
2017,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.14408,48,403,0.10975,0.17841
2017,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.20252,80,403,0.16323,0.24181
2017,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.23607,118,403,0.19456,0.27758
2017,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.22258,109,403,0.18192,0.26325
2017,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.09381,48,403,0.06530,0.12231
2017,"Rhineland-Palatinate, Saarland",Tenant,1 room,0.07631,33,521,0.05349,0.09913
2017,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.31479,123,521,0.27487,0.35470
2017,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.36328,216,521,0.32195,0.40462
2017,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.15741,111,521,0.12611,0.18871
2017,"Rhineland-Palatinate, Saarland",Tenant,5 rooms,0.04327,38,521,0.02579,0.06076
2017,Baden-Wuerttemberg,Owner,3 rooms,0.15991,99,859,0.13538,0.18443
2017,Baden-Wuerttemberg,Owner,4 rooms,0.25675,204,859,0.22752,0.28598
2017,Baden-Wuerttemberg,Owner,5 rooms,0.22523,233,859,0.19728,0.25318
2017,Baden-Wuerttemberg,Owner,6 rooms,0.15479,172,859,0.13059,0.17899
2017,Baden-Wuerttemberg,Owner,7 rooms,0.08380,103,859,0.06526,0.10234
2017,Baden-Wuerttemberg,Owner,8 rooms,0.04492,48,859,0.03106,0.05878
2017,Baden-Wuerttemberg,Tenant,1 room,0.07709,54,973,0.06032,0.09386
2017,Baden-Wuerttemberg,Tenant,2 rooms,0.27552,202,973,0.24743,0.30361
2017,Baden-Wuerttemberg,Tenant,3 rooms,0.39536,411,973,0.36463,0.42610
2017,Baden-Wuerttemberg,Tenant,4 rooms,0.15745,221,973,0.13455,0.18035
2017,Baden-Wuerttemberg,Tenant,5 rooms,0.06613,85,973,0.05051,0.08175
2017,Bavaria,Owner,2 rooms,0.06695,49,1163,0.05258,0.08132
2017,Bavaria,Owner,3 rooms,0.20366,173,1163,0.18050,0.22681
2017,Bavaria,Owner,4 rooms,0.20096,213,1163,0.17792,0.22401
2017,Bavaria,Owner,5 rooms,0.22228,293,1163,0.19837,0.24619
2017,Bavaria,Owner,6 rooms,0.13577,212,1163,0.11608,0.15547
2017,Bavaria,Owner,7 rooms,0.09082,124,1163,0.07430,0.10734
2017,Bavaria,Owner,8 rooms,0.03557,65,1163,0.02492,0.04622
2017,Bavaria,Owner,10 or more rooms,0.01414,34,1163,0.00735,0.02093
2017,Bavaria,Tenant,1 room,0.08112,94,1471,0.06716,0.09507
2017,Bavaria,Tenant,2 rooms,0.28425,323,1471,0.26119,0.30731
2017,Bavaria,Tenant,3 rooms,0.37202,573,1471,0.34731,0.39673
2017,Bavaria,Tenant,4 rooms,0.16635,286,1471,0.14731,0.18538
2017,Bavaria,Tenant,5 rooms,0.06197,129,1471,0.04965,0.07430
2017,Bavaria,Tenant,6 rooms,0.02593,66,1471,0.01780,0.03405
2017,Berlin,Owner,4 rooms,0.28168,31,63,0.16971,0.39365
2017,Berlin,Owner,5 rooms,0.22989,32,63,0.12515,0.33462
2017,Berlin,Tenant,1 room,0.13881,60,569,0.11038,0.16725
2017,Berlin,Tenant,2 rooms,0.40172,184,569,0.36140,0.44204
2017,Berlin,Tenant,3 rooms,0.33341,235,569,0.29464,0.37218
2017,Berlin,Tenant,4 rooms,0.09569,90,569,0.07150,0.11989
2017,Brandenburg,Owner,3 rooms,0.24676,59,239,0.19198,0.30153
2017,Brandenburg,Owner,4 rooms,0.28029,78,239,0.22323,0.33735
2017,Brandenburg,Owner,5 rooms,0.22207,63,239,0.16927,0.27488
2017,Brandenburg,Owner,6 rooms,0.10484,39,239,0.06592,0.14377
2017,Brandenburg,Tenant,2 rooms,0.35306,83,365,0.30397,0.40216
2017,Brandenburg,Tenant,3 rooms,0.43134,189,365,0.38047,0.48222
2017,Brandenburg,Tenant,4 rooms,0.11948,93,365,0.08616,0.15280
2017,Mecklenburg-Western Pomerania,Owner,4 rooms,0.24739,34,68,0.14407,0.35071
2017,Mecklenburg-Western Pomerania,Owner,5 rooms,0.24376,34,68,0.14095,0.34657
2017,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.37555,68,224,0.31199,0.43911
2017,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.31216,109,224,0.25134,0.37298
2017,Mecklenburg-Western Pomerania,Tenant,4 rooms,0.09163,47,224,0.05376,0.12949
2017,Saxony,Owner,3 rooms,0.23960,68,321,0.19283,0.28636
2017,Saxony,Owner,4 rooms,0.34209,116,321,0.29011,0.39407
2017,Saxony,Owner,5 rooms,0.17258,77,321,0.13117,0.21398
2017,Saxony,Owner,6 rooms,0.14274,60,321,0.10441,0.18107
2017,Saxony,Tenant,2 rooms,0.35329,168,656,0.31668,0.38990
2017,Saxony,Tenant,3 rooms,0.44576,317,656,0.40769,0.48382
2017,Saxony,Tenant,4 rooms,0.10404,140,656,0.08066,0.12742
2017,Saxony,Tenant,5 rooms,0.02504,31,656,0.01307,0.03700
2017,Saxony-Anhalt,Owner,3 rooms,0.20796,38,211,0.15307,0.26285
2017,Saxony-Anhalt,Owner,4 rooms,0.29407,76,211,0.23245,0.35569
2017,Saxony-Anhalt,Owner,5 rooms,0.23797,59,211,0.18038,0.29557
2017,Saxony-Anhalt,Owner,6 rooms,0.13046,38,211,0.08490,0.17601
2017,Saxony-Anhalt,Tenant,2 rooms,0.36148,89,351,0.31115,0.41181
2017,Saxony-Anhalt,Tenant,3 rooms,0.43977,179,351,0.38776,0.49177
2017,Saxony-Anhalt,Tenant,4 rooms,0.11572,83,351,0.08221,0.14924
2017,Thuringa,Owner,3 rooms,0.20708,44,239,0.15559,0.25856
2017,Thuringa,Owner,4 rooms,0.29958,79,239,0.24138,0.35777
2017,Thuringa,Owner,5 rooms,0.29801,80,239,0.23990,0.35612
2017,Thuringa,Owner,6 rooms,0.09897,36,239,0.06103,0.13691
2017,Thuringa,Tenant,1 room,0.13142,35,332,0.09503,0.16782
2017,Thuringa,Tenant,2 rooms,0.34767,84,332,0.29637,0.39898
2017,Thuringa,Tenant,3 rooms,0.38862,155,332,0.33611,0.44113
2017,Thuringa,Tenant,4 rooms,0.08836,58,332,0.05778,0.11894
2018,Schleswig-Holstein,Owner,3 rooms,0.18187,33,235,0.13245,0.23130
2018,Schleswig-Holstein,Owner,4 rooms,0.26124,80,235,0.20495,0.31753
2018,Schleswig-Holstein,Owner,5 rooms,0.30181,79,235,0.24300,0.36063
2018,Schleswig-Holstein,Owner,6 rooms,0.14739,43,235,0.10196,0.19281
2018,Schleswig-Holstein,Tenant,1 room,0.06843,32,388,0.04328,0.09359
2018,Schleswig-Holstein,Tenant,2 rooms,0.30070,88,388,0.25501,0.34639
2018,Schleswig-Holstein,Tenant,3 rooms,0.34623,146,388,0.29883,0.39363
2018,Schleswig-Holstein,Tenant,4 rooms,0.17633,88,388,0.13836,0.21430
2018,Schleswig-Holstein,Tenant,5 rooms,0.06094,34,388,0.03711,0.08478
2018,Hamburg,Tenant,2 rooms,0.32231,86,261,0.26550,0.37912
2018,Hamburg,Tenant,3 rooms,0.41313,113,261,0.35328,0.47298
2018,Hamburg,Tenant,4 rooms,0.19423,62,261,0.14615,0.24232
2018,Lower Saxony,Owner,3 rooms,0.11075,67,715,0.08773,0.13377
2018,Lower Saxony,Owner,4 rooms,0.24237,150,715,0.21094,0.27380
2018,Lower Saxony,Owner,5 rooms,0.24558,194,715,0.21401,0.27715
2018,Lower Saxony,Owner,6 rooms,0.19751,166,715,0.16831,0.22671
2018,Lower Saxony,Owner,7 rooms,0.09345,96,715,0.07210,0.11480
2018,Lower Saxony,Owner,8 rooms,0.03110,42,715,0.01837,0.04383
2018,Lower Saxony,Tenant,1 room,0.05232,39,974,0.03833,0.06631
2018,Lower Saxony,Tenant,2 rooms,0.28858,202,974,0.26011,0.31705
2018,Lower Saxony,Tenant,3 rooms,0.34807,391,974,0.31814,0.37800
2018,Lower Saxony,Tenant,4 rooms,0.18491,250,974,0.16051,0.20930
2018,Lower Saxony,Tenant,5 rooms,0.08408,92,974,0.06664,0.10152
2018,Bremen,Tenant,2 rooms,0.25493,31,85,0.16173,0.34813
2018,Bremen,Tenant,3 rooms,0.45637,54,85,0.34985,0.56289
2018,North Rhine-Westphalia,Owner,2 rooms,0.05608,47,1317,0.04365,0.06851
2018,North Rhine-Westphalia,Owner,3 rooms,0.18872,177,1317,0.16758,0.20987
2018,North Rhine-Westphalia,Owner,4 rooms,0.23530,328,1317,0.21238,0.25822
2018,North Rhine-Westphalia,Owner,5 rooms,0.24117,327,1317,0.21806,0.26429
2018,North Rhine-Westphalia,Owner,6 rooms,0.14795,235,1317,0.12877,0.16713
2018,North Rhine-Westphalia,Owner,7 rooms,0.06421,118,1317,0.05097,0.07746
2018,North Rhine-Westphalia,Owner,8 rooms,0.03239,54,1317,0.02283,0.04196
2018,North Rhine-Westphalia,Owner,9 rooms,0.01689,31,1317,0.00992,0.02385
2018,North Rhine-Westphalia,Tenant,1 room,0.07566,142,2383,0.06504,0.08628
2018,North Rhine-Westphalia,Tenant,2 rooms,0.29667,550,2383,0.27832,0.31501
2018,North Rhine-Westphalia,Tenant,3 rooms,0.38788,962,2383,0.36831,0.40744
2018,North Rhine-Westphalia,Tenant,4 rooms,0.16036,488,2383,0.14562,0.17509
2018,North Rhine-Westphalia,Tenant,5 rooms,0.04140,174,2383,0.03340,0.04940
2018,North Rhine-Westphalia,Tenant,6 rooms,0.02436,67,2383,0.01817,0.03055
2018,Hesse,Owner,3 rooms,0.20419,59,405,0.16488,0.24349
2018,Hesse,Owner,4 rooms,0.18493,88,405,0.14707,0.22279
2018,Hesse,Owner,5 rooms,0.21435,101,405,0.17434,0.25437
2018,Hesse,Owner,6 rooms,0.17035,83,405,0.13369,0.20701
2018,Hesse,Owner,7 rooms,0.05937,41,405,0.03633,0.08242
2018,Hesse,Owner,8 rooms,0.05864,33,405,0.03573,0.08155
2018,Hesse,Tenant,1 room,0.05172,53,755,0.03591,0.06752
2018,Hesse,Tenant,2 rooms,0.30401,181,755,0.27117,0.33684
2018,Hesse,Tenant,3 rooms,0.39282,306,755,0.35797,0.42768
2018,Hesse,Tenant,4 rooms,0.13091,158,755,0.10684,0.15499
2018,Hesse,Tenant,5 rooms,0.09576,57,755,0.07475,0.11676
2018,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.14460,48,386,0.10947,0.17973
2018,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.17533,79,386,0.13734,0.21331
2018,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.23152,107,386,0.18939,0.27366
2018,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.22765,103,386,0.18577,0.26954
2018,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.11756,49,386,0.08539,0.14974
2018,"Rhineland-Palatinate, Saarland",Tenant,1 room,0.05509,33,586,0.03660,0.07358
2018,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.29788,150,586,0.26082,0.33494
2018,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.38388,243,586,0.34447,0.42329
2018,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.15850,123,586,0.12890,0.18810
2018,"Rhineland-Palatinate, Saarland",Tenant,5 rooms,0.04601,37,586,0.02903,0.06299
2018,Baden-Wuerttemberg,Owner,3 rooms,0.17489,102,816,0.14881,0.20097
2018,Baden-Wuerttemberg,Owner,4 rooms,0.25667,193,816,0.22668,0.28665
2018,Baden-Wuerttemberg,Owner,5 rooms,0.21022,214,816,0.18225,0.23820
2018,Baden-Wuerttemberg,Owner,6 rooms,0.16535,165,816,0.13985,0.19086
2018,Baden-Wuerttemberg,Owner,7 rooms,0.08993,106,816,0.07029,0.10958
2018,Baden-Wuerttemberg,Owner,8 rooms,0.02891,36,816,0.01741,0.04042
2018,Baden-Wuerttemberg,Tenant,1 room,0.09005,68,966,0.07199,0.10811
2018,Baden-Wuerttemberg,Tenant,2 rooms,0.29621,227,966,0.26740,0.32502
2018,Baden-Wuerttemberg,Tenant,3 rooms,0.35419,378,966,0.32402,0.38437
2018,Baden-Wuerttemberg,Tenant,4 rooms,0.17230,207,966,0.14848,0.19613
2018,Baden-Wuerttemberg,Tenant,5 rooms,0.06720,86,966,0.05140,0.08300
2018,Bavaria,Owner,2 rooms,0.08663,58,1124,0.07018,0.10308
2018,Bavaria,Owner,3 rooms,0.18568,160,1124,0.16294,0.20843
2018,Bavaria,Owner,4 rooms,0.20653,223,1124,0.18286,0.23021
2018,Bavaria,Owner,5 rooms,0.21523,270,1124,0.19120,0.23927
2018,Bavaria,Owner,6 rooms,0.15129,207,1124,0.13034,0.17225
2018,Bavaria,Owner,7 rooms,0.08765,114,1124,0.07111,0.10419
2018,Bavaria,Owner,8 rooms,0.02934,61,1124,0.01947,0.03921
2018,Bavaria,Owner,10 or more rooms,0.01684,31,1124,0.00931,0.02436
2018,Bavaria,Tenant,1 room,0.07708,101,1470,0.06344,0.09072
2018,Bavaria,Tenant,2 rooms,0.28714,353,1470,0.26400,0.31027
2018,Bavaria,Tenant,3 rooms,0.35961,549,1470,0.33507,0.38415
2018,Bavaria,Tenant,4 rooms,0.19006,299,1470,0.16999,0.21012
2018,Bavaria,Tenant,5 rooms,0.05042,113,1470,0.03923,0.06161
2018,Bavaria,Tenant,6 rooms,0.02795,55,1470,0.01952,0.03637
2018,Berlin,Tenant,1 room,0.15121,91,646,0.12356,0.17886
2018,Berlin,Tenant,2 rooms,0.39159,208,646,0.35392,0.42926
2018,Berlin,Tenant,3 rooms,0.32754,246,646,0.29132,0.36376
2018,Berlin,Tenant,4 rooms,0.10522,101,646,0.08154,0.12889
