year,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Other Combinations,5 rooms,0.12341,48,303,0.08631,0.16050
2014,Single-person household,1 room,0.08528,337,3523,0.07606,0.09451
2014,Single-person household,2 rooms,0.36873,1299,3523,0.35280,0.38466
2014,Single-person household,3 rooms,0.30286,1080,3523,0.28769,0.31804
2014,Single-person household,4 rooms,0.12304,425,3523,0.11219,0.13389
2014,Single-person household,5 rooms,0.06405,215,3523,0.05596,0.07214
2014,Single-person household,6 rooms,0.03281,113,3523,0.02693,0.03870
2014,Single-person household,7 rooms,0.01334,54,3523,0.00955,0.01712
2014,Couple without children,2 rooms,0.10999,521,4315,0.10065,0.11933
2014,Couple without children,3 rooms,0.33637,1470,4315,0.32227,0.35047
2014,Couple without children,4 rooms,0.23308,962,4315,0.22047,0.24570
2014,Couple without children,5 rooms,0.15621,672,4315,0.14537,0.16704
2014,Couple without children,6 rooms,0.08416,389,4315,0.07588,0.09245
2014,Couple without children,7 rooms,0.04149,173,4315,0.03554,0.04744
2014,Couple without children,8 rooms,0.01952,91,4315,0.01539,0.02365
2014,Couple without children,9 rooms,0.00833,37,4315,0.00562,0.01104
2014,Single parent,2 rooms,0.11336,179,1788,0.09866,0.12806
2014,Single parent,3 rooms,0.47091,841,1788,0.44777,0.49405
2014,Single parent,4 rooms,0.21011,436,1788,0.19122,0.22900
2014,Single parent,5 rooms,0.11502,204,1788,0.10023,0.12982
2014,Single parent,6 rooms,0.04597,86,1788,0.03626,0.05568
2014,Single parent,7 rooms,0.02468,42,1788,0.01749,0.03188
2014,Couple with children,2 rooms,0.01412,92,5695,0.01105,0.01718
2014,Couple with children,3 rooms,0.21322,1230,5695,0.20258,0.22386
2014,Couple with children,4 rooms,0.25959,1498,5695,0.24820,0.27098
2014,Couple with children,5 rooms,0.22608,1198,5695,0.21522,0.23695
2014,Couple with children,6 rooms,0.13947,827,5695,0.13048,0.14847
2014,Couple with children,7 rooms,0.08207,460,5695,0.07494,0.08920
2014,Couple with children,8 rooms,0.03643,218,5695,0.03156,0.04130
2014,Couple with children,9 rooms,0.01527,94,5695,0.01208,0.01845
2014,Couple with children,10 or more rooms,0.01261,78,5695,0.00972,0.01551
2014,Other Combinations,2 rooms,0.12865,31,189,0.08079,0.17651
2014,Other Combinations,3 rooms,0.35167,93,189,0.28341,0.41992
2014,Other Combinations,4 rooms,0.25371,65,189,0.19151,0.31591
2015,Single-person household,1 room,0.08765,395,3581,0.07838,0.09691
2015,Single-person household,2 rooms,0.35865,1281,3581,0.34294,0.37437
2015,Single-person household,3 rooms,0.30596,1102,3581,0.29086,0.32105
2015,Single-person household,4 rooms,0.12467,416,3581,0.11384,0.13549
2015,Single-person household,5 rooms,0.06283,210,3581,0.05488,0.07078
2015,Single-person household,6 rooms,0.03446,119,3581,0.02849,0.04044
2015,Single-person household,7 rooms,0.01380,58,3581,0.00998,0.01762
2015,Couple without children,1 room,0.00480,41,4353,0.00275,0.00686
2015,Couple without children,2 rooms,0.10745,597,4353,0.09825,0.11665
2015,Couple without children,3 rooms,0.33918,1469,4353,0.32511,0.35325
2015,Couple without children,4 rooms,0.22737,904,4353,0.21492,0.23982
2015,Couple without children,5 rooms,0.15785,663,4353,0.14701,0.16868
2015,Couple without children,6 rooms,0.09186,396,4353,0.08328,0.10044
2015,Couple without children,7 rooms,0.04234,171,4353,0.03636,0.04833
2015,Couple without children,8 rooms,0.01660,79,4353,0.01281,0.02040
2015,Couple without children,9 rooms,0.00791,33,4353,0.00528,0.01055
2015,Single parent,2 rooms,0.11730,173,1677,0.10190,0.13271
2015,Single parent,3 rooms,0.42978,759,1677,0.40608,0.45348
2015,Single parent,4 rooms,0.22512,408,1677,0.20513,0.24512
2015,Single parent,5 rooms,0.11867,201,1677,0.10319,0.13416
2015,Single parent,6 rooms,0.05704,96,1677,0.04594,0.06815
2015,Single parent,7 rooms,0.02745,40,1677,0.01962,0.03527
2015,Couple with children,2 rooms,0.02176,175,5649,0.01795,0.02556
2015,Couple with children,3 rooms,0.21111,1318,5649,0.20047,0.22176
2015,Couple with children,4 rooms,0.24708,1403,5649,0.23583,0.25833
2015,Couple with children,5 rooms,0.23374,1149,5649,0.22270,0.24477
2015,Couple with children,6 rooms,0.14553,805,5649,0.13634,0.15473
2015,Couple with children,7 rooms,0.07659,418,5649,0.06965,0.08352
2015,Couple with children,8 rooms,0.03677,208,5649,0.03186,0.04168
2015,Couple with children,9 rooms,0.01652,103,5649,0.01319,0.01984
2015,Couple with children,10 or more rooms,0.01001,70,5649,0.00742,0.01261
2015,Multi-generational household,3 rooms,0.20044,34,34,0.06385,0.33703
2015,Other Combinations,2 rooms,0.19815,45,185,0.14055,0.25574
2015,Other Combinations,3 rooms,0.34420,85,185,0.27556,0.41285
2015,Other Combinations,4 rooms,0.20912,55,185,0.15036,0.26789
2016,Single-person household,1 room,0.09003,509,3761,0.08088,0.09918
2016,Single-person household,2 rooms,0.35610,1355,3761,0.34080,0.37141
2016,Single-person household,3 rooms,0.30549,1113,3761,0.29076,0.32021
2016,Single-person household,4 rooms,0.12223,401,3761,0.11176,0.13270
2016,Single-person household,5 rooms,0.06353,201,3761,0.05574,0.07133
2016,Single-person household,6 rooms,0.03706,123,3761,0.03103,0.04310
2016,Single-person household,7 rooms,0.01353,59,3761,0.00984,0.01722
2016,Couple without children,1 room,0.00479,34,4102,0.00267,0.00690
2016,Couple without children,2 rooms,0.10540,548,4102,0.09600,0.11480
2016,Couple without children,3 rooms,0.32944,1364,4102,0.31506,0.34383
2016,Couple without children,4 rooms,0.22765,877,4102,0.21482,0.24049
2016,Couple without children,5 rooms,0.15896,649,4102,0.14777,0.17015
2016,Couple without children,6 rooms,0.09226,378,4102,0.08341,0.10112
2016,Couple without children,7 rooms,0.04743,169,4102,0.04092,0.05393
2016,Couple without children,8 rooms,0.02211,83,4102,0.01761,0.02662
2016,Single parent,2 rooms,0.11582,208,1666,0.10045,0.13119
2016,Single parent,3 rooms,0.41206,750,1666,0.38842,0.43571
2016,Single parent,4 rooms,0.23166,395,1666,0.21139,0.25192
2016,Single parent,5 rooms,0.12900,183,1666,0.11290,0.14510
2016,Single parent,6 rooms,0.05808,91,1666,0.04685,0.06932
2016,Single parent,7 rooms,0.02605,39,1666,0.01840,0.03370
2016,Couple with children,1 room,0.00141,33,6204,0.00048,0.00235
2016,Couple with children,2 rooms,0.02187,293,6204,0.01823,0.02551
2016,Couple with children,3 rooms,0.21788,1621,6204,0.20761,0.22815
2016,Couple with children,4 rooms,0.24736,1608,6204,0.23662,0.25809
2016,Couple with children,5 rooms,0.22507,1120,6204,0.21467,0.23546
2016,Couple with children,6 rooms,0.14440,769,6204,0.13566,0.15315
2016,Couple with children,7 rooms,0.07518,402,6204,0.06861,0.08174
2016,Couple with children,8 rooms,0.04147,209,6204,0.03651,0.04643
2016,Couple with children,9 rooms,0.01319,82,6204,0.01035,0.01603
2016,Couple with children,10 or more rooms,0.01217,67,6204,0.00944,0.01490
2016,Multi-generational household,3 rooms,0.22470,37,74,0.12895,0.32045
2016,Multi-generational household,4 rooms,0.13075,37,74,0.05341,0.20808
2016,Other Combinations,2 rooms,0.14068,86,337,0.10350,0.17786
2016,Other Combinations,3 rooms,0.36463,153,337,0.31317,0.41610
2016,Other Combinations,4 rooms,0.19584,62,337,0.15341,0.23827
2016,Other Combinations,5 rooms,0.15501,36,337,0.11631,0.19371
2017,Single-person household,1 room,0.09506,606,4248,0.08624,0.10388
2017,Single-person household,2 rooms,0.34899,1538,4248,0.33466,0.36333
2017,Single-person household,3 rooms,0.30812,1243,4248,0.29424,0.32201
2017,Single-person household,4 rooms,0.11535,442,4248,0.10574,0.12496
2017,Single-person household,5 rooms,0.06822,233,4248,0.06064,0.07580
2017,Single-person household,6 rooms,0.03867,123,4248,0.03287,0.04447
2017,Single-person household,7 rooms,0.01500,63,4248,0.01134,0.01865
2017,Couple without children,1 room,0.00600,36,4655,0.00378,0.00821
2017,Couple without children,2 rooms,0.10666,602,4655,0.09779,0.11553
2017,Couple without children,3 rooms,0.31421,1506,4655,0.30088,0.32755
2017,Couple without children,4 rooms,0.23638,1028,4655,0.22417,0.24858
2017,Couple without children,5 rooms,0.16731,743,4655,0.15659,0.17803
2017,Couple without children,6 rooms,0.09337,439,4655,0.08501,0.10173
2017,Couple without children,7 rooms,0.04452,201,4655,0.03859,0.05044
2017,Couple without children,8 rooms,0.02059,100,4655,0.01651,0.02467
2017,Single parent,2 rooms,0.11153,196,1709,0.09660,0.12646
2017,Single parent,3 rooms,0.41689,769,1709,0.39350,0.44027
2017,Single parent,4 rooms,0.22478,403,1709,0.20498,0.24457
2017,Single parent,5 rooms,0.12438,200,1709,0.10873,0.14003
2017,Single parent,6 rooms,0.06106,94,1709,0.04970,0.07241
2017,Single parent,7 rooms,0.02869,47,1709,0.02078,0.03661
2017,Couple with children,2 rooms,0.02240,314,6812,0.01888,0.02591
2017,Couple with children,3 rooms,0.22218,1731,6812,0.21231,0.23205
2017,Couple with children,4 rooms,0.24944,1830,6812,0.23917,0.25972
2017,Couple with children,5 rooms,0.22949,1275,6812,0.21950,0.23947
2017,Couple with children,6 rooms,0.14048,846,6812,0.13223,0.14874
2017,Couple with children,7 rooms,0.07299,434,6812,0.06681,0.07917
2017,Couple with children,8 rooms,0.03617,217,6812,0.03174,0.04061
2017,Couple with children,9 rooms,0.01057,89,6812,0.00814,0.01300
2017,Couple with children,10 or more rooms,0.01459,76,6812,0.01175,0.01744
2017,Multi-generational household,3 rooms,0.13106,45,119,0.07017,0.19195
2017,Multi-generational household,4 rooms,0.16566,42,119,0.09858,0.23274
2017,Multi-generational household,5 rooms,0.24125,32,119,0.16405,0.31844
2017,Other Combinations,2 rooms,0.11041,91,462,0.08180,0.13901
2017,Other Combinations,3 rooms,0.33140,189,462,0.28843,0.37437
2017,Other Combinations,4 rooms,0.20806,92,462,0.17101,0.24512
2017,Other Combinations,5 rooms,0.14460,49,462,0.11249,0.17670
2017,Other Combinations,6 rooms,0.09948,41,462,0.07216,0.12680
2018,Single-person household,1 room,0.09751,644,4417,0.08876,0.10626
2018,Single-person household,2 rooms,0.35668,1673,4417,0.34255,0.37081
2018,Single-person household,3 rooms,0.30182,1242,4417,0.28828,0.31536
2018,Single-person household,4 rooms,0.10807,431,4417,0.09891,0.11723
2018,Single-person household,5 rooms,0.06498,237,4417,0.05771,0.07225
2018,Single-person household,6 rooms,0.04195,122,4417,0.03604,0.04787
2018,Single-person household,7 rooms,0.01849,68,4417,0.01452,0.02247
2018,Couple without children,1 room,0.00513,34,4616,0.00307,0.00719
2018,Couple without children,2 rooms,0.10393,600,4616,0.09513,0.11274
2018,Couple without children,3 rooms,0.30456,1475,4616,0.29128,0.31784
2018,Couple without children,4 rooms,0.25370,1067,4616,0.24115,0.26626
2018,Couple without children,5 rooms,0.15994,687,4616,0.14936,0.17051
2018,Couple without children,6 rooms,0.09844,430,4616,0.08985,0.10704
2018,Couple without children,7 rooms,0.04492,202,4616,0.03895,0.05090
2018,Couple without children,8 rooms,0.01724,84,4616,0.01348,0.02099
2018,Couple without children,9 rooms,0.00703,37,4616,0.00462,0.00944
2018,Single parent,2 rooms,0.12131,220,1689,0.10573,0.13688
2018,Single parent,3 rooms,0.40991,763,1689,0.38645,0.43337
2018,Single parent,4 rooms,0.24610,397,1689,0.22555,0.26664
2018,Single parent,5 rooms,0.11902,184,1689,0.10358,0.13447
2018,Single parent,6 rooms,0.05264,88,1689,0.04199,0.06329
2018,Single parent,7 rooms,0.02220,37,1689,0.01517,0.02923
2018,Couple with children,1 room,0.00185,41,6465,0.00080,0.00290
2018,Couple with children,2 rooms,0.02234,268,6465,0.01874,0.02595
2018,Couple with children,3 rooms,0.20317,1630,6465,0.19337,0.21298
2018,Couple with children,4 rooms,0.25430,1762,6465,0.24368,0.26491
2018,Couple with children,5 rooms,0.23682,1219,6465,0.22646,0.24718
2018,Couple with children,6 rooms,0.14276,774,6465,0.13423,0.15129
2018,Couple with children,7 rooms,0.07172,396,6465,0.06543,0.07801
2018,Couple with children,8 rooms,0.03443,203,6465,0.02999,0.03888
2018,Couple with children,9 rooms,0.01695,91,6465,0.01380,0.02010
2018,Couple with children,10 or more rooms,0.01566,81,6465,0.01264,0.01869
2018,Multi-generational household,3 rooms,0.18580,35,109,0.11244,0.25915
2018,Multi-generational household,4 rooms,0.20488,40,109,0.12876,0.28100
2018,Multi-generational household,5 rooms,0.29840,34,109,0.21210,0.38469
2018,Other Combinations,2 rooms,0.09185,70,364,0.06214,0.12157
2018,Other Combinations,3 rooms,0.36630,142,364,0.31673,0.41586
2018,Other Combinations,4 rooms,0.19758,81,364,0.15662,0.23854
2018,Other Combinations,5 rooms,0.08598,36,364,0.05714,0.11482
2018,Other Combinations,6 rooms,0.14350,35,364,0.10743,0.17956
2019,Single-person household,1 room,0.08471,592,4565,0.07663,0.09279
2019,Single-person household,2 rooms,0.35756,1640,4565,0.34366,0.37147
2019,Single-person household,3 rooms,0.30693,1323,4565,0.29355,0.32031
2019,Single-person household,4 rooms,0.11043,469,4565,0.10133,0.11952
2019,Single-person household,5 rooms,0.06720,280,4565,0.05993,0.07446
2019,Single-person household,6 rooms,0.04271,152,4565,0.03685,0.04858
2019,Single-person household,7 rooms,0.01755,74,4565,0.01374,0.02136
2019,Single-person household,8 rooms,0.00809,35,4565,0.00549,0.01068
2019,Couple without children,1 room,0.00707,38,5171,0.00478,0.00935
2019,Couple without children,2 rooms,0.10206,595,5171,0.09381,0.11031
2019,Couple without children,3 rooms,0.30288,1482,5171,0.29036,0.31541
2019,Couple without children,4 rooms,0.24294,1147,5171,0.23125,0.25463
2019,Couple without children,5 rooms,0.17067,873,5171,0.16042,0.18093
2019,Couple without children,6 rooms,0.09345,511,5171,0.08551,0.10138
2019,Couple without children,7 rooms,0.04913,277,5171,0.04324,0.05502
2019,Couple without children,8 rooms,0.01987,147,5171,0.01607,0.02368
2019,Couple without children,9 rooms,0.00634,49,5171,0.00418,0.00851
2019,Couple without children,10 or more rooms,0.00559,52,5171,0.00356,0.00762
2019,Single parent,2 rooms,0.12567,185,1567,0.10925,0.14209
2019,Single parent,3 rooms,0.42201,698,1567,0.39754,0.44647
2019,Single parent,4 rooms,0.21549,366,1567,0.19513,0.23586
2019,Single parent,5 rooms,0.12102,183,1567,0.10487,0.13718
2019,Single parent,6 rooms,0.06104,93,1567,0.04919,0.07290
2019,Single parent,7 rooms,0.03052,42,1567,0.02200,0.03904
2019,Couple with children,2 rooms,0.02639,244,6507,0.02249,0.03028
2019,Couple with children,3 rooms,0.19793,1432,6507,0.18825,0.20761
2019,Couple with children,4 rooms,0.25596,1722,6507,0.24535,0.26656
2019,Couple with children,5 rooms,0.23485,1248,6507,0.22455,0.24515
2019,Couple with children,6 rooms,0.14215,879,6507,0.13367,0.15064
2019,Couple with children,7 rooms,0.07325,471,6507,0.06692,0.07959
2019,Couple with children,8 rooms,0.03648,243,6507,0.03192,0.04104
2019,Couple with children,9 rooms,0.01836,128,6507,0.01510,0.02163
2019,Couple with children,10 or more rooms,0.01243,140,6507,0.00974,0.01513
2019,Multi-generational household,3 rooms,0.16450,31,66,0.07437,0.25462
2019,Multi-generational household,4 rooms,0.19989,35,66,0.10267,0.29712
2019,Other Combinations,2 rooms,0.09354,56,298,0.06042,0.12666
2019,Other Combinations,3 rooms,0.30003,132,298,0.24791,0.35215
2019,Other Combinations,4 rooms,0.24830,75,298,0.19916,0.29743
2019,Other Combinations,5 rooms,0.11641,35,298,0.07993,0.15289
2020,Single-person household,1 room,0.08333,932,5326,0.07591,0.09076
2020,Single-person household,2 rooms,0.36334,1945,5326,0.35042,0.37625
2020,Single-person household,3 rooms,0.29851,1422,5326,0.28621,0.31080
2020,Single-person household,4 rooms,0.11321,496,5326,0.10470,0.12172
2020,Single-person household,5 rooms,0.06549,266,5326,0.05885,0.07214
2020,Single-person household,6 rooms,0.04638,160,5326,0.04073,0.05203
2020,Single-person household,7 rooms,0.01672,69,5326,0.01328,0.02017
2020,Single-person household,8 rooms,0.00751,36,5326,0.00519,0.00983
2020,Couple without children,1 room,0.00497,90,5182,0.00306,0.00689
2020,Couple without children,2 rooms,0.10203,794,5182,0.09379,0.11027
2020,Couple without children,3 rooms,0.29570,1518,5182,0.28327,0.30813
2020,Couple without children,4 rooms,0.24422,1048,5182,0.23252,0.25592
2020,Couple without children,5 rooms,0.16673,800,5182,0.15658,0.17688
2020,Couple without children,6 rooms,0.10550,486,5182,0.09713,0.11386
2020,Couple without children,7 rooms,0.04441,231,5182,0.03880,0.05002
2020,Couple without children,8 rooms,0.02336,122,5182,0.01925,0.02747
2020,Couple without children,9 rooms,0.00581,45,5182,0.00374,0.00788
2020,Couple without children,10 or more rooms,0.00727,48,5182,0.00496,0.00959
2020,Single parent,2 rooms,0.09819,212,1544,0.08334,0.11304
2020,Single parent,3 rooms,0.41853,687,1544,0.39391,0.44314
2020,Single parent,4 rooms,0.22281,348,1544,0.20205,0.24357
2020,Single parent,5 rooms,0.14100,167,1544,0.12364,0.15837
2020,Single parent,6 rooms,0.05810,89,1544,0.04643,0.06977
2020,Single parent,7 rooms,0.02449,41,1544,0.01678,0.03220
2020,Couple with children,2 rooms,0.02184,361,6541,0.01829,0.02538
2020,Couple with children,3 rooms,0.18454,1753,6541,0.17514,0.19394
2020,Couple with children,4 rooms,0.25037,1686,6541,0.23987,0.26087
2020,Couple with children,5 rooms,0.22547,1073,6541,0.21534,0.23559
2020,Couple with children,6 rooms,0.15717,781,6541,0.14835,0.16599
2020,Couple with children,7 rooms,0.08299,417,6541,0.07630,0.08968
2020,Couple with children,8 rooms,0.04144,258,6541,0.03661,0.04627
2020,Couple with children,9 rooms,0.02108,106,6541,0.01760,0.02456
2020,Couple with children,10 or more rooms,0.01366,106,6541,0.01085,0.01647
2020,Multi-generational household,3 rooms,0.17724,34,102,0.10276,0.25171
2020,Multi-generational household,4 rooms,0.21316,36,102,0.13329,0.29303
2020,Multi-generational household,5 rooms,0.28743,32,102,0.19917,0.37570
2020,Other Combinations,2 rooms,0.08299,85,407,0.05616,0.10983
2020,Other Combinations,3 rooms,0.28188,174,407,0.23812,0.32565
2020,Other Combinations,4 rooms,0.24390,111,407,0.20213,0.28567
2020,Other Combinations,5 rooms,0.10343,37,407,0.07381,0.13305
2021,Single-person household,1 room,0.07981,502,3517,0.07086,0.08877
2021,Single-person household,2 rooms,0.34157,1189,3517,0.32589,0.35724
2021,Single-person household,3 rooms,0.32218,1030,3517,0.30673,0.33763
2021,Single-person household,4 rooms,0.11188,379,3517,0.10146,0.12230
2021,Single-person household,5 rooms,0.07214,216,3517,0.06359,0.08069
2021,Single-person household,6 rooms,0.03967,116,3517,0.03322,0.04612
2021,Single-person household,7 rooms,0.01724,54,3517,0.01293,0.02154
2021,Single-person household,8 rooms,0.00912,31,3517,0.00598,0.01226
2021,Couple without children,1 room,0.01016,47,3484,0.00683,0.01349
2021,Couple without children,2 rooms,0.11168,470,3484,0.10122,0.12214
2021,Couple without children,3 rooms,0.29424,993,3484,0.27910,0.30937
2021,Couple without children,4 rooms,0.23080,733,3484,0.21681,0.24480
2021,Couple without children,5 rooms,0.16321,555,3484,0.15093,0.17548
2021,Couple without children,6 rooms,0.10908,351,3484,0.09872,0.11943
2021,Couple without children,7 rooms,0.04479,171,3484,0.03792,0.05166
2021,Couple without children,8 rooms,0.02290,96,3484,0.01794,0.02787
2021,Couple without children,9 rooms,0.00702,37,3484,0.00424,0.00979
2021,Couple without children,10 or more rooms,0.00614,31,3484,0.00354,0.00873
2021,Single parent,2 rooms,0.08975,106,982,0.07186,0.10764
2021,Single parent,3 rooms,0.37145,421,982,0.34122,0.40169
2021,Single parent,4 rooms,0.26881,249,982,0.24107,0.29656
2021,Single parent,5 rooms,0.14873,115,982,0.12646,0.17100
2021,Single parent,6 rooms,0.04721,54,982,0.03394,0.06048
2021,Single parent,7 rooms,0.03151,37,982,0.02058,0.04244
2021,Couple with children,2 rooms,0.02750,187,4004,0.02243,0.03256
2021,Couple with children,3 rooms,0.18040,933,4004,0.16849,0.19231
2021,Couple with children,4 rooms,0.23321,1012,4004,0.22011,0.24631
2021,Couple with children,5 rooms,0.23837,714,4004,0.22517,0.25157
2021,Couple with children,6 rooms,0.16422,560,4004,0.15274,0.17570
2021,Couple with children,7 rooms,0.07828,282,4004,0.06995,0.08660
2021,Couple with children,8 rooms,0.04342,168,4004,0.03711,0.04973
2021,Couple with children,9 rooms,0.02145,76,4004,0.01696,0.02593
2021,Couple with children,10 or more rooms,0.01152,72,4004,0.00821,0.01482
2021,Other Combinations,2 rooms,0.15299,65,311,0.11292,0.19307
2021,Other Combinations,3 rooms,0.20904,93,311,0.16377,0.25430
2021,Other Combinations,4 rooms,0.32288,84,311,0.27083,0.37493
2021,Other Combinations,5 rooms,0.06837,38,311,0.04027,0.09646
2021,Other Combinations,6 rooms,0.08735,31,311,0.05592,0.11879
2022,No answer / don't know,2 rooms,0.07717,61,400,0.05098,0.10335
2022,No answer / don't know,3 rooms,0.32798,141,400,0.28192,0.37405
2022,No answer / don't know,4 rooms,0.26237,85,400,0.21920,0.30554
2022,No answer / don't know,5 rooms,0.13664,68,400,0.10294,0.17035
2022,No answer / don't know,6 rooms,0.07206,45,400,0.04668,0.09743
2022,Single-person household,1 room,0.08815,1061,5801,0.08086,0.09545
2022,Single-person household,2 rooms,0.32472,2043,5801,0.31267,0.33677
2022,Single-person household,3 rooms,0.31957,1541,5801,0.30757,0.33157
2022,Single-person household,4 rooms,0.11754,564,5801,0.10925,0.12583
2022,Single-person household,5 rooms,0.07247,292,5801,0.06580,0.07914
2022,Single-person household,6 rooms,0.04889,184,5801,0.04334,0.05444
2022,Single-person household,7 rooms,0.01421,74,5801,0.01116,0.01726
2022,Single-person household,8 rooms,0.00786,42,5801,0.00559,0.01014
2022,Couple without children,1 room,0.00576,93,5788,0.00381,0.00771
2022,Couple without children,2 rooms,0.09971,968,5788,0.09199,0.10743
2022,Couple without children,3 rooms,0.30487,1808,5788,0.29301,0.31673
2022,Couple without children,4 rooms,0.24184,1173,5788,0.23081,0.25287
2022,Couple without children,5 rooms,0.17365,846,5788,0.16389,0.18341
2022,Couple without children,6 rooms,0.09405,467,5788,0.08653,0.10157
2022,Couple without children,7 rooms,0.04900,244,5788,0.04344,0.05456
2022,Couple without children,8 rooms,0.01997,112,5788,0.01636,0.02357
2022,Couple without children,9 rooms,0.00666,41,5788,0.00457,0.00876
2022,Couple without children,10 or more rooms,0.00449,36,5788,0.00277,0.00622
2022,Single parent,2 rooms,0.10240,131,1191,0.08518,0.11963
2022,Single parent,3 rooms,0.37640,500,1191,0.34887,0.40393
2022,Single parent,4 rooms,0.26137,314,1191,0.23641,0.28634
2022,Single parent,5 rooms,0.13560,149,1191,0.11615,0.15506
2022,Single parent,6 rooms,0.05983,64,1191,0.04635,0.07330
2022,Single parent,7 rooms,0.03816,33,1191,0.02727,0.04904
2022,Couple with children,2 rooms,0.02373,221,5830,0.01982,0.02764
2022,Couple with children,3 rooms,0.19574,1285,5830,0.18555,0.20592
2022,Couple with children,4 rooms,0.26548,1516,5830,0.25414,0.27681
2022,Couple with children,5 rooms,0.22359,1144,5830,0.21289,0.23428
2022,Couple with children,6 rooms,0.14126,761,5830,0.13232,0.15021
2022,Couple with children,7 rooms,0.07593,437,5830,0.06913,0.08273
2022,Couple with children,8 rooms,0.04217,256,5830,0.03701,0.04733
2022,Couple with children,9 rooms,0.01793,110,5830,0.01452,0.02133
2022,Couple with children,10 or more rooms,0.01345,100,5830,0.01049,0.01641
2022,Other Combinations,2 rooms,0.10231,136,1176,0.08498,0.11964
2022,Other Combinations,3 rooms,0.21404,282,1176,0.19059,0.23750
2022,Other Combinations,4 rooms,0.23081,248,1176,0.20671,0.25490
2022,Other Combinations,5 rooms,0.11034,143,1176,0.09242,0.12825
2022,Other Combinations,6 rooms,0.08953,119,1176,0.07320,0.10585
2022,Other Combinations,7 rooms,0.11718,106,1176,0.09879,0.13557
2022,Other Combinations,8 rooms,0.04975,58,1176,0.03732,0.06218
2022,Other Combinations,9 rooms,0.03389,38,1176,0.02355,0.04424
2022,Other Combinations,10 or more rooms,0.04212,46,1176,0.03063,0.05361
