,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2303,2303,2016,Couple with children,2nd Quintile,7 rooms,0.04351,59,15213,0.02921,0.06075
2304,2304,2016,Couple with children,2nd Quintile,8 rooms,0.01662,35,15213,0.01092,0.02468
2305,2305,2016,Couple with children,3rd Quintile,3 rooms,0.20673,193,15213,0.16458,0.24181
2306,2306,2016,Couple with children,3rd Quintile,4 rooms,0.28233,275,15213,0.23764,0.32842
2307,2307,2016,Couple with children,3rd Quintile,5 rooms,0.24188,222,15213,0.20952,0.28066
2308,2308,2016,Couple with children,3rd Quintile,6 rooms,0.15645,170,15213,0.12483,0.19719
2309,2309,2016,Couple with children,3rd Quintile,7 rooms,0.07875,91,15213,0.05417,0.10852
2310,2310,2016,Couple with children,3rd Quintile,8 rooms,0.03385,42,15213,0.02464,0.04757
2311,2311,2016,Couple with children,4th Quintile,3 rooms,0.1913,135,15213,0.15956,0.2377
2312,2312,2016,Couple with children,4th Quintile,4 rooms,0.19478,206,15213,0.16709,0.22503
2313,2313,2016,Couple with children,4th Quintile,5 rooms,0.3071,278,15213,0.26843,0.35256
2314,2314,2016,Couple with children,4th Quintile,6 rooms,0.16938,188,15213,0.14551,0.19185
2315,2315,2016,Couple with children,4th Quintile,7 rooms,0.08778,102,15213,0.06656,0.11226
2316,2316,2016,Couple with children,4th Quintile,8 rooms,0.04966,54,15213,0.03357,0.06873
2317,2317,2016,Couple with children,5th Quintile,3 rooms,0.05773,59,15213,0.04708,0.06892
2318,2318,2016,Couple with children,5th Quintile,4 rooms,0.18712,159,15213,0.15533,0.21768
2319,2319,2016,Couple with children,5th Quintile,5 rooms,0.27184,208,15213,0.22094,0.31764
2320,2320,2016,Couple with children,5th Quintile,6 rooms,0.24995,208,15213,0.21125,0.28502
2321,2321,2016,Couple with children,5th Quintile,7 rooms,0.1279,106,15213,0.09204,0.15944
2322,2322,2016,Couple with children,5th Quintile,8 rooms,0.08671,70,15213,0.0652,0.10554
2323,2323,2016,Couple with children,5th Quintile,9 rooms,0.01874,32,15213,0.0127,0.0257
2324,2324,2016,Other Combinations,1st Quintile,2 rooms,0.1638,69,15213,0.11638,0.208
2325,2325,2016,Other Combinations,1st Quintile,3 rooms,0.44097,109,15213,0.27243,0.62066
2326,2326,2016,Other Combinations,1st Quintile,4 rooms,0.39523,34,15213,0.22264,0.63432
2327,2327,2017,Single-person household,1st Quintile,1 room,0.19016,427,16911,0.16664,0.21796
2328,2328,2017,Single-person household,1st Quintile,2 rooms,0.50401,685,16911,0.46584,0.54685
2329,2329,2017,Single-person household,1st Quintile,3 rooms,0.25736,323,16911,0.22935,0.28673
2330,2330,2017,Single-person household,1st Quintile,4 rooms,0.04848,78,16911,0.03993,0.06114
2331,2331,2017,Single-person household,2nd Quintile,1 room,0.10159,85,16911,0.08224,0.12331
2332,2332,2017,Single-person household,2nd Quintile,2 rooms,0.39636,324,16911,0.35956,0.4258
2333,2333,2017,Single-person household,2nd Quintile,3 rooms,0.33651,285,16911,0.30774,0.37052
2334,2334,2017,Single-person household,2nd Quintile,4 rooms,0.09879,72,16911,0.08232,0.11626
2335,2335,2017,Single-person household,2nd Quintile,5 rooms,0.06675,39,16911,0.0505,0.07842
2336,2336,2017,Single-person household,3rd Quintile,1 room,0.05721,42,16911,0.04277,0.07025
2337,2337,2017,Single-person household,3rd Quintile,2 rooms,0.31471,235,16911,0.28143,0.34717
2338,2338,2017,Single-person household,3rd Quintile,3 rooms,0.41432,264,16911,0.38584,0.44505
2339,2339,2017,Single-person household,3rd Quintile,4 rooms,0.14913,92,16911,0.12572,0.17051
2340,2340,2017,Single-person household,3rd Quintile,5 rooms,0.06463,41,16911,0.05204,0.07743
2341,2341,2017,Single-person household,4th Quintile,2 rooms,0.33319,175,16911,0.29978,0.3729
2342,2342,2017,Single-person household,4th Quintile,3 rooms,0.35001,202,16911,0.31438,0.38346
2343,2343,2017,Single-person household,4th Quintile,4 rooms,0.20904,106,16911,0.18512,0.2455
2344,2344,2017,Single-person household,4th Quintile,5 rooms,0.10776,57,16911,0.08346,0.13257
2345,2345,2017,Single-person household,5th Quintile,2 rooms,0.2101,110,16911,0.17979,0.23698
2346,2346,2017,Single-person household,5th Quintile,3 rooms,0.33999,163,16911,0.29593,0.3812
2347,2347,2017,Single-person household,5th Quintile,4 rooms,0.19062,94,16911,0.16378,0.22157
2348,2348,2017,Single-person household,5th Quintile,5 rooms,0.15581,70,16911,0.13024,0.17959
2349,2349,2017,Single-person household,5th Quintile,6 rooms,0.10348,44,16911,0.07764,0.12792
2350,2350,2017,Couple without children,1st Quintile,2 rooms,0.35554,201,16911,0.29214,0.44427
2351,2351,2017,Couple without children,1st Quintile,3 rooms,0.4784,218,16911,0.4143,0.5532
2352,2352,2017,Couple without children,1st Quintile,4 rooms,0.16606,58,16911,0.11705,0.22489
2353,2353,2017,Couple without children,2nd Quintile,2 rooms,0.1748,133,16911,0.141,0.2003
2354,2354,2017,Couple without children,2nd Quintile,3 rooms,0.47158,350,16911,0.42194,0.52669
2355,2355,2017,Couple without children,2nd Quintile,4 rooms,0.18124,149,16911,0.15857,0.20516
2356,2356,2017,Couple without children,2nd Quintile,5 rooms,0.10619,73,16911,0.08642,0.12614
2357,2357,2017,Couple without children,2nd Quintile,6 rooms,0.06618,47,16911,0.05187,0.08055
2358,2358,2017,Couple without children,3rd Quintile,2 rooms,0.10474,108,16911,0.09058,0.11887
2359,2359,2017,Couple without children,3rd Quintile,3 rooms,0.35017,305,16911,0.31787,0.39075
2360,2360,2017,Couple without children,3rd Quintile,4 rooms,0.28924,231,16911,0.26059,0.32587
2361,2361,2017,Couple without children,3rd Quintile,5 rooms,0.14604,127,16911,0.12577,0.16848
2362,2362,2017,Couple without children,3rd Quintile,6 rooms,0.05721,54,16911,0.04444,0.06995
2363,2363,2017,Couple without children,3rd Quintile,7 rooms,0.05261,37,16911,0.03865,0.06974
2364,2364,2017,Couple without children,4th Quintile,2 rooms,0.06314,87,16911,0.05043,0.07743
2365,2365,2017,Couple without children,4th Quintile,3 rooms,0.30981,329,16911,0.27795,0.33693
2366,2366,2017,Couple without children,4th Quintile,4 rooms,0.28641,272,16911,0.25425,0.31984
2367,2367,2017,Couple without children,4th Quintile,5 rooms,0.19278,193,16911,0.16917,0.21786
2368,2368,2017,Couple without children,4th Quintile,6 rooms,0.11072,113,16911,0.09099,0.12822
2369,2369,2017,Couple without children,4th Quintile,7 rooms,0.03715,40,16911,0.02961,0.04709
2370,2370,2017,Couple without children,5th Quintile,2 rooms,0.06244,69,16911,0.04722,0.07835
2371,2371,2017,Couple without children,5th Quintile,3 rooms,0.21158,304,16911,0.18943,0.23469
2372,2372,2017,Couple without children,5th Quintile,4 rooms,0.24147,318,16911,0.21416,0.27843
2373,2373,2017,Couple without children,5th Quintile,5 rooms,0.23059,326,16911,0.20726,0.25193
2374,2374,2017,Couple without children,5th Quintile,6 rooms,0.14341,211,16911,0.12575,0.16261
2375,2375,2017,Couple without children,5th Quintile,7 rooms,0.07358,104,16911,0.06127,0.08752
2376,2376,2017,Couple without children,5th Quintile,8 rooms,0.03694,60,16911,0.02715,0.04836
2377,2377,2017,Single parent,1st Quintile,2 rooms,0.19098,138,16911,0.1404,0.23483
2378,2378,2017,Single parent,1st Quintile,3 rooms,0.55721,417,16911,0.49512,0.63913
2379,2379,2017,Single parent,1st Quintile,4 rooms,0.21975,192,16911,0.17831,0.26299
2380,2380,2017,Single parent,1st Quintile,5 rooms,0.03205,50,16911,0.02568,0.03735
2381,2381,2017,Single parent,2nd Quintile,2 rooms,0.10041,31,16911,0.06405,0.14653
2382,2382,2017,Single parent,2nd Quintile,3 rooms,0.50809,192,16911,0.42836,0.59481
2383,2383,2017,Single parent,2nd Quintile,4 rooms,0.23979,87,16911,0.17902,0.32107
2384,2384,2017,Single parent,2nd Quintile,5 rooms,0.15171,48,16911,0.10846,0.20458
2385,2385,2017,Single parent,3rd Quintile,3 rooms,0.3642,78,16911,0.29772,0.44739
2386,2386,2017,Single parent,3rd Quintile,4 rooms,0.41771,63,16911,0.32058,0.54229
2387,2387,2017,Single parent,3rd Quintile,5 rooms,0.21809,40,16911,0.1728,0.27641
2388,2388,2017,Single parent,4th Quintile,3 rooms,0.38861,59,16911,0.27397,0.53342
2389,2389,2017,Single parent,4th Quintile,4 rooms,0.25777,37,16911,0.17749,0.35014
2390,2390,2017,Single parent,4th Quintile,5 rooms,0.35362,39,16911,0.25033,0.49781
2391,2391,2017,Couple with children,1st Quintile,2 rooms,0.07748,223,16911,0.05311,0.10105
2392,2392,2017,Couple with children,1st Quintile,3 rooms,0.42201,958,16911,0.36489,0.47162
2393,2393,2017,Couple with children,1st Quintile,4 rooms,0.29104,704,16911,0.25141,0.33844
2394,2394,2017,Couple with children,1st Quintile,5 rooms,0.09815,212,16911,0.07417,0.12755
2395,2395,2017,Couple with children,1st Quintile,6 rooms,0.07544,91,16911,0.04633,0.10386
2396,2396,2017,Couple with children,1st Quintile,7 rooms,0.03587,46,16911,0.02226,0.05069
2397,2397,2017,Couple with children,2nd Quintile,2 rooms,0.03585,49,16911,0.0261,0.04773
2398,2398,2017,Couple with children,2nd Quintile,3 rooms,0.30795,327,16911,0.26262,0.3477
2399,2399,2017,Couple with children,2nd Quintile,4 rooms,0.33022,388,16911,0.29518,0.37799
2400,2400,2017,Couple with children,2nd Quintile,5 rooms,0.18417,234,16911,0.16129,0.20889
2401,2401,2017,Couple with children,2nd Quintile,6 rooms,0.07491,121,16911,0.05984,0.09497
2402,2402,2017,Couple with children,2nd Quintile,7 rooms,0.04895,64,16911,0.03712,0.06244
2403,2403,2017,Couple with children,2nd Quintile,8 rooms,0.01795,35,16911,0.01307,0.02271
2404,2404,2017,Couple with children,3rd Quintile,3 rooms,0.2359,224,16911,0.19532,0.28058
2405,2405,2017,Couple with children,3rd Quintile,4 rooms,0.2586,317,16911,0.22818,0.29909
2406,2406,2017,Couple with children,3rd Quintile,5 rooms,0.24831,273,16911,0.21606,0.2828
2407,2407,2017,Couple with children,3rd Quintile,6 rooms,0.14954,176,16911,0.1251,0.18245
2408,2408,2017,Couple with children,3rd Quintile,7 rooms,0.08165,106,16911,0.06277,0.10542
2409,2409,2017,Couple with children,3rd Quintile,8 rooms,0.026,42,16911,0.01818,0.03546
2410,2410,2017,Couple with children,4th Quintile,3 rooms,0.14821,141,16911,0.12143,0.17698
2411,2411,2017,Couple with children,4th Quintile,4 rooms,0.22597,235,16911,0.19934,0.2659
2412,2412,2017,Couple with children,4th Quintile,5 rooms,0.33108,308,16911,0.29021,0.37645
2413,2413,2017,Couple with children,4th Quintile,6 rooms,0.17545,223,16911,0.15224,0.19996
2414,2414,2017,Couple with children,4th Quintile,7 rooms,0.07778,106,16911,0.05821,0.09485
2415,2415,2017,Couple with children,4th Quintile,8 rooms,0.0415,55,16911,0.031,0.05432
2416,2416,2017,Couple with children,5th Quintile,3 rooms,0.10602,76,16911,0.08611,0.13145
2417,2417,2017,Couple with children,5th Quintile,4 rooms,0.19083,182,16911,0.16345,0.21546
2418,2418,2017,Couple with children,5th Quintile,5 rooms,0.25876,247,16911,0.22275,0.2925
2419,2419,2017,Couple with children,5th Quintile,6 rooms,0.22041,234,16911,0.19123,0.25479
2420,2420,2017,Couple with children,5th Quintile,7 rooms,0.12205,112,16911,0.09899,0.15265
2421,2421,2017,Couple with children,5th Quintile,8 rooms,0.07901,66,16911,0.05713,0.10761
2422,2422,2017,Couple with children,5th Quintile,9 rooms,0.02291,35,16911,0.01522,0.0335
2423,2423,2017,Multi-generational household,1st Quintile,3 rooms,1.0,31,16911,0.48062,1.7247
2424,2424,2017,Other Combinations,1st Quintile,2 rooms,0.18493,69,16911,0.09907,0.30755
2425,2425,2017,Other Combinations,1st Quintile,3 rooms,0.54285,140,16911,0.34039,0.78999
2426,2426,2017,Other Combinations,1st Quintile,4 rooms,0.27222,60,16911,0.17011,0.41353
2427,2427,2018,Single-person household,1st Quintile,1 room,0.20747,437,16403,0.18046,0.23591
2428,2428,2018,Single-person household,1st Quintile,2 rooms,0.50227,712,16403,0.46351,0.54379
2429,2429,2018,Single-person household,1st Quintile,3 rooms,0.23552,312,16403,0.20746,0.26522
2430,2430,2018,Single-person household,1st Quintile,4 rooms,0.05474,80,16403,0.04365,0.06522
2431,2431,2018,Single-person household,2nd Quintile,1 room,0.08894,101,16403,0.07247,0.10334
2432,2432,2018,Single-person household,2nd Quintile,2 rooms,0.42317,393,16403,0.39198,0.45973
2433,2433,2018,Single-person household,2nd Quintile,3 rooms,0.34034,295,16403,0.30747,0.37435
2434,2434,2018,Single-person household,2nd Quintile,4 rooms,0.07858,68,16403,0.06189,0.09806
2435,2435,2018,Single-person household,2nd Quintile,5 rooms,0.06897,39,16403,0.05418,0.08462
2436,2436,2018,Single-person household,3rd Quintile,1 room,0.05908,43,16403,0.04549,0.07337
2437,2437,2018,Single-person household,3rd Quintile,2 rooms,0.32712,246,16403,0.2898,0.3651
2438,2438,2018,Single-person household,3rd Quintile,3 rooms,0.4037,265,16403,0.369,0.44167
2439,2439,2018,Single-person household,3rd Quintile,4 rooms,0.14905,89,16403,0.12449,0.17479
2440,2440,2018,Single-person household,3rd Quintile,5 rooms,0.06105,37,16403,0.04953,0.07568
2441,2441,2018,Single-person household,4th Quintile,1 room,0.06764,36,16403,0.0508,0.0873
2442,2442,2018,Single-person household,4th Quintile,2 rooms,0.27405,175,16403,0.24856,0.30745
2443,2443,2018,Single-person household,4th Quintile,3 rooms,0.32035,198,16403,0.29413,0.36046
2444,2444,2018,Single-person household,4th Quintile,4 rooms,0.18207,108,16403,0.15903,0.20486
2445,2445,2018,Single-person household,4th Quintile,5 rooms,0.08951,55,16403,0.07058,0.1122
2446,2446,2018,Single-person household,4th Quintile,6 rooms,0.06638,31,16403,0.04963,0.08803
2447,2447,2018,Single-person household,5th Quintile,2 rooms,0.25564,125,16403,0.22326,0.2911
2448,2448,2018,Single-person household,5th Quintile,3 rooms,0.34057,167,16403,0.30156,0.37933
2449,2449,2018,Single-person household,5th Quintile,4 rooms,0.15965,86,16403,0.13263,0.18948
2450,2450,2018,Single-person household,5th Quintile,5 rooms,0.1488,84,16403,0.12418,0.17704
2451,2451,2018,Single-person household,5th Quintile,6 rooms,0.09534,41,16403,0.0721,0.1161
2452,2452,2018,Couple without children,1st Quintile,2 rooms,0.37108,210,16403,0.3078,0.4517
2453,2453,2018,Couple without children,1st Quintile,3 rooms,0.49445,246,16403,0.43423,0.56226
2454,2454,2018,Couple without children,1st Quintile,4 rooms,0.13447,61,16403,0.09547,0.17374
2455,2455,2018,Couple without children,2nd Quintile,2 rooms,0.15288,138,16403,0.12992,0.17799
2456,2456,2018,Couple without children,2nd Quintile,3 rooms,0.41954,350,16403,0.38551,0.46347
2457,2457,2018,Couple without children,2nd Quintile,4 rooms,0.24079,172,16403,0.20895,0.2755
2458,2458,2018,Couple without children,2nd Quintile,5 rooms,0.11238,81,16403,0.09588,0.13076
2459,2459,2018,Couple without children,2nd Quintile,6 rooms,0.07441,45,16403,0.05138,0.09802
2460,2460,2018,Couple without children,3rd Quintile,2 rooms,0.10374,100,16403,0.08514,0.11987
2461,2461,2018,Couple without children,3rd Quintile,3 rooms,0.35949,305,16403,0.32052,0.40141
2462,2462,2018,Couple without children,3rd Quintile,4 rooms,0.31443,214,16403,0.27599,0.36094
2463,2463,2018,Couple without children,3rd Quintile,5 rooms,0.154,119,16403,0.12981,0.18069
2464,2464,2018,Couple without children,3rd Quintile,6 rooms,0.06834,55,16403,0.05007,0.08893
2465,2465,2018,Couple without children,4th Quintile,2 rooms,0.07261,84,16403,0.05618,0.08865
2466,2466,2018,Couple without children,4th Quintile,3 rooms,0.2894,284,16403,0.25602,0.32422
2467,2467,2018,Couple without children,4th Quintile,4 rooms,0.28434,255,16403,0.25399,0.31956
2468,2468,2018,Couple without children,4th Quintile,5 rooms,0.19531,169,16403,0.16263,0.22327
2469,2469,2018,Couple without children,4th Quintile,6 rooms,0.1104,103,16403,0.09402,0.13066
2470,2470,2018,Couple without children,4th Quintile,7 rooms,0.04795,50,16403,0.03796,0.05869
2471,2471,2018,Couple without children,5th Quintile,2 rooms,0.0405,64,16403,0.03134,0.05171
2472,2472,2018,Couple without children,5th Quintile,3 rooms,0.21035,287,16403,0.18501,0.23452
2473,2473,2018,Couple without children,5th Quintile,4 rooms,0.27371,365,16403,0.24701,0.3024
2474,2474,2018,Couple without children,5th Quintile,5 rooms,0.21453,293,16403,0.19147,0.23992
2475,2475,2018,Couple without children,5th Quintile,6 rooms,0.1552,209,16403,0.13585,0.17563
2476,2476,2018,Couple without children,5th Quintile,7 rooms,0.07525,103,16403,0.0598,0.09169
2477,2477,2018,Couple without children,5th Quintile,8 rooms,0.03046,44,16403,0.02303,0.0385
2478,2478,2018,Single parent,1st Quintile,2 rooms,0.19885,139,16403,0.15652,0.25732
2479,2479,2018,Single parent,1st Quintile,3 rooms,0.5196,418,16403,0.46077,0.58227
2480,2480,2018,Single parent,1st Quintile,4 rooms,0.2303,165,16403,0.18074,0.29671
2481,2481,2018,Single parent,1st Quintile,5 rooms,0.05124,44,16403,0.03057,0.07801
2482,2482,2018,Single parent,2nd Quintile,2 rooms,0.10188,33,16403,0.07471,0.13292
2483,2483,2018,Single parent,2nd Quintile,3 rooms,0.50739,193,16403,0.43318,0.60248
2484,2484,2018,Single parent,2nd Quintile,4 rooms,0.28931,103,16403,0.20904,0.38558
2485,2485,2018,Single parent,2nd Quintile,5 rooms,0.10142,47,16403,0.07712,0.12271
2486,2486,2018,Single parent,3rd Quintile,3 rooms,0.42131,81,16403,0.29349,0.59455
2487,2487,2018,Single parent,3rd Quintile,4 rooms,0.31048,62,16403,0.23988,0.40317
2488,2488,2018,Single parent,3rd Quintile,5 rooms,0.26821,40,16403,0.197,0.37409
2489,2489,2018,Single parent,4th Quintile,3 rooms,0.41932,48,16403,0.30863,0.53659
2490,2490,2018,Single parent,4th Quintile,4 rooms,0.58068,46,16403,0.44466,0.7627
2491,2491,2018,Couple with children,1st Quintile,1 room,0.00743,36,16403,0.00206,0.0167
2492,2492,2018,Couple with children,1st Quintile,2 rooms,0.06667,180,16403,0.05084,0.08452
2493,2493,2018,Couple with children,1st Quintile,3 rooms,0.39744,844,16403,0.34465,0.45384
2494,2494,2018,Couple with children,1st Quintile,4 rooms,0.32285,609,16403,0.27598,0.37752
2495,2495,2018,Couple with children,1st Quintile,5 rooms,0.12814,209,16403,0.0921,0.16563
2496,2496,2018,Couple with children,1st Quintile,6 rooms,0.04255,78,16403,0.03048,0.0551
2497,2497,2018,Couple with children,1st Quintile,7 rooms,0.03492,40,16403,0.02103,0.05083
2498,2498,2018,Couple with children,2nd Quintile,2 rooms,0.04047,46,16403,0.02709,0.055
2499,2499,2018,Couple with children,2nd Quintile,3 rooms,0.28348,325,16403,0.23891,0.31789
2500,2500,2018,Couple with children,2nd Quintile,4 rooms,0.29507,419,16403,0.25867,0.33631
2501,2501,2018,Couple with children,2nd Quintile,5 rooms,0.22441,244,16403,0.18753,0.25033
2502,2502,2018,Couple with children,2nd Quintile,6 rooms,0.10835,134,16403,0.07952,0.142
2503,2503,2018,Couple with children,2nd Quintile,7 rooms,0.04822,57,16403,0.03428,0.06416
2504,2504,2018,Couple with children,3rd Quintile,3 rooms,0.19798,198,16403,0.15714,0.23829
2505,2505,2018,Couple with children,3rd Quintile,4 rooms,0.31792,317,16403,0.27667,0.36547
2506,2506,2018,Couple with children,3rd Quintile,5 rooms,0.23016,258,16403,0.19986,0.26164
2507,2507,2018,Couple with children,3rd Quintile,6 rooms,0.14104,152,16403,0.11593,0.17295
2508,2508,2018,Couple with children,3rd Quintile,7 rooms,0.08829,93,16403,0.06889,0.10721
2509,2509,2018,Couple with children,3rd Quintile,8 rooms,0.0246,46,16403,0.0182,0.03347
2510,2510,2018,Couple with children,4th Quintile,3 rooms,0.16976,159,16403,0.13673,0.208
2511,2511,2018,Couple with children,4th Quintile,4 rooms,0.21608,222,16403,0.18377,0.24255
2512,2512,2018,Couple with children,4th Quintile,5 rooms,0.31492,282,16403,0.27599,0.35525
2513,2513,2018,Couple with children,4th Quintile,6 rooms,0.1643,189,16403,0.13952,0.19333
2514,2514,2018,Couple with children,4th Quintile,7 rooms,0.09032,102,16403,0.06918,0.1105
2515,2515,2018,Couple with children,4th Quintile,8 rooms,0.04462,54,16403,0.03422,0.05874
2516,2516,2018,Couple with children,5th Quintile,3 rooms,0.08108,72,16403,0.06258,0.1048
2517,2517,2018,Couple with children,5th Quintile,4 rooms,0.19233,175,16403,0.16153,0.23124
2518,2518,2018,Couple with children,5th Quintile,5 rooms,0.27195,219,16403,0.23292,0.31602
2519,2519,2018,Couple with children,5th Quintile,6 rooms,0.24559,218,16403,0.21462,0.2833
2520,2520,2018,Couple with children,5th Quintile,7 rooms,0.09783,103,16403,0.0797,0.1222
2521,2521,2018,Couple with children,5th Quintile,8 rooms,0.07113,60,16403,0.05342,0.09454
2522,2522,2018,Couple with children,5th Quintile,9 rooms,0.04008,34,16403,0.0224,0.06399
2523,2523,2018,Other Combinations,1st Quintile,2 rooms,0.27608,49,16403,0.16348,0.41302
2524,2524,2018,Other Combinations,1st Quintile,3 rooms,0.50177,83,16403,0.29616,0.73433
2525,2525,2018,Other Combinations,1st Quintile,4 rooms,0.22215,49,16403,0.1375,0.3094
2526,2526,2019,Single-person household,1st Quintile,1 room,0.18209,412,17162,0.15517,0.20882
2527,2527,2019,Single-person household,1st Quintile,2 rooms,0.49671,693,17162,0.45533,0.5431
2528,2528,2019,Single-person household,1st Quintile,3 rooms,0.25761,339,17162,0.22952,0.28665
2529,2529,2019,Single-person household,1st Quintile,4 rooms,0.06358,79,17162,0.05279,0.07579
2530,2530,2019,Single-person household,2nd Quintile,1 room,0.08238,87,17162,0.06472,0.10081
2531,2531,2019,Single-person household,2nd Quintile,2 rooms,0.44399,373,17162,0.40483,0.48216
2532,2532,2019,Single-person household,2nd Quintile,3 rooms,0.33386,276,17162,0.2979,0.36537
2533,2533,2019,Single-person household,2nd Quintile,4 rooms,0.09003,65,17162,0.07132,0.11576
2534,2534,2019,Single-person household,2nd Quintile,5 rooms,0.04974,37,17162,0.03854,0.06208
2535,2535,2019,Single-person household,3rd Quintile,1 room,0.06161,47,17162,0.04764,0.07532
2536,2536,2019,Single-person household,3rd Quintile,2 rooms,0.34677,244,17162,0.31126,0.38672
2537,2537,2019,Single-person household,3rd Quintile,3 rooms,0.34876,235,17162,0.30666,0.38973
2538,2538,2019,Single-person household,3rd Quintile,4 rooms,0.16245,102,17162,0.13819,0.19089
2539,2539,2019,Single-person household,3rd Quintile,5 rooms,0.08041,46,17162,0.06501,0.09966
2540,2540,2019,Single-person household,4th Quintile,2 rooms,0.29347,173,17162,0.25653,0.33385
2541,2541,2019,Single-person household,4th Quintile,3 rooms,0.44062,237,17162,0.39526,0.4949
2542,2542,2019,Single-person household,4th Quintile,4 rooms,0.16901,98,17162,0.14264,0.20239
2543,2543,2019,Single-person household,4th Quintile,5 rooms,0.0969,62,17162,0.06735,0.12329
2544,2544,2019,Single-person household,5th Quintile,2 rooms,0.23672,146,17162,0.19632,0.27357
2545,2545,2019,Single-person household,5th Quintile,3 rooms,0.31892,229,17162,0.27616,0.36161
2546,2546,2019,Single-person household,5th Quintile,4 rooms,0.15595,123,17162,0.12327,0.19357
2547,2547,2019,Single-person household,5th Quintile,5 rooms,0.14281,106,17162,0.11286,0.17943
2548,2548,2019,Single-person household,5th Quintile,6 rooms,0.09045,64,17162,0.06366,0.11238
2549,2549,2019,Single-person household,5th Quintile,7 rooms,0.05515,34,17162,0.03725,0.0784
2550,2550,2019,Couple without children,1st Quintile,2 rooms,0.37458,199,17162,0.29632,0.44944
2551,2551,2019,Couple without children,1st Quintile,3 rooms,0.44742,205,17162,0.38031,0.52766
2552,2552,2019,Couple without children,1st Quintile,4 rooms,0.17799,67,17162,0.13495,0.23815
2553,2553,2019,Couple without children,2nd Quintile,2 rooms,0.1403,126,17162,0.11223,0.16872
2554,2554,2019,Couple without children,2nd Quintile,3 rooms,0.4334,322,17162,0.38573,0.48955
2555,2555,2019,Couple without children,2nd Quintile,4 rooms,0.25135,164,17162,0.22049,0.28651
2556,2556,2019,Couple without children,2nd Quintile,5 rooms,0.12001,83,17162,0.0995,0.14455
2557,2557,2019,Couple without children,2nd Quintile,6 rooms,0.05494,36,17162,0.03893,0.07341
2558,2558,2019,Couple without children,3rd Quintile,2 rooms,0.1043,98,17162,0.08792,0.12491
2559,2559,2019,Couple without children,3rd Quintile,3 rooms,0.36239,305,17162,0.31713,0.41029
2560,2560,2019,Couple without children,3rd Quintile,4 rooms,0.25814,215,17162,0.22227,0.29515
2561,2561,2019,Couple without children,3rd Quintile,5 rooms,0.16045,126,17162,0.13427,0.18982
2562,2562,2019,Couple without children,3rd Quintile,6 rooms,0.06328,63,17162,0.04666,0.08124
2563,2563,2019,Couple without children,3rd Quintile,7 rooms,0.05145,32,17162,0.03639,0.0651
2564,2564,2019,Couple without children,4th Quintile,2 rooms,0.07766,88,17162,0.06231,0.09798
2565,2565,2019,Couple without children,4th Quintile,3 rooms,0.27652,286,17162,0.24669,0.31104
2566,2566,2019,Couple without children,4th Quintile,4 rooms,0.30043,261,17162,0.2641,0.33884
2567,2567,2019,Couple without children,4th Quintile,5 rooms,0.18545,183,17162,0.15318,0.21193
2568,2568,2019,Couple without children,4th Quintile,6 rooms,0.10807,106,17162,0.0892,0.13015
2569,2569,2019,Couple without children,4th Quintile,7 rooms,0.05187,51,17162,0.03809,0.06747
2570,2570,2019,Couple without children,5th Quintile,2 rooms,0.03918,84,17162,0.03095,0.04913
2571,2571,2019,Couple without children,5th Quintile,3 rooms,0.20733,364,17162,0.18115,0.23757
2572,2572,2019,Couple without children,5th Quintile,4 rooms,0.23109,439,17162,0.2,0.26069
2573,2573,2019,Couple without children,5th Quintile,5 rooms,0.23375,455,17162,0.20596,0.2638
2574,2574,2019,Couple without children,5th Quintile,6 rooms,0.15048,291,17162,0.12542,0.17689
2575,2575,2019,Couple without children,5th Quintile,7 rooms,0.07284,170,17162,0.05894,0.09219
2576,2576,2019,Couple without children,5th Quintile,8 rooms,0.03817,104,17162,0.02784,0.04869
2577,2577,2019,Couple without children,5th Quintile,9 rooms,0.01115,34,17162,0.00748,0.01477
2578,2578,2019,Couple without children,5th Quintile,10 or more rooms,0.01601,45,17162,0.00974,0.02407
2579,2579,2019,Single parent,1st Quintile,2 rooms,0.19419,120,17162,0.14346,0.24607
2580,2580,2019,Single parent,1st Quintile,3 rooms,0.54032,362,17162,0.45102,0.61328
2581,2581,2019,Single parent,1st Quintile,4 rooms,0.1799,146,17162,0.13582,0.23412
2582,2582,2019,Single parent,1st Quintile,5 rooms,0.08558,46,17162,0.05361,0.13881
2583,2583,2019,Single parent,2nd Quintile,2 rooms,0.12738,34,17162,0.09666,0.16961
2584,2584,2019,Single parent,2nd Quintile,3 rooms,0.5029,184,17162,0.42872,0.58635
2585,2585,2019,Single parent,2nd Quintile,4 rooms,0.27042,88,17162,0.19372,0.34723
2586,2586,2019,Single parent,2nd Quintile,5 rooms,0.09929,38,17162,0.06036,0.15311
2587,2587,2019,Single parent,3rd Quintile,3 rooms,0.49917,86,17162,0.38317,0.63074
2588,2588,2019,Single parent,3rd Quintile,4 rooms,0.34875,57,17162,0.2517,0.44522
2589,2589,2019,Single parent,3rd Quintile,5 rooms,0.15208,32,17162,0.11668,0.18477
2590,2590,2019,Single parent,4th Quintile,3 rooms,0.27012,46,17162,0.20475,0.36729
2591,2591,2019,Single parent,4th Quintile,4 rooms,0.37362,48,17162,0.27053,0.51615
