,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
601,601,1997,5th Quintile,Rural regions,3 rooms,0.29136,73,6084,0.23384,0.36242
602,602,1997,5th Quintile,Rural regions,4 rooms,0.27378,66,6084,0.22168,0.32478
603,603,1997,5th Quintile,Rural regions,5 rooms,0.2385,63,6084,0.20311,0.27009
604,604,1997,5th Quintile,Rural regions,6 rooms,0.19636,41,6084,0.15559,0.24628
605,605,1998,1st Quintile,Urban regions,1 room,0.11911,96,6991,0.102,0.13611
606,606,1998,1st Quintile,Urban regions,2 rooms,0.34795,294,6991,0.32542,0.37636
607,607,1998,1st Quintile,Urban regions,3 rooms,0.35629,353,6991,0.32655,0.39103
608,608,1998,1st Quintile,Urban regions,4 rooms,0.13873,153,6991,0.12234,0.15527
609,609,1998,1st Quintile,Urban regions,5 rooms,0.03792,44,6991,0.03054,0.04558
610,610,1998,1st Quintile,Rural regions,1 room,0.06599,33,6991,0.05152,0.08431
611,611,1998,1st Quintile,Rural regions,2 rooms,0.3293,141,6991,0.30087,0.36245
612,612,1998,1st Quintile,Rural regions,3 rooms,0.35204,180,6991,0.31661,0.39044
613,613,1998,1st Quintile,Rural regions,4 rooms,0.18507,102,6991,0.15647,0.21815
614,614,1998,1st Quintile,Rural regions,5 rooms,0.0676,36,6991,0.05495,0.07828
615,615,1998,2nd Quintile,Urban regions,1 room,0.06734,43,6991,0.05575,0.07765
616,616,1998,2nd Quintile,Urban regions,2 rooms,0.26258,211,6991,0.23826,0.28536
617,617,1998,2nd Quintile,Urban regions,3 rooms,0.34941,391,6991,0.32514,0.37414
618,618,1998,2nd Quintile,Urban regions,4 rooms,0.19203,201,6991,0.17462,0.21268
619,619,1998,2nd Quintile,Urban regions,5 rooms,0.08683,95,6991,0.07497,0.09951
620,620,1998,2nd Quintile,Urban regions,6 rooms,0.04181,45,6991,0.03681,0.04679
621,621,1998,2nd Quintile,Rural regions,2 rooms,0.21756,102,6991,0.19003,0.24427
622,622,1998,2nd Quintile,Rural regions,3 rooms,0.34865,199,6991,0.31949,0.38362
623,623,1998,2nd Quintile,Rural regions,4 rooms,0.26075,149,6991,0.23167,0.29062
624,624,1998,2nd Quintile,Rural regions,5 rooms,0.12393,69,6991,0.10309,0.14698
625,625,1998,2nd Quintile,Rural regions,6 rooms,0.04911,36,6991,0.04199,0.05605
626,626,1998,3rd Quintile,Urban regions,1 room,0.05469,36,6991,0.0445,0.06612
627,627,1998,3rd Quintile,Urban regions,2 rooms,0.26475,200,6991,0.23584,0.29331
628,628,1998,3rd Quintile,Urban regions,3 rooms,0.32601,321,6991,0.29802,0.35419
629,629,1998,3rd Quintile,Urban regions,4 rooms,0.21067,224,6991,0.1884,0.23397
630,630,1998,3rd Quintile,Urban regions,5 rooms,0.09113,84,6991,0.07907,0.1052
631,631,1998,3rd Quintile,Urban regions,6 rooms,0.05275,54,6991,0.04532,0.0616
632,632,1998,3rd Quintile,Rural regions,2 rooms,0.18549,80,6991,0.16192,0.21152
633,633,1998,3rd Quintile,Rural regions,3 rooms,0.30798,171,6991,0.27647,0.34647
634,634,1998,3rd Quintile,Rural regions,4 rooms,0.22204,119,6991,0.19796,0.24917
635,635,1998,3rd Quintile,Rural regions,5 rooms,0.16705,81,6991,0.1403,0.19586
636,636,1998,3rd Quintile,Rural regions,6 rooms,0.11744,57,6991,0.09935,0.14697
637,637,1998,4th Quintile,Urban regions,2 rooms,0.23809,177,6991,0.21616,0.26237
638,638,1998,4th Quintile,Urban regions,3 rooms,0.33112,331,6991,0.30858,0.3551
639,639,1998,4th Quintile,Urban regions,4 rooms,0.21044,217,6991,0.19312,0.22838
640,640,1998,4th Quintile,Urban regions,5 rooms,0.09708,98,6991,0.08558,0.10914
641,641,1998,4th Quintile,Urban regions,6 rooms,0.08765,86,6991,0.0804,0.09525
642,642,1998,4th Quintile,Urban regions,7 rooms,0.03562,33,6991,0.02895,0.04358
643,643,1998,4th Quintile,Rural regions,2 rooms,0.16677,62,6991,0.13786,0.20427
644,644,1998,4th Quintile,Rural regions,3 rooms,0.28117,128,6991,0.24587,0.31909
645,645,1998,4th Quintile,Rural regions,4 rooms,0.24185,109,6991,0.21442,0.27522
646,646,1998,4th Quintile,Rural regions,5 rooms,0.19935,98,6991,0.1743,0.22588
647,647,1998,4th Quintile,Rural regions,6 rooms,0.11086,49,6991,0.09347,0.13395
648,648,1998,5th Quintile,Urban regions,2 rooms,0.13831,116,6991,0.1219,0.15912
649,649,1998,5th Quintile,Urban regions,3 rooms,0.32192,296,6991,0.30125,0.34213
650,650,1998,5th Quintile,Urban regions,4 rooms,0.2313,230,6991,0.21123,0.25244
651,651,1998,5th Quintile,Urban regions,5 rooms,0.16198,151,6991,0.14599,0.18036
652,652,1998,5th Quintile,Urban regions,6 rooms,0.10593,105,6991,0.09367,0.11927
653,653,1998,5th Quintile,Urban regions,7 rooms,0.04056,37,6991,0.03299,0.04964
654,654,1998,5th Quintile,Rural regions,3 rooms,0.22116,65,6991,0.18807,0.26086
655,655,1998,5th Quintile,Rural regions,4 rooms,0.36774,96,6991,0.32265,0.4215
656,656,1998,5th Quintile,Rural regions,5 rooms,0.23556,64,6991,0.20667,0.26527
657,657,1998,5th Quintile,Rural regions,6 rooms,0.17554,43,6991,0.14281,0.21088
658,658,1999,1st Quintile,Urban regions,1 room,0.12099,86,6617,0.10349,0.13802
659,659,1999,1st Quintile,Urban regions,2 rooms,0.35507,272,6617,0.32807,0.38411
660,660,1999,1st Quintile,Urban regions,3 rooms,0.34913,344,6617,0.32225,0.37861
661,661,1999,1st Quintile,Urban regions,4 rooms,0.13365,155,6617,0.11992,0.14723
662,662,1999,1st Quintile,Urban regions,5 rooms,0.04116,46,6617,0.03124,0.05185
663,663,1999,1st Quintile,Rural regions,2 rooms,0.36151,137,6617,0.32821,0.39616
664,664,1999,1st Quintile,Rural regions,3 rooms,0.34208,173,6617,0.30832,0.38077
665,665,1999,1st Quintile,Rural regions,4 rooms,0.19349,107,6617,0.16288,0.22125
666,666,1999,1st Quintile,Rural regions,5 rooms,0.10293,49,6617,0.08662,0.12047
667,667,1999,2nd Quintile,Urban regions,1 room,0.07224,41,6617,0.05662,0.08489
668,668,1999,2nd Quintile,Urban regions,2 rooms,0.28159,212,6617,0.25472,0.31232
669,669,1999,2nd Quintile,Urban regions,3 rooms,0.33359,356,6617,0.30783,0.36103
670,670,1999,2nd Quintile,Urban regions,4 rooms,0.18667,191,6617,0.16948,0.20721
671,671,1999,2nd Quintile,Urban regions,5 rooms,0.07332,69,6617,0.06285,0.08482
672,672,1999,2nd Quintile,Urban regions,6 rooms,0.05259,46,6617,0.04421,0.06004
673,673,1999,2nd Quintile,Rural regions,2 rooms,0.21199,95,6617,0.18153,0.24346
674,674,1999,2nd Quintile,Rural regions,3 rooms,0.3858,215,6617,0.34614,0.42687
675,675,1999,2nd Quintile,Rural regions,4 rooms,0.22829,136,6617,0.20045,0.25279
676,676,1999,2nd Quintile,Rural regions,5 rooms,0.11591,69,6617,0.09461,0.1368
677,677,1999,2nd Quintile,Rural regions,6 rooms,0.058,43,6617,0.04562,0.07272
678,678,1999,3rd Quintile,Urban regions,2 rooms,0.27057,199,6617,0.24137,0.30168
679,679,1999,3rd Quintile,Urban regions,3 rooms,0.37048,329,6617,0.34428,0.40183
680,680,1999,3rd Quintile,Urban regions,4 rooms,0.19686,199,6617,0.18006,0.21682
681,681,1999,3rd Quintile,Urban regions,5 rooms,0.10674,103,6617,0.09032,0.12408
682,682,1999,3rd Quintile,Urban regions,6 rooms,0.05536,52,6617,0.04788,0.06202
683,683,1999,3rd Quintile,Rural regions,2 rooms,0.19643,81,6617,0.16639,0.221
684,684,1999,3rd Quintile,Rural regions,3 rooms,0.28392,154,6617,0.25426,0.31708
685,685,1999,3rd Quintile,Rural regions,4 rooms,0.23877,126,6617,0.2076,0.26992
686,686,1999,3rd Quintile,Rural regions,5 rooms,0.18057,99,6617,0.15322,0.20872
687,687,1999,3rd Quintile,Rural regions,6 rooms,0.1003,52,6617,0.08239,0.12045
688,688,1999,4th Quintile,Urban regions,2 rooms,0.22652,158,6617,0.2046,0.24893
689,689,1999,4th Quintile,Urban regions,3 rooms,0.34987,302,6617,0.32585,0.37572
690,690,1999,4th Quintile,Urban regions,4 rooms,0.2245,210,6617,0.20469,0.2406
691,691,1999,4th Quintile,Urban regions,5 rooms,0.11443,115,6617,0.10152,0.12787
692,692,1999,4th Quintile,Urban regions,6 rooms,0.08468,86,6617,0.07472,0.09564
693,693,1999,4th Quintile,Rural regions,2 rooms,0.15871,50,6617,0.11825,0.19745
694,694,1999,4th Quintile,Rural regions,3 rooms,0.28464,115,6617,0.2542,0.32954
695,695,1999,4th Quintile,Rural regions,4 rooms,0.25357,112,6617,0.22495,0.28712
696,696,1999,4th Quintile,Rural regions,5 rooms,0.20412,77,6617,0.17387,0.2413
697,697,1999,4th Quintile,Rural regions,6 rooms,0.09896,36,6617,0.07996,0.12127
698,698,1999,5th Quintile,Urban regions,2 rooms,0.14252,110,6617,0.12333,0.16146
699,699,1999,5th Quintile,Urban regions,3 rooms,0.28811,250,6617,0.26546,0.31075
700,700,1999,5th Quintile,Urban regions,4 rooms,0.26504,240,6617,0.2441,0.28852
701,701,1999,5th Quintile,Urban regions,5 rooms,0.14083,128,6617,0.12644,0.15533
702,702,1999,5th Quintile,Urban regions,6 rooms,0.11224,110,6617,0.10189,0.12654
703,703,1999,5th Quintile,Urban regions,7 rooms,0.05127,45,6617,0.04482,0.0617
704,704,1999,5th Quintile,Rural regions,3 rooms,0.25887,65,6617,0.2147,0.3079
705,705,1999,5th Quintile,Rural regions,4 rooms,0.35707,77,6617,0.29922,0.42405
706,706,1999,5th Quintile,Rural regions,5 rooms,0.23094,61,6617,0.19593,0.27076
707,707,1999,5th Quintile,Rural regions,6 rooms,0.15312,34,6617,0.11758,0.19201
708,708,2000,1st Quintile,Urban regions,1 room,0.11422,137,12473,0.10675,0.12348
709,709,2000,1st Quintile,Urban regions,2 rooms,0.33248,464,12473,0.31633,0.34855
710,710,2000,1st Quintile,Urban regions,3 rooms,0.34884,592,12473,0.33126,0.3649
711,711,2000,1st Quintile,Urban regions,4 rooms,0.13884,260,12473,0.12857,0.1485
712,712,2000,1st Quintile,Urban regions,5 rooms,0.04167,79,12473,0.03671,0.04749
713,713,2000,1st Quintile,Urban regions,6 rooms,0.02395,43,12473,0.02048,0.0281
714,714,2000,1st Quintile,Rural regions,1 room,0.0553,48,12473,0.04851,0.06227
715,715,2000,1st Quintile,Rural regions,2 rooms,0.33598,249,12473,0.31771,0.3564
716,716,2000,1st Quintile,Rural regions,3 rooms,0.32329,303,12473,0.30504,0.3456
717,717,2000,1st Quintile,Rural regions,4 rooms,0.17026,179,12473,0.15658,0.18599
718,718,2000,1st Quintile,Rural regions,5 rooms,0.06627,68,12473,0.05813,0.07592
719,719,2000,1st Quintile,Rural regions,6 rooms,0.0489,50,12473,0.04339,0.0561
720,720,2000,2nd Quintile,Urban regions,1 room,0.05131,65,12473,0.04445,0.05914
721,721,2000,2nd Quintile,Urban regions,2 rooms,0.26438,353,12473,0.24776,0.27994
722,722,2000,2nd Quintile,Urban regions,3 rooms,0.37,635,12473,0.35378,0.38763
723,723,2000,2nd Quintile,Urban regions,4 rooms,0.17312,315,12473,0.16524,0.18595
724,724,2000,2nd Quintile,Urban regions,5 rooms,0.07817,152,12473,0.07214,0.08523
725,725,2000,2nd Quintile,Urban regions,6 rooms,0.04732,84,12473,0.04275,0.0528
726,726,2000,2nd Quintile,Urban regions,7 rooms,0.01569,33,12473,0.01316,0.01829
727,727,2000,2nd Quintile,Rural regions,2 rooms,0.20262,162,12473,0.18556,0.21673
728,728,2000,2nd Quintile,Rural regions,3 rooms,0.37799,370,12473,0.35345,0.40265
729,729,2000,2nd Quintile,Rural regions,4 rooms,0.21868,222,12473,0.20288,0.23429
730,730,2000,2nd Quintile,Rural regions,5 rooms,0.13416,151,12473,0.12266,0.14464
731,731,2000,2nd Quintile,Rural regions,6 rooms,0.06653,77,12473,0.05825,0.07556
732,732,2000,3rd Quintile,Urban regions,1 room,0.04692,52,12473,0.04193,0.05219
733,733,2000,3rd Quintile,Urban regions,2 rooms,0.22549,299,12473,0.21212,0.2401
734,734,2000,3rd Quintile,Urban regions,3 rooms,0.34272,549,12473,0.32649,0.35897
735,735,2000,3rd Quintile,Urban regions,4 rooms,0.18773,360,12473,0.17671,0.19908
736,736,2000,3rd Quintile,Urban regions,5 rooms,0.11376,212,12473,0.1044,0.1234
737,737,2000,3rd Quintile,Urban regions,6 rooms,0.05592,108,12473,0.05032,0.06148
738,738,2000,3rd Quintile,Urban regions,7 rooms,0.02746,55,12473,0.02427,0.0307
739,739,2000,3rd Quintile,Rural regions,2 rooms,0.20162,134,12473,0.18548,0.22175
740,740,2000,3rd Quintile,Rural regions,3 rooms,0.28864,273,12473,0.27169,0.31062
741,741,2000,3rd Quintile,Rural regions,4 rooms,0.21269,224,12473,0.19988,0.22532
742,742,2000,3rd Quintile,Rural regions,5 rooms,0.15863,176,12473,0.14482,0.17099
743,743,2000,3rd Quintile,Rural regions,6 rooms,0.09831,99,12473,0.08852,0.10857
744,744,2000,3rd Quintile,Rural regions,7 rooms,0.04011,47,12473,0.03563,0.04562
745,745,2000,4th Quintile,Urban regions,1 room,0.02902,35,12473,0.02504,0.03289
746,746,2000,4th Quintile,Urban regions,2 rooms,0.20896,290,12473,0.197,0.22098
747,747,2000,4th Quintile,Urban regions,3 rooms,0.29986,514,12473,0.28276,0.31465
748,748,2000,4th Quintile,Urban regions,4 rooms,0.21224,402,12473,0.19917,0.22596
749,749,2000,4th Quintile,Urban regions,5 rooms,0.11914,246,12473,0.11142,0.12715
750,750,2000,4th Quintile,Urban regions,6 rooms,0.07712,164,12473,0.07193,0.08326
751,751,2000,4th Quintile,Urban regions,7 rooms,0.03839,73,12473,0.03323,0.04384
752,752,2000,4th Quintile,Urban regions,8 rooms,0.01526,40,12473,0.01356,0.01688
753,753,2000,4th Quintile,Rural regions,2 rooms,0.12975,72,12473,0.11338,0.14581
754,754,2000,4th Quintile,Rural regions,3 rooms,0.26602,198,12473,0.24601,0.28854
755,755,2000,4th Quintile,Rural regions,4 rooms,0.23437,185,12473,0.2179,0.25477
756,756,2000,4th Quintile,Rural regions,5 rooms,0.21736,156,12473,0.19577,0.24197
757,757,2000,4th Quintile,Rural regions,6 rooms,0.1001,88,12473,0.09202,0.10722
758,758,2000,4th Quintile,Rural regions,7 rooms,0.0524,45,12473,0.04551,0.06244
759,759,2000,5th Quintile,Urban regions,2 rooms,0.12867,185,12473,0.11976,0.13839
760,760,2000,5th Quintile,Urban regions,3 rooms,0.279,464,12473,0.26683,0.28997
761,761,2000,5th Quintile,Urban regions,4 rooms,0.2382,436,12473,0.22734,0.25231
762,762,2000,5th Quintile,Urban regions,5 rooms,0.16233,314,12473,0.15231,0.17134
763,763,2000,5th Quintile,Urban regions,6 rooms,0.11483,222,12473,0.10577,0.12294
764,764,2000,5th Quintile,Urban regions,7 rooms,0.05254,114,12473,0.04756,0.0588
765,765,2000,5th Quintile,Urban regions,8 rooms,0.02444,50,12473,0.02201,0.02763
766,766,2000,5th Quintile,Rural regions,3 rooms,0.21269,95,12473,0.18465,0.23815
767,767,2000,5th Quintile,Rural regions,4 rooms,0.30461,146,12473,0.27559,0.33693
768,768,2000,5th Quintile,Rural regions,5 rooms,0.22981,126,12473,0.20743,0.24911
769,769,2000,5th Quintile,Rural regions,6 rooms,0.16553,84,12473,0.14529,0.19065
770,770,2000,5th Quintile,Rural regions,7 rooms,0.08736,50,12473,0.07791,0.09888
771,771,2001,1st Quintile,Urban regions,1 room,0.11001,123,11273,0.1001,0.12021
772,772,2001,1st Quintile,Urban regions,2 rooms,0.32123,394,11273,0.30349,0.33578
773,773,2001,1st Quintile,Urban regions,3 rooms,0.35635,526,11273,0.33644,0.37631
774,774,2001,1st Quintile,Urban regions,4 rooms,0.14417,240,11273,0.13353,0.15597
775,775,2001,1st Quintile,Urban regions,5 rooms,0.04666,73,11273,0.04018,0.05278
776,776,2001,1st Quintile,Urban regions,6 rooms,0.02158,38,11273,0.0187,0.02595
777,777,2001,1st Quintile,Rural regions,1 room,0.04717,34,11273,0.04124,0.05219
778,778,2001,1st Quintile,Rural regions,2 rooms,0.32423,212,11273,0.30118,0.34967
779,779,2001,1st Quintile,Rural regions,3 rooms,0.32432,255,11273,0.30309,0.34901
780,780,2001,1st Quintile,Rural regions,4 rooms,0.18345,164,11273,0.1683,0.19962
781,781,2001,1st Quintile,Rural regions,5 rooms,0.08194,73,11273,0.07217,0.0948
782,782,2001,1st Quintile,Rural regions,6 rooms,0.0389,38,11273,0.03325,0.04495
783,783,2001,2nd Quintile,Urban regions,1 room,0.05431,55,11273,0.04787,0.0607
784,784,2001,2nd Quintile,Urban regions,2 rooms,0.24692,318,11273,0.23264,0.26391
785,785,2001,2nd Quintile,Urban regions,3 rooms,0.36988,562,11273,0.34797,0.39052
786,786,2001,2nd Quintile,Urban regions,4 rooms,0.16733,286,11273,0.15616,0.17927
787,787,2001,2nd Quintile,Urban regions,5 rooms,0.08841,145,11273,0.08045,0.096
788,788,2001,2nd Quintile,Urban regions,6 rooms,0.05574,84,11273,0.04932,0.06164
789,789,2001,2nd Quintile,Urban regions,7 rooms,0.0174,32,11273,0.01393,0.02165
790,790,2001,2nd Quintile,Rural regions,2 rooms,0.23709,165,11273,0.22021,0.25674
791,791,2001,2nd Quintile,Rural regions,3 rooms,0.3577,313,11273,0.33359,0.3825
792,792,2001,2nd Quintile,Rural regions,4 rooms,0.20291,200,11273,0.18458,0.22294
793,793,2001,2nd Quintile,Rural regions,5 rooms,0.12533,129,11273,0.11273,0.13854
794,794,2001,2nd Quintile,Rural regions,6 rooms,0.07696,77,11273,0.06653,0.0886
795,795,2001,3rd Quintile,Urban regions,1 room,0.03572,40,11273,0.03086,0.04174
796,796,2001,3rd Quintile,Urban regions,2 rooms,0.21651,278,11273,0.19885,0.23126
797,797,2001,3rd Quintile,Urban regions,3 rooms,0.34809,533,11273,0.32964,0.36429
798,798,2001,3rd Quintile,Urban regions,4 rooms,0.18937,319,11273,0.17772,0.20219
799,799,2001,3rd Quintile,Urban regions,5 rooms,0.10561,188,11273,0.09807,0.11507
800,800,2001,3rd Quintile,Urban regions,6 rooms,0.06275,112,11273,0.0562,0.06918
801,801,2001,3rd Quintile,Urban regions,7 rooms,0.02375,48,11273,0.02058,0.02698
802,802,2001,3rd Quintile,Urban regions,8 rooms,0.0182,32,11273,0.01481,0.02302
803,803,2001,3rd Quintile,Rural regions,2 rooms,0.17516,106,11273,0.15824,0.19407
804,804,2001,3rd Quintile,Rural regions,3 rooms,0.28177,249,11273,0.26081,0.30607
805,805,2001,3rd Quintile,Rural regions,4 rooms,0.23297,210,11273,0.21555,0.25186
806,806,2001,3rd Quintile,Rural regions,5 rooms,0.14196,146,11273,0.1266,0.15683
807,807,2001,3rd Quintile,Rural regions,6 rooms,0.09455,91,11273,0.08465,0.10719
808,808,2001,3rd Quintile,Rural regions,7 rooms,0.03949,46,11273,0.03359,0.04549
809,809,2001,3rd Quintile,Rural regions,8 rooms,0.03411,31,11273,0.0285,0.03926
810,810,2001,4th Quintile,Urban regions,2 rooms,0.21598,263,11273,0.20352,0.23125
811,811,2001,4th Quintile,Urban regions,3 rooms,0.31234,462,11273,0.29417,0.33147
812,812,2001,4th Quintile,Urban regions,4 rooms,0.20483,353,11273,0.18901,0.21821
813,813,2001,4th Quintile,Urban regions,5 rooms,0.12718,231,11273,0.11822,0.1352
814,814,2001,4th Quintile,Urban regions,6 rooms,0.08534,148,11273,0.07946,0.09531
815,815,2001,4th Quintile,Urban regions,7 rooms,0.03975,65,11273,0.03397,0.04673
816,816,2001,4th Quintile,Urban regions,8 rooms,0.01457,32,11273,0.01314,0.01625
817,817,2001,4th Quintile,Rural regions,2 rooms,0.10892,66,11273,0.09418,0.12195
818,818,2001,4th Quintile,Rural regions,3 rooms,0.30104,199,11273,0.27266,0.32559
819,819,2001,4th Quintile,Rural regions,4 rooms,0.24557,177,11273,0.22505,0.26947
820,820,2001,4th Quintile,Rural regions,5 rooms,0.20252,149,11273,0.18014,0.22044
821,821,2001,4th Quintile,Rural regions,6 rooms,0.0934,79,11273,0.08432,0.10374
822,822,2001,4th Quintile,Rural regions,7 rooms,0.04857,41,11273,0.03905,0.05746
823,823,2001,5th Quintile,Urban regions,2 rooms,0.13562,166,11273,0.1254,0.14738
824,824,2001,5th Quintile,Urban regions,3 rooms,0.2738,418,11273,0.25844,0.28906
825,825,2001,5th Quintile,Urban regions,4 rooms,0.24527,402,11273,0.23136,0.26025
826,826,2001,5th Quintile,Urban regions,5 rooms,0.15308,270,11273,0.14387,0.16141
827,827,2001,5th Quintile,Urban regions,6 rooms,0.11179,200,11273,0.10306,0.12062
828,828,2001,5th Quintile,Urban regions,7 rooms,0.05689,110,11273,0.05164,0.06294
829,829,2001,5th Quintile,Urban regions,8 rooms,0.02356,43,11273,0.02005,0.02665
830,830,2001,5th Quintile,Rural regions,3 rooms,0.1994,77,11273,0.17023,0.23548
831,831,2001,5th Quintile,Rural regions,4 rooms,0.31976,138,11273,0.28047,0.35348
832,832,2001,5th Quintile,Rural regions,5 rooms,0.2329,107,11273,0.21197,0.25837
833,833,2001,5th Quintile,Rural regions,6 rooms,0.14916,66,11273,0.12842,0.1733
834,834,2001,5th Quintile,Rural regions,7 rooms,0.09878,46,11273,0.08367,0.11831
835,835,2002,1st Quintile,Urban regions,1 room,0.11555,120,11774,0.10536,0.12627
836,836,2002,1st Quintile,Urban regions,2 rooms,0.3577,407,11774,0.3358,0.37681
837,837,2002,1st Quintile,Urban regions,3 rooms,0.32865,451,11774,0.31069,0.34478
838,838,2002,1st Quintile,Urban regions,4 rooms,0.12422,194,11774,0.11489,0.1363
839,839,2002,1st Quintile,Urban regions,5 rooms,0.0487,67,11774,0.04083,0.05697
840,840,2002,1st Quintile,Urban regions,6 rooms,0.02518,34,11774,0.01969,0.03133
841,841,2002,1st Quintile,Rural regions,1 room,0.06146,45,11774,0.05129,0.07196
842,842,2002,1st Quintile,Rural regions,2 rooms,0.31985,207,11774,0.29301,0.34735
843,843,2002,1st Quintile,Rural regions,3 rooms,0.33473,269,11774,0.31054,0.36086
844,844,2002,1st Quintile,Rural regions,4 rooms,0.1685,145,11774,0.14981,0.18549
845,845,2002,1st Quintile,Rural regions,5 rooms,0.07648,66,11774,0.06552,0.08918
846,846,2002,1st Quintile,Rural regions,6 rooms,0.03899,34,11774,0.03251,0.04482
847,847,2002,2nd Quintile,Urban regions,1 room,0.05017,51,11774,0.04206,0.05662
848,848,2002,2nd Quintile,Urban regions,2 rooms,0.23641,287,11774,0.22067,0.25209
849,849,2002,2nd Quintile,Urban regions,3 rooms,0.36925,511,11774,0.34759,0.38814
850,850,2002,2nd Quintile,Urban regions,4 rooms,0.1923,290,11774,0.18135,0.20734
851,851,2002,2nd Quintile,Urban regions,5 rooms,0.09781,134,11774,0.08717,0.10925
852,852,2002,2nd Quintile,Urban regions,6 rooms,0.05406,79,11774,0.04441,0.06096
853,853,2002,2nd Quintile,Rural regions,2 rooms,0.19618,137,11774,0.17562,0.21594
854,854,2002,2nd Quintile,Rural regions,3 rooms,0.36042,288,11774,0.33255,0.38689
855,855,2002,2nd Quintile,Rural regions,4 rooms,0.23533,190,11774,0.21452,0.25738
856,856,2002,2nd Quintile,Rural regions,5 rooms,0.13227,119,11774,0.11606,0.1457
857,857,2002,2nd Quintile,Rural regions,6 rooms,0.0758,59,11774,0.0646,0.09042
858,858,2002,3rd Quintile,Urban regions,2 rooms,0.22787,275,11774,0.20894,0.24468
859,859,2002,3rd Quintile,Urban regions,3 rooms,0.36934,518,11774,0.34712,0.38823
860,860,2002,3rd Quintile,Urban regions,4 rooms,0.19194,289,11774,0.17947,0.20415
861,861,2002,3rd Quintile,Urban regions,5 rooms,0.11346,183,11774,0.10289,0.12409
862,862,2002,3rd Quintile,Urban regions,6 rooms,0.06991,109,11774,0.06189,0.07802
863,863,2002,3rd Quintile,Urban regions,7 rooms,0.02748,46,11774,0.02142,0.03452
864,864,2002,3rd Quintile,Rural regions,2 rooms,0.18395,103,11774,0.16572,0.20262
865,865,2002,3rd Quintile,Rural regions,3 rooms,0.31534,228,11774,0.29333,0.34207
866,866,2002,3rd Quintile,Rural regions,4 rooms,0.20751,173,11774,0.18819,0.22919
867,867,2002,3rd Quintile,Rural regions,5 rooms,0.16402,139,11774,0.14842,0.18099
868,868,2002,3rd Quintile,Rural regions,6 rooms,0.0914,78,11774,0.07958,0.10691
869,869,2002,3rd Quintile,Rural regions,7 rooms,0.03778,34,11774,0.03042,0.04666
870,870,2002,4th Quintile,Urban regions,2 rooms,0.20151,228,11774,0.18322,0.21657
871,871,2002,4th Quintile,Urban regions,3 rooms,0.33558,452,11774,0.31702,0.35335
872,872,2002,4th Quintile,Urban regions,4 rooms,0.22033,359,11774,0.20564,0.23744
873,873,2002,4th Quintile,Urban regions,5 rooms,0.13837,229,11774,0.12612,0.15119
874,874,2002,4th Quintile,Urban regions,6 rooms,0.07647,150,11774,0.06806,0.08584
875,875,2002,4th Quintile,Urban regions,7 rooms,0.02774,66,11774,0.02246,0.03462
876,876,2002,4th Quintile,Rural regions,2 rooms,0.10916,74,11774,0.09361,0.12365
877,877,2002,4th Quintile,Rural regions,3 rooms,0.2338,187,11774,0.21029,0.2585
878,878,2002,4th Quintile,Rural regions,4 rooms,0.2858,208,11774,0.25742,0.32065
879,879,2002,4th Quintile,Rural regions,5 rooms,0.23747,186,11774,0.20793,0.26394
880,880,2002,4th Quintile,Rural regions,6 rooms,0.07551,80,11774,0.06385,0.08865
881,881,2002,4th Quintile,Rural regions,7 rooms,0.05827,50,11774,0.04733,0.07029
882,882,2002,5th Quintile,Urban regions,2 rooms,0.15187,217,11774,0.13785,0.16508
883,883,2002,5th Quintile,Urban regions,3 rooms,0.24709,497,11774,0.22567,0.26436
884,884,2002,5th Quintile,Urban regions,4 rooms,0.2346,565,11774,0.21818,0.25188
885,885,2002,5th Quintile,Urban regions,5 rooms,0.17112,516,11774,0.15962,0.18617
886,886,2002,5th Quintile,Urban regions,6 rooms,0.0956,325,11774,0.08682,0.10563
887,887,2002,5th Quintile,Urban regions,7 rooms,0.05578,199,11774,0.04769,0.06308
888,888,2002,5th Quintile,Urban regions,8 rooms,0.02295,96,11774,0.01924,0.02724
889,889,2002,5th Quintile,Urban regions,9 rooms,0.01037,41,11774,0.00798,0.01257
890,890,2002,5th Quintile,Urban regions,10 or more rooms,0.01063,37,11774,0.00716,0.01454
891,891,2002,5th Quintile,Rural regions,3 rooms,0.23294,104,11774,0.20051,0.26762
892,892,2002,5th Quintile,Rural regions,4 rooms,0.22209,156,11774,0.19245,0.25256
893,893,2002,5th Quintile,Rural regions,5 rooms,0.25421,160,11774,0.21495,0.29205
894,894,2002,5th Quintile,Rural regions,6 rooms,0.1547,120,11774,0.1268,0.1841
895,895,2002,5th Quintile,Rural regions,7 rooms,0.08193,59,11774,0.06316,0.1086
896,896,2002,5th Quintile,Rural regions,8 rooms,0.05413,54,11774,0.0429,0.06467
897,897,2003,1st Quintile,Urban regions,1 room,0.11062,112,11376,0.10016,0.12176
898,898,2003,1st Quintile,Urban regions,2 rooms,0.34057,399,11376,0.3207,0.3573
899,899,2003,1st Quintile,Urban regions,3 rooms,0.34314,467,11376,0.31914,0.36295
900,900,2003,1st Quintile,Urban regions,4 rooms,0.15531,207,11376,0.14018,0.17068
901,901,2003,1st Quintile,Urban regions,5 rooms,0.05035,65,11376,0.0425,0.0586
