,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1482,1482,2012,2nd Quintile,Rural regions,6 rooms,0.07102,115,15821,0.05388,0.0873
1483,1483,2012,2nd Quintile,Rural regions,7 rooms,0.03919,60,15821,0.02772,0.05324
1484,1484,2012,3rd Quintile,Urban regions,2 rooms,0.21536,273,15821,0.19637,0.23544
1485,1485,2012,3rd Quintile,Urban regions,3 rooms,0.34038,621,15821,0.31353,0.36662
1486,1486,2012,3rd Quintile,Urban regions,4 rooms,0.2051,430,15821,0.18962,0.22515
1487,1487,2012,3rd Quintile,Urban regions,5 rooms,0.1297,285,15821,0.11503,0.14641
1488,1488,2012,3rd Quintile,Urban regions,6 rooms,0.07178,181,15821,0.06037,0.0825
1489,1489,2012,3rd Quintile,Urban regions,7 rooms,0.02459,72,15821,0.01927,0.03052
1490,1490,2012,3rd Quintile,Urban regions,8 rooms,0.01309,42,15821,0.0095,0.01745
1491,1491,2012,3rd Quintile,Rural regions,2 rooms,0.14167,112,15821,0.11915,0.16759
1492,1492,2012,3rd Quintile,Rural regions,3 rooms,0.29762,326,15821,0.2713,0.32413
1493,1493,2012,3rd Quintile,Rural regions,4 rooms,0.24998,305,15821,0.22472,0.28044
1494,1494,2012,3rd Quintile,Rural regions,5 rooms,0.1451,230,15821,0.12549,0.16581
1495,1495,2012,3rd Quintile,Rural regions,6 rooms,0.10666,161,15821,0.09038,0.1286
1496,1496,2012,3rd Quintile,Rural regions,7 rooms,0.04133,80,15821,0.0316,0.05261
1497,1497,2012,3rd Quintile,Rural regions,8 rooms,0.01764,34,15821,0.01217,0.02274
1498,1498,2012,4th Quintile,Urban regions,2 rooms,0.14277,190,15821,0.12808,0.16215
1499,1499,2012,4th Quintile,Urban regions,3 rooms,0.32117,520,15821,0.29767,0.34779
1500,1500,2012,4th Quintile,Urban regions,4 rooms,0.23591,437,15821,0.21749,0.25715
1501,1501,2012,4th Quintile,Urban regions,5 rooms,0.16237,364,15821,0.14751,0.1789
1502,1502,2012,4th Quintile,Urban regions,6 rooms,0.0919,245,15821,0.0796,0.10191
1503,1503,2012,4th Quintile,Urban regions,7 rooms,0.03499,97,15821,0.02808,0.04375
1504,1504,2012,4th Quintile,Urban regions,8 rooms,0.01089,33,15821,0.00761,0.01516
1505,1505,2012,4th Quintile,Rural regions,2 rooms,0.09465,73,15821,0.08061,0.10936
1506,1506,2012,4th Quintile,Rural regions,3 rooms,0.24365,218,15821,0.21897,0.27422
1507,1507,2012,4th Quintile,Rural regions,4 rooms,0.25662,255,15821,0.22944,0.28939
1508,1508,2012,4th Quintile,Rural regions,5 rooms,0.18764,214,15821,0.16088,0.21167
1509,1509,2012,4th Quintile,Rural regions,6 rooms,0.11566,135,15821,0.09454,0.1433
1510,1510,2012,4th Quintile,Rural regions,7 rooms,0.06852,92,15821,0.05235,0.0859
1511,1511,2012,4th Quintile,Rural regions,8 rooms,0.03326,43,15821,0.02249,0.04435
1512,1512,2012,5th Quintile,Urban regions,2 rooms,0.10377,148,15821,0.09101,0.11856
1513,1513,2012,5th Quintile,Urban regions,3 rooms,0.24848,459,15821,0.23121,0.2681
1514,1514,2012,5th Quintile,Urban regions,4 rooms,0.2032,489,15821,0.1845,0.22132
1515,1515,2012,5th Quintile,Urban regions,5 rooms,0.19749,498,15821,0.18297,0.21632
1516,1516,2012,5th Quintile,Urban regions,6 rooms,0.11989,350,15821,0.10742,0.13584
1517,1517,2012,5th Quintile,Urban regions,7 rooms,0.06562,186,15821,0.05623,0.07476
1518,1518,2012,5th Quintile,Urban regions,8 rooms,0.03691,101,15821,0.02868,0.04564
1519,1519,2012,5th Quintile,Urban regions,9 rooms,0.01184,52,15821,0.00905,0.01507
1520,1520,2012,5th Quintile,Urban regions,10 or more rooms,0.0128,39,15821,0.00836,0.0178
1521,1521,2012,5th Quintile,Rural regions,3 rooms,0.15636,92,15821,0.13145,0.18403
1522,1522,2012,5th Quintile,Rural regions,4 rooms,0.23392,174,15821,0.20313,0.27084
1523,1523,2012,5th Quintile,Rural regions,5 rooms,0.28785,207,15821,0.2448,0.32609
1524,1524,2012,5th Quintile,Rural regions,6 rooms,0.15998,140,15821,0.13681,0.18445
1525,1525,2012,5th Quintile,Rural regions,7 rooms,0.1023,91,15821,0.08479,0.12159
1526,1526,2012,5th Quintile,Rural regions,8 rooms,0.0596,54,15821,0.04302,0.08124
1527,1527,2013,1st Quintile,Urban regions,1 room,0.1017,180,17427,0.08711,0.1159
1528,1528,2013,1st Quintile,Urban regions,2 rooms,0.35498,619,17427,0.33062,0.38311
1529,1529,2013,1st Quintile,Urban regions,3 rooms,0.36114,1128,17427,0.3376,0.3853
1530,1530,2013,1st Quintile,Urban regions,4 rooms,0.11455,504,17427,0.10195,0.12792
1531,1531,2013,1st Quintile,Urban regions,5 rooms,0.04103,166,17427,0.03356,0.04958
1532,1532,2013,1st Quintile,Urban regions,6 rooms,0.01707,91,17427,0.01226,0.02253
1533,1533,2013,1st Quintile,Urban regions,7 rooms,0.00953,36,17427,0.00622,0.01298
1534,1534,2013,1st Quintile,Rural regions,1 room,0.07187,63,17427,0.05803,0.08507
1535,1535,2013,1st Quintile,Rural regions,2 rooms,0.32602,289,17427,0.29158,0.35725
1536,1536,2013,1st Quintile,Rural regions,3 rooms,0.33496,527,17427,0.29886,0.36512
1537,1537,2013,1st Quintile,Rural regions,4 rooms,0.16218,336,17427,0.13325,0.19506
1538,1538,2013,1st Quintile,Rural regions,5 rooms,0.06482,116,17427,0.04919,0.08329
1539,1539,2013,1st Quintile,Rural regions,6 rooms,0.02963,62,17427,0.01859,0.04006
1540,1540,2013,1st Quintile,Rural regions,7 rooms,0.01052,34,17427,0.00654,0.01448
1541,1541,2013,2nd Quintile,Urban regions,1 room,0.05518,82,17427,0.04363,0.06683
1542,1542,2013,2nd Quintile,Urban regions,2 rooms,0.26367,416,17427,0.24222,0.2883
1543,1543,2013,2nd Quintile,Urban regions,3 rooms,0.36838,904,17427,0.34282,0.39452
1544,1544,2013,2nd Quintile,Urban regions,4 rooms,0.16513,509,17427,0.14862,0.18467
1545,1545,2013,2nd Quintile,Urban regions,5 rooms,0.08416,257,17427,0.07279,0.09807
1546,1546,2013,2nd Quintile,Urban regions,6 rooms,0.03971,113,17427,0.03197,0.05029
1547,1547,2013,2nd Quintile,Urban regions,7 rooms,0.02378,56,17427,0.01667,0.02956
1548,1548,2013,2nd Quintile,Rural regions,2 rooms,0.20403,190,17427,0.17781,0.23107
1549,1549,2013,2nd Quintile,Rural regions,3 rooms,0.36461,463,17427,0.32844,0.40005
1550,1550,2013,2nd Quintile,Rural regions,4 rooms,0.21766,376,17427,0.19047,0.24211
1551,1551,2013,2nd Quintile,Rural regions,5 rooms,0.11926,211,17427,0.10025,0.13935
1552,1552,2013,2nd Quintile,Rural regions,6 rooms,0.05198,101,17427,0.03862,0.06647
1553,1553,2013,2nd Quintile,Rural regions,7 rooms,0.04245,79,17427,0.03007,0.05959
1554,1554,2013,3rd Quintile,Urban regions,2 rooms,0.19642,294,17427,0.17623,0.2165
1555,1555,2013,3rd Quintile,Urban regions,3 rooms,0.34194,692,17427,0.31521,0.37679
1556,1556,2013,3rd Quintile,Urban regions,4 rooms,0.20859,482,17427,0.19025,0.22863
1557,1557,2013,3rd Quintile,Urban regions,5 rooms,0.13466,321,17427,0.11898,0.15239
1558,1558,2013,3rd Quintile,Urban regions,6 rooms,0.08279,205,17427,0.06942,0.09575
1559,1559,2013,3rd Quintile,Urban regions,7 rooms,0.02456,70,17427,0.01918,0.03147
1560,1560,2013,3rd Quintile,Urban regions,8 rooms,0.01105,43,17427,0.00771,0.01447
1561,1561,2013,3rd Quintile,Rural regions,2 rooms,0.11818,111,17427,0.09955,0.13866
1562,1562,2013,3rd Quintile,Rural regions,3 rooms,0.29989,341,17427,0.26798,0.33021
1563,1563,2013,3rd Quintile,Rural regions,4 rooms,0.25178,287,17427,0.22075,0.28371
1564,1564,2013,3rd Quintile,Rural regions,5 rooms,0.17406,230,17427,0.15081,0.19822
1565,1565,2013,3rd Quintile,Rural regions,6 rooms,0.10244,145,17427,0.08166,0.12532
1566,1566,2013,3rd Quintile,Rural regions,7 rooms,0.0326,63,17427,0.02643,0.03973
1567,1567,2013,3rd Quintile,Rural regions,8 rooms,0.02104,35,17427,0.01356,0.03215
1568,1568,2013,4th Quintile,Urban regions,2 rooms,0.16222,241,17427,0.14523,0.17737
1569,1569,2013,4th Quintile,Urban regions,3 rooms,0.30604,558,17427,0.28421,0.33147
1570,1570,2013,4th Quintile,Urban regions,4 rooms,0.21515,457,17427,0.19553,0.23419
1571,1571,2013,4th Quintile,Urban regions,5 rooms,0.17116,390,17427,0.1544,0.18934
1572,1572,2013,4th Quintile,Urban regions,6 rooms,0.08084,225,17427,0.07077,0.09225
1573,1573,2013,4th Quintile,Urban regions,7 rooms,0.04793,117,17427,0.03828,0.05909
1574,1574,2013,4th Quintile,Urban regions,8 rooms,0.01666,45,17427,0.0121,0.02164
1575,1575,2013,4th Quintile,Rural regions,2 rooms,0.1142,76,17427,0.09691,0.13545
1576,1576,2013,4th Quintile,Rural regions,3 rooms,0.22208,190,17427,0.1891,0.24759
1577,1577,2013,4th Quintile,Rural regions,4 rooms,0.23888,259,17427,0.21297,0.26438
1578,1578,2013,4th Quintile,Rural regions,5 rooms,0.21,225,17427,0.18123,0.23803
1579,1579,2013,4th Quintile,Rural regions,6 rooms,0.11743,145,17427,0.09512,0.13899
1580,1580,2013,4th Quintile,Rural regions,7 rooms,0.06273,77,17427,0.04718,0.07709
1581,1581,2013,4th Quintile,Rural regions,8 rooms,0.03468,45,17427,0.02453,0.04649
1582,1582,2013,5th Quintile,Urban regions,2 rooms,0.10179,163,17427,0.08895,0.11503
1583,1583,2013,5th Quintile,Urban regions,3 rooms,0.256,498,17427,0.23643,0.27914
1584,1584,2013,5th Quintile,Urban regions,4 rooms,0.20693,538,17427,0.18785,0.22698
1585,1585,2013,5th Quintile,Urban regions,5 rooms,0.19946,502,17427,0.18284,0.21882
1586,1586,2013,5th Quintile,Urban regions,6 rooms,0.11837,370,17427,0.10603,0.13129
1587,1587,2013,5th Quintile,Urban regions,7 rooms,0.05904,190,17427,0.05094,0.06949
1588,1588,2013,5th Quintile,Urban regions,8 rooms,0.03417,94,17427,0.0275,0.04378
1589,1589,2013,5th Quintile,Urban regions,9 rooms,0.01484,53,17427,0.01044,0.0202
1590,1590,2013,5th Quintile,Urban regions,10 or more rooms,0.0094,32,17427,0.00597,0.01427
1591,1591,2013,5th Quintile,Rural regions,3 rooms,0.15748,99,17427,0.12185,0.19411
1592,1592,2013,5th Quintile,Rural regions,4 rooms,0.22865,165,17427,0.19636,0.25911
1593,1593,2013,5th Quintile,Rural regions,5 rooms,0.26569,174,17427,0.22465,0.3086
1594,1594,2013,5th Quintile,Rural regions,6 rooms,0.19079,144,17427,0.16309,0.22568
1595,1595,2013,5th Quintile,Rural regions,7 rooms,0.09636,81,17427,0.07626,0.11696
1596,1596,2013,5th Quintile,Rural regions,8 rooms,0.06102,47,17427,0.04339,0.08615
1597,1597,2014,1st Quintile,Urban regions,1 room,0.1178,166,15394,0.1029,0.1317
1598,1598,2014,1st Quintile,Urban regions,2 rooms,0.33455,507,15394,0.31108,0.35818
1599,1599,2014,1st Quintile,Urban regions,3 rooms,0.34586,886,15394,0.32044,0.3759
1600,1600,2014,1st Quintile,Urban regions,4 rooms,0.13125,406,15394,0.11324,0.15023
1601,1601,2014,1st Quintile,Urban regions,5 rooms,0.05259,151,15394,0.04195,0.06169
1602,1602,2014,1st Quintile,Urban regions,6 rooms,0.01794,68,15394,0.01316,0.02473
1603,1603,2014,1st Quintile,Rural regions,1 room,0.06595,49,15394,0.05148,0.08205
1604,1604,2014,1st Quintile,Rural regions,2 rooms,0.36265,287,15394,0.32337,0.39775
1605,1605,2014,1st Quintile,Rural regions,3 rooms,0.31516,412,15394,0.28301,0.35182
1606,1606,2014,1st Quintile,Rural regions,4 rooms,0.15276,282,15394,0.12509,0.18082
1607,1607,2014,1st Quintile,Rural regions,5 rooms,0.05895,90,15394,0.04547,0.07533
1608,1608,2014,1st Quintile,Rural regions,6 rooms,0.02866,59,15394,0.02064,0.03673
1609,1609,2014,1st Quintile,Rural regions,7 rooms,0.01589,33,15394,0.00901,0.02617
1610,1610,2014,2nd Quintile,Urban regions,1 room,0.04561,58,15394,0.03745,0.05382
1611,1611,2014,2nd Quintile,Urban regions,2 rooms,0.24423,322,15394,0.2227,0.2685
1612,1612,2014,2nd Quintile,Urban regions,3 rooms,0.37344,766,15394,0.34881,0.40733
1613,1613,2014,2nd Quintile,Urban regions,4 rooms,0.17809,441,15394,0.15923,0.19613
1614,1614,2014,2nd Quintile,Urban regions,5 rooms,0.07897,226,15394,0.06572,0.0924
1615,1615,2014,2nd Quintile,Urban regions,6 rooms,0.05496,135,15394,0.04454,0.07039
1616,1616,2014,2nd Quintile,Urban regions,7 rooms,0.02471,59,15394,0.01745,0.03322
1617,1617,2014,2nd Quintile,Rural regions,2 rooms,0.18155,158,15394,0.15968,0.20401
1618,1618,2014,2nd Quintile,Rural regions,3 rooms,0.37161,443,15394,0.3347,0.40781
1619,1619,2014,2nd Quintile,Rural regions,4 rooms,0.21673,306,15394,0.19166,0.2457
1620,1620,2014,2nd Quintile,Rural regions,5 rooms,0.13277,176,15394,0.1096,0.15616
1621,1621,2014,2nd Quintile,Rural regions,6 rooms,0.05024,82,15394,0.03878,0.06517
1622,1622,2014,2nd Quintile,Rural regions,7 rooms,0.04711,72,15394,0.03328,0.06102
1623,1623,2014,3rd Quintile,Urban regions,2 rooms,0.20481,268,15394,0.18494,0.22494
1624,1624,2014,3rd Quintile,Urban regions,3 rooms,0.33443,623,15394,0.30868,0.35636
1625,1625,2014,3rd Quintile,Urban regions,4 rooms,0.20333,426,15394,0.17921,0.22882
1626,1626,2014,3rd Quintile,Urban regions,5 rooms,0.13157,275,15394,0.11797,0.14763
1627,1627,2014,3rd Quintile,Urban regions,6 rooms,0.07857,158,15394,0.06284,0.09171
1628,1628,2014,3rd Quintile,Urban regions,7 rooms,0.03649,82,15394,0.02767,0.04547
1629,1629,2014,3rd Quintile,Urban regions,8 rooms,0.0108,33,15394,0.00689,0.01433
1630,1630,2014,3rd Quintile,Rural regions,2 rooms,0.10465,94,15394,0.08716,0.12299
1631,1631,2014,3rd Quintile,Rural regions,3 rooms,0.31203,306,15394,0.2765,0.35289
1632,1632,2014,3rd Quintile,Rural regions,4 rooms,0.2485,269,15394,0.21982,0.27707
1633,1633,2014,3rd Quintile,Rural regions,5 rooms,0.15262,215,15394,0.13117,0.17415
1634,1634,2014,3rd Quintile,Rural regions,6 rooms,0.10507,150,15394,0.08549,0.12689
1635,1635,2014,3rd Quintile,Rural regions,7 rooms,0.05475,69,15394,0.04332,0.07037
1636,1636,2014,3rd Quintile,Rural regions,8 rooms,0.02236,37,15394,0.01319,0.03289
1637,1637,2014,4th Quintile,Urban regions,2 rooms,0.16037,217,15394,0.14385,0.17864
1638,1638,2014,4th Quintile,Urban regions,3 rooms,0.32121,548,15394,0.29292,0.34517
1639,1639,2014,4th Quintile,Urban regions,4 rooms,0.222,430,15394,0.20344,0.24367
1640,1640,2014,4th Quintile,Urban regions,5 rooms,0.15265,355,15394,0.1377,0.16656
1641,1641,2014,4th Quintile,Urban regions,6 rooms,0.07946,208,15394,0.06783,0.09095
1642,1642,2014,4th Quintile,Urban regions,7 rooms,0.04165,109,15394,0.03369,0.05127
1643,1643,2014,4th Quintile,Urban regions,8 rooms,0.02265,46,15394,0.01541,0.03117
1644,1644,2014,4th Quintile,Rural regions,2 rooms,0.14173,77,15394,0.11512,0.16382
1645,1645,2014,4th Quintile,Rural regions,3 rooms,0.24889,208,15394,0.21976,0.27519
1646,1646,2014,4th Quintile,Rural regions,4 rooms,0.22371,227,15394,0.191,0.25212
1647,1647,2014,4th Quintile,Rural regions,5 rooms,0.17984,201,15394,0.15315,0.20708
1648,1648,2014,4th Quintile,Rural regions,6 rooms,0.11075,137,15394,0.09458,0.13929
1649,1649,2014,4th Quintile,Rural regions,7 rooms,0.05655,71,15394,0.04465,0.06911
1650,1650,2014,4th Quintile,Rural regions,8 rooms,0.03853,44,15394,0.02057,0.05534
1651,1651,2014,5th Quintile,Urban regions,2 rooms,0.11439,165,15394,0.10011,0.12869
1652,1652,2014,5th Quintile,Urban regions,3 rooms,0.24145,450,15394,0.2203,0.26302
1653,1653,2014,5th Quintile,Urban regions,4 rooms,0.21504,470,15394,0.1961,0.23225
1654,1654,2014,5th Quintile,Urban regions,5 rooms,0.20209,480,15394,0.18283,0.22218
1655,1655,2014,5th Quintile,Urban regions,6 rooms,0.11495,333,15394,0.10478,0.12629
1656,1656,2014,5th Quintile,Urban regions,7 rooms,0.06117,157,15394,0.04953,0.07194
1657,1657,2014,5th Quintile,Urban regions,8 rooms,0.03997,101,15394,0.03199,0.04756
1658,1658,2014,5th Quintile,Urban regions,9 rooms,0.01095,45,15394,0.00834,0.01401
1659,1659,2014,5th Quintile,Rural regions,3 rooms,0.18661,95,15394,0.1508,0.22083
1660,1660,2014,5th Quintile,Rural regions,4 rooms,0.23218,157,15394,0.18966,0.27844
1661,1661,2014,5th Quintile,Rural regions,5 rooms,0.28621,170,15394,0.24066,0.33052
1662,1662,2014,5th Quintile,Rural regions,6 rooms,0.15879,125,15394,0.13276,0.18517
1663,1663,2014,5th Quintile,Rural regions,7 rooms,0.08442,77,15394,0.064,0.10377
1664,1664,2014,5th Quintile,Rural regions,8 rooms,0.05179,46,15394,0.03362,0.06827
1665,1665,2015,1st Quintile,Urban regions,1 room,0.12612,207,15244,0.11117,0.14384
1666,1666,2015,1st Quintile,Urban regions,2 rooms,0.3324,555,15244,0.30835,0.36364
1667,1667,2015,1st Quintile,Urban regions,3 rooms,0.32661,892,15244,0.30219,0.3556
1668,1668,2015,1st Quintile,Urban regions,4 rooms,0.11967,368,15244,0.10278,0.13589
1669,1669,2015,1st Quintile,Urban regions,5 rooms,0.06179,160,15244,0.05066,0.07187
1670,1670,2015,1st Quintile,Urban regions,6 rooms,0.0185,72,15244,0.0132,0.02634
1671,1671,2015,1st Quintile,Urban regions,7 rooms,0.01492,39,15244,0.00961,0.02063
1672,1672,2015,1st Quintile,Rural regions,1 room,0.07157,55,15244,0.05325,0.09503
1673,1673,2015,1st Quintile,Rural regions,2 rooms,0.35605,269,15244,0.32291,0.39278
1674,1674,2015,1st Quintile,Rural regions,3 rooms,0.33766,427,15244,0.2989,0.37488
1675,1675,2015,1st Quintile,Rural regions,4 rooms,0.15825,279,15244,0.13462,0.17944
1676,1676,2015,1st Quintile,Rural regions,5 rooms,0.06016,97,15244,0.04488,0.07686
1677,1677,2015,1st Quintile,Rural regions,6 rooms,0.01632,49,15244,0.01248,0.02141
1678,1678,2015,2nd Quintile,Urban regions,1 room,0.0332,61,15244,0.02667,0.0405
1679,1679,2015,2nd Quintile,Urban regions,2 rooms,0.26901,393,15244,0.24576,0.29061
1680,1680,2015,2nd Quintile,Urban regions,3 rooms,0.36328,784,15244,0.3344,0.39537
1681,1681,2015,2nd Quintile,Urban regions,4 rooms,0.17732,414,15244,0.15867,0.19719
1682,1682,2015,2nd Quintile,Urban regions,5 rooms,0.07566,199,15244,0.06461,0.08848
1683,1683,2015,2nd Quintile,Urban regions,6 rooms,0.05366,117,15244,0.04155,0.06497
1684,1684,2015,2nd Quintile,Urban regions,7 rooms,0.02787,54,15244,0.0208,0.03779
1685,1685,2015,2nd Quintile,Rural regions,2 rooms,0.20493,188,15244,0.17907,0.2369
1686,1686,2015,2nd Quintile,Rural regions,3 rooms,0.38464,454,15244,0.35244,0.41292
1687,1687,2015,2nd Quintile,Rural regions,4 rooms,0.21848,305,15244,0.18819,0.24751
1688,1688,2015,2nd Quintile,Rural regions,5 rooms,0.09452,155,15244,0.07834,0.10788
1689,1689,2015,2nd Quintile,Rural regions,6 rooms,0.06875,101,15244,0.05294,0.08661
1690,1690,2015,2nd Quintile,Rural regions,7 rooms,0.02868,65,15244,0.02041,0.03813
1691,1691,2015,3rd Quintile,Urban regions,1 room,0.02686,38,15244,0.01806,0.03588
1692,1692,2015,3rd Quintile,Urban regions,2 rooms,0.19275,288,15244,0.16999,0.21387
1693,1693,2015,3rd Quintile,Urban regions,3 rooms,0.3536,635,15244,0.32343,0.38405
1694,1694,2015,3rd Quintile,Urban regions,4 rooms,0.1933,413,15244,0.17567,0.21438
1695,1695,2015,3rd Quintile,Urban regions,5 rooms,0.13231,276,15244,0.11611,0.14677
1696,1696,2015,3rd Quintile,Urban regions,6 rooms,0.07281,155,15244,0.05991,0.08459
1697,1697,2015,3rd Quintile,Urban regions,7 rooms,0.02836,69,15244,0.01976,0.03929
1698,1698,2015,3rd Quintile,Rural regions,2 rooms,0.13595,110,15244,0.10799,0.16745
1699,1699,2015,3rd Quintile,Rural regions,3 rooms,0.32011,302,15244,0.28581,0.35265
1700,1700,2015,3rd Quintile,Rural regions,4 rooms,0.22004,233,15244,0.18994,0.25144
1701,1701,2015,3rd Quintile,Rural regions,5 rooms,0.16312,197,15244,0.13719,0.19173
1702,1702,2015,3rd Quintile,Rural regions,6 rooms,0.10364,138,15244,0.0846,0.1256
1703,1703,2015,3rd Quintile,Rural regions,7 rooms,0.05714,69,15244,0.04065,0.07393
1704,1704,2015,4th Quintile,Urban regions,2 rooms,0.16867,229,15244,0.14972,0.18572
1705,1705,2015,4th Quintile,Urban regions,3 rooms,0.31873,526,15244,0.29335,0.34232
1706,1706,2015,4th Quintile,Urban regions,4 rooms,0.21427,377,15244,0.19016,0.23594
1707,1707,2015,4th Quintile,Urban regions,5 rooms,0.16389,338,15244,0.14803,0.17893
1708,1708,2015,4th Quintile,Urban regions,6 rooms,0.0745,204,15244,0.06439,0.08533
1709,1709,2015,4th Quintile,Urban regions,7 rooms,0.04715,98,15244,0.03592,0.05793
1710,1710,2015,4th Quintile,Urban regions,8 rooms,0.0128,43,15244,0.00768,0.01852
1711,1711,2015,4th Quintile,Rural regions,2 rooms,0.10545,62,15244,0.08317,0.12927
1712,1712,2015,4th Quintile,Rural regions,3 rooms,0.22248,182,15244,0.19052,0.25814
1713,1713,2015,4th Quintile,Rural regions,4 rooms,0.25869,217,15244,0.22329,0.29414
1714,1714,2015,4th Quintile,Rural regions,5 rooms,0.21331,217,15244,0.18695,0.24515
1715,1715,2015,4th Quintile,Rural regions,6 rooms,0.13998,142,15244,0.1142,0.16763
1716,1716,2015,4th Quintile,Rural regions,7 rooms,0.06009,71,15244,0.04584,0.07354
1717,1717,2015,5th Quintile,Urban regions,2 rooms,0.09277,155,15244,0.07897,0.10569
1718,1718,2015,5th Quintile,Urban regions,3 rooms,0.2408,450,15244,0.22009,0.26196
1719,1719,2015,5th Quintile,Urban regions,4 rooms,0.22057,470,15244,0.20077,0.24366
1720,1720,2015,5th Quintile,Urban regions,5 rooms,0.20069,465,15244,0.18054,0.22334
1721,1721,2015,5th Quintile,Urban regions,6 rooms,0.13257,338,15244,0.11686,0.14791
1722,1722,2015,5th Quintile,Urban regions,7 rooms,0.05491,142,15244,0.04571,0.06532
1723,1723,2015,5th Quintile,Urban regions,8 rooms,0.04323,103,15244,0.03596,0.05517
1724,1724,2015,5th Quintile,Urban regions,9 rooms,0.01446,49,15244,0.01056,0.0199
1725,1725,2015,5th Quintile,Rural regions,3 rooms,0.18786,113,15244,0.15525,0.22214
1726,1726,2015,5th Quintile,Rural regions,4 rooms,0.19885,139,15244,0.16251,0.23353
1727,1727,2015,5th Quintile,Rural regions,5 rooms,0.26961,171,15244,0.22646,0.3129
1728,1728,2015,5th Quintile,Rural regions,6 rooms,0.18566,137,15244,0.15752,0.2201
1729,1729,2015,5th Quintile,Rural regions,7 rooms,0.09734,74,15244,0.07376,0.12086
1730,1730,2015,5th Quintile,Rural regions,8 rooms,0.06068,50,15244,0.0429,0.08102
1731,1731,2016,1st Quintile,Urban regions,1 room,0.12437,327,16030,0.10427,0.14483
1732,1732,2016,1st Quintile,Urban regions,2 rooms,0.36836,822,16030,0.32866,0.40543
1733,1733,2016,1st Quintile,Urban regions,3 rooms,0.32519,1297,16030,0.293,0.3622
1734,1734,2016,1st Quintile,Urban regions,4 rooms,0.11292,618,16030,0.0979,0.12957
1735,1735,2016,1st Quintile,Urban regions,5 rooms,0.05004,209,16030,0.04032,0.06252
1736,1736,2016,1st Quintile,Urban regions,6 rooms,0.01159,81,16030,0.00782,0.01562
1737,1737,2016,1st Quintile,Urban regions,7 rooms,0.00752,33,16030,0.00435,0.01125
1738,1738,2016,1st Quintile,Rural regions,1 room,0.08322,103,16030,0.06108,0.10878
1739,1739,2016,1st Quintile,Rural regions,2 rooms,0.31405,379,16030,0.26992,0.36146
1740,1740,2016,1st Quintile,Rural regions,3 rooms,0.33575,661,16030,0.29139,0.38029
1741,1741,2016,1st Quintile,Rural regions,4 rooms,0.1764,401,16030,0.14959,0.20719
1742,1742,2016,1st Quintile,Rural regions,5 rooms,0.0444,115,16030,0.03349,0.06183
1743,1743,2016,1st Quintile,Rural regions,6 rooms,0.02624,52,16030,0.01475,0.03886
1744,1744,2016,1st Quintile,Rural regions,7 rooms,0.01993,37,16030,0.01363,0.02804
1745,1745,2016,2nd Quintile,Urban regions,1 room,0.04122,56,16030,0.03255,0.05157
1746,1746,2016,2nd Quintile,Urban regions,2 rooms,0.24626,335,16030,0.22231,0.26826
1747,1747,2016,2nd Quintile,Urban regions,3 rooms,0.39373,746,16030,0.35396,0.42276
1748,1748,2016,2nd Quintile,Urban regions,4 rooms,0.16628,376,16030,0.14812,0.18923
1749,1749,2016,2nd Quintile,Urban regions,5 rooms,0.0893,207,16030,0.07733,0.1023
1750,1750,2016,2nd Quintile,Urban regions,6 rooms,0.04028,101,16030,0.02925,0.0504
1751,1751,2016,2nd Quintile,Urban regions,7 rooms,0.02294,44,16030,0.01524,0.03253
1752,1752,2016,2nd Quintile,Rural regions,2 rooms,0.20466,178,16030,0.17321,0.23154
1753,1753,2016,2nd Quintile,Rural regions,3 rooms,0.3727,383,16030,0.33894,0.4089
1754,1754,2016,2nd Quintile,Rural regions,4 rooms,0.20819,265,16030,0.18045,0.23623
1755,1755,2016,2nd Quintile,Rural regions,5 rooms,0.12117,163,16030,0.09846,0.14704
1756,1756,2016,2nd Quintile,Rural regions,6 rooms,0.05579,95,16030,0.04604,0.06733
1757,1757,2016,2nd Quintile,Rural regions,7 rooms,0.0375,57,16030,0.02835,0.04955
1758,1758,2016,3rd Quintile,Urban regions,1 room,0.02513,37,16030,0.01845,0.0338
1759,1759,2016,3rd Quintile,Urban regions,2 rooms,0.19009,251,16030,0.16874,0.21333
1760,1760,2016,3rd Quintile,Urban regions,3 rooms,0.32716,528,16030,0.2993,0.35541
1761,1761,2016,3rd Quintile,Urban regions,4 rooms,0.21133,385,16030,0.18575,0.2312
1762,1762,2016,3rd Quintile,Urban regions,5 rooms,0.13355,235,16030,0.1164,0.14883
1763,1763,2016,3rd Quintile,Urban regions,6 rooms,0.08009,153,16030,0.06865,0.0945
1764,1764,2016,3rd Quintile,Urban regions,7 rooms,0.03266,74,16030,0.0231,0.04296
1765,1765,2016,3rd Quintile,Rural regions,2 rooms,0.10399,92,16030,0.08644,0.12264
1766,1766,2016,3rd Quintile,Rural regions,3 rooms,0.30496,283,16030,0.27217,0.34031
1767,1767,2016,3rd Quintile,Rural regions,4 rooms,0.24459,230,16030,0.21219,0.2821
1768,1768,2016,3rd Quintile,Rural regions,5 rooms,0.14253,174,16030,0.12107,0.16359
1769,1769,2016,3rd Quintile,Rural regions,6 rooms,0.1167,138,16030,0.09373,0.14052
