year,rentown,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Tenant,West,6 rooms,0.01954,178,6058,0.01605,0.02302
2016,Tenant,West,7 rooms,0.01030,90,6058,0.00775,0.01284
2016,Tenant,West,8 rooms,0.00576,43,6058,0.00385,0.00766
2016,Tenant,East,1 room,0.07809,99,1876,0.06594,0.09023
2016,Tenant,East,2 rooms,0.36915,484,1876,0.34730,0.39099
2016,Tenant,East,3 rooms,0.40366,847,1876,0.38145,0.42587
2016,Tenant,East,4 rooms,0.10605,358,1876,0.09211,0.11999
2016,Tenant,East,5 rooms,0.02844,88,1876,0.02091,0.03596
2017,Not included in this version of the questionnaire,West,1 room,0.15518,70,692,0.12819,0.18218
2017,Not included in this version of the questionnaire,West,2 rooms,0.29804,182,692,0.26394,0.33215
2017,Not included in this version of the questionnaire,West,3 rooms,0.37516,279,692,0.33906,0.41126
2017,Not included in this version of the questionnaire,West,4 rooms,0.12762,125,692,0.10274,0.15250
2017,Not included in this version of the questionnaire,West,5 rooms,0.03133,36,692,0.01834,0.04432
2017,Owner,West,2 rooms,0.04869,172,5738,0.04312,0.05426
2017,Owner,West,3 rooms,0.17966,719,5738,0.16973,0.18959
2017,Owner,West,4 rooms,0.22999,1206,5738,0.21910,0.24088
2017,Owner,West,5 rooms,0.23503,1434,5738,0.22406,0.24601
2017,Owner,West,6 rooms,0.15670,1078,5738,0.14729,0.16611
2017,Owner,West,7 rooms,0.08132,596,5738,0.07425,0.08839
2017,Owner,West,8 rooms,0.03620,294,5738,0.03137,0.04104
2017,Owner,West,9 rooms,0.01241,129,5738,0.00955,0.01528
2017,Owner,West,10 or more rooms,0.01473,110,5738,0.01161,0.01785
2017,Owner,East,2 rooms,0.05118,44,1271,0.03906,0.06331
2017,Owner,East,3 rooms,0.23365,240,1271,0.21037,0.25692
2017,Owner,East,4 rooms,0.30314,397,1271,0.27786,0.32842
2017,Owner,East,5 rooms,0.23536,330,1271,0.21203,0.25869
2017,Owner,East,6 rooms,0.11745,194,1271,0.09974,0.13515
2017,Owner,East,7 rooms,0.03372,66,1271,0.02379,0.04365
2017,Tenant,West,1 room,0.07113,446,7984,0.06549,0.07677
2017,Tenant,West,2 rooms,0.29630,1758,7984,0.28628,0.30632
2017,Tenant,West,3 rooms,0.39012,3158,7984,0.37942,0.40082
2017,Tenant,West,4 rooms,0.15105,1622,7984,0.14319,0.15890
2017,Tenant,West,5 rooms,0.05818,614,7984,0.05305,0.06332
2017,Tenant,West,6 rooms,0.01921,241,7984,0.01620,0.02222
2017,Tenant,West,7 rooms,0.00767,100,7984,0.00576,0.00958
2017,Tenant,West,8 rooms,0.00442,45,7984,0.00297,0.00588
2017,Tenant,East,1 room,0.08528,147,2391,0.07408,0.09648
2017,Tenant,East,2 rooms,0.36581,567,2391,0.34650,0.38512
2017,Tenant,East,3 rooms,0.39783,1057,2391,0.37820,0.41745
2017,Tenant,East,4 rooms,0.10676,473,2391,0.09438,0.11914
2017,Tenant,East,5 rooms,0.03063,116,2391,0.02373,0.03754
2017,Tenant,East,6 rooms,0.00988,31,2391,0.00592,0.01385
2018,Owner,West,2 rooms,0.05469,184,5491,0.04868,0.06071
2018,Owner,West,3 rooms,0.17542,686,5491,0.16536,0.18548
2018,Owner,West,4 rooms,0.22726,1188,5491,0.21617,0.23835
2018,Owner,West,5 rooms,0.22846,1346,5491,0.21735,0.23956
2018,Owner,West,6 rooms,0.16546,1029,5491,0.15563,0.17529
2018,Owner,West,7 rooms,0.08050,562,5491,0.07331,0.08770
2018,Owner,West,8 rooms,0.03221,260,5491,0.02754,0.03688
2018,Owner,West,9 rooms,0.01542,126,5491,0.01216,0.01868
2018,Owner,West,10 or more rooms,0.01509,110,5491,0.01187,0.01832
2018,Owner,East,2 rooms,0.05528,40,1233,0.04251,0.06804
2018,Owner,East,3 rooms,0.23564,227,1233,0.21194,0.25933
2018,Owner,East,4 rooms,0.28336,371,1233,0.25819,0.30852
2018,Owner,East,5 rooms,0.24306,315,1233,0.21911,0.26701
2018,Owner,East,6 rooms,0.10328,178,1233,0.08629,0.12027
2018,Owner,East,7 rooms,0.04457,69,1233,0.03305,0.05609
2018,Owner,East,8 rooms,0.02487,33,1233,0.01617,0.03357
2018,Tenant,West,1 room,0.07418,552,8563,0.06863,0.07974
2018,Tenant,West,2 rooms,0.30012,2005,8563,0.29041,0.30983
2018,Tenant,West,3 rooms,0.37224,3279,8563,0.36200,0.38248
2018,Tenant,West,4 rooms,0.16513,1752,8563,0.15727,0.17300
2018,Tenant,West,5 rooms,0.05579,625,8563,0.05093,0.06065
2018,Tenant,West,6 rooms,0.01953,224,8563,0.01660,0.02247
2018,Tenant,West,7 rooms,0.00752,87,8563,0.00569,0.00935
2018,Tenant,West,8 rooms,0.00355,39,8563,0.00229,0.00482
2018,Tenant,East,1 room,0.08371,182,2504,0.07286,0.09456
2018,Tenant,East,2 rooms,0.36161,611,2504,0.34279,0.38044
2018,Tenant,East,3 rooms,0.40318,1095,2504,0.38396,0.42240
2018,Tenant,East,4 rooms,0.11032,467,2504,0.09804,0.12259
2018,Tenant,East,5 rooms,0.02805,111,2504,0.02158,0.03451
2018,Tenant,East,6 rooms,0.00851,38,2504,0.00491,0.01211
2019,Owner,West,2 rooms,0.05540,197,6311,0.04976,0.06105
2019,Owner,West,3 rooms,0.17756,736,6311,0.16813,0.18699
2019,Owner,West,4 rooms,0.22100,1277,6311,0.21076,0.23123
2019,Owner,West,5 rooms,0.23384,1524,6311,0.22340,0.24428
2019,Owner,West,6 rooms,0.15980,1173,6311,0.15076,0.16884
2019,Owner,West,7 rooms,0.08517,698,6311,0.07828,0.09205
2019,Owner,West,8 rooms,0.03593,359,6311,0.03134,0.04052
2019,Owner,West,9 rooms,0.01583,177,6311,0.01275,0.01891
2019,Owner,West,10 or more rooms,0.01244,170,6311,0.00971,0.01518
2019,Owner,East,2 rooms,0.05872,48,1498,0.04681,0.07063
2019,Owner,East,3 rooms,0.20834,241,1498,0.18776,0.22891
2019,Owner,East,4 rooms,0.31204,450,1498,0.28857,0.33551
2019,Owner,East,5 rooms,0.23037,382,1498,0.20904,0.25170
2019,Owner,East,6 rooms,0.10823,228,1498,0.09250,0.12397
2019,Owner,East,7 rooms,0.04239,92,1498,0.03218,0.05259
2019,Owner,East,8 rooms,0.02980,57,1498,0.02118,0.03841
2019,Tenant,West,1 room,0.06992,520,8105,0.06437,0.07547
2019,Tenant,West,2 rooms,0.30059,1878,8105,0.29061,0.31057
2019,Tenant,West,3 rooms,0.37365,3077,8105,0.36312,0.38419
2019,Tenant,West,4 rooms,0.15810,1623,8105,0.15015,0.16604
2019,Tenant,West,5 rooms,0.06123,636,8105,0.05601,0.06645
2019,Tenant,West,6 rooms,0.02085,231,8105,0.01774,0.02396
2019,Tenant,West,7 rooms,0.00848,94,8105,0.00649,0.01048
2019,Tenant,West,8 rooms,0.00414,46,8105,0.00274,0.00553
2019,Tenant,East,1 room,0.06746,129,2343,0.05730,0.07762
2019,Tenant,East,2 rooms,0.37401,582,2343,0.35441,0.39361
2019,Tenant,East,3 rooms,0.40894,1022,2343,0.38902,0.42885
2019,Tenant,East,4 rooms,0.11060,461,2343,0.09790,0.12330
2019,Tenant,East,5 rooms,0.02836,105,2343,0.02164,0.03508
2019,Tenant,East,6 rooms,0.00845,44,2343,0.00474,0.01215
2020,Owner,West,2 rooms,0.05369,176,5621,0.04779,0.05958
2020,Owner,West,3 rooms,0.15675,653,5621,0.14724,0.16625
2020,Owner,West,4 rooms,0.22091,1131,5621,0.21006,0.23176
2020,Owner,West,5 rooms,0.22842,1335,5621,0.21744,0.23940
2020,Owner,West,6 rooms,0.17421,1081,5621,0.16429,0.18412
2020,Owner,West,7 rooms,0.08501,605,5621,0.07772,0.09231
2020,Owner,West,8 rooms,0.04394,348,5621,0.03859,0.04930
2020,Owner,West,9 rooms,0.01740,144,5621,0.01398,0.02082
2020,Owner,West,10 or more rooms,0.01614,148,5621,0.01285,0.01943
2020,Owner,East,2 rooms,0.05027,43,1325,0.03850,0.06204
2020,Owner,East,3 rooms,0.21054,219,1325,0.18858,0.23250
2020,Owner,East,4 rooms,0.30064,394,1325,0.27594,0.32534
2020,Owner,East,5 rooms,0.20985,319,1325,0.18792,0.23178
2020,Owner,East,6 rooms,0.13915,205,1325,0.12051,0.15780
2020,Owner,East,7 rooms,0.04932,86,1325,0.03765,0.06098
2020,Owner,East,8 rooms,0.02850,59,1325,0.01954,0.03747
2020,Tenant,West,1 room,0.06477,876,9822,0.05990,0.06964
2020,Tenant,West,2 rooms,0.29903,2548,9822,0.28998,0.30809
2020,Tenant,West,3 rooms,0.36970,3658,9822,0.36015,0.37925
2020,Tenant,West,4 rooms,0.16286,1752,9822,0.15556,0.17016
2020,Tenant,West,5 rooms,0.06699,625,9822,0.06204,0.07193
2020,Tenant,West,6 rooms,0.02114,224,9822,0.01829,0.02398
2020,Tenant,West,7 rooms,0.00821,86,9822,0.00642,0.00999
2020,Tenant,West,8 rooms,0.00450,53,9822,0.00317,0.00582
2020,Tenant,East,1 room,0.06621,178,2461,0.05639,0.07604
2020,Tenant,East,2 rooms,0.35573,635,2461,0.33682,0.37465
2020,Tenant,East,3 rooms,0.41332,1058,2461,0.39386,0.43278
2020,Tenant,East,4 rooms,0.11896,448,2461,0.10617,0.13176
2020,Tenant,East,5 rooms,0.02566,96,2461,0.01941,0.03191
2020,Tenant,East,6 rooms,0.01653,46,2461,0.01150,0.02157
2021,Owner,West,2 rooms,0.06342,151,4132,0.05599,0.07085
2021,Owner,West,3 rooms,0.17641,520,4132,0.16479,0.18804
2021,Owner,West,4 rooms,0.21263,809,4132,0.20015,0.22510
2021,Owner,West,5 rooms,0.22289,955,4132,0.21020,0.23558
2021,Owner,West,6 rooms,0.16446,793,4132,0.15316,0.17577
2021,Owner,West,7 rooms,0.07623,423,4132,0.06814,0.08433
2021,Owner,West,8 rooms,0.04244,257,4132,0.03629,0.04859
2021,Owner,West,9 rooms,0.02015,125,4132,0.01586,0.02443
2021,Owner,West,10 or more rooms,0.01498,99,4132,0.01128,0.01868
2021,Owner,East,2 rooms,0.04775,37,928,0.03403,0.06148
2021,Owner,East,3 rooms,0.18213,136,928,0.15728,0.20697
2021,Owner,East,4 rooms,0.28918,279,928,0.25999,0.31837
2021,Owner,East,5 rooms,0.23908,229,928,0.21162,0.26653
2021,Owner,East,6 rooms,0.14762,151,928,0.12479,0.17046
2021,Owner,East,7 rooms,0.04359,55,928,0.03044,0.05673
2021,Owner,East,8 rooms,0.04006,41,928,0.02743,0.05268
2021,Tenant,West,1 room,0.06544,447,5811,0.05908,0.07180
2021,Tenant,West,2 rooms,0.29983,1438,5811,0.28805,0.31162
2021,Tenant,West,3 rooms,0.37478,2171,5811,0.36233,0.38723
2021,Tenant,West,4 rooms,0.15406,1085,5811,0.14478,0.16335
2021,Tenant,West,5 rooms,0.06718,423,5811,0.06075,0.07362
2021,Tenant,West,6 rooms,0.02030,143,5811,0.01667,0.02392
2021,Tenant,West,7 rooms,0.01248,72,5811,0.00963,0.01534
2021,Tenant,West,8 rooms,0.00466,32,5811,0.00291,0.00641
2021,Tenant,East,1 room,0.06987,115,1616,0.05744,0.08231
2021,Tenant,East,2 rooms,0.33953,409,1616,0.31643,0.36263
2021,Tenant,East,3 rooms,0.40188,676,1616,0.37797,0.42580
2021,Tenant,East,4 rooms,0.13517,316,1616,0.11849,0.15184
2021,Tenant,East,5 rooms,0.03291,69,1616,0.02421,0.04161
2021,Tenant,East,6 rooms,0.01596,31,1616,0.00985,0.02207
2022,Owner,West,2 rooms,0.05420,216,6293,0.04860,0.05979
2022,Owner,West,3 rooms,0.19026,828,6293,0.18056,0.19996
2022,Owner,West,4 rooms,0.22428,1285,6293,0.21397,0.23458
2022,Owner,West,5 rooms,0.21742,1466,6293,0.20723,0.22761
2022,Owner,West,6 rooms,0.15271,1120,6293,0.14382,0.16160
2022,Owner,West,7 rooms,0.08304,677,6293,0.07622,0.08986
2022,Owner,West,8 rooms,0.04070,378,6293,0.03582,0.04558
2022,Owner,West,9 rooms,0.01558,164,6293,0.01252,0.01864
2022,Owner,West,10 or more rooms,0.01647,159,6293,0.01333,0.01962
2022,Owner,East,2 rooms,0.04710,43,1511,0.03642,0.05779
2022,Owner,East,3 rooms,0.20086,240,1511,0.18065,0.22107
2022,Owner,East,4 rooms,0.30307,446,1511,0.27989,0.32625
2022,Owner,East,5 rooms,0.24080,402,1511,0.21924,0.26237
2022,Owner,East,6 rooms,0.12825,211,1511,0.11139,0.14512
2022,Owner,East,7 rooms,0.04320,103,1511,0.03295,0.05346
2022,Owner,East,8 rooms,0.02737,66,1511,0.01914,0.03560
2022,Tenant,West,1 room,0.07042,922,9691,0.06532,0.07551
2022,Tenant,West,2 rooms,0.27917,2548,9691,0.27024,0.28810
2022,Tenant,West,3 rooms,0.37543,3415,9691,0.36579,0.38507
2022,Tenant,West,4 rooms,0.16254,1653,9691,0.15520,0.16989
2022,Tenant,West,5 rooms,0.06825,662,9691,0.06323,0.07327
2022,Tenant,West,6 rooms,0.02463,274,9691,0.02155,0.02772
2022,Tenant,West,7 rooms,0.01084,125,9691,0.00877,0.01290
2022,Tenant,West,8 rooms,0.00394,54,9691,0.00269,0.00518
2022,Tenant,West,10 or more rooms,0.00246,38,9691,0.00147,0.00344
2022,Tenant,East,1 room,0.07535,242,2800,0.06557,0.08513
2022,Tenant,East,2 rooms,0.33572,751,2800,0.31822,0.35321
2022,Tenant,East,3 rooms,0.38757,1092,2800,0.36952,0.40562
2022,Tenant,East,4 rooms,0.14885,538,2800,0.13567,0.16204
2022,Tenant,East,5 rooms,0.03231,129,2800,0.02576,0.03886
2022,Tenant,East,6 rooms,0.01449,48,2800,0.01006,0.01891
