,Unnamed: 0,year,bula_h,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1347,1347,2006,Saxony,3 rooms,0.39157,310,11580,0.36119,0.4235
1348,1348,2006,Saxony,4 rooms,0.16172,173,11580,0.1443,0.17759
1349,1349,2006,Saxony,5 rooms,0.10991,101,11580,0.08824,0.13144
1350,1350,2006,Saxony,6 rooms,0.02718,36,11580,0.02165,0.03421
1351,1351,2006,Saxony-Anhalt,2 rooms,0.28884,89,11580,0.24689,0.33419
1352,1352,2006,Saxony-Anhalt,3 rooms,0.3602,160,11580,0.32574,0.39359
1353,1353,2006,Saxony-Anhalt,4 rooms,0.23836,126,11580,0.21035,0.26303
1354,1354,2006,Saxony-Anhalt,5 rooms,0.11259,60,11580,0.08903,0.1535
1355,1355,2006,Thuringa,2 rooms,0.30469,106,11580,0.27051,0.33927
1356,1356,2006,Thuringa,3 rooms,0.34823,154,11580,0.30397,0.3944
1357,1357,2006,Thuringa,4 rooms,0.20482,117,11580,0.17645,0.23227
1358,1358,2006,Thuringa,5 rooms,0.10342,64,11580,0.08285,0.1304
1359,1359,2006,Thuringa,6 rooms,0.03884,35,11580,0.03079,0.04946
1360,1360,2007,Schleswig-Holstein,2 rooms,0.20775,53,10728,0.17922,0.23917
1361,1361,2007,Schleswig-Holstein,3 rooms,0.35661,94,10728,0.32152,0.40362
1362,1362,2007,Schleswig-Holstein,4 rooms,0.2336,78,10728,0.19765,0.2709
1363,1363,2007,Schleswig-Holstein,5 rooms,0.20203,71,10728,0.16336,0.23577
1364,1364,2007,Hamburg,2 rooms,0.43572,55,10728,0.36588,0.49177
1365,1365,2007,Hamburg,3 rooms,0.42882,62,10728,0.36518,0.48794
1366,1366,2007,Hamburg,4 rooms,0.13547,31,10728,0.10397,0.16628
1367,1367,2007,Lower Saxony,2 rooms,0.13716,97,10728,0.11774,0.15893
1368,1368,2007,Lower Saxony,3 rooms,0.28311,236,10728,0.25786,0.30577
1369,1369,2007,Lower Saxony,4 rooms,0.23249,234,10728,0.21065,0.25528
1370,1370,2007,Lower Saxony,5 rooms,0.16117,160,10728,0.14321,0.17841
1371,1371,2007,Lower Saxony,6 rooms,0.09705,113,10728,0.08313,0.11212
1372,1372,2007,Lower Saxony,7 rooms,0.06155,77,10728,0.0495,0.07275
1373,1373,2007,Lower Saxony,8 rooms,0.02747,43,10728,0.02177,0.03363
1374,1374,2007,Bremen,3 rooms,1.0,36,10728,0.75299,1.22589
1375,1375,2007,North Rhine-Westphalia,1 room,0.03012,53,10728,0.02514,0.03458
1376,1376,2007,North Rhine-Westphalia,2 rooms,0.19751,348,10728,0.18286,0.21197
1377,1377,2007,North Rhine-Westphalia,3 rooms,0.33385,701,10728,0.31749,0.35055
1378,1378,2007,North Rhine-Westphalia,4 rooms,0.19429,488,10728,0.17984,0.20785
1379,1379,2007,North Rhine-Westphalia,5 rooms,0.12978,358,10728,0.11976,0.14044
1380,1380,2007,North Rhine-Westphalia,6 rooms,0.0735,209,10728,0.06463,0.0808
1381,1381,2007,North Rhine-Westphalia,7 rooms,0.0281,109,10728,0.02406,0.03319
1382,1382,2007,North Rhine-Westphalia,8 rooms,0.01286,42,10728,0.01048,0.01553
1383,1383,2007,Hesse,2 rooms,0.23621,118,10728,0.21266,0.26289
1384,1384,2007,Hesse,3 rooms,0.27891,200,10728,0.25051,0.31113
1385,1385,2007,Hesse,4 rooms,0.21669,164,10728,0.19217,0.24141
1386,1386,2007,Hesse,5 rooms,0.15312,134,10728,0.13338,0.17355
1387,1387,2007,Hesse,6 rooms,0.08669,76,10728,0.07182,0.10385
1388,1388,2007,Hesse,7 rooms,0.02837,32,10728,0.0199,0.03987
1389,1389,2007,"Rhineland-Palatinate, Saarland",2 rooms,0.19402,89,10728,0.16973,0.21813
1390,1390,2007,"Rhineland-Palatinate, Saarland",3 rooms,0.25905,142,10728,0.23064,0.28198
1391,1391,2007,"Rhineland-Palatinate, Saarland",4 rooms,0.18332,121,10728,0.16399,0.20489
1392,1392,2007,"Rhineland-Palatinate, Saarland",5 rooms,0.17809,118,10728,0.15633,0.20004
1393,1393,2007,"Rhineland-Palatinate, Saarland",6 rooms,0.13143,96,10728,0.11058,0.15208
1394,1394,2007,"Rhineland-Palatinate, Saarland",7 rooms,0.0541,45,10728,0.04113,0.07104
1395,1395,2007,Baden-Wuerttemberg,1 room,0.03478,34,10728,0.02865,0.04244
1396,1396,2007,Baden-Wuerttemberg,2 rooms,0.15367,175,10728,0.13538,0.1717
1397,1397,2007,Baden-Wuerttemberg,3 rooms,0.30796,362,10728,0.28769,0.32967
1398,1398,2007,Baden-Wuerttemberg,4 rooms,0.22576,304,10728,0.20541,0.24337
1399,1399,2007,Baden-Wuerttemberg,5 rooms,0.12291,200,10728,0.10862,0.13635
1400,1400,2007,Baden-Wuerttemberg,6 rooms,0.09494,144,10728,0.08272,0.10927
1401,1401,2007,Baden-Wuerttemberg,7 rooms,0.04455,79,10728,0.03354,0.05532
1402,1402,2007,Baden-Wuerttemberg,8 rooms,0.01543,34,10728,0.01203,0.02035
1403,1403,2007,Bavaria,1 room,0.03681,46,10728,0.03019,0.04368
1404,1404,2007,Bavaria,2 rooms,0.19251,223,10728,0.17967,0.20408
1405,1405,2007,Bavaria,3 rooms,0.2693,396,10728,0.25155,0.28784
1406,1406,2007,Bavaria,4 rooms,0.19957,320,10728,0.17981,0.21673
1407,1407,2007,Bavaria,5 rooms,0.14821,281,10728,0.13492,0.16347
1408,1408,2007,Bavaria,6 rooms,0.07789,178,10728,0.06871,0.08734
1409,1409,2007,Bavaria,7 rooms,0.04973,101,10728,0.04129,0.05798
1410,1410,2007,Bavaria,8 rooms,0.02598,46,10728,0.02012,0.03266
1411,1411,2007,Berlin,1 room,0.10062,33,10728,0.07938,0.12354
1412,1412,2007,Berlin,2 rooms,0.35163,117,10728,0.32135,0.38505
1413,1413,2007,Berlin,3 rooms,0.3976,177,10728,0.35595,0.4381
1414,1414,2007,Berlin,4 rooms,0.15016,83,10728,0.12964,0.17597
1415,1415,2007,Brandenburg,2 rooms,0.29189,100,10728,0.25258,0.32756
1416,1416,2007,Brandenburg,3 rooms,0.39817,184,10728,0.35996,0.43724
1417,1417,2007,Brandenburg,4 rooms,0.2191,100,10728,0.18212,0.25254
1418,1418,2007,Brandenburg,5 rooms,0.09083,47,10728,0.06522,0.1162
1419,1419,2007,Mecklenburg-Western Pomerania,2 rooms,0.31899,58,10728,0.26347,0.36991
1420,1420,2007,Mecklenburg-Western Pomerania,3 rooms,0.34116,85,10728,0.28741,0.40359
1421,1421,2007,Mecklenburg-Western Pomerania,4 rooms,0.21871,64,10728,0.17856,0.26304
1422,1422,2007,Mecklenburg-Western Pomerania,5 rooms,0.12114,40,10728,0.09176,0.15894
1423,1423,2007,Saxony,2 rooms,0.29613,171,10728,0.26248,0.32387
1424,1424,2007,Saxony,3 rooms,0.38996,304,10728,0.36007,0.42022
1425,1425,2007,Saxony,4 rooms,0.18256,172,10728,0.16135,0.20226
1426,1426,2007,Saxony,5 rooms,0.08561,83,10728,0.06996,0.10346
1427,1427,2007,Saxony,6 rooms,0.04574,47,10728,0.03297,0.05792
1428,1428,2007,Saxony-Anhalt,2 rooms,0.29653,91,10728,0.25547,0.33082
1429,1429,2007,Saxony-Anhalt,3 rooms,0.35159,144,10728,0.31489,0.39295
1430,1430,2007,Saxony-Anhalt,4 rooms,0.23067,116,10728,0.19281,0.26445
1431,1431,2007,Saxony-Anhalt,5 rooms,0.12121,58,10728,0.09255,0.15671
1432,1432,2007,Thuringa,2 rooms,0.27923,92,10728,0.24623,0.30576
1433,1433,2007,Thuringa,3 rooms,0.34582,146,10728,0.30324,0.39948
1434,1434,2007,Thuringa,4 rooms,0.21376,107,10728,0.18198,0.26074
1435,1435,2007,Thuringa,5 rooms,0.10962,68,10728,0.09043,0.12891
1436,1436,2007,Thuringa,6 rooms,0.05157,35,10728,0.03438,0.07604
1437,1437,2008,Schleswig-Holstein,2 rooms,0.20142,47,10115,0.16865,0.23687
1438,1438,2008,Schleswig-Holstein,3 rooms,0.33721,83,10115,0.29469,0.37499
1439,1439,2008,Schleswig-Holstein,4 rooms,0.23942,73,10115,0.19795,0.28417
1440,1440,2008,Schleswig-Holstein,5 rooms,0.22194,70,10115,0.18482,0.26327
1441,1441,2008,Hamburg,2 rooms,0.43381,55,10115,0.36498,0.49926
1442,1442,2008,Hamburg,3 rooms,0.41519,57,10115,0.34678,0.4806
1443,1443,2008,Hamburg,4 rooms,0.151,32,10115,0.11628,0.18137
1444,1444,2008,Lower Saxony,2 rooms,0.13545,97,10115,0.11939,0.15418
1445,1445,2008,Lower Saxony,3 rooms,0.291,226,10115,0.26563,0.31466
1446,1446,2008,Lower Saxony,4 rooms,0.24429,228,10115,0.22112,0.26739
1447,1447,2008,Lower Saxony,5 rooms,0.15854,147,10115,0.14291,0.17775
1448,1448,2008,Lower Saxony,6 rooms,0.09702,110,10115,0.08422,0.11156
1449,1449,2008,Lower Saxony,7 rooms,0.0444,65,10115,0.03518,0.05489
1450,1450,2008,Lower Saxony,8 rooms,0.0293,42,10115,0.02312,0.03659
1451,1451,2008,Bremen,3 rooms,1.0,35,10115,0.79993,1.23726
1452,1452,2008,North Rhine-Westphalia,1 room,0.02713,45,10115,0.02216,0.03247
1453,1453,2008,North Rhine-Westphalia,2 rooms,0.20868,329,10115,0.19519,0.22415
1454,1454,2008,North Rhine-Westphalia,3 rooms,0.32591,640,10115,0.3087,0.34581
1455,1455,2008,North Rhine-Westphalia,4 rooms,0.18369,453,10115,0.17312,0.19592
1456,1456,2008,North Rhine-Westphalia,5 rooms,0.13332,341,10115,0.12026,0.14799
1457,1457,2008,North Rhine-Westphalia,6 rooms,0.08127,206,10115,0.07309,0.08972
1458,1458,2008,North Rhine-Westphalia,7 rooms,0.03003,97,10115,0.02438,0.03533
1459,1459,2008,North Rhine-Westphalia,8 rooms,0.00997,32,10115,0.00696,0.01276
1460,1460,2008,Hesse,2 rooms,0.2304,106,10115,0.2035,0.25536
1461,1461,2008,Hesse,3 rooms,0.27233,176,10115,0.24197,0.30473
1462,1462,2008,Hesse,4 rooms,0.22448,165,10115,0.20044,0.25111
1463,1463,2008,Hesse,5 rooms,0.16169,127,10115,0.1403,0.18692
1464,1464,2008,Hesse,6 rooms,0.08119,71,10115,0.06462,0.09518
1465,1465,2008,Hesse,7 rooms,0.02989,31,10115,0.02269,0.0402
1466,1466,2008,"Rhineland-Palatinate, Saarland",2 rooms,0.17405,78,10115,0.14319,0.1985
1467,1467,2008,"Rhineland-Palatinate, Saarland",3 rooms,0.26409,138,10115,0.23058,0.29477
1468,1468,2008,"Rhineland-Palatinate, Saarland",4 rooms,0.18776,118,10115,0.16663,0.21377
1469,1469,2008,"Rhineland-Palatinate, Saarland",5 rooms,0.19387,115,10115,0.17017,0.22268
1470,1470,2008,"Rhineland-Palatinate, Saarland",6 rooms,0.11042,81,10115,0.09281,0.12683
1471,1471,2008,"Rhineland-Palatinate, Saarland",7 rooms,0.0698,41,10115,0.05505,0.08836
1472,1472,2008,Baden-Wuerttemberg,2 rooms,0.15569,171,10115,0.13993,0.17682
1473,1473,2008,Baden-Wuerttemberg,3 rooms,0.30146,331,10115,0.27605,0.32652
1474,1474,2008,Baden-Wuerttemberg,4 rooms,0.23235,282,10115,0.21245,0.25323
1475,1475,2008,Baden-Wuerttemberg,5 rooms,0.14672,193,10115,0.13022,0.16342
1476,1476,2008,Baden-Wuerttemberg,6 rooms,0.09847,141,10115,0.08361,0.11541
1477,1477,2008,Baden-Wuerttemberg,7 rooms,0.05159,80,10115,0.04248,0.06259
1478,1478,2008,Baden-Wuerttemberg,8 rooms,0.01372,34,10115,0.01084,0.01689
1479,1479,2008,Bavaria,1 room,0.0344,40,10115,0.02757,0.04146
1480,1480,2008,Bavaria,2 rooms,0.19169,208,10115,0.17592,0.20687
1481,1481,2008,Bavaria,3 rooms,0.2558,359,10115,0.23732,0.27535
1482,1482,2008,Bavaria,4 rooms,0.19658,308,10115,0.18033,0.21704
1483,1483,2008,Bavaria,5 rooms,0.16042,277,10115,0.14447,0.17487
1484,1484,2008,Bavaria,6 rooms,0.08756,167,10115,0.07716,0.09754
1485,1485,2008,Bavaria,7 rooms,0.04842,90,10115,0.04115,0.05738
1486,1486,2008,Bavaria,8 rooms,0.02512,42,10115,0.01891,0.03215
1487,1487,2008,Berlin,1 room,0.11023,33,10115,0.08899,0.13029
1488,1488,2008,Berlin,2 rooms,0.36905,121,10115,0.33776,0.40333
1489,1489,2008,Berlin,3 rooms,0.36243,165,10115,0.32556,0.40092
1490,1490,2008,Berlin,4 rooms,0.1583,82,10115,0.13444,0.1807
1491,1491,2008,Brandenburg,2 rooms,0.26692,91,10115,0.23388,0.30935
1492,1492,2008,Brandenburg,3 rooms,0.41109,182,10115,0.37613,0.45806
1493,1493,2008,Brandenburg,4 rooms,0.20927,89,10115,0.16648,0.25272
1494,1494,2008,Brandenburg,5 rooms,0.11272,59,10115,0.08921,0.14309
1495,1495,2008,Mecklenburg-Western Pomerania,2 rooms,0.31356,56,10115,0.26603,0.36909
1496,1496,2008,Mecklenburg-Western Pomerania,3 rooms,0.33055,83,10115,0.26684,0.40584
1497,1497,2008,Mecklenburg-Western Pomerania,4 rooms,0.23877,64,10115,0.19824,0.28417
1498,1498,2008,Mecklenburg-Western Pomerania,5 rooms,0.11712,38,10115,0.08239,0.14656
1499,1499,2008,Saxony,2 rooms,0.28927,162,10115,0.25847,0.32673
1500,1500,2008,Saxony,3 rooms,0.38904,298,10115,0.3555,0.4194
1501,1501,2008,Saxony,4 rooms,0.18642,156,10115,0.16403,0.21546
1502,1502,2008,Saxony,5 rooms,0.09797,98,10115,0.07983,0.11571
1503,1503,2008,Saxony,6 rooms,0.03729,43,10115,0.02961,0.04663
1504,1504,2008,Saxony-Anhalt,2 rooms,0.26673,77,10115,0.22264,0.31375
1505,1505,2008,Saxony-Anhalt,3 rooms,0.36455,145,10115,0.3258,0.41325
1506,1506,2008,Saxony-Anhalt,4 rooms,0.24386,108,10115,0.20093,0.28915
1507,1507,2008,Saxony-Anhalt,5 rooms,0.12485,51,10115,0.09091,0.15859
1508,1508,2008,Thuringa,2 rooms,0.27054,86,10115,0.23872,0.30071
1509,1509,2008,Thuringa,3 rooms,0.36046,150,10115,0.31132,0.40812
1510,1510,2008,Thuringa,4 rooms,0.20734,97,10115,0.17034,0.24043
1511,1511,2008,Thuringa,5 rooms,0.10502,65,10115,0.08343,0.13362
1512,1512,2008,Thuringa,6 rooms,0.05663,36,10115,0.04195,0.082
1513,1513,2009,Schleswig-Holstein,2 rooms,0.19017,41,9391,0.15472,0.22413
1514,1514,2009,Schleswig-Holstein,3 rooms,0.31784,76,9391,0.27064,0.36496
1515,1515,2009,Schleswig-Holstein,4 rooms,0.2524,71,9391,0.20998,0.29466
1516,1516,2009,Schleswig-Holstein,5 rooms,0.23959,64,9391,0.19324,0.29651
1517,1517,2009,Hamburg,2 rooms,0.50118,53,9391,0.419,0.59713
1518,1518,2009,Hamburg,3 rooms,0.49882,56,9391,0.39748,0.57979
1519,1519,2009,Lower Saxony,2 rooms,0.11716,79,9391,0.09684,0.1353
1520,1520,2009,Lower Saxony,3 rooms,0.29765,215,9391,0.27005,0.32491
1521,1521,2009,Lower Saxony,4 rooms,0.23104,213,9391,0.2017,0.25372
1522,1522,2009,Lower Saxony,5 rooms,0.1883,160,9391,0.16889,0.21086
1523,1523,2009,Lower Saxony,6 rooms,0.0936,101,9391,0.08083,0.11146
1524,1524,2009,Lower Saxony,7 rooms,0.0462,63,9391,0.03669,0.0586
1525,1525,2009,Lower Saxony,8 rooms,0.02603,36,9391,0.01985,0.03232
1526,1526,2009,North Rhine-Westphalia,1 room,0.02405,32,9391,0.02025,0.02911
1527,1527,2009,North Rhine-Westphalia,2 rooms,0.19889,300,9391,0.18128,0.21363
1528,1528,2009,North Rhine-Westphalia,3 rooms,0.33069,610,9391,0.31017,0.34993
1529,1529,2009,North Rhine-Westphalia,4 rooms,0.18584,420,9391,0.17275,0.20251
1530,1530,2009,North Rhine-Westphalia,5 rooms,0.13856,314,9391,0.12526,0.15267
1531,1531,2009,North Rhine-Westphalia,6 rooms,0.07492,183,9391,0.06534,0.08394
1532,1532,2009,North Rhine-Westphalia,7 rooms,0.03099,93,9391,0.02572,0.03782
1533,1533,2009,North Rhine-Westphalia,8 rooms,0.01606,40,9391,0.01115,0.0221
1534,1534,2009,Hesse,2 rooms,0.21596,104,9391,0.18926,0.24809
1535,1535,2009,Hesse,3 rooms,0.28763,174,9391,0.24728,0.3224
1536,1536,2009,Hesse,4 rooms,0.22034,151,9391,0.19136,0.2457
1537,1537,2009,Hesse,5 rooms,0.1684,120,9391,0.1407,0.19542
1538,1538,2009,Hesse,6 rooms,0.07785,62,9391,0.06272,0.09268
1539,1539,2009,Hesse,7 rooms,0.0298,33,9391,0.02173,0.04019
1540,1540,2009,"Rhineland-Palatinate, Saarland",2 rooms,0.17552,77,9391,0.1456,0.20762
1541,1541,2009,"Rhineland-Palatinate, Saarland",3 rooms,0.25159,128,9391,0.21272,0.2867
1542,1542,2009,"Rhineland-Palatinate, Saarland",4 rooms,0.20006,111,9391,0.1702,0.23255
1543,1543,2009,"Rhineland-Palatinate, Saarland",5 rooms,0.19259,112,9391,0.16372,0.22026
1544,1544,2009,"Rhineland-Palatinate, Saarland",6 rooms,0.11907,80,9391,0.09988,0.13973
1545,1545,2009,"Rhineland-Palatinate, Saarland",7 rooms,0.06117,31,9391,0.04511,0.08053
1546,1546,2009,Baden-Wuerttemberg,2 rooms,0.15671,149,9391,0.14067,0.1809
1547,1547,2009,Baden-Wuerttemberg,3 rooms,0.299,288,9391,0.27231,0.33036
1548,1548,2009,Baden-Wuerttemberg,4 rooms,0.22154,245,9391,0.1971,0.24552
1549,1549,2009,Baden-Wuerttemberg,5 rooms,0.16931,193,9391,0.14965,0.19178
1550,1550,2009,Baden-Wuerttemberg,6 rooms,0.09985,126,9391,0.08356,0.11905
1551,1551,2009,Baden-Wuerttemberg,7 rooms,0.05359,78,9391,0.0419,0.066
1552,1552,2009,Bavaria,1 room,0.0385,37,9391,0.03094,0.04903
1553,1553,2009,Bavaria,2 rooms,0.20095,202,9391,0.18358,0.21686
1554,1554,2009,Bavaria,3 rooms,0.25647,341,9391,0.23582,0.27599
1555,1555,2009,Bavaria,4 rooms,0.20719,296,9391,0.18773,0.23166
1556,1556,2009,Bavaria,5 rooms,0.1449,250,9391,0.13062,0.15833
1557,1557,2009,Bavaria,6 rooms,0.07717,151,9391,0.06468,0.08812
1558,1558,2009,Bavaria,7 rooms,0.05518,99,9391,0.04445,0.06675
1559,1559,2009,Bavaria,8 rooms,0.01965,34,9391,0.01386,0.02718
1560,1560,2009,Berlin,2 rooms,0.41693,122,9391,0.37188,0.45838
1561,1561,2009,Berlin,3 rooms,0.4278,165,9391,0.37995,0.47628
1562,1562,2009,Berlin,4 rooms,0.15528,72,9391,0.1289,0.18288
1563,1563,2009,Brandenburg,2 rooms,0.2788,87,9391,0.23851,0.32913
1564,1564,2009,Brandenburg,3 rooms,0.37593,163,9391,0.33016,0.42066
1565,1565,2009,Brandenburg,4 rooms,0.23873,93,9391,0.18957,0.29296
1566,1566,2009,Brandenburg,5 rooms,0.10653,57,9391,0.08362,0.13358
1567,1567,2009,Mecklenburg-Western Pomerania,2 rooms,0.29221,52,9391,0.25372,0.33974
1568,1568,2009,Mecklenburg-Western Pomerania,3 rooms,0.32796,81,9391,0.26156,0.39988
1569,1569,2009,Mecklenburg-Western Pomerania,4 rooms,0.26471,66,9391,0.21094,0.31964
1570,1570,2009,Mecklenburg-Western Pomerania,5 rooms,0.11513,38,9391,0.08644,0.15089
1571,1571,2009,Saxony,2 rooms,0.27895,152,9391,0.25126,0.32037
1572,1572,2009,Saxony,3 rooms,0.40265,282,9391,0.36759,0.44434
1573,1573,2009,Saxony,4 rooms,0.18399,146,9391,0.15284,0.22036
1574,1574,2009,Saxony,5 rooms,0.08864,90,9391,0.07127,0.11092
1575,1575,2009,Saxony,6 rooms,0.04577,49,9391,0.0351,0.0572
1576,1576,2009,Saxony-Anhalt,2 rooms,0.2561,68,9391,0.20338,0.30541
1577,1577,2009,Saxony-Anhalt,3 rooms,0.37965,145,9391,0.33598,0.41844
1578,1578,2009,Saxony-Anhalt,4 rooms,0.23948,100,9391,0.19588,0.29349
1579,1579,2009,Saxony-Anhalt,5 rooms,0.12477,50,9391,0.08527,0.16881
1580,1580,2009,Thuringa,2 rooms,0.27176,83,9391,0.23523,0.31228
1581,1581,2009,Thuringa,3 rooms,0.32962,136,9391,0.2778,0.38498
1582,1582,2009,Thuringa,4 rooms,0.24434,110,9391,0.19995,0.29102
1583,1583,2009,Thuringa,5 rooms,0.10892,59,9391,0.08036,0.1424
1584,1584,2009,Thuringa,6 rooms,0.04536,33,9391,0.03432,0.05609
1585,1585,2010,Schleswig-Holstein,2 rooms,0.21661,49,13039,0.17244,0.26569
1586,1586,2010,Schleswig-Holstein,3 rooms,0.26746,124,13039,0.21714,0.31913
1587,1587,2010,Schleswig-Holstein,4 rooms,0.22048,110,13039,0.17875,0.26499
1588,1588,2010,Schleswig-Holstein,5 rooms,0.19051,88,13039,0.14136,0.23671
1589,1589,2010,Schleswig-Holstein,6 rooms,0.10493,42,13039,0.06827,0.14557
1590,1590,2010,Hamburg,2 rooms,0.39101,59,13039,0.31095,0.47631
1591,1591,2010,Hamburg,3 rooms,0.45266,89,13039,0.35483,0.55874
1592,1592,2010,Hamburg,4 rooms,0.15634,43,13039,0.1147,0.22131
1593,1593,2010,Lower Saxony,2 rooms,0.11322,85,13039,0.0962,0.13412
1594,1594,2010,Lower Saxony,3 rooms,0.3072,302,13039,0.26925,0.33584
1595,1595,2010,Lower Saxony,4 rooms,0.22546,321,13039,0.19417,0.25784
1596,1596,2010,Lower Saxony,5 rooms,0.18286,216,13039,0.15823,0.20959
1597,1597,2010,Lower Saxony,6 rooms,0.09567,147,13039,0.07948,0.11484
1598,1598,2010,Lower Saxony,7 rooms,0.04924,83,13039,0.03776,0.06367
1599,1599,2010,Lower Saxony,8 rooms,0.02635,48,13039,0.01716,0.03627
1600,1600,2010,Bremen,3 rooms,1.0,47,13039,0.71904,1.37209
1601,1601,2010,North Rhine-Westphalia,2 rooms,0.18183,305,13039,0.16286,0.19927
1602,1602,2010,North Rhine-Westphalia,3 rooms,0.36263,953,13039,0.33834,0.39098
1603,1603,2010,North Rhine-Westphalia,4 rooms,0.1987,626,13039,0.18233,0.22032
1604,1604,2010,North Rhine-Westphalia,5 rooms,0.13453,425,13039,0.12029,0.14844
1605,1605,2010,North Rhine-Westphalia,6 rooms,0.07364,255,13039,0.06326,0.08487
1606,1606,2010,North Rhine-Westphalia,7 rooms,0.03264,123,13039,0.02641,0.04066
1607,1607,2010,North Rhine-Westphalia,8 rooms,0.01604,50,13039,0.01047,0.02331
1608,1608,2010,Hesse,2 rooms,0.20003,99,13039,0.16875,0.23321
1609,1609,2010,Hesse,3 rooms,0.30605,292,13039,0.26104,0.34963
1610,1610,2010,Hesse,4 rooms,0.21126,226,13039,0.18164,0.24675
1611,1611,2010,Hesse,5 rooms,0.15503,137,13039,0.13143,0.18367
1612,1612,2010,Hesse,6 rooms,0.07957,89,13039,0.06236,0.09912
1613,1613,2010,Hesse,7 rooms,0.04806,60,13039,0.03402,0.06387
1614,1614,2010,"Rhineland-Palatinate, Saarland",2 rooms,0.17769,86,13039,0.14687,0.21176
1615,1615,2010,"Rhineland-Palatinate, Saarland",3 rooms,0.26107,173,13039,0.22898,0.30363
1616,1616,2010,"Rhineland-Palatinate, Saarland",4 rooms,0.1906,161,13039,0.1603,0.22399
1617,1617,2010,"Rhineland-Palatinate, Saarland",5 rooms,0.15627,138,13039,0.12939,0.19041
1618,1618,2010,"Rhineland-Palatinate, Saarland",6 rooms,0.13921,109,13039,0.11182,0.17135
1619,1619,2010,"Rhineland-Palatinate, Saarland",7 rooms,0.07516,53,13039,0.05447,0.09912
1620,1620,2010,Baden-Wuerttemberg,2 rooms,0.15388,170,13039,0.12876,0.17924
1621,1621,2010,Baden-Wuerttemberg,3 rooms,0.2789,417,13039,0.2462,0.30881
1622,1622,2010,Baden-Wuerttemberg,4 rooms,0.22966,381,13039,0.20121,0.25587
1623,1623,2010,Baden-Wuerttemberg,5 rooms,0.16028,268,13039,0.13622,0.18499
1624,1624,2010,Baden-Wuerttemberg,6 rooms,0.10934,192,13039,0.09269,0.13239
1625,1625,2010,Baden-Wuerttemberg,7 rooms,0.04822,98,13039,0.03645,0.05943
1626,1626,2010,Baden-Wuerttemberg,8 rooms,0.01971,43,13039,0.01263,0.02922
1627,1627,2010,Bavaria,2 rooms,0.20262,228,13039,0.18434,0.22204
1628,1628,2010,Bavaria,3 rooms,0.28325,535,13039,0.25562,0.3077
1629,1629,2010,Bavaria,4 rooms,0.21178,447,13039,0.18782,0.23372
1630,1630,2010,Bavaria,5 rooms,0.15116,350,13039,0.13275,0.16996
1631,1631,2010,Bavaria,6 rooms,0.07509,213,13039,0.06236,0.08652
1632,1632,2010,Bavaria,7 rooms,0.04709,113,13039,0.03701,0.06056
1633,1633,2010,Bavaria,8 rooms,0.01801,63,13039,0.0129,0.02397
1634,1634,2010,Bavaria,9 rooms,0.01099,35,13039,0.00762,0.01545
1635,1635,2010,Berlin,1 room,0.10295,34,13039,0.07814,0.12858
1636,1636,2010,Berlin,2 rooms,0.35855,145,13039,0.30822,0.40032
1637,1637,2010,Berlin,3 rooms,0.37166,231,13039,0.31495,0.42418
1638,1638,2010,Berlin,4 rooms,0.12505,115,13039,0.10588,0.14843
1639,1639,2010,Berlin,5 rooms,0.04179,43,13039,0.02914,0.05786
1640,1640,2010,Brandenburg,2 rooms,0.23908,73,13039,0.18447,0.29463
1641,1641,2010,Brandenburg,3 rooms,0.4336,222,13039,0.37836,0.4995
1642,1642,2010,Brandenburg,4 rooms,0.2222,133,13039,0.17596,0.26784
1643,1643,2010,Brandenburg,5 rooms,0.10512,73,13039,0.07661,0.13013
1644,1644,2010,Mecklenburg-Western Pomerania,2 rooms,0.29192,55,13039,0.22174,0.3443
1645,1645,2010,Mecklenburg-Western Pomerania,3 rooms,0.32586,121,13039,0.2642,0.39087
1646,1646,2010,Mecklenburg-Western Pomerania,4 rooms,0.22607,84,13039,0.17379,0.27841
1647,1647,2010,Mecklenburg-Western Pomerania,5 rooms,0.15616,50,13039,0.11337,0.21419
1648,1648,2010,Saxony,2 rooms,0.25239,142,13039,0.22018,0.29355
1649,1649,2010,Saxony,3 rooms,0.42091,371,13039,0.37715,0.46553
1650,1650,2010,Saxony,4 rooms,0.21107,224,13039,0.18377,0.24803
1651,1651,2010,Saxony,5 rooms,0.07476,106,13039,0.0579,0.09541
1652,1652,2010,Saxony,6 rooms,0.04087,53,13039,0.02812,0.05338
1653,1653,2010,Saxony-Anhalt,2 rooms,0.24682,83,13039,0.2029,0.29714
1654,1654,2010,Saxony-Anhalt,3 rooms,0.33566,171,13039,0.29029,0.38018
1655,1655,2010,Saxony-Anhalt,4 rooms,0.23194,144,13039,0.19473,0.28015
1656,1656,2010,Saxony-Anhalt,5 rooms,0.12202,58,13039,0.08423,0.16724
1657,1657,2010,Saxony-Anhalt,6 rooms,0.06355,34,13039,0.04144,0.09052
1658,1658,2010,Thuringa,2 rooms,0.2502,82,13039,0.20309,0.30157
1659,1659,2010,Thuringa,3 rooms,0.33705,175,13039,0.2856,0.38577
1660,1660,2010,Thuringa,4 rooms,0.20217,123,13039,0.16498,0.24696
1661,1661,2010,Thuringa,5 rooms,0.12628,81,13039,0.096,0.16473
