,Unnamed: 0,year,bula_h,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1139,1139,2003,North Rhine-Westphalia,Urban regions,2 rooms,0.21448,398,10270,0.20253,0.22534
1140,1140,2003,North Rhine-Westphalia,Urban regions,3 rooms,0.34302,755,10270,0.33061,0.35808
1141,1141,2003,North Rhine-Westphalia,Urban regions,4 rooms,0.18077,488,10270,0.16958,0.19223
1142,1142,2003,North Rhine-Westphalia,Urban regions,5 rooms,0.12484,367,10270,0.11604,0.13381
1143,1143,2003,North Rhine-Westphalia,Urban regions,6 rooms,0.07024,215,10270,0.06369,0.07846
1144,1144,2003,North Rhine-Westphalia,Urban regions,7 rooms,0.02063,98,10270,0.01771,0.02436
1145,1145,2003,North Rhine-Westphalia,Urban regions,8 rooms,0.0097,37,10270,0.00718,0.01269
1146,1146,2003,Hesse,Urban regions,2 rooms,0.23336,106,10270,0.20602,0.2588
1147,1147,2003,Hesse,Urban regions,3 rooms,0.34977,191,10270,0.32091,0.38361
1148,1148,2003,Hesse,Urban regions,4 rooms,0.2025,135,10270,0.17599,0.23663
1149,1149,2003,Hesse,Urban regions,5 rooms,0.12732,95,10270,0.10706,0.14664
1150,1150,2003,Hesse,Urban regions,6 rooms,0.08705,62,10270,0.07521,0.10332
1151,1151,2003,Hesse,Rural regions,4 rooms,0.55528,32,10270,0.44318,0.68945
1152,1152,2003,Hesse,Rural regions,5 rooms,0.44472,31,10270,0.35936,0.53565
1153,1153,2003,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.17703,78,10270,0.15658,0.19759
1154,1154,2003,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.28191,124,10270,0.244,0.31445
1155,1155,2003,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.22907,133,10270,0.20346,0.25521
1156,1156,2003,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.14032,80,10270,0.12103,0.16018
1157,1157,2003,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.10577,60,10270,0.08763,0.1268
1158,1158,2003,"Rhineland-Palatinate, Saarland",Urban regions,7 rooms,0.06589,46,10270,0.05337,0.08126
1159,1159,2003,"Rhineland-Palatinate, Saarland",Rural regions,3 rooms,0.40034,31,10270,0.32611,0.48192
1160,1160,2003,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.30992,32,10270,0.23751,0.37645
1161,1161,2003,"Rhineland-Palatinate, Saarland",Rural regions,6 rooms,0.28974,33,10270,0.22815,0.3451
1162,1162,2003,Baden-Wuerttemberg,Urban regions,1 room,0.0355,33,10270,0.0285,0.04242
1163,1163,2003,Baden-Wuerttemberg,Urban regions,2 rooms,0.1736,178,10270,0.14872,0.19638
1164,1164,2003,Baden-Wuerttemberg,Urban regions,3 rooms,0.29301,340,10270,0.26863,0.3173
1165,1165,2003,Baden-Wuerttemberg,Urban regions,4 rooms,0.23249,294,10270,0.21272,0.25487
1166,1166,2003,Baden-Wuerttemberg,Urban regions,5 rooms,0.13424,185,10270,0.11881,0.14936
1167,1167,2003,Baden-Wuerttemberg,Urban regions,6 rooms,0.07264,123,10270,0.0614,0.08308
1168,1168,2003,Baden-Wuerttemberg,Urban regions,7 rooms,0.04426,76,10270,0.03462,0.05435
1169,1169,2003,Baden-Wuerttemberg,Urban regions,8 rooms,0.01425,37,10270,0.01164,0.01677
1170,1170,2003,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,36,10270,0.79325,1.2586
1171,1171,2003,Bavaria,Urban regions,2 rooms,0.24326,144,10270,0.21757,0.26613
1172,1172,2003,Bavaria,Urban regions,3 rooms,0.32058,218,10270,0.2909,0.34889
1173,1173,2003,Bavaria,Urban regions,4 rooms,0.20895,167,10270,0.18556,0.23281
1174,1174,2003,Bavaria,Urban regions,5 rooms,0.11546,125,10270,0.10016,0.13325
1175,1175,2003,Bavaria,Urban regions,6 rooms,0.0779,89,10270,0.0657,0.08986
1176,1176,2003,Bavaria,Urban regions,7 rooms,0.03384,46,10270,0.02571,0.04165
1177,1177,2003,Bavaria,Rural regions,2 rooms,0.17994,107,10270,0.15799,0.19951
1178,1178,2003,Bavaria,Rural regions,3 rooms,0.26757,183,10270,0.24427,0.29425
1179,1179,2003,Bavaria,Rural regions,4 rooms,0.21985,167,10270,0.19406,0.24486
1180,1180,2003,Bavaria,Rural regions,5 rooms,0.16701,123,10270,0.1484,0.18932
1181,1181,2003,Bavaria,Rural regions,6 rooms,0.11434,108,10270,0.09607,0.13501
1182,1182,2003,Bavaria,Rural regions,7 rooms,0.05129,46,10270,0.0401,0.06386
1183,1183,2003,Berlin,Urban regions,1 room,0.09796,38,10270,0.08177,0.11428
1184,1184,2003,Berlin,Urban regions,2 rooms,0.34473,137,10270,0.31594,0.3813
1185,1185,2003,Berlin,Urban regions,3 rooms,0.37543,178,10270,0.34532,0.40854
1186,1186,2003,Berlin,Urban regions,4 rooms,0.13904,86,10270,0.11752,0.15418
1187,1187,2003,Berlin,Urban regions,5 rooms,0.04283,32,10270,0.03002,0.05666
1188,1188,2003,Brandenburg,Rural regions,2 rooms,0.23557,70,10270,0.20962,0.26736
1189,1189,2003,Brandenburg,Rural regions,3 rooms,0.44394,180,10270,0.40683,0.48485
1190,1190,2003,Brandenburg,Rural regions,4 rooms,0.22139,98,10270,0.18985,0.24866
1191,1191,2003,Brandenburg,Rural regions,5 rooms,0.0991,53,10270,0.08086,0.11538
1192,1192,2003,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.29083,45,10270,0.25533,0.32774
1193,1193,2003,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.35376,78,10270,0.30455,0.39618
1194,1194,2003,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.24518,56,10270,0.20093,0.29366
1195,1195,2003,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.11023,33,10270,0.08861,0.1369
1196,1196,2003,Saxony,Urban regions,2 rooms,0.30948,91,10270,0.27253,0.348
1197,1197,2003,Saxony,Urban regions,3 rooms,0.43279,158,10270,0.38799,0.4737
1198,1198,2003,Saxony,Urban regions,4 rooms,0.18953,91,10270,0.16598,0.21468
1199,1199,2003,Saxony,Urban regions,5 rooms,0.0682,31,10270,0.04917,0.0855
1200,1200,2003,Saxony,Rural regions,2 rooms,0.30818,90,10270,0.27587,0.34094
1201,1201,2003,Saxony,Rural regions,3 rooms,0.35289,132,10270,0.31714,0.38725
1202,1202,2003,Saxony,Rural regions,4 rooms,0.2234,89,10270,0.19764,0.25291
1203,1203,2003,Saxony,Rural regions,5 rooms,0.11553,51,10270,0.09067,0.13833
1204,1204,2003,Saxony-Anhalt,Urban regions,3 rooms,1.0,51,10270,0.87234,1.14291
1205,1205,2003,Saxony-Anhalt,Rural regions,2 rooms,0.22749,60,10270,0.19916,0.25925
1206,1206,2003,Saxony-Anhalt,Rural regions,3 rooms,0.36103,119,10270,0.32049,0.40378
1207,1207,2003,Saxony-Anhalt,Rural regions,4 rooms,0.26864,95,10270,0.24361,0.30051
1208,1208,2003,Saxony-Anhalt,Rural regions,5 rooms,0.14284,58,10270,0.1174,0.1703
1209,1209,2003,Thuringa,Urban regions,3 rooms,1.0,55,10270,0.82798,1.19244
1210,1210,2003,Thuringa,Rural regions,2 rooms,0.30952,64,10270,0.27001,0.34895
1211,1211,2003,Thuringa,Rural regions,3 rooms,0.35133,103,10270,0.30945,0.39398
1212,1212,2003,Thuringa,Rural regions,4 rooms,0.21125,77,10270,0.17676,0.25471
1213,1213,2003,Thuringa,Rural regions,5 rooms,0.12791,55,10270,0.10906,0.15058
1214,1214,2004,Schleswig-Holstein,Urban regions,3 rooms,0.63403,42,9927,0.52209,0.74654
1215,1215,2004,Schleswig-Holstein,Urban regions,5 rooms,0.36597,32,9927,0.26574,0.49934
1216,1216,2004,Schleswig-Holstein,Rural regions,3 rooms,0.43929,55,9927,0.37307,0.51719
1217,1217,2004,Schleswig-Holstein,Rural regions,4 rooms,0.30285,45,9927,0.24072,0.36523
1218,1218,2004,Schleswig-Holstein,Rural regions,5 rooms,0.25786,49,9927,0.21577,0.29223
1219,1219,2004,Hamburg,Urban regions,2 rooms,0.4223,46,9927,0.3588,0.47605
1220,1220,2004,Hamburg,Urban regions,3 rooms,0.42457,57,9927,0.34743,0.5148
1221,1221,2004,Hamburg,Urban regions,4 rooms,0.15313,35,9927,0.11563,0.19171
1222,1222,2004,Lower Saxony,Urban regions,2 rooms,0.1784,60,9927,0.15741,0.20535
1223,1223,2004,Lower Saxony,Urban regions,3 rooms,0.35273,135,9927,0.31512,0.39533
1224,1224,2004,Lower Saxony,Urban regions,4 rooms,0.20937,104,9927,0.17901,0.24068
1225,1225,2004,Lower Saxony,Urban regions,5 rooms,0.15521,72,9927,0.13257,0.18035
1226,1226,2004,Lower Saxony,Urban regions,6 rooms,0.10429,55,9927,0.08234,0.12708
1227,1227,2004,Lower Saxony,Rural regions,2 rooms,0.09056,37,9927,0.06368,0.12266
1228,1228,2004,Lower Saxony,Rural regions,3 rooms,0.30206,112,9927,0.26796,0.3464
1229,1229,2004,Lower Saxony,Rural regions,4 rooms,0.20369,95,9927,0.17,0.23394
1230,1230,2004,Lower Saxony,Rural regions,5 rooms,0.21716,95,9927,0.18691,0.24495
1231,1231,2004,Lower Saxony,Rural regions,6 rooms,0.11074,66,9927,0.09453,0.13517
1232,1232,2004,Lower Saxony,Rural regions,7 rooms,0.07578,41,9927,0.05332,0.0951
1233,1233,2004,Bremen,Urban regions,3 rooms,1.0,36,9927,0.81498,1.21028
1234,1234,2004,North Rhine-Westphalia,Urban regions,1 room,0.02917,50,9927,0.02444,0.03427
1235,1235,2004,North Rhine-Westphalia,Urban regions,2 rooms,0.2093,373,9927,0.19612,0.222
1236,1236,2004,North Rhine-Westphalia,Urban regions,3 rooms,0.33985,715,9927,0.32366,0.35609
1237,1237,2004,North Rhine-Westphalia,Urban regions,4 rooms,0.19255,498,9927,0.17973,0.20436
1238,1238,2004,North Rhine-Westphalia,Urban regions,5 rooms,0.12624,363,9927,0.11596,0.13911
1239,1239,2004,North Rhine-Westphalia,Urban regions,6 rooms,0.06583,200,9927,0.05798,0.07487
1240,1240,2004,North Rhine-Westphalia,Urban regions,7 rooms,0.02635,101,9927,0.02221,0.03151
1241,1241,2004,North Rhine-Westphalia,Urban regions,8 rooms,0.01071,35,9927,0.00808,0.0134
1242,1242,2004,Hesse,Urban regions,2 rooms,0.22654,102,9927,0.19967,0.25105
1243,1243,2004,Hesse,Urban regions,3 rooms,0.33909,181,9927,0.30843,0.37276
1244,1244,2004,Hesse,Urban regions,4 rooms,0.21503,140,9927,0.18968,0.24723
1245,1245,2004,Hesse,Urban regions,5 rooms,0.1324,94,9927,0.11049,0.15634
1246,1246,2004,Hesse,Urban regions,6 rooms,0.08694,57,9927,0.06799,0.10318
1247,1247,2004,Hesse,Rural regions,4 rooms,1.0,32,9927,0.78984,1.24682
1248,1248,2004,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.20184,77,9927,0.17398,0.22509
1249,1249,2004,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.3057,123,9927,0.26686,0.34405
1250,1250,2004,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.17831,104,9927,0.15785,0.19938
1251,1251,2004,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.20453,98,9927,0.18104,0.23365
1252,1252,2004,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.10962,66,9927,0.08593,0.13086
1253,1253,2004,"Rhineland-Palatinate, Saarland",Rural regions,3 rooms,0.5563,33,9927,0.45185,0.66692
1254,1254,2004,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.4437,32,9927,0.336,0.57327
1255,1255,2004,Baden-Wuerttemberg,Urban regions,2 rooms,0.1661,165,9927,0.14953,0.18757
1256,1256,2004,Baden-Wuerttemberg,Urban regions,3 rooms,0.31727,344,9927,0.29262,0.33974
1257,1257,2004,Baden-Wuerttemberg,Urban regions,4 rooms,0.2519,289,9927,0.23287,0.27456
1258,1258,2004,Baden-Wuerttemberg,Urban regions,5 rooms,0.12086,173,9927,0.10568,0.13798
1259,1259,2004,Baden-Wuerttemberg,Urban regions,6 rooms,0.08342,122,9927,0.0715,0.09775
1260,1260,2004,Baden-Wuerttemberg,Urban regions,7 rooms,0.04332,69,9927,0.03379,0.05393
1261,1261,2004,Baden-Wuerttemberg,Urban regions,8 rooms,0.01713,32,9927,0.01194,0.02422
1262,1262,2004,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,34,9927,0.72874,1.28446
1263,1263,2004,Bavaria,Urban regions,2 rooms,0.25849,137,9927,0.23471,0.28116
1264,1264,2004,Bavaria,Urban regions,3 rooms,0.32078,223,9927,0.29181,0.35004
1265,1265,2004,Bavaria,Urban regions,4 rooms,0.19907,164,9927,0.17872,0.22461
1266,1266,2004,Bavaria,Urban regions,5 rooms,0.11905,117,9927,0.10325,0.1356
1267,1267,2004,Bavaria,Urban regions,6 rooms,0.07015,87,9927,0.05699,0.0843
1268,1268,2004,Bavaria,Urban regions,7 rooms,0.03246,40,9927,0.02372,0.04039
1269,1269,2004,Bavaria,Rural regions,2 rooms,0.17556,96,9927,0.15362,0.20509
1270,1270,2004,Bavaria,Rural regions,3 rooms,0.2589,173,9927,0.23139,0.28568
1271,1271,2004,Bavaria,Rural regions,4 rooms,0.19498,161,9927,0.1743,0.21739
1272,1272,2004,Bavaria,Rural regions,5 rooms,0.19481,132,9927,0.17305,0.2199
1273,1273,2004,Bavaria,Rural regions,6 rooms,0.12124,111,9927,0.09646,0.14091
1274,1274,2004,Bavaria,Rural regions,7 rooms,0.05451,48,9927,0.04141,0.06682
1275,1275,2004,Berlin,Urban regions,1 room,0.10672,36,9927,0.09221,0.12183
1276,1276,2004,Berlin,Urban regions,2 rooms,0.33002,135,9927,0.29642,0.36094
1277,1277,2004,Berlin,Urban regions,3 rooms,0.37895,179,9927,0.34123,0.41827
1278,1278,2004,Berlin,Urban regions,4 rooms,0.1335,82,9927,0.11495,0.15144
1279,1279,2004,Berlin,Urban regions,5 rooms,0.0508,35,9927,0.03662,0.06845
1280,1280,2004,Brandenburg,Rural regions,2 rooms,0.22696,66,9927,0.19565,0.25951
1281,1281,2004,Brandenburg,Rural regions,3 rooms,0.43619,169,9927,0.39595,0.47774
1282,1282,2004,Brandenburg,Rural regions,4 rooms,0.22206,100,9927,0.18983,0.25984
1283,1283,2004,Brandenburg,Rural regions,5 rooms,0.1148,55,9927,0.09181,0.13749
1284,1284,2004,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.27014,41,9927,0.23179,0.30552
1285,1285,2004,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.36618,76,9927,0.32591,0.41113
1286,1286,2004,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.23066,57,9927,0.19372,0.27342
1287,1287,2004,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.13301,37,9927,0.09896,0.1666
1288,1288,2004,Saxony,Urban regions,2 rooms,0.35552,90,9927,0.30621,0.41359
1289,1289,2004,Saxony,Urban regions,3 rooms,0.45018,158,9927,0.39581,0.49427
1290,1290,2004,Saxony,Urban regions,4 rooms,0.1943,84,9927,0.17054,0.22138
1291,1291,2004,Saxony,Rural regions,2 rooms,0.29656,82,9927,0.25633,0.33135
1292,1292,2004,Saxony,Rural regions,3 rooms,0.34029,128,9927,0.30195,0.37847
1293,1293,2004,Saxony,Rural regions,4 rooms,0.20046,79,9927,0.17164,0.23369
1294,1294,2004,Saxony,Rural regions,5 rooms,0.16269,65,9927,0.13095,0.20005
1295,1295,2004,Saxony-Anhalt,Urban regions,3 rooms,1.0,47,9927,0.85674,1.16892
1296,1296,2004,Saxony-Anhalt,Rural regions,2 rooms,0.23227,58,9927,0.19561,0.26949
1297,1297,2004,Saxony-Anhalt,Rural regions,3 rooms,0.33662,106,9927,0.28963,0.37882
1298,1298,2004,Saxony-Anhalt,Rural regions,4 rooms,0.30602,108,9927,0.26124,0.35015
1299,1299,2004,Saxony-Anhalt,Rural regions,5 rooms,0.12509,53,9927,0.10175,0.14809
1300,1300,2004,Thuringa,Urban regions,3 rooms,1.0,55,9927,0.81374,1.20079
1301,1301,2004,Thuringa,Rural regions,2 rooms,0.33966,72,9927,0.29501,0.38954
1302,1302,2004,Thuringa,Rural regions,3 rooms,0.33019,94,9927,0.28543,0.38438
1303,1303,2004,Thuringa,Rural regions,4 rooms,0.22535,79,9927,0.18679,0.27447
1304,1304,2004,Thuringa,Rural regions,5 rooms,0.1048,41,9927,0.08587,0.12296
1305,1305,2005,Schleswig-Holstein,Urban regions,3 rooms,0.63192,44,9574,0.534,0.72347
1306,1306,2005,Schleswig-Holstein,Urban regions,5 rooms,0.36808,33,9574,0.27959,0.46782
1307,1307,2005,Schleswig-Holstein,Rural regions,3 rooms,0.40878,52,9574,0.34777,0.47571
1308,1308,2005,Schleswig-Holstein,Rural regions,4 rooms,0.29396,41,9574,0.23048,0.36051
1309,1309,2005,Schleswig-Holstein,Rural regions,5 rooms,0.29726,52,9574,0.25032,0.34264
1310,1310,2005,Hamburg,Urban regions,2 rooms,0.4334,48,9574,0.36574,0.50896
1311,1311,2005,Hamburg,Urban regions,3 rooms,0.42177,53,9574,0.35066,0.50535
1312,1312,2005,Hamburg,Urban regions,4 rooms,0.14483,32,9574,0.11428,0.17145
1313,1313,2005,Lower Saxony,Urban regions,2 rooms,0.17839,58,9574,0.15152,0.20892
1314,1314,2005,Lower Saxony,Urban regions,3 rooms,0.32586,132,9574,0.28681,0.36702
1315,1315,2005,Lower Saxony,Urban regions,4 rooms,0.23764,104,9574,0.20602,0.27862
1316,1316,2005,Lower Saxony,Urban regions,5 rooms,0.16426,67,9574,0.14251,0.18861
1317,1317,2005,Lower Saxony,Urban regions,6 rooms,0.09385,46,9574,0.06911,0.11885
1318,1318,2005,Lower Saxony,Rural regions,2 rooms,0.10672,40,9574,0.07959,0.13518
1319,1319,2005,Lower Saxony,Rural regions,3 rooms,0.25205,98,9574,0.2203,0.29386
1320,1320,2005,Lower Saxony,Rural regions,4 rooms,0.23181,96,9574,0.19711,0.26896
1321,1321,2005,Lower Saxony,Rural regions,5 rooms,0.22364,92,9574,0.19313,0.25373
1322,1322,2005,Lower Saxony,Rural regions,6 rooms,0.11195,59,9574,0.09125,0.14009
1323,1323,2005,Lower Saxony,Rural regions,7 rooms,0.07384,39,9574,0.05774,0.09194
1324,1324,2005,North Rhine-Westphalia,Urban regions,1 room,0.03172,53,9574,0.02628,0.0375
1325,1325,2005,North Rhine-Westphalia,Urban regions,2 rooms,0.21458,372,9574,0.20154,0.23266
1326,1326,2005,North Rhine-Westphalia,Urban regions,3 rooms,0.33988,711,9574,0.32191,0.35607
1327,1327,2005,North Rhine-Westphalia,Urban regions,4 rooms,0.19057,476,9574,0.17902,0.20222
1328,1328,2005,North Rhine-Westphalia,Urban regions,5 rooms,0.11771,338,9574,0.11021,0.12776
1329,1329,2005,North Rhine-Westphalia,Urban regions,6 rooms,0.07363,207,9574,0.06462,0.08181
1330,1330,2005,North Rhine-Westphalia,Urban regions,7 rooms,0.02116,80,9574,0.01692,0.02556
1331,1331,2005,North Rhine-Westphalia,Urban regions,8 rooms,0.01075,40,9574,0.00799,0.01391
1332,1332,2005,Hesse,Urban regions,2 rooms,0.25166,110,9574,0.22244,0.27916
1333,1333,2005,Hesse,Urban regions,3 rooms,0.34536,182,9574,0.31245,0.3781
1334,1334,2005,Hesse,Urban regions,4 rooms,0.17667,120,9574,0.15274,0.20142
1335,1335,2005,Hesse,Urban regions,5 rooms,0.14374,97,9574,0.12299,0.16387
1336,1336,2005,Hesse,Urban regions,6 rooms,0.08257,47,9574,0.06699,0.10341
1337,1337,2005,Hesse,Rural regions,3 rooms,1.0,32,9574,0.81734,1.22956
1338,1338,2005,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19999,75,9574,0.17084,0.23141
1339,1339,2005,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.2906,114,9574,0.2576,0.32069
1340,1340,2005,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.21114,108,9574,0.18562,0.24285
1341,1341,2005,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.18096,92,9574,0.16021,0.20536
1342,1342,2005,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11731,60,9574,0.09131,0.14457
1343,1343,2005,"Rhineland-Palatinate, Saarland",Rural regions,3 rooms,1.0,35,9574,0.79141,1.20164
1344,1344,2005,Baden-Wuerttemberg,Urban regions,1 room,0.02885,31,9574,0.02157,0.03791
1345,1345,2005,Baden-Wuerttemberg,Urban regions,2 rooms,0.16108,162,9574,0.14075,0.17923
1346,1346,2005,Baden-Wuerttemberg,Urban regions,3 rooms,0.29908,326,9574,0.2756,0.32446
1347,1347,2005,Baden-Wuerttemberg,Urban regions,4 rooms,0.2496,294,9574,0.22373,0.27152
1348,1348,2005,Baden-Wuerttemberg,Urban regions,5 rooms,0.12399,167,9574,0.11168,0.13958
1349,1349,2005,Baden-Wuerttemberg,Urban regions,6 rooms,0.06685,106,9574,0.05806,0.07764
1350,1350,2005,Baden-Wuerttemberg,Urban regions,7 rooms,0.05699,76,9574,0.04486,0.06971
1351,1351,2005,Baden-Wuerttemberg,Urban regions,8 rooms,0.01356,34,9574,0.0109,0.01661
1352,1352,2005,Bavaria,Urban regions,2 rooms,0.23842,127,9574,0.2125,0.26435
1353,1353,2005,Bavaria,Urban regions,3 rooms,0.34728,215,9574,0.31806,0.3814
1354,1354,2005,Bavaria,Urban regions,4 rooms,0.18263,147,9574,0.16143,0.21217
1355,1355,2005,Bavaria,Urban regions,5 rooms,0.14368,134,9574,0.12519,0.16196
1356,1356,2005,Bavaria,Urban regions,6 rooms,0.05995,71,9574,0.04789,0.07338
1357,1357,2005,Bavaria,Urban regions,7 rooms,0.02804,36,9574,0.02122,0.03509
1358,1358,2005,Bavaria,Rural regions,2 rooms,0.17971,96,9574,0.14978,0.20094
1359,1359,2005,Bavaria,Rural regions,3 rooms,0.26461,177,9574,0.23982,0.29013
1360,1360,2005,Bavaria,Rural regions,4 rooms,0.19071,146,9574,0.16578,0.21723
1361,1361,2005,Bavaria,Rural regions,5 rooms,0.18766,129,9574,0.16325,0.21492
1362,1362,2005,Bavaria,Rural regions,6 rooms,0.12174,106,9574,0.10219,0.14194
1363,1363,2005,Bavaria,Rural regions,7 rooms,0.05557,47,9574,0.04332,0.06762
1364,1364,2005,Berlin,Urban regions,1 room,0.10405,36,9574,0.08119,0.12499
1365,1365,2005,Berlin,Urban regions,2 rooms,0.34139,123,9574,0.30695,0.37929
1366,1366,2005,Berlin,Urban regions,3 rooms,0.41448,172,9574,0.36811,0.45038
1367,1367,2005,Berlin,Urban regions,4 rooms,0.14008,79,9574,0.11718,0.1641
1368,1368,2005,Brandenburg,Rural regions,2 rooms,0.2337,68,9574,0.19606,0.26895
1369,1369,2005,Brandenburg,Rural regions,3 rooms,0.41647,161,9574,0.37776,0.44773
1370,1370,2005,Brandenburg,Rural regions,4 rooms,0.22593,92,9574,0.18908,0.2631
1371,1371,2005,Brandenburg,Rural regions,5 rooms,0.1239,53,9574,0.10097,0.1499
1372,1372,2005,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.30267,49,9574,0.26364,0.34049
1373,1373,2005,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.3447,72,9574,0.3002,0.39315
1374,1374,2005,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.22103,53,9574,0.18517,0.26716
1375,1375,2005,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.1316,35,9574,0.1003,0.16965
1376,1376,2005,Saxony,Urban regions,2 rooms,0.30446,86,9574,0.26689,0.35755
1377,1377,2005,Saxony,Urban regions,3 rooms,0.44886,160,9574,0.40041,0.50204
1378,1378,2005,Saxony,Urban regions,4 rooms,0.17388,82,9574,0.14726,0.20537
1379,1379,2005,Saxony,Urban regions,5 rooms,0.0728,41,9574,0.05703,0.0886
1380,1380,2005,Saxony,Rural regions,2 rooms,0.28605,80,9574,0.25269,0.31821
1381,1381,2005,Saxony,Rural regions,3 rooms,0.35259,123,9574,0.30418,0.39053
1382,1382,2005,Saxony,Rural regions,4 rooms,0.20504,81,9574,0.16449,0.24995
1383,1383,2005,Saxony,Rural regions,5 rooms,0.15632,58,9574,0.1232,0.18673
1384,1384,2005,Saxony-Anhalt,Urban regions,3 rooms,1.0,47,9574,0.84245,1.17843
1385,1385,2005,Saxony-Anhalt,Rural regions,2 rooms,0.19613,50,9574,0.15928,0.23045
1386,1386,2005,Saxony-Anhalt,Rural regions,3 rooms,0.34728,113,9574,0.30384,0.39669
1387,1387,2005,Saxony-Anhalt,Rural regions,4 rooms,0.32652,107,9574,0.27563,0.38072
1388,1388,2005,Saxony-Anhalt,Rural regions,5 rooms,0.13007,57,9574,0.10614,0.16552
1389,1389,2005,Thuringa,Urban regions,3 rooms,1.0,51,9574,0.77801,1.1804
1390,1390,2005,Thuringa,Rural regions,2 rooms,0.36131,71,9574,0.31179,0.41378
1391,1391,2005,Thuringa,Rural regions,3 rooms,0.31198,87,9574,0.26486,0.36481
1392,1392,2005,Thuringa,Rural regions,4 rooms,0.21779,79,9574,0.17475,0.25643
