,Unnamed: 0,year,bula_h,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1628,1628,2008,Baden-Wuerttemberg,Urban regions,7 rooms,0.04883,70,9197,0.0366,0.06044
1629,1629,2008,Baden-Wuerttemberg,Urban regions,8 rooms,0.01445,31,9197,0.01135,0.01773
1630,1630,2008,Bavaria,Urban regions,2 rooms,0.25331,127,9197,0.22539,0.28446
1631,1631,2008,Bavaria,Urban regions,3 rooms,0.28582,192,9197,0.257,0.30863
1632,1632,2008,Bavaria,Urban regions,4 rooms,0.2068,147,9197,0.17719,0.22754
1633,1633,2008,Bavaria,Urban regions,5 rooms,0.14336,125,9197,0.12385,0.16719
1634,1634,2008,Bavaria,Urban regions,6 rooms,0.07789,75,9197,0.06135,0.09478
1635,1635,2008,Bavaria,Urban regions,7 rooms,0.03282,33,9197,0.02205,0.04344
1636,1636,2008,Bavaria,Rural regions,2 rooms,0.14724,81,9197,0.12909,0.16662
1637,1637,2008,Bavaria,Rural regions,3 rooms,0.247,167,9197,0.22391,0.27392
1638,1638,2008,Bavaria,Rural regions,4 rooms,0.20223,161,9197,0.17978,0.22465
1639,1639,2008,Bavaria,Rural regions,5 rooms,0.18963,152,9197,0.16002,0.21353
1640,1640,2008,Bavaria,Rural regions,6 rooms,0.10385,92,9197,0.08857,0.12022
1641,1641,2008,Bavaria,Rural regions,7 rooms,0.06734,57,9197,0.0549,0.08208
1642,1642,2008,Bavaria,Rural regions,8 rooms,0.0427,33,9197,0.02817,0.05541
1643,1643,2008,Berlin,Urban regions,1 room,0.11023,33,9197,0.08636,0.13213
1644,1644,2008,Berlin,Urban regions,2 rooms,0.36905,121,9197,0.33196,0.40138
1645,1645,2008,Berlin,Urban regions,3 rooms,0.36243,165,9197,0.32142,0.39786
1646,1646,2008,Berlin,Urban regions,4 rooms,0.1583,82,9197,0.13919,0.17937
1647,1647,2008,Brandenburg,Rural regions,2 rooms,0.26406,79,9197,0.22361,0.31063
1648,1648,2008,Brandenburg,Rural regions,3 rooms,0.40108,165,9197,0.3561,0.45612
1649,1649,2008,Brandenburg,Rural regions,4 rooms,0.21047,81,9197,0.16409,0.26366
1650,1650,2008,Brandenburg,Rural regions,5 rooms,0.1244,59,9197,0.09891,0.14669
1651,1651,2008,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.31046,46,9197,0.26185,0.35299
1652,1652,2008,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.30834,62,9197,0.26351,0.35413
1653,1653,2008,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.26119,59,9197,0.21356,0.3189
1654,1654,2008,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.12001,35,9197,0.08107,0.15635
1655,1655,2008,Saxony,Urban regions,2 rooms,0.32526,88,9197,0.28129,0.37917
1656,1656,2008,Saxony,Urban regions,3 rooms,0.43714,173,9197,0.38685,0.49281
1657,1657,2008,Saxony,Urban regions,4 rooms,0.1714,80,9197,0.14147,0.20604
1658,1658,2008,Saxony,Urban regions,5 rooms,0.0662,35,9197,0.04602,0.09089
1659,1659,2008,Saxony,Rural regions,2 rooms,0.27431,74,9197,0.2299,0.32376
1660,1660,2008,Saxony,Rural regions,3 rooms,0.36925,125,9197,0.3206,0.41386
1661,1661,2008,Saxony,Rural regions,4 rooms,0.21712,76,9197,0.17448,0.26257
1662,1662,2008,Saxony,Rural regions,5 rooms,0.13932,63,9197,0.11043,0.17687
1663,1663,2008,Saxony-Anhalt,Urban regions,3 rooms,1.0,41,9197,0.82992,1.16399
1664,1664,2008,Saxony-Anhalt,Rural regions,2 rooms,0.26685,54,9197,0.21208,0.33154
1665,1665,2008,Saxony-Anhalt,Rural regions,3 rooms,0.31744,104,9197,0.27179,0.36757
1666,1666,2008,Saxony-Anhalt,Rural regions,4 rooms,0.27167,89,9197,0.23087,0.3133
1667,1667,2008,Saxony-Anhalt,Rural regions,5 rooms,0.14404,47,9197,0.10837,0.18618
1668,1668,2008,Thuringa,Urban regions,3 rooms,1.0,62,9197,0.7357,1.20596
1669,1669,2008,Thuringa,Rural regions,2 rooms,0.29288,59,9197,0.25792,0.32974
1670,1670,2008,Thuringa,Rural regions,3 rooms,0.32866,88,9197,0.2801,0.38161
1671,1671,2008,Thuringa,Rural regions,4 rooms,0.25849,77,9197,0.20501,0.31204
1672,1672,2008,Thuringa,Rural regions,5 rooms,0.11997,52,9197,0.10105,0.1417
1673,1673,2009,Schleswig-Holstein,Rural regions,3 rooms,0.36291,48,8544,0.3036,0.42159
1674,1674,2009,Schleswig-Holstein,Rural regions,4 rooms,0.33488,44,8544,0.27142,0.39576
1675,1675,2009,Schleswig-Holstein,Rural regions,5 rooms,0.30222,44,8544,0.24389,0.37492
1676,1676,2009,Hamburg,Urban regions,2 rooms,0.50118,53,8544,0.41981,0.5853
1677,1677,2009,Hamburg,Urban regions,3 rooms,0.49882,56,8544,0.40608,0.59646
1678,1678,2009,Lower Saxony,Urban regions,2 rooms,0.15667,47,8544,0.12904,0.18901
1679,1679,2009,Lower Saxony,Urban regions,3 rooms,0.36655,121,8544,0.31971,0.40822
1680,1680,2009,Lower Saxony,Urban regions,4 rooms,0.21569,98,8544,0.18426,0.2518
1681,1681,2009,Lower Saxony,Urban regions,5 rooms,0.1555,63,8544,0.11881,0.18843
1682,1682,2009,Lower Saxony,Urban regions,6 rooms,0.10558,51,8544,0.07933,0.1351
1683,1683,2009,Lower Saxony,Rural regions,2 rooms,0.09025,32,8544,0.06914,0.1129
1684,1684,2009,Lower Saxony,Rural regions,3 rooms,0.2592,94,8544,0.22135,0.29584
1685,1685,2009,Lower Saxony,Rural regions,4 rooms,0.26659,115,8544,0.23201,0.30093
1686,1686,2009,Lower Saxony,Rural regions,5 rooms,0.23655,97,8544,0.20234,0.27695
1687,1687,2009,Lower Saxony,Rural regions,6 rooms,0.09072,50,8544,0.07171,0.11142
1688,1688,2009,Lower Saxony,Rural regions,7 rooms,0.05668,34,8544,0.03935,0.07734
1689,1689,2009,North Rhine-Westphalia,Urban regions,1 room,0.02479,32,8544,0.02065,0.02951
1690,1690,2009,North Rhine-Westphalia,Urban regions,2 rooms,0.20083,294,8544,0.18344,0.21694
1691,1691,2009,North Rhine-Westphalia,Urban regions,3 rooms,0.32661,587,8544,0.30664,0.34714
1692,1692,2009,North Rhine-Westphalia,Urban regions,4 rooms,0.18504,410,8544,0.17087,0.20025
1693,1693,2009,North Rhine-Westphalia,Urban regions,5 rooms,0.1397,310,8544,0.12594,0.15312
1694,1694,2009,North Rhine-Westphalia,Urban regions,6 rooms,0.07581,176,8544,0.06717,0.08567
1695,1695,2009,North Rhine-Westphalia,Urban regions,7 rooms,0.03118,91,8544,0.02414,0.0373
1696,1696,2009,North Rhine-Westphalia,Urban regions,8 rooms,0.01604,38,8544,0.01168,0.02247
1697,1697,2009,Hesse,Urban regions,2 rooms,0.23972,87,8544,0.20786,0.27221
1698,1698,2009,Hesse,Urban regions,3 rooms,0.28906,143,8544,0.25795,0.32802
1699,1699,2009,Hesse,Urban regions,4 rooms,0.22431,124,8544,0.19155,0.2606
1700,1700,2009,Hesse,Urban regions,5 rooms,0.17373,93,8544,0.14601,0.20412
1701,1701,2009,Hesse,Urban regions,6 rooms,0.07319,48,8544,0.05545,0.09394
1702,1702,2009,Hesse,Rural regions,3 rooms,1.0,31,8544,0.705,1.31508
1703,1703,2009,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19739,64,8544,0.16261,0.23351
1704,1704,2009,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.28022,108,8544,0.24377,0.31961
1705,1705,2009,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.23108,92,8544,0.18777,0.26906
1706,1706,2009,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.17578,80,8544,0.14795,0.20583
1707,1707,2009,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11553,57,8544,0.0908,0.13506
1708,1708,2009,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,1.0,32,8544,0.671,1.33924
1709,1709,2009,Baden-Wuerttemberg,Urban regions,2 rooms,0.15876,136,8544,0.13929,0.18097
1710,1710,2009,Baden-Wuerttemberg,Urban regions,3 rooms,0.31232,270,8544,0.28388,0.34199
1711,1711,2009,Baden-Wuerttemberg,Urban regions,4 rooms,0.2272,226,8544,0.19992,0.25123
1712,1712,2009,Baden-Wuerttemberg,Urban regions,5 rooms,0.15716,172,8544,0.13792,0.18017
1713,1713,2009,Baden-Wuerttemberg,Urban regions,6 rooms,0.09717,112,8544,0.08087,0.11498
1714,1714,2009,Baden-Wuerttemberg,Urban regions,7 rooms,0.04738,66,8544,0.03329,0.06067
1715,1715,2009,Bavaria,Urban regions,2 rooms,0.26833,123,8544,0.23943,0.29784
1716,1716,2009,Bavaria,Urban regions,3 rooms,0.28862,182,8544,0.25704,0.32533
1717,1717,2009,Bavaria,Urban regions,4 rooms,0.19634,133,8544,0.16859,0.22514
1718,1718,2009,Bavaria,Urban regions,5 rooms,0.13063,112,8544,0.11207,0.15072
1719,1719,2009,Bavaria,Urban regions,6 rooms,0.06675,69,8544,0.05211,0.08113
1720,1720,2009,Bavaria,Urban regions,7 rooms,0.04933,43,8544,0.03521,0.06426
1721,1721,2009,Bavaria,Rural regions,2 rooms,0.15652,79,8544,0.1381,0.17493
1722,1722,2009,Bavaria,Rural regions,3 rooms,0.25544,159,8544,0.22121,0.2845
1723,1723,2009,Bavaria,Rural regions,4 rooms,0.24442,163,8544,0.20537,0.28004
1724,1724,2009,Bavaria,Rural regions,5 rooms,0.17784,138,8544,0.15314,0.20649
1725,1725,2009,Bavaria,Rural regions,6 rooms,0.09762,82,8544,0.07851,0.11547
1726,1726,2009,Bavaria,Rural regions,7 rooms,0.06815,56,8544,0.05256,0.08489
1727,1727,2009,Berlin,Urban regions,2 rooms,0.41693,122,8544,0.37465,0.46311
1728,1728,2009,Berlin,Urban regions,3 rooms,0.4278,165,8544,0.36727,0.48876
1729,1729,2009,Berlin,Urban regions,4 rooms,0.15528,72,8544,0.12913,0.18094
1730,1730,2009,Brandenburg,Rural regions,2 rooms,0.26958,74,8544,0.21603,0.31979
1731,1731,2009,Brandenburg,Rural regions,3 rooms,0.37043,150,8544,0.32082,0.41901
1732,1732,2009,Brandenburg,Rural regions,4 rooms,0.24141,82,8544,0.17882,0.29517
1733,1733,2009,Brandenburg,Rural regions,5 rooms,0.11857,57,8544,0.09304,0.14916
1734,1734,2009,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.29601,46,8544,0.24905,0.34453
1735,1735,2009,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.30491,61,8544,0.25413,0.37195
1736,1736,2009,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.28342,62,8544,0.21741,0.35003
1737,1737,2009,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.11566,34,8544,0.08061,0.15343
1738,1738,2009,Saxony,Urban regions,2 rooms,0.31398,80,8544,0.25212,0.38471
1739,1739,2009,Saxony,Urban regions,3 rooms,0.44838,160,8544,0.39924,0.50453
1740,1740,2009,Saxony,Urban regions,4 rooms,0.17052,75,8544,0.13674,0.20591
1741,1741,2009,Saxony,Urban regions,5 rooms,0.06712,40,8544,0.05088,0.08451
1742,1742,2009,Saxony,Rural regions,2 rooms,0.25116,72,8544,0.20836,0.30275
1743,1743,2009,Saxony,Rural regions,3 rooms,0.36703,122,8544,0.30635,0.42452
1744,1744,2009,Saxony,Rural regions,4 rooms,0.19955,71,8544,0.14861,0.25049
1745,1745,2009,Saxony,Rural regions,5 rooms,0.11005,50,8544,0.07818,0.14642
1746,1746,2009,Saxony,Rural regions,6 rooms,0.07221,38,8544,0.0525,0.09373
1747,1747,2009,Saxony-Anhalt,Urban regions,3 rooms,1.0,43,8544,0.79345,1.19263
1748,1748,2009,Saxony-Anhalt,Rural regions,2 rooms,0.25973,49,8544,0.20044,0.32105
1749,1749,2009,Saxony-Anhalt,Rural regions,3 rooms,0.32975,102,8544,0.28662,0.38571
1750,1750,2009,Saxony-Anhalt,Rural regions,4 rooms,0.26894,86,8544,0.22884,0.31289
1751,1751,2009,Saxony-Anhalt,Rural regions,5 rooms,0.14159,44,8544,0.09369,0.19625
1752,1752,2009,Thuringa,Urban regions,3 rooms,1.0,58,8544,0.78929,1.28329
1753,1753,2009,Thuringa,Rural regions,2 rooms,0.28818,56,8544,0.24511,0.33952
1754,1754,2009,Thuringa,Rural regions,3 rooms,0.29824,78,8544,0.2383,0.37028
1755,1755,2009,Thuringa,Rural regions,4 rooms,0.29944,87,8544,0.24305,0.36551
1756,1756,2009,Thuringa,Rural regions,5 rooms,0.11415,43,8544,0.08533,0.15519
1757,1757,2010,Schleswig-Holstein,Urban regions,3 rooms,0.67991,47,12340,0.4862,0.97585
1758,1758,2010,Schleswig-Holstein,Urban regions,4 rooms,0.32009,37,12340,0.24258,0.41777
1759,1759,2010,Schleswig-Holstein,Rural regions,3 rooms,0.35006,77,12340,0.27214,0.42402
1760,1760,2010,Schleswig-Holstein,Rural regions,4 rooms,0.37404,73,12340,0.28135,0.48709
1761,1761,2010,Schleswig-Holstein,Rural regions,5 rooms,0.2759,60,12340,0.20169,0.35562
1762,1762,2010,Hamburg,Urban regions,2 rooms,0.39101,59,12340,0.32113,0.48519
1763,1763,2010,Hamburg,Urban regions,3 rooms,0.45266,89,12340,0.34784,0.54201
1764,1764,2010,Hamburg,Urban regions,4 rooms,0.15634,43,12340,0.11552,0.2053
1765,1765,2010,Lower Saxony,Urban regions,2 rooms,0.14015,50,12340,0.11188,0.17144
1766,1766,2010,Lower Saxony,Urban regions,3 rooms,0.34157,164,12340,0.2951,0.38539
1767,1767,2010,Lower Saxony,Urban regions,4 rooms,0.24032,158,12340,0.19925,0.28427
1768,1768,2010,Lower Saxony,Urban regions,5 rooms,0.1429,85,12340,0.10952,0.17378
1769,1769,2010,Lower Saxony,Urban regions,6 rooms,0.09409,57,12340,0.06618,0.12083
1770,1770,2010,Lower Saxony,Urban regions,7 rooms,0.04096,37,12340,0.02648,0.05708
1771,1771,2010,Lower Saxony,Rural regions,2 rooms,0.09053,35,12340,0.06636,0.11916
1772,1772,2010,Lower Saxony,Rural regions,3 rooms,0.28202,138,12340,0.23537,0.32635
1773,1773,2010,Lower Saxony,Rural regions,4 rooms,0.21671,163,12340,0.1809,0.26114
1774,1774,2010,Lower Saxony,Rural regions,5 rooms,0.22468,131,12340,0.18408,0.27521
1775,1775,2010,Lower Saxony,Rural regions,6 rooms,0.09939,90,12340,0.07387,0.12806
1776,1776,2010,Lower Saxony,Rural regions,7 rooms,0.05816,46,12340,0.03982,0.07903
1777,1777,2010,Lower Saxony,Rural regions,8 rooms,0.02851,31,12340,0.01718,0.04111
1778,1778,2010,Bremen,Urban regions,3 rooms,1.0,47,12340,0.709,1.31597
1779,1779,2010,North Rhine-Westphalia,Urban regions,2 rooms,0.18429,302,12340,0.16368,0.20195
1780,1780,2010,North Rhine-Westphalia,Urban regions,3 rooms,0.35942,926,12340,0.33171,0.38971
1781,1781,2010,North Rhine-Westphalia,Urban regions,4 rooms,0.19824,609,12340,0.17985,0.21675
1782,1782,2010,North Rhine-Westphalia,Urban regions,5 rooms,0.13501,415,12340,0.11906,0.15007
1783,1783,2010,North Rhine-Westphalia,Urban regions,6 rooms,0.07502,251,12340,0.06359,0.0853
1784,1784,2010,North Rhine-Westphalia,Urban regions,7 rooms,0.03182,115,12340,0.02654,0.03787
1785,1785,2010,North Rhine-Westphalia,Urban regions,8 rooms,0.01619,49,12340,0.01106,0.02366
1786,1786,2010,Hesse,Urban regions,2 rooms,0.21178,81,12340,0.17223,0.24667
1787,1787,2010,Hesse,Urban regions,3 rooms,0.30503,240,12340,0.26142,0.3579
1788,1788,2010,Hesse,Urban regions,4 rooms,0.21517,181,12340,0.17815,0.25362
1789,1789,2010,Hesse,Urban regions,5 rooms,0.1461,101,12340,0.11739,0.18071
1790,1790,2010,Hesse,Urban regions,6 rooms,0.0715,69,12340,0.05776,0.09252
1791,1791,2010,Hesse,Urban regions,7 rooms,0.05042,47,12340,0.03331,0.07155
1792,1792,2010,Hesse,Rural regions,3 rooms,0.44542,52,12340,0.28421,0.60371
1793,1793,2010,Hesse,Rural regions,4 rooms,0.28143,45,12340,0.18694,0.39434
1794,1794,2010,Hesse,Rural regions,5 rooms,0.27315,36,12340,0.20178,0.35982
1795,1795,2010,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.20316,73,12340,0.16211,0.2455
1796,1796,2010,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.28845,148,12340,0.24751,0.33135
1797,1797,2010,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.21536,128,12340,0.17607,0.26422
1798,1798,2010,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.15624,103,12340,0.12499,0.19031
1799,1799,2010,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.13679,78,12340,0.10515,0.16839
1800,1800,2010,"Rhineland-Palatinate, Saarland",Rural regions,4 rooms,0.30064,33,12340,0.22586,0.39639
1801,1801,2010,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.36267,35,12340,0.26723,0.49384
1802,1802,2010,"Rhineland-Palatinate, Saarland",Rural regions,6 rooms,0.33669,31,12340,0.22014,0.47533
1803,1803,2010,Baden-Wuerttemberg,Urban regions,2 rooms,0.15215,156,12340,0.12629,0.17645
1804,1804,2010,Baden-Wuerttemberg,Urban regions,3 rooms,0.29091,393,12340,0.25914,0.32196
1805,1805,2010,Baden-Wuerttemberg,Urban regions,4 rooms,0.23267,346,12340,0.20358,0.26292
1806,1806,2010,Baden-Wuerttemberg,Urban regions,5 rooms,0.15569,237,12340,0.13022,0.17972
1807,1807,2010,Baden-Wuerttemberg,Urban regions,6 rooms,0.11064,167,12340,0.09184,0.13281
1808,1808,2010,Baden-Wuerttemberg,Urban regions,7 rooms,0.04116,84,12340,0.03151,0.04975
1809,1809,2010,Baden-Wuerttemberg,Urban regions,8 rooms,0.01678,34,12340,0.01055,0.02412
1810,1810,2010,Baden-Wuerttemberg,Rural regions,4 rooms,0.50011,35,12340,0.32742,0.67137
1811,1811,2010,Baden-Wuerttemberg,Rural regions,5 rooms,0.49989,31,12340,0.30746,0.84226
1812,1812,2010,Bavaria,Urban regions,2 rooms,0.24129,131,12340,0.21043,0.27478
1813,1813,2010,Bavaria,Urban regions,3 rooms,0.34887,289,12340,0.30874,0.39504
1814,1814,2010,Bavaria,Urban regions,4 rooms,0.20492,192,12340,0.17293,0.23548
1815,1815,2010,Bavaria,Urban regions,5 rooms,0.13248,143,12340,0.11194,0.15309
1816,1816,2010,Bavaria,Urban regions,6 rooms,0.07244,91,12340,0.05693,0.0915
1817,1817,2010,Bavaria,Rural regions,2 rooms,0.17862,97,12340,0.15156,0.2073
1818,1818,2010,Bavaria,Rural regions,3 rooms,0.23899,246,12340,0.20175,0.27502
1819,1819,2010,Bavaria,Rural regions,4 rooms,0.23051,255,12340,0.19801,0.26938
1820,1820,2010,Bavaria,Rural regions,5 rooms,0.1773,207,12340,0.14297,0.21037
1821,1821,2010,Bavaria,Rural regions,6 rooms,0.08193,122,12340,0.06273,0.10417
1822,1822,2010,Bavaria,Rural regions,7 rooms,0.06578,88,12340,0.04718,0.08712
1823,1823,2010,Bavaria,Rural regions,8 rooms,0.02688,46,12340,0.01775,0.03742
1824,1824,2010,Berlin,Urban regions,1 room,0.10295,34,12340,0.07948,0.12824
1825,1825,2010,Berlin,Urban regions,2 rooms,0.35855,145,12340,0.31154,0.4063
1826,1826,2010,Berlin,Urban regions,3 rooms,0.37166,231,12340,0.31886,0.42581
1827,1827,2010,Berlin,Urban regions,4 rooms,0.12505,115,12340,0.10801,0.14478
1828,1828,2010,Berlin,Urban regions,5 rooms,0.04179,43,12340,0.02666,0.05721
1829,1829,2010,Brandenburg,Rural regions,2 rooms,0.23114,62,12340,0.17572,0.29121
1830,1830,2010,Brandenburg,Rural regions,3 rooms,0.42808,205,12340,0.36506,0.48508
1831,1831,2010,Brandenburg,Rural regions,4 rooms,0.2258,121,12340,0.17429,0.28792
1832,1832,2010,Brandenburg,Rural regions,5 rooms,0.11498,72,12340,0.08842,0.14963
1833,1833,2010,Mecklenburg-Western Pomerania,Urban regions,3 rooms,1.0,33,12340,0.76488,1.23349
1834,1834,2010,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.29841,48,12340,0.24199,0.3696
1835,1835,2010,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.29797,88,12340,0.22819,0.37224
1836,1836,2010,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.23699,78,12340,0.18225,0.29496
1837,1837,2010,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.16663,47,12340,0.11896,0.22387
1838,1838,2010,Saxony,Urban regions,2 rooms,0.29192,82,12340,0.24572,0.34078
1839,1839,2010,Saxony,Urban regions,3 rooms,0.46392,205,12340,0.39553,0.53721
1840,1840,2010,Saxony,Urban regions,4 rooms,0.18569,118,12340,0.15064,0.22573
1841,1841,2010,Saxony,Urban regions,5 rooms,0.05848,55,12340,0.04684,0.0715
1842,1842,2010,Saxony,Rural regions,2 rooms,0.21841,60,12340,0.16929,0.26801
1843,1843,2010,Saxony,Rural regions,3 rooms,0.38626,166,12340,0.31846,0.448
1844,1844,2010,Saxony,Rural regions,4 rooms,0.2388,106,12340,0.19626,0.28969
1845,1845,2010,Saxony,Rural regions,5 rooms,0.09159,51,12340,0.06254,0.13222
1846,1846,2010,Saxony,Rural regions,6 rooms,0.06494,35,12340,0.04443,0.09026
1847,1847,2010,Saxony-Anhalt,Urban regions,3 rooms,1.0,47,12340,0.76022,1.28335
1848,1848,2010,Saxony-Anhalt,Rural regions,2 rooms,0.2369,60,12340,0.18806,0.29945
1849,1849,2010,Saxony-Anhalt,Rural regions,3 rooms,0.27552,124,12340,0.22811,0.31946
1850,1850,2010,Saxony-Anhalt,Rural regions,4 rooms,0.25118,125,12340,0.21164,0.29454
1851,1851,2010,Saxony-Anhalt,Rural regions,5 rooms,0.15339,53,12340,0.10056,0.22255
1852,1852,2010,Saxony-Anhalt,Rural regions,6 rooms,0.08301,32,12340,0.05279,0.13028
1853,1853,2010,Thuringa,Urban regions,3 rooms,0.73601,78,12340,0.56328,0.92006
1854,1854,2010,Thuringa,Urban regions,4 rooms,0.26399,36,12340,0.17629,0.38584
1855,1855,2010,Thuringa,Rural regions,2 rooms,0.26864,55,12340,0.22027,0.31493
1856,1856,2010,Thuringa,Rural regions,3 rooms,0.29873,97,12340,0.25002,0.35828
1857,1857,2010,Thuringa,Rural regions,4 rooms,0.22708,87,12340,0.182,0.28438
1858,1858,2010,Thuringa,Rural regions,5 rooms,0.12717,58,12340,0.09597,0.17281
1859,1859,2010,Thuringa,Rural regions,6 rooms,0.07838,33,12340,0.05044,0.12152
1860,1860,2011,Schleswig-Holstein,Urban regions,3 rooms,0.74337,61,15205,0.54909,0.94543
1861,1861,2011,Schleswig-Holstein,Urban regions,4 rooms,0.25663,38,15205,0.19089,0.32399
1862,1862,2011,Schleswig-Holstein,Rural regions,2 rooms,0.11792,42,15205,0.08948,0.14903
1863,1863,2011,Schleswig-Holstein,Rural regions,3 rooms,0.27036,100,15205,0.21977,0.33595
1864,1864,2011,Schleswig-Holstein,Rural regions,4 rooms,0.26515,101,15205,0.2151,0.32451
1865,1865,2011,Schleswig-Holstein,Rural regions,5 rooms,0.22563,85,15205,0.17665,0.277
1866,1866,2011,Schleswig-Holstein,Rural regions,6 rooms,0.12095,43,15205,0.08012,0.16362
1867,1867,2011,Hamburg,Urban regions,2 rooms,0.38022,57,15205,0.31082,0.44848
1868,1868,2011,Hamburg,Urban regions,3 rooms,0.44836,103,15205,0.36294,0.53226
1869,1869,2011,Hamburg,Urban regions,4 rooms,0.17141,49,15205,0.12912,0.2209
1870,1870,2011,Lower Saxony,Urban regions,2 rooms,0.1757,67,15205,0.15251,0.20832
1871,1871,2011,Lower Saxony,Urban regions,3 rooms,0.34769,181,15205,0.30256,0.3906
1872,1872,2011,Lower Saxony,Urban regions,4 rooms,0.21207,173,15205,0.17733,0.24333
1873,1873,2011,Lower Saxony,Urban regions,5 rooms,0.14036,100,15205,0.11582,0.16844
1874,1874,2011,Lower Saxony,Urban regions,6 rooms,0.09055,74,15205,0.07273,0.10963
1875,1875,2011,Lower Saxony,Urban regions,7 rooms,0.03364,44,15205,0.02373,0.04348
1876,1876,2011,Lower Saxony,Rural regions,2 rooms,0.08776,39,15205,0.0684,0.114
1877,1877,2011,Lower Saxony,Rural regions,3 rooms,0.22481,144,15205,0.19209,0.2535
1878,1878,2011,Lower Saxony,Rural regions,4 rooms,0.24539,205,15205,0.21231,0.27525
1879,1879,2011,Lower Saxony,Rural regions,5 rooms,0.2097,168,15205,0.18146,0.24983
1880,1880,2011,Lower Saxony,Rural regions,6 rooms,0.12402,124,15205,0.10238,0.14638
1881,1881,2011,Lower Saxony,Rural regions,7 rooms,0.07073,66,15205,0.05497,0.09079
1882,1882,2011,Lower Saxony,Rural regions,8 rooms,0.03758,43,15205,0.02895,0.04891
1883,1883,2011,Bremen,Urban regions,3 rooms,1.0,57,15205,0.77702,1.26323
1884,1884,2011,North Rhine-Westphalia,Urban regions,1 room,0.02475,44,15205,0.02009,0.0293
1885,1885,2011,North Rhine-Westphalia,Urban regions,2 rooms,0.19289,399,15205,0.17787,0.20906
1886,1886,2011,North Rhine-Westphalia,Urban regions,3 rooms,0.32789,1005,15205,0.30846,0.34895
1887,1887,2011,North Rhine-Westphalia,Urban regions,4 rooms,0.18985,668,15205,0.17511,0.20333
1888,1888,2011,North Rhine-Westphalia,Urban regions,5 rooms,0.14171,515,15205,0.1285,0.15524
1889,1889,2011,North Rhine-Westphalia,Urban regions,6 rooms,0.06715,303,15205,0.06006,0.07432
1890,1890,2011,North Rhine-Westphalia,Urban regions,7 rooms,0.03283,147,15205,0.02634,0.03973
1891,1891,2011,North Rhine-Westphalia,Urban regions,8 rooms,0.01595,70,15205,0.01158,0.02123
1892,1892,2011,North Rhine-Westphalia,Urban regions,9 rooms,0.00698,35,15205,0.0041,0.01067
1893,1893,2011,Hesse,Urban regions,2 rooms,0.22048,114,15205,0.1862,0.25227
1894,1894,2011,Hesse,Urban regions,3 rooms,0.3243,283,15205,0.28727,0.36184
1895,1895,2011,Hesse,Urban regions,4 rooms,0.18512,197,15205,0.15716,0.21189
1896,1896,2011,Hesse,Urban regions,5 rooms,0.15118,135,15205,0.12394,0.18552
1897,1897,2011,Hesse,Urban regions,6 rooms,0.09228,91,15205,0.07368,0.11314
1898,1898,2011,Hesse,Urban regions,7 rooms,0.02663,43,15205,0.01847,0.03514
1899,1899,2011,Hesse,Rural regions,3 rooms,0.37925,60,15205,0.28164,0.51424
1900,1900,2011,Hesse,Rural regions,4 rooms,0.32869,55,15205,0.24964,0.42597
1901,1901,2011,Hesse,Rural regions,5 rooms,0.29206,39,15205,0.20659,0.37755
1902,1902,2011,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.18269,91,15205,0.15047,0.21075
1903,1903,2011,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.29096,181,15205,0.25216,0.33833
1904,1904,2011,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.19917,142,15205,0.16175,0.23965
1905,1905,2011,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.15889,119,15205,0.13147,0.19079
1906,1906,2011,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11639,88,15205,0.09622,0.14663
