,Unnamed: 0,year,hhtyp,sampreg,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
683,683,2004,Couple with children,East,6 rooms,0.0852,94,10987,0.07137,0.09988
684,684,2004,Couple with children,East,7 rooms,0.03848,39,10987,0.02847,0.04899
685,685,2005,Single-person household,West,1 room,0.09103,204,10639,0.08394,0.10008
686,686,2005,Single-person household,West,2 rooms,0.3885,811,10639,0.37471,0.40474
687,687,2005,Single-person household,West,3 rooms,0.30563,647,10639,0.29361,0.31812
688,688,2005,Single-person household,West,4 rooms,0.11311,256,10639,0.1059,0.11934
689,689,2005,Single-person household,West,5 rooms,0.06799,149,10639,0.06155,0.07347
690,690,2005,Single-person household,West,6 rooms,0.03374,74,10639,0.03006,0.0389
691,691,2005,Single-person household,East,1 room,0.1285,88,10639,0.11364,0.14507
692,692,2005,Single-person household,East,2 rooms,0.50693,325,10639,0.4852,0.54102
693,693,2005,Single-person household,East,3 rooms,0.29349,208,10639,0.27208,0.31931
694,694,2005,Single-person household,East,4 rooms,0.07107,57,10639,0.05813,0.08282
695,695,2005,Couple without children,West,2 rooms,0.12528,335,10639,0.11541,0.13671
696,696,2005,Couple without children,West,3 rooms,0.35484,885,10639,0.33858,0.37015
697,697,2005,Couple without children,West,4 rooms,0.23513,637,10639,0.22185,0.24714
698,698,2005,Couple without children,West,5 rooms,0.15726,455,10639,0.1463,0.16964
699,699,2005,Couple without children,West,6 rooms,0.07584,229,10639,0.0685,0.08541
700,700,2005,Couple without children,West,7 rooms,0.03285,114,10639,0.02818,0.03904
701,701,2005,Couple without children,West,8 rooms,0.0188,61,10639,0.01466,0.02297
702,702,2005,Couple without children,East,2 rooms,0.2143,172,10639,0.19139,0.24278
703,703,2005,Couple without children,East,3 rooms,0.47043,399,10639,0.4445,0.50261
704,704,2005,Couple without children,East,4 rooms,0.20595,197,10639,0.1832,0.22568
705,705,2005,Couple without children,East,5 rooms,0.10932,93,10639,0.09388,0.12967
706,706,2005,Single parent,West,2 rooms,0.14021,66,10639,0.11845,0.16242
707,707,2005,Single parent,West,3 rooms,0.47766,213,10639,0.44067,0.51828
708,708,2005,Single parent,West,4 rooms,0.20698,102,10639,0.18251,0.23224
709,709,2005,Single parent,West,5 rooms,0.11538,58,10639,0.09472,0.13884
710,710,2005,Single parent,West,6 rooms,0.05977,34,10639,0.04645,0.07413
711,711,2005,Single parent,East,3 rooms,0.72449,92,10639,0.61971,0.81524
712,712,2005,Single parent,East,4 rooms,0.27551,49,10639,0.22846,0.32139
713,713,2005,Couple with children,West,2 rooms,0.02114,53,10639,0.01617,0.02708
714,714,2005,Couple with children,West,3 rooms,0.21747,548,10639,0.20349,0.23229
715,715,2005,Couple with children,West,4 rooms,0.25774,708,10639,0.24433,0.27259
716,716,2005,Couple with children,West,5 rooms,0.22417,640,10639,0.21126,0.23807
717,717,2005,Couple with children,West,6 rooms,0.13869,446,10639,0.12789,0.15026
718,718,2005,Couple with children,West,7 rooms,0.07157,243,10639,0.06265,0.07939
719,719,2005,Couple with children,West,8 rooms,0.04284,135,10639,0.03706,0.04817
720,720,2005,Couple with children,West,9 rooms,0.01576,52,10639,0.01151,0.02064
721,721,2005,Couple with children,West,10 or more rooms,0.01063,45,10639,0.00858,0.01296
722,722,2005,Couple with children,East,3 rooms,0.2959,210,10639,0.26329,0.346
723,723,2005,Couple with children,East,4 rooms,0.40043,275,10639,0.35885,0.45254
724,724,2005,Couple with children,East,5 rooms,0.22977,189,10639,0.20475,0.25992
725,725,2005,Couple with children,East,6 rooms,0.07391,85,10639,0.06245,0.08482
726,726,2006,Single-person household,West,1 room,0.08175,207,11803,0.07613,0.08857
727,727,2006,Single-person household,West,2 rooms,0.38478,894,11803,0.37087,0.39805
728,728,2006,Single-person household,West,3 rooms,0.30778,743,11803,0.29625,0.32115
729,729,2006,Single-person household,West,4 rooms,0.11776,313,11803,0.11029,0.12392
730,730,2006,Single-person household,West,5 rooms,0.06826,176,11803,0.06217,0.07342
731,731,2006,Single-person household,West,6 rooms,0.02943,74,11803,0.02583,0.03324
732,732,2006,Single-person household,West,7 rooms,0.01024,37,11803,0.00847,0.01227
733,733,2006,Single-person household,East,1 room,0.13155,97,11803,0.1166,0.14689
734,734,2006,Single-person household,East,2 rooms,0.48779,372,11803,0.45904,0.51223
735,735,2006,Single-person household,East,3 rooms,0.26826,230,11803,0.24881,0.28888
736,736,2006,Single-person household,East,4 rooms,0.06976,66,11803,0.06133,0.0792
737,737,2006,Single-person household,East,5 rooms,0.04264,36,11803,0.0356,0.05146
738,738,2006,Couple without children,West,2 rooms,0.13543,389,11803,0.12592,0.14712
739,739,2006,Couple without children,West,3 rooms,0.34022,932,11803,0.32643,0.3541
740,740,2006,Couple without children,West,4 rooms,0.22552,715,11803,0.21074,0.24006
741,741,2006,Couple without children,West,5 rooms,0.14531,521,11803,0.13557,0.1549
742,742,2006,Couple without children,West,6 rooms,0.08799,287,11803,0.0797,0.09604
743,743,2006,Couple without children,West,7 rooms,0.0404,157,11803,0.03525,0.04647
744,744,2006,Couple without children,West,8 rooms,0.01539,62,11803,0.01291,0.01877
745,745,2006,Couple without children,West,9 rooms,0.00975,33,11803,0.00693,0.0133
746,746,2006,Couple without children,East,2 rooms,0.21354,185,11803,0.19114,0.2371
747,747,2006,Couple without children,East,3 rooms,0.43866,433,11803,0.41167,0.46526
748,748,2006,Couple without children,East,4 rooms,0.22425,235,11803,0.2048,0.24694
749,749,2006,Couple without children,East,5 rooms,0.09362,103,11803,0.07998,0.11344
750,750,2006,Couple without children,East,6 rooms,0.02993,41,11803,0.02439,0.03568
751,751,2006,Single parent,West,2 rooms,0.12973,62,11803,0.11344,0.149
752,752,2006,Single parent,West,3 rooms,0.47108,238,11803,0.43672,0.50962
753,753,2006,Single parent,West,4 rooms,0.21285,126,11803,0.18825,0.23531
754,754,2006,Single parent,West,5 rooms,0.1349,81,11803,0.11423,0.15757
755,755,2006,Single parent,West,6 rooms,0.05145,35,11803,0.03695,0.06534
756,756,2006,Single parent,East,3 rooms,0.74917,102,11803,0.6603,0.85006
757,757,2006,Single parent,East,4 rooms,0.25083,43,11803,0.20266,0.30258
758,758,2006,Couple with children,West,2 rooms,0.01615,47,11803,0.0121,0.0208
759,759,2006,Couple with children,West,3 rooms,0.2214,557,11803,0.20759,0.23456
760,760,2006,Couple with children,West,4 rooms,0.26423,731,11803,0.2504,0.27893
761,761,2006,Couple with children,West,5 rooms,0.22861,668,11803,0.21178,0.24434
762,762,2006,Couple with children,West,6 rooms,0.13692,481,11803,0.12606,0.14802
763,763,2006,Couple with children,West,7 rooms,0.06623,250,11803,0.05889,0.0745
764,764,2006,Couple with children,West,8 rooms,0.03534,130,11803,0.03081,0.03985
765,765,2006,Couple with children,West,9 rooms,0.01738,64,11803,0.01366,0.02165
766,766,2006,Couple with children,West,10 or more rooms,0.01373,53,11803,0.01026,0.01679
767,767,2006,Couple with children,East,3 rooms,0.32046,229,11803,0.28698,0.35614
768,768,2006,Couple with children,East,4 rooms,0.35135,278,11803,0.31957,0.38625
769,769,2006,Couple with children,East,5 rooms,0.22373,176,11803,0.18897,0.2624
770,770,2006,Couple with children,East,6 rooms,0.05838,73,11803,0.04822,0.07012
771,771,2006,Couple with children,East,7 rooms,0.04608,41,11803,0.03252,0.06264
772,772,2007,Single-person household,West,1 room,0.08863,208,10984,0.08155,0.09624
773,773,2007,Single-person household,West,2 rooms,0.381,826,10984,0.36684,0.39648
774,774,2007,Single-person household,West,3 rooms,0.30755,710,10984,0.29607,0.32133
775,775,2007,Single-person household,West,4 rooms,0.11854,285,10984,0.11125,0.12673
776,776,2007,Single-person household,West,5 rooms,0.07213,176,10984,0.0668,0.07902
777,777,2007,Single-person household,West,6 rooms,0.03215,83,10984,0.02835,0.03595
778,778,2007,Single-person household,East,1 room,0.12024,83,10984,0.10669,0.13561
779,779,2007,Single-person household,East,2 rooms,0.51767,352,10984,0.48884,0.55054
780,780,2007,Single-person household,East,3 rooms,0.26808,208,10984,0.24881,0.28955
781,781,2007,Single-person household,East,4 rooms,0.09401,76,10984,0.08093,0.108
782,782,2007,Couple without children,West,2 rooms,0.11568,312,10984,0.10634,0.12445
783,783,2007,Couple without children,West,3 rooms,0.33678,861,10984,0.32113,0.35358
784,784,2007,Couple without children,West,4 rooms,0.23957,686,10984,0.22484,0.25451
785,785,2007,Couple without children,West,5 rooms,0.14685,472,10984,0.13667,0.15619
786,786,2007,Couple without children,West,6 rooms,0.09025,274,10984,0.08224,0.0981
787,787,2007,Couple without children,West,7 rooms,0.04869,159,10984,0.04109,0.05494
788,788,2007,Couple without children,West,8 rooms,0.01308,58,10984,0.0107,0.01569
789,789,2007,Couple without children,West,9 rooms,0.0091,31,10984,0.00589,0.01361
790,790,2007,Couple without children,East,2 rooms,0.21174,175,10984,0.19036,0.23681
791,791,2007,Couple without children,East,3 rooms,0.43622,421,10984,0.40308,0.46719
792,792,2007,Couple without children,East,4 rooms,0.21039,213,10984,0.1889,0.23424
793,793,2007,Couple without children,East,5 rooms,0.1002,110,10984,0.08629,0.11539
794,794,2007,Couple without children,East,6 rooms,0.04145,45,10984,0.02854,0.05381
795,795,2007,Single parent,West,2 rooms,0.11759,52,10984,0.09947,0.13968
796,796,2007,Single parent,West,3 rooms,0.46152,212,10984,0.42303,0.5059
797,797,2007,Single parent,West,4 rooms,0.24528,123,10984,0.22008,0.27237
798,798,2007,Single parent,West,5 rooms,0.11816,70,10984,0.10012,0.13784
799,799,2007,Single parent,West,6 rooms,0.05745,33,10984,0.04249,0.07794
800,800,2007,Single parent,East,3 rooms,0.71811,94,10984,0.63196,0.85149
801,801,2007,Single parent,East,4 rooms,0.28189,45,10984,0.22516,0.33395
802,802,2007,Couple with children,West,2 rooms,0.01442,38,10984,0.01104,0.01906
803,803,2007,Couple with children,West,3 rooms,0.21036,509,10984,0.19783,0.22467
804,804,2007,Couple with children,West,4 rooms,0.25709,672,10984,0.24149,0.2751
805,805,2007,Couple with children,West,5 rooms,0.22089,621,10984,0.20582,0.2357
806,806,2007,Couple with children,West,6 rooms,0.15314,472,10984,0.13975,0.16433
807,807,2007,Couple with children,West,7 rooms,0.07644,260,10984,0.06735,0.08507
808,808,2007,Couple with children,West,8 rooms,0.0368,118,10984,0.03097,0.04234
809,809,2007,Couple with children,West,9 rooms,0.01648,55,10984,0.01338,0.02174
810,810,2007,Couple with children,West,10 or more rooms,0.01439,47,10984,0.01093,0.01826
811,811,2007,Couple with children,East,3 rooms,0.31208,209,10984,0.27596,0.34282
812,812,2007,Couple with children,East,4 rooms,0.35144,255,10984,0.31424,0.38765
813,813,2007,Couple with children,East,5 rooms,0.20382,156,10984,0.17447,0.24189
814,814,2007,Couple with children,East,6 rooms,0.08448,80,10984,0.06793,0.10623
815,815,2007,Couple with children,East,7 rooms,0.04817,39,10984,0.03186,0.0654
816,816,2008,Single-person household,West,1 room,0.08583,191,10422,0.07839,0.09266
817,817,2008,Single-person household,West,2 rooms,0.37542,793,10422,0.36261,0.38912
818,818,2008,Single-person household,West,3 rooms,0.29701,653,10422,0.28607,0.30919
819,819,2008,Single-person household,West,4 rooms,0.12007,282,10422,0.11376,0.12777
820,820,2008,Single-person household,West,5 rooms,0.07587,171,10422,0.06971,0.08209
821,821,2008,Single-person household,West,6 rooms,0.03518,87,10422,0.0313,0.03866
822,822,2008,Single-person household,West,7 rooms,0.01062,39,10422,0.00852,0.01319
823,823,2008,Single-person household,East,1 room,0.10225,74,10422,0.08597,0.11858
824,824,2008,Single-person household,East,2 rooms,0.49542,327,10422,0.45765,0.5337
825,825,2008,Single-person household,East,3 rooms,0.31221,227,10422,0.28899,0.33748
826,826,2008,Single-person household,East,4 rooms,0.09012,71,10422,0.07961,0.10215
827,827,2008,Couple without children,West,2 rooms,0.10916,281,10422,0.09744,0.11878
828,828,2008,Couple without children,West,3 rooms,0.33687,825,10422,0.31855,0.35391
829,829,2008,Couple without children,West,4 rooms,0.24212,666,10422,0.22555,0.25698
830,830,2008,Couple without children,West,5 rooms,0.15528,459,10422,0.1443,0.16722
831,831,2008,Couple without children,West,6 rooms,0.08608,256,10422,0.07732,0.09485
832,832,2008,Couple without children,West,7 rooms,0.0455,143,10422,0.03902,0.05308
833,833,2008,Couple without children,West,8 rooms,0.01374,55,10422,0.01056,0.01679
834,834,2008,Couple without children,West,9 rooms,0.01125,41,10422,0.00789,0.01555
835,835,2008,Couple without children,East,2 rooms,0.21068,164,10422,0.18248,0.24455
836,836,2008,Couple without children,East,3 rooms,0.41292,414,10422,0.38007,0.45148
837,837,2008,Couple without children,East,4 rooms,0.235,216,10422,0.20871,0.26076
838,838,2008,Couple without children,East,5 rooms,0.108,117,10422,0.09114,0.12799
839,839,2008,Couple without children,East,6 rooms,0.0334,47,10422,0.02543,0.04164
840,840,2008,Single parent,West,2 rooms,0.12934,58,10422,0.1111,0.15465
841,841,2008,Single parent,West,3 rooms,0.43281,192,10422,0.39404,0.47743
842,842,2008,Single parent,West,4 rooms,0.24205,116,10422,0.21464,0.27174
843,843,2008,Single parent,West,5 rooms,0.11043,61,10422,0.09008,0.13319
844,844,2008,Single parent,West,6 rooms,0.08537,42,10422,0.0674,0.10535
845,845,2008,Single parent,East,3 rooms,0.7396,92,10422,0.6041,0.85468
846,846,2008,Single parent,East,4 rooms,0.2604,38,10422,0.1905,0.34188
847,847,2008,Couple with children,West,2 rooms,0.01367,31,10422,0.00951,0.01755
848,848,2008,Couple with children,West,3 rooms,0.19119,435,10422,0.17654,0.20556
849,849,2008,Couple with children,West,4 rooms,0.25281,624,10422,0.23555,0.26676
850,850,2008,Couple with children,West,5 rooms,0.24036,600,10422,0.22529,0.25883
851,851,2008,Couple with children,West,6 rooms,0.1516,421,10422,0.139,0.16583
852,852,2008,Couple with children,West,7 rooms,0.08002,227,10422,0.07104,0.09212
853,853,2008,Couple with children,West,8 rooms,0.03797,114,10422,0.03154,0.04301
854,854,2008,Couple with children,West,9 rooms,0.01437,50,10422,0.01141,0.01752
855,855,2008,Couple with children,West,10 or more rooms,0.01802,46,10422,0.01291,0.02307
856,856,2008,Couple with children,East,3 rooms,0.30237,195,10422,0.26394,0.34069
857,857,2008,Couple with children,East,4 rooms,0.36383,220,10422,0.32017,0.40804
858,858,2008,Couple with children,East,5 rooms,0.21739,157,10422,0.18503,0.25592
859,859,2008,Couple with children,East,6 rooms,0.07779,72,10422,0.06476,0.09283
860,860,2008,Couple with children,East,7 rooms,0.03862,32,10422,0.02316,0.06023
861,861,2009,Single-person household,West,1 room,0.08163,158,9755,0.07392,0.09018
862,862,2009,Single-person household,West,2 rooms,0.35806,733,9755,0.34296,0.37648
863,863,2009,Single-person household,West,3 rooms,0.30635,639,9755,0.29111,0.32076
864,864,2009,Single-person household,West,4 rooms,0.12378,270,9755,0.11485,0.13294
865,865,2009,Single-person household,West,5 rooms,0.0855,183,9755,0.07891,0.09205
866,866,2009,Single-person household,West,6 rooms,0.03315,78,9755,0.02845,0.03799
867,867,2009,Single-person household,West,7 rooms,0.01153,39,9755,0.00943,0.01363
868,868,2009,Single-person household,East,1 room,0.09292,70,9755,0.07719,0.1101
869,869,2009,Single-person household,East,2 rooms,0.49041,310,9755,0.45746,0.5262
870,870,2009,Single-person household,East,3 rooms,0.31765,230,9755,0.29154,0.34772
871,871,2009,Single-person household,East,4 rooms,0.09902,72,9755,0.08322,0.11241
872,872,2009,Couple without children,West,2 rooms,0.11084,262,9755,0.09802,0.12371
873,873,2009,Couple without children,West,3 rooms,0.32599,758,9755,0.3089,0.34432
874,874,2009,Couple without children,West,4 rooms,0.23485,620,9755,0.21808,0.24998
875,875,2009,Couple without children,West,5 rooms,0.16364,447,9755,0.15089,0.17728
876,876,2009,Couple without children,West,6 rooms,0.08893,244,9755,0.07947,0.09684
877,877,2009,Couple without children,West,7 rooms,0.05113,144,9755,0.04346,0.05967
878,878,2009,Couple without children,West,8 rooms,0.01334,51,9755,0.01079,0.01699
879,879,2009,Couple without children,West,9 rooms,0.01128,37,9755,0.00807,0.01538
880,880,2009,Couple without children,East,2 rooms,0.19792,153,9755,0.16629,0.22803
881,881,2009,Couple without children,East,3 rooms,0.39948,388,9755,0.36833,0.43115
882,882,2009,Couple without children,East,4 rooms,0.25303,223,9755,0.21826,0.2845
883,883,2009,Couple without children,East,5 rooms,0.1061,113,9755,0.08551,0.12656
884,884,2009,Couple without children,East,6 rooms,0.04347,46,9755,0.03157,0.05598
885,885,2009,Single parent,West,2 rooms,0.11422,47,9755,0.09359,0.13587
886,886,2009,Single parent,West,3 rooms,0.44017,177,9755,0.39764,0.48521
887,887,2009,Single parent,West,4 rooms,0.23577,105,9755,0.20319,0.27082
888,888,2009,Single parent,West,5 rooms,0.13051,59,9755,0.10749,0.15778
889,889,2009,Single parent,West,6 rooms,0.07933,33,9755,0.06029,0.105
890,890,2009,Single parent,East,3 rooms,0.71836,85,9755,0.60203,0.88964
891,891,2009,Single parent,East,4 rooms,0.28164,43,9755,0.20945,0.36977
892,892,2009,Couple with children,West,3 rooms,0.19788,407,9755,0.18,0.21321
893,893,2009,Couple with children,West,4 rooms,0.26117,567,9755,0.24044,0.2839
894,894,2009,Couple with children,West,5 rooms,0.24355,549,9755,0.22474,0.26168
895,895,2009,Couple with children,West,6 rooms,0.14488,385,9755,0.13135,0.15796
896,896,2009,Couple with children,West,7 rooms,0.07569,208,9755,0.06331,0.08732
897,897,2009,Couple with children,West,8 rooms,0.04509,103,9755,0.0365,0.05363
898,898,2009,Couple with children,West,9 rooms,0.01791,46,9755,0.01265,0.0236
899,899,2009,Couple with children,West,10 or more rooms,0.01383,42,9755,0.00923,0.01972
900,900,2009,Couple with children,East,3 rooms,0.30957,173,9755,0.27182,0.36953
901,901,2009,Couple with children,East,4 rooms,0.35269,205,9755,0.30287,0.40503
902,902,2009,Couple with children,East,5 rooms,0.21195,148,9755,0.17537,0.25467
903,903,2009,Couple with children,East,6 rooms,0.07711,71,9755,0.05986,0.09904
904,904,2009,Couple with children,East,7 rooms,0.04868,34,9755,0.03327,0.06936
905,905,2010,Single-person household,West,1 room,0.06909,130,13433,0.0611,0.07567
906,906,2010,Single-person household,West,2 rooms,0.34902,668,13433,0.33418,0.36635
907,907,2010,Single-person household,West,3 rooms,0.32309,626,13433,0.30861,0.33714
908,908,2010,Single-person household,West,4 rooms,0.12748,276,13433,0.11973,0.13456
909,909,2010,Single-person household,West,5 rooms,0.07446,157,13433,0.0672,0.08182
910,910,2010,Single-person household,West,6 rooms,0.03719,84,13433,0.03217,0.04346
911,911,2010,Single-person household,West,7 rooms,0.01968,48,13433,0.01522,0.02355
912,912,2010,Single-person household,East,1 room,0.10093,66,13433,0.08339,0.11671
913,913,2010,Single-person household,East,2 rooms,0.44459,274,13433,0.40987,0.47672
914,914,2010,Single-person household,East,3 rooms,0.32252,220,13433,0.29413,0.35001
915,915,2010,Single-person household,East,4 rooms,0.09659,72,13433,0.08224,0.11313
916,916,2010,Single-person household,East,5 rooms,0.03537,32,13433,0.02628,0.0444
917,917,2010,Couple without children,West,2 rooms,0.10142,235,13433,0.09031,0.11109
918,918,2010,Couple without children,West,3 rooms,0.33901,741,13433,0.31969,0.36004
919,919,2010,Couple without children,West,4 rooms,0.23725,590,13433,0.21765,0.25113
920,920,2010,Couple without children,West,5 rooms,0.16247,428,13433,0.14905,0.17377
921,921,2010,Couple without children,West,6 rooms,0.0909,244,13433,0.08008,0.10132
922,922,2010,Couple without children,West,7 rooms,0.04156,116,13433,0.03351,0.04937
923,923,2010,Couple without children,West,8 rooms,0.01998,54,13433,0.01472,0.0251
924,924,2010,Couple without children,West,9 rooms,0.00742,32,13433,0.00561,0.00926
925,925,2010,Couple without children,East,2 rooms,0.17246,130,13433,0.14556,0.19922
926,926,2010,Couple without children,East,3 rooms,0.41334,366,13433,0.38129,0.44379
927,927,2010,Couple without children,East,4 rooms,0.27403,232,13433,0.2414,0.30906
928,928,2010,Couple without children,East,5 rooms,0.09333,93,13433,0.07711,0.11836
929,929,2010,Couple without children,East,6 rooms,0.04685,50,13433,0.03418,0.06428
930,930,2010,Single parent,West,2 rooms,0.11483,171,13433,0.09559,0.13182
931,931,2010,Single parent,West,3 rooms,0.45612,644,13433,0.41081,0.52018
932,932,2010,Single parent,West,4 rooms,0.22488,322,13433,0.19492,0.25232
933,933,2010,Single parent,West,5 rooms,0.11505,162,13433,0.0967,0.13311
934,934,2010,Single parent,West,6 rooms,0.06009,66,13433,0.04258,0.08227
935,935,2010,Single parent,West,7 rooms,0.02902,32,13433,0.01887,0.04256
936,936,2010,Single parent,East,2 rooms,0.11184,44,13433,0.08874,0.13393
937,937,2010,Single parent,East,3 rooms,0.60495,225,13433,0.49487,0.71465
938,938,2010,Single parent,East,4 rooms,0.19343,94,13433,0.16272,0.2297
939,939,2010,Single parent,East,5 rooms,0.08979,34,13433,0.05079,0.14013
940,940,2010,Couple with children,West,2 rooms,0.01317,100,13433,0.01025,0.01749
941,941,2010,Couple with children,West,3 rooms,0.19283,1030,13433,0.17516,0.21089
942,942,2010,Couple with children,West,4 rooms,0.2644,1184,13433,0.24489,0.28644
943,943,2010,Couple with children,West,5 rooms,0.23679,917,13433,0.21583,0.25878
944,944,2010,Couple with children,West,6 rooms,0.15171,673,13433,0.13428,0.16931
945,945,2010,Couple with children,West,7 rooms,0.07422,353,13433,0.06398,0.08425
946,946,2010,Couple with children,West,8 rooms,0.03349,172,13433,0.02604,0.04189
947,947,2010,Couple with children,West,9 rooms,0.02173,79,13433,0.01526,0.02907
948,948,2010,Couple with children,West,10 or more rooms,0.01166,68,13433,0.00877,0.01594
949,949,2010,Couple with children,East,2 rooms,0.02714,42,13433,0.01937,0.03498
950,950,2010,Couple with children,East,3 rooms,0.29228,333,13433,0.25031,0.34186
951,951,2010,Couple with children,East,4 rooms,0.31061,349,13433,0.27232,0.34697
952,952,2010,Couple with children,East,5 rooms,0.22873,218,13433,0.19157,0.26792
953,953,2010,Couple with children,East,6 rooms,0.10266,110,13433,0.07907,0.13047
954,954,2010,Couple with children,East,7 rooms,0.03857,47,13433,0.02631,0.05177
955,955,2011,Single-person household,West,1 room,0.07796,203,16172,0.07025,0.08535
956,956,2011,Single-person household,West,2 rooms,0.36396,923,16172,0.34662,0.37587
957,957,2011,Single-person household,West,3 rooms,0.30618,794,16172,0.29284,0.31811
958,958,2011,Single-person household,West,4 rooms,0.12116,340,16172,0.1128,0.13062
959,959,2011,Single-person household,West,5 rooms,0.0758,194,16172,0.069,0.08219
960,960,2011,Single-person household,West,6 rooms,0.04077,119,16172,0.03613,0.04575
961,961,2011,Single-person household,West,7 rooms,0.01418,44,16172,0.01129,0.01684
962,962,2011,Single-person household,East,1 room,0.12437,116,16172,0.10834,0.14494
963,963,2011,Single-person household,East,2 rooms,0.45337,362,16172,0.42725,0.48413
964,964,2011,Single-person household,East,3 rooms,0.29014,266,16172,0.26682,0.3134
965,965,2011,Single-person household,East,4 rooms,0.09462,89,16172,0.08224,0.10906
966,966,2011,Single-person household,East,5 rooms,0.03749,38,16172,0.0299,0.04693
967,967,2011,Couple without children,West,2 rooms,0.10052,316,16172,0.092,0.11069
968,968,2011,Couple without children,West,3 rooms,0.34534,997,16172,0.32806,0.36456
969,969,2011,Couple without children,West,4 rooms,0.22447,739,16172,0.21122,0.24034
970,970,2011,Couple without children,West,5 rooms,0.1759,602,16172,0.16539,0.18664
971,971,2011,Couple without children,West,6 rooms,0.08223,316,16172,0.07535,0.09007
972,972,2011,Couple without children,West,7 rooms,0.04391,167,16172,0.03824,0.05148
973,973,2011,Couple without children,West,8 rooms,0.0203,79,16172,0.0174,0.02406
974,974,2011,Couple without children,West,9 rooms,0.00733,35,16172,0.00522,0.00964
975,975,2011,Couple without children,East,2 rooms,0.14935,138,16172,0.12629,0.17644
976,976,2011,Couple without children,East,3 rooms,0.42763,469,16172,0.40067,0.46101
977,977,2011,Couple without children,East,4 rooms,0.2656,272,16172,0.2404,0.29763
978,978,2011,Couple without children,East,5 rooms,0.10017,105,16172,0.08157,0.11936
979,979,2011,Couple without children,East,6 rooms,0.05725,77,16172,0.04368,0.07107
980,980,2011,Single parent,West,2 rooms,0.12608,200,16172,0.10897,0.14515
981,981,2011,Single parent,West,3 rooms,0.45317,796,16172,0.42811,0.47855
982,982,2011,Single parent,West,4 rooms,0.22073,410,16172,0.19708,0.24597
983,983,2011,Single parent,West,5 rooms,0.11511,195,16172,0.096,0.1353
984,984,2011,Single parent,West,6 rooms,0.05386,93,16172,0.04475,0.06405
985,985,2011,Single parent,West,7 rooms,0.03104,44,16172,0.02025,0.04671
986,986,2011,Single parent,East,2 rooms,0.11534,53,16172,0.09697,0.13912
987,987,2011,Single parent,East,3 rooms,0.58328,292,16172,0.51513,0.64926
988,988,2011,Single parent,East,4 rooms,0.2168,124,16172,0.18833,0.24981
989,989,2011,Single parent,East,5 rooms,0.08458,42,16172,0.06088,0.1106
990,990,2011,Couple with children,West,2 rooms,0.01268,71,16172,0.00955,0.01653
991,991,2011,Couple with children,West,3 rooms,0.191,921,16172,0.17678,0.20322
992,992,2011,Couple with children,West,4 rooms,0.2537,1207,16172,0.23511,0.27356
993,993,2011,Couple with children,West,5 rooms,0.22777,1072,16172,0.2106,0.24922
994,994,2011,Couple with children,West,6 rooms,0.15814,826,16172,0.14433,0.17173
995,995,2011,Couple with children,West,7 rooms,0.0802,451,16172,0.07067,0.09123
996,996,2011,Couple with children,West,8 rooms,0.04541,245,16172,0.03624,0.05454
997,997,2011,Couple with children,West,9 rooms,0.01718,110,16172,0.01292,0.022
998,998,2011,Couple with children,West,10 or more rooms,0.01391,78,16172,0.00988,0.01929
999,999,2011,Couple with children,East,2 rooms,0.01588,33,16172,0.01208,0.01984
1000,1000,2011,Couple with children,East,3 rooms,0.3296,324,16172,0.28283,0.37952
1001,1001,2011,Couple with children,East,4 rooms,0.28966,376,16172,0.26057,0.31694
1002,1002,2011,Couple with children,East,5 rooms,0.22065,228,16172,0.1866,0.26264
1003,1003,2011,Couple with children,East,6 rooms,0.10324,125,16172,0.08547,0.12407
1004,1004,2011,Couple with children,East,7 rooms,0.04096,56,16172,0.03052,0.05389
1005,1005,2012,Single-person household,West,1 room,0.07654,216,15871,0.07045,0.08408
1006,1006,2012,Single-person household,West,2 rooms,0.36048,950,15871,0.34368,0.37618
1007,1007,2012,Single-person household,West,3 rooms,0.32479,871,15871,0.31165,0.33715
1008,1008,2012,Single-person household,West,4 rooms,0.12019,339,15871,0.11108,0.12785
1009,1009,2012,Single-person household,West,5 rooms,0.07068,193,15871,0.06523,0.07718
1010,1010,2012,Single-person household,West,6 rooms,0.03444,105,15871,0.02986,0.03829
1011,1011,2012,Single-person household,West,7 rooms,0.01287,41,15871,0.00996,0.01577
1012,1012,2012,Single-person household,East,1 room,0.12319,120,15871,0.10931,0.14076
1013,1013,2012,Single-person household,East,2 rooms,0.44776,379,15871,0.41919,0.47754
1014,1014,2012,Single-person household,East,3 rooms,0.30071,286,15871,0.27932,0.32933
1015,1015,2012,Single-person household,East,4 rooms,0.09211,90,15871,0.08101,0.10308
1016,1016,2012,Single-person household,East,5 rooms,0.03623,39,15871,0.0266,0.04862
1017,1017,2012,Couple without children,West,2 rooms,0.09921,303,15871,0.08957,0.10886
1018,1018,2012,Couple without children,West,3 rooms,0.33198,996,15871,0.31202,0.34936
1019,1019,2012,Couple without children,West,4 rooms,0.23023,746,15871,0.21539,0.24588
1020,1020,2012,Couple without children,West,5 rooms,0.16836,596,15871,0.15687,0.18014
1021,1021,2012,Couple without children,West,6 rooms,0.09305,347,15871,0.08554,0.10218
1022,1022,2012,Couple without children,West,7 rooms,0.04901,187,15871,0.04301,0.05582
