"pgisced97","year","bula_h","n","percent","lower_confidence","upper_confidence"
"higher vocational","1987","Bayern","98","0.0682564843150718","0.0563523009613888","0.0801606676687548"
"higher vocational","1987","Saarland","","","",""
"higher vocational","1987","Berlin","","","",""
"higher vocational","1987","Brandenburg","","","",""
"higher vocational","1987","Mecklenburg-Vorpommern","","","",""
"higher vocational","1987","Sachsen","","","",""
"higher vocational","1987","Sachsen-Anhalt","","","",""
"higher vocational","1987","Thueringen","","","",""
"higher education","1987","Schleswig-Holstein","","","",""
"higher education","1987","Hamburg","","","",""
"higher education","1987","Niedersachsen","78","0.0714087136856297","0.0561774888857028","0.0866399384855566"
"higher education","1987","Bremen","","","",""
"higher education","1987","Nordrhein-Westfalen","221","0.0859588749844942","0.0755727758048748","0.0963449741641136"
"higher education","1987","Hessen","92","0.112766319102427","0.0935885247160361","0.131944113488817"
"higher education","1987","Rheinland-Pfalz,Saarland","39","0.0473857986024414","0.0323005235450996","0.0624710736597833"
"higher education","1987","Baden-Wuerttemberg","108","0.0705084812821104","0.0591749968825423","0.0818419656816785"
"higher education","1987","Bayern","141","0.0828258127415413","0.0698154853543875","0.0958361401286951"
"higher education","1987","Saarland","","","",""
"higher education","1987","Berlin","35","0.12308545255194","0.0890533658895048","0.157117539214375"
"higher education","1987","Brandenburg","","","",""
"higher education","1987","Mecklenburg-Vorpommern","","","",""
"higher education","1987","Sachsen","","","",""
"higher education","1987","Sachsen-Anhalt","","","",""
"higher education","1987","Thueringen","","","",""
"in school","1988","Schleswig-Holstein","","","",""
"in school","1988","Hamburg","","","",""
"in school","1988","Niedersachsen","","","",""
"in school","1988","Bremen","","","",""
"in school","1988","Nordrhein-Westfalen","68","0.0219694381546746","0.0163916096900966","0.0275472666192527"
"in school","1988","Hessen","","","",""
"in school","1988","Rheinland-Pfalz,Saarland","","","",""
"in school","1988","Baden-Wuerttemberg","","","",""
"in school","1988","Bayern","","","",""
"in school","1988","Saarland","","","",""
"in school","1988","Berlin","","","",""
"in school","1988","Brandenburg","","","",""
"in school","1988","Mecklenburg-Vorpommern","","","",""
"in school","1988","Sachsen","","","",""
"in school","1988","Sachsen-Anhalt","","","",""
"in school","1988","Thueringen","","","",""
"inadequately","1988","Schleswig-Holstein","","","",""
"inadequately","1988","Hamburg","","","",""
"inadequately","1988","Niedersachsen","46","0.0192866013134902","0.010932078829862","0.0276411237971184"
"inadequately","1988","Bremen","","","",""
"inadequately","1988","Nordrhein-Westfalen","202","0.025749180639383","0.0197222448731575","0.0317761164056085"
"inadequately","1988","Hessen","81","0.0220391218780792","0.0128940235803394","0.031184220175819"
"inadequately","1988","Rheinland-Pfalz,Saarland","46","0.0252847722474156","0.0138809405310739","0.0366886039637573"
"inadequately","1988","Baden-Wuerttemberg","210","0.0288309936490396","0.0212670831980289","0.0363949041000503"
"inadequately","1988","Bayern","66","0.0138641825507231","0.00820515683299528","0.0195232082684509"
"inadequately","1988","Saarland","","","",""
"inadequately","1988","Berlin","","","",""
"inadequately","1988","Brandenburg","","","",""
"inadequately","1988","Mecklenburg-Vorpommern","","","",""
"inadequately","1988","Sachsen","","","",""
"inadequately","1988","Sachsen-Anhalt","","","",""
"inadequately","1988","Thueringen","","","",""
"general elemantary","1988","Schleswig-Holstein","73","0.19889004852592","0.155155394826913","0.242624702224928"
"general elemantary","1988","Hamburg","46","0.170501362906584","0.118250517857224","0.222752207955943"
"general elemantary","1988","Niedersachsen","280","0.277439602132197","0.250241159938486","0.304638044325908"
"general elemantary","1988","Bremen","33","0.325978256798152","0.233644232668353","0.418312280927951"
"general elemantary","1988","Nordrhein-Westfalen","665","0.230963425140797","0.214926371964351","0.247000478317243"
"general elemantary","1988","Hessen","285","0.235220656048441","0.208800444122134","0.261640867974748"
"general elemantary","1988","Rheinland-Pfalz,Saarland","241","0.332605955400087","0.298381340081515","0.36683057071866"
"general elemantary","1988","Baden-Wuerttemberg","580","0.293231762388221","0.272653287572755","0.313810237203687"
"general elemantary","1988","Bayern","450","0.251588693897887","0.230587600948245","0.272589786847529"
"general elemantary","1988","Saarland","","","",""
"general elemantary","1988","Berlin","87","0.251036699864568","0.20403938000459","0.298034019724545"
"general elemantary","1988","Brandenburg","","","",""
"general elemantary","1988","Mecklenburg-Vorpommern","","","",""
"general elemantary","1988","Sachsen","","","",""
"general elemantary","1988","Sachsen-Anhalt","","","",""
"general elemantary","1988","Thueringen","","","",""
"middle vocational","1988","Schleswig-Holstein","184","0.606670756715325","0.55314932150988","0.660192191920769"
"middle vocational","1988","Hamburg","105","0.614296212590619","0.546666518437711","0.681925906743527"
"middle vocational","1988","Niedersachsen","523","0.518565691769822","0.488213284951008","0.548918098588635"
"middle vocational","1988","Bremen","51","0.487937202042743","0.389473973491545","0.586400430593942"
"middle vocational","1988","Nordrhein-Westfalen","1279","0.543823605386434","0.52487073914364","0.562776471629228"
"middle vocational","1988","Hessen","459","0.546596145981345","0.51558581654178","0.577606475420909"
"middle vocational","1988","Rheinland-Pfalz,Saarland","362","0.529884231487216","0.493628613810551","0.566139849163881"
"middle vocational","1988","Baden-Wuerttemberg","813","0.490587888998583","0.467990294527434","0.513185483469732"
"middle vocational","1988","Bayern","835","0.552077535153457","0.528010221001191","0.576144849305724"
"middle vocational","1988","Saarland","","","",""
"middle vocational","1988","Berlin","146","0.498434906806629","0.444242044297252","0.552627769316005"
"middle vocational","1988","Brandenburg","","","",""
"middle vocational","1988","Mecklenburg-Vorpommern","","","",""
"middle vocational","1988","Sachsen","","","",""
"middle vocational","1988","Sachsen-Anhalt","","","",""
"middle vocational","1988","Thueringen","","","",""
"vocational + Abi","1988","Schleswig-Holstein","","","",""
"vocational + Abi","1988","Hamburg","","","",""
"vocational + Abi","1988","Niedersachsen","","","",""
"vocational + Abi","1988","Bremen","","","",""
"vocational + Abi","1988","Nordrhein-Westfalen","87","0.031821866437705","0.0251427359956174","0.0385009968797925"
"vocational + Abi","1988","Hessen","","","",""
"vocational + Abi","1988","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1988","Baden-Wuerttemberg","53","0.0259452990760007","0.0187592499749341","0.0331313481770672"
"vocational + Abi","1988","Bayern","43","0.0233602851563206","0.0160500318257266","0.0306705384869147"
"vocational + Abi","1988","Saarland","","","",""
"vocational + Abi","1988","Berlin","","","",""
"vocational + Abi","1988","Brandenburg","","","",""
"vocational + Abi","1988","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1988","Sachsen","","","",""
"vocational + Abi","1988","Sachsen-Anhalt","","","",""
"vocational + Abi","1988","Thueringen","","","",""
"higher vocational","1988","Schleswig-Holstein","","","",""
"higher vocational","1988","Hamburg","","","",""
"higher vocational","1988","Niedersachsen","70","0.075561924563166","0.0595068197890665","0.0916170293372655"
"higher vocational","1988","Bremen","","","",""
"higher vocational","1988","Nordrhein-Westfalen","145","0.0603850888315423","0.0513211018961184","0.0694490757669662"
"higher vocational","1988","Hessen","44","0.0567494019755674","0.0423373877216856","0.0711614162294492"
"higher vocational","1988","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1988","Baden-Wuerttemberg","101","0.0755748110697719","0.0636268558335591","0.0875227663059847"
"higher vocational","1988","Bayern","90","0.0654418823703836","0.0534729003244787","0.0774108644162886"
"higher vocational","1988","Saarland","","","",""
"higher vocational","1988","Berlin","","","",""
"higher vocational","1988","Brandenburg","","","",""
"higher vocational","1988","Mecklenburg-Vorpommern","","","",""
"higher vocational","1988","Sachsen","","","",""
"higher vocational","1988","Sachsen-Anhalt","","","",""
"higher vocational","1988","Thueringen","","","",""
"higher education","1988","Schleswig-Holstein","","","",""
"higher education","1988","Hamburg","","","",""
"higher education","1988","Niedersachsen","78","0.0733396620816433","0.0575034078163291","0.0891759163469575"
"higher education","1988","Bremen","","","",""
"higher education","1988","Nordrhein-Westfalen","207","0.0852873954094638","0.0746590851515571","0.0959157056673705"
"higher education","1988","Hessen","82","0.107537320783269","0.0882396393952141","0.126835002171323"
"higher education","1988","Rheinland-Pfalz,Saarland","38","0.0500950411208952","0.0342490339722162","0.0659410482695742"
"higher education","1988","Baden-Wuerttemberg","101","0.0710290984609157","0.0594175972200722","0.0826405997017592"
"higher education","1988","Bayern","130","0.0814277766736185","0.0681914002384008","0.0946641531088361"
"higher education","1988","Saarland","","","",""
"higher education","1988","Berlin","34","0.124584273345591","0.0887900454704269","0.160378501220755"
"higher education","1988","Brandenburg","","","",""
"higher education","1988","Mecklenburg-Vorpommern","","","",""
"higher education","1988","Sachsen","","","",""
"higher education","1988","Sachsen-Anhalt","","","",""
"higher education","1988","Thueringen","","","",""
"in school","1989","Schleswig-Holstein","","","",""
"in school","1989","Hamburg","","","",""
"in school","1989","Niedersachsen","","","",""
"in school","1989","Bremen","","","",""
"in school","1989","Nordrhein-Westfalen","75","0.0243242936160491","0.0183786991431344","0.0302698880889637"
"in school","1989","Hessen","","","",""
"in school","1989","Rheinland-Pfalz,Saarland","","","",""
"in school","1989","Baden-Wuerttemberg","","","",""
"in school","1989","Bayern","36","0.0202909462450686","0.0133888495261118","0.0271930429640254"
"in school","1989","Saarland","","","",""
"in school","1989","Berlin","","","",""
"in school","1989","Brandenburg","","","",""
"in school","1989","Mecklenburg-Vorpommern","","","",""
"in school","1989","Sachsen","","","",""
"in school","1989","Sachsen-Anhalt","","","",""
"in school","1989","Thueringen","","","",""
"inadequately","1989","Schleswig-Holstein","","","",""
"inadequately","1989","Hamburg","","","",""
"inadequately","1989","Niedersachsen","45","0.0220223585856465","0.0128806605519471","0.0311640566193458"
"inadequately","1989","Bremen","","","",""
"inadequately","1989","Nordrhein-Westfalen","191","0.024775582746454","0.0187764752734042","0.0307746902195038"
"inadequately","1989","Hessen","74","0.0225439469442396","0.0132783537073996","0.0318095401810795"
"inadequately","1989","Rheinland-Pfalz,Saarland","41","0.0245114690404532","0.0129147938494482","0.0361081442314581"
"inadequately","1989","Baden-Wuerttemberg","197","0.0305383932083993","0.0225962333119742","0.0384805531048244"
"inadequately","1989","Bayern","62","0.0144200014736068","0.00858407350496601","0.0202559294422477"
"inadequately","1989","Saarland","","","",""
"inadequately","1989","Berlin","","","",""
"inadequately","1989","Brandenburg","","","",""
"inadequately","1989","Mecklenburg-Vorpommern","","","",""
"inadequately","1989","Sachsen","","","",""
"inadequately","1989","Sachsen-Anhalt","","","",""
"inadequately","1989","Thueringen","","","",""
"general elemantary","1989","Schleswig-Holstein","64","0.179480666250176","0.135983021429953","0.222978311070399"
"general elemantary","1989","Hamburg","42","0.140115516375919","0.0912716091088625","0.188959423642976"
"general elemantary","1989","Niedersachsen","267","0.275428626565424","0.247601035165217","0.303256217965631"
"general elemantary","1989","Bremen","33","0.318621752613636","0.230336524053211","0.406906981174061"
"general elemantary","1989","Nordrhein-Westfalen","639","0.22994858307746","0.213708148324676","0.246189017830243"
"general elemantary","1989","Hessen","271","0.229309288251308","0.203069488331152","0.255549088171464"
"general elemantary","1989","Rheinland-Pfalz,Saarland","222","0.333643031443139","0.29828140432159","0.369004658564688"
"general elemantary","1989","Baden-Wuerttemberg","545","0.292814815340371","0.271810267943994","0.313819362736749"
"general elemantary","1989","Bayern","423","0.235138614041622","0.214378263855931","0.255898964227312"
"general elemantary","1989","Saarland","","","",""
"general elemantary","1989","Berlin","84","0.243687840946213","0.196941991366565","0.290433690525861"
"general elemantary","1989","Brandenburg","","","",""
"general elemantary","1989","Mecklenburg-Vorpommern","","","",""
"general elemantary","1989","Sachsen","","","",""
"general elemantary","1989","Sachsen-Anhalt","","","",""
"general elemantary","1989","Thueringen","","","",""
"middle vocational","1989","Schleswig-Holstein","168","0.589934415163963","0.534184909064712","0.645683921263214"
