"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"general elemantary","2011","(Fach-)Abitur","Hamburg","","","",""
"general elemantary","2011","(Fach-)Abitur","Niedersachsen","","","",""
"general elemantary","2011","(Fach-)Abitur","Bremen","","","",""
"general elemantary","2011","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"general elemantary","2011","(Fach-)Abitur","Hessen","","","",""
"general elemantary","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2011","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"general elemantary","2011","(Fach-)Abitur","Bayern","","","",""
"general elemantary","2011","(Fach-)Abitur","Saarland","","","",""
"general elemantary","2011","(Fach-)Abitur","Berlin","","","",""
"general elemantary","2011","(Fach-)Abitur","Brandenburg","","","",""
"general elemantary","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"general elemantary","2011","(Fach-)Abitur","Sachsen","","","",""
"general elemantary","2011","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"general elemantary","2011","(Fach-)Abitur","Thueringen","","","",""
"general elemantary","2011","AkademikerInnen","Schleswig-Holstein","","","",""
"general elemantary","2011","AkademikerInnen","Hamburg","","","",""
"general elemantary","2011","AkademikerInnen","Niedersachsen","","","",""
"general elemantary","2011","AkademikerInnen","Bremen","","","",""
"general elemantary","2011","AkademikerInnen","Nordrhein-Westfalen","","","",""
"general elemantary","2011","AkademikerInnen","Hessen","","","",""
"general elemantary","2011","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2011","AkademikerInnen","Baden-Wuerttemberg","","","",""
"general elemantary","2011","AkademikerInnen","Bayern","","","",""
"general elemantary","2011","AkademikerInnen","Saarland","","","",""
"general elemantary","2011","AkademikerInnen","Berlin","","","",""
"general elemantary","2011","AkademikerInnen","Brandenburg","","","",""
"general elemantary","2011","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"general elemantary","2011","AkademikerInnen","Sachsen","","","",""
"general elemantary","2011","AkademikerInnen","Sachsen-Anhalt","","","",""
"general elemantary","2011","AkademikerInnen","Thueringen","","","",""
"middle vocational","2011","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"middle vocational","2011","(noch) kein Abschluss","Hamburg","","","",""
"middle vocational","2011","(noch) kein Abschluss","Niedersachsen","","","",""
"middle vocational","2011","(noch) kein Abschluss","Bremen","","","",""
"middle vocational","2011","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"middle vocational","2011","(noch) kein Abschluss","Hessen","","","",""
"middle vocational","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","2011","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"middle vocational","2011","(noch) kein Abschluss","Bayern","","","",""
"middle vocational","2011","(noch) kein Abschluss","Saarland","","","",""
"middle vocational","2011","(noch) kein Abschluss","Berlin","","","",""
"middle vocational","2011","(noch) kein Abschluss","Brandenburg","","","",""
"middle vocational","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"middle vocational","2011","(noch) kein Abschluss","Sachsen","","","",""
"middle vocational","2011","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"middle vocational","2011","(noch) kein Abschluss","Thueringen","","","",""
"middle vocational","2011","Hauptschulabschluss","Schleswig-Holstein","221","0.759214444436519","0.711847718284829","0.806581170588208"
"middle vocational","2011","Hauptschulabschluss","Hamburg","65","0.708305434247577","0.615924771667523","0.800686096827631"
"middle vocational","2011","Hauptschulabschluss","Niedersachsen","609","0.694810096112621","0.664488687605319","0.725131504619924"
"middle vocational","2011","Hauptschulabschluss","Bremen","35","0.700501008444617","0.570923526252515","0.830078490636718"
"middle vocational","2011","Hauptschulabschluss","Nordrhein-Westfalen","1319","0.688163273717369","0.667727838390867","0.708598709043871"
"middle vocational","2011","Hauptschulabschluss","Hessen","349","0.676140377563321","0.636188276654713","0.716092478471929"
"middle vocational","2011","Hauptschulabschluss","Rheinland-Pfalz,Saarland","387","0.674536317868794","0.636824742080865","0.712247893656722"
"middle vocational","2011","Hauptschulabschluss","Baden-Wuerttemberg","763","0.624503578652427","0.596990133352945","0.652017023951909"
"middle vocational","2011","Hauptschulabschluss","Bayern","1268","0.709265895103812","0.688134712057758","0.730397078149866"
"middle vocational","2011","Hauptschulabschluss","Saarland","80","0.683931490021295","0.602425411381223","0.765437568661366"
"middle vocational","2011","Hauptschulabschluss","Berlin","112","0.595678450017249","0.520796782319713","0.670560117714784"
"middle vocational","2011","Hauptschulabschluss","Brandenburg","194","0.69629934795631","0.640932983082959","0.751665712829661"
"middle vocational","2011","Hauptschulabschluss","Mecklenburg-Vorpommern","92","0.722023861486426","0.644108020146254","0.799939702826598"
"middle vocational","2011","Hauptschulabschluss","Sachsen","284","0.732598420641297","0.688155706240373","0.777041135042221"
"middle vocational","2011","Hauptschulabschluss","Sachsen-Anhalt","200","0.73545033152866","0.683692475973768","0.787208187083552"
"middle vocational","2011","Hauptschulabschluss","Thueringen","245","0.79188548506484","0.746100086784999","0.837670883344681"
"middle vocational","2011","Realschulabschluss","Schleswig-Holstein","238","0.809155723086888","0.765054178844329","0.853257267329446"
"middle vocational","2011","Realschulabschluss","Hamburg","83","0.775744743234365","0.695583921950528","0.855905564518203"
"middle vocational","2011","Realschulabschluss","Niedersachsen","635","0.79701102684891","0.76936255028813","0.824659503409691"
"middle vocational","2011","Realschulabschluss","Bremen","40","0.687080861614278","0.557252361534055","0.816909361694501"
"middle vocational","2011","Realschulabschluss","Nordrhein-Westfalen","944","0.77044214468633","0.746901467547945","0.793982821824714"
"middle vocational","2011","Realschulabschluss","Hessen","369","0.763525851568893","0.725028675564529","0.802023027573257"
"middle vocational","2011","Realschulabschluss","Rheinland-Pfalz,Saarland","215","0.713496188180669","0.660912632226517","0.76607974413482"
"middle vocational","2011","Realschulabschluss","Baden-Wuerttemberg","708","0.750783444828975","0.72246040426657","0.779106485391379"
"middle vocational","2011","Realschulabschluss","Bayern","885","0.785599690999702","0.761445323291391","0.809754058708014"
"middle vocational","2011","Realschulabschluss","Saarland","40","0.64656893773184","0.519068702099836","0.774069173363844"
"middle vocational","2011","Realschulabschluss","Berlin","217","0.75600962830782","0.706146942391698","0.805872314223943"
"middle vocational","2011","Realschulabschluss","Brandenburg","350","0.784422741881883","0.745778924367403","0.823066559396363"
"middle vocational","2011","Realschulabschluss","Mecklenburg-Vorpommern","225","0.84035499249643","0.797143167053293","0.883566817939566"
"middle vocational","2011","Realschulabschluss","Sachsen","659","0.804276402660697","0.776731376550477","0.831821428770917"
"middle vocational","2011","Realschulabschluss","Sachsen-Anhalt","350","0.793057918211849","0.75498814214664","0.831127694277058"
"middle vocational","2011","Realschulabschluss","Thueringen","381","0.840659438819082","0.806843998092173","0.874474879545991"
"middle vocational","2011","(Fach-)Abitur","Schleswig-Holstein","35","0.347090065983531","0.268514726709906","0.425665405257156"
"middle vocational","2011","(Fach-)Abitur","Hamburg","","","",""
"middle vocational","2011","(Fach-)Abitur","Niedersachsen","84","0.351026574822447","0.2974615110663","0.404591638578594"
"middle vocational","2011","(Fach-)Abitur","Bremen","","","",""
"middle vocational","2011","(Fach-)Abitur","Nordrhein-Westfalen","294","0.343106159296916","0.313473441463433","0.372738877130398"
"middle vocational","2011","(Fach-)Abitur","Hessen","99","0.368119997141296","0.31451813132565","0.421721862956943"
"middle vocational","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","55","0.409373051866558","0.336311360581862","0.482434743151255"
"middle vocational","2011","(Fach-)Abitur","Baden-Wuerttemberg","123","0.31903426852175","0.275679397168083","0.362389139875417"
"middle vocational","2011","(Fach-)Abitur","Bayern","154","0.348566167948244","0.306588021105434","0.390544314791053"
"middle vocational","2011","(Fach-)Abitur","Saarland","","","",""
"middle vocational","2011","(Fach-)Abitur","Berlin","57","0.425197543635683","0.344451449055148","0.505943638216219"
"middle vocational","2011","(Fach-)Abitur","Brandenburg","","","",""
"middle vocational","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"middle vocational","2011","(Fach-)Abitur","Sachsen","64","0.420419846663614","0.345328065738755","0.495511627588474"
"middle vocational","2011","(Fach-)Abitur","Sachsen-Anhalt","40","0.61769758285555","0.520991521261352","0.714403644449748"
"middle vocational","2011","(Fach-)Abitur","Thueringen","33","0.329673528093086","0.23031981816561","0.429027238020562"
"middle vocational","2011","AkademikerInnen","Schleswig-Holstein","","","",""
"middle vocational","2011","AkademikerInnen","Hamburg","","","",""
"middle vocational","2011","AkademikerInnen","Niedersachsen","","","",""
"middle vocational","2011","AkademikerInnen","Bremen","","","",""
"middle vocational","2011","AkademikerInnen","Nordrhein-Westfalen","","","",""
"middle vocational","2011","AkademikerInnen","Hessen","","","",""
"middle vocational","2011","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","2011","AkademikerInnen","Baden-Wuerttemberg","","","",""
"middle vocational","2011","AkademikerInnen","Bayern","","","",""
"middle vocational","2011","AkademikerInnen","Saarland","","","",""
"middle vocational","2011","AkademikerInnen","Berlin","","","",""
"middle vocational","2011","AkademikerInnen","Brandenburg","","","",""
"middle vocational","2011","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"middle vocational","2011","AkademikerInnen","Sachsen","","","",""
"middle vocational","2011","AkademikerInnen","Sachsen-Anhalt","","","",""
"middle vocational","2011","AkademikerInnen","Thueringen","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Hamburg","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Niedersachsen","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Bremen","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Hessen","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Bayern","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Saarland","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Berlin","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Brandenburg","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Sachsen","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Thueringen","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Schleswig-Holstein","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Hamburg","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Niedersachsen","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Bremen","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Hessen","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Bayern","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Saarland","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Berlin","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Brandenburg","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Sachsen","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Thueringen","","","",""
"vocational + Abi","2011","Realschulabschluss","Schleswig-Holstein","","","",""
"vocational + Abi","2011","Realschulabschluss","Hamburg","","","",""
"vocational + Abi","2011","Realschulabschluss","Niedersachsen","","","",""
"vocational + Abi","2011","Realschulabschluss","Bremen","","","",""
"vocational + Abi","2011","Realschulabschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","2011","Realschulabschluss","Hessen","","","",""
"vocational + Abi","2011","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2011","Realschulabschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","2011","Realschulabschluss","Bayern","","","",""
"vocational + Abi","2011","Realschulabschluss","Saarland","","","",""
"vocational + Abi","2011","Realschulabschluss","Berlin","","","",""
"vocational + Abi","2011","Realschulabschluss","Brandenburg","","","",""
"vocational + Abi","2011","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2011","Realschulabschluss","Sachsen","","","",""
"vocational + Abi","2011","Realschulabschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","2011","Realschulabschluss","Thueringen","","","",""
"vocational + Abi","2011","(Fach-)Abitur","Schleswig-Holstein","85","0.515169279694681","0.432677897878317","0.597660661511045"
"vocational + Abi","2011","(Fach-)Abitur","Hamburg","45","0.536459491540389","0.43044848905916","0.642470494021617"
"vocational + Abi","2011","(Fach-)Abitur","Niedersachsen","180","0.512040208904591","0.455942874821293","0.568137542987889"
