"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"inadequately","2003","AkademikerInnen","Thueringen","","","",""
"general elemantary","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"general elemantary","2003","(noch) kein Abschluss","Hamburg","","","",""
"general elemantary","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"general elemantary","2003","(noch) kein Abschluss","Bremen","","","",""
"general elemantary","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"general elemantary","2003","(noch) kein Abschluss","Hessen","","","",""
"general elemantary","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"general elemantary","2003","(noch) kein Abschluss","Bayern","","","",""
"general elemantary","2003","(noch) kein Abschluss","Saarland","","","",""
"general elemantary","2003","(noch) kein Abschluss","Berlin","","","",""
"general elemantary","2003","(noch) kein Abschluss","Brandenburg","","","",""
"general elemantary","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","2003","(noch) kein Abschluss","Sachsen","","","",""
"general elemantary","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"general elemantary","2003","(noch) kein Abschluss","Thueringen","","","",""
"general elemantary","2003","Hauptschulabschluss","Schleswig-Holstein","69","0.24091154527806","0.191522930345516","0.290300160210603"
"general elemantary","2003","Hauptschulabschluss","Hamburg","","","",""
"general elemantary","2003","Hauptschulabschluss","Niedersachsen","195","0.286377869849169","0.2543640432609","0.318391696437439"
"general elemantary","2003","Hauptschulabschluss","Bremen","","","",""
"general elemantary","2003","Hauptschulabschluss","Nordrhein-Westfalen","472","0.251739924168186","0.232336707438309","0.271143140898063"
"general elemantary","2003","Hauptschulabschluss","Hessen","162","0.308569016257755","0.270209681238665","0.346928351276845"
"general elemantary","2003","Hauptschulabschluss","Rheinland-Pfalz,Saarland","153","0.283791154910505","0.245588770722867","0.321993539098144"
"general elemantary","2003","Hauptschulabschluss","Baden-Wuerttemberg","396","0.331217981334366","0.304168591027425","0.358267371641306"
"general elemantary","2003","Hauptschulabschluss","Bayern","324","0.234070017546386","0.212093657721098","0.256046377371674"
"general elemantary","2003","Hauptschulabschluss","Saarland","47","0.296255225145646","0.224832097216076","0.367678353075217"
"general elemantary","2003","Hauptschulabschluss","Berlin","36","0.252244682812712","0.184950292184786","0.319539073440639"
"general elemantary","2003","Hauptschulabschluss","Brandenburg","51","0.216134031877926","0.164906346563177","0.267361717192675"
"general elemantary","2003","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","2003","Hauptschulabschluss","Sachsen","67","0.16251678896436","0.127359524286475","0.197674053642244"
"general elemantary","2003","Hauptschulabschluss","Sachsen-Anhalt","56","0.212480738402599","0.165561922722213","0.259399554082984"
"general elemantary","2003","Hauptschulabschluss","Thueringen","40","0.165335393407664","0.123438334727124","0.207232452088204"
"general elemantary","2003","Realschulabschluss","Schleswig-Holstein","","","",""
"general elemantary","2003","Realschulabschluss","Hamburg","","","",""
"general elemantary","2003","Realschulabschluss","Niedersachsen","75","0.118440720314011","0.0914357921136875","0.145445648514335"
"general elemantary","2003","Realschulabschluss","Bremen","","","",""
"general elemantary","2003","Realschulabschluss","Nordrhein-Westfalen","128","0.134397950188656","0.112616935884998","0.156178964492314"
"general elemantary","2003","Realschulabschluss","Hessen","47","0.151667246360329","0.114142000071906","0.189192492648751"
"general elemantary","2003","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2003","Realschulabschluss","Baden-Wuerttemberg","62","0.111528567927885","0.0858660675546232","0.137191068301147"
"general elemantary","2003","Realschulabschluss","Bayern","72","0.106447127953355","0.0836002862491599","0.129293969657551"
"general elemantary","2003","Realschulabschluss","Saarland","","","",""
"general elemantary","2003","Realschulabschluss","Berlin","39","0.137897594173242","0.0946351600444582","0.181160028302025"
"general elemantary","2003","Realschulabschluss","Brandenburg","","","",""
"general elemantary","2003","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","2003","Realschulabschluss","Sachsen","53","0.0763156003332583","0.0559673213333257","0.096663879333191"
"general elemantary","2003","Realschulabschluss","Sachsen-Anhalt","","","",""
"general elemantary","2003","Realschulabschluss","Thueringen","","","",""
"general elemantary","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"general elemantary","2003","(Fach-)Abitur","Hamburg","","","",""
"general elemantary","2003","(Fach-)Abitur","Niedersachsen","","","",""
"general elemantary","2003","(Fach-)Abitur","Bremen","","","",""
"general elemantary","2003","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"general elemantary","2003","(Fach-)Abitur","Hessen","","","",""
"general elemantary","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2003","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"general elemantary","2003","(Fach-)Abitur","Bayern","","","",""
"general elemantary","2003","(Fach-)Abitur","Saarland","","","",""
"general elemantary","2003","(Fach-)Abitur","Berlin","","","",""
"general elemantary","2003","(Fach-)Abitur","Brandenburg","","","",""
"general elemantary","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"general elemantary","2003","(Fach-)Abitur","Sachsen","","","",""
"general elemantary","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"general elemantary","2003","(Fach-)Abitur","Thueringen","","","",""
"general elemantary","2003","AkademikerInnen","Schleswig-Holstein","","","",""
"general elemantary","2003","AkademikerInnen","Hamburg","","","",""
"general elemantary","2003","AkademikerInnen","Niedersachsen","","","",""
"general elemantary","2003","AkademikerInnen","Bremen","","","",""
"general elemantary","2003","AkademikerInnen","Nordrhein-Westfalen","","","",""
"general elemantary","2003","AkademikerInnen","Hessen","","","",""
"general elemantary","2003","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2003","AkademikerInnen","Baden-Wuerttemberg","","","",""
"general elemantary","2003","AkademikerInnen","Bayern","","","",""
"general elemantary","2003","AkademikerInnen","Saarland","","","",""
"general elemantary","2003","AkademikerInnen","Berlin","","","",""
"general elemantary","2003","AkademikerInnen","Brandenburg","","","",""
"general elemantary","2003","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"general elemantary","2003","AkademikerInnen","Sachsen","","","",""
"general elemantary","2003","AkademikerInnen","Sachsen-Anhalt","","","",""
"general elemantary","2003","AkademikerInnen","Thueringen","","","",""
"middle vocational","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"middle vocational","2003","(noch) kein Abschluss","Hamburg","","","",""
"middle vocational","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"middle vocational","2003","(noch) kein Abschluss","Bremen","","","",""
"middle vocational","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"middle vocational","2003","(noch) kein Abschluss","Hessen","","","",""
"middle vocational","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"middle vocational","2003","(noch) kein Abschluss","Bayern","","","",""
"middle vocational","2003","(noch) kein Abschluss","Saarland","","","",""
"middle vocational","2003","(noch) kein Abschluss","Berlin","","","",""
"middle vocational","2003","(noch) kein Abschluss","Brandenburg","","","",""
"middle vocational","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"middle vocational","2003","(noch) kein Abschluss","Sachsen","","","",""
"middle vocational","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"middle vocational","2003","(noch) kein Abschluss","Thueringen","","","",""
"middle vocational","2003","Hauptschulabschluss","Schleswig-Holstein","204","0.705932484321943","0.653311743634885","0.758553225009002"
"middle vocational","2003","Hauptschulabschluss","Hamburg","61","0.714860772688408","0.620531611563149","0.809189933813667"
"middle vocational","2003","Hauptschulabschluss","Niedersachsen","524","0.66678243369115","0.63340217291351","0.70016269446879"
"middle vocational","2003","Hauptschulabschluss","Bremen","46","0.746420905198287","0.636337694795915","0.85650411560066"
"middle vocational","2003","Hauptschulabschluss","Nordrhein-Westfalen","1325","0.683645236763232","0.662854303498794","0.704436170027671"
"middle vocational","2003","Hauptschulabschluss","Hessen","362","0.636851047787937","0.596913460473522","0.676788635102351"
"middle vocational","2003","Hauptschulabschluss","Rheinland-Pfalz,Saarland","345","0.650445111112374","0.610040194278685","0.690850027946063"
"middle vocational","2003","Hauptschulabschluss","Baden-Wuerttemberg","700","0.61203078013475","0.584025269127708","0.640036291141793"
"middle vocational","2003","Hauptschulabschluss","Bayern","1010","0.705329274348528","0.681667201926846","0.72899134677021"
"middle vocational","2003","Hauptschulabschluss","Saarland","103","0.652877855566493","0.578412306850783","0.727343404282203"
"middle vocational","2003","Hauptschulabschluss","Berlin","111","0.672188243389847","0.599452845592309","0.744923641187385"
"middle vocational","2003","Hauptschulabschluss","Brandenburg","173","0.684002525226187","0.626140596077499","0.741864454374875"
"middle vocational","2003","Hauptschulabschluss","Mecklenburg-Vorpommern","94","0.760155518283968","0.68675611883653","0.833554917731405"
"middle vocational","2003","Hauptschulabschluss","Sachsen","323","0.763704156722876","0.723221544776039","0.804186768669714"
"middle vocational","2003","Hauptschulabschluss","Sachsen-Anhalt","207","0.686132429062054","0.632905199564682","0.739359658559425"
"middle vocational","2003","Hauptschulabschluss","Thueringen","237","0.754958897717211","0.706449515673928","0.803468279760494"
"middle vocational","2003","Realschulabschluss","Schleswig-Holstein","124","0.779984354957237","0.716966476992297","0.843002232922176"
"middle vocational","2003","Realschulabschluss","Hamburg","64","0.793710074922894","0.705589862140065","0.881830287705723"
"middle vocational","2003","Realschulabschluss","Niedersachsen","416","0.772270325643591","0.737222487658694","0.807318163628488"
"middle vocational","2003","Realschulabschluss","Bremen","33","0.761054694742203","0.63646015221948","0.885649237264927"
"middle vocational","2003","Realschulabschluss","Nordrhein-Westfalen","718","0.773007706411414","0.746257932977662","0.799757479845167"
"middle vocational","2003","Realschulabschluss","Hessen","270","0.737837933581878","0.691827116234414","0.783848750929343"
"middle vocational","2003","Realschulabschluss","Rheinland-Pfalz,Saarland","149","0.744932324456571","0.685407160138304","0.804457488774839"
"middle vocational","2003","Realschulabschluss","Baden-Wuerttemberg","436","0.7389588308083","0.70315340881867","0.774764252797929"
"middle vocational","2003","Realschulabschluss","Bayern","524","0.748973865515298","0.716852657330135","0.781095073700461"
"middle vocational","2003","Realschulabschluss","Saarland","43","0.746761761689565","0.636727446876427","0.856796076502703"
"middle vocational","2003","Realschulabschluss","Berlin","176","0.745589737324861","0.690942218065542","0.80023725658418"
"middle vocational","2003","Realschulabschluss","Brandenburg","255","0.778249299646667","0.733223017956769","0.823275581336565"
"middle vocational","2003","Realschulabschluss","Mecklenburg-Vorpommern","166","0.825970122931453","0.774934404069285","0.877005841793621"
"middle vocational","2003","Realschulabschluss","Sachsen","511","0.788313919542587","0.757005945487011","0.819621893598163"
"middle vocational","2003","Realschulabschluss","Sachsen-Anhalt","226","0.771748061721208","0.724875602105908","0.818620521336508"
"middle vocational","2003","Realschulabschluss","Thueringen","305","0.785538752014256","0.744161617354291","0.82691588667422"
"middle vocational","2003","(Fach-)Abitur","Schleswig-Holstein","32","0.304069778618304","0.202630997387139","0.40550855984947"
"middle vocational","2003","(Fach-)Abitur","Hamburg","","","",""
"middle vocational","2003","(Fach-)Abitur","Niedersachsen","49","0.238008759797054","0.177927241840178","0.298090277753929"
"middle vocational","2003","(Fach-)Abitur","Bremen","","","",""
"middle vocational","2003","(Fach-)Abitur","Nordrhein-Westfalen","216","0.270760614483056","0.237581385949691","0.303939843016421"
"middle vocational","2003","(Fach-)Abitur","Hessen","63","0.282152728481441","0.220844174576827","0.343461282386055"
"middle vocational","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","40","0.358797065556121","0.267914957109328","0.449679174002913"
"middle vocational","2003","(Fach-)Abitur","Baden-Wuerttemberg","113","0.285940241105929","0.236354401818419","0.335526080393439"
"middle vocational","2003","(Fach-)Abitur","Bayern","105","0.249576852485526","0.200928676464371","0.29822502850668"
"middle vocational","2003","(Fach-)Abitur","Saarland","","","",""
"middle vocational","2003","(Fach-)Abitur","Berlin","61","0.515992570863555","0.425824074883476","0.606161066843633"
"middle vocational","2003","(Fach-)Abitur","Brandenburg","35","0.485904111710836","0.371251483874214","0.600556739547458"
"middle vocational","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"middle vocational","2003","(Fach-)Abitur","Sachsen","46","0.429672422045682","0.334071868978041","0.525272975113323"
"middle vocational","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"middle vocational","2003","(Fach-)Abitur","Thueringen","33","0.378589881538503","0.260675962428815","0.496503800648192"
"middle vocational","2003","AkademikerInnen","Schleswig-Holstein","","","",""
"middle vocational","2003","AkademikerInnen","Hamburg","","","",""
"middle vocational","2003","AkademikerInnen","Niedersachsen","","","",""
"middle vocational","2003","AkademikerInnen","Bremen","","","",""
"middle vocational","2003","AkademikerInnen","Nordrhein-Westfalen","","","",""
"middle vocational","2003","AkademikerInnen","Hessen","","","",""
"middle vocational","2003","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","2003","AkademikerInnen","Baden-Wuerttemberg","","","",""
"middle vocational","2003","AkademikerInnen","Bayern","","","",""
"middle vocational","2003","AkademikerInnen","Saarland","","","",""
"middle vocational","2003","AkademikerInnen","Berlin","","","",""
"middle vocational","2003","AkademikerInnen","Brandenburg","","","",""
"middle vocational","2003","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"middle vocational","2003","AkademikerInnen","Sachsen","","","",""
"middle vocational","2003","AkademikerInnen","Sachsen-Anhalt","","","",""
"middle vocational","2003","AkademikerInnen","Thueringen","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Hamburg","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Bremen","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Hessen","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Bayern","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Saarland","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Berlin","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Brandenburg","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Sachsen","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Thueringen","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Schleswig-Holstein","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Hamburg","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Niedersachsen","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Bremen","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Hessen","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Bayern","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Saarland","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Berlin","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Brandenburg","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Sachsen","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Thueringen","","","",""
"vocational + Abi","2003","Realschulabschluss","Schleswig-Holstein","","","",""
"vocational + Abi","2003","Realschulabschluss","Hamburg","","","",""
"vocational + Abi","2003","Realschulabschluss","Niedersachsen","","","",""
"vocational + Abi","2003","Realschulabschluss","Bremen","","","",""
"vocational + Abi","2003","Realschulabschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","2003","Realschulabschluss","Hessen","","","",""
"vocational + Abi","2003","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2003","Realschulabschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","2003","Realschulabschluss","Bayern","","","",""
"vocational + Abi","2003","Realschulabschluss","Saarland","","","",""
"vocational + Abi","2003","Realschulabschluss","Berlin","","","",""
"vocational + Abi","2003","Realschulabschluss","Brandenburg","","","",""
"vocational + Abi","2003","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2003","Realschulabschluss","Sachsen","","","",""
"vocational + Abi","2003","Realschulabschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","2003","Realschulabschluss","Thueringen","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Schleswig-Holstein","34","0.593571977557956","0.4852633475959","0.701880607520012"
"vocational + Abi","2003","(Fach-)Abitur","Hamburg","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Niedersachsen","120","0.651129129308699","0.583887945092241","0.718370313525158"
"vocational + Abi","2003","(Fach-)Abitur","Bremen","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Nordrhein-Westfalen","343","0.55146771142684","0.51433168938619","0.588603733467491"
"vocational + Abi","2003","(Fach-)Abitur","Hessen","114","0.532673229038842","0.464705355318324","0.60064110275936"
"vocational + Abi","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","45","0.445616452658309","0.351440076026483","0.539792829290136"
"vocational + Abi","2003","(Fach-)Abitur","Baden-Wuerttemberg","144","0.473825314489756","0.419032090549536","0.528618538429976"
"vocational + Abi","2003","(Fach-)Abitur","Bayern","146","0.567128626854489","0.511431663600063","0.622825590108916"
"vocational + Abi","2003","(Fach-)Abitur","Saarland","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Berlin","36","0.289915871486574","0.208050924310732","0.371780818662416"
"vocational + Abi","2003","(Fach-)Abitur","Brandenburg","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Sachsen","45","0.503410749705549","0.406852501443659","0.59996899796744"
"vocational + Abi","2003","(Fach-)Abitur","Sachsen-Anhalt","34","0.411286296562376","0.296014446526048","0.526558146598704"
"vocational + Abi","2003","(Fach-)Abitur","Thueringen","","","",""
"vocational + Abi","2003","AkademikerInnen","Schleswig-Holstein","","","",""
"vocational + Abi","2003","AkademikerInnen","Hamburg","","","",""
"vocational + Abi","2003","AkademikerInnen","Niedersachsen","","","",""
"vocational + Abi","2003","AkademikerInnen","Bremen","","","",""
"vocational + Abi","2003","AkademikerInnen","Nordrhein-Westfalen","","","",""
"vocational + Abi","2003","AkademikerInnen","Hessen","","","",""
"vocational + Abi","2003","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2003","AkademikerInnen","Baden-Wuerttemberg","","","",""
"vocational + Abi","2003","AkademikerInnen","Bayern","","","",""
"vocational + Abi","2003","AkademikerInnen","Saarland","","","",""
"vocational + Abi","2003","AkademikerInnen","Berlin","","","",""
"vocational + Abi","2003","AkademikerInnen","Brandenburg","","","",""
"vocational + Abi","2003","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2003","AkademikerInnen","Sachsen","","","",""
"vocational + Abi","2003","AkademikerInnen","Sachsen-Anhalt","","","",""
"vocational + Abi","2003","AkademikerInnen","Thueringen","","","",""
"higher vocational","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher vocational","2003","(noch) kein Abschluss","Hamburg","","","",""
"higher vocational","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"higher vocational","2003","(noch) kein Abschluss","Bremen","","","",""
"higher vocational","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher vocational","2003","(noch) kein Abschluss","Hessen","","","",""
"higher vocational","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher vocational","2003","(noch) kein Abschluss","Bayern","","","",""
"higher vocational","2003","(noch) kein Abschluss","Saarland","","","",""
"higher vocational","2003","(noch) kein Abschluss","Berlin","","","",""
"higher vocational","2003","(noch) kein Abschluss","Brandenburg","","","",""
"higher vocational","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","2003","(noch) kein Abschluss","Sachsen","","","",""
"higher vocational","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher vocational","2003","(noch) kein Abschluss","Thueringen","","","",""
"higher vocational","2003","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","2003","Hauptschulabschluss","Hamburg","","","",""
"higher vocational","2003","Hauptschulabschluss","Niedersachsen","40","0.0411767690189162","0.0271056345531237","0.0552479034847088"
"higher vocational","2003","Hauptschulabschluss","Bremen","","","",""
"higher vocational","2003","Hauptschulabschluss","Nordrhein-Westfalen","110","0.0587693370012693","0.0482546868184642","0.0692839871840743"
"higher vocational","2003","Hauptschulabschluss","Hessen","33","0.0545799359543086","0.0357152573006717","0.0734446146079456"
"higher vocational","2003","Hauptschulabschluss","Rheinland-Pfalz,Saarland","33","0.0616396027772437","0.0412604581752707","0.0820187473792167"
"higher vocational","2003","Hauptschulabschluss","Baden-Wuerttemberg","66","0.0564103869148615","0.0431508197137378","0.0696699541159851"
"higher vocational","2003","Hauptschulabschluss","Bayern","88","0.0559121382105963","0.0439874348114627","0.0678368416097299"
"higher vocational","2003","Hauptschulabschluss","Saarland","","","",""
"higher vocational","2003","Hauptschulabschluss","Berlin","","","",""
"higher vocational","2003","Hauptschulabschluss","Brandenburg","","","",""
"higher vocational","2003","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","2003","Hauptschulabschluss","Sachsen","33","0.0737790543127639","0.0488674470559415","0.0986906615695863"
"higher vocational","2003","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher vocational","2003","Hauptschulabschluss","Thueringen","","","",""
"higher vocational","2003","Realschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","2003","Realschulabschluss","Hamburg","","","",""
"higher vocational","2003","Realschulabschluss","Niedersachsen","59","0.109288954042398","0.0832140151016688","0.135363892983127"
"higher vocational","2003","Realschulabschluss","Bremen","","","",""
"higher vocational","2003","Realschulabschluss","Nordrhein-Westfalen","96","0.0925943433999298","0.0740839517020789","0.111104735097781"
"higher vocational","2003","Realschulabschluss","Hessen","34","0.110494820057793","0.0776973961587244","0.143292243956861"
"higher vocational","2003","Realschulabschluss","Rheinland-Pfalz,Saarland","31","0.129291750754939","0.0834737411927131","0.175109760317165"
"higher vocational","2003","Realschulabschluss","Baden-Wuerttemberg","80","0.149512601263816","0.120441799328346","0.178583403199285"
"higher vocational","2003","Realschulabschluss","Bayern","104","0.144579006531347","0.118526972231551","0.170631040831142"
"higher vocational","2003","Realschulabschluss","Saarland","","","",""
"higher vocational","2003","Realschulabschluss","Berlin","","","",""
"higher vocational","2003","Realschulabschluss","Brandenburg","48","0.149686058589156","0.111017806515545","0.188354310662766"
"higher vocational","2003","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","2003","Realschulabschluss","Sachsen","90","0.135370480124154","0.109150266181732","0.161590694066577"
"higher vocational","2003","Realschulabschluss","Sachsen-Anhalt","61","0.180140382642966","0.137221538142573","0.223059227143359"
"higher vocational","2003","Realschulabschluss","Thueringen","44","0.139977185598413","0.104999923944852","0.174954447251974"
"higher vocational","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher vocational","2003","(Fach-)Abitur","Hamburg","","","",""
"higher vocational","2003","(Fach-)Abitur","Niedersachsen","","","",""
"higher vocational","2003","(Fach-)Abitur","Bremen","","","",""
"higher vocational","2003","(Fach-)Abitur","Nordrhein-Westfalen","130","0.177771674090103","0.149224312348617","0.20631903583159"
"higher vocational","2003","(Fach-)Abitur","Hessen","30","0.185174042479718","0.132258238385355","0.23808984657408"
"higher vocational","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2003","(Fach-)Abitur","Baden-Wuerttemberg","62","0.240234444404315","0.193352006421896","0.287116882386734"
"higher vocational","2003","(Fach-)Abitur","Bayern","53","0.183294520659985","0.139801579719543","0.226787461600427"
"higher vocational","2003","(Fach-)Abitur","Saarland","","","",""
"higher vocational","2003","(Fach-)Abitur","Berlin","","","",""
"higher vocational","2003","(Fach-)Abitur","Brandenburg","","","",""
"higher vocational","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher vocational","2003","(Fach-)Abitur","Sachsen","","","",""
"higher vocational","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher vocational","2003","(Fach-)Abitur","Thueringen","","","",""
"higher vocational","2003","AkademikerInnen","Schleswig-Holstein","","","",""
"higher vocational","2003","AkademikerInnen","Hamburg","","","",""
"higher vocational","2003","AkademikerInnen","Niedersachsen","","","",""
"higher vocational","2003","AkademikerInnen","Bremen","","","",""
"higher vocational","2003","AkademikerInnen","Nordrhein-Westfalen","","","",""
"higher vocational","2003","AkademikerInnen","Hessen","","","",""
"higher vocational","2003","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2003","AkademikerInnen","Baden-Wuerttemberg","","","",""
"higher vocational","2003","AkademikerInnen","Bayern","","","",""
"higher vocational","2003","AkademikerInnen","Saarland","","","",""
"higher vocational","2003","AkademikerInnen","Berlin","","","",""
"higher vocational","2003","AkademikerInnen","Brandenburg","","","",""
"higher vocational","2003","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"higher vocational","2003","AkademikerInnen","Sachsen","","","",""
"higher vocational","2003","AkademikerInnen","Sachsen-Anhalt","","","",""
"higher vocational","2003","AkademikerInnen","Thueringen","","","",""
"higher education","2003","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher education","2003","(noch) kein Abschluss","Hamburg","","","",""
"higher education","2003","(noch) kein Abschluss","Niedersachsen","","","",""
"higher education","2003","(noch) kein Abschluss","Bremen","","","",""
"higher education","2003","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher education","2003","(noch) kein Abschluss","Hessen","","","",""
"higher education","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","2003","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher education","2003","(noch) kein Abschluss","Bayern","","","",""
"higher education","2003","(noch) kein Abschluss","Saarland","","","",""
"higher education","2003","(noch) kein Abschluss","Berlin","","","",""
"higher education","2003","(noch) kein Abschluss","Brandenburg","","","",""
"higher education","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher education","2003","(noch) kein Abschluss","Sachsen","","","",""
"higher education","2003","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher education","2003","(noch) kein Abschluss","Thueringen","","","",""
"higher education","2003","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher education","2003","Hauptschulabschluss","Hamburg","","","",""
"higher education","2003","Hauptschulabschluss","Niedersachsen","","","",""
"higher education","2003","Hauptschulabschluss","Bremen","","","",""
"higher education","2003","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","2003","Hauptschulabschluss","Hessen","","","",""
