"pgisced97","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"general elemantary","2018","66 und älter","maennlich","139","0.0729382175742267","0.0626750016287603","0.0832014335196932"
"general elemantary","2018","66 und älter","weiblich","467","0.205049103463987","0.189479233801297","0.220618973126676"
"middle vocational","2018","16-34 Jahre alt","maennlich","1337","0.386220296374184","0.3715217932341","0.400918799514268"
"middle vocational","2018","16-34 Jahre alt","weiblich","1377","0.405757755147168","0.390723660157983","0.420791850136352"
"middle vocational","2018","35-65 Jahre alt","maennlich","3124","0.472894029138097","0.461625570788693","0.484162487487502"
"middle vocational","2018","35-65 Jahre alt","weiblich","3844","0.489809411770556","0.479316535870062","0.50030228767105"
"middle vocational","2018","66 und älter","maennlich","1177","0.503271338949498","0.483537468913468","0.523005208985529"
"middle vocational","2018","66 und älter","weiblich","1390","0.544535604981495","0.525330077256474","0.563741132706517"
"vocational + Abi","2018","16-34 Jahre alt","maennlich","243","0.0964264695884789","0.0875154133448094","0.105337525832148"
"vocational + Abi","2018","16-34 Jahre alt","weiblich","300","0.0961162046268137","0.0870918382049776","0.10514057104865"
"vocational + Abi","2018","35-65 Jahre alt","maennlich","543","0.0784661247830507","0.0723969397929256","0.0845353097731759"
"vocational + Abi","2018","35-65 Jahre alt","weiblich","972","0.103407077168124","0.0970158016923113","0.109798352643936"
"vocational + Abi","2018","66 und älter","maennlich","63","0.0310006795693436","0.0241600055050839","0.0378413536336033"
"vocational + Abi","2018","66 und älter","weiblich","92","0.042932860513585","0.0351156464758789","0.0507500745512911"
"higher vocational","2018","16-34 Jahre alt","maennlich","72","0.0393718254549322","0.0335007219466451","0.0452429289632193"
"higher vocational","2018","16-34 Jahre alt","weiblich","53","0.0196295738002008","0.0153822766128204","0.0238768709875813"
"higher vocational","2018","35-65 Jahre alt","maennlich","565","0.0930278945125841","0.0864719211304471","0.0995838678947212"
"higher vocational","2018","35-65 Jahre alt","weiblich","410","0.0565723344432341","0.0517231231707247","0.0614215457157434"
"higher vocational","2018","66 und älter","maennlich","244","0.103431707141029","0.0914126585968633","0.115450755685194"
"higher vocational","2018","66 und älter","weiblich","111","0.0374334589099839","0.0301131189914753","0.0447537988284925"
"higher education","2018","16-34 Jahre alt","maennlich","694","0.213184231984247","0.200820107512353","0.225548356456142"
"higher education","2018","16-34 Jahre alt","weiblich","717","0.238460888441117","0.225413704074936","0.251508072807297"
"higher education","2018","35-65 Jahre alt","maennlich","2103","0.262458965212035","0.25252877835137","0.272389152072699"
"higher education","2018","35-65 Jahre alt","weiblich","2235","0.236025198790538","0.227112002819469","0.244938394761608"
"higher education","2018","66 und älter","maennlich","821","0.28136136701242","0.263613790063257","0.299108943961582"
"higher education","2018","66 und älter","weiblich","482","0.157246896283822","0.143208189306457","0.171285603261187"
"in school","2019","16-34 Jahre alt","maennlich","318","0.0680612778509605","0.0599020083857371","0.0762205473161839"
"in school","2019","16-34 Jahre alt","weiblich","291","0.0719138345037914","0.0634357662427785","0.0803919027648042"
"in school","2019","35-65 Jahre alt","maennlich","","","",""
"in school","2019","35-65 Jahre alt","weiblich","","","",""
"in school","2019","66 und älter","maennlich","","","",""
"in school","2019","66 und älter","weiblich","","","",""
"inadequately","2019","16-34 Jahre alt","maennlich","495","0.0295653202945559","0.0240777259916239","0.0350529145974878"
"inadequately","2019","16-34 Jahre alt","weiblich","404","0.0296006622899103","0.0240387709993276","0.0351625535804929"
"inadequately","2019","35-65 Jahre alt","maennlich","534","0.0228468635651203","0.0195907819465523","0.0261029451836883"
"inadequately","2019","35-65 Jahre alt","weiblich","468","0.0279438470940635","0.0244698516038282","0.0314178425842987"
"inadequately","2019","66 und älter","maennlich","","","",""
"inadequately","2019","66 und älter","weiblich","35","0.0122612067087046","0.00802949395649678","0.0164929194609125"
"general elemantary","2019","16-34 Jahre alt","maennlich","745","0.160992330359227","0.149085583865449","0.172899076853005"
"general elemantary","2019","16-34 Jahre alt","weiblich","648","0.132821639169105","0.12168420448199","0.14395907385622"
"general elemantary","2019","35-65 Jahre alt","maennlich","642","0.0733461043917748","0.0676648010607923","0.0790274077227573"
"general elemantary","2019","35-65 Jahre alt","weiblich","708","0.0825983266159198","0.0767959506727283","0.0884007025591113"
"general elemantary","2019","66 und älter","maennlich","142","0.0746202001027032","0.0646001499203151","0.0846402502850913"
"general elemantary","2019","66 und älter","weiblich","417","0.190274573946722","0.175181149502068","0.205367998391376"
"middle vocational","2019","16-34 Jahre alt","maennlich","1170","0.389148663346967","0.373353174030779","0.404944152663154"
"middle vocational","2019","16-34 Jahre alt","weiblich","1225","0.402653603585402","0.386559178952728","0.418748028218076"
"middle vocational","2019","35-65 Jahre alt","maennlich","3072","0.457756348650508","0.446899217114261","0.468613480186754"
"middle vocational","2019","35-65 Jahre alt","weiblich","3694","0.475848203073977","0.465321236795389","0.486375169352566"
"middle vocational","2019","66 und älter","maennlich","1198","0.49983533097974","0.48076967882779","0.518900983131691"
"middle vocational","2019","66 und älter","weiblich","1394","0.557057886738036","0.537957059876744","0.576158713599327"
"vocational + Abi","2019","16-34 Jahre alt","maennlich","208","0.0871182366624272","0.0779819576890849","0.0962545156357695"
"vocational + Abi","2019","16-34 Jahre alt","weiblich","292","0.106809260104547","0.0966731085462739","0.116945411662819"
"vocational + Abi","2019","35-65 Jahre alt","maennlich","606","0.0807175023634376","0.0747812955008838","0.0866537092259914"
"vocational + Abi","2019","35-65 Jahre alt","weiblich","986","0.111838039742637","0.105194778474561","0.118481301010713"
"vocational + Abi","2019","66 und älter","maennlich","74","0.0261364842368746","0.0200529729760497","0.0322199954976996"
"vocational + Abi","2019","66 und älter","weiblich","96","0.0443087576900314","0.0363959227304757","0.0522215926495871"
"higher vocational","2019","16-34 Jahre alt","maennlich","82","0.0452711499077134","0.0385358283531476","0.0520064714622792"
"higher vocational","2019","16-34 Jahre alt","weiblich","53","0.020649845941539","0.0159829948656711","0.0253166970174069"
"higher vocational","2019","35-65 Jahre alt","maennlich","733","0.0957951362293438","0.089381477869361","0.102208794589327"
"higher vocational","2019","35-65 Jahre alt","weiblich","414","0.0554210668744708","0.0505982913967205","0.0602438423522211"
"higher vocational","2019","66 und älter","maennlich","268","0.0981603331673348","0.0868150755196879","0.109505590814982"
"higher vocational","2019","66 und älter","weiblich","122","0.0382774065292529","0.0308996438791124","0.0456551691793934"
"higher education","2019","16-34 Jahre alt","maennlich","642","0.219843021578149","0.2064260379652","0.233260005191099"
"higher education","2019","16-34 Jahre alt","weiblich","654","0.235551154405706","0.221625571941315","0.249476736870097"
"higher education","2019","35-65 Jahre alt","maennlich","2502","0.269538044799816","0.259868422495167","0.279207667104465"
"higher education","2019","35-65 Jahre alt","weiblich","2375","0.246345605165823","0.237263239086771","0.255427971244875"
"higher education","2019","66 und älter","maennlich","935","0.293870570923427","0.276500488124462","0.311240653722392"
"higher education","2019","66 und älter","weiblich","534","0.157820168387253","0.143801324895198","0.171839011879308"
