"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"inadequately","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","898","0.152839082310334","0.143201490679438","0.162476673941229"
"general elemantary","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","201","0.138638400689679","0.121550271386567","0.15572652999279"
"general elemantary","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1043","0.0891010426494648","0.0841800698135208","0.0940220154854088"
"general elemantary","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","88","0.0254541588864617","0.0201932583473948","0.0307150594255286"
"general elemantary","2011","66 und älter","Westdeutschland, alte Bundeslaender","718","0.200174353704854","0.187624477200417","0.212724230209291"
"general elemantary","2011","66 und älter","Ostdeutschland, neue Bundeslaender","126","0.108641113547181","0.091659590481552","0.12562263661281"
"middle vocational","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2233","0.438436322338868","0.425146440448644","0.451726204229093"
"middle vocational","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","821","0.540885767767254","0.51624392662781","0.565527608906698"
"middle vocational","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6283","0.5161407283905","0.507508596426622","0.524772860354378"
"middle vocational","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1946","0.605817815247726","0.589494848495735","0.622140781999717"
"middle vocational","2011","66 und älter","Westdeutschland, alte Bundeslaender","2046","0.537865045884948","0.522227858449385","0.553502233320512"
"middle vocational","2011","66 und älter","Ostdeutschland, neue Bundeslaender","633","0.489593426447227","0.462314381936078","0.516872470958376"
"vocational + Abi","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","459","0.0902346313807811","0.0825606687836428","0.0979085939779194"
"vocational + Abi","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","153","0.0939411708562714","0.0795144980810549","0.108367843631488"
"vocational + Abi","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1143","0.0801151579753719","0.075425960201507","0.0848043557492368"
"vocational + Abi","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","127","0.0316647602852257","0.0258157747077922","0.0375137458626593"
"vocational + Abi","2011","66 und älter","Westdeutschland, alte Bundeslaender","116","0.0347704393728452","0.0290245406323073","0.0405163381133831"
"vocational + Abi","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","153","0.0329344749065363","0.0281545433728557","0.037714406440217"
"higher vocational","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36","0.0186534646890636","0.011963082156027","0.0253438472221001"
"higher vocational","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","991","0.0779200529076867","0.0732900274366127","0.0825500783787608"
"higher vocational","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","296","0.10248173766369","0.0923513872733378","0.112612088054042"
"higher vocational","2011","66 und älter","Westdeutschland, alte Bundeslaender","246","0.066318173322092","0.0585135256472422","0.0741228209969418"
"higher vocational","2011","66 und älter","Ostdeutschland, neue Bundeslaender","139","0.104954139184203","0.0882287718200408","0.121679506548365"
"higher education","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","707","0.157811623108052","0.148047292662386","0.167575953553719"
"higher education","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","216","0.132490923120696","0.11572644357413","0.149255402667261"
"higher education","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3228","0.22094234067429","0.213775978573723","0.228108702774857"
"higher education","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","976","0.232802877173618","0.218686370620174","0.246919383727061"
"higher education","2011","66 und älter","Westdeutschland, alte Bundeslaender","723","0.143895866401096","0.132887445451806","0.154904287350386"
"higher education","2011","66 und älter","Ostdeutschland, neue Bundeslaender","375","0.280006401711118","0.255504401815923","0.304508401606314"
"in school","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","801","0.104761330666708","0.0963498236194425","0.113172837713974"
"in school","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0503796757518304","0.0390311672071317","0.061728184296529"
"in school","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2012","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","110","0.0157238759402185","0.0123068980156823","0.0191408538647548"
"inadequately","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33","0.0212355866484142","0.0137554880704197","0.0287156852264087"
"inadequately","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","177","0.0146521290331337","0.0125558631499721","0.0167483949162954"
"inadequately","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2012","66 und älter","Westdeutschland, alte Bundeslaender","52","0.0178158470325404","0.0136832767809075","0.0219484172841733"
"inadequately","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","885","0.157579593263453","0.147572260977991","0.167586925548915"
"general elemantary","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","180","0.131906405511475","0.114349324089271","0.149463486933679"
"general elemantary","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1028","0.0908488608114291","0.0858349224091027","0.0958627992137556"
"general elemantary","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","89","0.0261030917409519","0.0208026669624227","0.0314035165194811"
"general elemantary","2012","66 und älter","Westdeutschland, alte Bundeslaender","699","0.19240144173006","0.180086780343585","0.204716103116535"
"general elemantary","2012","66 und älter","Ostdeutschland, neue Bundeslaender","121","0.107101857104866","0.0903044572918576","0.123899256917874"
"middle vocational","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2086","0.434618904685963","0.421003553697471","0.448234255674455"
"middle vocational","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","729","0.522928961254013","0.497014094607038","0.548843827900989"
"middle vocational","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6124","0.512758091183288","0.504037824099473","0.521478358267102"
"middle vocational","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1955","0.593410502438219","0.577081340368328","0.60973966450811"
"middle vocational","2012","66 und älter","Westdeutschland, alte Bundeslaender","2059","0.535779795994844","0.520199499020406","0.551360092969282"
"middle vocational","2012","66 und älter","Ostdeutschland, neue Bundeslaender","651","0.509134275439892","0.481979881110134","0.53628866976965"
"vocational + Abi","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","395","0.0853992328718874","0.0777230262017067","0.0930754395420682"
"vocational + Abi","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","141","0.0943359617212869","0.0791704067792549","0.109501516663319"
"vocational + Abi","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1163","0.0807266372052838","0.0759740294048065","0.085479245005761"
"vocational + Abi","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","150","0.0384039400987299","0.0320155351633939","0.0447923450340659"
"vocational + Abi","2012","66 und älter","Westdeutschland, alte Bundeslaender","113","0.0346944733053667","0.0289772771640974","0.0404116694466359"
"vocational + Abi","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","132","0.0318979283473933","0.0270712794605524","0.0367245772342341"
"higher vocational","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36","0.034110338341433","0.0246926811698406","0.0435279955130254"
"higher vocational","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","965","0.0772069969372183","0.0725502602220604","0.0818637336523762"
"higher vocational","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","306","0.106058278998977","0.0958221653704924","0.116294392627462"
"higher vocational","2012","66 und älter","Westdeutschland, alte Bundeslaender","239","0.0622379696860706","0.0546906181865233","0.0697853211856179"
"higher vocational","2012","66 und älter","Ostdeutschland, neue Bundeslaender","137","0.103250492122676","0.0867223424284521","0.1197786418169"
"higher education","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","683","0.170019134224376","0.159701340672203","0.18033692777655"
"higher education","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","197","0.145103070771547","0.126829169058778","0.163376972484315"
"higher education","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3164","0.223807284829648","0.216535800071559","0.231078769587736"
"higher education","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","965","0.233021243233241","0.218967318209039","0.247075168257443"
"higher education","2012","66 und älter","Westdeutschland, alte Bundeslaender","774","0.157070472251119","0.145703011729915","0.168437932772323"
"higher education","2012","66 und älter","Ostdeutschland, neue Bundeslaender","379","0.267532585434","0.243487567980431","0.291577602887568"
"in school","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","924","0.105189613012211","0.0977991604556473","0.112580065568775"
"in school","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","152","0.0642725702104682","0.051375695461987","0.0771694449589495"
"in school","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","173","0.0181002538168128","0.0148888493828918","0.0213116582507337"
"inadequately","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36","0.0252680805283574","0.0170148174576989","0.033521343599016"
"inadequately","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","341","0.0183086469624591","0.0160982927036592","0.020519001221259"
"inadequately","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2013","66 und älter","Westdeutschland, alte Bundeslaender","57","0.0151050036679479","0.0112452092399541","0.0189647980959417"
"inadequately","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1349","0.163319836338111","0.154415156677188","0.172224515999034"
"general elemantary","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","210","0.131453420303657","0.113683745884139","0.149223094723175"
"general elemantary","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1393","0.0916070559464855","0.0868509927602385","0.0963631191327326"
"general elemantary","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0287728720921512","0.0232551611301218","0.0342905830541805"
"general elemantary","2013","66 und älter","Westdeutschland, alte Bundeslaender","655","0.185833832901944","0.173524692947843","0.198142972856045"
"general elemantary","2013","66 und älter","Ostdeutschland, neue Bundeslaender","108","0.101014066645467","0.0843285395196667","0.117699593771267"
"middle vocational","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2640","0.422216242645232","0.410318372381596","0.434114112908868"
"middle vocational","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","633","0.515335013792954","0.489052759276262","0.541617268309646"
"middle vocational","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6397","0.503497618049893","0.495254231696145","0.51174100440364"
"middle vocational","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1959","0.599607133637921","0.583434397603917","0.615779869671925"
"middle vocational","2013","66 und älter","Westdeutschland, alte Bundeslaender","1986","0.536514302756824","0.520733917118073","0.552294688395574"
"middle vocational","2013","66 und älter","Ostdeutschland, neue Bundeslaender","615","0.500815385509955","0.473130547775989","0.52850022324392"
"vocational + Abi","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","493","0.0868332760976953","0.0800500353946373","0.0936165168007534"
"vocational + Abi","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","119","0.0778001265328234","0.0637137384552827","0.0918865146103642"
"vocational + Abi","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1445","0.0872826908348908","0.0826292040670771","0.0919361776027045"
"vocational + Abi","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","188","0.0446491740565276","0.0378321458103433","0.0514662023027118"
"vocational + Abi","2013","66 und älter","Westdeutschland, alte Bundeslaender","117","0.034172907201684","0.0284238127027016","0.0399220017006665"
"vocational + Abi","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","132","0.0267773030819908","0.0228885655850024","0.0306660405789791"
"higher vocational","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","938","0.0716215779335022","0.067370189976212","0.0758729658907924"
"higher vocational","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","284","0.0986890444202653","0.088844882829892","0.108533206010639"
"higher vocational","2013","66 und älter","Westdeutschland, alte Bundeslaender","228","0.0643595831854046","0.0565940748529468","0.0721250915178624"
"higher vocational","2013","66 und älter","Ostdeutschland, neue Bundeslaender","127","0.102811422686921","0.0859949421958675","0.119627903177975"
"higher education","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","909","0.177563475007947","0.168357980803799","0.186768969212094"
"higher education","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","213","0.160873557667481","0.141551516432632","0.18019559890233"
"higher education","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3617","0.227660285248119","0.220746846838116","0.234573723658121"
"higher education","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","962","0.224461179575735","0.210689740398367","0.238232618753103"
"higher education","2013","66 und älter","Westdeutschland, alte Bundeslaender","793","0.164014370286196","0.152296487531754","0.175732253040637"
"higher education","2013","66 und älter","Ostdeutschland, neue Bundeslaender","385","0.279196196485377","0.254357097445402","0.304035295525352"
"in school","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","768","0.0985084461582508","0.0906220726765172","0.106394819639984"
"in school","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","117","0.0527233097019785","0.0400045282609132","0.0654420911430439"
"in school","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","130","0.0173022725125263","0.0138514603115854","0.0207530847134673"
"inadequately","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33","0.030016442946791","0.020305362643794","0.0397275232497881"
"inadequately","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","276","0.0187958222491596","0.0163976059509023","0.021194038547417"
"inadequately","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2014","66 und älter","Westdeutschland, alte Bundeslaender","44","0.0129381787625451","0.00932075721215058","0.0165556003129396"
"inadequately","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1120","0.160819386106244","0.151097361938883","0.170541410273606"
"general elemantary","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","190","0.14212784102539","0.122255153088204","0.162000528962576"
"general elemantary","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1129","0.0933623377914928","0.0882244959874843","0.0985001795955013"
"general elemantary","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.0334809874179354","0.0272287010610989","0.0397332737747719"
"general elemantary","2014","66 und älter","Westdeutschland, alte Bundeslaender","593","0.168507405403499","0.156525412461235","0.180489398345762"
"general elemantary","2014","66 und älter","Ostdeutschland, neue Bundeslaender","107","0.106080563409644","0.0889200475018627","0.123241079317425"
"middle vocational","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2202","0.420373914773851","0.407310653423389","0.433437176124314"
"middle vocational","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","523","0.461570052494277","0.433198104062403","0.489942000926151"
"middle vocational","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5566","0.4863222413494","0.477495804098003","0.495148678600797"
"middle vocational","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1741","0.583346090872581","0.566211039635484","0.600481142109678"
"middle vocational","2014","66 und älter","Westdeutschland, alte Bundeslaender","1978","0.545199622639148","0.529259981034112","0.561139264244184"
"middle vocational","2014","66 und älter","Ostdeutschland, neue Bundeslaender","610","0.502453558692011","0.474590549603057","0.530316567780965"
"vocational + Abi","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","392","0.0899975373766566","0.0824240418747095","0.0975710328786037"
"vocational + Abi","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","112","0.0974658657663392","0.0805862002305697","0.114345531302109"
"vocational + Abi","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1249","0.0877812859726855","0.0827840662044267","0.0927785057409442"
"vocational + Abi","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","174","0.0465644045620087","0.0392410975910527","0.0538877115329646"
"vocational + Abi","2014","66 und älter","Westdeutschland, alte Bundeslaender","119","0.0366298767402211","0.0306166900680649","0.0426430634123774"
"vocational + Abi","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","108","0.0223983431836611","0.0184822890486251","0.0263143973186972"
"higher vocational","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","859","0.0755162197101288","0.0708501872057721","0.0801822522144856"
"higher vocational","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","264","0.103556438927168","0.0929667168860125","0.114146160968324"
"higher vocational","2014","66 und älter","Westdeutschland, alte Bundeslaender","224","0.0631867760270736","0.0553987037097134","0.0709748483444339"
"higher vocational","2014","66 und älter","Ostdeutschland, neue Bundeslaender","122","0.099840067593914","0.0831339507979195","0.116546184389908"
"higher education","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","765","0.19060009988881","0.180205616483174","0.200994583294445"
"higher education","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","188","0.190912282560045","0.168544626005305","0.213279939114785"
"higher education","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3239","0.238222092927133","0.230699229186054","0.245744956668212"
"higher education","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","879","0.227424672529622","0.212855874005344","0.2419934710539"
"higher education","2014","66 und älter","Westdeutschland, alte Bundeslaender","791","0.173538140427513","0.161415443477674","0.185660837377352"
"higher education","2014","66 und älter","Ostdeutschland, neue Bundeslaender","380","0.274671586498938","0.249798054743332","0.299545118254545"
"in school","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","655","0.0835467574084068","0.0762943120541437","0.09079920276267"
"in school","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","123","0.0624741039469406","0.0484926581493818","0.0764555497444995"
"in school","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","156","0.0186459311457003","0.0151004970943996","0.022191365197001"
"inadequately","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","293","0.0200146516902269","0.0175200816940699","0.022509221686384"
"inadequately","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2015","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0115777564172911","0.00813363191233121","0.015021880922251"
"inadequately","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1092","0.160624717512965","0.15100086882408","0.17024856620185"
"general elemantary","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","184","0.152841037128114","0.132053029275361","0.173629044980866"
"general elemantary","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1077","0.0890307922269402","0.0839581544400071","0.0941034300138734"
"general elemantary","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","104","0.0315656204629214","0.0253717988855038","0.0377594420403391"
"general elemantary","2015","66 und älter","Westdeutschland, alte Bundeslaender","568","0.167532630849087","0.155509192043362","0.179556069654812"
"general elemantary","2015","66 und älter","Ostdeutschland, neue Bundeslaender","98","0.101550529405108","0.0847247305371627","0.118376328273053"
"middle vocational","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2165","0.399606103625546","0.386768064336349","0.412444142914743"
"middle vocational","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","480","0.457179122836856","0.428399712230386","0.485958533443326"
"middle vocational","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5378","0.481858189494522","0.472958070231935","0.490758308757109"
"middle vocational","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1671","0.583197657091615","0.565731820714888","0.600663493468342"
"middle vocational","2015","66 und älter","Westdeutschland, alte Bundeslaender","1938","0.539405271212864","0.523357583724524","0.555452958701205"
"middle vocational","2015","66 und älter","Ostdeutschland, neue Bundeslaender","617","0.50810693871209","0.480258511048786","0.535955366375393"
"vocational + Abi","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","439","0.0934989214477785","0.0858684394375408","0.101129403458016"
"vocational + Abi","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","108","0.0874620466039711","0.071141086050627","0.103783007157315"
"vocational + Abi","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1314","0.0915380734111046","0.0864015871107948","0.0966745597114143"
"vocational + Abi","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","170","0.0476889066649793","0.0401394702646316","0.0552383430653271"
"vocational + Abi","2015","66 und älter","Westdeutschland, alte Bundeslaender","127","0.0399094195520711","0.0336072629081189","0.0462115761960234"
"vocational + Abi","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","106","0.0274014120392422","0.0231226533051614","0.031680170773323"
"higher vocational","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","809","0.0759062560994427","0.0711887911114045","0.0806237210874808"
"higher vocational","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","258","0.102336763892287","0.0915996147540042","0.11307391303057"
"higher vocational","2015","66 und älter","Westdeutschland, alte Bundeslaender","226","0.0621529888534587","0.0543799221970464","0.0699260555098709"
"higher vocational","2015","66 und älter","Ostdeutschland, neue Bundeslaender","121","0.108260096424359","0.0909523280740265","0.125567864774691"
"higher education","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","979","0.216676156820361","0.205878220930863","0.227474092709859"
"higher education","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","206","0.194501435080918","0.171634696873707","0.217368173288129"
"higher education","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3237","0.241652037077764","0.234027010226393","0.249277063929134"
"higher education","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","841","0.230310757449241","0.215395483089689","0.245226031808792"
"higher education","2015","66 und älter","Westdeutschland, alte Bundeslaender","811","0.179421933115228","0.16706834544712","0.191775520783336"
"higher education","2015","66 und älter","Ostdeutschland, neue Bundeslaender","383","0.26531702028748","0.240723521742481","0.289910518832479"
"in school","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","764","0.0833400382263114","0.0767822171855522","0.0898978592670707"
"in school","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","142","0.0539021303890337","0.0422866873277198","0.0655175734503476"
"in school","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","878","0.0234117627094492","0.0198241844521417","0.0269993409667566"
"inadequately","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","200","0.0276935034133645","0.0192532530986143","0.0361337537281147"
"inadequately","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","764","0.0194361877754443","0.0170049578818533","0.0218674176690352"
"inadequately","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","142","0.00683383260974252","0.0039816508321951","0.00968601438728994"
"inadequately","2016","66 und älter","Westdeutschland, alte Bundeslaender","49","0.0133308896206156","0.00958190226298627","0.0170798769782448"
"inadequately","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1349","0.16382437039584","0.155042913202065","0.172605827589616"
"general elemantary","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","265","0.145936939823359","0.127777921387036","0.164095958259682"
"general elemantary","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1194","0.0885092241525569","0.0835071173640163","0.0935113309410974"
"general elemantary","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","148","0.0286723448851189","0.0228947304385834","0.0344499593316545"
"general elemantary","2016","66 und älter","Westdeutschland, alte Bundeslaender","542","0.170009241888368","0.157730000488768","0.182288483287968"
"general elemantary","2016","66 und älter","Ostdeutschland, neue Bundeslaender","87","0.0928996245073225","0.0763923823106853","0.10940686670396"
"middle vocational","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2153","0.395203720951769","0.383604103954513","0.406803337949025"
"middle vocational","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","496","0.46691955366683","0.441258044727523","0.492581062606136"
"middle vocational","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5145","0.474295921884499","0.465502094805275","0.483089748963722"
"middle vocational","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1639","0.571249765294277","0.554116139526881","0.588383391061673"
"middle vocational","2016","66 und älter","Westdeutschland, alte Bundeslaender","1860","0.538169390492964","0.521872697016112","0.554466083969815"
"middle vocational","2016","66 und älter","Ostdeutschland, neue Bundeslaender","575","0.499255305164733","0.47082317535116","0.527687434978306"
"vocational + Abi","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","440","0.0970364034151857","0.0900132678982948","0.104059538932077"
"vocational + Abi","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","102","0.0801830219136692","0.0662142989733484","0.09415174485399"
