"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"inadequately","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","436","0.400017782600784","0.372171578492425","0.427863986709142"
"inadequately","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","39","0.251322514154244","0.188646370981561","0.313998657326928"
"inadequately","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","49","0.00537213096949805","0.00362247643027501","0.0071217855087211"
"inadequately","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2026","0.268683860945979","0.258073697624542","0.279294024267416"
"general elemantary","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","249","0.211504497493409","0.188682431916375","0.234326563070444"
"general elemantary","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","711","0.13721256578548","0.127309300990021","0.147115830580939"
"general elemantary","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","137","0.0572957237940577","0.0471807919850863","0.0674106556030291"
"general elemantary","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","92","0.0982732881306555","0.0813528199767242","0.115193756284587"
"middle vocational","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4321","0.67711768537107","0.665925808916008","0.688309561826133"
"middle vocational","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","898","0.713080110601509","0.687801975871575","0.738358245331443"
"middle vocational","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","3504","0.763633563401798","0.751405295320936","0.775861831482659"
"middle vocational","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1634","0.804043320917025","0.786767691656449","0.821318950177601"
"middle vocational","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1418","0.356347953818543","0.340857666739058","0.371838240898029"
"middle vocational","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","173","0.316626726269957","0.277136714177419","0.356116738362495"
"middle vocational","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1880","0.512503271957142","0.496336216482365","0.528670327431919"
"vocational + Abi","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","290","0.514430773859221","0.472000724770585","0.556860822947856"
"vocational + Abi","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","309","0.0488263227134532","0.043668034310844","0.0539846111160623"
"higher vocational","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","69","0.0662130430199461","0.0523169980510322","0.0801090879888601"
"higher vocational","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","422","0.0991538708127224","0.0905516677947759","0.107756073830669"
"higher vocational","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","257","0.138660955288917","0.123619901068916","0.153702009508918"
"higher vocational","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","374","0.131148774224315","0.120230560742066","0.142066987706563"
"higher vocational","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","70","0.168942499870822","0.13713207415589","0.200752925585754"
"higher vocational","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","5027","1","1","1"
"higher education","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1430","1","1","1"
"in school","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","769","0.480863540668973","0.461436911557036","0.50029016978091"
"in school","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","143","0.461887645351066","0.418362775884116","0.505412514818017"
"in school","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","1649","0.416258063087876","0.397091796020064","0.435424330155687"
"inadequately","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","335","0.326360956939055","0.285425886045692","0.367296027832419"
"inadequately","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","42","0.00470838284378738","0.00307687391571238","0.00633989177186238"
"inadequately","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2413","0.27236263448985","0.261752774402819","0.282972494576881"
"general elemantary","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","369","0.208546289999058","0.186228669777937","0.23086391022018"
"general elemantary","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","672","0.145776347967998","0.135149622910032","0.156403073025964"
"general elemantary","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","131","0.0573524237229699","0.0469412209695518","0.067763626476388"
"general elemantary","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","116","0.0915043955963648","0.0802938137926627","0.102714977400067"
"middle vocational","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4025","0.677207804233362","0.666064836125404","0.68835077234132"
"middle vocational","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","830","0.713650325811009","0.688817567023281","0.738483084598736"
"middle vocational","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","3182","0.757327197888035","0.744417310774926","0.770237085001144"
"middle vocational","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1549","0.809698634611195","0.792122110499471","0.827275158722918"
"middle vocational","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1675","0.345986298832376","0.331003143205259","0.360969454459493"
"middle vocational","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","259","0.330316566142194","0.293384464412992","0.367248667871396"
"middle vocational","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1848","0.524996903801837","0.509267690278083","0.540726117325591"
"vocational + Abi","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","295","0.501237779880164","0.461975750721283","0.540499809039045"
"vocational + Abi","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","283","0.0457211784330009","0.0407429508377524","0.0506994060282494"
"higher vocational","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","61","0.0655306707346304","0.0519369381688883","0.0791244033003726"
"higher vocational","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","382","0.0968964541439672","0.0879881952246542","0.10580471306328"
"higher vocational","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","236","0.132948941665835","0.117746437984956","0.148151445346715"
"higher vocational","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","349","0.129016797365787","0.118458146371019","0.139575448360555"
"higher vocational","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","69","0.168445653977642","0.139057027325721","0.197834280629563"
"higher vocational","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
