"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"higher education","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","2340","1","1","1"
"higher education","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1228","1","1","1"
"in school","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","463","0.547077383983054","0.511212567291031","0.582942200675077"
"in school","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","154","0.844702377746113","0.79088683453385","0.898517920958376"
"in school","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","237","0.373551000884203","0.338697208233726","0.40840479353468"
"inadequately","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","32","0.00367945801888416","0.00230477320103511","0.00505414283673322"
"inadequately","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2002","0.27064199422456","0.260554585047857","0.280729403401263"
"general elemantary","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","261","0.185828054685821","0.166280286012428","0.205375823359214"
"general elemantary","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","493","0.12118867305658","0.11105117368529","0.13132617242787"
"general elemantary","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","168","0.0731702098622407","0.0618390540874519","0.0845013656370295"
"general elemantary","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","35","0.0625544434439175","0.0451068978930189","0.0800019889948161"
"middle vocational","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4993","0.672101712928341","0.661443147806466","0.682760278050215"
"middle vocational","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1130","0.732341364572278","0.710091319441509","0.754591409703047"
"middle vocational","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","3001","0.757958081326536","0.74465292781877","0.771263234834302"
"middle vocational","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1576","0.789287160894071","0.771542402683787","0.807031919104354"
"middle vocational","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","715","0.306737310423987","0.287167578353883","0.32630704249409"
"middle vocational","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","179","0.434293844093958","0.383020911752217","0.4855667764357"
"middle vocational","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1044","0.519204887046878","0.498001654748063","0.540408119345692"
"vocational + Abi","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","136","0.406282647845429","0.355477832784229","0.457087462906629"
"vocational + Abi","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","425","0.053576834828215","0.0484642223536477","0.0586894473027822"
"higher vocational","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","125","0.0800875818720143","0.0664467983975186","0.0937283653465099"
"higher vocational","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","487","0.120853245616884","0.110727853519319","0.13097863771445"
"higher vocational","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","285","0.137542629243689","0.122556324917184","0.152528933570193"
"higher vocational","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","374","0.174057802529136","0.15796712842516","0.190148476633111"
"higher vocational","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","44","0.159423508060613","0.121556092341726","0.197290923779499"
"higher vocational","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","3246","1","1","1"
"higher education","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1328","1","1","1"
"in school","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","457","0.538916522692683","0.502403977359552","0.575429068025813"
"in school","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","162","0.832122759387172","0.778118403466626","0.886127115307717"
"in school","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","223","0.379205212906716","0.343666412851518","0.414744012961914"
"inadequately","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","33","0.00390137601239948","0.0024472373710206","0.00535551465377835"
"inadequately","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1882","0.272062851063103","0.261682135181743","0.282443566944464"
"general elemantary","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","250","0.183252251869873","0.163387326030546","0.203117177709199"
"general elemantary","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","466","0.119658417306038","0.109337681061425","0.129979153550651"
"general elemantary","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","169","0.0760797604326454","0.0644690331302172","0.0876904877350736"
"general elemantary","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","32","0.0670340714325613","0.0487163153922053","0.0853518274729172"
"middle vocational","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4744","0.669771083765989","0.658800834721516","0.680741332810463"
"middle vocational","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1081","0.733430048722314","0.710726002567796","0.756134094876832"
"middle vocational","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","2867","0.756990803500049","0.74335219381772","0.770629413182378"
"middle vocational","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1549","0.787460265805459","0.76954422646225","0.805376305148668"
"middle vocational","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","685","0.292064436506965","0.272476029364514","0.311652843649415"
"middle vocational","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","182","0.454549968753585","0.404018493595054","0.505081443912116"
"middle vocational","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1021","0.530144790901292","0.50864460621268","0.551644975589903"
"vocational + Abi","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","143","0.380696039488449","0.331420114757489","0.42997196421941"
"vocational + Abi","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","401","0.0542646891585077","0.0489803680211132","0.0595490102959022"
"higher vocational","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","121","0.0811067075475351","0.0670889274805974","0.0951244876144728"
"higher vocational","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","466","0.123350779193914","0.112894014906509","0.133807543481318"
"higher vocational","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","285","0.136459973761895","0.121426771718274","0.151493175805517"
"higher vocational","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","364","0.177790772591744","0.161320199900816","0.194261345282671"
"higher vocational","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","48","0.164753991757966","0.127107990504158","0.202399993011774"
"higher vocational","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","3073","1","1","1"
"higher education","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1296","1","1","1"
"in school","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","475","0.55677430225842","0.520589111597722","0.592959492919118"
"in school","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","165","0.828267836735085","0.774067393532226","0.882468279937943"
"in school","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","207","0.349238814307483","0.314513124513953","0.383964504101013"
"inadequately","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","31","0.00392315412567581","0.00243131764980855","0.00541499060154306"
"inadequately","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1775","0.274821946797331","0.264168131924147","0.285475761670514"
"general elemantary","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","215","0.178831029244384","0.158678262815743","0.198983795673025"
"general elemantary","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","451","0.116085408713457","0.105773696902874","0.126397120524039"
"general elemantary","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","161","0.0834673019452987","0.0711340756748056","0.0958005282157918"
"general elemantary","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","37","0.0775573386499931","0.0580741539796941","0.097040523320292"
"middle vocational","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4554","0.665492087265377","0.654232259180806","0.676751915349947"
"middle vocational","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1048","0.7341205198639","0.710886569331467","0.757354470396333"
"middle vocational","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","2795","0.755821842462847","0.741992551203385","0.76965113372231"
"middle vocational","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1500","0.778701266585503","0.760190711827784","0.797211821343222"
"middle vocational","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","657","0.281929078396114","0.2623320968704","0.301526059921828"
"middle vocational","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","194","0.445208070175381","0.396320391164194","0.494095749186568"
"middle vocational","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1013","0.545320001438441","0.523632265549446","0.567007737327436"
"vocational + Abi","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","154","0.412878739421053","0.364447230363556","0.46131024847855"
"vocational + Abi","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","385","0.055762811811617","0.0502867291297955","0.0612388944934385"
"higher vocational","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","117","0.0817699416590327","0.0673597563810077","0.0961801269370576"
"higher vocational","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","461","0.128092748823696","0.117334682546381","0.138850815101011"
"higher vocational","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","271","0.137831431469199","0.122459984316332","0.153202878622065"
"higher vocational","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","355","0.172750920165445","0.156285837772983","0.189216002557907"
"higher vocational","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","49","0.141913190403566","0.107586666027156","0.176239714779976"
"higher vocational","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","3030","1","1","1"
"higher education","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1281","1","1","1"
"in school","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","505","0.573063220414902","0.537425059528582","0.608701381301222"
"in school","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","147","0.823207435424353","0.765347693053002","0.881067177795705"
"in school","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","196","0.340321253136265","0.306182864885754","0.374459641386776"
"inadequately","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","32","0.00450346078460818","0.00285322792592201","0.00615369364329436"
"inadequately","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1633","0.267975530342759","0.257059555421129","0.278891505264388"
"general elemantary","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","202","0.181152506026063","0.160256344317233","0.202048667734892"
"general elemantary","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","440","0.130854928723941","0.119761262554035","0.141948594893848"
"general elemantary","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","141","0.0680935309501924","0.056611499658216","0.0795755622421688"
"general elemantary","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","35","0.0738983057315224","0.0550497181795838","0.0927468932834609"
"middle vocational","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4294","0.671859630977008","0.660287288842724","0.683431973111291"
"middle vocational","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","985","0.738050563438886","0.714194728149851","0.761906398727921"
"middle vocational","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","2672","0.746100858968347","0.731783487259738","0.760418230676957"
"middle vocational","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1445","0.789484297479983","0.770902247171105","0.808066347788861"
"middle vocational","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","613","0.284813324743629","0.264636108040104","0.304990541447154"
"middle vocational","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","186","0.425564498394003","0.376989825272823","0.474139171515182"
"middle vocational","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","975","0.542257330638682","0.519984017940538","0.564530643336825"
"vocational + Abi","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","162","0.42998588173103","0.381347797636094","0.478623965825966"
"vocational + Abi","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","365","0.0556613778956252","0.050010798090888","0.0613119577003624"
"higher vocational","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","109","0.0746123799757589","0.0603559716942242","0.0888687882572935"
