"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"higher education","2002","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2002","66 und älter","Hauptschulabschluss","","","",""
"higher education","2002","66 und älter","Realschulabschluss","","","",""
"higher education","2002","66 und älter","(Fach-)Abitur","","","",""
"higher education","2002","66 und älter","AkademikerInnen","547","1","1","1"
"in school","2003","16-34 Jahre alt","(noch) kein Abschluss","619","0.88215093087577","0.857736578064813","0.906565283686727"
"in school","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2003","66 und älter","(noch) kein Abschluss","","","",""
"in school","2003","66 und älter","Hauptschulabschluss","","","",""
"in school","2003","66 und älter","Realschulabschluss","","","",""
"in school","2003","66 und älter","(Fach-)Abitur","","","",""
"in school","2003","66 und älter","AkademikerInnen","","","",""
"inadequately","2003","16-34 Jahre alt","(noch) kein Abschluss","42","0.103686767949016","0.0806032358733387","0.126770300024693"
"inadequately","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2003","35-65 Jahre alt","(noch) kein Abschluss","138","0.794641192661332","0.733003223279194","0.856279162043469"
"inadequately","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2003","66 und älter","(noch) kein Abschluss","53","0.769434231297649","0.667040214706452","0.871828247888846"
"inadequately","2003","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2003","66 und älter","Realschulabschluss","","","",""
"inadequately","2003","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2003","66 und älter","AkademikerInnen","","","",""
"general elemantary","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2003","16-34 Jahre alt","Hauptschulabschluss","480","0.39682352234218","0.369852621253686","0.423794423430674"
"general elemantary","2003","16-34 Jahre alt","Realschulabschluss","504","0.249638051179247","0.230151531654021","0.269124570704472"
"general elemantary","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2003","35-65 Jahre alt","Hauptschulabschluss","889","0.184234473884281","0.173252396473286","0.195216551295277"
"general elemantary","2003","35-65 Jahre alt","Realschulabschluss","96","0.0317052699366231","0.0258813518589208","0.0375291880143254"
"general elemantary","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2003","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2003","66 und älter","Hauptschulabschluss","763","0.330373776879984","0.311809819385275","0.348937734374693"
"general elemantary","2003","66 und älter","Realschulabschluss","35","0.0861357176516709","0.0596173765083773","0.112654058794965"
"general elemantary","2003","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2003","66 und älter","AkademikerInnen","","","",""
"middle vocational","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2003","16-34 Jahre alt","Hauptschulabschluss","721","0.569964381129359","0.542671421900585","0.597257340358134"
"middle vocational","2003","16-34 Jahre alt","Realschulabschluss","1252","0.677330634366927","0.656282058810422","0.698379209923431"
"middle vocational","2003","16-34 Jahre alt","(Fach-)Abitur","729","0.525213427398644","0.497749454938228","0.552677399859059"
"middle vocational","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2003","35-65 Jahre alt","Hauptschulabschluss","3550","0.744851552743246","0.732502100191287","0.757201005295204"
"middle vocational","2003","35-65 Jahre alt","Realschulabschluss","2827","0.812600919162705","0.799630078376737","0.825571759948673"
"middle vocational","2003","35-65 Jahre alt","(Fach-)Abitur","125","0.11332973112584","0.0938569848854064","0.132802477366273"
"middle vocational","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2003","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2003","66 und älter","Hauptschulabschluss","1554","0.612277997051441","0.593047695029872","0.631508299073009"
"middle vocational","2003","66 und älter","Realschulabschluss","337","0.778469942071718","0.739218906623575","0.817720977519861"
"middle vocational","2003","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","2003","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2003","16-34 Jahre alt","(Fach-)Abitur","448","0.395632731334379","0.368739511275261","0.422525951393498"
"vocational + Abi","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2003","35-65 Jahre alt","(Fach-)Abitur","615","0.619328635260994","0.58950161379191","0.649155656730078"
"vocational + Abi","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2003","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2003","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2003","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2003","66 und älter","(Fach-)Abitur","101","0.643866385522844","0.568481096911556","0.719251674134132"
"vocational + Abi","2003","66 und älter","AkademikerInnen","","","",""
"higher vocational","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2003","16-34 Jahre alt","Hauptschulabschluss","41","0.0185982709173877","0.0111503638622764","0.0260461779724991"
"higher vocational","2003","16-34 Jahre alt","Realschulabschluss","139","0.0730313144538268","0.061316630560665","0.0847459983469886"
"higher vocational","2003","16-34 Jahre alt","(Fach-)Abitur","93","0.0791538412669772","0.0643055742539728","0.0940021082799817"
"higher vocational","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2003","35-65 Jahre alt","Hauptschulabschluss","333","0.0687821107111267","0.061612760723698","0.0759514606985553"
"higher vocational","2003","35-65 Jahre alt","Realschulabschluss","554","0.155693810900672","0.14364258002798","0.167745041773364"
"higher vocational","2003","35-65 Jahre alt","(Fach-)Abitur","278","0.267341633613167","0.240154823278116","0.294528443948217"
"higher vocational","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2003","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2003","66 und älter","Hauptschulabschluss","148","0.0554561690403474","0.0464230539152855","0.0644892841654092"
"higher vocational","2003","66 und älter","Realschulabschluss","58","0.135394340276611","0.103055595746927","0.167733084806295"
"higher vocational","2003","66 und älter","(Fach-)Abitur","41","0.261948672907714","0.192728349197251","0.331168996618177"
"higher vocational","2003","66 und älter","AkademikerInnen","","","",""
"higher education","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2003","16-34 Jahre alt","AkademikerInnen","566","1","1","1"
"higher education","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2003","35-65 Jahre alt","AkademikerInnen","3224","1","1","1"
"higher education","2003","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2003","66 und älter","Hauptschulabschluss","","","",""
"higher education","2003","66 und älter","Realschulabschluss","","","",""
"higher education","2003","66 und älter","(Fach-)Abitur","","","",""
"higher education","2003","66 und älter","AkademikerInnen","579","1","1","1"
"in school","2004","16-34 Jahre alt","(noch) kein Abschluss","640","0.900022909256514","0.877575663427743","0.922470155085285"
"in school","2004","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2004","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2004","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2004","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2004","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2004","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2004","66 und älter","(noch) kein Abschluss","","","",""
"in school","2004","66 und älter","Hauptschulabschluss","","","",""
"in school","2004","66 und älter","Realschulabschluss","","","",""
"in school","2004","66 und älter","(Fach-)Abitur","","","",""
"in school","2004","66 und älter","AkademikerInnen","","","",""
"inadequately","2004","16-34 Jahre alt","(noch) kein Abschluss","34","0.0821247294628837","0.0615793179795612","0.102670140946206"
"inadequately","2004","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2004","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2004","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2004","35-65 Jahre alt","(noch) kein Abschluss","129","0.77894586769999","0.714037420059914","0.843854315340066"
"inadequately","2004","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2004","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2004","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2004","66 und älter","(noch) kein Abschluss","53","0.732679475853001","0.626709251280594","0.838649700425408"
"inadequately","2004","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2004","66 und älter","Realschulabschluss","","","",""
"inadequately","2004","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2004","66 und älter","AkademikerInnen","","","",""
"general elemantary","2004","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2004","16-34 Jahre alt","Hauptschulabschluss","434","0.422427758400951","0.393817305787742","0.45103821101416"
"general elemantary","2004","16-34 Jahre alt","Realschulabschluss","476","0.257721197320536","0.237199703328492","0.27824269131258"
"general elemantary","2004","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2004","35-65 Jahre alt","Hauptschulabschluss","811","0.185454044641892","0.174080537441547","0.196827551842238"
"general elemantary","2004","35-65 Jahre alt","Realschulabschluss","99","0.0325662636805775","0.0266399445291252","0.0384925828320298"
"general elemantary","2004","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2004","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2004","66 und älter","Hauptschulabschluss","745","0.319484948042135","0.30121817911639","0.33775171696788"
"general elemantary","2004","66 und älter","Realschulabschluss","37","0.0861177098218468","0.0601400245647043","0.112095395078989"
"general elemantary","2004","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2004","66 und älter","AkademikerInnen","","","",""
"middle vocational","2004","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2004","16-34 Jahre alt","Hauptschulabschluss","649","0.538245168080365","0.509368894888495","0.567121441272234"
"middle vocational","2004","16-34 Jahre alt","Realschulabschluss","1142","0.668172594149968","0.646079790611238","0.690265397688698"
"middle vocational","2004","16-34 Jahre alt","(Fach-)Abitur","711","0.515515934908767","0.487811207570578","0.543220662246956"
"middle vocational","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2004","35-65 Jahre alt","Hauptschulabschluss","3349","0.741244547793339","0.728428799558007","0.754060296028671"
"middle vocational","2004","35-65 Jahre alt","Realschulabschluss","2798","0.808055087432475","0.794905890135231","0.821204284729719"
"middle vocational","2004","35-65 Jahre alt","(Fach-)Abitur","126","0.117695212377022","0.0978314628832733","0.137558961870771"
"middle vocational","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2004","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2004","66 und älter","Hauptschulabschluss","1604","0.623565452202138","0.60458513674001","0.642545767664265"
"middle vocational","2004","66 und älter","Realschulabschluss","355","0.778265262635849","0.739798133524707","0.816732391746991"
"middle vocational","2004","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","2004","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2004","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2004","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2004","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2004","16-34 Jahre alt","(Fach-)Abitur","450","0.410042312920902","0.382776537455678","0.437308088386126"
"vocational + Abi","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2004","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2004","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2004","35-65 Jahre alt","(Fach-)Abitur","617","0.634902024318104","0.605224301002527","0.664579747633682"
"vocational + Abi","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2004","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2004","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2004","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2004","66 und älter","(Fach-)Abitur","100","0.633942633726958","0.55953205054716","0.708353216906757"
"vocational + Abi","2004","66 und älter","AkademikerInnen","","","",""
"higher vocational","2004","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2004","16-34 Jahre alt","Hauptschulabschluss","37","0.0216505619718371","0.0132205743988343","0.0300805495448398"
"higher vocational","2004","16-34 Jahre alt","Realschulabschluss","127","0.0741062085294957","0.0618160281076978","0.0863963889512936"
"higher vocational","2004","16-34 Jahre alt","(Fach-)Abitur","89","0.074441752170331","0.0598904032187329","0.0889931011219291"
"higher vocational","2004","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2004","35-65 Jahre alt","Hauptschulabschluss","312","0.0711465670148269","0.0636239487122752","0.0786691853173786"
"higher vocational","2004","35-65 Jahre alt","Realschulabschluss","549","0.159378648886947","0.147157677334938","0.171599620438956"
"higher vocational","2004","35-65 Jahre alt","(Fach-)Abitur","268","0.247402763304874","0.220804327593787","0.27400119901596"
"higher vocational","2004","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2004","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2004","66 und älter","Hauptschulabschluss","153","0.0550380287979341","0.046103816514867","0.0639722410810012"
"higher vocational","2004","66 und älter","Realschulabschluss","56","0.135617027542304","0.103912645241909","0.167321409842699"
"higher vocational","2004","66 und älter","(Fach-)Abitur","47","0.271149001888671","0.202480347923168","0.339817655854173"
"higher vocational","2004","66 und älter","AkademikerInnen","","","",""
"higher education","2004","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2004","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2004","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2004","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2004","16-34 Jahre alt","AkademikerInnen","545","1","1","1"
"higher education","2004","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2004","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2004","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2004","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2004","35-65 Jahre alt","AkademikerInnen","3137","1","1","1"
"higher education","2004","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2004","66 und älter","Hauptschulabschluss","","","",""
"higher education","2004","66 und älter","Realschulabschluss","","","",""
"higher education","2004","66 und älter","(Fach-)Abitur","","","",""
"higher education","2004","66 und älter","AkademikerInnen","629","1","1","1"
"in school","2005","16-34 Jahre alt","(noch) kein Abschluss","652","0.895334594156644","0.872608439100692","0.918060749212597"
"in school","2005","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2005","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2005","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2005","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2005","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2005","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2005","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2005","66 und älter","(noch) kein Abschluss","","","",""
"in school","2005","66 und älter","Hauptschulabschluss","","","",""
"in school","2005","66 und älter","Realschulabschluss","","","",""
"in school","2005","66 und älter","(Fach-)Abitur","","","",""
"in school","2005","66 und älter","AkademikerInnen","","","",""
"inadequately","2005","16-34 Jahre alt","(noch) kein Abschluss","34","0.0872900115323253","0.066335363087683","0.108244659976968"
"inadequately","2005","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2005","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2005","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2005","35-65 Jahre alt","(noch) kein Abschluss","120","0.798116883520032","0.732781666335749","0.863452100704316"
"inadequately","2005","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2005","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2005","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2005","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2005","66 und älter","(noch) kein Abschluss","51","0.70154151670716","0.590301751071969","0.81278128234235"
"inadequately","2005","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2005","66 und älter","Realschulabschluss","","","",""
"inadequately","2005","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2005","66 und älter","AkademikerInnen","","","",""
"general elemantary","2005","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2005","16-34 Jahre alt","Hauptschulabschluss","393","0.409095289893562","0.37915615970082","0.439034420086304"
"general elemantary","2005","16-34 Jahre alt","Realschulabschluss","444","0.281408256135423","0.259353352631153","0.303463159639694"
"general elemantary","2005","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2005","35-65 Jahre alt","Hauptschulabschluss","730","0.181029913756156","0.169285405397411","0.192774422114901"
"general elemantary","2005","35-65 Jahre alt","Realschulabschluss","101","0.0322187543569592","0.0262454396806456","0.0381920690332727"
"general elemantary","2005","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2005","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2005","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2005","66 und älter","Hauptschulabschluss","712","0.309421043759885","0.291169091139788","0.327672996379982"
"general elemantary","2005","66 und älter","Realschulabschluss","36","0.0891193244841587","0.0626474452572467","0.115591203711071"
"general elemantary","2005","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2005","66 und älter","AkademikerInnen","","","",""
"middle vocational","2005","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2005","16-34 Jahre alt","Hauptschulabschluss","580","0.542981974636586","0.512648121179383","0.57331582809379"
"middle vocational","2005","16-34 Jahre alt","Realschulabschluss","1046","0.658526401328557","0.635269021037113","0.681783781620001"
"middle vocational","2005","16-34 Jahre alt","(Fach-)Abitur","658","0.513683233754377","0.484957869111071","0.542408598397683"
"middle vocational","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2005","35-65 Jahre alt","Hauptschulabschluss","3099","0.749478750003112","0.736261911101471","0.762695588904753"
"middle vocational","2005","35-65 Jahre alt","Realschulabschluss","2716","0.805748633242173","0.792365609428392","0.819131657055953"
"middle vocational","2005","35-65 Jahre alt","(Fach-)Abitur","125","0.117740330336156","0.0976738084899201","0.137806852182392"
"middle vocational","2005","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2005","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2005","66 und älter","Hauptschulabschluss","1600","0.631791421283624","0.612747273063454","0.650835569503794"
"middle vocational","2005","66 und älter","Realschulabschluss","355","0.775864806111862","0.73711976381981","0.814609848403915"
"middle vocational","2005","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","2005","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2005","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2005","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2005","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2005","16-34 Jahre alt","(Fach-)Abitur","439","0.430599908908395","0.40214193567144","0.459057882145349"
"vocational + Abi","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2005","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2005","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2005","35-65 Jahre alt","(Fach-)Abitur","596","0.609359417962623","0.578982989717208","0.639735846208038"
"vocational + Abi","2005","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2005","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2005","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2005","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2005","66 und älter","(Fach-)Abitur","102","0.637997889594315","0.564890846400369","0.711104932788261"
"vocational + Abi","2005","66 und älter","AkademikerInnen","","","",""
"higher vocational","2005","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2005","16-34 Jahre alt","Hauptschulabschluss","34","0.022003586187354","0.0130708691125172","0.0309363032621909"
"higher vocational","2005","16-34 Jahre alt","Realschulabschluss","107","0.0600653425360196","0.0484118408419828","0.0717188442300564"
"higher vocational","2005","16-34 Jahre alt","(Fach-)Abitur","66","0.0557168573372285","0.0425342092633963","0.0688995054110607"
"higher vocational","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2005","35-65 Jahre alt","Hauptschulabschluss","288","0.067294944078393","0.0596532608063987","0.0749366273503873"
"higher vocational","2005","35-65 Jahre alt","Realschulabschluss","540","0.162032612400868","0.149567758404964","0.174497466396772"
"higher vocational","2005","35-65 Jahre alt","(Fach-)Abitur","270","0.272900251701221","0.245166397440189","0.300634105962253"
"higher vocational","2005","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2005","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2005","66 und älter","Hauptschulabschluss","152","0.058787534956491","0.0494997062039357","0.0680753637090463"
"higher vocational","2005","66 und älter","Realschulabschluss","54","0.135015869403979","0.103264346222527","0.166767392585431"
"higher vocational","2005","66 und älter","(Fach-)Abitur","48","0.257500797781917","0.190984000204609","0.324017595359225"
"higher vocational","2005","66 und älter","AkademikerInnen","","","",""
"higher education","2005","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2005","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2005","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2005","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2005","16-34 Jahre alt","AkademikerInnen","523","1","1","1"
"higher education","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2005","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2005","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2005","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2005","35-65 Jahre alt","AkademikerInnen","2988","1","1","1"
"higher education","2005","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2005","66 und älter","Hauptschulabschluss","","","",""
"higher education","2005","66 und älter","Realschulabschluss","","","",""
"higher education","2005","66 und älter","(Fach-)Abitur","","","",""
"higher education","2005","66 und älter","AkademikerInnen","669","1","1","1"
"in school","2006","16-34 Jahre alt","(noch) kein Abschluss","631","0.889578510868492","0.865899721168659","0.913257300568326"
"in school","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2006","66 und älter","(noch) kein Abschluss","","","",""
"in school","2006","66 und älter","Hauptschulabschluss","","","",""
"in school","2006","66 und älter","Realschulabschluss","","","",""
"in school","2006","66 und älter","(Fach-)Abitur","","","",""
"in school","2006","66 und älter","AkademikerInnen","","","",""
"inadequately","2006","16-34 Jahre alt","(noch) kein Abschluss","30","0.0929348243766775","0.0709992481684076","0.114870400584947"
"inadequately","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2006","35-65 Jahre alt","(noch) kein Abschluss","109","0.768329412705455","0.698191979171218","0.838466846239691"
"inadequately","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2006","66 und älter","(noch) kein Abschluss","56","0.638143914807242","0.534763968765656","0.741523860848829"
