"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"inadequately","2006","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2006","66 und älter","Realschulabschluss","","","",""
"inadequately","2006","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2006","66 und älter","AkademikerInnen","","","",""
"general elemantary","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2006","16-34 Jahre alt","Hauptschulabschluss","393","0.406162070479498","0.376227607562709","0.436096533396288"
"general elemantary","2006","16-34 Jahre alt","Realschulabschluss","460","0.291564944512605","0.269295685086635","0.313834203938575"
"general elemantary","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2006","35-65 Jahre alt","Hauptschulabschluss","745","0.182186011847433","0.170651541157635","0.19372048253723"
"general elemantary","2006","35-65 Jahre alt","Realschulabschluss","115","0.0339034906472473","0.0280418203775799","0.0397651609169146"
"general elemantary","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2006","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2006","66 und älter","Hauptschulabschluss","809","0.311161288686565","0.294176010657417","0.328146566715712"
"general elemantary","2006","66 und älter","Realschulabschluss","36","0.0736567848551741","0.0516048830568288","0.0957086866535194"
"general elemantary","2006","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2006","66 und älter","AkademikerInnen","","","",""
"middle vocational","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2006","16-34 Jahre alt","Hauptschulabschluss","582","0.548177958878058","0.517843775143944","0.578512142612173"
"middle vocational","2006","16-34 Jahre alt","Realschulabschluss","1046","0.656710274921174","0.633445148982966","0.679975400859383"
"middle vocational","2006","16-34 Jahre alt","(Fach-)Abitur","684","0.532161459070187","0.503930399697834","0.56039251844254"
"middle vocational","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2006","35-65 Jahre alt","Hauptschulabschluss","3250","0.750666675943796","0.737738816552217","0.763594535335375"
"middle vocational","2006","35-65 Jahre alt","Realschulabschluss","2983","0.81470979626501","0.802125856822852","0.827293735707168"
"middle vocational","2006","35-65 Jahre alt","(Fach-)Abitur","129","0.122846396891044","0.103287088330972","0.142405705451115"
"middle vocational","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2006","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2006","66 und älter","Hauptschulabschluss","1862","0.629536726330405","0.611819153675131","0.647254298985679"
"middle vocational","2006","66 und älter","Realschulabschluss","433","0.788305730562476","0.753818715940358","0.822792745184594"
"middle vocational","2006","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","2006","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2006","16-34 Jahre alt","(Fach-)Abitur","453","0.413981741370775","0.386113880395358","0.441849602346192"
"vocational + Abi","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2006","35-65 Jahre alt","(Fach-)Abitur","655","0.608670515627683","0.579590349825144","0.637750681430222"
"vocational + Abi","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2006","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2006","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2006","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2006","66 und älter","(Fach-)Abitur","112","0.618253979829977","0.549356691885866","0.687151267774088"
"vocational + Abi","2006","66 und älter","AkademikerInnen","","","",""
"higher vocational","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2006","16-34 Jahre alt","Hauptschulabschluss","30","0.0160626934511443","0.00840001289567373","0.0237253740066149"
"higher vocational","2006","16-34 Jahre alt","Realschulabschluss","94","0.0517247805662207","0.0408729094050473","0.062576651727394"
"higher vocational","2006","16-34 Jahre alt","(Fach-)Abitur","63","0.053856799559038","0.0410848799802185","0.0666287191378575"
"higher vocational","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2006","35-65 Jahre alt","Hauptschulabschluss","289","0.0640447470780165","0.0567286040284557","0.0713608901275774"
"higher vocational","2006","35-65 Jahre alt","Realschulabschluss","564","0.151386713087743","0.139777902785025","0.16299552339046"
"higher vocational","2006","35-65 Jahre alt","(Fach-)Abitur","298","0.268483087481273","0.242076935834545","0.294889239128002"
"higher vocational","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2006","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2006","66 und älter","Hauptschulabschluss","182","0.0592458942270386","0.0505844902051913","0.0679072982488858"
"higher vocational","2006","66 und älter","Realschulabschluss","70","0.13803748458235","0.10891714623631","0.16715782292839"
"higher vocational","2006","66 und älter","(Fach-)Abitur","57","0.265507931188098","0.20288062782382","0.328135234552377"
"higher vocational","2006","66 und älter","AkademikerInnen","","","",""
"higher education","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2006","16-34 Jahre alt","AkademikerInnen","574","1","1","1"
"higher education","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2006","35-65 Jahre alt","AkademikerInnen","3210","1","1","1"
"higher education","2006","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2006","66 und älter","Hauptschulabschluss","","","",""
"higher education","2006","66 und älter","Realschulabschluss","","","",""
"higher education","2006","66 und älter","(Fach-)Abitur","","","",""
"higher education","2006","66 und älter","AkademikerInnen","806","1","1","1"
"in school","2007","16-34 Jahre alt","(noch) kein Abschluss","629","0.913320754554691","0.891919793545261","0.934721715564121"
"in school","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2007","66 und älter","(noch) kein Abschluss","","","",""
"in school","2007","66 und älter","Hauptschulabschluss","","","",""
"in school","2007","66 und älter","Realschulabschluss","","","",""
"in school","2007","66 und älter","(Fach-)Abitur","","","",""
"in school","2007","66 und älter","AkademikerInnen","","","",""
"inadequately","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"inadequately","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2007","35-65 Jahre alt","(noch) kein Abschluss","96","0.802193790988655","0.729389197917882","0.874998384059429"
"inadequately","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2007","66 und älter","(noch) kein Abschluss","52","0.719159032631731","0.611548844761765","0.826769220501698"
"inadequately","2007","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2007","66 und älter","Realschulabschluss","","","",""
"inadequately","2007","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2007","66 und älter","AkademikerInnen","","","",""
"general elemantary","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2007","16-34 Jahre alt","Hauptschulabschluss","328","0.381777581071231","0.349476594382041","0.414078567760421"
"general elemantary","2007","16-34 Jahre alt","Realschulabschluss","417","0.2965873508131","0.272839054922272","0.320335646703928"
"general elemantary","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2007","35-65 Jahre alt","Hauptschulabschluss","651","0.189625979616719","0.177168806197975","0.202083153035464"
"general elemantary","2007","35-65 Jahre alt","Realschulabschluss","101","0.0347097729804432","0.0286221108529007","0.0407974351079857"
"general elemantary","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2007","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2007","66 und älter","Hauptschulabschluss","744","0.297135122925814","0.280045531591093","0.314224714260535"
"general elemantary","2007","66 und älter","Realschulabschluss","38","0.0793801241525841","0.056909933587452","0.101850314717716"
"general elemantary","2007","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2007","66 und älter","AkademikerInnen","","","",""
"middle vocational","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2007","16-34 Jahre alt","Hauptschulabschluss","492","0.567236749484245","0.534295082710969","0.600178416257522"
"middle vocational","2007","16-34 Jahre alt","Realschulabschluss","923","0.652867944100948","0.628115899160046","0.67761998904185"
"middle vocational","2007","16-34 Jahre alt","(Fach-)Abitur","675","0.573491781338665","0.54491997284343","0.602063589833901"
"middle vocational","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2007","35-65 Jahre alt","Hauptschulabschluss","2882","0.744381863514927","0.730520001842473","0.758243725187382"
"middle vocational","2007","35-65 Jahre alt","Realschulabschluss","2841","0.816293955881949","0.803414998311425","0.829172913452473"
"middle vocational","2007","35-65 Jahre alt","(Fach-)Abitur","125","0.125940240846397","0.105717470754157","0.146163010938637"
"middle vocational","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2007","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2007","66 und älter","Hauptschulabschluss","1820","0.63910761764818","0.621148102168166","0.657067133128193"
"middle vocational","2007","66 und älter","Realschulabschluss","448","0.77386512132004","0.739093326524496","0.808636916115583"
"middle vocational","2007","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","2007","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2007","16-34 Jahre alt","(Fach-)Abitur","428","0.388225831167294","0.360071305741499","0.416380356593089"
"vocational + Abi","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2007","35-65 Jahre alt","(Fach-)Abitur","628","0.612910759374165","0.583222003795","0.642599514953329"
"vocational + Abi","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2007","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2007","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2007","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2007","66 und älter","(Fach-)Abitur","119","0.660534175393869","0.594241471823777","0.726826878963961"
"vocational + Abi","2007","66 und älter","AkademikerInnen","","","",""
"higher vocational","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
