year,bula_h,sex,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,North Rhine-Westphalia,female,Often,0.40491,1589,3055,0.38750,0.42231
2014,North Rhine-Westphalia,female,Very often,0.09210,354,3055,0.08185,0.10236
2014,Hesse,male,Seldom,0.06515,63,864,0.04868,0.08161
2014,Hesse,male,Sometimes,0.26679,291,864,0.23728,0.29630
2014,Hesse,male,Often,0.42302,435,864,0.39006,0.45599
2014,Hesse,male,Very often,0.06992,75,864,0.05290,0.08693
2014,Hesse,female,Seldom,0.07146,85,983,0.05535,0.08757
2014,Hesse,female,Sometimes,0.20683,250,983,0.18150,0.23216
2014,Hesse,female,Often,0.41389,520,983,0.38309,0.44470
2014,Hesse,female,Very often,0.11437,128,983,0.09447,0.13428
2014,"Rhineland-Palatinate, Saarland",male,Seldom,0.06780,53,708,0.04927,0.08633
2014,"Rhineland-Palatinate, Saarland",male,Sometimes,0.30388,234,708,0.26998,0.33779
2014,"Rhineland-Palatinate, Saarland",male,Often,0.36935,366,708,0.33377,0.40493
2014,"Rhineland-Palatinate, Saarland",male,Very often,0.07438,55,708,0.05504,0.09372
2014,"Rhineland-Palatinate, Saarland",female,Seldom,0.07019,68,834,0.05284,0.08754
2014,"Rhineland-Palatinate, Saarland",female,Sometimes,0.28895,261,834,0.25816,0.31973
2014,"Rhineland-Palatinate, Saarland",female,Often,0.36178,424,834,0.32915,0.39441
2014,"Rhineland-Palatinate, Saarland",female,Very often,0.09047,81,834,0.07099,0.10994
2014,Baden-Wuerttemberg,male,Seldom,0.05722,98,1475,0.04536,0.06908
2014,Baden-Wuerttemberg,male,Sometimes,0.26969,444,1475,0.24703,0.29235
2014,Baden-Wuerttemberg,male,Often,0.41447,800,1475,0.38932,0.43962
2014,Baden-Wuerttemberg,male,Very often,0.06936,133,1475,0.05639,0.08233
2014,Baden-Wuerttemberg,female,Seldom,0.07520,131,1701,0.06266,0.08773
2014,Baden-Wuerttemberg,female,Sometimes,0.25835,486,1701,0.23754,0.27916
2014,Baden-Wuerttemberg,female,Often,0.40671,871,1701,0.38336,0.43006
2014,Baden-Wuerttemberg,female,Very often,0.09139,213,1701,0.07769,0.10509
2014,Bavaria,male,Very seldom,0.02382,46,2010,0.01715,0.03049
2014,Bavaria,male,Seldom,0.05151,122,2010,0.04184,0.06117
2014,Bavaria,male,Sometimes,0.25971,617,2010,0.24053,0.27888
2014,Bavaria,male,Often,0.41234,1016,2010,0.39082,0.43387
2014,Bavaria,male,Very often,0.08378,209,2010,0.07166,0.09589
2014,Bavaria,female,Very seldom,0.01395,41,2381,0.00924,0.01866
2014,Bavaria,female,Seldom,0.08311,191,2381,0.07202,0.09420
2014,Bavaria,female,Sometimes,0.26161,673,2381,0.24395,0.27927
2014,Bavaria,female,Often,0.39426,1179,2381,0.37462,0.41389
2014,Bavaria,female,Very often,0.09493,297,2381,0.08315,0.10670
2014,Berlin,male,Seldom,0.06398,33,430,0.04083,0.08714
2014,Berlin,male,Sometimes,0.25791,131,430,0.21651,0.29931
2014,Berlin,male,Often,0.39554,221,430,0.34926,0.44181
2014,Berlin,male,Very often,0.07706,45,430,0.05182,0.10229
2014,Berlin,female,Seldom,0.07979,50,529,0.05668,0.10290
2014,Berlin,female,Sometimes,0.25041,151,529,0.21346,0.28737
2014,Berlin,female,Often,0.38159,247,529,0.34015,0.42303
2014,Berlin,female,Very often,0.11890,81,529,0.09129,0.14651
2014,Brandenburg,male,Sometimes,0.34080,168,403,0.29446,0.38713
2014,Brandenburg,male,Often,0.39435,235,403,0.34658,0.44213
2014,Brandenburg,female,Seldom,0.06842,40,543,0.04717,0.08968
2014,Brandenburg,female,Sometimes,0.33611,197,543,0.29634,0.37588
2014,Brandenburg,female,Often,0.36933,239,543,0.32870,0.40996
2014,Brandenburg,female,Very often,0.08511,67,543,0.06162,0.10861
2014,Mecklenburg-Western Pomerania,male,Sometimes,0.27670,73,212,0.21633,0.33706
2014,Mecklenburg-Western Pomerania,male,Often,0.46608,139,212,0.39877,0.53339
2014,Mecklenburg-Western Pomerania,female,Sometimes,0.29219,96,286,0.23939,0.34499
2014,Mecklenburg-Western Pomerania,female,Often,0.41888,158,286,0.36160,0.47616
2014,Mecklenburg-Western Pomerania,female,Very often,0.08793,32,286,0.05505,0.12081
2014,Saxony,male,Seldom,0.07297,55,753,0.05438,0.09156
2014,Saxony,male,Sometimes,0.32568,276,753,0.29219,0.35917
2014,Saxony,male,Often,0.37212,356,753,0.33757,0.40667
2014,Saxony,male,Very often,0.07509,66,753,0.05626,0.09393
2014,Saxony,female,Seldom,0.11567,80,837,0.09399,0.13735
2014,Saxony,female,Sometimes,0.26116,264,837,0.23138,0.29094
2014,Saxony,female,Often,0.40043,404,837,0.36721,0.43364
2014,Saxony,female,Very often,0.05937,89,837,0.04335,0.07539
2014,Saxony-Anhalt,male,Sometimes,0.31408,135,400,0.26854,0.35962
2014,Saxony-Anhalt,male,Often,0.42716,226,400,0.37862,0.47570
2014,Saxony-Anhalt,male,Very often,0.04679,39,400,0.02607,0.06752
2014,Saxony-Anhalt,female,Seldom,0.07597,44,520,0.05317,0.09876
2014,Saxony-Anhalt,female,Sometimes,0.27168,142,520,0.23341,0.30995
2014,Saxony-Anhalt,female,Often,0.43564,284,520,0.39298,0.47830
2014,Saxony-Anhalt,female,Very often,0.06049,50,520,0.03998,0.08100
2014,Thuringa,male,Sometimes,0.24264,134,408,0.20099,0.28429
2014,Thuringa,male,Often,0.40332,223,408,0.35566,0.45098
2014,Thuringa,male,Very often,0.10062,51,408,0.07139,0.12984
2014,Thuringa,female,Seldom,0.10024,46,535,0.07477,0.12571
2014,Thuringa,female,Sometimes,0.24864,174,535,0.21198,0.28530
2014,Thuringa,female,Often,0.40904,262,535,0.36734,0.45074
2014,Thuringa,female,Very often,0.06881,53,535,0.04734,0.09028
2015,Schleswig-Holstein,male,Sometimes,0.27877,120,369,0.23296,0.32458
2015,Schleswig-Holstein,male,Often,0.43391,209,369,0.38327,0.48455
2015,Schleswig-Holstein,male,Very often,0.06446,40,369,0.03937,0.08955
2015,Schleswig-Holstein,female,Seldom,0.09408,34,472,0.06771,0.12045
2015,Schleswig-Holstein,female,Sometimes,0.25040,142,472,0.21128,0.28953
2015,Schleswig-Holstein,female,Often,0.38326,235,472,0.33935,0.42717
2015,Schleswig-Holstein,female,Very often,0.10819,61,472,0.08014,0.13625
2015,Hamburg,male,Sometimes,0.35559,67,168,0.28298,0.42819
2015,Hamburg,male,Often,0.37255,101,168,0.29922,0.44588
2015,Hamburg,female,Sometimes,0.27560,72,183,0.21068,0.34051
2015,Hamburg,female,Often,0.30274,111,183,0.23599,0.36950
2015,Lower Saxony,male,Seldom,0.03544,52,1086,0.02444,0.04644
2015,Lower Saxony,male,Sometimes,0.27783,330,1086,0.25118,0.30449
2015,Lower Saxony,male,Often,0.37091,596,1086,0.34217,0.39965
2015,Lower Saxony,male,Very often,0.09480,108,1086,0.07737,0.11223
2015,Lower Saxony,female,Seldom,0.06487,90,1278,0.05136,0.07837
2015,Lower Saxony,female,Sometimes,0.26124,368,1278,0.23714,0.28533
2015,Lower Saxony,female,Often,0.40989,678,1278,0.38291,0.43686
2015,Lower Saxony,female,Very often,0.08801,142,1278,0.07247,0.10355
2015,Bremen,male,Often,0.23686,32,32,0.08719,0.38653
2015,Bremen,female,Sometimes,0.33603,40,78,0.23052,0.44153
2015,Bremen,female,Often,0.33240,38,78,0.22718,0.43762
2015,North Rhine-Westphalia,male,Very seldom,0.01603,33,2353,0.01096,0.02111
2015,North Rhine-Westphalia,male,Seldom,0.07502,182,2353,0.06437,0.08567
2015,North Rhine-Westphalia,male,Sometimes,0.25274,663,2353,0.23517,0.27030
2015,North Rhine-Westphalia,male,Often,0.38760,1240,2353,0.36791,0.40729
2015,North Rhine-Westphalia,male,Very often,0.08421,235,2353,0.07299,0.09544
2015,North Rhine-Westphalia,female,Very seldom,0.01981,53,2805,0.01465,0.02496
2015,North Rhine-Westphalia,female,Seldom,0.06610,225,2805,0.05690,0.07529
2015,North Rhine-Westphalia,female,Sometimes,0.22695,774,2805,0.21145,0.24246
2015,North Rhine-Westphalia,female,Often,0.43263,1450,2805,0.41429,0.45097
2015,North Rhine-Westphalia,female,Very often,0.07346,303,2805,0.06381,0.08312
2015,Hesse,male,Seldom,0.07232,61,775,0.05407,0.09056
2015,Hesse,male,Sometimes,0.23973,224,775,0.20965,0.26980
2015,Hesse,male,Often,0.40915,417,775,0.37451,0.44379
2015,Hesse,male,Very often,0.06581,73,775,0.04834,0.08328
2015,Hesse,female,Seldom,0.05644,69,902,0.04137,0.07150
2015,Hesse,female,Sometimes,0.22208,232,902,0.19494,0.24922
2015,Hesse,female,Often,0.38796,475,902,0.35614,0.41977
2015,Hesse,female,Very often,0.12181,126,902,0.10046,0.14317
2015,"Rhineland-Palatinate, Saarland",male,Seldom,0.06427,53,670,0.04568,0.08285
2015,"Rhineland-Palatinate, Saarland",male,Sometimes,0.28391,231,670,0.24974,0.31808
2015,"Rhineland-Palatinate, Saarland",male,Often,0.41357,343,670,0.37625,0.45089
2015,"Rhineland-Palatinate, Saarland",male,Very often,0.04697,43,670,0.03094,0.06301
2015,"Rhineland-Palatinate, Saarland",female,Seldom,0.08062,67,791,0.06163,0.09960
2015,"Rhineland-Palatinate, Saarland",female,Sometimes,0.25235,241,791,0.22206,0.28264
2015,"Rhineland-Palatinate, Saarland",female,Often,0.40474,413,791,0.37051,0.43897
2015,"Rhineland-Palatinate, Saarland",female,Very often,0.08234,70,791,0.06317,0.10151
2015,Baden-Wuerttemberg,male,Seldom,0.05191,67,1359,0.04011,0.06371
2015,Baden-Wuerttemberg,male,Sometimes,0.26528,444,1359,0.24180,0.28876
2015,Baden-Wuerttemberg,male,Often,0.40377,722,1359,0.37767,0.42986
2015,Baden-Wuerttemberg,male,Very often,0.07704,126,1359,0.06286,0.09122
2015,Baden-Wuerttemberg,female,Seldom,0.07365,124,1573,0.06074,0.08657
2015,Baden-Wuerttemberg,female,Sometimes,0.23909,443,1573,0.21801,0.26018
2015,Baden-Wuerttemberg,female,Often,0.41146,806,1573,0.38713,0.43578
2015,Baden-Wuerttemberg,female,Very often,0.08803,200,1573,0.07402,0.10203
2015,Bavaria,male,Seldom,0.05981,125,1806,0.04887,0.07075
2015,Bavaria,male,Sometimes,0.26402,556,1806,0.24368,0.28435
2015,Bavaria,male,Often,0.38163,933,1806,0.35922,0.40404
2015,Bavaria,male,Very often,0.08013,192,1806,0.06760,0.09265
2015,Bavaria,female,Very seldom,0.03229,62,2191,0.02488,0.03969
2015,Bavaria,female,Seldom,0.07576,164,2191,0.06468,0.08684
2015,Bavaria,female,Sometimes,0.25057,596,2191,0.23242,0.26872
2015,Bavaria,female,Often,0.38388,1103,2191,0.36351,0.40425
2015,Bavaria,female,Very often,0.08739,266,2191,0.07556,0.09922
2015,Berlin,male,Sometimes,0.25581,121,376,0.21165,0.29997
2015,Berlin,male,Often,0.40033,211,376,0.35074,0.44992
2015,Berlin,male,Very often,0.06032,44,376,0.03622,0.08442
2015,Berlin,female,Seldom,0.07789,40,482,0.05394,0.10185
2015,Berlin,female,Sometimes,0.26088,143,482,0.22164,0.30012
2015,Berlin,female,Often,0.37451,226,482,0.33125,0.41776
2015,Berlin,female,Very often,0.08414,73,482,0.05933,0.10895
2015,Brandenburg,male,Sometimes,0.35941,164,377,0.31091,0.40791
2015,Brandenburg,male,Often,0.32773,213,377,0.28029,0.37518
2015,Brandenburg,female,Seldom,0.09286,54,531,0.06815,0.11757
2015,Brandenburg,female,Sometimes,0.31813,191,531,0.27847,0.35778
2015,Brandenburg,female,Often,0.39786,242,531,0.35619,0.43953
2015,Brandenburg,female,Very often,0.03647,44,531,0.02051,0.05243
2015,Mecklenburg-Western Pomerania,male,Sometimes,0.31487,75,203,0.25082,0.37893
2015,Mecklenburg-Western Pomerania,male,Often,0.41072,128,203,0.34287,0.47856
2015,Mecklenburg-Western Pomerania,female,Sometimes,0.27873,93,285,0.22658,0.33088
2015,Mecklenburg-Western Pomerania,female,Often,0.40836,158,285,0.35119,0.46552
2015,Mecklenburg-Western Pomerania,female,Very often,0.09386,34,285,0.05994,0.12778
2015,Saxony,male,Seldom,0.06669,47,701,0.04821,0.08517
2015,Saxony,male,Sometimes,0.32257,254,701,0.28794,0.35720
2015,Saxony,male,Often,0.38914,344,701,0.35302,0.42525
2015,Saxony,male,Very often,0.06700,56,701,0.04848,0.08552
2015,Saxony,female,Seldom,0.11026,75,777,0.08822,0.13230
2015,Saxony,female,Sometimes,0.28865,249,777,0.25677,0.32053
2015,Saxony,female,Often,0.36060,383,777,0.32682,0.39439
2015,Saxony,female,Very often,0.05632,70,777,0.04010,0.07254
2015,Saxony-Anhalt,male,Sometimes,0.28201,127,334,0.23368,0.33034
2015,Saxony-Anhalt,male,Often,0.42837,207,334,0.37522,0.48152
2015,Saxony-Anhalt,female,Seldom,0.11234,57,475,0.08391,0.14076
2015,Saxony-Anhalt,female,Sometimes,0.25002,139,475,0.21104,0.28901
2015,Saxony-Anhalt,female,Often,0.39776,230,475,0.35370,0.44183
2015,Saxony-Anhalt,female,Very often,0.06845,49,475,0.04572,0.09119
2015,Thuringa,male,Sometimes,0.25681,142,393,0.21356,0.30006
2015,Thuringa,male,Often,0.40703,217,393,0.35840,0.45567
2015,Thuringa,male,Very often,0.07662,34,393,0.05029,0.10295
2015,Thuringa,female,Seldom,0.08992,45,490,0.06457,0.11528
2015,Thuringa,female,Sometimes,0.28900,159,490,0.24882,0.32917
2015,Thuringa,female,Often,0.38826,250,490,0.34506,0.43145
2015,Thuringa,female,Very often,0.04626,36,490,0.02765,0.06488
2016,Schleswig-Holstein,male,Sometimes,0.21874,99,340,0.17473,0.26275
2016,Schleswig-Holstein,male,Often,0.48911,205,340,0.43590,0.54233
2016,Schleswig-Holstein,male,Very often,0.05793,36,340,0.03306,0.08280
2016,Schleswig-Holstein,female,Seldom,0.04898,33,443,0.02886,0.06911
2016,Schleswig-Holstein,female,Sometimes,0.26527,124,443,0.22411,0.30643
2016,Schleswig-Holstein,female,Often,0.41305,225,443,0.36714,0.45895
2016,Schleswig-Holstein,female,Very often,0.11169,61,443,0.08232,0.14105
2016,Hamburg,male,Sometimes,0.22565,50,157,0.16006,0.29125
2016,Hamburg,male,Often,0.45654,107,157,0.37838,0.53471
2016,Hamburg,female,Sometimes,0.24768,67,215,0.18984,0.30552
2016,Hamburg,female,Often,0.33674,116,215,0.27342,0.40006
2016,Hamburg,female,Very often,0.14085,32,215,0.09424,0.18745
2016,Lower Saxony,male,Seldom,0.05808,71,1077,0.04411,0.07206
2016,Lower Saxony,male,Sometimes,0.25336,319,1077,0.22737,0.27935
2016,Lower Saxony,male,Often,0.42844,577,1077,0.39887,0.45801
2016,Lower Saxony,male,Very often,0.07626,110,1077,0.06040,0.09211
2016,Lower Saxony,female,Seldom,0.06642,79,1247,0.05259,0.08024
2016,Lower Saxony,female,Sometimes,0.23732,341,1247,0.21370,0.26095
2016,Lower Saxony,female,Often,0.45538,684,1247,0.42772,0.48303
2016,Lower Saxony,female,Very often,0.07422,143,1247,0.05967,0.08878
2016,Bremen,male,Often,0.38728,46,46,0.24496,0.52961
2016,Bremen,female,Often,0.29445,44,44,0.15821,0.43068
2016,North Rhine-Westphalia,male,Very seldom,0.01715,58,2311,0.01186,0.02245
2016,North Rhine-Westphalia,male,Seldom,0.07180,160,2311,0.06127,0.08233
2016,North Rhine-Westphalia,male,Sometimes,0.26881,707,2311,0.25073,0.28688
2016,North Rhine-Westphalia,male,Often,0.40284,1196,2311,0.38283,0.42284
2016,North Rhine-Westphalia,male,Very often,0.05694,190,2311,0.04749,0.06639
2016,North Rhine-Westphalia,female,Very seldom,0.02277,78,2711,0.01716,0.02839
2016,North Rhine-Westphalia,female,Seldom,0.06176,204,2711,0.05270,0.07083
2016,North Rhine-Westphalia,female,Sometimes,0.23748,745,2711,0.22146,0.25351
2016,North Rhine-Westphalia,female,Often,0.43394,1401,2711,0.41528,0.45260
2016,North Rhine-Westphalia,female,Very often,0.07993,283,2711,0.06972,0.09015
2016,Hesse,male,Seldom,0.05769,58,722,0.04067,0.07471
2016,Hesse,male,Sometimes,0.21798,211,722,0.18784,0.24812
2016,Hesse,male,Often,0.43900,382,722,0.40278,0.47523
2016,Hesse,male,Very often,0.08071,71,722,0.06083,0.10060
2016,Hesse,female,Seldom,0.06286,63,854,0.04657,0.07914
2016,Hesse,female,Sometimes,0.22904,237,854,0.20084,0.25724
2016,Hesse,female,Often,0.38006,444,854,0.34749,0.41264
2016,Hesse,female,Very often,0.12731,110,854,0.10494,0.14967
2016,"Rhineland-Palatinate, Saarland",male,Seldom,0.05347,45,677,0.03651,0.07042
2016,"Rhineland-Palatinate, Saarland",male,Sometimes,0.33567,256,677,0.30008,0.37127
2016,"Rhineland-Palatinate, Saarland",male,Often,0.38254,337,677,0.34590,0.41918
2016,"Rhineland-Palatinate, Saarland",male,Very often,0.04718,39,677,0.03120,0.06317
2016,"Rhineland-Palatinate, Saarland",female,Seldom,0.06897,61,776,0.05113,0.08681
2016,"Rhineland-Palatinate, Saarland",female,Sometimes,0.28811,253,776,0.25623,0.32000
2016,"Rhineland-Palatinate, Saarland",female,Often,0.38015,391,776,0.34598,0.41433
2016,"Rhineland-Palatinate, Saarland",female,Very often,0.07987,71,776,0.06078,0.09895
2016,Baden-Wuerttemberg,male,Seldom,0.05635,79,1272,0.04367,0.06903
2016,Baden-Wuerttemberg,male,Sometimes,0.27152,393,1272,0.24707,0.29597
2016,Baden-Wuerttemberg,male,Often,0.40986,690,1272,0.38283,0.43690
2016,Baden-Wuerttemberg,male,Very often,0.06776,110,1272,0.05394,0.08158
2016,Baden-Wuerttemberg,female,Seldom,0.06395,98,1517,0.05163,0.07626
2016,Baden-Wuerttemberg,female,Sometimes,0.24498,439,1517,0.22333,0.26663
2016,Baden-Wuerttemberg,female,Often,0.41244,794,1517,0.38766,0.43722
2016,Baden-Wuerttemberg,female,Very often,0.10288,186,1517,0.08759,0.11818
2016,Bavaria,male,Seldom,0.06983,127,1737,0.05784,0.08182
2016,Bavaria,male,Sometimes,0.25422,526,1737,0.23373,0.27470
2016,Bavaria,male,Often,0.40255,904,1737,0.37948,0.42562
2016,Bavaria,male,Very often,0.06816,180,1737,0.05631,0.08002
2016,Bavaria,female,Very seldom,0.02316,46,2102,0.01673,0.02959
2016,Bavaria,female,Seldom,0.08823,169,2102,0.07610,0.10036
2016,Bavaria,female,Sometimes,0.24177,545,2102,0.22346,0.26008
2016,Bavaria,female,Often,0.40521,1093,2102,0.38422,0.42620
2016,Bavaria,female,Very often,0.09124,249,2102,0.07893,0.10355
2016,Berlin,male,Sometimes,0.22325,123,338,0.17879,0.26771
2016,Berlin,male,Often,0.43592,215,338,0.38298,0.48886
2016,Berlin,female,Seldom,0.07227,34,484,0.04918,0.09537
2016,Berlin,female,Sometimes,0.23371,125,484,0.19597,0.27145
2016,Berlin,female,Often,0.44719,264,484,0.40285,0.49153
2016,Berlin,female,Very often,0.10325,61,484,0.07611,0.13039
2016,Brandenburg,male,Seldom,0.07051,36,399,0.04536,0.09566
2016,Brandenburg,male,Sometimes,0.32017,144,399,0.27433,0.36600
2016,Brandenburg,male,Often,0.35428,219,399,0.30729,0.40127
2016,Brandenburg,female,Seldom,0.10916,48,502,0.08186,0.13647
2016,Brandenburg,female,Sometimes,0.32204,187,502,0.28112,0.36295
2016,Brandenburg,female,Often,0.38845,232,502,0.34577,0.43113
2016,Brandenburg,female,Very often,0.04221,35,502,0.02461,0.05982
2016,Mecklenburg-Western Pomerania,male,Sometimes,0.25794,65,192,0.19590,0.31999
2016,Mecklenburg-Western Pomerania,male,Often,0.40972,127,192,0.33997,0.47946
2016,Mecklenburg-Western Pomerania,female,Sometimes,0.25609,85,259,0.20283,0.30935
2016,Mecklenburg-Western Pomerania,female,Often,0.40486,140,259,0.34496,0.46476
2016,Mecklenburg-Western Pomerania,female,Very often,0.09383,34,259,0.05825,0.12941
2016,Saxony,male,Seldom,0.10352,56,671,0.08045,0.12658
2016,Saxony,male,Sometimes,0.28995,231,671,0.25559,0.32431
2016,Saxony,male,Often,0.40226,339,671,0.36513,0.43939
2016,Saxony,male,Very often,0.04505,45,671,0.02934,0.06075
2016,Saxony,female,Seldom,0.11307,82,738,0.09021,0.13594
2016,Saxony,female,Sometimes,0.20686,198,738,0.17762,0.23611
2016,Saxony,female,Often,0.40012,373,738,0.36475,0.43549
2016,Saxony,female,Very often,0.08747,85,738,0.06707,0.10787
2016,Saxony-Anhalt,male,Sometimes,0.27838,115,305,0.22799,0.32876
2016,Saxony-Anhalt,male,Often,0.42423,190,305,0.36867,0.47979
2016,Saxony-Anhalt,female,Seldom,0.08472,53,455,0.05910,0.11033
2016,Saxony-Anhalt,female,Sometimes,0.26504,137,455,0.22444,0.30564
2016,Saxony-Anhalt,female,Often,0.38640,208,455,0.34161,0.43120
2016,Saxony-Anhalt,female,Very often,0.08043,57,455,0.05541,0.10545
2016,Thuringa,male,Sometimes,0.23912,135,374,0.19583,0.28241
2016,Thuringa,male,Often,0.40754,192,374,0.35767,0.45741
2016,Thuringa,male,Very often,0.11516,47,374,0.08277,0.14756
2016,Thuringa,female,Seldom,0.07893,47,486,0.05494,0.10293
2016,Thuringa,female,Sometimes,0.28352,163,486,0.24341,0.32364
2016,Thuringa,female,Often,0.39852,229,486,0.35495,0.44209
2016,Thuringa,female,Very often,0.07343,47,486,0.05022,0.09665
2017,Schleswig-Holstein,male,Sometimes,0.23795,130,415,0.19693,0.27897
2017,Schleswig-Holstein,male,Often,0.44710,234,415,0.39920,0.49499
2017,Schleswig-Holstein,male,Very often,0.08619,51,415,0.05915,0.11322
2017,Schleswig-Holstein,female,Sometimes,0.18855,115,468,0.15308,0.22403
2017,Schleswig-Holstein,female,Often,0.47925,298,468,0.43394,0.52456
2017,Schleswig-Holstein,female,Very often,0.07152,55,468,0.04814,0.09489
2017,Hamburg,male,Sometimes,0.35743,70,174,0.28602,0.42885
2017,Hamburg,male,Often,0.37780,104,174,0.30555,0.45005
2017,Hamburg,female,Sometimes,0.25149,73,227,0.19492,0.30806
2017,Hamburg,female,Often,0.34000,116,227,0.27824,0.40176
2017,Hamburg,female,Very often,0.11566,38,227,0.07396,0.15736
2017,Lower Saxony,male,Seldom,0.04102,56,1229,0.02992,0.05211
2017,Lower Saxony,male,Sometimes,0.21910,341,1229,0.19596,0.24224
2017,Lower Saxony,male,Often,0.44917,720,1229,0.42135,0.47699
2017,Lower Saxony,male,Very often,0.08548,112,1229,0.06985,0.10112
2017,Lower Saxony,female,Seldom,0.06257,94,1403,0.04989,0.07524
2017,Lower Saxony,female,Sometimes,0.24381,391,1403,0.22134,0.26629
2017,Lower Saxony,female,Often,0.43280,765,1403,0.40686,0.45873
2017,Lower Saxony,female,Very often,0.08618,153,1403,0.07149,0.10087
2017,Bremen,male,Often,0.35391,48,48,0.21720,0.49062
2017,Bremen,female,Sometimes,0.28466,35,89,0.19038,0.37895
2017,Bremen,female,Often,0.33474,54,89,0.23614,0.43333
2017,North Rhine-Westphalia,male,Very seldom,0.01245,41,2519,0.00812,0.01678
2017,North Rhine-Westphalia,male,Seldom,0.05960,165,2519,0.05035,0.06884
2017,North Rhine-Westphalia,male,Sometimes,0.25719,733,2519,0.24011,0.27426
2017,North Rhine-Westphalia,male,Often,0.42712,1355,2519,0.40780,0.44644
2017,North Rhine-Westphalia,male,Very often,0.06742,225,2519,0.05762,0.07721
2017,North Rhine-Westphalia,female,Very seldom,0.01814,55,2962,0.01333,0.02295
2017,North Rhine-Westphalia,female,Seldom,0.07190,217,2962,0.06260,0.08121
2017,North Rhine-Westphalia,female,Sometimes,0.23645,790,2962,0.22115,0.25176
2017,North Rhine-Westphalia,female,Often,0.42835,1566,2962,0.41052,0.44617
2017,North Rhine-Westphalia,female,Very often,0.07946,334,2962,0.06972,0.08920
2017,Hesse,male,Seldom,0.05291,49,816,0.03754,0.06828
2017,Hesse,male,Sometimes,0.21161,229,816,0.18357,0.23966
2017,Hesse,male,Often,0.46617,460,816,0.43192,0.50042
2017,Hesse,male,Very often,0.06755,78,816,0.05032,0.08478
2017,Hesse,female,Seldom,0.05859,56,930,0.04348,0.07369
2017,Hesse,female,Sometimes,0.22658,245,930,0.19966,0.25350
2017,Hesse,female,Often,0.41224,503,930,0.38058,0.44389
2017,Hesse,female,Very often,0.11629,126,930,0.09567,0.13690
2017,"Rhineland-Palatinate, Saarland",male,Seldom,0.05744,49,698,0.04017,0.07472
2017,"Rhineland-Palatinate, Saarland",male,Sometimes,0.30511,235,698,0.27093,0.33929
2017,"Rhineland-Palatinate, Saarland",male,Often,0.39570,350,698,0.35940,0.43201
2017,"Rhineland-Palatinate, Saarland",male,Very often,0.05807,64,698,0.04071,0.07544
2017,"Rhineland-Palatinate, Saarland",female,Seldom,0.07711,68,798,0.05859,0.09564
2017,"Rhineland-Palatinate, Saarland",female,Sometimes,0.28184,255,798,0.25060,0.31307
2017,"Rhineland-Palatinate, Saarland",female,Often,0.37266,394,798,0.33909,0.40623
2017,"Rhineland-Palatinate, Saarland",female,Very often,0.07291,81,798,0.05486,0.09096
2017,Baden-Wuerttemberg,male,Seldom,0.03539,61,1357,0.02555,0.04522
2017,Baden-Wuerttemberg,male,Sometimes,0.26865,409,1357,0.24506,0.29224
2017,Baden-Wuerttemberg,male,Often,0.40574,755,1357,0.37960,0.43188
2017,Baden-Wuerttemberg,male,Very often,0.08270,132,1357,0.06804,0.09736
2017,Baden-Wuerttemberg,female,Seldom,0.05691,98,1596,0.04554,0.06828
2017,Baden-Wuerttemberg,female,Sometimes,0.21762,406,1596,0.19737,0.23787
2017,Baden-Wuerttemberg,female,Often,0.44923,880,1596,0.42482,0.47364
2017,Baden-Wuerttemberg,female,Very often,0.10320,212,1596,0.08827,0.11813
2017,Bavaria,male,Seldom,0.04355,90,1900,0.03437,0.05273
2017,Bavaria,male,Sometimes,0.23288,532,1900,0.21387,0.25189
2017,Bavaria,male,Often,0.44762,1074,1900,0.42526,0.46999
2017,Bavaria,male,Very often,0.07249,204,1900,0.06083,0.08416
2017,Bavaria,female,Very seldom,0.01996,36,2254,0.01418,0.02573
2017,Bavaria,female,Seldom,0.06660,148,2254,0.05630,0.07690
2017,Bavaria,female,Sometimes,0.23598,574,2254,0.21844,0.25351
2017,Bavaria,female,Often,0.43077,1223,2254,0.41032,0.45122
2017,Bavaria,female,Very often,0.09989,273,2254,0.08751,0.11227
2017,Berlin,male,Seldom,0.08966,38,457,0.06344,0.11589
2017,Berlin,male,Sometimes,0.22779,140,457,0.18929,0.26628
2017,Berlin,male,Often,0.42806,240,457,0.38264,0.47347
2017,Berlin,male,Very often,0.05389,39,457,0.03317,0.07462
2017,Berlin,female,Seldom,0.06523,40,503,0.04363,0.08683
2017,Berlin,female,Sometimes,0.21279,123,503,0.17699,0.24860
2017,Berlin,female,Often,0.44079,277,503,0.39736,0.48422
2017,Berlin,female,Very often,0.12621,63,503,0.09716,0.15527
2017,Brandenburg,male,Seldom,0.07357,39,470,0.04995,0.09720
2017,Brandenburg,male,Sometimes,0.29869,157,470,0.25727,0.34011
2017,Brandenburg,male,Often,0.33655,237,470,0.29378,0.37931
2017,Brandenburg,male,Very often,0.05106,37,470,0.03114,0.07098
2017,Brandenburg,female,Seldom,0.07130,46,547,0.04972,0.09289
2017,Brandenburg,female,Sometimes,0.31320,185,547,0.27430,0.35211
2017,Brandenburg,female,Often,0.40198,268,547,0.36085,0.44311
2017,Brandenburg,female,Very often,0.05686,48,547,0.03744,0.07629
2017,Mecklenburg-Western Pomerania,male,Sometimes,0.30481,76,222,0.24412,0.36550
