year,bula_h,pgisced97,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Hamburg,Second Stage of Tertiary Education,Germany,0.93333,76,76,0.87688,0.98979
2009,Lower Saxony,Pre-primary Level,Germany,0.96706,43,43,0.91307,1.02104
2009,Lower Saxony,Lower Secondary Level,Germany,0.88720,163,163,0.83848,0.93591
2009,Lower Saxony,Upper Secondary Level,Germany,0.92563,812,812,0.90757,0.94369
2009,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.93150,86,86,0.87780,0.98520
2009,Lower Saxony,First Stage of Tertiary Education,Germany,0.89506,97,97,0.83375,0.95637
2009,Lower Saxony,Second Stage of Tertiary Education,Germany,0.89117,285,285,0.85495,0.92739
2009,Bremen,Upper Secondary Level,Germany,0.94838,56,56,0.88990,1.00685
2009,North Rhine-Westphalia,No answer / don't know,Germany,0.74743,62,62,0.63839,0.85647
2009,North Rhine-Westphalia,Pre-primary Level,Germany,0.92159,123,123,0.87388,0.96929
2009,North Rhine-Westphalia,Lower Secondary Level,Germany,0.74172,312,353,0.69600,0.78745
2009,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.09977,41,353,0.06846,0.13108
2009,North Rhine-Westphalia,Upper Secondary Level,Germany,0.88313,1580,1712,0.86791,0.89835
2009,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.02008,33,1712,0.01343,0.02672
2009,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.02400,39,1712,0.01675,0.03125
2009,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.04386,60,1712,0.03416,0.05357
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.80826,229,229,0.75716,0.85936
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.93960,236,236,0.90914,0.97006
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.88374,676,676,0.85956,0.90793
2009,Hesse,Pre-primary Level,Germany,0.88339,33,33,0.77218,0.99459
2009,Hesse,Lower Secondary Level,Germany,0.68229,94,94,0.58766,0.77691
2009,Hesse,Upper Secondary Level,Germany,0.86463,510,510,0.83490,0.89435
2009,Hesse,Post-secondary Non-tertiary Level,Germany,0.83639,74,74,0.75153,0.92125
2009,Hesse,First Stage of Tertiary Education,Germany,0.92528,66,66,0.86136,0.98920
2009,Hesse,Second Stage of Tertiary Education,Germany,0.80513,279,279,0.75857,0.85169
2009,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.98019,31,31,0.93032,1.03005
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.75006,133,133,0.67620,0.82393
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.90225,476,476,0.87555,0.92896
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.69102,33,33,0.53092,0.85112
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.87589,68,68,0.79695,0.95484
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.84856,147,147,0.79041,0.90671
2009,Baden-Wuerttemberg,No answer / don't know,Germany,0.97151,41,41,0.91995,1.02307
2009,Baden-Wuerttemberg,Pre-primary Level,Germany,0.81958,54,54,0.71605,0.92311
2009,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.66748,183,231,0.60659,0.72837
2009,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.15566,48,231,0.10881,0.20252
2009,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.84689,884,962,0.82413,0.86966
2009,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.06459,39,962,0.04905,0.08013
2009,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03058,39,962,0.01969,0.04146
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.65258,85,85,0.55075,0.75440
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.81050,130,130,0.74287,0.87813
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.87452,401,401,0.84205,0.90698
2009,Bavaria,No answer / don't know,Germany,0.81562,38,38,0.69066,0.94057
2009,Bavaria,Lower Secondary Level,Germany,0.77472,235,235,0.72119,0.82824
2009,Bavaria,Upper Secondary Level,Germany,0.90764,1275,1275,0.89174,0.92353
2009,Bavaria,Post-secondary Non-tertiary Level,Germany,0.64352,90,90,0.54402,0.74303
2009,Bavaria,First Stage of Tertiary Education,Germany,0.86012,183,183,0.80972,0.91051
2009,Bavaria,Second Stage of Tertiary Education,Germany,0.84355,482,482,0.81108,0.87601
2009,Berlin,Lower Secondary Level,Germany,0.88213,38,38,0.77823,0.98603
2009,Berlin,Upper Secondary Level,Germany,0.94029,256,256,0.91121,0.96937
2009,Berlin,Post-secondary Non-tertiary Level,Germany,0.89648,35,35,0.79408,0.99888
2009,Berlin,First Stage of Tertiary Education,Germany,0.96649,51,51,0.91660,1.01637
2009,Berlin,Second Stage of Tertiary Education,Germany,0.87050,223,223,0.82634,0.91467
2009,Brandenburg,Lower Secondary Level,Germany,0.93048,50,50,0.85926,1.00169
2009,Brandenburg,Upper Secondary Level,Germany,0.98295,377,377,0.96986,0.99603
2009,Brandenburg,First Stage of Tertiary Education,Germany,0.99292,60,60,0.97152,1.01432
2009,Brandenburg,Second Stage of Tertiary Education,Germany,0.98445,236,236,0.96863,1.00027
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.99742,238,238,0.99097,1.00388
2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.95761,39,39,0.89355,1.02167
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.98774,134,134,0.96904,1.00644
2009,Saxony,Lower Secondary Level,Germany,0.98729,72,72,0.96123,1.01335
2009,Saxony,Upper Secondary Level,Germany,0.97805,738,738,0.96747,0.98863
2009,Saxony,Post-secondary Non-tertiary Level,Germany,0.98059,50,50,0.94196,1.01922
2009,Saxony,First Stage of Tertiary Education,Germany,0.99377,119,119,0.97957,1.00797
2009,Saxony,Second Stage of Tertiary Education,Germany,0.96751,336,336,0.94852,0.98650
2009,Saxony-Anhalt,Upper Secondary Level,Germany,0.98193,390,390,0.96869,0.99516
2009,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.99516,69,69,0.97866,1.01166
2009,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.96632,195,195,0.94094,0.99171
2009,Thuringa,Lower Secondary Level,Germany,0.86778,50,50,0.77293,0.96262
2009,Thuringa,Upper Secondary Level,Germany,0.99885,489,489,0.99584,1.00186
2009,Thuringa,Second Stage of Tertiary Education,Germany,0.94806,172,172,0.91481,0.98132
2010,Schleswig-Holstein,Lower Secondary Level,Germany,0.79696,71,71,0.70273,0.89120
2010,Schleswig-Holstein,Upper Secondary Level,Germany,0.94025,339,339,0.91498,0.96552
2010,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.92681,54,54,0.85670,0.99693
2010,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.97072,51,51,0.92400,1.01745
2010,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.87860,109,109,0.81701,0.94020
2010,Hamburg,Upper Secondary Level,Germany,0.96050,142,142,0.92835,0.99265
2010,Hamburg,Second Stage of Tertiary Education,Germany,0.89420,107,107,0.83565,0.95276
2010,Lower Saxony,Pre-primary Level,Germany,0.91200,72,72,0.84611,0.97790
2010,Lower Saxony,Lower Secondary Level,Germany,0.87211,226,226,0.82848,0.91575
2010,Lower Saxony,Upper Secondary Level,Germany,0.91776,1019,1050,0.90113,0.93438
2010,Lower Saxony,Upper Secondary Level,Eastern Europe,0.02368,31,1050,0.01448,0.03288
2010,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.87278,136,136,0.81657,0.92899
2010,Lower Saxony,First Stage of Tertiary Education,Germany,0.93155,123,123,0.88675,0.97636
2010,Lower Saxony,Second Stage of Tertiary Education,Germany,0.87190,383,383,0.83839,0.90542
2010,Bremen,Upper Secondary Level,Germany,0.92530,66,66,0.86139,0.98922
2010,Bremen,Second Stage of Tertiary Education,Germany,0.90309,41,41,0.81141,0.99477
2010,North Rhine-Westphalia,No answer / don't know,Germany,0.64142,64,64,0.52300,0.75985
2010,North Rhine-Westphalia,Pre-primary Level,Germany,0.91539,177,177,0.87428,0.95651
2010,North Rhine-Westphalia,Primary Level,Germany,0.41806,52,52,0.28269,0.55344
2010,North Rhine-Westphalia,Lower Secondary Level,Germany,0.68723,404,589,0.64976,0.72471
2010,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.06407,52,589,0.04428,0.08387
2010,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.10007,84,589,0.07581,0.12432
2010,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.07271,49,589,0.05172,0.09369
2010,North Rhine-Westphalia,Upper Secondary Level,Germany,0.86960,1919,2203,0.85553,0.88366
2010,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.02279,53,2203,0.01655,0.02902
2010,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.01619,49,2203,0.01092,0.02146
2010,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.02537,71,2203,0.01880,0.03194
2010,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.04335,111,2203,0.03484,0.05185
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.79481,405,441,0.75707,0.83254
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.09939,36,441,0.07144,0.12735
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.92177,274,274,0.88991,0.95362
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.85146,871,912,0.82836,0.87455
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.04628,41,912,0.03264,0.05993
2010,Hesse,Pre-primary Level,Germany,0.95232,51,51,0.89326,1.01139
2010,Hesse,Lower Secondary Level,Germany,0.63175,119,119,0.54472,0.71878
2010,Hesse,Upper Secondary Level,Germany,0.85515,609,609,0.82718,0.88313
2010,Hesse,Post-secondary Non-tertiary Level,Germany,0.84377,109,109,0.77530,0.91225
2010,Hesse,First Stage of Tertiary Education,Germany,0.88053,80,80,0.80900,0.95205
2010,Hesse,Second Stage of Tertiary Education,Germany,0.76416,392,392,0.72208,0.80624
2010,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.99195,33,33,0.96100,1.02291
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.70862,153,153,0.63638,0.78086
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.88025,602,602,0.85429,0.90620
2010,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.82234,70,70,0.73216,0.91253
2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.90408,86,86,0.84148,0.96669
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.78611,191,191,0.72780,0.84441
2010,Baden-Wuerttemberg,No answer / don't know,Germany,0.81713,31,31,0.67880,0.95546
2010,Baden-Wuerttemberg,Pre-primary Level,Germany,0.87974,79,79,0.80755,0.95192
2010,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.66799,229,286,0.61331,0.72266
2010,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.15370,57,286,0.11183,0.19558
2010,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.83194,1180,1290,0.81153,0.85235
2010,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.06688,52,1290,0.05324,0.08051
2010,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03085,58,1290,0.02141,0.04029
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.68236,140,140,0.60497,0.75976
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.81483,179,179,0.75776,0.87189
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.86532,589,589,0.83773,0.89291
2010,Bavaria,No answer / don't know,Germany,0.87026,38,38,0.76199,0.97853
2010,Bavaria,Pre-primary Level,Germany,0.96883,113,113,0.93664,1.00101
2010,Bavaria,Lower Secondary Level,Germany,0.72325,285,285,0.67122,0.77528
2010,Bavaria,Upper Secondary Level,Germany,0.89711,1739,1795,0.88306,0.91117
2010,Bavaria,Upper Secondary Level,Eastern Europe,0.02608,56,1795,0.01871,0.03346
2010,Bavaria,Post-secondary Non-tertiary Level,Germany,0.64975,152,152,0.57366,0.72584
2010,Bavaria,First Stage of Tertiary Education,Germany,0.84311,230,230,0.79601,0.89022
2010,Bavaria,Second Stage of Tertiary Education,Germany,0.84877,613,645,0.82110,0.87644
2010,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.04715,32,645,0.03078,0.06352
2010,Berlin,Lower Secondary Level,Germany,0.82141,60,60,0.72368,0.91914
2010,Berlin,Upper Secondary Level,Germany,0.95252,317,317,0.92907,0.97597
2010,Berlin,Post-secondary Non-tertiary Level,Germany,0.88549,41,41,0.78680,0.98417
2010,Berlin,First Stage of Tertiary Education,Germany,0.95904,54,54,0.90568,1.01240
2010,Berlin,Second Stage of Tertiary Education,Germany,0.87728,308,308,0.84057,0.91398
2010,Brandenburg,Lower Secondary Level,Germany,0.92239,59,59,0.85353,0.99125
2010,Brandenburg,Upper Secondary Level,Germany,0.98388,464,464,0.97241,0.99535
2010,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.92945,58,58,0.86297,0.99593
2010,Brandenburg,First Stage of Tertiary Education,Germany,0.99184,67,67,0.97013,1.01355
2010,Brandenburg,Second Stage of Tertiary Education,Germany,0.98332,251,251,0.96744,0.99919
2010,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.98403,33,33,0.94059,1.02747
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98957,319,319,0.97841,1.00074
2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.96058,40,40,0.89951,1.02165
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.99781,144,144,0.99014,1.00547
2010,Saxony,Lower Secondary Level,Germany,0.97707,91,91,0.94614,1.00799
2010,Saxony,Upper Secondary Level,Germany,0.97395,895,895,0.96351,0.98439
2010,Saxony,Post-secondary Non-tertiary Level,Germany,0.95260,74,74,0.90385,1.00134
2010,Saxony,First Stage of Tertiary Education,Germany,0.99352,136,136,0.97997,1.00706
2010,Saxony,Second Stage of Tertiary Education,Germany,0.97432,416,416,0.95910,0.98954
2010,Saxony-Anhalt,Lower Secondary Level,Germany,0.97473,60,60,0.93468,1.01478
2010,Saxony-Anhalt,Upper Secondary Level,Germany,0.98452,484,484,0.97351,0.99553
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.94127,41,41,0.86841,1.01414
2010,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.99237,77,77,0.97281,1.01193
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.98898,203,203,0.97458,1.00338
2010,Thuringa,Lower Secondary Level,Germany,0.82148,49,49,0.71314,0.92981
2010,Thuringa,Upper Secondary Level,Germany,0.99783,570,570,0.99401,1.00165
2010,Thuringa,Second Stage of Tertiary Education,Germany,0.92629,198,198,0.88980,0.96278
2011,Schleswig-Holstein,Pre-primary Level,Germany,0.94573,39,39,0.87369,1.01776
2011,Schleswig-Holstein,Lower Secondary Level,Germany,0.80433,96,96,0.72456,0.88411
2011,Schleswig-Holstein,Upper Secondary Level,Germany,0.92896,464,464,0.90556,0.95236
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.92168,75,75,0.86046,0.98289
2011,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.93894,60,60,0.87784,1.00004
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.88513,138,138,0.83173,0.93852
2011,Hamburg,Upper Secondary Level,Germany,0.95473,161,161,0.92252,0.98694
2011,Hamburg,Post-secondary Non-tertiary Level,Germany,0.94261,37,37,0.86664,1.01859
2011,Hamburg,Second Stage of Tertiary Education,Germany,0.92814,115,115,0.88073,0.97555
2011,Lower Saxony,No answer / don't know,Germany,0.87463,55,55,0.78631,0.96295
2011,Lower Saxony,Pre-primary Level,Germany,0.96791,85,85,0.93023,1.00560
2011,Lower Saxony,Lower Secondary Level,Germany,0.86086,278,278,0.82011,0.90162
2011,Lower Saxony,Upper Secondary Level,Germany,0.90126,1225,1279,0.88491,0.91762
2011,Lower Saxony,Upper Secondary Level,Eastern Europe,0.03468,54,1279,0.02465,0.04471
2011,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.87038,159,159,0.81800,0.92275
2011,Lower Saxony,First Stage of Tertiary Education,Germany,0.89971,135,135,0.84886,0.95057
2011,Lower Saxony,Second Stage of Tertiary Education,Germany,0.88752,443,443,0.85806,0.91697
2011,Bremen,Upper Secondary Level,Germany,0.85282,72,72,0.77041,0.93523
2011,Bremen,Second Stage of Tertiary Education,Germany,0.87826,46,46,0.78272,0.97380
2011,North Rhine-Westphalia,No answer / don't know,Germany,0.69481,112,112,0.60914,0.78048
2011,North Rhine-Westphalia,Pre-primary Level,Germany,0.91066,213,213,0.87226,0.94906
2011,North Rhine-Westphalia,Primary Level,Germany,0.49856,66,66,0.37700,0.62011
2011,North Rhine-Westphalia,Lower Secondary Level,Germany,0.73038,497,670,0.69676,0.76401
2011,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.05403,48,670,0.03690,0.07117
2011,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.08253,75,670,0.06168,0.10338
2011,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.07362,50,670,0.05383,0.09342
2011,North Rhine-Westphalia,Upper Secondary Level,Germany,0.86257,2224,2534,0.84917,0.87598
2011,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.02360,54,2534,0.01769,0.02951
2011,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.01773,59,2534,0.01259,0.02287
2011,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.02395,67,2534,0.01800,0.02990
2011,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.04732,130,2534,0.03905,0.05559
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.75954,457,495,0.72186,0.79723
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.09389,38,495,0.06817,0.11961
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.91694,290,290,0.88513,0.94876
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.82625,988,1044,0.80326,0.84925
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.06735,56,1044,0.05214,0.08256
2011,Hesse,Pre-primary Level,Germany,0.97530,85,85,0.94212,1.00849
2011,Hesse,Lower Secondary Level,Germany,0.68165,148,148,0.60635,0.75696
2011,Hesse,Upper Secondary Level,Germany,0.85543,698,733,0.82995,0.88090
2011,Hesse,Upper Secondary Level,Eastern Europe,0.02557,35,733,0.01414,0.03701
2011,Hesse,Post-secondary Non-tertiary Level,Germany,0.82185,132,132,0.75632,0.88737
2011,Hesse,First Stage of Tertiary Education,Germany,0.90468,102,102,0.84741,0.96195
2011,Hesse,Second Stage of Tertiary Education,Germany,0.78192,459,492,0.74540,0.81845
2011,Hesse,Second Stage of Tertiary Education,Eastern Europe,0.10400,33,492,0.07700,0.13100
2011,"Rhineland-Palatinate, Saarland",No answer / don't know,Germany,0.78698,39,39,0.65680,0.91717
2011,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.91297,37,37,0.82089,1.00505
2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.74941,189,189,0.68747,0.81136
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.88595,717,717,0.86267,0.90923
2011,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.79177,84,84,0.70441,0.87912
2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.90408,104,104,0.84720,0.96095
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.83423,227,227,0.78574,0.88271
2011,Baden-Wuerttemberg,No answer / don't know,Germany,0.73595,46,46,0.60715,0.86475
2011,Baden-Wuerttemberg,Pre-primary Level,Germany,0.96097,125,125,0.92688,0.99506
2011,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.69698,309,372,0.65021,0.74374
2011,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.14260,63,372,0.10702,0.17818
2011,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.85573,1434,1552,0.83824,0.87321
2011,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04863,53,1552,0.03792,0.05933
2011,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03203,65,1552,0.02326,0.04079
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.72165,185,185,0.65689,0.78641
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.84436,217,217,0.79601,0.89270
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.85853,710,746,0.83350,0.88356
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.05306,36,746,0.03696,0.06915
2011,Bavaria,No answer / don't know,Germany,0.86601,58,58,0.77758,0.95444
2011,Bavaria,Pre-primary Level,Germany,0.95252,118,118,0.91398,0.99105
2011,Bavaria,Lower Secondary Level,Germany,0.77382,409,409,0.73323,0.81442
2011,Bavaria,Upper Secondary Level,Germany,0.90180,2159,2236,0.88946,0.91414
2011,Bavaria,Upper Secondary Level,Eastern Europe,0.03091,77,2236,0.02373,0.03808
2011,Bavaria,Post-secondary Non-tertiary Level,Germany,0.67756,191,225,0.61635,0.73877
2011,Bavaria,Post-secondary Non-tertiary Level,Eastern Europe,0.17965,34,225,0.12938,0.22993
2011,Bavaria,First Stage of Tertiary Education,Germany,0.88192,290,290,0.84471,0.91912
2011,Bavaria,Second Stage of Tertiary Education,Germany,0.84504,758,790,0.81979,0.87029
2011,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.04264,32,790,0.02854,0.05673
2011,Berlin,Lower Secondary Level,Germany,0.88653,66,66,0.80942,0.96363
2011,Berlin,Upper Secondary Level,Germany,0.96877,369,369,0.95100,0.98654
2011,Berlin,Post-secondary Non-tertiary Level,Germany,0.86188,47,47,0.76218,0.96159
2011,Berlin,First Stage of Tertiary Education,Germany,0.95032,62,62,0.89579,1.00485
2011,Berlin,Second Stage of Tertiary Education,Germany,0.89735,339,339,0.86499,0.92971
2011,Brandenburg,Lower Secondary Level,Germany,0.90984,86,86,0.84895,0.97073
2011,Brandenburg,Upper Secondary Level,Germany,0.98509,562,562,0.97506,0.99512
2011,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.94755,61,61,0.89113,1.00396
2011,Brandenburg,First Stage of Tertiary Education,Germany,0.99198,75,75,0.97166,1.01230
2011,Brandenburg,Second Stage of Tertiary Education,Germany,0.97922,283,283,0.96257,0.99587
2011,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.97553,37,37,0.92507,1.02600
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98857,340,340,0.97726,0.99989
2011,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.96634,52,52,0.91684,1.01584
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.99843,158,158,0.99223,1.00463
2011,Saxony,Lower Secondary Level,Germany,0.94757,97,97,0.90299,0.99216
2011,Saxony,Upper Secondary Level,Germany,0.97299,1000,1000,0.96294,0.98305
2011,Saxony,Post-secondary Non-tertiary Level,Germany,0.97421,80,80,0.93925,1.00916
2011,Saxony,First Stage of Tertiary Education,Germany,0.99457,142,142,0.98245,1.00670
2011,Saxony,Second Stage of Tertiary Education,Germany,0.97927,440,440,0.96594,0.99260
2011,Saxony-Anhalt,Lower Secondary Level,Germany,0.97921,79,79,0.94754,1.01087
2011,Saxony-Anhalt,Upper Secondary Level,Germany,0.98557,589,589,0.97594,0.99521
2011,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.94818,43,43,0.88114,1.01522
2011,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.99201,84,84,0.97285,1.01116
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.98083,240,240,0.96345,0.99822
2011,Thuringa,Lower Secondary Level,Germany,0.85746,53,53,0.76243,0.95248
2011,Thuringa,Upper Secondary Level,Germany,0.98975,654,654,0.98203,0.99748
2011,Thuringa,Second Stage of Tertiary Education,Germany,0.93912,225,225,0.90781,0.97043
2012,Schleswig-Holstein,Pre-primary Level,Germany,0.91061,36,36,0.81608,1.00513
2012,Schleswig-Holstein,Lower Secondary Level,Germany,0.78567,102,102,0.70564,0.86570
2012,Schleswig-Holstein,Upper Secondary Level,Germany,0.94673,473,473,0.92647,0.96699
2012,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.88649,71,71,0.81218,0.96080
2012,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.92994,59,59,0.86426,0.99563
2012,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.87274,133,133,0.81589,0.92959
2012,Hamburg,Upper Secondary Level,Germany,0.90228,163,163,0.85655,0.94800
2012,Hamburg,Post-secondary Non-tertiary Level,Germany,0.90996,37,37,0.81645,1.00346
2012,Hamburg,Second Stage of Tertiary Education,Germany,0.88156,126,126,0.82491,0.93820
2012,Lower Saxony,No answer / don't know,Germany,0.89403,32,32,0.78567,1.00238
2012,Lower Saxony,Pre-primary Level,Germany,0.94862,92,92,0.90326,0.99398
2012,Lower Saxony,Lower Secondary Level,Germany,0.83195,279,279,0.78800,0.87591
2012,Lower Saxony,Upper Secondary Level,Germany,0.90491,1215,1260,0.88871,0.92112
2012,Lower Saxony,Upper Secondary Level,Eastern Europe,0.03752,45,1260,0.02702,0.04802
2012,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.80965,142,142,0.74486,0.87445
2012,Lower Saxony,First Stage of Tertiary Education,Germany,0.92141,135,135,0.87584,0.96697
2012,Lower Saxony,Second Stage of Tertiary Education,Germany,0.86689,434,434,0.83490,0.89889
2012,Bremen,Upper Secondary Level,Germany,0.81206,70,70,0.71988,0.90424
2012,Bremen,Second Stage of Tertiary Education,Germany,0.85835,52,52,0.76265,0.95405
2012,North Rhine-Westphalia,No answer / don't know,Germany,0.68247,93,93,0.58734,0.77759
2012,North Rhine-Westphalia,Pre-primary Level,Germany,0.95883,229,229,0.93304,0.98462
2012,North Rhine-Westphalia,Primary Level,Germany,0.53577,63,63,0.41163,0.65991
2012,North Rhine-Westphalia,Lower Secondary Level,Germany,0.71459,493,696,0.68101,0.74816
2012,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.05975,49,696,0.04213,0.07737
2012,North Rhine-Westphalia,Lower Secondary Level,Central Asia,0.03163,31,696,0.01862,0.04465
2012,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.07992,71,696,0.05976,0.10008
2012,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.08523,52,696,0.06447,0.10599
2012,North Rhine-Westphalia,Upper Secondary Level,Germany,0.84941,2090,2392,0.83507,0.86375
2012,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.02715,52,2392,0.02064,0.03366
2012,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.02054,62,2392,0.01486,0.02623
