"plb0022_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","2001","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2001","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2001","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2001","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2001","16-34 Jahre alt","maennlich","714","0.221200664462041","0.206436692656247","0.235964636267835"
"Nicht erwerbstaetig","2001","16-34 Jahre alt","weiblich","1353","0.387373835540988","0.370661546879129","0.404086124202847"
"Nicht erwerbstaetig","2001","35-65 Jahre alt","maennlich","1423","0.235923849374257","0.225233254805231","0.246614443943283"
"Nicht erwerbstaetig","2001","35-65 Jahre alt","weiblich","2492","0.397965156251743","0.385838838234649","0.410091474268838"
"Nicht erwerbstaetig","2001","66 und älter","maennlich","1421","0.948430036146426","0.937189328052145","0.959670744240707"
"Nicht erwerbstaetig","2001","66 und älter","weiblich","1932","0.986294580542233","0.981144770182556","0.991444390901911"
"Betriebliches Praktikum","2001","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2001","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2001","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2001","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2001","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2001","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2001","16-34 Jahre alt","maennlich","94","0.0332451632680803","0.0268681162472425","0.0396222102889181"
"Wehrpflicht/Zivildienst","2001","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2001","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2001","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2001","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2001","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2002","16-34 Jahre alt","maennlich","1524","0.544623179493554","0.526745933182319","0.562500425804789"
"Voll erwerbstaetig","2002","16-34 Jahre alt","weiblich","996","0.31589147553552","0.299797418786679","0.331985532284362"
"Voll erwerbstaetig","2002","35-65 Jahre alt","maennlich","4918","0.715023540937033","0.704108381861685","0.725938700012381"
"Voll erwerbstaetig","2002","35-65 Jahre alt","weiblich","2095","0.291348067269726","0.280516350343491","0.302179784195961"
"Voll erwerbstaetig","2002","66 und älter","maennlich","34","0.0138118050083647","0.00814080779908603","0.0194828022176434"
"Voll erwerbstaetig","2002","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2002","16-34 Jahre alt","maennlich","65","0.0252456781417339","0.0196143840565227","0.0308769722269451"
"Teilzeitbeschaeftigung","2002","16-34 Jahre alt","weiblich","363","0.116395784330896","0.105293008041426","0.127498560620366"
"Teilzeitbeschaeftigung","2002","35-65 Jahre alt","maennlich","112","0.0201113117613089","0.0167168261074112","0.0235057974152067"
"Teilzeitbeschaeftigung","2002","35-65 Jahre alt","weiblich","1716","0.243493526851449","0.233262369184679","0.253724684518219"
"Teilzeitbeschaeftigung","2002","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2002","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2002","16-34 Jahre alt","maennlich","364","0.110929891551273","0.0996563751315186","0.122203407971027"
"Ausbildung/Lehre","2002","16-34 Jahre alt","weiblich","303","0.103309915842107","0.0927726906477729","0.113847141036442"
"Ausbildung/Lehre","2002","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2002","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2002","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2002","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2002","16-34 Jahre alt","maennlich","119","0.0409096314031542","0.0337989756926921","0.0480202871136163"
"Geringfuegig erwerbstaetig","2002","16-34 Jahre alt","weiblich","197","0.0569724398223517","0.0489477422164015","0.0649971374283018"
"Geringfuegig erwerbstaetig","2002","35-65 Jahre alt","maennlich","72","0.0131818719505573","0.0104240100827613","0.0159397338183533"
"Geringfuegig erwerbstaetig","2002","35-65 Jahre alt","weiblich","407","0.0649893582574139","0.059113055758554","0.0708656607562737"
"Geringfuegig erwerbstaetig","2002","66 und älter","maennlich","30","0.0165421906792936","0.0103445171927535","0.0227398641658337"
"Geringfuegig erwerbstaetig","2002","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","35-65 Jahre alt","maennlich","44","0.00631673983008425","0.00440100282649718","0.00823247683367132"
"Altersteilzeit mit Arbeitszeit Null","2002","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2002","16-34 Jahre alt","maennlich","33","0.00982625630787844","0.00628533031362103","0.0133671823021358"
"Freiwilliger Wehrdienst","2002","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2002","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2002","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2002","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2002","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2002","16-34 Jahre alt","maennlich","57","0.0154909847346582","0.0110577935121836","0.0199241759571327"
"FSJ/FOeJ/BFD","2002","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2002","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2002","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2002","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2002","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2002","16-34 Jahre alt","maennlich","810","0.249875734353397","0.234334133463262","0.265417335243532"
"Nicht erwerbstaetig","2002","16-34 Jahre alt","weiblich","1335","0.404407184149587","0.387416211906374","0.4213981563928"
"Nicht erwerbstaetig","2002","35-65 Jahre alt","maennlich","1409","0.241259359315481","0.230913795479608","0.251604923151355"
"Nicht erwerbstaetig","2002","35-65 Jahre alt","weiblich","2506","0.394180792724766","0.382531649322544","0.405829936126988"
"Nicht erwerbstaetig","2002","66 und älter","maennlich","1530","0.950698280045013","0.940178498921738","0.961218061168287"
"Nicht erwerbstaetig","2002","66 und älter","weiblich","1971","0.978400627525386","0.972051745076218","0.984749509974554"
"Betriebliches Praktikum","2002","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2002","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2002","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2002","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2002","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2002","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2003","16-34 Jahre alt","maennlich","1379","0.520983561332581","0.502555490587989","0.539411632077174"
"Voll erwerbstaetig","2003","16-34 Jahre alt","weiblich","915","0.308350548047574","0.291998615331749","0.3247024807634"
"Voll erwerbstaetig","2003","35-65 Jahre alt","maennlich","4580","0.704366572412639","0.693041620753075","0.715691524072202"
"Voll erwerbstaetig","2003","35-65 Jahre alt","weiblich","1957","0.288124967436781","0.277089562392745","0.299160372480816"
"Voll erwerbstaetig","2003","66 und älter","maennlich","33","0.0161484168864387","0.0101067089772469","0.0221901247956305"
"Voll erwerbstaetig","2003","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2003","16-34 Jahre alt","maennlich","68","0.0330943603567904","0.0264956100625273","0.0396931106510536"
"Teilzeitbeschaeftigung","2003","16-34 Jahre alt","weiblich","368","0.122846234030076","0.111223119951237","0.134469348108915"
"Teilzeitbeschaeftigung","2003","35-65 Jahre alt","maennlich","127","0.0235823950752611","0.0198164674010664","0.0273483227494558"
"Teilzeitbeschaeftigung","2003","35-65 Jahre alt","weiblich","1683","0.242040269605885","0.231603578472575","0.252476960739194"
"Teilzeitbeschaeftigung","2003","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2003","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2003","16-34 Jahre alt","maennlich","323","0.0998415050209471","0.0887827126659575","0.110900297375937"
"Ausbildung/Lehre","2003","16-34 Jahre alt","weiblich","261","0.0848203552870442","0.0749551317552127","0.0946855788188756"
"Ausbildung/Lehre","2003","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2003","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2003","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2003","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2003","16-34 Jahre alt","maennlich","124","0.0400643459643143","0.0328301088072442","0.0472985831213844"
"Geringfuegig erwerbstaetig","2003","16-34 Jahre alt","weiblich","217","0.0710264890156981","0.0619312199907009","0.0801217580406953"
"Geringfuegig erwerbstaetig","2003","35-65 Jahre alt","maennlich","80","0.0136524112527594","0.0107724947686608","0.0165323277368581"
"Geringfuegig erwerbstaetig","2003","35-65 Jahre alt","weiblich","387","0.0652973218633388","0.0592775452024261","0.0713170985242515"
"Geringfuegig erwerbstaetig","2003","66 und älter","maennlich","36","0.0225318925547131","0.0154184457459067","0.0296453393635195"
"Geringfuegig erwerbstaetig","2003","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","35-65 Jahre alt","maennlich","51","0.00985755809113942","0.0074057090360986","0.0123094071461802"
"Altersteilzeit mit Arbeitszeit Null","2003","35-65 Jahre alt","weiblich","31","0.00663078326320705","0.00465320483623556","0.00860836169017853"
"Altersteilzeit mit Arbeitszeit Null","2003","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","16-34 Jahre alt","maennlich","43","0.0114467447103229","0.0075227023606564","0.0153707870599894"
"Freiwilliger Wehrdienst","2003","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2003","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2003","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","16-34 Jahre alt","maennlich","38","0.0119999382904584","0.00798331923625849","0.0160165573446583"
"FSJ/FOeJ/BFD","2003","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2003","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2003","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2003","16-34 Jahre alt","maennlich","838","0.278958117597253","0.262414046043403","0.295502189151104"
"Nicht erwerbstaetig","2003","16-34 Jahre alt","weiblich","1286","0.408238560980625","0.390835162922766","0.425641959038484"
"Nicht erwerbstaetig","2003","35-65 Jahre alt","maennlich","1377","0.2432891118325","0.232640658131031","0.253937565533968"
"Nicht erwerbstaetig","2003","35-65 Jahre alt","weiblich","2389","0.393765791728935","0.381860633764496","0.405670949693373"
"Nicht erwerbstaetig","2003","66 und älter","maennlich","1558","0.930968683570531","0.918817444421851","0.943119922719211"
"Nicht erwerbstaetig","2003","66 und älter","weiblich","1967","0.956812850943667","0.9479743826795","0.965651319207834"
"Betriebliches Praktikum","2003","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2003","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2003","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2003","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2003","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2003","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2004","16-34 Jahre alt","maennlich","1281","0.492216347668374","0.473393695367189","0.511038999969559"
"Voll erwerbstaetig","2004","16-34 Jahre alt","weiblich","867","0.315271071609322","0.298467658004993","0.332074485213652"
"Voll erwerbstaetig","2004","35-65 Jahre alt","maennlich","4447","0.710506624744217","0.699020479195954","0.721992770292479"
"Voll erwerbstaetig","2004","35-65 Jahre alt","weiblich","1897","0.285870759940175","0.274696803597116","0.297044716283234"
"Voll erwerbstaetig","2004","66 und älter","maennlich","39","0.0189324863047796","0.0125122231364283","0.0253527494731308"
"Voll erwerbstaetig","2004","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2004","16-34 Jahre alt","maennlich","71","0.0277223014657462","0.0215410950214666","0.0339035079100259"
"Teilzeitbeschaeftigung","2004","16-34 Jahre alt","weiblich","316","0.11299326593419","0.101543783450184","0.124442748418196"
"Teilzeitbeschaeftigung","2004","35-65 Jahre alt","maennlich","116","0.0240301385660045","0.0201516074915685","0.0279086696404405"
"Teilzeitbeschaeftigung","2004","35-65 Jahre alt","weiblich","1648","0.243527624113523","0.232913006660974","0.254142241566071"
"Teilzeitbeschaeftigung","2004","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2004","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2004","16-34 Jahre alt","maennlich","307","0.104409683209093","0.0928966825568824","0.115922683861303"
"Ausbildung/Lehre","2004","16-34 Jahre alt","weiblich","260","0.0968165827850659","0.0861221200808047","0.107511045489327"
"Ausbildung/Lehre","2004","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2004","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2004","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2004","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2004","16-34 Jahre alt","maennlich","123","0.0431695700472128","0.035517661047279","0.0508214790471466"
"Geringfuegig erwerbstaetig","2004","16-34 Jahre alt","weiblich","212","0.0708888030182762","0.0616072898254755","0.0801703162110769"
"Geringfuegig erwerbstaetig","2004","35-65 Jahre alt","maennlich","86","0.0154273789536338","0.0123060403354337","0.018548717571834"
"Geringfuegig erwerbstaetig","2004","35-65 Jahre alt","weiblich","437","0.0735411004423109","0.0670858687423322","0.0799963321422896"
"Geringfuegig erwerbstaetig","2004","66 und älter","maennlich","43","0.0219620766316206","0.0150578648304818","0.0288662884327593"
"Geringfuegig erwerbstaetig","2004","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","35-65 Jahre alt","maennlich","54","0.0104803770314433","0.00790125676963008","0.0130594972932565"
"Altersteilzeit mit Arbeitszeit Null","2004","35-65 Jahre alt","weiblich","31","0.00703400091962248","0.00496718359355698","0.00910081824568797"
"Altersteilzeit mit Arbeitszeit Null","2004","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","16-34 Jahre alt","maennlich","33","0.00983402488607888","0.00611881720104821","0.0135492325711096"
"FSJ/FOeJ/BFD","2004","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2004","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2004","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2004","16-34 Jahre alt","maennlich","861","0.311581877381901","0.294144719983842","0.329019034779961"
"Nicht erwerbstaetig","2004","16-34 Jahre alt","weiblich","1267","0.400055509433392","0.382337628437916","0.417773390428868"
"Nicht erwerbstaetig","2004","35-65 Jahre alt","maennlich","1274","0.237106909850273","0.226335442226741","0.247878377473804"
"Nicht erwerbstaetig","2004","35-65 Jahre alt","weiblich","2248","0.386365687236048","0.37432398767246","0.398407386799636"
"Nicht erwerbstaetig","2004","66 und älter","maennlich","1598","0.922575327515471","0.909984909088907","0.935165745942035"
"Nicht erwerbstaetig","2004","66 und älter","weiblich","2016","0.961689528108518","0.953452564766104","0.969926491450932"
"Betriebliches Praktikum","2004","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2004","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2004","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2004","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2004","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2004","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2005","16-34 Jahre alt","maennlich","1175","0.479538807497001","0.460182656392577","0.498894958601425"
"Voll erwerbstaetig","2005","16-34 Jahre alt","weiblich","804","0.300571545010034","0.283545917983741","0.317597172036327"
"Voll erwerbstaetig","2005","35-65 Jahre alt","maennlich","4188","0.719373160802854","0.707650268274432","0.731096053331275"
"Voll erwerbstaetig","2005","35-65 Jahre alt","weiblich","1802","0.286758328315536","0.275320810022429","0.298195846608644"
"Voll erwerbstaetig","2005","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","2005","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2005","16-34 Jahre alt","maennlich","68","0.0274836585989732","0.0211493579250422","0.0338179592729042"
"Teilzeitbeschaeftigung","2005","16-34 Jahre alt","weiblich","284","0.113331520895993","0.101560516326459","0.125102525465527"
"Teilzeitbeschaeftigung","2005","35-65 Jahre alt","maennlich","121","0.0266990468022136","0.0224930928021359","0.0309050008022913"
"Teilzeitbeschaeftigung","2005","35-65 Jahre alt","weiblich","1576","0.247829193371701","0.236910016634378","0.258748370109023"
"Teilzeitbeschaeftigung","2005","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2005","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2005","16-34 Jahre alt","maennlich","284","0.110057489306018","0.0979318756981465","0.12218310291389"
"Ausbildung/Lehre","2005","16-34 Jahre alt","weiblich","230","0.0855085485238517","0.0751248486424273","0.0958922484052761"
"Ausbildung/Lehre","2005","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2005","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2005","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2005","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2005","16-34 Jahre alt","maennlich","111","0.0443783939385748","0.0363995178834043","0.0523572699937452"
"Geringfuegig erwerbstaetig","2005","16-34 Jahre alt","weiblich","226","0.0734007068301947","0.0637167323050817","0.0830846813553077"
"Geringfuegig erwerbstaetig","2005","35-65 Jahre alt","maennlich","93","0.0194335541666002","0.0158318528264857","0.0230352555067146"
"Geringfuegig erwerbstaetig","2005","35-65 Jahre alt","weiblich","466","0.0819534758986355","0.0750164796214644","0.0888904721758066"
"Geringfuegig erwerbstaetig","2005","66 und älter","maennlich","39","0.0187919315204239","0.012422623714526","0.0251612393263217"
"Geringfuegig erwerbstaetig","2005","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","35-65 Jahre alt","maennlich","57","0.0110278045147066","0.00830303584965408","0.013752573179759"
"Altersteilzeit mit Arbeitszeit Null","2005","35-65 Jahre alt","weiblich","62","0.0105817487518616","0.00799398807839825","0.0131695094253249"
"Altersteilzeit mit Arbeitszeit Null","2005","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2005","16-34 Jahre alt","maennlich","870","0.323170218537927","0.305049795016546","0.341290642059308"
"Nicht erwerbstaetig","2005","16-34 Jahre alt","weiblich","1223","0.420634127298615","0.402303123706672","0.438965130890558"
"Nicht erwerbstaetig","2005","35-65 Jahre alt","maennlich","1175","0.220354867082314","0.209540455963226","0.231169278201402"
"Nicht erwerbstaetig","2005","35-65 Jahre alt","weiblich","2087","0.370089047886127","0.357878135270041","0.382299960502213"
"Nicht erwerbstaetig","2005","66 und älter","maennlich","1639","0.944207438017524","0.933441600220271","0.954973275814777"
"Nicht erwerbstaetig","2005","66 und älter","weiblich","2017","0.969321283139568","0.961897916516873","0.976744649762263"
"Betriebliches Praktikum","2005","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2005","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2005","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2005","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2005","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2005","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2006","16-34 Jahre alt","maennlich","1153","0.496070136729573","0.476239719545822","0.515900553913324"
"Voll erwerbstaetig","2006","16-34 Jahre alt","weiblich","793","0.299553225092918","0.282294497868431","0.316811952317406"
"Voll erwerbstaetig","2006","35-65 Jahre alt","maennlich","4417","0.722032668067896","0.71067899216668","0.733386343969112"
"Voll erwerbstaetig","2006","35-65 Jahre alt","weiblich","1912","0.288740733069552","0.277688066543539","0.299793399595566"
"Voll erwerbstaetig","2006","66 und älter","maennlich","46","0.0228518622418274","0.0164530836905568","0.0292506407930979"
"Voll erwerbstaetig","2006","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2006","16-34 Jahre alt","maennlich","75","0.0341466298218862","0.0269437729627109","0.0413494866810615"
"Teilzeitbeschaeftigung","2006","16-34 Jahre alt","weiblich","291","0.112533450311477","0.100626487189141","0.124440413433813"
"Teilzeitbeschaeftigung","2006","35-65 Jahre alt","maennlich","144","0.025609295401143","0.0216059176540473","0.0296126731482388"
"Teilzeitbeschaeftigung","2006","35-65 Jahre alt","weiblich","1750","0.247526644852681","0.237000832791496","0.258052456913867"
