"plb0022_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4814","0.502912374536281","0.492812858438619","0.513011890633943"
"Voll erwerbstaetig","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1530","0.483533156819177","0.465202442573171","0.501863871065183"
"Voll erwerbstaetig","2004","66 und älter","Westdeutschland, alte Bundeslaender","40","0.00952692045606305","0.00595995031366164","0.0130938905984645"
"Voll erwerbstaetig","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","286","0.0695954195237089","0.0619133974630996","0.0772774415843183"
"Teilzeitbeschaeftigung","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","101","0.0688196068267327","0.0557081911245909","0.0819310225288744"
"Teilzeitbeschaeftigung","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1471","0.139021323553705","0.132032970523752","0.146009676583657"
"Teilzeitbeschaeftigung","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","293","0.105685125631661","0.0944080317548187","0.116962219508503"
"Teilzeitbeschaeftigung","2004","66 und älter","Westdeutschland, alte Bundeslaender","37","0.0102657888723658","0.00656446301077104","0.0139671147339606"
"Teilzeitbeschaeftigung","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","403","0.0957186372915836","0.0868368709209085","0.104600403662259"
"Ausbildung/Lehre","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","164","0.121792893015118","0.104853960841619","0.138731825188617"
"Ausbildung/Lehre","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","265","0.0551199042386189","0.0482303380151592","0.0620094704620785"
"Geringfuegig erwerbstaetig","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.063574520303718","0.050937207394837","0.0762118332125989"
"Geringfuegig erwerbstaetig","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","448","0.0469296667033287","0.0426577365884539","0.0512015968182035"
"Geringfuegig erwerbstaetig","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","75","0.0321375870303171","0.0256682693236958","0.0386069047369385"
"Geringfuegig erwerbstaetig","2004","66 und älter","Westdeutschland, alte Bundeslaender","59","0.0202213129204551","0.0150527413387272","0.0253898845021829"
"Geringfuegig erwerbstaetig","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","71","0.00974449994920122","0.00776027302057017","0.0117287268778323"
"Altersteilzeit mit Arbeitszeit Null","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","66 und älter","Westdeutschland, alte Bundeslaender","40","0.020724751263113","0.0154935802392176","0.0259559222870085"
"Altersteilzeit mit Arbeitszeit Null","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","31","0.00643999267779163","0.00402514890603231","0.00885483644955096"
"FSJ/FOeJ/BFD","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1555","0.343756221342252","0.329417606978997","0.358094835705508"
"Nicht erwerbstaetig","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","573","0.402019001951714","0.376624274015829","0.427413729887599"
"Nicht erwerbstaetig","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2588","0.298330231200784","0.289088508273808","0.307571954127761"
"Nicht erwerbstaetig","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","934","0.371410462471116","0.353686710021075","0.389134214921157"
"Nicht erwerbstaetig","2004","66 und älter","Westdeutschland, alte Bundeslaender","2673","0.939261226488003","0.930490651365914","0.948031801610092"
"Nicht erwerbstaetig","2004","66 und älter","Ostdeutschland, neue Bundeslaender","941","0.969843038534863","0.959069585337944","0.980616491731781"
"Betriebliches Praktikum","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1505","0.40170742573673","0.386497784734246","0.416917066739214"
"Voll erwerbstaetig","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","474","0.347720166193007","0.322353074773511","0.373087257612503"
"Voll erwerbstaetig","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4561","0.506659089195471","0.496279799768781","0.517038378622161"
"Voll erwerbstaetig","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1429","0.488297491705123","0.469567349956211","0.507027633454036"
"Voll erwerbstaetig","2005","66 und älter","Westdeutschland, alte Bundeslaender","30","0.00971516514402594","0.00611093832833235","0.0133193919597195"
"Voll erwerbstaetig","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","269","0.0728917430128077","0.0648266084216329","0.0809568776039826"
"Teilzeitbeschaeftigung","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","83","0.0560093832490602","0.0437617268837649","0.0682570396143556"
"Teilzeitbeschaeftigung","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1395","0.143108645557068","0.135838686684549","0.150378604429587"
"Teilzeitbeschaeftigung","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","302","0.109142055141976","0.0974580877334404","0.120826022550511"
"Teilzeitbeschaeftigung","2005","66 und älter","Westdeutschland, alte Bundeslaender","40","0.0113044708987695","0.00741971834479899","0.0151892234527399"
"Teilzeitbeschaeftigung","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","363","0.0938605168243597","0.0848126494724141","0.102908384176305"
"Ausbildung/Lehre","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","151","0.115708266045926","0.0986702613231914","0.132746270768661"
"Ausbildung/Lehre","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","286","0.0646008051503317","0.0569743154438574","0.072227294856806"
"Geringfuegig erwerbstaetig","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0330812018030016","0.0235548986038778","0.0426075050021254"
"Geringfuegig erwerbstaetig","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","480","0.0558051656842095","0.0510397131436411","0.0605706182247779"
"Geringfuegig erwerbstaetig","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","79","0.0266783271266004","0.0206402655427806","0.0327163887104201"
"Geringfuegig erwerbstaetig","2005","66 und älter","Westdeutschland, alte Bundeslaender","46","0.0160787689034408","0.0114569436818724","0.0207005941250093"
"Geringfuegig erwerbstaetig","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","93","0.0117019042276649","0.00946931725259137","0.0139344912027385"
"Altersteilzeit mit Arbeitszeit Null","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1522","0.35732068124139","0.342453334643704","0.372188027839076"
"Nicht erwerbstaetig","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","571","0.430360446092778","0.403987721337756","0.4567331708478"
"Nicht erwerbstaetig","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2367","0.279537766158739","0.270221068695588","0.288854463621889"
"Nicht erwerbstaetig","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","895","0.367393323785522","0.349328964600543","0.3854576829705"
"Nicht erwerbstaetig","2005","66 und älter","Westdeutschland, alte Bundeslaender","2712","0.955518779998614","0.947943216995745","0.963094343001482"
"Nicht erwerbstaetig","2005","66 und älter","Ostdeutschland, neue Bundeslaender","944","0.97184502123996","0.96145671553051","0.982233326949409"
"Betriebliches Praktikum","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1493","0.406459423791113","0.39095650814511","0.421962339437115"
"Voll erwerbstaetig","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","453","0.367811365737759","0.34151760246187","0.394105129013649"
"Voll erwerbstaetig","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4833","0.510108045584739","0.500093575207101","0.520122515962377"
"Voll erwerbstaetig","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1496","0.489884549231212","0.471586054950128","0.508183043512296"
"Voll erwerbstaetig","2006","66 und älter","Westdeutschland, alte Bundeslaender","51","0.0144615634248918","0.0104182731249263","0.0185048537248573"
"Voll erwerbstaetig","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","281","0.0768911045116678","0.0684821094750653","0.0853000995482704"
"Teilzeitbeschaeftigung","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","85","0.0555726452396376","0.0430806546672941","0.0680646358119811"
"Teilzeitbeschaeftigung","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1561","0.142481445244972","0.135479033161602","0.149483857328343"
"Teilzeitbeschaeftigung","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","333","0.106247511290583","0.0949676889457342","0.117527333635433"
"Teilzeitbeschaeftigung","2006","66 und älter","Westdeutschland, alte Bundeslaender","48","0.0145494251247941","0.0104940516354773","0.0186047986141108"
"Teilzeitbeschaeftigung","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","332","0.0920007111615265","0.0828781260312834","0.10112329629177"
"Ausbildung/Lehre","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","155","0.114143009020571","0.0968040387798096","0.131481979261332"
"Ausbildung/Lehre","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","287","0.0683652352915459","0.0603996062420081","0.0763308643410837"
"Geringfuegig erwerbstaetig","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","73","0.0520453480860235","0.0399337465603841","0.0641569496116629"
"Geringfuegig erwerbstaetig","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","515","0.0551581412033148","0.050584826159215","0.0597314562474145"
"Geringfuegig erwerbstaetig","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0500610238116715","0.0420786518379433","0.0580433957853996"
"Geringfuegig erwerbstaetig","2006","66 und älter","Westdeutschland, alte Bundeslaender","70","0.016118389304083","0.0118533527326994","0.0203834258754665"
"Geringfuegig erwerbstaetig","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","98","0.0105996296109582","0.00854809841546303","0.0126511608064534"
"Altersteilzeit mit Arbeitszeit Null","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","30","0.00525976147654614","0.00261204113166655","0.00790748182142573"
"Altersteilzeit mit Arbeitszeit Null","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1409","0.343043387102905","0.328059570506413","0.358027203699397"
"Nicht erwerbstaetig","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","495","0.386867352633019","0.360310592206292","0.413424113059746"
"Nicht erwerbstaetig","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2546","0.278459751111584","0.269480125244839","0.287439376978329"
"Nicht erwerbstaetig","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","893","0.347486286669313","0.330056266034713","0.364916307303913"
"Nicht erwerbstaetig","2006","66 und älter","Westdeutschland, alte Bundeslaender","3162","0.946630354461841","0.939017844225569","0.954242864698112"
"Nicht erwerbstaetig","2006","66 und älter","Ostdeutschland, neue Bundeslaender","1120","0.980893451600181","0.972956988290883","0.98882991490948"
"Betriebliches Praktikum","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1399","0.425534235603514","0.409154254445876","0.441914216761152"
"Voll erwerbstaetig","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","449","0.392449600402611","0.365150065342715","0.419749135462506"
"Voll erwerbstaetig","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4540","0.516120306688763","0.505693303340586","0.52654731003694"
"Voll erwerbstaetig","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1446","0.514612506701539","0.495637412367111","0.533587601035968"
"Voll erwerbstaetig","2007","66 und älter","Westdeutschland, alte Bundeslaender","48","0.0121262430391818","0.00837144247572695","0.0158810436026366"
"Voll erwerbstaetig","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","292","0.0830723575122639","0.0739289122488418","0.0922158027756859"
"Teilzeitbeschaeftigung","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","103","0.0805932478841624","0.0653746261336166","0.0958118696347082"
"Teilzeitbeschaeftigung","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1523","0.155240183167302","0.1476843208047","0.162796045529903"
"Teilzeitbeschaeftigung","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","325","0.117844181360428","0.105602918951494","0.130085443769362"
"Teilzeitbeschaeftigung","2007","66 und älter","Westdeutschland, alte Bundeslaender","45","0.014385626383313","0.0103006371278315","0.0184706156387944"
"Teilzeitbeschaeftigung","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","294","0.0885506070167018","0.079138732676713","0.0979624813566906"
"Ausbildung/Lehre","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","146","0.113478110444938","0.0957454895616462","0.131210731328231"
"Ausbildung/Lehre","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","266","0.0728716165867548","0.0642604258417371","0.0814828073317726"
"Geringfuegig erwerbstaetig","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","67","0.0471209021074497","0.0352741896361175","0.0589676145787818"
"Geringfuegig erwerbstaetig","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","487","0.0555021970510634","0.0507250247578328","0.0602793693442941"
"Geringfuegig erwerbstaetig","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","87","0.0382998718783443","0.0310133884441638","0.0455863553125248"
"Geringfuegig erwerbstaetig","2007","66 und älter","Westdeutschland, alte Bundeslaender","64","0.0196774037892087","0.0149126394976196","0.0244421680807977"
"Geringfuegig erwerbstaetig","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","102","0.0118522261223768","0.0095942140793902","0.0141102381653634"
"Altersteilzeit mit Arbeitszeit Null","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","34","0.00880072053905461","0.00525471762296005","0.0123467234551492"
"Altersteilzeit mit Arbeitszeit Null","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
