"plb0022_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","2018","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2018","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2018","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2018","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2018","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2018","(noch) kein Abschluss","1963","0.696998347506289","0.679210333885114","0.714786361127465"
"Nicht erwerbstaetig","2018","Hauptschulabschluss","4113","0.551358873917171","0.540252899228157","0.562464848606184"
"Nicht erwerbstaetig","2018","Realschulabschluss","1967","0.316431413708931","0.305243211398329","0.327619616019533"
"Nicht erwerbstaetig","2018","(Fach-)Abitur","1613","0.296739932140073","0.283724107203833","0.309755757076314"
"Nicht erwerbstaetig","2018","AkademikerInnen","2276","0.299241905301581","0.288554132664199","0.309929677938962"
"Betriebliches Praktikum","2018","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2018","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2018","Realschulabschluss","","","",""
"Betriebliches Praktikum","2018","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2018","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2018","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2018","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2018","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2018","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2018","AkademikerInnen","","","",""
"Voll erwerbstaetig","2019","(noch) kein Abschluss","335","0.149649673690442","0.13507406802718","0.164225279353703"
"Voll erwerbstaetig","2019","Hauptschulabschluss","1994","0.276886325996929","0.266394362745787","0.28737828924807"
"Voll erwerbstaetig","2019","Realschulabschluss","3000","0.439933359639109","0.428099670186186","0.451767049092031"
"Voll erwerbstaetig","2019","(Fach-)Abitur","1791","0.415620842015913","0.401577591763583","0.429664092268244"
"Voll erwerbstaetig","2019","AkademikerInnen","3776","0.513231582555099","0.502027476032945","0.524435689077253"
"Teilzeitbeschaeftigung","2019","(noch) kein Abschluss","134","0.0950194093007649","0.0830377883201221","0.107001030281408"
"Teilzeitbeschaeftigung","2019","Hauptschulabschluss","737","0.0948486494585949","0.0879782989075115","0.101719000009678"
"Teilzeitbeschaeftigung","2019","Realschulabschluss","1286","0.175460875004828","0.166393060086425","0.184528689923231"
"Teilzeitbeschaeftigung","2019","(Fach-)Abitur","866","0.168533587085821","0.157866712118202","0.17920046205344"
"Teilzeitbeschaeftigung","2019","AkademikerInnen","1328","0.149852451835068","0.141851559505269","0.157853344164868"
"Ausbildung/Lehre","2019","(noch) kein Abschluss","47","0.013342317684482","0.00865430615479296","0.018030329214171"
"Ausbildung/Lehre","2019","Hauptschulabschluss","129","0.00956781274072975","0.00728525682289133","0.0118503686585682"
"Ausbildung/Lehre","2019","Realschulabschluss","201","0.0248880770341874","0.0211741807411082","0.0286019733272666"
"Ausbildung/Lehre","2019","(Fach-)Abitur","231","0.0448406854611512","0.0389434883241108","0.0507378825981915"
"Ausbildung/Lehre","2019","AkademikerInnen","56","0.00324000925649355","0.0019661314531665","0.00451388705982061"
"Geringfuegig erwerbstaetig","2019","(noch) kein Abschluss","148","0.0929092752355741","0.081047636824547","0.104770913646601"
"Geringfuegig erwerbstaetig","2019","Hauptschulabschluss","423","0.0564423413340158","0.0510311928435141","0.0618534898245176"
"Geringfuegig erwerbstaetig","2019","Realschulabschluss","303","0.0383384526680353","0.0337608796175416","0.0429160257185289"
"Geringfuegig erwerbstaetig","2019","(Fach-)Abitur","379","0.0779002677296245","0.0702631402474047","0.0855373952118442"
"Geringfuegig erwerbstaetig","2019","AkademikerInnen","291","0.0325877696506527","0.0286076836908461","0.0365678556104593"
"Altersteilzeit mit Arbeitszeit Null","2019","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2019","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2019","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2019","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2019","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2019","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2019","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2019","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2019","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2019","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2019","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2019","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2019","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2019","(Fach-)Abitur","31","0.00693524484549441","0.00457046181409286","0.00930002787689596"
"FSJ/FOeJ/BFD","2019","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2019","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2019","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2019","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2019","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2019","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2019","(noch) kein Abschluss","1613","0.633148759570179","0.613456857930894","0.652840661209463"
"Nicht erwerbstaetig","2019","Hauptschulabschluss","3654","0.550239792021465","0.538575208661788","0.561904375381141"
"Nicht erwerbstaetig","2019","Realschulabschluss","1950","0.318650996939462","0.307542652924425","0.329759340954499"
"Nicht erwerbstaetig","2019","(Fach-)Abitur","1424","0.284767260052536","0.271907278713542","0.297627241391531"
"Nicht erwerbstaetig","2019","AkademikerInnen","2165","0.29656305715195","0.286324695704215","0.306801418599685"
"Betriebliches Praktikum","2019","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2019","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2019","Realschulabschluss","","","",""
"Betriebliches Praktikum","2019","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2019","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2019","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2019","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2019","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2019","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2019","AkademikerInnen","","","",""
