"plb0022_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstaetig","1995","Realschulabschluss","875","0.343135157748343","0.326492440987188","0.359777874509497"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","425","0.380922420607642","0.351920213804664","0.409924627410621"
"Nicht erwerbstaetig","1995","AkademikerInnen","415","0.270609272678744","0.249870961307695","0.291347584049794"
"Betriebliches Praktikum","1995","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1995","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1995","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1995","AkademikerInnen","","","",""
"Voll erwerbstaetig","1996","(noch) kein Abschluss","201","0.186058703622079","0.159835578534678","0.21228182870948"
"Voll erwerbstaetig","1996","Hauptschulabschluss","2363","0.337092698834179","0.325117553055105","0.349067844613253"
"Voll erwerbstaetig","1996","Realschulabschluss","1639","0.480630735088479","0.463116245052957","0.498145225124001"
"Voll erwerbstaetig","1996","(Fach-)Abitur","424","0.411112178194355","0.381265617094853","0.440958739293857"
"Voll erwerbstaetig","1996","AkademikerInnen","1143","0.595109215789451","0.572241186403138","0.617977245175765"
"Teilzeitbeschaeftigung","1996","(noch) kein Abschluss","41","0.0421792403738369","0.0286350075904465","0.0557234731572272"
"Teilzeitbeschaeftigung","1996","Hauptschulabschluss","432","0.0681474839481347","0.0617636991405542","0.0745312687557152"
"Teilzeitbeschaeftigung","1996","Realschulabschluss","298","0.0954315956307652","0.0851319945541789","0.105731196707352"
"Teilzeitbeschaeftigung","1996","(Fach-)Abitur","102","0.108847456447524","0.0899552357803453","0.127739677114703"
"Teilzeitbeschaeftigung","1996","AkademikerInnen","157","0.0991229968119099","0.0852016446396653","0.113044348984154"
"Ausbildung/Lehre","1996","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1996","Hauptschulabschluss","125","0.0131868967988062","0.0102970921043658","0.0160767014932466"
"Ausbildung/Lehre","1996","Realschulabschluss","192","0.0475939676663838","0.0401305004667557","0.0550574348660119"
"Ausbildung/Lehre","1996","(Fach-)Abitur","65","0.052014016478028","0.0385442832276128","0.0654837497284433"
"Ausbildung/Lehre","1996","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1996","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1996","Hauptschulabschluss","120","0.0190335137510805","0.0155719980563963","0.0224950294457646"
"Geringfuegig erwerbstaetig","1996","Realschulabschluss","69","0.0223260939748967","0.0171469618501301","0.0275052260996633"
"Geringfuegig erwerbstaetig","1996","(Fach-)Abitur","41","0.046800149848644","0.0339882526224269","0.0596120470748611"
"Geringfuegig erwerbstaetig","1996","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1996","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1996","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1996","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1996","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1996","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1996","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1996","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1996","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1996","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1996","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1996","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1996","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1996","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1996","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1996","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1996","(noch) kein Abschluss","581","0.74103927125491","0.711520350458633","0.770558192051187"
"Nicht erwerbstaetig","1996","Hauptschulabschluss","2934","0.559934772544679","0.547359801877204","0.572509743212154"
"Nicht erwerbstaetig","1996","Realschulabschluss","912","0.349263797559592","0.332551626420321","0.365975968698863"
"Nicht erwerbstaetig","1996","(Fach-)Abitur","393","0.363772706933205","0.334590438673826","0.392954975192583"
"Nicht erwerbstaetig","1996","AkademikerInnen","438","0.279620589369635","0.25871190642853","0.30052927231074"
"Betriebliches Praktikum","1996","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1996","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1996","Realschulabschluss","","","",""
"Betriebliches Praktikum","1996","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1996","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1996","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1996","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1996","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1996","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1996","AkademikerInnen","","","",""
"Voll erwerbstaetig","1997","(noch) kein Abschluss","185","0.189827008023352","0.163275208292437","0.216378807754267"
"Voll erwerbstaetig","1997","Hauptschulabschluss","2211","0.323505889921474","0.311485063156469","0.335526716686478"
"Voll erwerbstaetig","1997","Realschulabschluss","1607","0.468698010664188","0.451108829400251","0.486287191928124"
"Voll erwerbstaetig","1997","(Fach-)Abitur","430","0.423924263259641","0.393773926216519","0.454074600302762"
"Voll erwerbstaetig","1997","AkademikerInnen","1169","0.617708622786721","0.595101879876218","0.640315365697224"
"Teilzeitbeschaeftigung","1997","(noch) kein Abschluss","34","0.0307865824939846","0.0190911433991906","0.0424820215887786"
"Teilzeitbeschaeftigung","1997","Hauptschulabschluss","407","0.0692758708211004","0.0627511382490537","0.075800603393147"
"Teilzeitbeschaeftigung","1997","Realschulabschluss","289","0.0931060569943996","0.0828638024124261","0.103348311576373"
"Teilzeitbeschaeftigung","1997","(Fach-)Abitur","92","0.105183466162461","0.086465917040915","0.123901015284007"
"Teilzeitbeschaeftigung","1997","AkademikerInnen","150","0.0925384182453926","0.0790573572968917","0.106019479193894"
"Ausbildung/Lehre","1997","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1997","Hauptschulabschluss","123","0.0131289109974321","0.0102040461847482","0.016053775810116"
"Ausbildung/Lehre","1997","Realschulabschluss","188","0.0421215470251619","0.0350415070929454","0.0492015869573783"
"Ausbildung/Lehre","1997","(Fach-)Abitur","56","0.0475828659048688","0.0345947205520966","0.0605710112576411"
"Ausbildung/Lehre","1997","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1997","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1997","Hauptschulabschluss","97","0.0149479349367898","0.0118298967846519","0.0180659730889276"
"Geringfuegig erwerbstaetig","1997","Realschulabschluss","69","0.0225685287604048","0.0173334510628565","0.0278036064579531"
"Geringfuegig erwerbstaetig","1997","(Fach-)Abitur","53","0.0488534460495652","0.0357018166132961","0.0620050754858342"
"Geringfuegig erwerbstaetig","1997","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1997","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1997","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1997","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1997","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1997","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1997","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1997","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1997","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1997","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1997","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1997","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1997","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1997","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1997","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1997","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1997","(noch) kein Abschluss","596","0.746895086071336","0.717457230431556","0.776332941711116"
"Nicht erwerbstaetig","1997","Hauptschulabschluss","2972","0.578269232166689","0.565579749448103","0.590958714885275"
"Nicht erwerbstaetig","1997","Realschulabschluss","918","0.368846445768941","0.351839799997299","0.385853091540583"
"Nicht erwerbstaetig","1997","(Fach-)Abitur","378","0.349767060719563","0.320671135013289","0.378862986425837"
"Nicht erwerbstaetig","1997","AkademikerInnen","422","0.268549915255099","0.247931571813165","0.289168258697032"
"Betriebliches Praktikum","1997","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1997","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1997","Realschulabschluss","","","",""
"Betriebliches Praktikum","1997","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1997","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1997","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1997","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1997","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1997","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1997","AkademikerInnen","","","",""
"Voll erwerbstaetig","1998","(noch) kein Abschluss","171","0.199031006288557","0.171868035508782","0.226193977068333"
"Voll erwerbstaetig","1998","Hauptschulabschluss","2259","0.310672759033448","0.299198044541793","0.322147473525104"
"Voll erwerbstaetig","1998","Realschulabschluss","1776","0.478545071184573","0.461758934754393","0.495331207614753"
"Voll erwerbstaetig","1998","(Fach-)Abitur","497","0.415205225147229","0.38686096482421","0.443549485470248"
"Voll erwerbstaetig","1998","AkademikerInnen","1251","0.597268519257375","0.575660358824407","0.618876679690343"
"Teilzeitbeschaeftigung","1998","(noch) kein Abschluss","32","0.0316539215316994","0.0197431990814433","0.0435646439819554"
"Teilzeitbeschaeftigung","1998","Hauptschulabschluss","443","0.069577037557165","0.0632681794853133","0.0758858956290167"
"Teilzeitbeschaeftigung","1998","Realschulabschluss","312","0.0931289837366888","0.0833634467492567","0.102894520724121"
"Teilzeitbeschaeftigung","1998","(Fach-)Abitur","97","0.103147654464886","0.0856523246650695","0.120642984264702"
"Teilzeitbeschaeftigung","1998","AkademikerInnen","183","0.100355421259345","0.0871171554588727","0.113593687059816"
"Ausbildung/Lehre","1998","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1998","Hauptschulabschluss","154","0.0173186754254853","0.0140839213523803","0.0205534294985902"
"Ausbildung/Lehre","1998","Realschulabschluss","209","0.0475220788808358","0.0403729008772871","0.0546712568843846"
"Ausbildung/Lehre","1998","(Fach-)Abitur","55","0.0430705349046326","0.0313927068197407","0.0547483629895245"
"Ausbildung/Lehre","1998","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1998","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1998","Hauptschulabschluss","114","0.0157194534786903","0.012635159593665","0.0188037473637155"
"Geringfuegig erwerbstaetig","1998","Realschulabschluss","73","0.0190221550556384","0.0144318621924891","0.0236124479187876"
"Geringfuegig erwerbstaetig","1998","(Fach-)Abitur","61","0.0510694568121682","0.0384066548981882","0.0637322587261482"
"Geringfuegig erwerbstaetig","1998","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1998","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1998","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1998","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1998","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1998","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1998","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1998","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1998","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1998","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1998","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1998","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1998","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1998","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1998","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1998","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1998","(noch) kein Abschluss","600","0.729845403867842","0.699636799330875","0.760054008404809"
"Nicht erwerbstaetig","1998","Hauptschulabschluss","3264","0.585185618692409","0.572968991944494","0.597402245440324"
"Nicht erwerbstaetig","1998","Realschulabschluss","1017","0.358155186433109","0.342043849621965","0.374266523244252"
"Nicht erwerbstaetig","1998","(Fach-)Abitur","430","0.372037485299415","0.344234451272094","0.399840519326736"
"Nicht erwerbstaetig","1998","AkademikerInnen","509","0.285298723549837","0.265404023895593","0.30519342320408"
"Betriebliches Praktikum","1998","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1998","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1998","Realschulabschluss","","","",""
"Betriebliches Praktikum","1998","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1998","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1998","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1998","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1998","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1998","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1998","AkademikerInnen","","","",""
"Voll erwerbstaetig","1999","(noch) kein Abschluss","167","0.207470900134381","0.179319167147521","0.235622633121242"
"Voll erwerbstaetig","1999","Hauptschulabschluss","2222","0.3269189649094","0.315119244712363","0.338718685106438"
"Voll erwerbstaetig","1999","Realschulabschluss","1780","0.478364459998876","0.461556337643069","0.495172582354683"
"Voll erwerbstaetig","1999","(Fach-)Abitur","481","0.401875159932691","0.373575909110294","0.430174410755089"
"Voll erwerbstaetig","1999","AkademikerInnen","1267","0.602980695439505","0.581380270490262","0.624581120388748"
"Teilzeitbeschaeftigung","1999","(noch) kein Abschluss","39","0.0365428026573162","0.0235160529343874","0.049569552380245"
"Teilzeitbeschaeftigung","1999","Hauptschulabschluss","419","0.0631763230459079","0.0570567083815283","0.0692959377102876"
"Teilzeitbeschaeftigung","1999","Realschulabschluss","344","0.102563463117668","0.0923551408260809","0.112771785409255"
"Teilzeitbeschaeftigung","1999","(Fach-)Abitur","110","0.100989713606542","0.0835975209258407","0.118381906287243"
"Teilzeitbeschaeftigung","1999","AkademikerInnen","179","0.0905170737689888","0.0778502622908731","0.103183885247105"
"Ausbildung/Lehre","1999","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1999","Hauptschulabschluss","135","0.0162406940535141","0.013061151117963","0.0194202369890651"
"Ausbildung/Lehre","1999","Realschulabschluss","199","0.0482127866746291","0.0410049122575959","0.0554206610916623"
"Ausbildung/Lehre","1999","(Fach-)Abitur","57","0.0431363208975135","0.0314095072723933","0.0548631345226336"
"Ausbildung/Lehre","1999","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1999","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1999","Hauptschulabschluss","166","0.0245439626020878","0.0206517714112886","0.028436153792887"
"Geringfuegig erwerbstaetig","1999","Realschulabschluss","101","0.03061608612097","0.0248194117970861","0.0364127604448539"
"Geringfuegig erwerbstaetig","1999","(Fach-)Abitur","89","0.0831998233304254","0.0672582205486819","0.0991414261121689"
"Geringfuegig erwerbstaetig","1999","AkademikerInnen","41","0.0290934710319387","0.0216736870954226","0.0365132549684548"
"Altersteilzeit mit Arbeitszeit Null","1999","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1999","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1999","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1999","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1999","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1999","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1999","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1999","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1999","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1999","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1999","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1999","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1999","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1999","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1999","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1999","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1999","(noch) kein Abschluss","552","0.679901387877194","0.647513413297369","0.712289362457019"
"Nicht erwerbstaetig","1999","Hauptschulabschluss","3108","0.566559484534881","0.554094105638482","0.579024863431281"
"Nicht erwerbstaetig","1999","Realschulabschluss","955","0.336037035926976","0.320143458521822","0.35193061333213"
"Nicht erwerbstaetig","1999","(Fach-)Abitur","394","0.35421969002006","0.326613136831119","0.381826243209002"
"Nicht erwerbstaetig","1999","AkademikerInnen","474","0.273985980219759","0.25429617350716","0.293675786932359"
"Betriebliches Praktikum","1999","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1999","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1999","Realschulabschluss","","","",""
"Betriebliches Praktikum","1999","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1999","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1999","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1999","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1999","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1999","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1999","AkademikerInnen","","","",""
"Voll erwerbstaetig","2000","(noch) kein Abschluss","110","0.143445328617051","0.120868478670521","0.166022178563582"
"Voll erwerbstaetig","2000","Hauptschulabschluss","3553","0.31660383684696","0.307807130639256","0.325400543054663"
"Voll erwerbstaetig","2000","Realschulabschluss","3151","0.487038643007471","0.474704986122072","0.49937229989287"
"Voll erwerbstaetig","2000","(Fach-)Abitur","944","0.401767731255958","0.382157872981396","0.42137758953052"
"Voll erwerbstaetig","2000","AkademikerInnen","2315","0.576590189552243","0.560962435726191","0.592217943378295"
"Teilzeitbeschaeftigung","2000","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2000","Hauptschulabschluss","852","0.076600377919359","0.0715707479501032","0.0816300078886148"
"Teilzeitbeschaeftigung","2000","Realschulabschluss","725","0.109481085395173","0.101776328349571","0.117185842440775"
"Teilzeitbeschaeftigung","2000","(Fach-)Abitur","229","0.0980170113070732","0.086123723940883","0.109910298673263"
"Teilzeitbeschaeftigung","2000","AkademikerInnen","406","0.103676040003849","0.0940343274000139","0.113317752607684"
"Ausbildung/Lehre","2000","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2000","Hauptschulabschluss","217","0.0162357637338401","0.0138457103070343","0.0186258171606459"
"Ausbildung/Lehre","2000","Realschulabschluss","346","0.0468978229633624","0.0416809062964081","0.0521147396303167"
"Ausbildung/Lehre","2000","(Fach-)Abitur","119","0.0388614683339508","0.0311310213146014","0.0465919153533002"
"Ausbildung/Lehre","2000","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2000","(noch) kein Abschluss","51","0.059915374222123","0.0446293265066154","0.0752014219376306"
"Geringfuegig erwerbstaetig","2000","Hauptschulabschluss","300","0.0274369450026386","0.0243476990025254","0.0305261910027518"
"Geringfuegig erwerbstaetig","2000","Realschulabschluss","196","0.0315895578280852","0.0272736781091482","0.0359054375470221"
"Geringfuegig erwerbstaetig","2000","(Fach-)Abitur","167","0.0754981962651473","0.0649306494518415","0.0860657430784531"
"Geringfuegig erwerbstaetig","2000","AkademikerInnen","70","0.0251736833058085","0.0202189591218766","0.0301284074897403"
"Altersteilzeit mit Arbeitszeit Null","2000","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2000","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2000","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2000","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2000","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2000","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2000","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2000","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2000","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2000","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2000","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2000","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2000","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2000","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2000","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2000","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2000","(noch) kein Abschluss","724","0.753897638320911","0.726154430203775","0.781640846438048"
"Nicht erwerbstaetig","2000","Hauptschulabschluss","5780","0.559887045105481","0.550499370704058","0.569274719506904"
"Nicht erwerbstaetig","2000","Realschulabschluss","1860","0.320969393168985","0.309449609778375","0.332489176559594"
"Nicht erwerbstaetig","2000","(Fach-)Abitur","892","0.368709299681862","0.34941145740048","0.388007141963244"
"Nicht erwerbstaetig","2000","AkademikerInnen","1031","0.290473564903295","0.276114701085657","0.304832428720933"
"Betriebliches Praktikum","2000","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2000","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2000","Realschulabschluss","","","",""
"Betriebliches Praktikum","2000","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2000","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2000","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2000","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2000","Realschulabschluss","31","0.00402349763692341","0.002461450091217","0.00558554518262983"
"Wehrpflicht/Zivildienst","2000","(Fach-)Abitur","50","0.017146293156009","0.011953732560256","0.022338853751762"
"Wehrpflicht/Zivildienst","2000","AkademikerInnen","","","",""
"Voll erwerbstaetig","2001","(noch) kein Abschluss","83","0.110043717778578","0.0893083841131383","0.130779051444018"
"Voll erwerbstaetig","2001","Hauptschulabschluss","3111","0.316052595832059","0.306679624943331","0.325425566720787"
"Voll erwerbstaetig","2001","Realschulabschluss","2873","0.483695014714544","0.470831846459969","0.49655818296912"
"Voll erwerbstaetig","2001","(Fach-)Abitur","865","0.380715144318108","0.360696291910291","0.400733996725924"
"Voll erwerbstaetig","2001","AkademikerInnen","2130","0.565977603323099","0.549714951596228","0.582240255049969"
"Teilzeitbeschaeftigung","2001","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2001","Hauptschulabschluss","729","0.0741354683055234","0.0688537774733855","0.0794171591376613"
"Teilzeitbeschaeftigung","2001","Realschulabschluss","705","0.114845016473767","0.106638199989302","0.123051832958233"
"Teilzeitbeschaeftigung","2001","(Fach-)Abitur","221","0.0985727229531554","0.0862831272465153","0.110862318659795"
"Teilzeitbeschaeftigung","2001","AkademikerInnen","380","0.1066108517092","0.0964844136380996","0.116737289780301"
"Ausbildung/Lehre","2001","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2001","Hauptschulabschluss","197","0.017492454710236","0.0148495618314144","0.0201353475890576"
"Ausbildung/Lehre","2001","Realschulabschluss","304","0.0467730767997247","0.0413380072577119","0.0522081463417374"
"Ausbildung/Lehre","2001","(Fach-)Abitur","141","0.0537593555400595","0.044460667076547","0.063058044003572"
"Ausbildung/Lehre","2001","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2001","(noch) kein Abschluss","69","0.0817916719263667","0.0636336213614478","0.0999497224912856"
"Geringfuegig erwerbstaetig","2001","Hauptschulabschluss","276","0.0285502328004344","0.0251928471049337","0.0319076184959351"
"Geringfuegig erwerbstaetig","2001","Realschulabschluss","189","0.0304004292893802","0.0259812151037912","0.0348196434749693"
"Geringfuegig erwerbstaetig","2001","(Fach-)Abitur","159","0.0715769069272656","0.0609488639435263","0.0822049499110048"
"Geringfuegig erwerbstaetig","2001","AkademikerInnen","68","0.0246666395067765","0.0195772322916509","0.0297560467219021"
"Altersteilzeit mit Arbeitszeit Null","2001","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2001","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2001","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2001","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2001","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2001","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2001","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2001","Hauptschulabschluss","","","",""
