"erwst","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Andere","1986","Nordrhein-Westfalen","Westdeutschland","163","0.0570706904781613","0.0485644216865026","0.0655769592698201"
"Andere","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","1986","Hessen","Westdeutschland","74","0.0663168483970713","0.0512586835447105","0.0813750132494321"
"Andere","1986","Hessen","Ostdeutschland","","","",""
"Andere","1986","Rheinland-Pfalz,Saarland","Westdeutschland","35","0.040041969816489","0.0261849843639802","0.0538989552689979"
"Andere","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","1986","Baden-Wuerttemberg","Westdeutschland","120","0.057131216305433","0.0469262512652884","0.0673361813455776"
"Andere","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1986","Bayern","Westdeutschland","113","0.0596755759315552","0.0486492483426265","0.0707019035204838"
"Andere","1986","Bayern","Ostdeutschland","","","",""
"Andere","1986","Berlin","Westdeutschland","","","",""
"Andere","1986","Berlin","Ostdeutschland","","","",""
"Andere","1986","Brandenburg","Westdeutschland","","","",""
"Andere","1986","Brandenburg","Ostdeutschland","","","",""
"Andere","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1986","Sachsen","Westdeutschland","","","",""
"Andere","1986","Sachsen","Ostdeutschland","","","",""
"Andere","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Andere","1986","Thueringen","Westdeutschland","","","",""
"Andere","1986","Thueringen","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Schleswig-Holstein","Westdeutschland","144","0.417868805018582","0.364247568777587","0.471490041259576"
"voll erwerbstätig","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Hamburg","Westdeutschland","101","0.410811519048328","0.346669547991315","0.47495349010534"
"voll erwerbstätig","1987","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Niedersachsen","Westdeutschland","459","0.376762757862141","0.348178676689618","0.405346839034665"
"voll erwerbstätig","1987","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Bremen","Westdeutschland","32","0.225390702263969","0.143902121266654","0.306879283261283"
"voll erwerbstätig","1987","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Nordrhein-Westfalen","Westdeutschland","1274","0.415184342399179","0.397016975312737","0.433351709485622"
"voll erwerbstätig","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Hessen","Westdeutschland","511","0.412376917501716","0.38268674441598","0.442067090587451"
"voll erwerbstätig","1987","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Rheinland-Pfalz,Saarland","Westdeutschland","333","0.388570853409152","0.354030597351838","0.423111109466466"
"voll erwerbstätig","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Baden-Wuerttemberg","Westdeutschland","1021","0.468214080066291","0.446128950769675","0.490299209362907"
"voll erwerbstätig","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Bayern","Westdeutschland","867","0.458791601173136","0.435263035897524","0.482320166448747"
"voll erwerbstätig","1987","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Berlin","Westdeutschland","187","0.480229663505889","0.428763233725733","0.531696093286044"
"voll erwerbstätig","1987","Berlin","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","1987","Brandenburg","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","1987","Sachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"voll erwerbstätig","1987","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","1987","Thueringen","Ostdeutschland","","","",""
"Teilzeit","1987","Schleswig-Holstein","Westdeutschland","","","",""
"Teilzeit","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","1987","Hamburg","Westdeutschland","","","",""
"Teilzeit","1987","Hamburg","Ostdeutschland","","","",""
"Teilzeit","1987","Niedersachsen","Westdeutschland","89","0.0799918305925335","0.0639895377400879","0.0959941234449792"
"Teilzeit","1987","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","1987","Bremen","Westdeutschland","","","",""
"Teilzeit","1987","Bremen","Ostdeutschland","","","",""
"Teilzeit","1987","Nordrhein-Westfalen","Westdeutschland","160","0.0579676503860829","0.0493520059132107","0.0665832948589551"
"Teilzeit","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","1987","Hessen","Westdeutschland","70","0.0705789191534083","0.0551313590744123","0.0860264792324044"
"Teilzeit","1987","Hessen","Ostdeutschland","","","",""
"Teilzeit","1987","Rheinland-Pfalz,Saarland","Westdeutschland","34","0.048855152874707","0.03357963680349","0.0641306689459241"
"Teilzeit","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","1987","Baden-Wuerttemberg","Westdeutschland","137","0.0764897683135154","0.0647263965456504","0.0882531400813804"
"Teilzeit","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","1987","Bayern","Westdeutschland","129","0.071698268540086","0.059516667649003","0.083879869431169"
"Teilzeit","1987","Bayern","Ostdeutschland","","","",""
"Teilzeit","1987","Berlin","Westdeutschland","","","",""
"Teilzeit","1987","Berlin","Ostdeutschland","","","",""
"Teilzeit","1987","Brandenburg","Westdeutschland","","","",""
"Teilzeit","1987","Brandenburg","Ostdeutschland","","","",""
"Teilzeit","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Teilzeit","1987","Sachsen","Westdeutschland","","","",""
"Teilzeit","1987","Sachsen","Ostdeutschland","","","",""
"Teilzeit","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Teilzeit","1987","Thueringen","Westdeutschland","","","",""
"Teilzeit","1987","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","Westdeutschland","132","0.4404191086796","0.386446808738388","0.494391408620813"
"nicht erwerbstätig","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Hamburg","Westdeutschland","96","0.473294059381013","0.408199677636682","0.538388441125344"
"nicht erwerbstätig","1987","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Niedersachsen","Westdeutschland","476","0.478044195673217","0.448578652947914","0.507509738398521"
"nicht erwerbstätig","1987","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Bremen","Westdeutschland","60","0.688562108981291","0.598250269298004","0.778873948664577"
"nicht erwerbstätig","1987","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Nordrhein-Westfalen","Westdeutschland","1232","0.476065344778945","0.457651950228426","0.494478739329464"
"nicht erwerbstätig","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Hessen","Westdeutschland","407","0.455189944521585","0.425154433937408","0.485225455105762"
"nicht erwerbstätig","1987","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","Westdeutschland","352","0.51108735716562","0.47566474563957","0.546509968691671"
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Baden-Wuerttemberg","Westdeutschland","684","0.397280499677987","0.375622639788757","0.418938359567217"
"nicht erwerbstätig","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Bayern","Westdeutschland","611","0.413560314864262","0.390306909799914","0.43681371992861"
"nicht erwerbstätig","1987","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Berlin","Westdeutschland","135","0.426113862407717","0.375172623327304","0.477055101488131"
"nicht erwerbstätig","1987","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Thueringen","Ostdeutschland","","","",""
"Andere","1987","Schleswig-Holstein","Westdeutschland","","","",""
"Andere","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","1987","Hamburg","Westdeutschland","","","",""
"Andere","1987","Hamburg","Ostdeutschland","","","",""
"Andere","1987","Niedersachsen","Westdeutschland","80","0.0652012158721079","0.0506382285642553","0.0797642031799604"
"Andere","1987","Niedersachsen","Ostdeutschland","","","",""
"Andere","1987","Bremen","Westdeutschland","","","",""
"Andere","1987","Bremen","Ostdeutschland","","","",""
"Andere","1987","Nordrhein-Westfalen","Westdeutschland","160","0.0507826624357927","0.0426879285395052","0.0588773963320802"
"Andere","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","1987","Hessen","Westdeutschland","68","0.0618542188232906","0.0473252109175437","0.0763832267290375"
"Andere","1987","Hessen","Ostdeutschland","","","",""
"Andere","1987","Rheinland-Pfalz,Saarland","Westdeutschland","46","0.0514866365505209","0.0358268311359425","0.0671464419650993"
"Andere","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","1987","Baden-Wuerttemberg","Westdeutschland","119","0.0580156519422072","0.0476689074156025","0.0683623964688119"
"Andere","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1987","Bayern","Westdeutschland","116","0.0559498154225166","0.0450980019033198","0.0668016289417134"
"Andere","1987","Bayern","Ostdeutschland","","","",""
"Andere","1987","Berlin","Westdeutschland","","","",""
"Andere","1987","Berlin","Ostdeutschland","","","",""
"Andere","1987","Brandenburg","Westdeutschland","","","",""
"Andere","1987","Brandenburg","Ostdeutschland","","","",""
"Andere","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1987","Sachsen","Westdeutschland","","","",""
"Andere","1987","Sachsen","Ostdeutschland","","","",""
"Andere","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Andere","1987","Thueringen","Westdeutschland","","","",""
"Andere","1987","Thueringen","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Schleswig-Holstein","Westdeutschland","143","0.409843342883822","0.356209436739622","0.463477249028021"
"voll erwerbstätig","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Hamburg","Westdeutschland","91","0.443644242938201","0.375132325134106","0.512156160742296"
"voll erwerbstätig","1988","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Niedersachsen","Westdeutschland","451","0.396753808031006","0.367134473547911","0.4263731425141"
"voll erwerbstätig","1988","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Bremen","Westdeutschland","34","0.282254867126182","0.194037531103563","0.3704722031488"
"voll erwerbstätig","1988","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Nordrhein-Westfalen","Westdeutschland","1190","0.410703844167728","0.392119734861163","0.429287953474293"
"voll erwerbstätig","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Hessen","Westdeutschland","466","0.404148439633203","0.373763825604907","0.434533053661499"
"voll erwerbstätig","1988","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Rheinland-Pfalz,Saarland","Westdeutschland","316","0.386717336084651","0.351557931485366","0.421876740683935"
"voll erwerbstätig","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Baden-Wuerttemberg","Westdeutschland","959","0.45888379608787","0.436388638261311","0.48137895391443"
"voll erwerbstätig","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Bayern","Westdeutschland","817","0.455060621767793","0.431010902273306","0.47911034126228"
"voll erwerbstätig","1988","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Berlin","Westdeutschland","180","0.514038186423727","0.460275889811837","0.567800483035617"
"voll erwerbstätig","1988","Berlin","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","1988","Brandenburg","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","1988","Sachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"voll erwerbstätig","1988","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","1988","Thueringen","Ostdeutschland","","","",""
"Teilzeit","1988","Schleswig-Holstein","Westdeutschland","","","",""
"Teilzeit","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","1988","Hamburg","Westdeutschland","","","",""
"Teilzeit","1988","Hamburg","Ostdeutschland","","","",""
"Teilzeit","1988","Niedersachsen","Westdeutschland","76","0.0721861190379846","0.0565177161859918","0.0878545218899774"
"Teilzeit","1988","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","1988","Bremen","Westdeutschland","","","",""
"Teilzeit","1988","Bremen","Ostdeutschland","","","",""
"Teilzeit","1988","Nordrhein-Westfalen","Westdeutschland","169","0.0612872457222822","0.0522265410567259","0.0703479503878385"
"Teilzeit","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","1988","Hessen","Westdeutschland","70","0.0704123538933797","0.0545713086802044","0.086253399106555"
"Teilzeit","1988","Hessen","Ostdeutschland","","","",""
"Teilzeit","1988","Rheinland-Pfalz,Saarland","Westdeutschland","35","0.0540551994280431","0.0377297185986283","0.070380680257458"
"Teilzeit","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","1988","Baden-Wuerttemberg","Westdeutschland","141","0.0823506382945339","0.0699408525905394","0.0947604239985284"
"Teilzeit","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","1988","Bayern","Westdeutschland","118","0.0695874214863296","0.0572987637012529","0.0818760792714063"
"Teilzeit","1988","Bayern","Ostdeutschland","","","",""
"Teilzeit","1988","Berlin","Westdeutschland","","","",""
"Teilzeit","1988","Berlin","Ostdeutschland","","","",""
"Teilzeit","1988","Brandenburg","Westdeutschland","","","",""
"Teilzeit","1988","Brandenburg","Ostdeutschland","","","",""
"Teilzeit","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Teilzeit","1988","Sachsen","Westdeutschland","","","",""
"Teilzeit","1988","Sachsen","Ostdeutschland","","","",""
"Teilzeit","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"Teilzeit","1988","Thueringen","Westdeutschland","","","",""
"Teilzeit","1988","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Schleswig-Holstein","Westdeutschland","136","0.467965826243921","0.413550195945163","0.52238145654268"
"nicht erwerbstätig","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Hamburg","Westdeutschland","83","0.442944237112034","0.374443338314557","0.511445135909511"
