"erwst","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2013","(noch) kein Abschluss","1236","0.709413866762366","0.688195964190037","0.730631769334696"
"nicht erwerbstätig","2013","AkademikerIn","1918","0.304923593172034","0.294030918767127","0.31581626757694"
"nicht erwerbstätig","2013","Hauptschule","4822","0.582335960692919","0.572401022080688","0.592270899305151"
"nicht erwerbstätig","2013","Realschule","2309","0.316599855832218","0.30631138489846","0.326888326765975"
"Teilzeit","2013","(Fach-)Abitur","807","0.138522881006567","0.128390302189337","0.148655459823796"
"Teilzeit","2013","(noch) kein Abschluss","77","0.0425241774571019","0.0330944956043758","0.051953859309828"
"Teilzeit","2013","AkademikerIn","1141","0.125628342192471","0.117786563449303","0.133470120935638"
"Teilzeit","2013","Hauptschule","919","0.0747910055627344","0.0694918160634573","0.0800901950620116"
"Teilzeit","2013","Realschule","1458","0.143396741500597","0.135644675743862","0.151148807257332"
"voll erwerbstätig","2013","(Fach-)Abitur","1685","0.409368738242255","0.394945827638256","0.423791648846253"
"voll erwerbstätig","2013","(noch) kein Abschluss","146","0.0871438843757988","0.073963296127578","0.10032447262402"
"voll erwerbstätig","2013","AkademikerIn","3478","0.524825360977949","0.513009734116253","0.536640987839646"
"voll erwerbstätig","2013","Hauptschule","2912","0.274277573443813","0.26528994184949","0.283265205038135"
"voll erwerbstätig","2013","Realschule","3242","0.453646584997363","0.44263490456071","0.464658265434016"
"Andere","2014","(Fach-)Abitur","578","0.141539170267888","0.13067420548195","0.152404135053825"
"Andere","2014","(noch) kein Abschluss","243","0.152348656762781","0.133755630510386","0.170941683015175"
"Andere","2014","AkademikerIn","298","0.0477366811126548","0.0424411039972781","0.0530322582280316"
"Andere","2014","Hauptschule","707","0.0733680981494772","0.067745474245748","0.0789907220532064"
"Andere","2014","Realschule","749","0.0877090888607715","0.081058257912734","0.094359919808809"
"nicht erwerbstätig","2014","(Fach-)Abitur","1184","0.308950620806557","0.294548420884499","0.323352820728615"
"nicht erwerbstätig","2014","(noch) kein Abschluss","1039","0.738374238243629","0.71563370410663","0.761114772380628"
"nicht erwerbstätig","2014","AkademikerIn","1832","0.309926794915216","0.298440345537532","0.321413244292899"
"nicht erwerbstätig","2014","Hauptschule","4286","0.57347675811625","0.562811753655467","0.584141762577033"
"nicht erwerbstätig","2014","Realschule","2058","0.318896287049699","0.307938615200057","0.329853958899342"
"Teilzeit","2014","(Fach-)Abitur","709","0.140560415913895","0.129726911824831","0.151393920002959"
"Teilzeit","2014","(noch) kein Abschluss","43","0.0304465515111791","0.0215570568558614","0.0393360461664968"
"Teilzeit","2014","AkademikerIn","1024","0.122661007925947","0.114513108898746","0.130808906953148"
"Teilzeit","2014","Hauptschule","799","0.0791206939980711","0.0732999542658809","0.0849414337302612"
"Teilzeit","2014","Realschule","1275","0.154283617154188","0.145790654524345","0.162776579784031"
"voll erwerbstätig","2014","(Fach-)Abitur","1483","0.408949793011659","0.393625623698099","0.42427396232522"
"voll erwerbstätig","2014","(noch) kein Abschluss","110","0.0788305534824116","0.0648881004299754","0.0927730065348479"
"voll erwerbstätig","2014","AkademikerIn","3073","0.519675516046183","0.507266362780641","0.532084669311725"
"voll erwerbstätig","2014","Hauptschule","2469","0.274034449736202","0.264416281539354","0.283652617933049"
"voll erwerbstätig","2014","Realschule","2867","0.439111006935341","0.427442573430402","0.45077944044028"
"Andere","2015","(Fach-)Abitur","525","0.132477508287407","0.122189307220554","0.142765709354261"
"Andere","2015","(noch) kein Abschluss","227","0.168095556481926","0.148257615039818","0.187933497924035"
"Andere","2015","AkademikerIn","324","0.0449869258754009","0.0399174768838663","0.0500563748669356"
"Andere","2015","Hauptschule","660","0.0745384436163972","0.0687357441727478","0.0803411430600466"
"Andere","2015","Realschule","670","0.0841926663460857","0.077517812266301","0.0908675204258704"
"nicht erwerbstätig","2015","(Fach-)Abitur","1304","0.310039134375744","0.296002968785277","0.32407529996621"
"nicht erwerbstätig","2015","(noch) kein Abschluss","941","0.680351164692756","0.655612007802451","0.705090321583062"
"nicht erwerbstätig","2015","AkademikerIn","1911","0.308885628327176","0.297585412103282","0.32018584455107"
"nicht erwerbstätig","2015","Hauptschule","4129","0.575810083237132","0.564891142015214","0.586729024459049"
"nicht erwerbstätig","2015","Realschule","2010","0.319905694327674","0.308693305752052","0.331118082903297"
"Teilzeit","2015","(Fach-)Abitur","748","0.145884244265579","0.135171751103713","0.156596737427446"
"Teilzeit","2015","(noch) kein Abschluss","66","0.0491521180515597","0.0376835708706104","0.0606206652325089"
"Teilzeit","2015","AkademikerIn","1072","0.137456276152644","0.129034847235818","0.145877705069469"
"Teilzeit","2015","Hauptschule","771","0.081817164757629","0.0757616994200076","0.0878726300952503"
"Teilzeit","2015","Realschule","1232","0.149557965102706","0.140985026402701","0.158130903802712"
"voll erwerbstätig","2015","(Fach-)Abitur","1594","0.41159911307127","0.396664228493331","0.426533997649209"
"voll erwerbstätig","2015","(noch) kein Abschluss","131","0.102401160773758","0.0863178539809757","0.11848446756654"
"voll erwerbstätig","2015","AkademikerIn","3115","0.508671169644779","0.496444233997877","0.520898105291682"
"voll erwerbstätig","2015","Hauptschule","2310","0.267834308388842","0.258050712276073","0.277617904501612"
"voll erwerbstätig","2015","Realschule","2736","0.446343674223534","0.434393962983758","0.45829338546331"
"Andere","2016","(Fach-)Abitur","519","0.12911357675946","0.118998814189805","0.139228339329115"
"Andere","2016","(noch) kein Abschluss","221","0.130629449480006","0.116763364622293","0.144495534337719"
"Andere","2016","AkademikerIn","311","0.0415490233772351","0.0366932542165725","0.0464047925378977"
"Andere","2016","Hauptschule","617","0.0702681107075894","0.0645475746919224","0.0759886467232564"
"Andere","2016","Realschule","595","0.0799326819929033","0.0731417154708171","0.0867236485149894"
"nicht erwerbstätig","2016","(Fach-)Abitur","1511","0.296782878852138","0.283002755152145","0.31056300255213"
"nicht erwerbstätig","2016","(noch) kein Abschluss","1833","0.723140907520827","0.704730148076433","0.741551666965222"
"nicht erwerbstätig","2016","AkademikerIn","2277","0.314951740646321","0.303649221264254","0.326254260028387"
"nicht erwerbstätig","2016","Hauptschule","4204","0.556803523496161","0.545685493048123","0.5679215539442"
"nicht erwerbstätig","2016","Realschule","1872","0.32671916213962","0.314974378376641","0.338463945902598"
"Teilzeit","2016","(Fach-)Abitur","731","0.147358814019509","0.136666783523183","0.158050844515835"
"Teilzeit","2016","(noch) kein Abschluss","74","0.0419768205044465","0.0337254968640495","0.0502281441448435"
"Teilzeit","2016","AkademikerIn","1034","0.140507455541918","0.132051485962428","0.148963425121408"
"Teilzeit","2016","Hauptschule","753","0.0935382852379117","0.0870212786926986","0.100055291783125"
"Teilzeit","2016","Realschule","1170","0.149707987653788","0.14077357246065","0.158642402846926"
"voll erwerbstätig","2016","(Fach-)Abitur","1461","0.426744730368893","0.411825477056823","0.441663983680963"
"voll erwerbstätig","2016","(noch) kein Abschluss","141","0.10425282249472","0.0916789955697743","0.116826649419666"
"voll erwerbstätig","2016","AkademikerIn","2866","0.502991780434526","0.490825581875949","0.515157978993104"
"voll erwerbstätig","2016","Hauptschule","2095","0.279390080558337","0.269347754188152","0.289432406928523"
"voll erwerbstätig","2016","Realschule","2489","0.443640168213689","0.431199236423051","0.456081100004327"
"Andere","2017","(Fach-)Abitur","629","0.13077017744753","0.121272832428468","0.140267522466593"
"Andere","2017","(noch) kein Abschluss","266","0.127759589456179","0.11548442470591","0.140034754206449"
"Andere","2017","AkademikerIn","343","0.0487361611300623","0.0437802296739907","0.0536920925861339"
"Andere","2017","Hauptschule","682","0.0787189570317111","0.0728579344180062","0.084579979645416"
"Andere","2017","Realschule","591","0.0769378676034161","0.0707043363021919","0.0831713989046404"
"nicht erwerbstätig","2017","(Fach-)Abitur","1742","0.301114348359406","0.288191765155001","0.314036931563811"
"nicht erwerbstätig","2017","(noch) kein Abschluss","2286","0.722382290206357","0.705915096169445","0.738849484243269"
"nicht erwerbstätig","2017","AkademikerIn","2424","0.296842880142895","0.286327169043798","0.307358591241993"
"nicht erwerbstätig","2017","Hauptschule","4374","0.556898865410195","0.546087581769163","0.567710149051228"
"nicht erwerbstätig","2017","Realschule","2066","0.315345875930998","0.304477171046713","0.326214580815284"
"Teilzeit","2017","(Fach-)Abitur","838","0.163813006801765","0.15338727749858","0.174238736104951"
"Teilzeit","2017","(noch) kein Abschluss","98","0.0373968872212449","0.0304201264372938","0.0443736480051959"
"Teilzeit","2017","AkademikerIn","1177","0.139532915864197","0.131557476743395","0.147508354984998"
"Teilzeit","2017","Hauptschule","821","0.0852174955413174","0.079140891023495","0.0912941000591398"
"Teilzeit","2017","Realschule","1332","0.151903610710919","0.143507942638851","0.160299278782986"
"voll erwerbstätig","2017","(Fach-)Abitur","1632","0.404302467391299","0.390478056095343","0.418126878687255"
"voll erwerbstätig","2017","(noch) kein Abschluss","191","0.112461233116219","0.100843870091564","0.124078596140873"
"voll erwerbstätig","2017","AkademikerIn","3307","0.514888042862846","0.503384634655739","0.526391451069952"
"voll erwerbstätig","2017","Hauptschule","2233","0.279164682016776","0.26940162267074","0.288927741362813"
"voll erwerbstätig","2017","Realschule","3032","0.455812645754667","0.444162911675113","0.467462379834221"
"Andere","2018","(Fach-)Abitur","605","0.12554222921131","0.116016913697244","0.135067544725377"
"Andere","2018","(noch) kein Abschluss","252","0.123250328906778","0.110651096307355","0.135849561506202"
"Andere","2018","AkademikerIn","355","0.0458053628395669","0.04090013416915","0.0507105915099839"
"Andere","2018","Hauptschule","671","0.0832793369454058","0.0770812287534935","0.0894774451373182"
"Andere","2018","Realschule","598","0.0720870015829973","0.0659193827711699","0.0782546203948246"
"nicht erwerbstätig","2018","(Fach-)Abitur","1570","0.29521163687057","0.28209836304275","0.30832491069839"
"nicht erwerbstätig","2018","(noch) kein Abschluss","2013","0.71223162655731","0.694879831773842","0.729583421340778"
"nicht erwerbstätig","2018","AkademikerIn","2235","0.299081641738459","0.288338997242353","0.309824286234566"
"nicht erwerbstätig","2018","Hauptschule","4069","0.548610206782975","0.537447235122904","0.559773178443046"
"nicht erwerbstätig","2018","Realschule","2029","0.316153880270074","0.305065608391835","0.327242152148312"
"Teilzeit","2018","(Fach-)Abitur","851","0.162312767061995","0.151712121342699","0.172913412781291"
"Teilzeit","2018","(noch) kein Abschluss","125","0.0562816571917882","0.0474484812503452","0.0651148331332312"
"Teilzeit","2018","AkademikerIn","1176","0.141796533623685","0.133611686959112","0.149981380288258"
"Teilzeit","2018","Hauptschule","805","0.0921510052191875","0.0856627360239648","0.0986392744144101"
"Teilzeit","2018","Realschule","1312","0.160376526623862","0.151625719697146","0.169127333550577"
"voll erwerbstätig","2018","(Fach-)Abitur","1622","0.416933366856125","0.40275887651891","0.431107857193339"
"voll erwerbstätig","2018","(noch) kein Abschluss","225","0.108236387344123","0.0963288003715646","0.120143974316682"
"voll erwerbstätig","2018","AkademikerIn","3212","0.513316461798288","0.501589148357675","0.525043775238902"
"voll erwerbstätig","2018","Hauptschule","2089","0.275959451052432","0.265932333789053","0.285986568315811"
"voll erwerbstätig","2018","Realschule","2816","0.451382591523067","0.439515545973964","0.46324963707217"
"Andere","2019","(Fach-)Abitur","611","0.123355850156639","0.113952488714368","0.13275921159891"
"Andere","2019","(noch) kein Abschluss","277","0.129574806039233","0.116166757302144","0.142982854776322"
"Andere","2019","AkademikerIn","341","0.0357432819897914","0.0315719202893245","0.0399146436902584"
"Andere","2019","Hauptschule","597","0.0748486147245953","0.068674411877608","0.0810228175715827"
"Andere","2019","Realschule","539","0.0657802931279109","0.0599132164384808","0.071647369817341"
"nicht erwerbstätig","2019","(Fach-)Abitur","1425","0.29180099965089","0.278801919332175","0.304800079969604"
"nicht erwerbstätig","2019","(noch) kein Abschluss","1718","0.670699018711536","0.651936120711556","0.689461916711516"
"nicht erwerbstätig","2019","AkademikerIn","2162","0.298242140468945","0.287962866401486","0.308521414536405"
"nicht erwerbstätig","2019","Hauptschule","3657","0.552671137133161","0.541004935960665","0.564337338305656"
"nicht erwerbstätig","2019","Realschule","2003","0.319091209874862","0.308059286381871","0.330123133367854"
"Teilzeit","2019","(Fach-)Abitur","868","0.166855971698739","0.156194368747526","0.177517574649952"
"Teilzeit","2019","(noch) kein Abschluss","122","0.079280352732612","0.0684937157782305","0.0900669896869936"
"Teilzeit","2019","AkademikerIn","1330","0.150250858570321","0.142222289511439","0.158279427629203"
"Teilzeit","2019","Hauptschule","735","0.0948452352098159","0.0879705662783399","0.101719904141292"
"Teilzeit","2019","Realschule","1293","0.175015061265531","0.166021947802502","0.184008174728561"
"voll erwerbstätig","2019","(Fach-)Abitur","1794","0.417987178493733","0.403883274566817","0.432091082420648"
"voll erwerbstätig","2019","(noch) kein Abschluss","293","0.120445822516619","0.107451108132109","0.133440536901129"
"voll erwerbstätig","2019","AkademikerIn","3776","0.515763718970942","0.504534789446751","0.526992648495133"
"voll erwerbstätig","2019","Hauptschule","1989","0.277635012932428","0.267127545087913","0.288142480776943"
"voll erwerbstätig","2019","Realschule","3023","0.440113435731696","0.428364955595501","0.451861915867891"
"Andere","2020","(Fach-)Abitur","588","0.107692592477214","0.0991706577933104","0.116214527161117"
"Andere","2020","(noch) kein Abschluss","247","0.119599200764032","0.107178785961865","0.132019615566199"
"Andere","2020","AkademikerIn","382","0.0401312937136236","0.0357748528752768","0.0444877345519705"
"Andere","2020","Hauptschule","540","0.0714302729400755","0.0653035874109696","0.0775569584691813"
"Andere","2020","Realschule","521","0.0735697992117322","0.0671384458269074","0.0800011525965569"
"nicht erwerbstätig","2020","(Fach-)Abitur","1533","0.299333149338583","0.286743279817905","0.311923018859262"
"nicht erwerbstätig","2020","(noch) kein Abschluss","1800","0.693151647711138","0.675499084508774","0.710804210913502"
"nicht erwerbstätig","2020","AkademikerIn","2135","0.296238082219979","0.286103224669463","0.306372939770496"
"nicht erwerbstätig","2020","Hauptschule","3523","0.557988013577822","0.546173750636764","0.56980227651888"
"nicht erwerbstätig","2020","Realschule","1932","0.318545693097958","0.30706810922323","0.330023276972687"
"Teilzeit","2020","(Fach-)Abitur","889","0.174027720231022","0.163605026223551","0.184450414238492"
"Teilzeit","2020","(noch) kein Abschluss","142","0.0773804397237939","0.06715319441721","0.0876076850303778"
"Teilzeit","2020","AkademikerIn","1308","0.155456388340254","0.147413729417041","0.163499047263466"
"Teilzeit","2020","Hauptschule","690","0.0959507669152212","0.0889443263804005","0.102957207450042"
"Teilzeit","2020","Realschule","1215","0.170780980072775","0.161510534376071","0.18005142576948"
"voll erwerbstätig","2020","(Fach-)Abitur","2073","0.418946537953181","0.405382925084478","0.432510150821885"
"voll erwerbstätig","2020","(noch) kein Abschluss","433","0.109868711801037","0.0978986664180149","0.121838757184058"
"voll erwerbstätig","2020","AkademikerIn","3972","0.508174235726144","0.497077473432805","0.519270998019483"
"voll erwerbstätig","2020","Hauptschule","2035","0.274630946566881","0.264013222793561","0.285248670340201"
"voll erwerbstätig","2020","Realschule","2662","0.437103527617534","0.424884049577694","0.449323005657374"
