"erwst","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Laendlicher Raum","133","","",""
"nicht erwerbstätig","1999","(noch) kein Abschluss","Staedtischer Raum","413","0.66972323735285","0.632370181420133","0.707076293285567"
"nicht erwerbstätig","1999","AkademikerIn","Laendlicher Raum","196","","",""
"nicht erwerbstätig","1999","AkademikerIn","Staedtischer Raum","272","","",""
"nicht erwerbstätig","1999","Hauptschule","Laendlicher Raum","1120","","",""
"nicht erwerbstätig","1999","Hauptschule","Staedtischer Raum","1963","","",""
"nicht erwerbstätig","1999","Realschule","Laendlicher Raum","398","0.299415519557181","0.276105377222106","0.322725661892256"
"nicht erwerbstätig","1999","Realschule","Staedtischer Raum","565","0.35237447556505","0.330883101329499","0.373865849800601"
"Teilzeit","1999","(Fach-)Abitur","Laendlicher Raum","21","","",""
"Teilzeit","1999","(Fach-)Abitur","Staedtischer Raum","88","0.102644841677445","0.0825471220025438","0.122742561352346"
"Teilzeit","1999","(noch) kein Abschluss","Laendlicher Raum","7","0.0413768744708911","0.0124424273214246","0.0703113216203576"
"Teilzeit","1999","(noch) kein Abschluss","Staedtischer Raum","32","0.0376945540341113","0.0225681665504929","0.0528209415177296"
"Teilzeit","1999","AkademikerIn","Laendlicher Raum","63","0.0975840259091657","0.0758780847321884","0.119289967086143"
"Teilzeit","1999","AkademikerIn","Staedtischer Raum","116","","",""
"Teilzeit","1999","Hauptschule","Laendlicher Raum","133","","",""
"Teilzeit","1999","Hauptschule","Staedtischer Raum","285","","",""
"Teilzeit","1999","Realschule","Laendlicher Raum","148","","",""
"Teilzeit","1999","Realschule","Staedtischer Raum","194","","",""
"voll erwerbstätig","1999","(Fach-)Abitur","Laendlicher Raum","116","","",""
"voll erwerbstätig","1999","(Fach-)Abitur","Staedtischer Raum","362","0.409731060985147","0.377164608907464","0.442297513062831"
"voll erwerbstätig","1999","(noch) kein Abschluss","Laendlicher Raum","33","0.198379246275047","0.140443715356719","0.256314777193374"
"voll erwerbstätig","1999","(noch) kein Abschluss","Staedtischer Raum","134","","",""
"voll erwerbstätig","1999","AkademikerIn","Laendlicher Raum","438","0.538633010690277","0.502169740902199","0.575096280478355"
"voll erwerbstätig","1999","AkademikerIn","Staedtischer Raum","824","0.63146476044072","0.604625146124012","0.658304374757428"
"voll erwerbstätig","1999","Hauptschule","Laendlicher Raum","698","0.302273495833603","0.282441924542666","0.32210506712454"
"voll erwerbstätig","1999","Hauptschule","Staedtischer Raum","1518","","",""
"voll erwerbstätig","1999","Realschule","Laendlicher Raum","797","0.50858146634956","0.483137574192463","0.534025358506657"
"voll erwerbstätig","1999","Realschule","Staedtischer Raum","979","0.474402359124622","0.451937685643006","0.496867032606238"
"Andere","2000","(Fach-)Abitur","Laendlicher Raum","73","0.121627601517848","0.094434608517849","0.148820594517847"
"Andere","2000","(Fach-)Abitur","Staedtischer Raum","196","","",""
"Andere","2000","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Andere","2000","(noch) kein Abschluss","Staedtischer Raum","40","0.0703427055118628","0.0508773517254142","0.0898080592983113"
"Andere","2000","AkademikerIn","Laendlicher Raum","31","0.0292895697909816","0.0197888447309597","0.0387902948510035"
"Andere","2000","AkademikerIn","Staedtischer Raum","54","0.0264814905046814","0.0203192645779306","0.0326437164314321"
"Andere","2000","Hauptschule","Laendlicher Raum","197","","",""
"Andere","2000","Hauptschule","Staedtischer Raum","334","0.0447242648883045","0.0398612641612697","0.0495872656153393"
"Andere","2000","Realschule","Laendlicher Raum","245","","",""
"Andere","2000","Realschule","Staedtischer Raum","294","","",""
"nicht erwerbstätig","2000","(Fach-)Abitur","Laendlicher Raum","225","","",""
"nicht erwerbstätig","2000","(Fach-)Abitur","Staedtischer Raum","691","0.374610662716208","0.352231730748834","0.396989594683581"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Laendlicher Raum","205","","",""
"nicht erwerbstätig","2000","(noch) kein Abschluss","Staedtischer Raum","512","0.743024683343609","0.709763426766023","0.776285939921194"
"nicht erwerbstätig","2000","AkademikerIn","Laendlicher Raum","338","0.32406878870149","0.29769787004893","0.35043970735405"
"nicht erwerbstätig","2000","AkademikerIn","Staedtischer Raum","680","0.276243473987106","0.259082712415596","0.293404235558615"
"nicht erwerbstätig","2000","Hauptschule","Laendlicher Raum","2143","","",""
"nicht erwerbstätig","2000","Hauptschule","Staedtischer Raum","3614","0.544362830973057","0.532645676372844","0.556079985573269"
"nicht erwerbstätig","2000","Realschule","Laendlicher Raum","726","0.281384771225657","0.264309033184094","0.29846050926722"
"nicht erwerbstätig","2000","Realschule","Staedtischer Raum","1154","","",""
"Teilzeit","2000","(Fach-)Abitur","Laendlicher Raum","35","0.0607862696323348","0.0409076345193308","0.0806649047453387"
"Teilzeit","2000","(Fach-)Abitur","Staedtischer Raum","192","","",""
"Teilzeit","2000","(noch) kein Abschluss","Laendlicher Raum","7","0.0277692012649384","0.0076020580572928","0.047936344472584"
"Teilzeit","2000","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Teilzeit","2000","AkademikerIn","Laendlicher Raum","117","","",""
"Teilzeit","2000","AkademikerIn","Staedtischer Raum","288","","",""
"Teilzeit","2000","Hauptschule","Laendlicher Raum","264","","",""
"Teilzeit","2000","Hauptschule","Staedtischer Raum","585","0.0811108748065303","0.0746878521431647","0.0875338974698958"
"Teilzeit","2000","Realschule","Laendlicher Raum","276","","",""
"Teilzeit","2000","Realschule","Staedtischer Raum","447","0.11427234455091","0.103915802876903","0.124628886224917"
"voll erwerbstätig","2000","(Fach-)Abitur","Laendlicher Raum","222","","",""
"voll erwerbstätig","2000","(Fach-)Abitur","Staedtischer Raum","718","0.410741687238126","0.387995358952395","0.433488015523856"
"voll erwerbstätig","2000","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"voll erwerbstätig","2000","(noch) kein Abschluss","Staedtischer Raum","91","0.159135394666199","0.131291001616538","0.18697978771586"
"voll erwerbstätig","2000","AkademikerIn","Laendlicher Raum","724","0.554733075223503","0.526729875725067","0.582736274721939"
"voll erwerbstätig","2000","AkademikerIn","Staedtischer Raum","1586","","",""
"voll erwerbstätig","2000","Hauptschule","Laendlicher Raum","1135","","",""
"voll erwerbstätig","2000","Hauptschule","Staedtischer Raum","2407","","",""
"voll erwerbstätig","2000","Realschule","Laendlicher Raum","1417","","",""
"voll erwerbstätig","2000","Realschule","Staedtischer Raum","1730","","",""
"Andere","2001","(Fach-)Abitur","Laendlicher Raum","90","0.164407574668044","0.132611683771798","0.196203465564289"
"Andere","2001","(Fach-)Abitur","Staedtischer Raum","195","","",""
"Andere","2001","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Andere","2001","(noch) kein Abschluss","Staedtischer Raum","65","0.123633376406115","0.0975335111400577","0.149733241672173"
"Andere","2001","AkademikerIn","Laendlicher Raum","20","","",""
"Andere","2001","AkademikerIn","Staedtischer Raum","58","0.029541975049031","0.0228070635816392","0.0362768865164228"
"Andere","2001","Hauptschule","Laendlicher Raum","192","","",""
"Andere","2001","Hauptschule","Staedtischer Raum","293","","",""
"Andere","2001","Realschule","Laendlicher Raum","199","","",""
"Andere","2001","Realschule","Staedtischer Raum","292","","",""
"nicht erwerbstätig","2001","(Fach-)Abitur","Laendlicher Raum","211","","",""
"nicht erwerbstätig","2001","(Fach-)Abitur","Staedtischer Raum","646","0.384920340549338","0.361790387904","0.408050293194677"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Laendlicher Raum","218","","",""
"nicht erwerbstätig","2001","(noch) kein Abschluss","Staedtischer Raum","456","0.725185697025229","0.689788264144085","0.760583129906373"
"nicht erwerbstätig","2001","AkademikerIn","Laendlicher Raum","325","0.333806447007205","0.306213427025554","0.361399466988856"
"nicht erwerbstätig","2001","AkademikerIn","Staedtischer Raum","646","0.284237284805316","0.266296195472423","0.302178374138209"
"nicht erwerbstätig","2001","Hauptschule","Laendlicher Raum","1919","","",""
"nicht erwerbstätig","2001","Hauptschule","Staedtischer Raum","3158","0.543604118384706","0.531093253564736","0.556114983204677"
"nicht erwerbstätig","2001","Realschule","Laendlicher Raum","658","0.288764450574406","0.270671134877168","0.306857766271644"
"nicht erwerbstätig","2001","Realschule","Staedtischer Raum","1057","","",""
"Teilzeit","2001","(Fach-)Abitur","Laendlicher Raum","32","0.0525576213613267","0.033414749435589","0.0717004932870644"
"Teilzeit","2001","(Fach-)Abitur","Staedtischer Raum","186","","",""
"Teilzeit","2001","(noch) kein Abschluss","Laendlicher Raum","5","0.0200021962092573","0.00298402808396306","0.0370203643345515"
"Teilzeit","2001","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Teilzeit","2001","AkademikerIn","Laendlicher Raum","119","","",""
"Teilzeit","2001","AkademikerIn","Staedtischer Raum","258","","",""
"Teilzeit","2001","Hauptschule","Laendlicher Raum","223","","",""
"Teilzeit","2001","Hauptschule","Staedtischer Raum","504","0.0792739529640091","0.0724880823297154","0.0860598235983027"
"Teilzeit","2001","Realschule","Laendlicher Raum","265","","",""
"Teilzeit","2001","Realschule","Staedtischer Raum","438","0.118300680002294","0.107391793928622","0.129209566075967"
"voll erwerbstätig","2001","(Fach-)Abitur","Laendlicher Raum","189","","",""
"voll erwerbstätig","2001","(Fach-)Abitur","Staedtischer Raum","673","0.394736851939514","0.371501482444683","0.417972221434345"
"voll erwerbstätig","2001","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"voll erwerbstätig","2001","(noch) kein Abschluss","Staedtischer Raum","68","0.126314666581832","0.0999736884032651","0.152655644760399"
"voll erwerbstätig","2001","AkademikerIn","Laendlicher Raum","658","0.535927157872842","0.506746329105323","0.565107986640362"
"voll erwerbstätig","2001","AkademikerIn","Staedtischer Raum","1466","","",""
"voll erwerbstätig","2001","Hauptschule","Laendlicher Raum","970","0.287590408080862","0.272156349321832","0.303024466839891"
"voll erwerbstätig","2001","Hauptschule","Staedtischer Raum","2134","","",""
"voll erwerbstätig","2001","Realschule","Laendlicher Raum","1288","","",""
"voll erwerbstätig","2001","Realschule","Staedtischer Raum","1580","","",""
"Andere","2002","(Fach-)Abitur","Laendlicher Raum","89","0.132671914657815","0.105300119046242","0.160043710269388"
"Andere","2002","(Fach-)Abitur","Staedtischer Raum","225","","",""
"Andere","2002","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Andere","2002","(noch) kein Abschluss","Staedtischer Raum","56","0.0811050610226612","0.060230261480077","0.101979860565245"
"Andere","2002","AkademikerIn","Laendlicher Raum","32","0.026729693924171","0.0180743584418684","0.0353850294064735"
"Andere","2002","AkademikerIn","Staedtischer Raum","77","0.0297770884978898","0.0239108446679753","0.0356433323278042"
"Andere","2002","Hauptschule","Laendlicher Raum","188","","",""
"Andere","2002","Hauptschule","Staedtischer Raum","293","","",""
"Andere","2002","Realschule","Laendlicher Raum","193","","",""
"Andere","2002","Realschule","Staedtischer Raum","296","","",""
"nicht erwerbstätig","2002","(Fach-)Abitur","Laendlicher Raum","242","","",""
"nicht erwerbstätig","2002","(Fach-)Abitur","Staedtischer Raum","698","0.389659056911045","0.367532139693023","0.411785974129066"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Laendlicher Raum","217","","",""
"nicht erwerbstätig","2002","(noch) kein Abschluss","Staedtischer Raum","517","0.777881714785627","0.746097290919409","0.809666138651846"
"nicht erwerbstätig","2002","AkademikerIn","Laendlicher Raum","365","0.34460198592874","0.319099552371774","0.370104419485705"
"nicht erwerbstätig","2002","AkademikerIn","Staedtischer Raum","783","0.297794403871734","0.28201198226668","0.313576825476788"
"nicht erwerbstätig","2002","Hauptschule","Laendlicher Raum","1838","","",""
"nicht erwerbstätig","2002","Hauptschule","Staedtischer Raum","3078","0.559798963401993","0.547016916081877","0.57258101072211"
"nicht erwerbstätig","2002","Realschule","Laendlicher Raum","694","0.303151228365722","0.284823925296114","0.32147853143533"
"nicht erwerbstätig","2002","Realschule","Staedtischer Raum","1135","","",""
"Teilzeit","2002","(Fach-)Abitur","Laendlicher Raum","44","0.0642659078784121","0.0444785123419478","0.0840533034148764"
"Teilzeit","2002","(Fach-)Abitur","Staedtischer Raum","214","","",""
"Teilzeit","2002","(noch) kein Abschluss","Laendlicher Raum","5","0.0243198914430515","0.00530112425674471","0.0433386586293583"
"Teilzeit","2002","(noch) kein Abschluss","Staedtischer Raum","27","","",""
"Teilzeit","2002","AkademikerIn","Laendlicher Raum","138","","",""
"Teilzeit","2002","AkademikerIn","Staedtischer Raum","366","0.101976113926404","0.0915318844661632","0.112420343386645"
"Teilzeit","2002","Hauptschule","Laendlicher Raum","218","","",""
"Teilzeit","2002","Hauptschule","Staedtischer Raum","482","0.0773771263229591","0.0704973035210043","0.084256949124914"
"Teilzeit","2002","Realschule","Laendlicher Raum","286","","",""
"Teilzeit","2002","Realschule","Staedtischer Raum","496","0.120580403413047","0.109904435675467","0.131256371150627"
"voll erwerbstätig","2002","(Fach-)Abitur","Laendlicher Raum","215","","",""
"voll erwerbstätig","2002","(Fach-)Abitur","Staedtischer Raum","729","0.393084949185177","0.370923434865933","0.415246463504421"
"voll erwerbstätig","2002","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"voll erwerbstätig","2002","(noch) kein Abschluss","Staedtischer Raum","57","0.100801720387567","0.0777805652227008","0.123822875552433"
"voll erwerbstätig","2002","AkademikerIn","Laendlicher Raum","799","0.526370103409279","0.499576240094765","0.553163966723793"
"voll erwerbstätig","2002","AkademikerIn","Staedtischer Raum","1999","","",""
"voll erwerbstätig","2002","Hauptschule","Laendlicher Raum","881","0.271161233098731","0.255574589227558","0.286747876969905"
"voll erwerbstätig","2002","Hauptschule","Staedtischer Raum","1941","","",""
"voll erwerbstätig","2002","Realschule","Laendlicher Raum","1243","","",""
"voll erwerbstätig","2002","Realschule","Staedtischer Raum","1647","","",""
"Andere","2003","(Fach-)Abitur","Laendlicher Raum","90","0.155733913480631","0.125940296613607","0.185527530347655"
"Andere","2003","(Fach-)Abitur","Staedtischer Raum","224","","",""
"Andere","2003","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Andere","2003","(noch) kein Abschluss","Staedtischer Raum","46","0.0796495291405998","0.0586074931546877","0.100691565126512"
"Andere","2003","AkademikerIn","Laendlicher Raum","32","0.0276797149426978","0.0186783528199359","0.0366810770654598"
"Andere","2003","AkademikerIn","Staedtischer Raum","85","0.0352845627604069","0.0287666916612816","0.0418024338595323"
"Andere","2003","Hauptschule","Laendlicher Raum","185","","",""
"Andere","2003","Hauptschule","Staedtischer Raum","272","","",""
"Andere","2003","Realschule","Laendlicher Raum","172","","",""
"Andere","2003","Realschule","Staedtischer Raum","278","","",""
"nicht erwerbstätig","2003","(Fach-)Abitur","Laendlicher Raum","223","","",""
"nicht erwerbstätig","2003","(Fach-)Abitur","Staedtischer Raum","691","0.393409934548713","0.371095211312618","0.415724657784808"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Laendlicher Raum","227","","",""
"nicht erwerbstätig","2003","(noch) kein Abschluss","Staedtischer Raum","522","0.781989623333518","0.749900443957373","0.814078802709663"
"nicht erwerbstätig","2003","AkademikerIn","Laendlicher Raum","369","0.35804781648587","0.331742434733093","0.384353198238648"
"nicht erwerbstätig","2003","AkademikerIn","Staedtischer Raum","812","0.303791899203432","0.287544965291774","0.32003883311509"
"nicht erwerbstätig","2003","Hauptschule","Laendlicher Raum","1759","","",""
"nicht erwerbstätig","2003","Hauptschule","Staedtischer Raum","3019","0.574969498239245","0.561924949762739","0.588014046715752"
"nicht erwerbstätig","2003","Realschule","Laendlicher Raum","684","0.304690940773916","0.286033823026936","0.323348058520896"
"nicht erwerbstätig","2003","Realschule","Staedtischer Raum","1126","","",""
"Teilzeit","2003","(Fach-)Abitur","Laendlicher Raum","42","0.0673878047647252","0.0467894204192555","0.087986189110195"
"Teilzeit","2003","(Fach-)Abitur","Staedtischer Raum","228","","",""
"Teilzeit","2003","(noch) kein Abschluss","Laendlicher Raum","4","0.0222881808670566","0.00441342208937561","0.0401629396447376"
"Teilzeit","2003","(noch) kein Abschluss","Staedtischer Raum","15","","",""
"Teilzeit","2003","AkademikerIn","Laendlicher Raum","138","","",""
"Teilzeit","2003","AkademikerIn","Staedtischer Raum","374","0.102394469555317","0.0916843382960937","0.11310460081454"
"Teilzeit","2003","Hauptschule","Laendlicher Raum","204","","",""
"Teilzeit","2003","Hauptschule","Staedtischer Raum","447","0.0737503331905066","0.0668536127083736","0.0806470536726395"
"Teilzeit","2003","Realschule","Laendlicher Raum","315","0.128887669342426","0.115305516809051","0.142469821875801"
"Teilzeit","2003","Realschule","Staedtischer Raum","492","0.124281962438806","0.113267161493817","0.135296763383794"
"voll erwerbstätig","2003","(Fach-)Abitur","Laendlicher Raum","214","","",""
"voll erwerbstätig","2003","(Fach-)Abitur","Staedtischer Raum","698","0.379671953838593","0.357503461208564","0.401840446468623"
"voll erwerbstätig","2003","(noch) kein Abschluss","Laendlicher Raum","9","0.0534191518841625","0.0261905842165476","0.0806477195517774"
"voll erwerbstätig","2003","(noch) kein Abschluss","Staedtischer Raum","53","0.107025805719816","0.0829997079247724","0.13105190351486"
"voll erwerbstätig","2003","AkademikerIn","Laendlicher Raum","737","0.506481085800757","0.479049161701059","0.533913009900455"
"voll erwerbstätig","2003","AkademikerIn","Staedtischer Raum","1807","","",""
"voll erwerbstätig","2003","Hauptschule","Laendlicher Raum","793","0.258932864329045","0.243101332314667","0.274764396343422"
"voll erwerbstätig","2003","Hauptschule","Staedtischer Raum","1779","","",""
"voll erwerbstätig","2003","Realschule","Laendlicher Raum","1167","","",""
"voll erwerbstätig","2003","Realschule","Staedtischer Raum","1550","","",""
"Andere","2004","(Fach-)Abitur","Laendlicher Raum","85","0.14195441153697","0.113303378104927","0.170605444969013"
"Andere","2004","(Fach-)Abitur","Staedtischer Raum","230","","",""
"Andere","2004","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Andere","2004","(noch) kein Abschluss","Staedtischer Raum","38","0.0645317135705008","0.045643427750767","0.0834199993902346"
"Andere","2004","AkademikerIn","Laendlicher Raum","40","0.0347761065553714","0.0246759276859806","0.0448762854247621"
"Andere","2004","AkademikerIn","Staedtischer Raum","94","0.0344833504526408","0.0279874444130994","0.0409792564921821"
"Andere","2004","Hauptschule","Laendlicher Raum","180","","",""
"Andere","2004","Hauptschule","Staedtischer Raum","265","","",""
"Andere","2004","Realschule","Laendlicher Raum","189","","",""
"Andere","2004","Realschule","Staedtischer Raum","290","","",""
"nicht erwerbstätig","2004","(Fach-)Abitur","Laendlicher Raum","230","","",""
"nicht erwerbstätig","2004","(Fach-)Abitur","Staedtischer Raum","673","0.369144115546302","0.347022183729736","0.391266047362869"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Laendlicher Raum","230","","",""
"nicht erwerbstätig","2004","(noch) kein Abschluss","Staedtischer Raum","546","0.82020204044024","0.790680146559341","0.849723934321138"
"nicht erwerbstätig","2004","AkademikerIn","Laendlicher Raum","376","0.366719927602497","0.340153098611435","0.393286756593559"
"nicht erwerbstätig","2004","AkademikerIn","Staedtischer Raum","796","0.311915709882373","0.295422903199824","0.328408516564921"
"nicht erwerbstätig","2004","Hauptschule","Laendlicher Raum","1690","","",""
"nicht erwerbstätig","2004","Hauptschule","Staedtischer Raum","2920","","",""
"nicht erwerbstätig","2004","Realschule","Laendlicher Raum","689","0.329316714380285","0.310085043738187","0.348548385022383"
"nicht erwerbstätig","2004","Realschule","Staedtischer Raum","1092","","",""
"Teilzeit","2004","(Fach-)Abitur","Laendlicher Raum","53","0.0802395320464991","0.0579376134408471","0.102541450652151"
"Teilzeit","2004","(Fach-)Abitur","Staedtischer Raum","223","","",""
"Teilzeit","2004","(noch) kein Abschluss","Laendlicher Raum","5","0.0275834914286491","0.00763780491166207","0.0475291779456362"
"Teilzeit","2004","(noch) kein Abschluss","Staedtischer Raum","15","","",""
"Teilzeit","2004","AkademikerIn","Laendlicher Raum","140","","",""
"Teilzeit","2004","AkademikerIn","Staedtischer Raum","359","0.0993137772251572","0.0886663021380727","0.109961252312242"
"Teilzeit","2004","Hauptschule","Laendlicher Raum","188","","",""
"Teilzeit","2004","Hauptschule","Staedtischer Raum","442","0.0782256626329282","0.0709709813444937","0.0854803439213628"
"Teilzeit","2004","Realschule","Laendlicher Raum","291","","",""
"Teilzeit","2004","Realschule","Staedtischer Raum","459","0.119434476756437","0.108418148002699","0.130450805510174"
"voll erwerbstätig","2004","(Fach-)Abitur","Laendlicher Raum","202","","",""
"voll erwerbstätig","2004","(Fach-)Abitur","Staedtischer Raum","702","0.394514862869973","0.372109941531283","0.416919784208664"
"voll erwerbstätig","2004","(noch) kein Abschluss","Laendlicher Raum","9","0.0609683001540135","0.0318282443548089","0.0901083559532181"
"voll erwerbstätig","2004","(noch) kein Abschluss","Staedtischer Raum","51","0.0950091751809578","0.072466976424286","0.11755137393763"
"voll erwerbstätig","2004","AkademikerIn","Laendlicher Raum","708","0.493377331516002","0.46581560246888","0.520939060563125"
"voll erwerbstätig","2004","AkademikerIn","Staedtischer Raum","1782","","",""
"voll erwerbstätig","2004","Hauptschule","Laendlicher Raum","752","0.259619224536471","0.243408929400812","0.27582951967213"
"voll erwerbstätig","2004","Hauptschule","Staedtischer Raum","1636","","",""
"voll erwerbstätig","2004","Realschule","Laendlicher Raum","1125","","",""
"voll erwerbstätig","2004","Realschule","Staedtischer Raum","1488","","",""
"Andere","2005","(Fach-)Abitur","Laendlicher Raum","85","0.148492919106346","0.118856035833347","0.178129802379345"
"Andere","2005","(Fach-)Abitur","Staedtischer Raum","211","","",""
"Andere","2005","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Andere","2005","(noch) kein Abschluss","Staedtischer Raum","45","0.0773581777558805","0.0567245856380124","0.0979917698737486"
"Andere","2005","AkademikerIn","Laendlicher Raum","47","0.0451188754751366","0.0334859579178222","0.0567517930324511"
"Andere","2005","AkademikerIn","Staedtischer Raum","105","","",""
"Andere","2005","Hauptschule","Laendlicher Raum","156","","",""
"Andere","2005","Hauptschule","Staedtischer Raum","281","","",""
"Andere","2005","Realschule","Laendlicher Raum","162","","",""
"Andere","2005","Realschule","Staedtischer Raum","277","","",""
"nicht erwerbstätig","2005","(Fach-)Abitur","Laendlicher Raum","232","","",""
"nicht erwerbstätig","2005","(Fach-)Abitur","Staedtischer Raum","636","0.360175633012937","0.337639108108682","0.382712157917193"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Laendlicher Raum","239","","",""
"nicht erwerbstätig","2005","(noch) kein Abschluss","Staedtischer Raum","540","0.801731728388279","0.77093913244911","0.832524324327448"
"nicht erwerbstätig","2005","AkademikerIn","Laendlicher Raum","368","0.34612459069042","0.319462230414837","0.372786950966002"
"nicht erwerbstätig","2005","AkademikerIn","Staedtischer Raum","838","0.321068433135382","0.304200387585611","0.337936478685154"
"nicht erwerbstätig","2005","Hauptschule","Laendlicher Raum","1615","","",""
"nicht erwerbstätig","2005","Hauptschule","Staedtischer Raum","2777","","",""
"nicht erwerbstätig","2005","Realschule","Laendlicher Raum","657","0.319957452550446","0.300416786253507","0.339498118847386"
"nicht erwerbstätig","2005","Realschule","Staedtischer Raum","1050","","",""
"Teilzeit","2005","(Fach-)Abitur","Laendlicher Raum","48","0.0864825060672531","0.0630559691555896","0.109909042978917"
"Teilzeit","2005","(Fach-)Abitur","Staedtischer Raum","219","","",""
"Teilzeit","2005","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teilzeit","2005","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Teilzeit","2005","AkademikerIn","Laendlicher Raum","141","","",""
"Teilzeit","2005","AkademikerIn","Staedtischer Raum","346","0.106385950914174","0.0952463381567795","0.117525563671568"
"Teilzeit","2005","Hauptschule","Laendlicher Raum","177","","",""
"Teilzeit","2005","Hauptschule","Staedtischer Raum","409","0.080729523547406","0.0731351730555478","0.0883238740392642"
"Teilzeit","2005","Realschule","Laendlicher Raum","285","","",""
"Teilzeit","2005","Realschule","Staedtischer Raum","434","0.115182750066759","0.10411658140776","0.126248918725758"
"voll erwerbstätig","2005","(Fach-)Abitur","Laendlicher Raum","188","","",""
"voll erwerbstätig","2005","(Fach-)Abitur","Staedtischer Raum","677","0.397734363597321","0.374757539626419","0.420711187568224"
"voll erwerbstätig","2005","(noch) kein Abschluss","Laendlicher Raum","8","0.07964715236721","0.0468005733697813","0.112493731364639"
"voll erwerbstätig","2005","(noch) kein Abschluss","Staedtischer Raum","39","0.079088749778867","0.0582452135369332","0.0999322860208007"
"voll erwerbstätig","2005","AkademikerIn","Laendlicher Raum","667","0.497456765647029","0.469434757906813","0.525478773387244"
"voll erwerbstätig","2005","AkademikerIn","Staedtischer Raum","1654","","",""
"voll erwerbstätig","2005","Hauptschule","Laendlicher Raum","680","0.263110696256542","0.24627598046896","0.279945412044124"
"voll erwerbstätig","2005","Hauptschule","Staedtischer Raum","1476","","",""
"voll erwerbstätig","2005","Realschule","Laendlicher Raum","1085","","",""
"voll erwerbstätig","2005","Realschule","Staedtischer Raum","1436","","",""
"Andere","2006","(Fach-)Abitur","Laendlicher Raum","85","0.141593418298885","0.113697509244618","0.169489327353152"
"Andere","2006","(Fach-)Abitur","Staedtischer Raum","212","","",""
"Andere","2006","(noch) kein Abschluss","Laendlicher Raum","36","0.105665061737507","0.0691325575098219","0.142197565965192"
"Andere","2006","(noch) kein Abschluss","Staedtischer Raum","89","0.132713170362202","0.106029800341143","0.15939654038326"
"Andere","2006","AkademikerIn","Laendlicher Raum","45","0.0343490960485124","0.0246122974132418","0.044085894683783"
"Andere","2006","AkademikerIn","Staedtischer Raum","128","","",""
"Andere","2006","Hauptschule","Laendlicher Raum","196","","",""
"Andere","2006","Hauptschule","Staedtischer Raum","277","","",""
"Andere","2006","Realschule","Laendlicher Raum","212","","",""
"Andere","2006","Realschule","Staedtischer Raum","292","","",""
"nicht erwerbstätig","2006","(Fach-)Abitur","Laendlicher Raum","244","","",""
"nicht erwerbstätig","2006","(Fach-)Abitur","Staedtischer Raum","718","0.388488469504197","0.366308163887559","0.410668775120834"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Laendlicher Raum","223","","",""
"nicht erwerbstätig","2006","(noch) kein Abschluss","Staedtischer Raum","482","0.764837356572366","0.731481584039905","0.798193129104828"
"nicht erwerbstätig","2006","AkademikerIn","Laendlicher Raum","446","0.382016809856159","0.356040466007436","0.407993153704881"
"nicht erwerbstätig","2006","AkademikerIn","Staedtischer Raum","942","0.310653078904225","0.294701561944513","0.326604595863937"
"nicht erwerbstätig","2006","Hauptschule","Laendlicher Raum","1789","","",""
"nicht erwerbstätig","2006","Hauptschule","Staedtischer Raum","3014","0.580021547326917","0.566636384875445","0.593406709778388"
"nicht erwerbstätig","2006","Realschule","Laendlicher Raum","748","0.318492557737169","0.299899775405412","0.337085340068926"
"nicht erwerbstätig","2006","Realschule","Staedtischer Raum","1145","","",""
"Teilzeit","2006","(Fach-)Abitur","Laendlicher Raum","57","0.0813975357005545","0.059517808777527","0.103277262623582"
"Teilzeit","2006","(Fach-)Abitur","Staedtischer Raum","238","","",""
"Teilzeit","2006","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teilzeit","2006","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Teilzeit","2006","AkademikerIn","Laendlicher Raum","157","","",""
"Teilzeit","2006","AkademikerIn","Staedtischer Raum","385","0.104712352424236","0.0941581482092188","0.115266556639253"
"Teilzeit","2006","Hauptschule","Laendlicher Raum","203","","",""
"Teilzeit","2006","Hauptschule","Staedtischer Raum","430","0.0765197112732142","0.0693104866983487","0.0837289358480797"
