year,bula_h,sex,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hesse,female,Almost impossible,0.02683,56,228,0.00581,0.04785
2017,"Rhineland-Palatinate, Saarland",male,Difficult,0.03322,70,70,-0.00907,0.07550
2017,"Rhineland-Palatinate, Saarland",female,Difficult,0.05376,79,127,0.01438,0.09315
2017,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.01975,48,127,-0.00454,0.04405
2017,Baden-Wuerttemberg,male,Easy,0.02252,55,193,0.00153,0.04350
2017,Baden-Wuerttemberg,male,Difficult,0.03668,138,193,0.01009,0.06327
2017,Baden-Wuerttemberg,female,Easy,0.02990,71,314,0.01103,0.04877
2017,Baden-Wuerttemberg,female,Difficult,0.03944,172,314,0.01787,0.06100
2017,Baden-Wuerttemberg,female,Almost impossible,0.02228,71,314,0.00593,0.03863
2017,Bavaria,male,Easy,0.01744,75,218,0.00003,0.03486
2017,Bavaria,male,Difficult,0.02089,107,218,0.00186,0.03992
2017,Bavaria,male,Almost impossible,0.01748,36,218,0.00004,0.03492
2017,Bavaria,female,Easy,0.02951,109,355,0.01188,0.04714
2017,Bavaria,female,Difficult,0.03810,177,355,0.01816,0.05805
2017,Bavaria,female,Almost impossible,0.01493,69,355,0.00230,0.02756
2017,Berlin,male,Difficult,0.09217,52,52,0.01278,0.17157
2017,Berlin,female,Difficult,0.04990,58,58,-0.00663,0.10643
2017,Brandenburg,male,Difficult,0.04841,54,54,-0.00938,0.10619
2017,Brandenburg,female,Difficult,0.05620,61,93,0.00914,0.10326
2017,Brandenburg,female,Almost impossible,0.02075,32,93,-0.00838,0.04988
2017,Saxony,male,Easy,0.02692,32,103,-0.00449,0.05833
2017,Saxony,male,Difficult,0.05692,71,103,0.01196,0.10188
2017,Saxony,female,Easy,0.02748,40,134,-0.00030,0.05526
2017,Saxony,female,Difficult,0.06017,94,134,0.01976,0.10059
2017,Saxony-Anhalt,male,Difficult,0.05409,41,41,-0.01601,0.12418
2017,Saxony-Anhalt,female,Difficult,0.05355,61,101,0.00942,0.09767
2017,Saxony-Anhalt,female,Almost impossible,0.02704,40,101,-0.00475,0.05883
2017,Thuringa,male,Difficult,0.07185,42,42,-0.00720,0.15090
2017,Thuringa,female,Difficult,0.04434,44,44,-0.01719,0.10586
2018,Schleswig-Holstein,male,Difficult,0.02028,58,58,-0.01631,0.05688
2018,Schleswig-Holstein,female,Difficult,0.02518,53,89,-0.00756,0.05791
2018,Schleswig-Holstein,female,Almost impossible,0.02857,36,89,-0.00624,0.06338
2018,Hamburg,female,Difficult,0.06995,31,31,-0.02132,0.16122
2018,Lower Saxony,male,Easy,0.01233,46,240,-0.00166,0.02632
2018,Lower Saxony,male,Difficult,0.04170,158,240,0.01636,0.06705
2018,Lower Saxony,male,Almost impossible,0.01588,36,240,0.00003,0.03174
2018,Lower Saxony,female,Easy,0.01592,59,360,0.00297,0.02886
2018,Lower Saxony,female,Difficult,0.05313,225,360,0.02993,0.07634
2018,Lower Saxony,female,Almost impossible,0.02065,76,360,0.00594,0.03536
2018,North Rhine-Westphalia,male,Easy,0.02280,134,575,0.01059,0.03501
2018,North Rhine-Westphalia,male,Difficult,0.04663,356,575,0.02938,0.06388
2018,North Rhine-Westphalia,male,Almost impossible,0.02279,85,575,0.01058,0.03499
2018,North Rhine-Westphalia,female,Easy,0.02773,170,739,0.01588,0.03957
2018,North Rhine-Westphalia,female,Difficult,0.04907,424,739,0.03349,0.06466
2018,North Rhine-Westphalia,female,Almost impossible,0.02081,145,739,0.01051,0.03111
2018,Hesse,male,Easy,0.04824,70,183,0.01711,0.07937
2018,Hesse,male,Difficult,0.03537,113,183,0.00853,0.06221
2018,Hesse,female,Easy,0.04004,64,269,0.01657,0.06351
2018,Hesse,female,Difficult,0.05991,145,269,0.03150,0.08833
2018,Hesse,female,Almost impossible,0.02189,60,269,0.00437,0.03941
2018,"Rhineland-Palatinate, Saarland",male,Difficult,0.01939,70,70,-0.01315,0.05192
2018,"Rhineland-Palatinate, Saarland",female,Easy,0.02679,37,170,0.00244,0.05113
2018,"Rhineland-Palatinate, Saarland",female,Difficult,0.05069,86,170,0.01762,0.08376
2018,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.01689,47,170,-0.00254,0.03632
2018,Baden-Wuerttemberg,male,Easy,0.01793,62,189,-0.00104,0.03690
2018,Baden-Wuerttemberg,male,Difficult,0.03236,127,189,0.00706,0.05765
2018,Baden-Wuerttemberg,female,Easy,0.04120,95,313,0.01914,0.06325
2018,Baden-Wuerttemberg,female,Difficult,0.04590,161,313,0.02268,0.06912
2018,Baden-Wuerttemberg,female,Almost impossible,0.01733,57,313,0.00285,0.03181
2018,Bavaria,male,Easy,0.01480,57,229,-0.00087,0.03047
2018,Bavaria,male,Difficult,0.02764,136,229,0.00636,0.04892
2018,Bavaria,male,Almost impossible,0.01249,36,229,-0.00192,0.02691
2018,Bavaria,female,Easy,0.02503,111,366,0.00900,0.04105
2018,Bavaria,female,Difficult,0.04314,191,366,0.02230,0.06398
2018,Bavaria,female,Almost impossible,0.01319,64,366,0.00149,0.02490
2018,Berlin,male,Difficult,0.08610,65,65,0.01738,0.15483
2018,Berlin,female,Easy,0.04595,32,99,0.00450,0.08740
2018,Berlin,female,Difficult,0.05052,67,99,0.00715,0.09388
2018,Brandenburg,male,Difficult,0.05056,61,61,-0.00488,0.10599
2018,Brandenburg,female,Difficult,0.04237,43,43,-0.01855,0.10330
2018,Saxony,male,Difficult,0.03748,67,67,-0.00834,0.08330
2018,Saxony,female,Easy,0.03462,42,166,0.00672,0.06251
2018,Saxony,female,Difficult,0.03669,91,166,0.00800,0.06538
2018,Saxony,female,Almost impossible,0.01670,33,166,-0.00285,0.03625
2018,Saxony-Anhalt,male,Difficult,0.08094,54,54,0.00751,0.15437
2018,Saxony-Anhalt,female,Difficult,0.06606,77,77,0.01022,0.12190
2018,Thuringa,male,Difficult,0.06277,43,43,-0.01059,0.13612
2018,Thuringa,female,Difficult,0.03893,43,77,-0.00456,0.08242
2018,Thuringa,female,Almost impossible,0.03903,34,77,-0.00451,0.08257
2019,Schleswig-Holstein,male,Difficult,0.01518,57,57,-0.01684,0.04720
2019,Schleswig-Holstein,female,Difficult,0.03204,61,61,-0.01252,0.07660
2019,Lower Saxony,male,Easy,0.02654,50,181,0.00306,0.05002
2019,Lower Saxony,male,Difficult,0.04929,131,181,0.01767,0.08092
2019,Lower Saxony,female,Easy,0.02757,74,299,0.00898,0.04616
2019,Lower Saxony,female,Difficult,0.05271,191,299,0.02734,0.07808
2019,Lower Saxony,female,Almost impossible,0.01537,34,299,0.00140,0.02934
2019,Bremen,female,Difficult,0.04229,34,34,-0.02638,0.11095
2019,North Rhine-Westphalia,male,Easy,0.02014,123,470,0.00743,0.03286
2019,North Rhine-Westphalia,male,Difficult,0.04431,289,470,0.02569,0.06294
2019,North Rhine-Westphalia,male,Almost impossible,0.01781,58,470,0.00584,0.02977
2019,North Rhine-Westphalia,female,Easy,0.02625,160,645,0.01390,0.03860
2019,North Rhine-Westphalia,female,Difficult,0.05093,374,645,0.03395,0.06791
2019,North Rhine-Westphalia,female,Almost impossible,0.02118,111,645,0.01006,0.03230
2019,Hesse,male,Easy,0.03648,44,132,0.00437,0.06858
2019,Hesse,male,Difficult,0.02460,88,132,-0.00193,0.05112
2019,Hesse,female,Easy,0.04162,45,197,0.01366,0.06959
2019,Hesse,female,Difficult,0.04764,118,197,0.01782,0.07747
2019,Hesse,female,Almost impossible,0.02469,34,197,0.00297,0.04642
2019,"Rhineland-Palatinate, Saarland",male,Difficult,0.02531,64,64,-0.01348,0.06410
2019,"Rhineland-Palatinate, Saarland",female,Difficult,0.04573,84,121,0.00835,0.08311
2019,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.02521,37,121,-0.00284,0.05325
2019,Baden-Wuerttemberg,male,Easy,0.01747,53,153,-0.00336,0.03830
2019,Baden-Wuerttemberg,male,Difficult,0.03578,100,153,0.00625,0.06531
2019,Baden-Wuerttemberg,female,Easy,0.03680,92,307,0.01571,0.05790
2019,Baden-Wuerttemberg,female,Difficult,0.04555,160,307,0.02219,0.06892
2019,Baden-Wuerttemberg,female,Almost impossible,0.01793,55,307,0.00306,0.03280
2019,Bavaria,male,Easy,0.01413,64,172,-0.00356,0.03182
2019,Bavaria,male,Difficult,0.02930,108,172,0.00402,0.05458
2019,Bavaria,female,Easy,0.02850,107,320,0.01024,0.04676
2019,Bavaria,female,Difficult,0.03261,169,320,0.01312,0.05210
2019,Bavaria,female,Almost impossible,0.01519,44,320,0.00177,0.02861
2019,Berlin,male,Difficult,0.05675,45,45,-0.01162,0.12511
2019,Berlin,female,Difficult,0.03239,50,50,-0.01718,0.08195
2019,Brandenburg,male,Difficult,0.03999,45,45,-0.01791,0.09789
2019,Brandenburg,female,Difficult,0.05903,56,56,-0.00326,0.12132
2019,Saxony,male,Difficult,0.03401,51,51,-0.01623,0.08425
2019,Saxony,female,Easy,0.02245,39,111,-0.00523,0.05013
2019,Saxony,female,Difficult,0.04434,72,111,0.00587,0.08281
2019,Saxony-Anhalt,male,Difficult,0.08506,50,50,0.00695,0.16317
2019,Saxony-Anhalt,female,Difficult,0.04878,70,70,-0.00205,0.09961
2019,Thuringa,male,Difficult,0.07169,34,34,-0.01633,0.15970
2020,Schleswig-Holstein,male,Difficult,0.01832,50,50,-0.01923,0.05586
2020,Schleswig-Holstein,female,Difficult,0.02760,46,46,-0.02027,0.07547
2020,Hamburg,female,Difficult,0.04168,35,35,-0.02550,0.10886
2020,Lower Saxony,male,Easy,0.02205,57,184,0.00077,0.04332
2020,Lower Saxony,male,Difficult,0.03971,127,184,0.01142,0.06801
2020,Lower Saxony,female,Easy,0.03110,81,293,0.01119,0.05101
2020,Lower Saxony,female,Difficult,0.05238,170,293,0.02682,0.07793
2020,Lower Saxony,female,Almost impossible,0.01978,42,293,0.00381,0.03575
2020,North Rhine-Westphalia,male,Easy,0.02008,112,478,0.00749,0.03267
2020,North Rhine-Westphalia,male,Difficult,0.03582,287,478,0.01914,0.05249
2020,North Rhine-Westphalia,male,Almost impossible,0.02065,79,478,0.00789,0.03341
2020,North Rhine-Westphalia,female,Easy,0.03388,160,663,0.02010,0.04766
2020,North Rhine-Westphalia,female,Difficult,0.05358,393,663,0.03643,0.07074
2020,North Rhine-Westphalia,female,Almost impossible,0.02078,110,663,0.00991,0.03164
2020,Hesse,male,Easy,0.04656,42,128,0.00992,0.08321
2020,Hesse,male,Difficult,0.05142,86,128,0.01301,0.08983
2020,Hesse,female,Easy,0.03279,43,202,0.00817,0.05741
2020,Hesse,female,Difficult,0.03958,102,202,0.01263,0.06653
2020,Hesse,female,Almost impossible,0.02403,57,202,0.00286,0.04520
2020,"Rhineland-Palatinate, Saarland",male,Difficult,0.03157,57,57,-0.01423,0.07736
2020,"Rhineland-Palatinate, Saarland",female,Difficult,0.03937,98,131,0.00594,0.07279
2020,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.01509,33,131,-0.00587,0.03604
2020,Baden-Wuerttemberg,male,Easy,0.01641,35,140,-0.00471,0.03752
2020,Baden-Wuerttemberg,male,Difficult,0.03024,105,140,0.00177,0.05871
2020,Baden-Wuerttemberg,female,Easy,0.02999,78,305,0.01081,0.04916
2020,Baden-Wuerttemberg,female,Difficult,0.05198,175,305,0.02703,0.07693
2020,Baden-Wuerttemberg,female,Almost impossible,0.01513,52,305,0.00141,0.02886
2020,Bavaria,male,Easy,0.01258,47,160,-0.00474,0.02990
2020,Bavaria,male,Difficult,0.04281,113,160,0.01134,0.07427
2020,Bavaria,female,Easy,0.02901,93,311,0.01032,0.04769
2020,Bavaria,female,Difficult,0.02967,164,311,0.01078,0.04855
2020,Bavaria,female,Almost impossible,0.01487,54,311,0.00140,0.02835
2020,Berlin,male,Easy,0.05633,31,81,0.00581,0.10686
2020,Berlin,male,Difficult,0.06845,50,81,0.01311,0.12378
2020,Berlin,female,Difficult,0.04623,47,47,-0.01445,0.10691
2020,Brandenburg,male,Difficult,0.04079,50,50,-0.01460,0.09617
2020,Brandenburg,female,Difficult,0.03474,46,46,-0.01876,0.08824
2020,Saxony,male,Difficult,0.02430,56,56,-0.01639,0.06499
2020,Saxony,female,Difficult,0.05657,94,94,0.00961,0.10352
2020,Saxony-Anhalt,male,Difficult,0.06426,49,49,-0.00511,0.13363
2020,Saxony-Anhalt,female,Difficult,0.06174,67,67,0.00367,0.11981
2020,Thuringa,male,Difficult,0.03650,34,34,-0.02748,0.10048
2020,Thuringa,female,Difficult,0.05963,44,44,-0.01115,0.13041
2021,Lower Saxony,female,Difficult,0.00182,40,40,-0.01157,0.01522
2021,North Rhine-Westphalia,male,Difficult,0.00251,78,78,-0.00866,0.01368
2021,North Rhine-Westphalia,female,Easy,0.00082,40,132,-0.00409,0.00573
2021,North Rhine-Westphalia,female,Difficult,0.00218,92,132,-0.00581,0.01016
2021,Hesse,male,Difficult,0.00299,35,35,-0.01536,0.02134
2021,Hesse,female,Difficult,0.00230,53,53,-0.01072,0.01531
2021,Baden-Wuerttemberg,female,Difficult,0.00249,41,41,-0.01295,0.01793
2022,Lower Saxony,female,Difficult,0.00230,37,37,-0.01335,0.01795
2022,North Rhine-Westphalia,male,Difficult,0.00244,74,74,-0.00888,0.01375
2022,North Rhine-Westphalia,female,Easy,0.00118,37,134,-0.00465,0.00701
2022,North Rhine-Westphalia,female,Difficult,0.00317,97,134,-0.00638,0.01273
2022,Hesse,female,Difficult,0.00334,36,36,-0.01577,0.02244
