year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.13636363636363635,16487,0.131125220180579,0.1416020525466937
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.7168458781362007,16487,0.7099687107872354,0.723723045485166
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.17562724014336917,16487,0.16981902082266062,0.18143545946407771
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.10752688172043011,16487,0.10279818620845767,0.11225557723240255
1997,Hesse,Pre-primary Level,Somewhat concerned,0.5652173913043478,16487,0.5576502979381135,0.5727844846705821
1997,Hesse,Pre-primary Level,Not concerned at all,0.34782608695652173,16487,0.34055585881408684,0.3550963150989566
1997,Hesse,Pre-primary Level,Very concerned,0.08695652173913043,16487,0.08265539676593235,0.09125764671232851
1997,Hesse,Primary Level,Somewhat concerned,0.5294117647058824,16487,0.5217926839066834,0.5370308455050813
1997,Hesse,Primary Level,Not concerned at all,0.2549019607843137,16487,0.24824955778408223,0.2615543637845452
1997,Hesse,Primary Level,Very concerned,0.21568627450980393,16487,0.20940798389912849,0.22196456512047938
1997,Hesse,Lower Secondary Level,Somewhat concerned,0.4419889502762431,16487,0.4344081970765208,0.44956970347596537
1997,Hesse,Lower Secondary Level,Very concerned,0.35911602209944754,16487,0.35179296618007216,0.3664390780188229
1997,Hesse,Lower Secondary Level,Not concerned at all,0.19889502762430938,16487,0.1928018767911406,0.20498817845747816
1997,Hesse,Upper Secondary Level,Somewhat concerned,0.5102564102564102,16487,0.5026257192606435,0.517887101252177
1997,Hesse,Upper Secondary Level,Very concerned,0.33589743589743587,16487,0.3286879188144617,0.34310695298041005
1997,Hesse,Upper Secondary Level,Not concerned at all,0.15384615384615385,16487,0.14833866989241218,0.15935363779989553
1997,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.5428571428571428,16487,0.5352529346451268,0.5504613510691588
1997,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.2571428571428571,16487,0.2504713318515992,0.26381438243411504
1997,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.2,16487,0.1938941624738753,0.2061058375261247
1997,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.5454545454545454,16487,0.5378538523965453,0.5530552385125456
1997,Hesse,First Stage of Tertiary Education,Very concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Hesse,First Stage of Tertiary Education,Not concerned at all,0.12121212121212122,16487,0.11623016039942909,0.12619408202481333
1997,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.5784313725490197,16487,0.5708935603287054,0.5859691847693339
1997,Hesse,Second Stage of Tertiary Education,Very concerned,0.21568627450980393,16487,0.20940798389912849,0.22196456512047938
1997,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.20588235294117646,16487,0.19971019206369814,0.21205451381865478
1997,"Rhineland-Palatinate, Saarland",Pre-primary Level,Very concerned,0.4444444444444444,16487,0.4368594067955644,0.45202948209332444
1997,"Rhineland-Palatinate, Saarland",Pre-primary Level,Somewhat concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,"Rhineland-Palatinate, Saarland",Pre-primary Level,Not concerned at all,0.2222222222222222,16487,0.2158761244216483,0.22856832002279612
1997,"Rhineland-Palatinate, Saarland",Primary Level,Somewhat concerned,0.6,16487,0.5925219068043285,0.6074780931956715
1997,"Rhineland-Palatinate, Saarland",Primary Level,Not concerned at all,0.26666666666666666,16487,0.25991640929832416,0.27341692403500917
1997,"Rhineland-Palatinate, Saarland",Primary Level,Very concerned,0.13333333333333333,16487,0.1281443692179105,0.13852229744875616
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.39267015706806285,16487,0.38521577735042684,0.40012453678569887
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.3193717277486911,16487,0.31225486682849585,0.32648858866888636
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.2879581151832461,16487,0.28104613182124055,0.29487009854525165
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.4750733137829912,16487,0.4674505072736894,0.48269612029229303
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.2697947214076246,16487,0.2630194848906069,0.27656995792464234
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.25513196480938416,16487,0.24847758848243323,0.2617863411363351
1997,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Somewhat concerned,0.5789473684210527,16487,0.571410811431722,0.5864839254103833
1997,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.2631578947368421,16487,0.2564361708070786,0.2698796186666056
1997,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very concerned,0.15789473684210525,16487,0.1523286206221007,0.1634608530621098
1997,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.5135135135135135,16487,0.5058840046596155,0.5211430223674115
1997,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.2702702702702703,16487,0.263491273759081,0.2770492667814596
1997,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not concerned at all,0.21621621621621623,16487,0.20993234145672499,0.22250009097570747
1997,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.5789473684210527,16487,0.571410811431722,0.5864839254103833
1997,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.2631578947368421,16487,0.2564361708070786,0.2698796186666056
1997,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.15789473684210525,16487,0.1523286206221007,0.1634608530621098
1997,Baden-Wuerttemberg,Pre-primary Level,Very concerned,0.4,16487,0.39252190680432847,0.4074780931956716
1997,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,0.4,16487,0.39252190680432847,0.4074780931956716
1997,Baden-Wuerttemberg,Pre-primary Level,Not concerned at all,0.2,16487,0.1938941624738753,0.2061058375261247
1997,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.4589041095890411,16487,0.4512976363163823,0.4665105828616999
1997,Baden-Wuerttemberg,Primary Level,Very concerned,0.3767123287671233,16487,0.3693156895210777,0.3841089680131689
1997,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.1643835616438356,16487,0.15872614800915316,0.17004097527851805
1997,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.511002444987775,16487,0.5033719961408822,0.5186328938346678
1997,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.33496332518337407,16487,0.3277587781654117,0.34216787220133643
1997,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.15403422982885084,16487,0.14852399295733953,0.15954446670036215
1997,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.4637305699481865,16487,0.4561183796640899,0.4713427602322831
1997,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.35751295336787564,16487,0.3501971279796053,0.364828778756146
1997,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.17875647668393782,16487,0.17290787393303259,0.18460507943484306
1997,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5625,16487,0.5549275651688007,0.5700724348311993
1997,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.265625,16487,0.2588831564823261,0.2723668435176739
1997,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.171875,16487,0.1661160997551806,0.1776339002448194
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.5408163265306123,16487,0.5332095025247411,0.5484231505364835
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.29591836734693877,16487,0.28895077519980905,0.3028859594940685
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.16326530612244897,16487,0.15762339689898452,0.1689072153459134
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.6311475409836066,16487,0.6237824682309809,0.6385126137362322
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.1885245901639344,16487,0.18255414193241518,0.19449503839545365
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.18032786885245902,16487,0.17445923840994743,0.18619649929497062
1997,Bavaria,Pre-primary Level,Somewhat concerned,0.6296296296296297,16487,0.6222582980210947,0.6370009612381646
1997,Bavaria,Pre-primary Level,Very concerned,0.18518518518518517,16487,0.17925568849732504,0.1911146818730453
1997,Bavaria,Pre-primary Level,Not concerned at all,0.18518518518518517,16487,0.17925568849732504,0.1911146818730453
1997,Bavaria,Primary Level,Somewhat concerned,0.5576923076923077,16487,0.5501109877351656,0.5652736276494498
1997,Bavaria,Primary Level,Very concerned,0.36538461538461536,16487,0.35803413574137705,0.3727350950278537
1997,Bavaria,Primary Level,Not concerned at all,0.07692307692307693,16487,0.07285553045461206,0.0809906233915418
1997,Bavaria,Lower Secondary Level,Somewhat concerned,0.5147058823529411,16487,0.5070768873259969,0.5223348773798854
1997,Bavaria,Lower Secondary Level,Very concerned,0.35,16487,0.3427192527829337,0.35728074721706626
1997,Bavaria,Lower Secondary Level,Not concerned at all,0.13529411764705881,16487,0.13007305485465798,0.14051518043945965
1997,Bavaria,Upper Secondary Level,Somewhat concerned,0.5036231884057971,16487,0.495991091886639,0.5112552849249552
1997,Bavaria,Upper Secondary Level,Very concerned,0.32004830917874394,16487,0.31292745569450564,0.32716916266298224
1997,Bavaria,Upper Secondary Level,Not concerned at all,0.17632850241545894,16487,0.17051117469153684,0.18214583013938104
1997,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.6909090909090909,16487,0.6838550362277598,0.697963145590422
1997,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.18181818181818182,16487,0.17593071029152807,0.18770565334483558
1997,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.12727272727272726,16487,0.12218537042826028,0.13236008411719424
1997,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.47115384615384615,16487,0.4635342615104354,0.47877343079725687
1997,Bavaria,First Stage of Tertiary Education,Very concerned,0.3076923076923077,16487,0.3006471105467792,0.31473750483783625
1997,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.22115384615384615,16487,0.21481867517413145,0.22748901713356084
1997,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.5953757225433526,16487,0.5878835670602344,0.6028678780264708
1997,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.20809248554913296,16487,0.20189592520691615,0.21428904589134976
1997,Bavaria,Second Stage of Tertiary Education,Very concerned,0.19653179190751446,16487,0.19046602094289558,0.20259756287213335
1997,Berlin,Pre-primary Level,Somewhat concerned,0.4666666666666667,16487,0.45905134930597796,0.4742819840273554
1997,Berlin,Pre-primary Level,Very concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Berlin,Pre-primary Level,Not concerned at all,0.2,16487,0.1938941624738753,0.2061058375261247
1997,Berlin,Primary Level,Very concerned,0.6666666666666666,16487,0.6594708681340898,0.6738624651992434
1997,Berlin,Primary Level,Somewhat concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Berlin,Lower Secondary Level,Somewhat concerned,0.42857142857142855,16487,0.42101741370142237,0.4361254434414347
1997,Berlin,Lower Secondary Level,Very concerned,0.375,16487,0.3676100602958346,0.3823899397041654
1997,Berlin,Lower Secondary Level,Not concerned at all,0.19642857142857142,16487,0.19036400405932616,0.2024931387978167
1997,Berlin,Upper Secondary Level,Somewhat concerned,0.46875,16487,0.4611326245081951,0.4763673754918049
1997,Berlin,Upper Secondary Level,Very concerned,0.33482142857142855,16487,0.3276176393032403,0.3420252178396168
1997,Berlin,Upper Secondary Level,Not concerned at all,0.19642857142857142,16487,0.19036400405932616,0.2024931387978167
1997,Berlin,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Berlin,Post-secondary Non-tertiary Level,Very concerned,0.4375,16487,0.4299275651688007,0.4450724348311993
1997,Berlin,Post-secondary Non-tertiary Level,Not concerned at all,0.0625,16487,0.0588050301479173,0.0661949698520827
1997,Berlin,First Stage of Tertiary Education,Somewhat concerned,0.6578947368421053,16487,0.6506529900394425,0.6651364836447681
1997,Berlin,First Stage of Tertiary Education,Very concerned,0.21052631578947367,16487,0.20430320867017648,0.21674942290877086
1997,Berlin,First Stage of Tertiary Education,Not concerned at all,0.13157894736842105,16487,0.12641901953219647,0.13673887520464562
1997,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.5683453237410072,16487,0.5607846652290231,0.5759059822529913
1997,Berlin,Second Stage of Tertiary Education,Very concerned,0.2517985611510791,16487,0.24517302323054335,0.2584240990716149
1997,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.17985611510791366,16487,0.17399347976073534,0.18571875045509198
1997,Brandenburg,Pre-primary Level,Somewhat concerned,0.6190476190476191,16487,0.6116348131684436,0.6264604249267945
1997,Brandenburg,Pre-primary Level,Very concerned,0.23809523809523808,16487,0.23159377725334093,0.24459669893713523
1997,Brandenburg,Pre-primary Level,Not concerned at all,0.14285714285714285,16487,0.13751564771737745,0.14819863799690824
1997,Brandenburg,Primary Level,Somewhat concerned,1.0,16487,1.0,1.0
1997,Brandenburg,Lower Secondary Level,Somewhat concerned,0.6379310344827587,16487,0.6305948918209143,0.645267177144603
1997,Brandenburg,Lower Secondary Level,Not concerned at all,0.20689655172413793,16487,0.20071315946860827,0.2130799439796676
1997,Brandenburg,Lower Secondary Level,Very concerned,0.15517241379310345,16487,0.14964557810135262,0.16069924948485428
1997,Brandenburg,Upper Secondary Level,Somewhat concerned,0.48,16487,0.47237381137416107,0.4876261886258389
1997,Brandenburg,Upper Secondary Level,Very concerned,0.34,16487,0.33276902801946073,0.3472309719805393
1997,Brandenburg,Upper Secondary Level,Not concerned at all,0.18,16487,0.17413553456199657,0.18586446543800342
1997,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Brandenburg,Post-secondary Non-tertiary Level,Not concerned at all,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,Brandenburg,Post-secondary Non-tertiary Level,Very concerned,0.21428571428571427,16487,0.2080222560395703,0.22054917253185824
1997,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,0.5384615384615384,16487,0.5308518558166495,0.5460712211064274
1997,Brandenburg,First Stage of Tertiary Education,Not concerned at all,0.2564102564102564,16487,0.24974495728718266,0.2630755555333301
1997,Brandenburg,First Stage of Tertiary Education,Very concerned,0.20512820512820512,16487,0.19896443426177657,0.21129197599463367
1997,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.5878378378378378,16487,0.5803242376663604,0.5953514380093152
1997,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.21621621621621623,16487,0.20993234145672499,0.22250009097570747
1997,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.19594594594594594,16487,0.1898870148075074,0.2020048770843845
