year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2004,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.17379679144385027,26790,0.16925910972537722,0.17833447316232331
2004,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.47058823529411764,26790,0.464611183194982,0.47656528739325327
2004,Saxony-Anhalt,Pre-primary Level,Very concerned,0.38235294117647056,26790,0.3765336227622215,0.3881722595907196
2004,Saxony-Anhalt,Pre-primary Level,Not concerned at all,0.14705882352941177,26790,0.1428177597991846,0.15129988725963894
2004,Saxony-Anhalt,Primary Level,Somewhat concerned,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Saxony-Anhalt,Primary Level,Not concerned at all,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Saxony-Anhalt,Primary Level,Very concerned,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.6712328767123288,26790,0.6656075141922032,0.6768582392324544
2004,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.1780821917808219,26790,0.17350083456459264,0.18266354899705117
2004,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.1506849315068493,26790,0.14640103429529924,0.15496882871839937
2004,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.5615212527964206,26790,0.5555793288625513,0.5674631767302899
2004,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.22595078299776286,26790,0.22094282211763533,0.2309587438778904
2004,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.21252796420581654,26790,0.20762910085032385,0.21742682756130924
2004,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.625,26790,0.6192027055775663,0.6307972944224337
2004,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.21875,26790,0.21379961745646248,0.22370038254353752
2004,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.15625,26790,0.15190202918317475,0.16059797081682525
2004,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.5824175824175825,26790,0.5765120636321106,0.5883231012030543
2004,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.2087912087912088,26790,0.20392409644651682,0.21365832113590078
2004,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.2087912087912088,26790,0.20392409644651682,0.21365832113590078
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.6199095022624435,26790,0.6140968095117504,0.6257221950131365
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.25339366515837103,26790,0.24818515606790043,0.25860217424884163
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.12669683257918551,26790,0.12271360508452807,0.13068006007384297
2004,Thuringa,Pre-primary Level,Somewhat concerned,0.5333333333333333,26790,0.5273592335940217,0.539307433072645
2004,Thuringa,Pre-primary Level,Not concerned at all,0.26666666666666666,26790,0.26137119323141983,0.2719621401019135
2004,Thuringa,Pre-primary Level,Very concerned,0.2,26790,0.1952100640530887,0.20478993594691133
2004,Thuringa,Primary Level,Somewhat concerned,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Thuringa,Primary Level,Not concerned at all,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Thuringa,Lower Secondary Level,Somewhat concerned,0.5333333333333333,26790,0.5273592335940217,0.539307433072645
2004,Thuringa,Lower Secondary Level,Very concerned,0.23333333333333334,26790,0.2282685438603191,0.23839812280634756
2004,Thuringa,Lower Secondary Level,Not concerned at all,0.23333333333333334,26790,0.2282685438603191,0.23839812280634756
2004,Thuringa,Upper Secondary Level,Somewhat concerned,0.564373897707231,26790,0.5584363088573555,0.5703114865571065
2004,Thuringa,Upper Secondary Level,Very concerned,0.2222222222222222,26790,0.2172438057727959,0.22720063867164852
2004,Thuringa,Upper Secondary Level,Not concerned at all,0.21340388007054673,26790,0.20849766287613997,0.21831009726495348
2004,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.3076923076923077,26790,0.30216545852279464,0.3132191568618208
2004,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.19230769230769232,26790,0.1875882463634519,0.19702713825193274
2004,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.5972222222222222,26790,0.5913490809852174,0.603095363459227
2004,Thuringa,First Stage of Tertiary Education,Not concerned at all,0.20833333333333334,26790,0.20347015410423414,0.21319651256243255
2004,Thuringa,First Stage of Tertiary Education,Very concerned,0.19444444444444445,26790,0.18970513318127802,0.19918375570761088
2004,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.6549707602339181,26790,0.649278187067192,0.6606633334006442
2004,Thuringa,Second Stage of Tertiary Education,Very concerned,0.25146198830409355,26790,0.2462666621532729,0.2566573144549142
2004,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.0935672514619883,26790,0.09007987008071093,0.09705463284326567
2005,Schleswig-Holstein,Pre-primary Level,Not concerned at all,0.45,25520,0.4438961572307501,0.4561038427692499
2005,Schleswig-Holstein,Pre-primary Level,Somewhat concerned,0.35,25520,0.34414797144192594,0.355852028558074
2005,Schleswig-Holstein,Pre-primary Level,Very concerned,0.2,25520,0.1950923257588059,0.20490767424119413
2005,Schleswig-Holstein,Primary Level,Not concerned at all,0.42857142857142855,25520,0.42249975633375336,0.43464310080910373
2005,Schleswig-Holstein,Primary Level,Somewhat concerned,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Schleswig-Holstein,Primary Level,Very concerned,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.4155844155844156,25520,0.4095378849546837,0.42163094621414754
2005,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.37662337662337664,25520,0.3706784755952341,0.3825682776515192
2005,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.2077922077922078,25520,0.20281426478548809,0.21277015079892753
2005,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.4264264264264264,25520,0.42035861104341343,0.4324942418094394
2005,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.36936936936936937,25520,0.36344784247752493,0.3752908962612138
2005,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.2042042042042042,25520,0.19925826360532384,0.20915014480308458
2005,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,0.5405405405405406,25520,0.5344261458312702,0.5466549352498109
2005,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not concerned at all,0.40540540540540543,25520,0.3993815993294001,0.41142921148141076
2005,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very concerned,0.05405405405405406,25520,0.05127969266158239,0.056828415446525726
2005,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,0.38461538461538464,25520,0.3786463736091108,0.3905843956216585
2005,Schleswig-Holstein,First Stage of Tertiary Education,Not concerned at all,0.3269230769230769,25520,0.3211677383722935,0.33267841547386034
2005,Schleswig-Holstein,First Stage of Tertiary Education,Very concerned,0.28846153846153844,25520,0.2829030221523449,0.29402005477073195
2005,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.4519230769230769,25520,0.445816908854253,0.45802924499190084
2005,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.3269230769230769,25520,0.3211677383722935,0.33267841547386034
2005,Schleswig-Holstein,Second Stage of Tertiary Education,Very concerned,0.22115384615384615,25520,0.2160618411180621,0.2262458511896302
2005,Hamburg,Pre-primary Level,Somewhat concerned,0.6666666666666666,25520,0.6608829171069951,0.6724504162263382
2005,Hamburg,Pre-primary Level,Very concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Hamburg,Pre-primary Level,Not concerned at all,0.08333333333333333,25520,0.07994230957263895,0.0867243570940277
2005,Hamburg,Primary Level,Very concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Hamburg,Primary Level,Not concerned at all,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Hamburg,Lower Secondary Level,Somewhat concerned,0.4642857142857143,25520,0.45816679096779855,0.47040463760363005
2005,Hamburg,Lower Secondary Level,Very concerned,0.39285714285714285,25520,0.3868650503667191,0.3988492353475666
2005,Hamburg,Lower Secondary Level,Not concerned at all,0.14285714285714285,25520,0.13856382224474062,0.14715046346954508
2005,Hamburg,Upper Secondary Level,Somewhat concerned,0.6171875,25520,0.6112237785244513,0.6231512214755487
2005,Hamburg,Upper Secondary Level,Very concerned,0.265625,25520,0.26020612476326416,0.27104387523673584
2005,Hamburg,Upper Secondary Level,Not concerned at all,0.1171875,25520,0.11324119527068618,0.12113380472931382
2005,Hamburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.6363636363636364,25520,0.6304615974736739,0.6422656752535988
2005,Hamburg,Post-secondary Non-tertiary Level,Very concerned,0.22727272727272727,25520,0.2221310771762954,0.23241437736915913
2005,Hamburg,Post-secondary Non-tertiary Level,Not concerned at all,0.13636363636363635,25520,0.1321531672746297,0.140574105452643
2005,Hamburg,First Stage of Tertiary Education,Somewhat concerned,0.6666666666666666,25520,0.6608829171069951,0.6724504162263382
2005,Hamburg,First Stage of Tertiary Education,Very concerned,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.6142857142857143,25520,0.6083135216699744,0.6202579069014542
2005,Hamburg,Second Stage of Tertiary Education,Very concerned,0.2571428571428571,25520,0.25178050141667024,0.262505212869044
2005,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.12857142857142856,25520,0.1244646255908848,0.1326782315519723
2005,Lower Saxony,Pre-primary Level,Very concerned,0.5245901639344263,25520,0.5184629945084546,0.530717333360398
2005,Lower Saxony,Pre-primary Level,Somewhat concerned,0.3770491803278688,25520,0.3711029515060825,0.38299540914965513
2005,Lower Saxony,Pre-primary Level,Not concerned at all,0.09836065573770492,25520,0.0947068717243902,0.10201443975101963
2005,Lower Saxony,Primary Level,Somewhat concerned,0.5217391304347826,25520,0.5156103386679695,0.5278679222015957
2005,Lower Saxony,Primary Level,Very concerned,0.391304347826087,25520,0.3853164666598552,0.39729222899231875
2005,Lower Saxony,Primary Level,Not concerned at all,0.08695652173913043,25520,0.08349941693593102,0.09041362654232984
2005,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.4793388429752066,25520,0.47320948992321504,0.4854681960271982
2005,Lower Saxony,Lower Secondary Level,Very concerned,0.30165289256198347,25520,0.2960216380964019,0.307284147027565
2005,Lower Saxony,Lower Secondary Level,Not concerned at all,0.2190082644628099,25520,0.21393404546187275,0.22408248346374707
2005,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.5388828039430449,25520,0.5327667887146705,0.5449988191714192
2005,Lower Saxony,Upper Secondary Level,Very concerned,0.28039430449069,25520,0.2748830860331793,0.28590552294820076
2005,Lower Saxony,Upper Secondary Level,Not concerned at all,0.18072289156626506,25520,0.17600185102557228,0.18544393210695784
2005,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5272727272727272,25520,0.5211472671096974,0.5333981874357571
2005,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.34545454545454546,25520,0.33962034834585925,0.35128874256323167
2005,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.12727272727272726,25520,0.12318367478246235,0.13136177976299218
2005,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5909090909090909,25520,0.5848767484818526,0.5969414333363293
2005,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.2545454545454545,25520,0.24920093102056706,0.259889978070342
2005,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.15454545454545454,25520,0.15011050190858022,0.15898040718232886
2005,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.5463917525773195,25520,0.5402836225282434,0.5524998826263957
2005,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.3024054982817869,25520,0.2967702623642378,0.30804073419933603
2005,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.15120274914089346,25520,0.14680735765878866,0.15559814062299826
2005,Bremen,Pre-primary Level,Very concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Bremen,Pre-primary Level,Somewhat concerned,0.4,25520,0.39398935114263695,0.4060106488573631
2005,Bremen,Pre-primary Level,Not concerned at all,0.1,25520,0.09631924431910442,0.10368075568089559
2005,Bremen,Lower Secondary Level,Very concerned,0.42857142857142855,25520,0.42249975633375336,0.43464310080910373
2005,Bremen,Lower Secondary Level,Somewhat concerned,0.35714285714285715,25520,0.3512639857778207,0.3630217285078936
2005,Bremen,Lower Secondary Level,Not concerned at all,0.21428571428571427,25520,0.20925134962011774,0.2193200789513108
2005,Bremen,Upper Secondary Level,Very concerned,0.463768115942029,25520,0.45764965070616836,0.4698865811778896
2005,Bremen,Upper Secondary Level,Somewhat concerned,0.391304347826087,25520,0.3853164666598552,0.39729222899231875
2005,Bremen,Upper Secondary Level,Not concerned at all,0.14492753623188406,25520,0.14060844227806032,0.1492466301857078
2005,Bremen,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Bremen,Post-secondary Non-tertiary Level,Very concerned,0.4,25520,0.39398935114263695,0.4060106488573631
2005,Bremen,Post-secondary Non-tertiary Level,Not concerned at all,0.1,25520,0.09631924431910442,0.10368075568089559
2005,Bremen,First Stage of Tertiary Education,Very concerned,0.5714285714285714,25520,0.5653568991908963,0.5775002436662465
2005,Bremen,First Stage of Tertiary Education,Somewhat concerned,0.42857142857142855,25520,0.42249975633375336,0.43464310080910373
2005,Bremen,Second Stage of Tertiary Education,Somewhat concerned,0.65625,25520,0.6504226413499591,0.6620773586500409
2005,Bremen,Second Stage of Tertiary Education,Very concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Bremen,Second Stage of Tertiary Education,Not concerned at all,0.09375,25520,0.090173770475258,0.097326229524742
2005,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.5073529411764706,25520,0.5012190117534931,0.513486870599448
2005,North Rhine-Westphalia,Pre-primary Level,Very concerned,0.2867647058823529,25520,0.28121595791924564,0.2923134538454602
2005,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.20588235294117646,25520,0.20092137014048742,0.2108433357418655
2005,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,North Rhine-Westphalia,Primary Level,Very concerned,0.325,25520,0.3192534220350534,0.3307465779649466
2005,North Rhine-Westphalia,Primary Level,Not concerned at all,0.175,25520,0.17033811307996724,0.17966188692003274
2005,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.44756554307116103,25520,0.44146477608524887,0.4536663100570732
2005,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.31273408239700373,25520,0.3070460017276815,0.318422163066326
2005,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.2397003745318352,25520,0.23446265208500058,0.24493809697866983
2005,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.5119105493437044,25520,0.5057776973104111,0.5180434013769977
2005,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.3252309188138065,25520,0.31948328307473456,0.33097855455287845
2005,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.16285853184248905,25520,0.1583283000692859,0.16738876361569222
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.528125,25520,0.5220001200050941,0.5342498799949058
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.328125,25520,0.3223642419218141,0.3338857580781859
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.14375,25520,0.13944552732477536,0.14805447267522462
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.5016181229773463,25520,0.495483562300616,0.5077526836540767
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.3559870550161812,25520,0.3501124301709768,0.3618616798613856
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.1423948220064725,25520,0.13810729832200996,0.14668234569093502
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.531442663378545,25520,0.5253202124137714,0.5375651143433186
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.3193588162762022,25520,0.3136385755851134,0.32507905696729106
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.14919852034525277,25520,0.14482720524995618,0.15356983544054936
2005,Hesse,Pre-primary Level,Somewhat concerned,0.5135135135135135,25520,0.5073811616592377,0.5196458653677892
2005,Hesse,Pre-primary Level,Not concerned at all,0.2702702702702703,25520,0.26482153266191405,0.2757190078786265
2005,Hesse,Pre-primary Level,Very concerned,0.21621621621621623,25520,0.21116544141913146,0.221266991013301
2005,Hesse,Primary Level,Somewhat concerned,0.7692307692307693,25520,0.7640614540638673,0.7744000843976713
2005,Hesse,Primary Level,Very concerned,0.15384615384615385,25520,0.14941941680673532,0.1582728908855724
2005,Hesse,Primary Level,Not concerned at all,0.07692307692307693,25520,0.07365371494894414,0.08019243889720971
2005,Hesse,Lower Secondary Level,Somewhat concerned,0.44375,25520,0.4376543512824624,0.44984564871753757
2005,Hesse,Lower Secondary Level,Not concerned at all,0.3375,25520,0.3316984296053666,0.34330157039463344
2005,Hesse,Lower Secondary Level,Very concerned,0.21875,25520,0.21367793532893858,0.22382206467106142
2005,Hesse,Upper Secondary Level,Somewhat concerned,0.5047619047619047,25520,0.49862759017954655,0.510896219344263
2005,Hesse,Upper Secondary Level,Very concerned,0.2904761904761905,25520,0.28490619947787177,0.29604618147450923
2005,Hesse,Upper Secondary Level,Not concerned at all,0.20476190476190476,25520,0.19981095060570672,0.2097128589181028
2005,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.5882352941176471,25520,0.582196978145797,0.5942736100894972
2005,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.24509803921568626,25520,0.23982050653291664,0.2503755718984559
2005,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.16666666666666666,25520,0.1620942111605272,0.17123912217280612
2005,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.5842696629213483,25520,0.5782228258973832,0.5903164999453134
2005,Hesse,First Stage of Tertiary Education,Very concerned,0.3146067415730337,25520,0.308909434038172,0.3203040491078954
2005,Hesse,First Stage of Tertiary Education,Not concerned at all,0.10112359550561797,25520,0.0974245303770557,0.10482266063418025
2005,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.6156351791530945,25520,0.6096668980968302,0.6216034602093589
2005,Hesse,Second Stage of Tertiary Education,Very concerned,0.24104234527687296,25520,0.23579461891278566,0.24629007164096026
2005,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.14332247557003258,25520,0.13902333571508915,0.147621615424976
2005,"Rhineland-Palatinate, Saarland",Pre-primary Level,Very concerned,0.4230769230769231,25520,0.41701536374534015,0.429138482408506
2005,"Rhineland-Palatinate, Saarland",Pre-primary Level,Somewhat concerned,0.3076923076923077,25520,0.302029606644776,0.3133550087398394
2005,"Rhineland-Palatinate, Saarland",Pre-primary Level,Not concerned at all,0.2692307692307692,25520,0.26378864804030533,0.2746728904212331
2005,"Rhineland-Palatinate, Saarland",Primary Level,Very concerned,0.42105263157894735,25520,0.41499499141974305,0.42711027173815164
2005,"Rhineland-Palatinate, Saarland",Primary Level,Not concerned at all,0.3684210526315789,25520,0.3625026871851429,0.37433941807801496
2005,"Rhineland-Palatinate, Saarland",Primary Level,Somewhat concerned,0.21052631578947367,25520,0.20552438405138002,0.21552824752756733
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.40384615384615385,25520,0.3978260651907831,0.4098662425015246
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.3317307692307692,25520,0.3259540089374501,0.33750752952408836
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.2644230769230769,25520,0.25901205290659374,0.2698341009395601
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.49221183800623053,25520,0.4860779894430682,0.4983456865693929
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.26635514018691586,25520,0.2609315206431617,0.27177875973067
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.24143302180685358,25520,0.23618239637278868,0.24668364724091849
2005,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Somewhat concerned,0.5471698113207547,25520,0.5410625783594877,0.5532770442820217
2005,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very concerned,0.24528301886792453,25520,0.24000414192056455,0.25056189581528454
2005,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.20754716981132076,25520,0.20257139342750186,0.21252294619513967
2005,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.5869565217391305,25520,0.5809154139157731,0.5929976295624879
2005,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not concerned at all,0.16304347826086957,25520,0.15851117562756073,0.1675757808941784
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.5443786982248521,25520,0.538268316980486,0.5504890794692181
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.28994082840236685,25520,0.28437387360724153,0.29550778319749216
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.16568047337278108,25520,0.16111886913198484,0.17024207761357732
2005,Baden-Wuerttemberg,Pre-primary Level,Not concerned at all,0.3465346534653465,25520,0.34069616599546504,0.352373140935228
2005,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,0.33663366336633666,25520,0.33083575666608567,0.34243157006658764
2005,Baden-Wuerttemberg,Pre-primary Level,Very concerned,0.31683168316831684,25520,0.3111235526206524,0.3225398137159813
2005,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.4,25520,0.39398935114263695,0.4060106488573631
2005,Baden-Wuerttemberg,Primary Level,Very concerned,0.3,25520,0.29437755282588574,0.30562244717411424
2005,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.3,25520,0.29437755282588574,0.30562244717411424
2005,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.5090439276485789,25520,0.5029103384581064,0.5151775168390513
2005,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.25064599483204136,25520,0.24532871351975474,0.255963276144328
2005,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.24031007751937986,25520,0.23506780117581916,0.24555235386294055
2005,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.519650655021834,25520,0.5135208017756806,0.5257805082679875
2005,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.2786026200873362,25520,0.2731022030977123,0.2841030370769601
2005,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.2017467248908297,25520,0.196823050355623,0.2066703994260364
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5310344827586206,25520,0.5249117182930806,0.5371572472241607
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.30344827586206896,25520,0.2978075530444286,0.30908899867970935
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.16551724137931034,25520,0.16095743879786248,0.1700770439607582
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.5647668393782384,25520,0.5586839303805274,0.5708497483759493
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.2694300518134715,25520,0.26398665925223497,0.27487344437470806
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.16580310880829016,25520,0.1612401520354964,0.17036606558108391
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.5743243243243243,25520,0.5682578863924175,0.5803907622562312
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.24774774774774774,25520,0.24245108474336985,0.25304441075212564
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.17792792792792791,25520,0.17323555258436843,0.1826203032714874
2005,Bavaria,Pre-primary Level,Somewhat concerned,0.4024390243902439,25520,0.3964223446679456,0.40845570411254223
2005,Bavaria,Pre-primary Level,Very concerned,0.3170731707317073,25520,0.31136387457748876,0.3227824668859259
2005,Bavaria,Pre-primary Level,Not concerned at all,0.2804878048780488,25520,0.27497602572603147,0.28599958403006615
2005,Bavaria,Primary Level,Very concerned,0.47619047619047616,25520,0.4700628426570225,0.48231810972392986
2005,Bavaria,Primary Level,Not concerned at all,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Bavaria,Primary Level,Somewhat concerned,0.23809523809523808,25520,0.2328695746596501,0.24332090153082606
2005,Bavaria,Lower Secondary Level,Somewhat concerned,0.5619335347432024,25520,0.5558461855422463,0.5680208839441585
2005,Bavaria,Lower Secondary Level,Very concerned,0.26586102719033233,25520,0.2604406162218107,0.27128143815885397
2005,Bavaria,Lower Secondary Level,Not concerned at all,0.17220543806646527,25520,0.16757309781059973,0.1768377783223308
2005,Bavaria,Upper Secondary Level,Somewhat concerned,0.5313131313131313,25520,0.5251905804165505,0.537435682209712
2005,Bavaria,Upper Secondary Level,Very concerned,0.28619528619528617,25520,0.2806498376450264,0.29174073474554596
2005,Bavaria,Upper Secondary Level,Not concerned at all,0.18249158249158248,25520,0.17775261999814285,0.18723054498502212
2005,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.5588235294117647,25520,0.5527315384645891,0.5649155203589403
2005,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.2867647058823529,25520,0.28121595791924564,0.2923134538454602
2005,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.15441176470588236,25520,0.14997838023711066,0.15884514917465406
2005,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.5357142857142857,25520,0.52959536239637,0.5418332090322014
2005,Bavaria,First Stage of Tertiary Education,Very concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.21428571428571427,25520,0.20925134962011774,0.2193200789513108
2005,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.5557553956834532,25520,0.5496590629691833,0.5618517283977231
2005,Bavaria,Second Stage of Tertiary Education,Very concerned,0.2517985611510791,25520,0.24647316858248491,0.25712395371967334
2005,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.19244604316546762,25520,0.18760926684007703,0.1972828194908582
2005,Berlin,Pre-primary Level,Very concerned,0.5384615384615384,25520,0.5323451222712625,0.5445779546518144
2005,Berlin,Pre-primary Level,Somewhat concerned,0.38461538461538464,25520,0.3786463736091108,0.3905843956216585
2005,Berlin,Pre-primary Level,Not concerned at all,0.07692307692307693,25520,0.07365371494894414,0.08019243889720971
2005,Berlin,Primary Level,Somewhat concerned,0.42857142857142855,25520,0.42249975633375336,0.43464310080910373
2005,Berlin,Primary Level,Very concerned,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Berlin,Primary Level,Not concerned at all,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Berlin,Lower Secondary Level,Somewhat concerned,0.4838709677419355,25520,0.47773956754685293,0.49000236793701807
