"plj0047","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2019","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2019","66 und älter","Hauptschulabschluss","763","0.339171024756925","0.319437365265128","0.358904684248722"
"Grosse Sorgen","2019","66 und älter","Realschulabschluss","435","0.383876778418948","0.354858805023309","0.412894751814587"
"Grosse Sorgen","2019","66 und älter","(Fach-)Abitur","123","0.380031854616876","0.328284943705864","0.431778765527888"
"Grosse Sorgen","2019","66 und älter","AkademikerInnen","628","0.404815793854463","0.379680515339756","0.429951072369171"
"Einige Sorgen","2019","16-34 Jahre alt","(noch) kein Abschluss","335","0.397547956483982","0.369114283544221","0.425981629423742"
"Einige Sorgen","2019","16-34 Jahre alt","Hauptschulabschluss","425","0.46150256184294","0.433118941134084","0.489886182551795"
"Einige Sorgen","2019","16-34 Jahre alt","Realschulabschluss","567","0.510642513618304","0.481763521502502","0.539521505734107"
"Einige Sorgen","2019","16-34 Jahre alt","(Fach-)Abitur","733","0.457623738576367","0.434295301203","0.480952175949735"
"Einige Sorgen","2019","16-34 Jahre alt","AkademikerInnen","568","0.500900417293807","0.473657710703433","0.528143123884181"
"Einige Sorgen","2019","35-65 Jahre alt","(noch) kein Abschluss","247","0.336968244186024","0.308473008753118","0.36546347961893"
"Einige Sorgen","2019","35-65 Jahre alt","Hauptschulabschluss","1600","0.470933754730992","0.454483770034303","0.487383739427682"
"Einige Sorgen","2019","35-65 Jahre alt","Realschulabschluss","2284","0.513444325046516","0.498827899879027","0.528060750214005"
"Einige Sorgen","2019","35-65 Jahre alt","(Fach-)Abitur","1219","0.522777957833459","0.503634026590413","0.541921889076506"
"Einige Sorgen","2019","35-65 Jahre alt","AkademikerInnen","2474","0.543627739840596","0.529628437909622","0.55762704177157"
"Einige Sorgen","2019","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2019","66 und älter","Hauptschulabschluss","1101","0.500078474785357","0.479237226919015","0.520919722651698"
"Einige Sorgen","2019","66 und älter","Realschulabschluss","528","0.507422291424646","0.477591861208994","0.537252721640298"
"Einige Sorgen","2019","66 und älter","(Fach-)Abitur","164","0.421947121154548","0.369296616389257","0.47459762591984"
"Einige Sorgen","2019","66 und älter","AkademikerInnen","706","0.495054818931625","0.469452574429368","0.520657063433882"
"Keine Sorgen","2019","16-34 Jahre alt","(noch) kein Abschluss","594","0.294826911515208","0.268335299467582","0.321318523562835"
"Keine Sorgen","2019","16-34 Jahre alt","Hauptschulabschluss","484","0.25385065178641","0.229071243060564","0.278630060512255"
"Keine Sorgen","2019","16-34 Jahre alt","Realschulabschluss","191","0.160775322199086","0.139554644637588","0.181995999760585"
"Keine Sorgen","2019","16-34 Jahre alt","(Fach-)Abitur","347","0.133749346133758","0.117810801550067","0.149687890717449"
"Keine Sorgen","2019","16-34 Jahre alt","AkademikerInnen","266","0.0940934983176669","0.0781859793803069","0.110001017255027"
"Keine Sorgen","2019","35-65 Jahre alt","(noch) kein Abschluss","650","0.255832210082489","0.22952809821429","0.282136321950689"
"Keine Sorgen","2019","35-65 Jahre alt","Hauptschulabschluss","737","0.140882152161257","0.129416865424037","0.152347438898477"
"Keine Sorgen","2019","35-65 Jahre alt","Realschulabschluss","457","0.109965960690517","0.100817233827684","0.11911468755335"
"Keine Sorgen","2019","35-65 Jahre alt","(Fach-)Abitur","446","0.105265289624455","0.0935027260932186","0.11702785315569"
"Keine Sorgen","2019","35-65 Jahre alt","AkademikerInnen","603","0.0833845759205738","0.0756143723159288","0.0911547795252187"
"Keine Sorgen","2019","66 und älter","(noch) kein Abschluss","35","0.302021308076457","0.20441486144475","0.399627754708163"
"Keine Sorgen","2019","66 und älter","Hauptschulabschluss","347","0.160750500457718","0.145440491949903","0.176060508965533"
"Keine Sorgen","2019","66 und älter","Realschulabschluss","116","0.108700930156406","0.0901286286483799","0.127273231664432"
"Keine Sorgen","2019","66 und älter","(Fach-)Abitur","51","0.198021024228575","0.155536879101275","0.240505169355876"
"Keine Sorgen","2019","66 und älter","AkademikerInnen","131","0.100129387213911","0.0847584590658256","0.115500315361997"
