year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Schleswig-Holstein,Rural regions,Inexpensive,0.26177,56,176,0.19664,0.32690
2014,Schleswig-Holstein,Rural regions,Reasonable,0.45872,88,176,0.38489,0.53255
2014,Schleswig-Holstein,Rural regions,Slightly Expensive,0.18229,32,176,0.12508,0.23949
2014,Hamburg,Urban regions,Inexpensive,0.21373,48,182,0.15401,0.27345
2014,Hamburg,Urban regions,Reasonable,0.48356,85,182,0.41075,0.55636
2014,Hamburg,Urban regions,Slightly Expensive,0.25025,49,182,0.18714,0.31335
2014,Lower Saxony,Urban regions,Inexpensive,0.21774,76,298,0.17080,0.26468
2014,Lower Saxony,Urban regions,Reasonable,0.47601,160,298,0.41921,0.53281
2014,Lower Saxony,Urban regions,Slightly Expensive,0.17453,62,298,0.13136,0.21770
2014,Lower Saxony,Rural regions,Very Inexpensive,0.10474,36,332,0.07175,0.13773
2014,Lower Saxony,Rural regions,Inexpensive,0.32785,98,332,0.27728,0.37842
2014,Lower Saxony,Rural regions,Reasonable,0.45554,158,332,0.40188,0.50919
2014,Lower Saxony,Rural regions,Slightly Expensive,0.10462,40,332,0.07165,0.13760
2014,Bremen,Urban regions,Reasonable,0.57791,40,40,0.42290,0.73291
2014,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.06145,118,1782,0.05030,0.07260
2014,North Rhine-Westphalia,Urban regions,Inexpensive,0.25943,434,1782,0.23908,0.27979
2014,North Rhine-Westphalia,Urban regions,Reasonable,0.48154,850,1782,0.45834,0.50475
2014,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.17990,332,1782,0.16206,0.19774
2014,North Rhine-Westphalia,Urban regions,Too Expensive,0.01767,48,1782,0.01155,0.02379
2014,Hesse,Urban regions,Very Inexpensive,0.07269,39,465,0.04907,0.09631
2014,Hesse,Urban regions,Inexpensive,0.29285,128,465,0.25144,0.33425
2014,Hesse,Urban regions,Reasonable,0.44197,213,465,0.39678,0.48715
2014,Hesse,Urban regions,Slightly Expensive,0.17203,85,465,0.13769,0.20638
2014,Hesse,Rural regions,Reasonable,0.50568,36,36,0.34004,0.67132
2014,"Rhineland-Palatinate, Saarland",Urban regions,Very Inexpensive,0.10685,31,322,0.07306,0.14065
2014,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.29301,106,322,0.24322,0.34280
2014,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.47978,131,322,0.42513,0.53443
2014,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.10929,54,322,0.07516,0.14342
2014,"Rhineland-Palatinate, Saarland",Rural regions,Reasonable,0.46680,38,38,0.30604,0.62755
2014,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.10079,74,734,0.07899,0.12258
2014,Baden-Wuerttemberg,Urban regions,Inexpensive,0.27561,200,734,0.24326,0.30796
2014,Baden-Wuerttemberg,Urban regions,Reasonable,0.44643,341,734,0.41044,0.48242
2014,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.14325,119,734,0.11789,0.16861
2014,Baden-Wuerttemberg,Rural regions,Reasonable,0.35594,31,31,0.18460,0.52728
2014,Bavaria,Urban regions,Very Inexpensive,0.12154,91,652,0.09644,0.14664
2014,Bavaria,Urban regions,Inexpensive,0.24490,165,652,0.21186,0.27793
2014,Bavaria,Urban regions,Reasonable,0.41809,253,652,0.38020,0.45598
2014,Bavaria,Urban regions,Slightly Expensive,0.17587,112,652,0.14663,0.20512
2014,Bavaria,Urban regions,Too Expensive,0.03961,31,652,0.02462,0.05459
2014,Bavaria,Rural regions,Very Inexpensive,0.11282,57,585,0.08716,0.13848
2014,Bavaria,Rural regions,Inexpensive,0.27170,179,585,0.23562,0.30778
2014,Bavaria,Rural regions,Reasonable,0.45236,266,585,0.41199,0.49273
2014,Bavaria,Rural regions,Slightly Expensive,0.14578,83,585,0.11716,0.17440
2014,Berlin,Urban regions,Very Inexpensive,0.08290,41,524,0.05927,0.10654
2014,Berlin,Urban regions,Inexpensive,0.32933,165,524,0.28906,0.36961
2014,Berlin,Urban regions,Reasonable,0.37265,211,524,0.33121,0.41409
2014,Berlin,Urban regions,Slightly Expensive,0.19314,107,524,0.15930,0.22697
2014,Brandenburg,Rural regions,Inexpensive,0.26319,80,258,0.20935,0.31703
2014,Brandenburg,Rural regions,Reasonable,0.41929,127,258,0.35897,0.47962
2014,Brandenburg,Rural regions,Slightly Expensive,0.19626,51,258,0.14770,0.24482
2014,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.28135,53,174,0.21434,0.34835
2014,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.37938,79,174,0.30707,0.45169
2014,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.19437,42,174,0.13540,0.25334
2014,Saxony,Urban regions,Very Inexpensive,0.07753,36,363,0.04998,0.10507
2014,Saxony,Urban regions,Inexpensive,0.30546,101,363,0.25801,0.35291
2014,Saxony,Urban regions,Reasonable,0.45899,160,363,0.40766,0.51033
2014,Saxony,Urban regions,Slightly Expensive,0.15557,66,363,0.11824,0.19291
2014,Saxony,Rural regions,Inexpensive,0.33332,60,205,0.26863,0.39801
2014,Saxony,Rural regions,Reasonable,0.36538,105,205,0.29930,0.43146
2014,Saxony,Rural regions,Slightly Expensive,0.14934,40,205,0.10043,0.19825
2014,Saxony-Anhalt,Urban regions,Reasonable,0.37301,44,44,0.22846,0.51755
2014,Saxony-Anhalt,Rural regions,Inexpensive,0.27323,63,198,0.21100,0.33546
2014,Saxony-Anhalt,Rural regions,Reasonable,0.41857,97,198,0.34968,0.48746
2014,Saxony-Anhalt,Rural regions,Slightly Expensive,0.13114,38,198,0.08401,0.17828
2014,Thuringa,Urban regions,Inexpensive,0.34177,42,96,0.24639,0.43715
2014,Thuringa,Urban regions,Reasonable,0.34778,54,96,0.25201,0.44355
2014,Thuringa,Rural regions,Inexpensive,0.22678,38,158,0.16128,0.29229
2014,Thuringa,Rural regions,Reasonable,0.47206,87,158,0.39397,0.55015
2014,Thuringa,Rural regions,Slightly Expensive,0.20245,33,158,0.13960,0.26531
