"e11102","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1986","46-65","Hamburg","42","0.618157897025773","0.502683619916917","0.733632174134629"
"erwerbstätig","1986","46-65","Niedersachsen","208","0.585889764248514","0.53337811253434","0.638401415962689"
"erwerbstätig","1986","46-65","Bremen","14","","",""
"erwerbstätig","1986","46-65","Nordrhein-Westfalen","507","0.538504350647753","0.505128211771365","0.571880489524141"
"erwerbstätig","1986","46-65","Hessen","210","0.587084639359556","0.533719813936626","0.640449464782487"
"erwerbstätig","1986","46-65","Rheinland-Pfalz,Saarland","145","0.528250191996024","0.467687728143716","0.588812655848333"
"erwerbstätig","1986","46-65","Baden-Württemberg","434","0.693083964290162","0.656483559473601","0.729684369106724"
"erwerbstätig","1986","46-65","Bayern","355","0.632074956626231","0.590941510450152","0.673208402802311"
"erwerbstätig","1986","46-65","Saarland","","","",""
"erwerbstätig","1986","46-65","Berlin","78","0.652554527437084","0.567003280803955","0.738105774070213"
"erwerbstätig","1986","46-65","Brandenburg","","","",""
"erwerbstätig","1986","46-65","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1986","46-65","Sachsen","","","",""
"erwerbstätig","1986","46-65","Sachsen-Anhalt","","","",""
"erwerbstätig","1986","46-65","Thüringen","","","",""
"erwerbstätig","1986","66","Schleswig-Holstein","","","",""
"erwerbstätig","1986","66","Hamburg","","","",""
"erwerbstätig","1986","66","Niedersachsen","","","",""
"erwerbstätig","1986","66","Bremen","","","",""
"erwerbstätig","1986","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1986","66","Hessen","","","",""
"erwerbstätig","1986","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1986","66","Baden-Württemberg","","","",""
"erwerbstätig","1986","66","Bayern","","","",""
"erwerbstätig","1986","66","Saarland","","","",""
"erwerbstätig","1986","66","Berlin","","","",""
"erwerbstätig","1986","66","Brandenburg","","","",""
"erwerbstätig","1986","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1986","66","Sachsen","","","",""
"erwerbstätig","1986","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1986","66","Thüringen","","","",""
"nicht erwerbstätig","1987","17-29","Schleswig-Holstein","19","","",""
"nicht erwerbstätig","1987","17-29","Hamburg","12","","",""
"nicht erwerbstätig","1987","17-29","Niedersachsen","114","0.301817098529189","0.251986533091325","0.351647663967052"
"nicht erwerbstätig","1987","17-29","Bremen","5","","",""
"nicht erwerbstätig","1987","17-29","Nordrhein-Westfalen","310","0.336639545325707","0.304196124378411","0.369082966273003"
"nicht erwerbstätig","1987","17-29","Hessen","93","0.243115189399037","0.19536356104795","0.290866817750123"
"nicht erwerbstätig","1987","17-29","Rheinland-Pfalz,Saarland","49","0.214307049130336","0.160690175302282","0.26792392295839"
"nicht erwerbstätig","1987","17-29","Baden-Württemberg","153","0.225250829663264","0.191627981150477","0.258873678176051"
"nicht erwerbstätig","1987","17-29","Bayern","111","0.192425816126779","0.157663596528594","0.227188035724965"
"nicht erwerbstätig","1987","17-29","Saarland","","","",""
"nicht erwerbstätig","1987","17-29","Berlin","25","","",""
"nicht erwerbstätig","1987","17-29","Brandenburg","","","",""
"nicht erwerbstätig","1987","17-29","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1987","17-29","Sachsen","","","",""
"nicht erwerbstätig","1987","17-29","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1987","17-29","Thüringen","","","",""
"nicht erwerbstätig","1987","30-45","Schleswig-Holstein","32","0.251316660536786","0.17169057063745","0.330942750436122"
"nicht erwerbstätig","1987","30-45","Hamburg","17","","",""
"nicht erwerbstätig","1987","30-45","Niedersachsen","57","0.172583776377873","0.129964446242004","0.215203106513742"
"nicht erwerbstätig","1987","30-45","Bremen","4","","",""
"nicht erwerbstätig","1987","30-45","Nordrhein-Westfalen","242","0.245304546957665","0.217576716457813","0.273032377457518"
"nicht erwerbstätig","1987","30-45","Hessen","64","0.192050011015012","0.148755390341844","0.235344631688179"
"nicht erwerbstätig","1987","30-45","Rheinland-Pfalz,Saarland","49","0.256812501614966","0.192085372469323","0.321539630760609"
"nicht erwerbstätig","1987","30-45","Baden-Württemberg","128","0.200641161941694","0.168408093378183","0.232874230505204"
"nicht erwerbstätig","1987","30-45","Bayern","94","0.174325835059872","0.142087136616238","0.206564533503506"
"nicht erwerbstätig","1987","30-45","Saarland","","","",""
"nicht erwerbstätig","1987","30-45","Berlin","18","","",""
"nicht erwerbstätig","1987","30-45","Brandenburg","","","",""
"nicht erwerbstätig","1987","30-45","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1987","30-45","Sachsen","","","",""
"nicht erwerbstätig","1987","30-45","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1987","30-45","Thüringen","","","",""
"nicht erwerbstätig","1987","46-65","Schleswig-Holstein","34","0.367879690883374","0.270394882455597","0.465364499311151"
"nicht erwerbstätig","1987","46-65","Hamburg","21","","",""
"nicht erwerbstätig","1987","46-65","Niedersachsen","133","0.401348348999974","0.349995812313336","0.452700885686611"
"nicht erwerbstätig","1987","46-65","Bremen","11","","",""
"nicht erwerbstätig","1987","46-65","Nordrhein-Westfalen","351","0.459954720188173","0.426310773895954","0.493598666480391"
"nicht erwerbstätig","1987","46-65","Hessen","107","0.365075904352435","0.312325524508901","0.417826284195968"
"nicht erwerbstätig","1987","46-65","Rheinland-Pfalz,Saarland","116","0.451696762617247","0.391778522633739","0.511615002600755"
"nicht erwerbstätig","1987","46-65","Baden-Württemberg","179","0.309138050690992","0.272613708580663","0.345662392801322"
"nicht erwerbstätig","1987","46-65","Bayern","163","0.353504791963896","0.311933210847906","0.395076373079887"
"nicht erwerbstätig","1987","46-65","Saarland","","","",""
"nicht erwerbstätig","1987","46-65","Berlin","37","0.312981558952971","0.229667521275997","0.396295596629945"
"nicht erwerbstätig","1987","46-65","Brandenburg","","","",""
"nicht erwerbstätig","1987","46-65","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1987","46-65","Sachsen","","","",""
"nicht erwerbstätig","1987","46-65","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1987","46-65","Thüringen","","","",""
"nicht erwerbstätig","1987","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","1987","66","Hamburg","","","",""
"nicht erwerbstätig","1987","66","Niedersachsen","","","",""
"nicht erwerbstätig","1987","66","Bremen","","","",""
"nicht erwerbstätig","1987","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","1987","66","Hessen","","","",""
"nicht erwerbstätig","1987","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","1987","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","1987","66","Bayern","","","",""
"nicht erwerbstätig","1987","66","Saarland","","","",""
"nicht erwerbstätig","1987","66","Berlin","","","",""
"nicht erwerbstätig","1987","66","Brandenburg","","","",""
"nicht erwerbstätig","1987","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1987","66","Sachsen","","","",""
"nicht erwerbstätig","1987","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1987","66","Thüringen","","","",""
"erwerbstätig","1987","17-29","Schleswig-Holstein","67","0.852012801218112","0.776965686452696","0.927059915983529"
"erwerbstätig","1987","17-29","Hamburg","30","0.823055438707008","0.707641941895459","0.938468935518557"
"erwerbstätig","1987","17-29","Niedersachsen","212","0.698182901470811","0.648352336032948","0.748013466908675"
"erwerbstätig","1987","17-29","Bremen","18","","",""
"erwerbstätig","1987","17-29","Nordrhein-Westfalen","505","0.663360454674293","0.630917033726997","0.695803875621589"
"erwerbstätig","1987","17-29","Hessen","217","0.756884810600963","0.709133182249877","0.80463643895205"
"erwerbstätig","1987","17-29","Rheinland-Pfalz,Saarland","176","0.785692950869664","0.73207607704161","0.839309824697719"
"erwerbstätig","1987","17-29","Baden-Württemberg","440","0.774749170336736","0.741126321823949","0.808372018849523"
"erwerbstätig","1987","17-29","Bayern","383","0.807574183873221","0.772811964275035","0.842336403471406"
"erwerbstätig","1987","17-29","Saarland","","","",""
"erwerbstätig","1987","17-29","Berlin","69","0.797112190390846","0.715815687057572","0.878408693724119"
"erwerbstätig","1987","17-29","Brandenburg","","","",""
"erwerbstätig","1987","17-29","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1987","17-29","Sachsen","","","",""
"erwerbstätig","1987","17-29","Sachsen-Anhalt","","","",""
"erwerbstätig","1987","17-29","Thüringen","","","",""
"erwerbstätig","1987","30-45","Schleswig-Holstein","82","0.748683339463214","0.669057249563878","0.828309429362549"
"erwerbstätig","1987","30-45","Hamburg","62","0.804954705570854","0.717579541206013","0.892329869935694"
"erwerbstätig","1987","30-45","Niedersachsen","245","0.827416223622127","0.784796893486258","0.870035553757996"
"erwerbstätig","1987","30-45","Bremen","15","","",""
"erwerbstätig","1987","30-45","Nordrhein-Westfalen","683","0.754695453042335","0.726967622542482","0.782423283542187"
"erwerbstätig","1987","30-45","Hessen","254","0.807949988984988","0.76465536831182","0.851244609658156"
"erwerbstätig","1987","30-45","Rheinland-Pfalz,Saarland","126","0.743187498385034","0.678460369239391","0.807914627530677"
"erwerbstätig","1987","30-45","Baden-Württemberg","465","0.799358838058306","0.767125769494796","0.831591906621817"
"erwerbstätig","1987","30-45","Bayern","438","0.825674164940128","0.793435466496494","0.857912863383762"
"erwerbstätig","1987","30-45","Saarland","","","",""
"erwerbstätig","1987","30-45","Berlin","93","0.871656337835295","0.809433980385313","0.933878695285276"
"erwerbstätig","1987","30-45","Brandenburg","","","",""
"erwerbstätig","1987","30-45","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1987","30-45","Sachsen","","","",""
"erwerbstätig","1987","30-45","Sachsen-Anhalt","","","",""
"erwerbstätig","1987","30-45","Thüringen","","","",""
"erwerbstätig","1987","46-65","Schleswig-Holstein","60","0.632120309116626","0.534635500688849","0.729605117544403"
"erwerbstätig","1987","46-65","Hamburg","47","0.715143998053076","0.607867874701012","0.82242012140514"
"erwerbstätig","1987","46-65","Niedersachsen","217","0.598651651000026","0.547299114313389","0.650004187686664"
"erwerbstätig","1987","46-65","Bremen","15","","",""
"erwerbstätig","1987","46-65","Nordrhein-Westfalen","492","0.540045279811827","0.506401333519609","0.573689226104046"
"erwerbstätig","1987","46-65","Hessen","213","0.634924095647565","0.582173715804032","0.687674475491099"
"erwerbstätig","1987","46-65","Rheinland-Pfalz,Saarland","149","0.548303237382753","0.488384997399245","0.608221477366261"
"erwerbstätig","1987","46-65","Baden-Württemberg","436","0.690861949309008","0.654337607198678","0.727386291419337"
"erwerbstätig","1987","46-65","Bayern","345","0.646495208036104","0.604923626920113","0.688066789152094"
"erwerbstätig","1987","46-65","Saarland","","","",""
"erwerbstätig","1987","46-65","Berlin","82","0.687018441047029","0.603704403370055","0.770332478724003"
"erwerbstätig","1987","46-65","Brandenburg","","","",""
"erwerbstätig","1987","46-65","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1987","46-65","Sachsen","","","",""
"erwerbstätig","1987","46-65","Sachsen-Anhalt","","","",""
"erwerbstätig","1987","46-65","Thüringen","","","",""
"erwerbstätig","1987","66","Schleswig-Holstein","","","",""
"erwerbstätig","1987","66","Hamburg","","","",""
"erwerbstätig","1987","66","Niedersachsen","","","",""
"erwerbstätig","1987","66","Bremen","","","",""
"erwerbstätig","1987","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1987","66","Hessen","","","",""
"erwerbstätig","1987","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1987","66","Baden-Württemberg","","","",""
"erwerbstätig","1987","66","Bayern","","","",""
"erwerbstätig","1987","66","Saarland","","","",""
"erwerbstätig","1987","66","Berlin","","","",""
"erwerbstätig","1987","66","Brandenburg","","","",""
"erwerbstätig","1987","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1987","66","Sachsen","","","",""
"erwerbstätig","1987","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1987","66","Thüringen","","","",""
"nicht erwerbstätig","1988","17-29","Schleswig-Holstein","25","","",""
"nicht erwerbstätig","1988","17-29","Hamburg","12","","",""
"nicht erwerbstätig","1988","17-29","Niedersachsen","103","0.302308570189275","0.251266906662931","0.353350233715618"
"nicht erwerbstätig","1988","17-29","Bremen","3","","",""
"nicht erwerbstätig","1988","17-29","Nordrhein-Westfalen","280","0.330415011500356","0.297698229579619","0.363131793421092"
"nicht erwerbstätig","1988","17-29","Hessen","82","0.269109909449976","0.216692853347612","0.321526965552341"
"nicht erwerbstätig","1988","17-29","Rheinland-Pfalz,Saarland","50","0.22619492081965","0.170402086071123","0.281987755568177"
"nicht erwerbstätig","1988","17-29","Baden-Württemberg","165","0.274663354996941","0.238338468651116","0.310988241342766"
"nicht erwerbstätig","1988","17-29","Bayern","99","0.17717329026704","0.142394785119782","0.211951795414298"
"nicht erwerbstätig","1988","17-29","Saarland","","","",""
"nicht erwerbstätig","1988","17-29","Berlin","25","","",""
"nicht erwerbstätig","1988","17-29","Brandenburg","","","",""
"nicht erwerbstätig","1988","17-29","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1988","17-29","Sachsen","","","",""
"nicht erwerbstätig","1988","17-29","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1988","17-29","Thüringen","","","",""
"nicht erwerbstätig","1988","30-45","Schleswig-Holstein","30","0.261143597265724","0.179793366097216","0.342493828434232"
"nicht erwerbstätig","1988","30-45","Hamburg","12","","",""
"nicht erwerbstätig","1988","30-45","Niedersachsen","52","0.174675346852497","0.12938617022684","0.219964523478154"
"nicht erwerbstätig","1988","30-45","Bremen","6","","",""
"nicht erwerbstätig","1988","30-45","Nordrhein-Westfalen","218","0.230996408270381","0.202794970848248","0.259197845692514"
"nicht erwerbstätig","1988","30-45","Hessen","58","0.18049034002095","0.137257345350745","0.223723334691155"
"nicht erwerbstätig","1988","30-45","Rheinland-Pfalz,Saarland","46","0.253000572217008","0.186868073331592","0.319133071102423"
"nicht erwerbstätig","1988","30-45","Baden-Württemberg","109","0.180800752875401","0.148753699905216","0.212847805845586"
"nicht erwerbstätig","1988","30-45","Bayern","71","0.134005137986918","0.104293897488456","0.16371637848538"
"nicht erwerbstätig","1988","30-45","Saarland","","","",""
"nicht erwerbstätig","1988","30-45","Berlin","15","","",""
"nicht erwerbstätig","1988","30-45","Brandenburg","","","",""
"nicht erwerbstätig","1988","30-45","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1988","30-45","Sachsen","","","",""
"nicht erwerbstätig","1988","30-45","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1988","30-45","Thüringen","","","",""
"nicht erwerbstätig","1988","46-65","Schleswig-Holstein","31","0.344898522506175","0.250788688023227","0.439008356989123"
"nicht erwerbstätig","1988","46-65","Hamburg","22","","",""
"nicht erwerbstätig","1988","46-65","Niedersachsen","132","0.409179323074712","0.357296544549892","0.461062101599532"
"nicht erwerbstätig","1988","46-65","Bremen","12","","",""
"nicht erwerbstätig","1988","46-65","Nordrhein-Westfalen","331","0.446949352954963","0.41266831053838","0.481230395371545"
"nicht erwerbstätig","1988","46-65","Hessen","107","0.350302623006723","0.29786876877742","0.402736477236025"
"nicht erwerbstätig","1988","46-65","Rheinland-Pfalz,Saarland","110","0.448270431701999","0.387350236716268","0.509190626687731"
"nicht erwerbstätig","1988","46-65","Baden-Württemberg","164","0.282363031359442","0.246040307873811","0.318685754845073"
