"e11102","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","2009","66","3","","","",""
"erwerbstätig","2009","66","4","","","",""
"erwerbstätig","2009","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2010","17-29","1 Einkommensschwächstes Quintil","805","0.486138792337235","0.460022946408446","0.512254638266024"
"nicht erwerbstätig","2010","17-29","2","410","0.316754447971055","0.288371466742795","0.345137429199316"
"nicht erwerbstätig","2010","17-29","3","231","0.294249800610081","0.259820820936495","0.328678780283667"
"nicht erwerbstätig","2010","17-29","4","189","0.248177432023081","0.215782538154897","0.280572325891265"
"nicht erwerbstätig","2010","17-29","5 Einkommensstärkstes Quintil","180","0.239233328924223","0.201304752974582","0.277161904873863"
"nicht erwerbstätig","2010","30-45","1 Einkommensschwächstes Quintil","725","0.366780342011064","0.344366989053623","0.389193694968504"
"nicht erwerbstätig","2010","30-45","2","467","0.135298377081353","0.121359117514449","0.149237636648257"
"nicht erwerbstätig","2010","30-45","3","204","0.076505946248973","0.0636766625072249","0.0893352299907211"
"nicht erwerbstätig","2010","30-45","4","149","0.0483437041231738","0.0382480707961602","0.0584393374501874"
"nicht erwerbstätig","2010","30-45","5 Einkommensstärkstes Quintil","128","0.0316311803450684","0.0230501823344127","0.040212178355724"
"nicht erwerbstätig","2010","46-65","1 Einkommensschwächstes Quintil","481","0.468658445020895","0.439804633438701","0.497512256603088"
"nicht erwerbstätig","2010","46-65","2","334","0.297104595578203","0.271941746068299","0.322267445088106"
"nicht erwerbstätig","2010","46-65","3","244","0.226296447685057","0.201341171709419","0.251251723660695"
"nicht erwerbstätig","2010","46-65","4","235","0.155190882616905","0.137199866510639","0.173181898723172"
"nicht erwerbstätig","2010","46-65","5 Einkommensstärkstes Quintil","246","0.118106624873501","0.103594986074973","0.13261826367203"
"nicht erwerbstätig","2010","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2010","66","2","","","",""
"nicht erwerbstätig","2010","66","3","","","",""
"nicht erwerbstätig","2010","66","4","","","",""
"nicht erwerbstätig","2010","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2010","17-29","1 Einkommensschwächstes Quintil","602","0.513861207662765","0.487745361733976","0.539977053591554"
"erwerbstätig","2010","17-29","2","622","0.683245552028945","0.654862570800684","0.711628533257205"
"erwerbstätig","2010","17-29","3","442","0.705750199389919","0.671321219716333","0.740179179063504"
"erwerbstätig","2010","17-29","4","494","0.751822567976919","0.719427674108735","0.784217461845103"
"erwerbstätig","2010","17-29","5 Einkommensstärkstes Quintil","306","0.760766671075777","0.722838095126137","0.798695247025418"
"erwerbstätig","2010","30-45","1 Einkommensschwächstes Quintil","1051","0.633219657988936","0.610806305031496","0.655633010946377"
"erwerbstätig","2010","30-45","2","1846","0.864701622918647","0.850762363351743","0.878640882485551"
"erwerbstätig","2010","30-45","3","1445","0.923494053751027","0.910664770009279","0.936323337492775"
"erwerbstätig","2010","30-45","4","1585","0.951656295876826","0.941560662549813","0.96175192920384"
"erwerbstätig","2010","30-45","5 Einkommensstärkstes Quintil","1470","0.968368819654932","0.959787821644276","0.976949817665587"
"erwerbstätig","2010","46-65","1 Einkommensschwächstes Quintil","668","0.531341554979105","0.502487743396912","0.560195366561299"
"erwerbstätig","2010","46-65","2","933","0.702895404421798","0.677732554911895","0.728058253931701"
"erwerbstätig","2010","46-65","3","836","0.773703552314942","0.748748276339305","0.79865882829058"
"erwerbstätig","2010","46-65","4","1321","0.844809117383094","0.826818101276828","0.862800133489361"
"erwerbstätig","2010","46-65","5 Einkommensstärkstes Quintil","1654","0.881893375126499","0.86738173632797","0.896405013925027"
"erwerbstätig","2010","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2010","66","2","","","",""
"erwerbstätig","2010","66","3","","","",""
"erwerbstätig","2010","66","4","","","",""
"erwerbstätig","2010","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2011","17-29","1 Einkommensschwächstes Quintil","795","0.477974317384496","0.451817961415198","0.504130673353793"
"nicht erwerbstätig","2011","17-29","2","460","0.317165855311179","0.289677088332814","0.344654622289544"
"nicht erwerbstätig","2011","17-29","3","314","0.311135044817662","0.279715016163873","0.342555073471451"
"nicht erwerbstätig","2011","17-29","4","263","0.246628192743395","0.216664828831522","0.276591556655268"
"nicht erwerbstätig","2011","17-29","5 Einkommensstärkstes Quintil","208","0.249072549837054","0.213506482476146","0.284638617197962"
"nicht erwerbstätig","2011","30-45","1 Einkommensschwächstes Quintil","737","0.362579992323759","0.340340205099207","0.38481977954831"
"nicht erwerbstätig","2011","30-45","2","463","0.134486762081744","0.120561766510966","0.148411757652523"
"nicht erwerbstätig","2011","30-45","3","244","0.095247524323004","0.0818815039246351","0.108613544721373"
"nicht erwerbstätig","2011","30-45","4","211","0.0571772368777485","0.0470920066717265","0.0672624670837706"
"nicht erwerbstätig","2011","30-45","5 Einkommensstärkstes Quintil","142","0.0268137119347317","0.0196273053665435","0.0340001185029199"
"nicht erwerbstätig","2011","46-65","1 Einkommensschwächstes Quintil","664","0.445557875439167","0.420790322160642","0.470325428717691"
"nicht erwerbstätig","2011","46-65","2","430","0.303062293241285","0.280379570831266","0.325745015651304"
"nicht erwerbstätig","2011","46-65","3","310","0.224903750297787","0.20361809423456","0.246189406361014"
"nicht erwerbstätig","2011","46-65","4","305","0.137909206919705","0.122928268521392","0.152890145318018"
"nicht erwerbstätig","2011","46-65","5 Einkommensstärkstes Quintil","306","0.114115560338861","0.101622067468514","0.126609053209209"
"nicht erwerbstätig","2011","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2011","66","2","","","",""
"nicht erwerbstätig","2011","66","3","","","",""
"nicht erwerbstätig","2011","66","4","","","",""
"nicht erwerbstätig","2011","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2011","17-29","1 Einkommensschwächstes Quintil","606","0.522025682615504","0.495869326646207","0.548182038584802"
"erwerbstätig","2011","17-29","2","641","0.682834144688821","0.655345377710456","0.710322911667186"
"erwerbstätig","2011","17-29","3","520","0.688864955182338","0.657444926528549","0.720284983836127"
"erwerbstätig","2011","17-29","4","532","0.753371807256605","0.723408443344732","0.783335171168478"
"erwerbstätig","2011","17-29","5 Einkommensstärkstes Quintil","360","0.750927450162946","0.715361382802038","0.786493517523854"
"erwerbstätig","2011","30-45","1 Einkommensschwächstes Quintil","1058","0.637420007676241","0.61518022045169","0.659659794900793"
"erwerbstätig","2011","30-45","2","1843","0.865513237918256","0.851588242347477","0.879438233489034"
"erwerbstätig","2011","30-45","3","1609","0.904752475676996","0.891386455278627","0.918118496075365"
"erwerbstätig","2011","30-45","4","1825","0.942822763122251","0.932737532916229","0.952907993328273"
"erwerbstätig","2011","30-45","5 Einkommensstärkstes Quintil","1799","0.973186288065268","0.96599988149708","0.980372694633457"
"erwerbstätig","2011","46-65","1 Einkommensschwächstes Quintil","883","0.554442124560834","0.529674571282309","0.579209677839358"
"erwerbstätig","2011","46-65","2","1147","0.696937706758715","0.674254984348696","0.719620429168734"
"erwerbstätig","2011","46-65","3","1168","0.775096249702213","0.753810593638985","0.79638190576544"
"erwerbstätig","2011","46-65","4","1730","0.862090793080295","0.847109854681982","0.877071731478608"
"erwerbstätig","2011","46-65","5 Einkommensstärkstes Quintil","2182","0.885884439661139","0.873390946790791","0.898377932531486"
"erwerbstätig","2011","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2011","66","2","","","",""
"erwerbstätig","2011","66","3","","","",""
"erwerbstätig","2011","66","4","","","",""
"erwerbstätig","2011","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2012","17-29","1 Einkommensschwächstes Quintil","673","0.456933845317583","0.428819532706114","0.485048157929051"
"nicht erwerbstätig","2012","17-29","2","482","0.364555972386588","0.335219453300515","0.39389249147266"
"nicht erwerbstätig","2012","17-29","3","288","0.261394813317681","0.231375356279169","0.291414270356193"
"nicht erwerbstätig","2012","17-29","4","268","0.216743153401383","0.189285410702469","0.244200896100298"
"nicht erwerbstätig","2012","17-29","5 Einkommensstärkstes Quintil","206","0.260711674825021","0.225074687928256","0.296348661721786"
"nicht erwerbstätig","2012","30-45","1 Einkommensschwächstes Quintil","608","0.416965299899075","0.391622006790864","0.442308593007285"
"nicht erwerbstätig","2012","30-45","2","396","0.174900321355779","0.158213985766236","0.191586656945322"
"nicht erwerbstätig","2012","30-45","3","225","0.089931020961147","0.0767405308636658","0.103121511058628"
"nicht erwerbstätig","2012","30-45","4","169","0.0692628128342608","0.0577519723427785","0.0807736533257431"
"nicht erwerbstätig","2012","30-45","5 Einkommensstärkstes Quintil","123","0.029290670812368","0.0218123131828209","0.0367690284419151"
"nicht erwerbstätig","2012","46-65","1 Einkommensschwächstes Quintil","643","0.465586806766042","0.439688010628962","0.491485602903122"
"nicht erwerbstätig","2012","46-65","2","432","0.290159593933896","0.267956709495275","0.312362478372518"
"nicht erwerbstätig","2012","46-65","3","338","0.237604098618933","0.216497180925063","0.258711016312803"
"nicht erwerbstätig","2012","46-65","4","322","0.14707954591541","0.132122161810598","0.162036930020223"
"nicht erwerbstätig","2012","46-65","5 Einkommensstärkstes Quintil","323","0.109644565761553","0.097701163474724","0.121587968048383"
"nicht erwerbstätig","2012","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2012","66","2","","","",""
"nicht erwerbstätig","2012","66","3","","","",""
"nicht erwerbstätig","2012","66","4","","","",""
"nicht erwerbstätig","2012","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2012","17-29","1 Einkommensschwächstes Quintil","533","0.543066154682417","0.514951842070949","0.571180467293886"
"erwerbstätig","2012","17-29","2","552","0.635444027613412","0.60610750852734","0.664780546699485"
"erwerbstätig","2012","17-29","3","535","0.738605186682319","0.708585729643807","0.768624643720832"
"erwerbstätig","2012","17-29","4","597","0.783256846598617","0.755799103899702","0.810714589297531"
"erwerbstätig","2012","17-29","5 Einkommensstärkstes Quintil","377","0.739288325174979","0.703651338278214","0.774925312071744"
"erwerbstätig","2012","30-45","1 Einkommensschwächstes Quintil","846","0.583034700100925","0.557691406992715","0.608377993209136"
"erwerbstätig","2012","30-45","2","1595","0.825099678644221","0.808413343054678","0.841786014233764"
"erwerbstätig","2012","30-45","3","1582","0.910068979038853","0.896878488941372","0.923259469136334"
"erwerbstätig","2012","30-45","4","1700","0.930737187165739","0.919226346674257","0.942248027657221"
"erwerbstätig","2012","30-45","5 Einkommensstärkstes Quintil","1830","0.970709329187632","0.963230971558085","0.978187686817179"
"erwerbstätig","2012","46-65","1 Einkommensschwächstes Quintil","782","0.534413193233959","0.508514397096879","0.560311989371039"
"erwerbstätig","2012","46-65","2","1173","0.709840406066104","0.687637521627482","0.732043290504726"
"erwerbstätig","2012","46-65","3","1224","0.762395901381067","0.741288983687197","0.783502819074937"
"erwerbstätig","2012","46-65","4","1832","0.85292045408459","0.837963069979777","0.867877838189402"
"erwerbstätig","2012","46-65","5 Einkommensstärkstes Quintil","2306","0.890355434238447","0.878412031951617","0.902298836525276"
"erwerbstätig","2012","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2012","66","2","","","",""
"erwerbstätig","2012","66","3","","","",""
"erwerbstätig","2012","66","4","","","",""
"erwerbstätig","2012","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2013","17-29","1 Einkommensschwächstes Quintil","1108","0.577047784773144","0.552795342834815","0.601300226711474"
"nicht erwerbstätig","2013","17-29","2","801","0.459084806085623","0.432089434001797","0.486080178169448"
"nicht erwerbstätig","2013","17-29","3","516","0.405468028931754","0.374868421132831","0.436067636730678"
"nicht erwerbstätig","2013","17-29","4","445","0.315052192261378","0.285758135361105","0.344346249161652"
"nicht erwerbstätig","2013","17-29","5 Einkommensstärkstes Quintil","288","0.302276320907326","0.268731487630046","0.335821154184606"
"nicht erwerbstätig","2013","30-45","1 Einkommensschwächstes Quintil","1108","0.579793235912595","0.556933648387321","0.602652823437869"
"nicht erwerbstätig","2013","30-45","2","897","0.34042076113728","0.320897726632857","0.359943795641704"
"nicht erwerbstätig","2013","30-45","3","567","0.203424505055666","0.185432749002905","0.221416261108427"
"nicht erwerbstätig","2013","30-45","4","527","0.156995122358594","0.141772555052434","0.172217689664754"
"nicht erwerbstätig","2013","30-45","5 Einkommensstärkstes Quintil","423","0.111180629770648","0.0980208343970286","0.124340425144268"
"nicht erwerbstätig","2013","46-65","1 Einkommensschwächstes Quintil","1033","0.554060570886498","0.53071173326942","0.577409408503576"
"nicht erwerbstätig","2013","46-65","2","625","0.328764707372085","0.306704783859283","0.350824630884887"
"nicht erwerbstätig","2013","46-65","3","512","0.273702242672478","0.252097307331062","0.295307178013895"
"nicht erwerbstätig","2013","46-65","4","493","0.179567761040111","0.163850709074735","0.195284813005488"
"nicht erwerbstätig","2013","46-65","5 Einkommensstärkstes Quintil","347","0.0990274853653888","0.0879220020400541","0.110132968690724"
"nicht erwerbstätig","2013","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2013","66","2","","","",""
"nicht erwerbstätig","2013","66","3","","","",""
"nicht erwerbstätig","2013","66","4","","","",""
"nicht erwerbstätig","2013","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2013","17-29","1 Einkommensschwächstes Quintil","486","0.422952215226856","0.398699773288526","0.447204657165185"
"erwerbstätig","2013","17-29","2","508","0.540915193914377","0.513919821830552","0.567910565998202"
"erwerbstätig","2013","17-29","3","473","0.594531971068246","0.563932363269322","0.625131578867169"
"erwerbstätig","2013","17-29","4","521","0.684947807738622","0.655653750838348","0.714241864638895"
"erwerbstätig","2013","17-29","5 Einkommensstärkstes Quintil","432","0.697723679092674","0.664178845815394","0.731268512369954"
"erwerbstätig","2013","30-45","1 Einkommensschwächstes Quintil","683","0.420206764087405","0.397347176562131","0.443066351612679"
"erwerbstätig","2013","30-45","2","1366","0.65957923886272","0.640056204358296","0.679102273367143"
"erwerbstätig","2013","30-45","3","1356","0.796575494944334","0.778583738891573","0.814567250997095"
"erwerbstätig","2013","30-45","4","1667","0.843004877641406","0.827782310335246","0.858227444947566"
"erwerbstätig","2013","30-45","5 Einkommensstärkstes Quintil","1769","0.888819370229352","0.875659574855732","0.901979165602971"
"erwerbstätig","2013","46-65","1 Einkommensschwächstes Quintil","708","0.445939429113502","0.422590591496424","0.46928826673058"
"erwerbstätig","2013","46-65","2","1117","0.671235292627915","0.649175369115113","0.693295216140718"
"erwerbstätig","2013","46-65","3","1124","0.726297757327522","0.704692821986105","0.747902692668938"
"erwerbstätig","2013","46-65","4","1798","0.820432238959889","0.804715186994512","0.836149290925265"
"erwerbstätig","2013","46-65","5 Einkommensstärkstes Quintil","2432","0.900972514634611","0.889867031309276","0.912077997959946"
"erwerbstätig","2013","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2013","66","2","","","",""
"erwerbstätig","2013","66","3","","","",""
"erwerbstätig","2013","66","4","","","",""
"erwerbstätig","2013","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2014","17-29","1 Einkommensschwächstes Quintil","688","0.450232733165717","0.422956107954867","0.477509358376566"
"nicht erwerbstätig","2014","17-29","2","502","0.33358565089331","0.305504835580005","0.361666466206615"
"nicht erwerbstätig","2014","17-29","3","342","0.310171119877283","0.27907472851777","0.341267511236796"
"nicht erwerbstätig","2014","17-29","4","312","0.241442321086696","0.213996536131699","0.268888106041692"
"nicht erwerbstätig","2014","17-29","5 Einkommensstärkstes Quintil","243","0.241970165576929","0.210795403475988","0.27314492767787"
"nicht erwerbstätig","2014","30-45","1 Einkommensschwächstes Quintil","524","0.427819717763766","0.399814732936193","0.455824702591339"
"nicht erwerbstätig","2014","30-45","2","375","0.175869359108896","0.157996562274798","0.193742155942995"
"nicht erwerbstätig","2014","30-45","3","195","0.12078967656414","0.104979041578107","0.136600311550173"
"nicht erwerbstätig","2014","30-45","4","161","0.0707847399510997","0.0593220528900471","0.0822474270121522"
"nicht erwerbstätig","2014","30-45","5 Einkommensstärkstes Quintil","133","0.0492664735806982","0.0398355268291523","0.0586974203322442"
"nicht erwerbstätig","2014","46-65","1 Einkommensschwächstes Quintil","639","0.513930345054433","0.487139662853926","0.54072102725494"
"nicht erwerbstätig","2014","46-65","2","405","0.308384380879967","0.285205537960111","0.331563223799824"
"nicht erwerbstätig","2014","46-65","3","269","0.20954834016377","0.188365228963662","0.230731451363879"
"nicht erwerbstätig","2014","46-65","4","340","0.160725739295274","0.145272736177985","0.176178742412564"
"nicht erwerbstätig","2014","46-65","5 Einkommensstärkstes Quintil","285","0.0908020715681346","0.0802735774408611","0.101330565695408"
"nicht erwerbstätig","2014","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2014","66","2","","","",""
"nicht erwerbstätig","2014","66","3","","","",""
"nicht erwerbstätig","2014","66","4","","","",""
"nicht erwerbstätig","2014","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2014","17-29","1 Einkommensschwächstes Quintil","590","0.549767266834283","0.522490641623434","0.577043892045133"
"erwerbstätig","2014","17-29","2","581","0.66641434910669","0.638333533793385","0.694495164419995"
"erwerbstätig","2014","17-29","3","508","0.689828880122717","0.658732488763204","0.72092527148223"
"erwerbstätig","2014","17-29","4","622","0.758557678913304","0.731111893958308","0.786003463868301"
"erwerbstätig","2014","17-29","5 Einkommensstärkstes Quintil","482","0.758029834423071","0.72685507232213","0.789204596524012"
"erwerbstätig","2014","30-45","1 Einkommensschwächstes Quintil","675","0.572180282236234","0.544175297408661","0.600185267063807"
"erwerbstätig","2014","30-45","2","1368","0.824130640891104","0.806257844057006","0.842003437725202"
"erwerbstätig","2014","30-45","3","1437","0.87921032343586","0.863399688449827","0.895020958421893"
"erwerbstätig","2014","30-45","4","1762","0.9292152600489","0.917752572987848","0.940677947109953"
"erwerbstätig","2014","30-45","5 Einkommensstärkstes Quintil","1890","0.950733526419302","0.941302579667756","0.960164473170848"
"erwerbstätig","2014","46-65","1 Einkommensschwächstes Quintil","698","0.486069654945567","0.45927897274506","0.512860337146074"
"erwerbstätig","2014","46-65","2","1120","0.691615619120033","0.668436776200176","0.714794462039889"
"erwerbstätig","2014","46-65","3","1149","0.79045165983623","0.769268548636121","0.811634771036338"
"erwerbstätig","2014","46-65","4","1830","0.839274260704726","0.823821257587436","0.854727263822015"
"erwerbstätig","2014","46-65","5 Einkommensstärkstes Quintil","2576","0.909197928431865","0.898669434304592","0.919726422559139"
"erwerbstätig","2014","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2014","66","2","","","",""
"erwerbstätig","2014","66","3","","","",""
"erwerbstätig","2014","66","4","","","",""
"erwerbstätig","2014","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2015","17-29","1 Einkommensschwächstes Quintil","790","0.46865355580005","0.441774194432429","0.495532917167671"
"nicht erwerbstätig","2015","17-29","2","539","0.361140282497098","0.33163397111195","0.390646593882245"
"nicht erwerbstätig","2015","17-29","3","355","0.333039560582864","0.301631726572306","0.364447394593421"
"nicht erwerbstätig","2015","17-29","4","408","0.331090020169661","0.301760373703811","0.360419666635511"
"nicht erwerbstätig","2015","17-29","5 Einkommensstärkstes Quintil","292","0.248869545332853","0.219258775210119","0.278480315455586"
"nicht erwerbstätig","2015","30-45","1 Einkommensschwächstes Quintil","699","0.464003780595093","0.436291036998126","0.49171652419206"
"nicht erwerbstätig","2015","30-45","2","519","0.24593554497826","0.224788237068996","0.267082852887524"
"nicht erwerbstätig","2015","30-45","3","286","0.139234072862723","0.12184752194758","0.156620623777865"
"nicht erwerbstätig","2015","30-45","4","269","0.0922649308166939","0.0792315828287978","0.10529827880459"
"nicht erwerbstätig","2015","30-45","5 Einkommensstärkstes Quintil","223","0.0581805902029116","0.0480051716777803","0.0683560087280429"
"nicht erwerbstätig","2015","46-65","1 Einkommensschwächstes Quintil","668","0.530246547177957","0.503178905563425","0.557314188792489"
"nicht erwerbstätig","2015","46-65","2","378","0.297893070835913","0.273146615268031","0.322639526403794"
"nicht erwerbstätig","2015","46-65","3","291","0.195268923339497","0.174766139951017","0.215771706727976"
"nicht erwerbstätig","2015","46-65","4","319","0.148486796518434","0.133165078763733","0.163808514273135"
"nicht erwerbstätig","2015","46-65","5 Einkommensstärkstes Quintil","292","0.0863489284433698","0.0763197078120976","0.096378149074642"
"nicht erwerbstätig","2015","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2015","66","2","","","",""
"nicht erwerbstätig","2015","66","3","","","",""
"nicht erwerbstätig","2015","66","4","","","",""
"nicht erwerbstätig","2015","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2015","17-29","1 Einkommensschwächstes Quintil","534","0.53134644419995","0.504467082832329","0.558225805567571"
"erwerbstätig","2015","17-29","2","479","0.638859717502902","0.609353406117755","0.66836602888805"
"erwerbstätig","2015","17-29","3","510","0.666960439417136","0.635552605406579","0.698368273427694"
"erwerbstätig","2015","17-29","4","581","0.668909979830339","0.639580333364489","0.698239626296189"
"erwerbstätig","2015","17-29","5 Einkommensstärkstes Quintil","527","0.751130454667147","0.721519684544414","0.780741224789881"
"erwerbstätig","2015","30-45","1 Einkommensschwächstes Quintil","545","0.535996219404907","0.50828347580794","0.563708963001874"
"erwerbstätig","2015","30-45","2","1074","0.75406445502174","0.732917147112476","0.775211762931004"
"erwerbstätig","2015","30-45","3","1237","0.860765927137277","0.843379376222135","0.87815247805242"
"erwerbstätig","2015","30-45","4","1625","0.907735069183306","0.89470172119541","0.920768417171202"
"erwerbstätig","2015","30-45","5 Einkommensstärkstes Quintil","1810","0.941819409797088","0.931643991271957","0.95199482832222"
"erwerbstätig","2015","46-65","1 Einkommensschwächstes Quintil","638","0.469753452822043","0.442685811207511","0.496821094436575"
"erwerbstätig","2015","46-65","2","934","0.702106929164087","0.677360473596206","0.726853384731969"
"erwerbstätig","2015","46-65","3","1145","0.804731076660503","0.784228293272024","0.825233860048983"
"erwerbstätig","2015","46-65","4","1750","0.851513203481566","0.836191485726865","0.866834921236267"
"erwerbstätig","2015","46-65","5 Einkommensstärkstes Quintil","2721","0.91365107155663","0.903621850925358","0.923680292187902"
"erwerbstätig","2015","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2015","66","2","","","",""
"erwerbstätig","2015","66","3","","","",""
"erwerbstätig","2015","66","4","","","",""
"erwerbstätig","2015","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2016","17-29","1 Einkommensschwächstes Quintil","1510","0.484021245838207","0.462108415739065","0.50593407593735"
"nicht erwerbstätig","2016","17-29","2","441","0.374096279719613","0.34284529280481","0.405347266634416"
"nicht erwerbstätig","2016","17-29","3","288","0.373606260611763","0.338868586907551","0.408343934315975"
"nicht erwerbstätig","2016","17-29","4","314","0.259382238542329","0.231273469219576","0.287491007865082"
"nicht erwerbstätig","2016","17-29","5 Einkommensstärkstes Quintil","253","0.222408965781314","0.193591561118613","0.251226370444015"
"nicht erwerbstätig","2016","30-45","1 Einkommensschwächstes Quintil","1885","0.511412257536065","0.491184816805842","0.531639698266288"
"nicht erwerbstätig","2016","30-45","2","360","0.257864165055605","0.234380265499812","0.281348064611398"
"nicht erwerbstätig","2016","30-45","3","158","0.105391345924255","0.0885830726113346","0.122199619237174"
"nicht erwerbstätig","2016","30-45","4","123","0.056218715738207","0.0454080860453632","0.0670293454310508"
"nicht erwerbstätig","2016","30-45","5 Einkommensstärkstes Quintil","112","0.0518921721488531","0.0419784158206449","0.0618059284770613"
"nicht erwerbstätig","2016","46-65","1 Einkommensschwächstes Quintil","939","0.507090705786521","0.481688410838313","0.532493000734728"
"nicht erwerbstätig","2016","46-65","2","321","0.304679277470958","0.279102139527022","0.330256415414894"
"nicht erwerbstätig","2016","46-65","3","229","0.19913782247058","0.177395728972274","0.220879915968886"
"nicht erwerbstätig","2016","46-65","4","261","0.129734365586317","0.115203171459495","0.144265559713139"
"nicht erwerbstätig","2016","46-65","5 Einkommensstärkstes Quintil","253","0.0773090029997839","0.0676727839438088","0.0869452220557591"
"nicht erwerbstätig","2016","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2016","66","2","","","",""
"nicht erwerbstätig","2016","66","3","","","",""
"nicht erwerbstätig","2016","66","4","","","",""
"nicht erwerbstätig","2016","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2016","17-29","1 Einkommensschwächstes Quintil","488","0.515978754161793","0.49406592406265","0.537891584260935"
"erwerbstätig","2016","17-29","2","480","0.625903720280387","0.594652733365584","0.65715470719519"
"erwerbstätig","2016","17-29","3","457","0.626393739388237","0.591656065684025","0.661131413092449"
"erwerbstätig","2016","17-29","4","620","0.740617761457671","0.712508992134918","0.768726530780424"
"erwerbstätig","2016","17-29","5 Einkommensstärkstes Quintil","547","0.777591034218686","0.748773629555985","0.806408438881387"
"erwerbstätig","2016","30-45","1 Einkommensschwächstes Quintil","461","0.488587742463935","0.468360301733712","0.508815183194158"
"erwerbstätig","2016","30-45","2","973","0.742135834944395","0.718651935388602","0.765619734500188"
"erwerbstätig","2016","30-45","3","1124","0.894608654075745","0.877800380762825","0.911416927388665"
"erwerbstätig","2016","30-45","4","1621","0.943781284261793","0.932970654568949","0.954591913954637"
"erwerbstätig","2016","30-45","5 Einkommensstärkstes Quintil","1811","0.948107827851147","0.938194071522939","0.958021584179355"
"erwerbstätig","2016","46-65","1 Einkommensschwächstes Quintil","549","0.492909294213479","0.467506999265272","0.518311589161687"
"erwerbstätig","2016","46-65","2","923","0.695320722529042","0.669743584585106","0.720897860472978"
"erwerbstätig","2016","46-65","3","1067","0.80086217752942","0.779120084031114","0.822604271027726"
"erwerbstätig","2016","46-65","4","1793","0.870265634413683","0.855734440286861","0.884796828540505"
"erwerbstätig","2016","46-65","5 Einkommensstärkstes Quintil","2698","0.922690997000216","0.913054777944241","0.932327216056191"
"erwerbstätig","2016","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2016","66","2","","","",""
"erwerbstätig","2016","66","3","","","",""
"erwerbstätig","2016","66","4","","","",""
"erwerbstätig","2016","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2017","17-29","1 Einkommensschwächstes Quintil","1873","0.50217625746616","0.482033688809282","0.522318826123037"
"nicht erwerbstätig","2017","17-29","2","532","0.391632113540091","0.361894904558977","0.421369322521204"
"nicht erwerbstätig","2017","17-29","3","361","0.362263063550198","0.330287291314403","0.394238835785992"
"nicht erwerbstätig","2017","17-29","4","372","0.272702220008964","0.246514871423383","0.298889568594545"
"nicht erwerbstätig","2017","17-29","5 Einkommensstärkstes Quintil","284","0.208811453948389","0.184296375557768","0.23332653233901"
"nicht erwerbstätig","2017","30-45","1 Einkommensschwächstes Quintil","1987","0.523783129044567","0.504107046726764","0.54345921136237"
"nicht erwerbstätig","2017","30-45","2","419","0.224828499482015","0.20257571689266","0.24708128207137"
"nicht erwerbstätig","2017","30-45","3","158","0.0834556663783386","0.0685017460858302","0.098409586670847"
"nicht erwerbstätig","2017","30-45","4","124","0.061012880981546","0.0498082459050122","0.0722175160580797"
"nicht erwerbstätig","2017","30-45","5 Einkommensstärkstes Quintil","118","0.0475056239126362","0.0386965996729678","0.0563146481523046"
"nicht erwerbstätig","2017","46-65","1 Einkommensschwächstes Quintil","1116","0.557605381927176","0.533705635459426","0.581505128394926"
"nicht erwerbstätig","2017","46-65","2","347","0.295474322261685","0.270241748173821","0.320706896349549"
"nicht erwerbstätig","2017","46-65","3","239","0.151924694024992","0.13376581066908","0.170083577380904"
