year,age_gr,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93669,243,243,0.90601,0.96738
2004,66 and older,Baden-Wuerttemberg,"No, definitely not",0.94723,360,360,0.92410,0.97036
2004,66 and older,Bavaria,"No, definitely not",0.86076,458,458,0.82902,0.89250
2004,66 and older,Berlin,"No, definitely not",0.95710,112,112,0.91941,0.99480
2004,66 and older,Brandenburg,"No, definitely not",0.94194,180,180,0.90768,0.97620
2004,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.92059,81,81,0.86134,0.97984
2004,66 and older,Saxony,"No, definitely not",0.92423,265,265,0.89231,0.95615
2004,66 and older,Saxony-Anhalt,"No, definitely not",0.94997,166,166,0.91670,0.98323
2004,66 and older,Thuringa,"No, definitely not",0.96803,158,158,0.94051,0.99555
2005,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.29489,41,41,0.15358,0.43620
2005,17-29 y.,Lower Saxony,"Yes, definitely",0.25124,93,93,0.16261,0.33987
2005,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.06061,41,327,0.03471,0.08652
2005,17-29 y.,North Rhine-Westphalia,Probably,0.03621,33,327,0.01593,0.05649
2005,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.30115,253,327,0.25135,0.35095
2005,17-29 y.,Hesse,"Yes, definitely",0.33939,81,81,0.23563,0.44316
2005,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.33723,69,69,0.22486,0.44960
2005,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.32618,179,179,0.25730,0.39505
2005,17-29 y.,Bavaria,"Yes, definitely",0.24932,151,151,0.18009,0.31855
2005,17-29 y.,Berlin,"Yes, definitely",0.40288,65,65,0.28271,0.52304
2005,17-29 y.,Brandenburg,"Yes, definitely",0.35898,60,60,0.23658,0.48139
2005,17-29 y.,Saxony,"Yes, definitely",0.45118,132,132,0.36596,0.53639
2005,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.45033,83,83,0.34264,0.55802
2005,17-29 y.,Thuringa,"Yes, definitely",0.41738,72,72,0.30267,0.53209
2005,30-45 y.,Lower Saxony,"Yes, definitely",0.06780,40,40,-0.01110,0.14671
2005,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.03715,61,214,0.01175,0.06256
2005,30-45 y.,North Rhine-Westphalia,Probably,0.04292,51,214,0.01570,0.07014
2005,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.08269,102,214,0.04571,0.11968
2005,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.04239,40,149,0.00993,0.07486
2005,30-45 y.,Baden-Wuerttemberg,Probably,0.04913,39,149,0.01431,0.08395
2005,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.08413,70,149,0.03941,0.12885
2005,30-45 y.,Bavaria,Probably,0.04843,41,106,0.00737,0.08949
2005,30-45 y.,Bavaria,"Yes, definitely",0.07781,65,106,0.02657,0.12905
2005,30-45 y.,Berlin,"Yes, definitely",0.16969,33,33,0.03963,0.29974
2005,30-45 y.,Brandenburg,"Yes, definitely",0.19135,36,36,0.06103,0.32167
2005,30-45 y.,Saxony,"Yes, definitely",0.14977,52,52,0.05183,0.24771
2005,30-45 y.,Thuringa,"Yes, definitely",0.19019,43,43,0.07150,0.30888
2005,46-65 y.,Schleswig-Holstein,"No, definitely not",0.25391,52,52,0.13445,0.37336
2005,46-65 y.,Hamburg,"No, definitely not",0.33849,32,32,0.17192,0.50507
2005,46-65 y.,Lower Saxony,"No, definitely not",0.33199,157,157,0.25809,0.40589
2005,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.27638,411,462,0.23555,0.31720
2005,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.04311,51,462,0.02457,0.06166
2005,46-65 y.,Hesse,"No, definitely not",0.19878,104,104,0.12171,0.27586
2005,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.25999,99,99,0.17315,0.34683
2005,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.27016,223,223,0.21175,0.32857
2005,46-65 y.,Bavaria,"No, definitely not",0.24910,219,219,0.19169,0.30652
2005,46-65 y.,Berlin,"No, definitely not",0.18518,45,45,0.07040,0.29996
2005,46-65 y.,Brandenburg,"No, definitely not",0.23539,75,75,0.13872,0.33205
2005,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.25709,44,44,0.12646,0.38771
2005,46-65 y.,Saxony,"No, definitely not",0.23891,121,154,0.17134,0.30648
2005,46-65 y.,Saxony,"Yes, definitely",0.07668,33,154,0.03452,0.11884
2005,46-65 y.,Saxony-Anhalt,"No, definitely not",0.32022,90,90,0.22329,0.41715
2005,46-65 y.,Thuringa,"No, definitely not",0.32752,87,87,0.22833,0.42671
2005,66 and older,Schleswig-Holstein,"No, definitely not",0.92774,116,116,0.88041,0.97506
2005,66 and older,Hamburg,"No, definitely not",0.96063,41,41,0.90036,1.02090
2005,66 and older,Lower Saxony,"No, definitely not",0.93652,340,340,0.91057,0.96248
2005,66 and older,North Rhine-Westphalia,"No, definitely not",0.92376,757,757,0.90485,0.94268
2005,66 and older,Hesse,"No, definitely not",0.90801,204,204,0.86825,0.94777
2005,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93632,255,255,0.90629,0.96635
2005,66 and older,Baden-Wuerttemberg,"No, definitely not",0.92561,367,367,0.89873,0.95250
2005,66 and older,Bavaria,"No, definitely not",0.92444,457,457,0.90018,0.94869
2005,66 and older,Berlin,"No, definitely not",0.91823,105,105,0.86557,0.97089
2005,66 and older,Brandenburg,"No, definitely not",0.94524,171,171,0.91104,0.97944
2005,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93081,90,90,0.87809,0.98354
2005,66 and older,Saxony,"No, definitely not",0.91513,260,260,0.88119,0.94907
2005,66 and older,Saxony-Anhalt,"No, definitely not",0.92062,163,163,0.87899,0.96225
2005,66 and older,Thuringa,"No, definitely not",0.95934,161,161,0.92873,0.98994
2006,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.27784,36,36,0.12944,0.42624
2006,17-29 y.,Lower Saxony,"Yes, definitely",0.24953,92,92,0.16061,0.33844
2006,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.05427,39,308,0.02893,0.07961
2006,17-29 y.,North Rhine-Westphalia,Probably,0.04951,34,308,0.02524,0.07377
2006,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.29284,235,308,0.24193,0.34374
2006,17-29 y.,Hesse,"Yes, definitely",0.29723,70,70,0.18939,0.40507
2006,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.24239,64,64,0.13657,0.34821
2006,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.26691,169,169,0.20002,0.33380
2006,17-29 y.,Bavaria,"Yes, definitely",0.24008,156,156,0.17283,0.30732
2006,17-29 y.,Berlin,"Yes, definitely",0.31187,54,54,0.18715,0.43659
2006,17-29 y.,Brandenburg,"Yes, definitely",0.27830,51,51,0.15408,0.40253
2006,17-29 y.,Saxony,"Yes, definitely",0.33859,117,117,0.25247,0.42471
2006,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.36756,71,71,0.25461,0.48051
2006,17-29 y.,Thuringa,"Yes, definitely",0.25210,49,49,0.12926,0.37494
2006,30-45 y.,Lower Saxony,"Yes, definitely",0.10712,61,61,0.02887,0.18538
2006,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.03554,57,238,0.01197,0.05912
2006,30-45 y.,North Rhine-Westphalia,Probably,0.05722,78,238,0.02765,0.08679
2006,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.08672,103,238,0.05089,0.12255
2006,30-45 y.,Hesse,"Yes, definitely",0.08524,35,35,-0.00862,0.17910
2006,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.09185,38,38,-0.00121,0.18491
2006,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.03572,36,146,0.00551,0.06593
2006,30-45 y.,Baden-Wuerttemberg,Probably,0.04625,44,146,0.01206,0.08043
2006,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07868,66,146,0.03486,0.12251
2006,30-45 y.,Bavaria,Probably,0.05269,48,123,0.01304,0.09233
2006,30-45 y.,Bavaria,"Yes, definitely",0.08895,75,123,0.03844,0.13947
2006,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.21592,35,35,0.07762,0.35423
2006,30-45 y.,Saxony,"Yes, definitely",0.13563,48,48,0.03774,0.23352
2006,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.17276,36,36,0.04752,0.29801
2006,30-45 y.,Thuringa,"Yes, definitely",0.11452,36,36,0.00902,0.22002
2006,46-65 y.,Schleswig-Holstein,"No, definitely not",0.29549,64,64,0.18283,0.40816
2006,46-65 y.,Hamburg,"No, definitely not",0.34104,33,33,0.17679,0.50529
2006,46-65 y.,Lower Saxony,"No, definitely not",0.27607,157,157,0.20592,0.34623
2006,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.27750,436,498,0.23813,0.31686
2006,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.04555,62,498,0.02722,0.06388
2006,46-65 y.,Hesse,"No, definitely not",0.20461,110,110,0.12888,0.28035
2006,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.23502,104,104,0.15313,0.31690
2006,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.24568,219,219,0.18853,0.30282
2006,46-65 y.,Bavaria,"No, definitely not",0.26658,276,307,0.21704,0.31612
2006,46-65 y.,Bavaria,"Yes, definitely",0.04308,31,307,0.02033,0.06583
2006,46-65 y.,Berlin,"No, definitely not",0.18439,52,52,0.07796,0.29083
2006,46-65 y.,Brandenburg,"No, definitely not",0.19637,73,73,0.10461,0.28813
2006,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.23773,48,48,0.11602,0.35943
2006,46-65 y.,Saxony,"No, definitely not",0.25559,136,136,0.18201,0.32917
2006,46-65 y.,Saxony-Anhalt,"No, definitely not",0.29784,76,76,0.19434,0.40133
2006,46-65 y.,Thuringa,"No, definitely not",0.29520,83,83,0.19647,0.39393
2006,66 and older,Schleswig-Holstein,"No, definitely not",0.94428,134,134,0.90529,0.98326
2006,66 and older,Hamburg,"No, definitely not",0.94013,62,62,0.88059,0.99967
2006,66 and older,Lower Saxony,"No, definitely not",0.89298,387,387,0.86215,0.92382
2006,66 and older,North Rhine-Westphalia,"No, definitely not",0.92453,874,874,0.90701,0.94205
2006,66 and older,Hesse,"No, definitely not",0.90232,251,251,0.86552,0.93912
2006,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.95179,265,265,0.92595,0.97763
2006,66 and older,Baden-Wuerttemberg,"No, definitely not",0.94263,457,457,0.92129,0.96397
2006,66 and older,Bavaria,"No, definitely not",0.88858,524,524,0.86161,0.91555
2006,66 and older,Berlin,"No, definitely not",0.96406,129,129,0.93182,0.99631
2006,66 and older,Brandenburg,"No, definitely not",0.95412,206,206,0.92547,0.98276
2006,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.92058,104,104,0.86837,0.97280
2006,66 and older,Saxony,"No, definitely not",0.92428,305,305,0.89454,0.95402
2006,66 and older,Saxony-Anhalt,"No, definitely not",0.96773,187,187,0.94233,0.99313
2006,66 and older,Thuringa,"No, definitely not",0.97828,205,205,0.95828,0.99829
2007,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.26023,32,32,0.10578,0.41469
2007,17-29 y.,Lower Saxony,"Yes, definitely",0.22883,78,78,0.13500,0.32266
2007,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.26925,205,205,0.20838,0.33012
2007,17-29 y.,Hesse,"Yes, definitely",0.25829,71,71,0.15575,0.36082
2007,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.28740,64,64,0.17565,0.39915
2007,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24635,151,151,0.17739,0.31530
2007,17-29 y.,Bavaria,"Yes, definitely",0.21481,127,127,0.14310,0.28652
2007,17-29 y.,Berlin,"Yes, definitely",0.38162,52,52,0.24830,0.51495
2007,17-29 y.,Brandenburg,"Yes, definitely",0.32382,44,44,0.18396,0.46368
2007,17-29 y.,Saxony,"Yes, definitely",0.33313,95,95,0.23784,0.42841
2007,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.27826,59,59,0.16293,0.39360
2007,17-29 y.,Thuringa,"Yes, definitely",0.22083,46,46,0.09963,0.34203
2007,30-45 y.,Lower Saxony,"Yes, definitely",0.06227,39,39,-0.01456,0.13911
2007,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02750,42,200,0.00478,0.05021
2007,30-45 y.,North Rhine-Westphalia,Probably,0.05462,64,200,0.02304,0.08619
2007,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.07960,94,200,0.04199,0.11721
2007,30-45 y.,Hesse,"Yes, definitely",0.08734,32,32,-0.01205,0.18673
2007,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.03752,33,83,-0.00361,0.07866
2007,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07613,50,83,0.01873,0.13354
2007,30-45 y.,Bavaria,Probably,0.03768,34,91,-0.00166,0.07702
2007,30-45 y.,Bavaria,"Yes, definitely",0.07780,57,91,0.02246,0.13314
2007,30-45 y.,Saxony,"Yes, definitely",0.12306,37,37,0.01575,0.23037
2007,46-65 y.,Schleswig-Holstein,"No, definitely not",0.33788,63,63,0.22014,0.45562
2007,46-65 y.,Lower Saxony,"No, definitely not",0.24765,129,129,0.17287,0.32243
2007,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.23777,340,421,0.19705,0.27848
2007,46-65 y.,North Rhine-Westphalia,Probably not,0.02848,34,421,0.01257,0.04439
2007,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.04371,47,421,0.02415,0.06326
2007,46-65 y.,Hesse,"No, definitely not",0.22653,108,108,0.14721,0.30584
2007,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.20816,85,85,0.12134,0.29498
2007,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.24946,205,205,0.19009,0.30884
2007,46-65 y.,Bavaria,"No, definitely not",0.23326,231,231,0.17860,0.28791
2007,46-65 y.,Berlin,"No, definitely not",0.14522,49,49,0.04555,0.24490
2007,46-65 y.,Brandenburg,"No, definitely not",0.18760,58,58,0.08625,0.28895
2007,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.21045,43,43,0.08717,0.33373
2007,46-65 y.,Saxony,"No, definitely not",0.23578,124,124,0.16076,0.31080
2007,46-65 y.,Saxony-Anhalt,"No, definitely not",0.27799,73,73,0.17451,0.38148
2007,46-65 y.,Thuringa,"No, definitely not",0.25335,66,66,0.14761,0.35908
2007,66 and older,Schleswig-Holstein,"No, definitely not",0.92831,128,128,0.88344,0.97318
2007,66 and older,Hamburg,"No, definitely not",0.93070,63,63,0.86749,0.99392
2007,66 and older,Lower Saxony,"No, definitely not",0.94115,394,394,0.91789,0.96442
2007,66 and older,North Rhine-Westphalia,"No, definitely not",0.91289,846,846,0.89388,0.93191
2007,66 and older,Hesse,"No, definitely not",0.90562,243,243,0.86879,0.94246
2007,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93949,244,244,0.90951,0.96947
2007,66 and older,Baden-Wuerttemberg,"No, definitely not",0.89651,431,431,0.86772,0.92530
2007,66 and older,Bavaria,"No, definitely not",0.88098,530,530,0.85339,0.90858
2007,66 and older,Berlin,"No, definitely not",0.92106,122,122,0.87302,0.96911
2007,66 and older,Brandenburg,"No, definitely not",0.89804,201,201,0.85610,0.93998
2007,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.88844,94,94,0.82445,0.95243
2007,66 and older,Saxony,"No, definitely not",0.91564,303,303,0.88429,0.94698
2007,66 and older,Saxony-Anhalt,"No, definitely not",0.95259,183,183,0.92171,0.98346
2007,66 and older,Thuringa,"No, definitely not",0.97208,206,206,0.94952,0.99463
2008,17-29 y.,Lower Saxony,"Yes, definitely",0.25025,78,78,0.15350,0.34700
2008,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.28375,191,191,0.21965,0.34785
2008,17-29 y.,Hesse,"Yes, definitely",0.22386,54,54,0.11164,0.33608
2008,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.23588,48,48,0.11451,0.35726
2008,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.20635,131,131,0.13678,0.27591
2008,17-29 y.,Bavaria,"Yes, definitely",0.18844,110,110,0.11502,0.26186
2008,17-29 y.,Berlin,"Yes, definitely",0.30337,46,46,0.16905,0.43769
2008,17-29 y.,Brandenburg,"Yes, definitely",0.34575,51,51,0.21391,0.47758
2008,17-29 y.,Saxony,"Yes, definitely",0.30020,85,85,0.20219,0.39822
2008,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.30081,52,52,0.17495,0.42668
2008,17-29 y.,Thuringa,"Yes, definitely",0.31488,51,51,0.18614,0.44362
2008,30-45 y.,Lower Saxony,"Yes, definitely",0.07209,37,37,-0.01240,0.15658
2008,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02920,35,153,0.00243,0.05596
2008,30-45 y.,North Rhine-Westphalia,Probably,0.03322,41,153,0.00473,0.06171
2008,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.06743,77,153,0.02756,0.10729
2008,30-45 y.,Hesse,"Yes, definitely",0.09329,32,32,-0.00909,0.19567
2008,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.04364,34,34,-0.02606,0.11334
2008,30-45 y.,Bavaria,"Yes, definitely",0.06375,51,51,-0.00397,0.13147
2008,30-45 y.,Saxony,"Yes, definitely",0.09436,31,31,-0.01025,0.19897
2008,46-65 y.,Schleswig-Holstein,"No, definitely not",0.28832,50,50,0.16149,0.41516
2008,46-65 y.,Lower Saxony,"No, definitely not",0.20623,112,112,0.13096,0.28150
2008,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.22608,289,325,0.18053,0.27162
2008,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03893,36,325,0.01787,0.05999
2008,46-65 y.,Hesse,"No, definitely not",0.21333,99,99,0.13223,0.29444
2008,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.20169,89,89,0.11785,0.28553
2008,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.22722,173,173,0.16460,0.28984
2008,46-65 y.,Bavaria,"No, definitely not",0.23794,222,222,0.18180,0.29409
2008,46-65 y.,Berlin,"No, definitely not",0.14642,44,44,0.04075,0.25209
2008,46-65 y.,Brandenburg,"No, definitely not",0.16163,54,54,0.06253,0.26074
2008,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.21485,46,46,0.09485,0.33485
2008,46-65 y.,Saxony,"No, definitely not",0.18199,103,103,0.10712,0.25687
2008,46-65 y.,Saxony-Anhalt,"No, definitely not",0.20713,55,55,0.09904,0.31521
2008,46-65 y.,Thuringa,"No, definitely not",0.22040,61,61,0.11551,0.32529
2008,66 and older,Schleswig-Holstein,"No, definitely not",0.91047,128,128,0.86081,0.96013
2008,66 and older,Hamburg,"No, definitely not",0.95060,63,63,0.89666,1.00454
2008,66 and older,Lower Saxony,"No, definitely not",0.89903,385,385,0.86889,0.92916
2008,66 and older,North Rhine-Westphalia,"No, definitely not",0.91200,822,822,0.89262,0.93138
2008,66 and older,Hesse,"No, definitely not",0.89858,234,234,0.85982,0.93734
2008,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.95083,238,238,0.92330,0.97836
2008,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91731,445,445,0.89170,0.94293
2008,66 and older,Bavaria,"No, definitely not",0.86820,502,502,0.83857,0.89782
2008,66 and older,Berlin,"No, definitely not",0.88093,124,124,0.82370,0.93817
2008,66 and older,Brandenburg,"No, definitely not",0.90770,206,206,0.86808,0.94732
2008,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93076,102,102,0.88125,0.98027
2008,66 and older,Saxony,"No, definitely not",0.95747,308,308,0.93490,0.98004
2008,66 and older,Saxony-Anhalt,"No, definitely not",0.95670,178,178,0.92672,0.98669
2008,66 and older,Thuringa,"No, definitely not",0.98212,207,207,0.96402,1.00021
2009,17-29 y.,Lower Saxony,"Yes, definitely",0.31441,71,71,0.20564,0.42317
2009,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.26542,171,171,0.19904,0.33180
2009,17-29 y.,Hesse,"Yes, definitely",0.22318,53,53,0.11001,0.33635
2009,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22269,51,51,0.10737,0.33802
2009,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.21906,110,110,0.14141,0.29671
2009,17-29 y.,Bavaria,"Yes, definitely",0.17694,108,108,0.10463,0.24925
2009,17-29 y.,Berlin,"Yes, definitely",0.27407,38,38,0.13035,0.41780
2009,17-29 y.,Brandenburg,"Yes, definitely",0.29833,37,37,0.14887,0.44779
2009,17-29 y.,Saxony,"Yes, definitely",0.28178,71,71,0.17639,0.38717
2009,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.27998,44,44,0.14578,0.41418
2009,17-29 y.,Thuringa,"Yes, definitely",0.27048,43,43,0.13614,0.40483
2009,30-45 y.,Lower Saxony,"Yes, definitely",0.08233,36,36,-0.00874,0.17339
2009,30-45 y.,North Rhine-Westphalia,Probably,0.03709,35,117,0.00270,0.07148
2009,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.08299,82,117,0.03279,0.13320
2009,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.06796,35,35,-0.01664,0.15256
2009,30-45 y.,Bavaria,"Yes, definitely",0.05394,43,43,-0.01438,0.12226
2009,46-65 y.,Schleswig-Holstein,"No, definitely not",0.27307,45,45,0.14142,0.40472
2009,46-65 y.,Lower Saxony,"No, definitely not",0.21335,109,109,0.13609,0.29062
2009,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.22391,266,311,0.17751,0.27032
2009,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.05570,45,311,0.03017,0.08123
2009,46-65 y.,Hesse,"No, definitely not",0.19673,82,82,0.11016,0.28330
2009,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.21481,83,83,0.12592,0.30370
2009,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.16750,124,124,0.10150,0.23349
2009,46-65 y.,Bavaria,"No, definitely not",0.20446,189,189,0.14681,0.26211
2009,46-65 y.,Berlin,"No, definitely not",0.12989,37,37,0.02007,0.23972
2009,46-65 y.,Brandenburg,"No, definitely not",0.16364,56,56,0.06587,0.26141
2009,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.19645,43,43,0.07629,0.31661
2009,46-65 y.,Saxony,"No, definitely not",0.13811,77,77,0.06054,0.21568
2009,46-65 y.,Saxony-Anhalt,"No, definitely not",0.21912,55,55,0.10879,0.32944
2009,46-65 y.,Thuringa,"No, definitely not",0.18485,55,55,0.08131,0.28838
2009,66 and older,Schleswig-Holstein,"No, definitely not",0.80955,119,119,0.73870,0.88040
2009,66 and older,Hamburg,"No, definitely not",0.95748,63,63,0.90725,1.00770
2009,66 and older,Lower Saxony,"No, definitely not",0.88917,380,380,0.85757,0.92078
2009,66 and older,North Rhine-Westphalia,"No, definitely not",0.90710,772,772,0.88661,0.92759
2009,66 and older,Hesse,"No, definitely not",0.89513,219,219,0.85446,0.93580
2009,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.96087,214,214,0.93483,0.98691
2009,66 and older,Baden-Wuerttemberg,"No, definitely not",0.90599,416,416,0.87792,0.93407
2009,66 and older,Bavaria,"No, definitely not",0.89004,499,499,0.86256,0.91752
2009,66 and older,Berlin,"No, definitely not",0.89194,129,129,0.83816,0.94573
2009,66 and older,Brandenburg,"No, definitely not",0.93656,202,202,0.90286,0.97026
2009,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.90662,99,99,0.84901,0.96423
2009,66 and older,Saxony,"No, definitely not",0.93395,304,304,0.90599,0.96192
2009,66 and older,Saxony-Anhalt,"No, definitely not",0.96881,174,174,0.94291,0.99472
2009,66 and older,Thuringa,"No, definitely not",0.97191,203,203,0.94913,0.99470
2010,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.21119,39,39,0.08141,0.34096
2010,17-29 y.,Lower Saxony,"Yes, definitely",0.29037,116,116,0.20741,0.37334
2010,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.03556,32,401,0.01741,0.05371
2010,17-29 y.,North Rhine-Westphalia,Probably,0.02467,57,401,0.00947,0.03987
2010,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.32134,312,401,0.27557,0.36710
2010,17-29 y.,Hesse,"Yes, definitely",0.23165,85,85,0.14143,0.32188
2010,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.23264,68,68,0.13147,0.33382
2010,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24105,166,166,0.17579,0.30632
2010,17-29 y.,Bavaria,Probably,0.04993,35,199,0.01959,0.08027
2010,17-29 y.,Bavaria,"Yes, definitely",0.17701,164,199,0.12385,0.23018
2010,17-29 y.,Berlin,"Yes, definitely",0.27317,65,65,0.16401,0.38234
2010,17-29 y.,Brandenburg,"Yes, definitely",0.31708,53,53,0.19060,0.44356
2010,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.23588,32,32,0.08643,0.38534
2010,17-29 y.,Saxony,"Yes, definitely",0.30560,124,124,0.22418,0.38701
2010,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.27419,59,59,0.15938,0.38900
2010,17-29 y.,Thuringa,"Yes, definitely",0.22128,52,52,0.10735,0.33521
2010,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.13306,69,69,0.05233,0.21379
2010,30-45 y.,Lower Saxony,Probably,0.03155,52,157,0.00412,0.05898
2010,30-45 y.,Lower Saxony,"Yes, definitely",0.10984,105,157,0.06077,0.15891
2010,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02097,67,570,0.00920,0.03275
2010,30-45 y.,North Rhine-Westphalia,Probably not,0.01338,39,570,0.00394,0.02282
2010,30-45 y.,North Rhine-Westphalia,Probably,0.04320,135,570,0.02650,0.05991
2010,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.09265,329,570,0.06883,0.11647
2010,30-45 y.,Hesse,Probably,0.03485,45,148,0.00520,0.06450
2010,30-45 y.,Hesse,"Yes, definitely",0.09149,103,148,0.04488,0.13810
2010,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.06268,41,93,0.01315,0.11221
2010,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.09211,52,93,0.03302,0.15121
2010,30-45 y.,Baden-Wuerttemberg,Probably,0.02351,70,257,0.00495,0.04207
2010,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07917,187,257,0.04610,0.11225
2010,30-45 y.,Bavaria,Probably not,0.01177,32,305,-0.00035,0.02389
2010,30-45 y.,Bavaria,Probably,0.02699,90,305,0.00877,0.04521
2010,30-45 y.,Bavaria,"Yes, definitely",0.09133,183,305,0.05894,0.12371
2010,30-45 y.,Berlin,"Yes, definitely",0.14554,59,59,0.05478,0.23629
2010,30-45 y.,Brandenburg,"Yes, definitely",0.10718,55,55,0.02467,0.18969
2010,30-45 y.,Saxony,"Yes, definitely",0.12718,97,97,0.06053,0.19383
2010,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.08170,48,48,0.00339,0.16001
