,Unnamed: 0,year,bula_h,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
258,258,2008,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.47236,168,16198,0.42388,0.5293
259,259,2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.34254,147,16198,0.29642,0.39066
260,260,2008,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.18511,80,16198,0.15408,0.22482
261,261,2008,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,1.0,35,16198,0.75189,1.30821
262,262,2008,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.34184,69,16198,0.27422,0.41288
263,263,2008,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.37891,71,16198,0.31053,0.45173
264,264,2008,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.27925,42,16198,0.21408,0.34722
265,265,2008,Thuringa,Upper Secondary Level,Very seldom,0.36537,174,16198,0.32421,0.42372
266,266,2008,Thuringa,Upper Secondary Level,Seldom,0.36817,194,16198,0.32769,0.42589
267,267,2008,Thuringa,Upper Secondary Level,Sometimes,0.19179,103,16198,0.15908,0.23299
268,268,2008,Thuringa,Upper Secondary Level,Often,0.07466,37,16198,0.05328,0.09473
269,269,2008,Thuringa,Second Stage of Tertiary Education,Very seldom,0.54679,68,16198,0.44138,0.66361
270,270,2008,Thuringa,Second Stage of Tertiary Education,Seldom,0.45321,75,16198,0.37064,0.53949
271,271,2009,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.51273,149,14774,0.45674,0.58854
272,272,2009,Schleswig-Holstein,Upper Secondary Level,Seldom,0.34294,82,14774,0.28019,0.41655
273,273,2009,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.14432,33,14774,0.11217,0.18841
274,274,2009,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,1.0,41,14774,0.80608,1.24415
275,275,2009,Hamburg,Upper Secondary Level,Very seldom,1.0,61,14774,0.78609,1.18253
276,276,2009,Hamburg,Second Stage of Tertiary Education,Very seldom,1.0,38,14774,0.68437,1.39141
277,277,2009,Lower Saxony,Lower Secondary Level,Very seldom,0.43877,73,14774,0.36651,0.51785
278,278,2009,Lower Saxony,Lower Secondary Level,Seldom,0.32944,51,14774,0.26693,0.39175
279,279,2009,Lower Saxony,Lower Secondary Level,Sometimes,0.2318,36,14774,0.17426,0.30725
280,280,2009,Lower Saxony,Upper Secondary Level,Very seldom,0.425,354,14774,0.38609,0.45873
281,281,2009,Lower Saxony,Upper Secondary Level,Seldom,0.27432,252,14774,0.24866,0.30043
282,282,2009,Lower Saxony,Upper Secondary Level,Sometimes,0.22804,172,14774,0.20165,0.25452
283,283,2009,Lower Saxony,Upper Secondary Level,Often,0.07263,63,14774,0.05852,0.08916
284,284,2009,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.47727,42,14774,0.373,0.59426
285,285,2009,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.52273,36,14774,0.38942,0.70718
286,286,2009,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.52944,45,14774,0.41273,0.67299
287,287,2009,Lower Saxony,First Stage of Tertiary Education,Seldom,0.47056,34,14774,0.32391,0.61232
288,288,2009,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.48025,156,14774,0.41213,0.56349
289,289,2009,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.38198,101,14774,0.29231,0.45508
290,290,2009,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.13777,33,14774,0.09342,0.18146
291,291,2009,North Rhine-Westphalia,Pre-primary Level,Very seldom,1.0,39,14774,0.7647,1.27242
292,292,2009,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.46724,173,14774,0.40902,0.51987
293,293,2009,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.33968,124,14774,0.3051,0.38402
294,294,2009,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.19309,73,14774,0.16266,0.22707
295,295,2009,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.42416,744,14774,0.40195,0.4529
296,296,2009,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.33359,576,14774,0.31194,0.36088
297,297,2009,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.17138,290,14774,0.1544,0.18684
298,298,2009,North Rhine-Westphalia,Upper Secondary Level,Often,0.07086,104,14774,0.06083,0.07981
299,299,2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.37818,107,14774,0.31495,0.45014
300,300,2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.38597,92,14774,0.31697,0.45627
301,301,2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.23585,55,14774,0.18883,0.28395
302,302,2009,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.40466,100,14774,0.33187,0.4787
303,303,2009,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.38046,89,14774,0.30925,0.45614
304,304,2009,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.21488,43,14774,0.15057,0.29631
305,305,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.41475,333,14774,0.37054,0.46984
306,306,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.35034,247,14774,0.30227,0.39972
307,307,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.17052,120,14774,0.14172,0.20149
308,308,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.06439,33,14774,0.04094,0.089
309,309,2009,Hesse,Lower Secondary Level,Very seldom,0.48304,44,14774,0.35227,0.61155
310,310,2009,Hesse,Lower Secondary Level,Seldom,0.51696,38,14774,0.41164,0.64168
311,311,2009,Hesse,Upper Secondary Level,Very seldom,0.38187,217,14774,0.34107,0.42246
312,312,2009,Hesse,Upper Secondary Level,Seldom,0.36908,193,14774,0.32359,0.42091
313,313,2009,Hesse,Upper Secondary Level,Sometimes,0.24905,117,14774,0.205,0.29197
314,314,2009,Hesse,Post-secondary Non-tertiary Level,Very seldom,1.0,34,14774,0.76848,1.37858
315,315,2009,Hesse,Second Stage of Tertiary Education,Very seldom,0.40849,134,14774,0.32506,0.47906
316,316,2009,Hesse,Second Stage of Tertiary Education,Seldom,0.47012,119,14774,0.38566,0.54773
317,317,2009,Hesse,Second Stage of Tertiary Education,Sometimes,0.12139,43,14774,0.09194,0.15837
318,318,2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.52344,69,14774,0.4237,0.64299
319,319,2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.47656,49,14774,0.38487,0.56022
320,320,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.50748,254,14774,0.45769,0.55124
321,321,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.25268,122,14774,0.21353,0.29815
322,322,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.17009,88,14774,0.14055,0.2012
323,323,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.06974,33,14774,0.05032,0.09301
324,324,2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,1.0,38,14774,0.76083,1.25617
325,325,2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.59556,69,14774,0.41389,0.77958
326,326,2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.40444,57,14774,0.30616,0.50967
327,327,2009,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.3396,80,14774,0.28663,0.39128
328,328,2009,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.43791,107,14774,0.36709,0.52249
329,329,2009,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.22249,56,14774,0.18515,0.26429
330,330,2009,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.37799,373,14774,0.34177,0.42311
331,331,2009,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36984,364,14774,0.33571,0.406
332,332,2009,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.19962,201,14774,0.17667,0.22589
333,333,2009,Baden-Wuerttemberg,Upper Secondary Level,Often,0.05255,49,14774,0.03773,0.06721
334,334,2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.43345,39,14774,0.32148,0.54904
335,335,2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.56655,43,14774,0.39875,0.78
336,336,2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.47582,58,14774,0.36604,0.58635
337,337,2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.52418,58,14774,0.41366,0.66637
338,338,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.50092,210,14774,0.42623,0.57326
339,339,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.34619,146,14774,0.27709,0.40235
340,340,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.1529,62,14774,0.11723,0.19747
341,341,2009,Bavaria,Lower Secondary Level,Very seldom,0.28288,69,14774,0.23406,0.33591
342,342,2009,Bavaria,Lower Secondary Level,Seldom,0.35371,93,14774,0.29836,0.40445
343,343,2009,Bavaria,Lower Secondary Level,Sometimes,0.36341,81,14774,0.30612,0.44344
344,344,2009,Bavaria,Upper Secondary Level,Very seldom,0.32542,453,14774,0.29413,0.34775
345,345,2009,Bavaria,Upper Secondary Level,Seldom,0.37398,501,14774,0.34459,0.40315
346,346,2009,Bavaria,Upper Secondary Level,Sometimes,0.22809,285,14774,0.20852,0.25202
347,347,2009,Bavaria,Upper Secondary Level,Often,0.07252,102,14774,0.06191,0.08544
348,348,2009,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.50242,46,14774,0.38167,0.61222
349,349,2009,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.49758,47,14774,0.39146,0.63762
350,350,2009,Bavaria,First Stage of Tertiary Education,Very seldom,0.38406,75,14774,0.31083,0.47655
351,351,2009,Bavaria,First Stage of Tertiary Education,Seldom,0.3747,61,14774,0.29523,0.45714
352,352,2009,Bavaria,First Stage of Tertiary Education,Sometimes,0.24124,40,14774,0.1668,0.31873
353,353,2009,Bavaria,Second Stage of Tertiary Education,Very seldom,0.45898,215,14774,0.38797,0.51885
354,354,2009,Bavaria,Second Stage of Tertiary Education,Seldom,0.29202,180,14774,0.25114,0.33483
355,355,2009,Bavaria,Second Stage of Tertiary Education,Sometimes,0.24899,98,14774,0.19176,0.32109
356,356,2009,Berlin,Upper Secondary Level,Very seldom,0.39242,93,14774,0.34621,0.45577
357,357,2009,Berlin,Upper Secondary Level,Seldom,0.40587,91,14774,0.35513,0.46433
358,358,2009,Berlin,Upper Secondary Level,Sometimes,0.2017,52,14774,0.15711,0.25294
359,359,2009,Berlin,Second Stage of Tertiary Education,Very seldom,0.47071,101,14774,0.39502,0.55015
360,360,2009,Berlin,Second Stage of Tertiary Education,Seldom,0.31974,81,14774,0.24521,0.40123
361,361,2009,Berlin,Second Stage of Tertiary Education,Sometimes,0.20954,46,14774,0.15307,0.27158
362,362,2009,Brandenburg,Upper Secondary Level,Very seldom,0.4642,167,14774,0.41033,0.51582
363,363,2009,Brandenburg,Upper Secondary Level,Seldom,0.28212,119,14774,0.24138,0.32628
364,364,2009,Brandenburg,Upper Secondary Level,Sometimes,0.25368,72,14774,0.1902,0.32157
365,365,2009,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.43149,95,14774,0.35954,0.5251
366,366,2009,Brandenburg,Second Stage of Tertiary Education,Seldom,0.37656,93,14774,0.30813,0.44563
367,367,2009,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.19194,39,14774,0.1396,0.26023
368,368,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.4087,94,14774,0.35933,0.46573
369,369,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.42405,81,14774,0.32679,0.52052
370,370,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.16725,43,14774,0.12168,0.23224
371,371,2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.53791,55,14774,0.41903,0.67889
372,372,2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.46209,49,14774,0.33638,0.62169
373,373,2009,Saxony,Upper Secondary Level,Very seldom,0.32164,225,14774,0.28512,0.36245
374,374,2009,Saxony,Upper Secondary Level,Seldom,0.36975,288,14774,0.3304,0.40981
375,375,2009,Saxony,Upper Secondary Level,Sometimes,0.23809,159,14774,0.20113,0.27798
376,376,2009,Saxony,Upper Secondary Level,Often,0.07052,52,14774,0.0512,0.09867
377,377,2009,Saxony,First Stage of Tertiary Education,Very seldom,0.45528,34,14774,0.31044,0.67469
378,378,2009,Saxony,First Stage of Tertiary Education,Seldom,0.54472,51,14774,0.40005,0.76877
379,379,2009,Saxony,Second Stage of Tertiary Education,Very seldom,0.39756,130,14774,0.33909,0.4726
380,380,2009,Saxony,Second Stage of Tertiary Education,Seldom,0.43291,135,14774,0.35486,0.53451
381,381,2009,Saxony,Second Stage of Tertiary Education,Sometimes,0.16953,56,14774,0.14065,0.19853
382,382,2009,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.45806,164,14774,0.39785,0.52864
383,383,2009,Saxony-Anhalt,Upper Secondary Level,Seldom,0.32485,137,14774,0.288,0.37315
384,384,2009,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.21709,64,14774,0.15722,0.28324
385,385,2009,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.45891,83,14774,0.37918,0.5329
386,386,2009,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.36183,65,14774,0.28784,0.44831
387,387,2009,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.17926,32,14774,0.12978,0.2445
388,388,2009,Thuringa,Upper Secondary Level,Very seldom,0.36543,178,14774,0.31258,0.4113
389,389,2009,Thuringa,Upper Secondary Level,Seldom,0.37578,179,14774,0.33001,0.42268
390,390,2009,Thuringa,Upper Secondary Level,Sometimes,0.18447,95,14774,0.14396,0.227
391,391,2009,Thuringa,Upper Secondary Level,Often,0.07432,32,14774,0.0501,0.10502
392,392,2009,Thuringa,Second Stage of Tertiary Education,Very seldom,0.49383,76,14774,0.40073,0.61148
393,393,2009,Thuringa,Second Stage of Tertiary Education,Seldom,0.50617,64,14774,0.34331,0.67425
394,394,2010,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.41271,100,13814,0.35025,0.48382
395,395,2010,Schleswig-Holstein,Upper Secondary Level,Seldom,0.40441,92,13814,0.32121,0.48207
396,396,2010,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.18288,39,13814,0.13938,0.21748
397,397,2010,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,1.0,32,13814,0.63607,1.35239
398,398,2010,Hamburg,Upper Secondary Level,Very seldom,0.55521,48,13814,0.44583,0.66692
399,399,2010,Hamburg,Upper Secondary Level,Seldom,0.44479,37,13814,0.31958,0.59148
400,400,2010,Hamburg,Second Stage of Tertiary Education,Very seldom,1.0,39,13814,0.74011,1.34225
401,401,2010,Lower Saxony,Lower Secondary Level,Very seldom,0.40544,58,13814,0.32832,0.49404
402,402,2010,Lower Saxony,Lower Secondary Level,Seldom,0.31547,49,13814,0.21872,0.38557
403,403,2010,Lower Saxony,Lower Secondary Level,Sometimes,0.27909,37,13814,0.1983,0.3499
404,404,2010,Lower Saxony,Upper Secondary Level,Very seldom,0.40298,308,13814,0.35847,0.4528
405,405,2010,Lower Saxony,Upper Secondary Level,Seldom,0.3687,283,13814,0.32741,0.40683
406,406,2010,Lower Saxony,Upper Secondary Level,Sometimes,0.16773,136,13814,0.14276,0.19201
407,407,2010,Lower Saxony,Upper Secondary Level,Often,0.06058,48,13814,0.04739,0.07786
408,408,2010,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,1.0,43,13814,0.6803,1.38728
409,409,2010,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.61142,46,13814,0.46101,0.81195
410,410,2010,Lower Saxony,First Stage of Tertiary Education,Seldom,0.38858,33,13814,0.26073,0.52858
411,411,2010,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.46738,137,13814,0.37145,0.55852
412,412,2010,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.37332,103,13814,0.30137,0.44766
413,413,2010,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.1593,37,13814,0.10133,0.22532
414,414,2010,North Rhine-Westphalia,Pre-primary Level,Very seldom,1.0,46,13814,0.71052,1.2833
415,415,2010,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.39736,155,13814,0.34198,0.46001
416,416,2010,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.32971,121,13814,0.28272,0.38823
417,417,2010,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.15353,60,13814,0.11751,0.19065
418,418,2010,North Rhine-Westphalia,Lower Secondary Level,Often,0.1194,31,13814,0.08735,0.14786
419,419,2010,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.40682,677,13814,0.38002,0.43245
420,420,2010,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.35781,548,13814,0.32953,0.38666
421,421,2010,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.18011,277,13814,0.16341,0.19771
422,422,2010,North Rhine-Westphalia,Upper Secondary Level,Often,0.05526,83,13814,0.04451,0.0662
423,423,2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.43091,106,13814,0.33901,0.52123
424,424,2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.37532,78,13814,0.27664,0.4606
425,425,2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.19376,47,13814,0.1453,0.2511
426,426,2010,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.40486,103,13814,0.33114,0.48099
427,427,2010,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.40946,81,13814,0.32015,0.49219
428,428,2010,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.18568,48,13814,0.14016,0.242
429,429,2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.41736,314,13814,0.36904,0.46965
430,430,2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.34146,236,13814,0.29359,0.38473
431,431,2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.16101,107,13814,0.12958,0.19992
432,432,2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.08017,33,13814,0.05434,0.11065
433,433,2010,Hesse,Lower Secondary Level,Very seldom,1.0,39,13814,0.73512,1.29898
434,434,2010,Hesse,Upper Secondary Level,Very seldom,0.28929,168,13814,0.25576,0.33035
435,435,2010,Hesse,Upper Secondary Level,Seldom,0.35068,175,13814,0.30964,0.39207
436,436,2010,Hesse,Upper Secondary Level,Sometimes,0.25818,111,13814,0.21794,0.30816
437,437,2010,Hesse,Upper Secondary Level,Often,0.10185,41,13814,0.06909,0.13616
438,438,2010,Hesse,Post-secondary Non-tertiary Level,Seldom,1.0,38,13814,0.66168,1.42442
439,439,2010,Hesse,Second Stage of Tertiary Education,Very seldom,0.41993,125,13814,0.34481,0.51164
440,440,2010,Hesse,Second Stage of Tertiary Education,Seldom,0.3806,113,13814,0.30658,0.45102
441,441,2010,Hesse,Second Stage of Tertiary Education,Sometimes,0.19946,52,13814,0.13842,0.25172
442,442,2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.52031,64,13814,0.40688,0.66389
443,443,2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.47969,47,13814,0.37066,0.59475
444,444,2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.45274,231,13814,0.40163,0.50364
445,445,2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.25542,117,13814,0.2107,0.30052
446,446,2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.214,90,13814,0.17753,0.25204
447,447,2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.07784,32,13814,0.05551,0.09917
448,448,2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,1.0,34,13814,0.74782,1.32902
449,449,2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.45768,68,13814,0.34662,0.56747
450,450,2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.54232,62,13814,0.37815,0.71367
451,451,2010,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.31093,65,13814,0.23466,0.39589
452,452,2010,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.46781,105,13814,0.37818,0.56843
453,453,2010,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.22125,51,13814,0.17121,0.26969
454,454,2010,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.33496,327,13814,0.30083,0.37461
455,455,2010,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.39268,368,13814,0.34955,0.42898
456,456,2010,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.22437,175,13814,0.19313,0.25179
