"pgcasmin","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","1999","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1999","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1999","Realschulabschluss","2857","0.846374145475182","0.834241108777603","0.85850718217276"
"(2a) intermediate vocational","1999","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1999","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1999","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1999","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1999","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1999","(Fach-)Abitur","480","0.380113717704678","0.352095131218841","0.408132304190516"
"(2c_gen) general maturity certificate","1999","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1999","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1999","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1999","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1999","(Fach-)Abitur","673","0.619886282295322","0.591867695809484","0.647904868781159"
"(2c_voc) vocational maturity certificate","1999","AkademikerInnen","","","",""
"(3a) lower tertiary education","1999","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1999","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1999","Realschulabschluss","","","",""
"(3a) lower tertiary education","1999","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1999","AkademikerInnen","954","0.447566263660374","0.425614291326659","0.469518235994089"
"(3b) higher tertiary education","1999","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1999","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1999","Realschulabschluss","","","",""
"(3b) higher tertiary education","1999","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1999","AkademikerInnen","1017","0.552433736339626","0.530481764005911","0.574385708673341"
"(0) in school","2000","(noch) kein Abschluss","500","0.502634693125602","0.470430933782237","0.534838452468966"
"(0) in school","2000","Hauptschulabschluss","","","",""
"(0) in school","2000","Realschulabschluss","","","",""
"(0) in school","2000","(Fach-)Abitur","","","",""
"(0) in school","2000","AkademikerInnen","","","",""
"(1a) inadequately completed","2000","(noch) kein Abschluss","426","0.497365306874398","0.465161547531034","0.529569066217762"
"(1a) inadequately completed","2000","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2000","Realschulabschluss","","","",""
"(1a) inadequately completed","2000","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2000","AkademikerInnen","","","",""
"(1b) general elementary school","2000","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2000","Hauptschulabschluss","2894","0.266134573552435","0.257776915556556","0.274492231548314"
"(1b) general elementary school","2000","Realschulabschluss","","","",""
"(1b) general elementary school","2000","(Fach-)Abitur","","","",""
"(1b) general elementary school","2000","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2000","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2000","Hauptschulabschluss","7847","0.733865426447565","0.725507768451686","0.742223084443444"
"(1c) basic vocational qualification","2000","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2000","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2000","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2000","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2000","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2000","Realschulabschluss","735","0.110792967921447","0.103047897519717","0.118538038323178"
"(2b) intermediate general qualification","2000","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2000","AkademikerInnen","","","",""
"(2a) intermediate vocational","2000","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2000","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2000","Realschulabschluss","5574","0.889207032078553","0.881461961676822","0.896952102480283"
"(2a) intermediate vocational","2000","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2000","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2000","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2000","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2000","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2000","(Fach-)Abitur","833","0.317425030393357","0.298806398093207","0.336043662693507"
"(2c_gen) general maturity certificate","2000","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2000","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2000","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2000","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2000","(Fach-)Abitur","1568","0.682574969606643","0.663956337306493","0.701193601906793"
"(2c_voc) vocational maturity certificate","2000","AkademikerInnen","","","",""
"(3a) lower tertiary education","2000","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2000","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2000","Realschulabschluss","","","",""
"(3a) lower tertiary education","2000","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2000","AkademikerInnen","1706","0.430273519651508","0.41461365546797","0.445933383835046"
"(3b) higher tertiary education","2000","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2000","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2000","Realschulabschluss","","","",""
"(3b) higher tertiary education","2000","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2000","AkademikerInnen","2134","0.569726480348492","0.554066616164954","0.585386344532031"
"(0) in school","2001","(noch) kein Abschluss","551","0.585733622450536","0.553094837335893","0.618372407565179"
"(0) in school","2001","Hauptschulabschluss","","","",""
"(0) in school","2001","Realschulabschluss","","","",""
"(0) in school","2001","(Fach-)Abitur","","","",""
"(0) in school","2001","AkademikerInnen","","","",""
"(1a) inadequately completed","2001","(noch) kein Abschluss","324","0.414266377549464","0.381627592434821","0.446905162664107"
"(1a) inadequately completed","2001","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2001","Realschulabschluss","","","",""
"(1a) inadequately completed","2001","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2001","AkademikerInnen","","","",""
"(1b) general elementary school","2001","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2001","Hauptschulabschluss","2498","0.262728345238859","0.253855692823853","0.271600997653866"
"(1b) general elementary school","2001","Realschulabschluss","","","",""
"(1b) general elementary school","2001","(Fach-)Abitur","","","",""
"(1b) general elementary school","2001","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2001","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2001","Hauptschulabschluss","6954","0.737271654761141","0.728399002346134","0.746144307176148"
"(1c) basic vocational qualification","2001","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2001","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2001","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2001","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2001","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2001","Realschulabschluss","661","0.108969585013232","0.100948965797888","0.116990204228576"
"(2b) intermediate general qualification","2001","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2001","AkademikerInnen","","","",""
"(2a) intermediate vocational","2001","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2001","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2001","Realschulabschluss","5137","0.891030414986768","0.883009795771424","0.899051034202112"
"(2a) intermediate vocational","2001","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2001","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2001","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2001","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","(Fach-)Abitur","796","0.320475965574582","0.301236455228322","0.339715475920842"
"(2c_gen) general maturity certificate","2001","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2001","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","(Fach-)Abitur","1464","0.679524034425418","0.660284524079158","0.698763544771678"
"(2c_voc) vocational maturity certificate","2001","AkademikerInnen","","","",""
"(3a) lower tertiary education","2001","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2001","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2001","Realschulabschluss","","","",""
"(3a) lower tertiary education","2001","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2001","AkademikerInnen","1600","0.431760753931844","0.415508153343339","0.448013354520349"
"(3b) higher tertiary education","2001","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2001","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2001","Realschulabschluss","","","",""
"(3b) higher tertiary education","2001","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2001","AkademikerInnen","1968","0.568239246068156","0.551986645479651","0.584491846656661"
"(0) in school","2002","(noch) kein Abschluss","618","0.591111257585388","0.559239047073078","0.622983468097698"
"(0) in school","2002","Hauptschulabschluss","","","",""
"(0) in school","2002","Realschulabschluss","","","",""
"(0) in school","2002","(Fach-)Abitur","","","",""
"(0) in school","2002","AkademikerInnen","","","",""
"(1a) inadequately completed","2002","(noch) kein Abschluss","296","0.408888742414612","0.377016531902302","0.440760952926922"
"(1a) inadequately completed","2002","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2002","Realschulabschluss","","","",""
"(1a) inadequately completed","2002","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2002","AkademikerInnen","","","",""
"(1b) general elementary school","2002","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2002","Hauptschulabschluss","2300","0.262460907205432","0.253357497427708","0.271564316983156"
"(1b) general elementary school","2002","Realschulabschluss","","","",""
"(1b) general elementary school","2002","(Fach-)Abitur","","","",""
"(1b) general elementary school","2002","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2002","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2002","Hauptschulabschluss","6673","0.737539092794568","0.728435683016844","0.746642502572292"
"(1c) basic vocational qualification","2002","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2002","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2002","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2002","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2002","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2002","Realschulabschluss","661","0.107656976008996","0.0998209140766103","0.115493037941382"
"(2b) intermediate general qualification","2002","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2002","AkademikerInnen","","","",""
"(2a) intermediate vocational","2002","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2002","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2002","Realschulabschluss","5349","0.892343023991004","0.884506962058618","0.90017908592339"
"(2a) intermediate vocational","2002","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2002","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2002","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2002","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","(Fach-)Abitur","894","0.320001078573889","0.301686205847392","0.338315951300386"
"(2c_gen) general maturity certificate","2002","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2002","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","(Fach-)Abitur","1598","0.679998921426111","0.661684048699614","0.698313794152608"
"(2c_voc) vocational maturity certificate","2002","AkademikerInnen","","","",""
"(3a) lower tertiary education","2002","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2002","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2002","Realschulabschluss","","","",""
"(3a) lower tertiary education","2002","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2002","AkademikerInnen","1805","0.434242180465597","0.419877985312858","0.448606375618337"
"(3b) higher tertiary education","2002","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2002","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2002","Realschulabschluss","","","",""
"(3b) higher tertiary education","2002","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2002","AkademikerInnen","2769","0.565757819534403","0.551393624381663","0.580122014687142"
"(0) in school","2003","(noch) kein Abschluss","619","0.582217951328643","0.549996542910388","0.614439359746897"
"(0) in school","2003","Hauptschulabschluss","","","",""
"(0) in school","2003","Realschulabschluss","","","",""
"(0) in school","2003","(Fach-)Abitur","","","",""
"(0) in school","2003","AkademikerInnen","","","",""
"(1a) inadequately completed","2003","(noch) kein Abschluss","281","0.417782048671357","0.385560640253102","0.450003457089611"
"(1a) inadequately completed","2003","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2003","Realschulabschluss","","","",""
"(1a) inadequately completed","2003","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2003","AkademikerInnen","","","",""
"(1b) general elementary school","2003","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2003","Hauptschulabschluss","2170","0.263873898047999","0.254513828138336","0.273233967957663"
"(1b) general elementary school","2003","Realschulabschluss","","","",""
"(1b) general elementary school","2003","(Fach-)Abitur","","","",""
"(1b) general elementary school","2003","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2003","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2003","Hauptschulabschluss","6347","0.736126101952001","0.726766032042337","0.745486171861664"
"(1c) basic vocational qualification","2003","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2003","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2003","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2003","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2003","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2003","Realschulabschluss","635","0.107179272645441","0.09921957147209","0.115138973818793"
"(2b) intermediate general qualification","2003","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2003","AkademikerInnen","","","",""
"(2a) intermediate vocational","2003","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2003","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2003","Realschulabschluss","5167","0.892820727354559","0.884861026181207","0.90078042852791"
"(2a) intermediate vocational","2003","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2003","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2003","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2003","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2003","(Fach-)Abitur","867","0.30923741258545","0.290910184837938","0.327564640332962"
"(2c_gen) general maturity certificate","2003","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2003","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2003","(Fach-)Abitur","1576","0.69076258741455","0.672435359667038","0.709089815162062"
"(2c_voc) vocational maturity certificate","2003","AkademikerInnen","","","",""
"(3a) lower tertiary education","2003","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2003","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2003","Realschulabschluss","","","",""
"(3a) lower tertiary education","2003","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2003","AkademikerInnen","1725","0.428067684551769","0.413395809886828","0.442739559216711"
"(3b) higher tertiary education","2003","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2003","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2003","Realschulabschluss","","","",""
"(3b) higher tertiary education","2003","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2003","AkademikerInnen","2644","0.571932315448231","0.557260440783289","0.586604190113172"
"(0) in school","2004","(noch) kein Abschluss","642","0.594434650333089","0.562533240613178","0.626336060053"
"(0) in school","2004","Hauptschulabschluss","","","",""
"(0) in school","2004","Realschulabschluss","","","",""
"(0) in school","2004","(Fach-)Abitur","","","",""
"(0) in school","2004","AkademikerInnen","","","",""
"(1a) inadequately completed","2004","(noch) kein Abschluss","268","0.405565349666911","0.373663939947","0.437466759386822"
"(1a) inadequately completed","2004","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2004","Realschulabschluss","","","",""
"(1a) inadequately completed","2004","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2004","AkademikerInnen","","","",""
"(1b) general elementary school","2004","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2004","Hauptschulabschluss","2030","0.266346244042439","0.256739751099858","0.275952736985019"
"(1b) general elementary school","2004","Realschulabschluss","","","",""
"(1b) general elementary school","2004","(Fach-)Abitur","","","",""
"(1b) general elementary school","2004","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2004","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2004","Hauptschulabschluss","6104","0.733653755957562","0.724047263014981","0.743260248900142"
"(1c) basic vocational qualification","2004","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2004","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2004","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2004","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2004","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2004","Realschulabschluss","612","0.106803281700449","0.098741836581022","0.114864726819875"
"(2b) intermediate general qualification","2004","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2004","AkademikerInnen","","","",""
"(2a) intermediate vocational","2004","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2004","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2004","Realschulabschluss","5027","0.893196718299551","0.885135273180125","0.901258163418978"
"(2a) intermediate vocational","2004","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2004","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2004","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2004","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2004","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2004","(Fach-)Abitur","851","0.301035041873744","0.282766779117561","0.319303304629927"
"(2c_gen) general maturity certificate","2004","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2004","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2004","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2004","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2004","(Fach-)Abitur","1571","0.698964958126256","0.680696695370073","0.71723322088244"
"(2c_voc) vocational maturity certificate","2004","AkademikerInnen","","","",""
"(3a) lower tertiary education","2004","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2004","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2004","Realschulabschluss","","","",""
"(3a) lower tertiary education","2004","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2004","AkademikerInnen","1711","0.432487900225285","0.417699076815971","0.447276723634599"
"(3b) higher tertiary education","2004","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2004","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2004","Realschulabschluss","","","",""
"(3b) higher tertiary education","2004","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2004","AkademikerInnen","2600","0.567512099774715","0.552723276365401","0.582300923184029"
"(0) in school","2005","(noch) kein Abschluss","656","0.609517384068022","0.577767777510319","0.641266990625726"
"(0) in school","2005","Hauptschulabschluss","","","",""
"(0) in school","2005","Realschulabschluss","","","",""
"(0) in school","2005","(Fach-)Abitur","","","",""
"(0) in school","2005","AkademikerInnen","","","",""
"(1a) inadequately completed","2005","(noch) kein Abschluss","251","0.390482615931978","0.358733009374274","0.422232222489681"
"(1a) inadequately completed","2005","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2005","Realschulabschluss","","","",""
"(1a) inadequately completed","2005","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2005","AkademikerInnen","","","",""
"(1b) general elementary school","2005","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2005","Hauptschulabschluss","1876","0.261515632311436","0.251654341555101","0.27137692306777"
"(1b) general elementary school","2005","Realschulabschluss","","","",""
"(1b) general elementary school","2005","(Fach-)Abitur","","","",""
"(1b) general elementary school","2005","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2005","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2005","Hauptschulabschluss","5753","0.738484367688564","0.72862307693223","0.748345658444899"
"(1c) basic vocational qualification","2005","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2005","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2005","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2005","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2005","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2005","Realschulabschluss","581","0.113123703777729","0.10467481177119","0.121572595784268"
"(2b) intermediate general qualification","2005","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2005","AkademikerInnen","","","",""
"(2a) intermediate vocational","2005","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2005","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2005","Realschulabschluss","4818","0.886876296222271","0.878427404215732","0.89532518822881"
"(2a) intermediate vocational","2005","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2005","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2005","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2005","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2005","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2005","(Fach-)Abitur","799","0.302161547783163","0.283476201751609","0.320846893814717"
"(2c_gen) general maturity certificate","2005","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2005","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2005","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2005","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2005","(Fach-)Abitur","1521","0.697838452216837","0.679153106185283","0.716523798248391"
"(2c_voc) vocational maturity certificate","2005","AkademikerInnen","","","",""
"(3a) lower tertiary education","2005","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2005","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2005","Realschulabschluss","","","",""
"(3a) lower tertiary education","2005","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2005","AkademikerInnen","1653","0.418251120596429","0.403297502516361","0.433204738676497"
"(3b) higher tertiary education","2005","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2005","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2005","Realschulabschluss","","","",""
"(3b) higher tertiary education","2005","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2005","AkademikerInnen","2527","0.581748879403571","0.566795261323503","0.596702497483639"
"(0) in school","2006","(noch) kein Abschluss","650","0.599107300136384","0.567000061710417","0.631214538562352"
"(0) in school","2006","Hauptschulabschluss","","","",""
"(0) in school","2006","Realschulabschluss","","","",""
"(0) in school","2006","(Fach-)Abitur","","","",""
"(0) in school","2006","AkademikerInnen","","","",""
"(1a) inadequately completed","2006","(noch) kein Abschluss","245","0.400892699863616","0.368785461437649","0.432999938289583"
"(1a) inadequately completed","2006","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2006","Realschulabschluss","","","",""
"(1a) inadequately completed","2006","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2006","AkademikerInnen","","","",""
"(1b) general elementary school","2006","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2006","Hauptschulabschluss","1995","0.265123748685936","0.255564196191762","0.274683301180109"
"(1b) general elementary school","2006","Realschulabschluss","","","",""
"(1b) general elementary school","2006","(Fach-)Abitur","","","",""
"(1b) general elementary school","2006","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2006","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2006","Hauptschulabschluss","6195","0.734876251314064","0.725316698819891","0.744435803808237"
"(1c) basic vocational qualification","2006","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2006","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2006","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2006","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2006","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2006","Realschulabschluss","611","0.111629986645078","0.103526273863494","0.119733699426662"
"(2b) intermediate general qualification","2006","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2006","AkademikerInnen","","","",""
"(2a) intermediate vocational","2006","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2006","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2006","Realschulabschluss","5190","0.888370013354922","0.880266300573338","0.896473726136506"
"(2a) intermediate vocational","2006","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2006","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2006","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2006","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2006","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2006","(Fach-)Abitur","835","0.312234557773869","0.293970524390858","0.33049859115688"
"(2c_gen) general maturity certificate","2006","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2006","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2006","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2006","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2006","(Fach-)Abitur","1638","0.687765442226131","0.66950140884312","0.706029475609142"
"(2c_voc) vocational maturity certificate","2006","AkademikerInnen","","","",""
"(3a) lower tertiary education","2006","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2006","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2006","Realschulabschluss","","","",""
"(3a) lower tertiary education","2006","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2006","AkademikerInnen","1808","0.400590376470249","0.386414371401789","0.414766381538708"
"(3b) higher tertiary education","2006","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2006","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2006","Realschulabschluss","","","",""
"(3b) higher tertiary education","2006","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2006","AkademikerInnen","2782","0.599409623529751","0.585233618461292","0.613585628598211"
"(0) in school","2007","(noch) kein Abschluss","629","0.636355393770403","0.603939996432927","0.668770791107878"
"(0) in school","2007","Hauptschulabschluss","","","",""
"(0) in school","2007","Realschulabschluss","","","",""
"(0) in school","2007","(Fach-)Abitur","","","",""
"(0) in school","2007","AkademikerInnen","","","",""
"(1a) inadequately completed","2007","(noch) kein Abschluss","217","0.363644606229597","0.331229208892122","0.396060003567073"
"(1a) inadequately completed","2007","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2007","Realschulabschluss","","","",""
"(1a) inadequately completed","2007","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2007","AkademikerInnen","","","",""
"(1b) general elementary school","2007","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2007","Hauptschulabschluss","1766","0.259999453308706","0.250019043460642","0.269979863156771"
