"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","2002","66 und älter","maennlich","154","0.0992897150698942","0.0847317297628467","0.113847700376942"
"(2a) intermediate vocational","2002","66 und älter","weiblich","243","0.1362624121864","0.121253357122727","0.151271467250073"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","maennlich","369","0.111532848528113","0.100069910927179","0.122995786129047"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","weiblich","379","0.1101954921882","0.0992377760194165","0.121153208356984"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","maennlich","60","0.00904854315042717","0.00675708625333207","0.0113400000475223"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","weiblich","73","0.010669178858205","0.00821660443521927","0.0131217532811908"
"(2c_gen) general maturity certificate","2002","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","maennlich","237","0.0975597625889405","0.0867549201953167","0.108364604982564"
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","weiblich","318","0.110669748163778","0.0996914044078196","0.121648091919737"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","maennlich","422","0.0665909554514034","0.0605578655515586","0.0726240453512483"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","weiblich","484","0.0724566701942482","0.0662680729916662","0.0786452673968302"
"(2c_voc) vocational maturity certificate","2002","66 und älter","maennlich","69","0.0429069786497786","0.0330419664768127","0.0527719908227445"
"(2c_voc) vocational maturity certificate","2002","66 und älter","weiblich","68","0.0382499227070165","0.0298587859215087","0.0466410594925242"
"(3a) lower tertiary education","2002","16-34 Jahre alt","maennlich","127","0.0490387612205062","0.0411750963523994","0.0569024260886131"
"(3a) lower tertiary education","2002","16-34 Jahre alt","weiblich","133","0.0405719501444595","0.0336678039502469","0.047476096338672"
"(3a) lower tertiary education","2002","35-65 Jahre alt","maennlich","704","0.0937641063586097","0.0867101119599095","0.10081810075731"
"(3a) lower tertiary education","2002","35-65 Jahre alt","weiblich","599","0.0673769951966655","0.0613929507741736","0.0733610396191574"
"(3a) lower tertiary education","2002","66 und älter","maennlich","162","0.0900269994523132","0.0760935956104529","0.103960403294174"
"(3a) lower tertiary education","2002","66 und älter","weiblich","80","0.0368385733456231","0.0285976600118829","0.0450794866793633"
"(3b) higher tertiary education","2002","16-34 Jahre alt","maennlich","168","0.063412873581009","0.0545385215522349","0.0722872256097831"
"(3b) higher tertiary education","2002","16-34 Jahre alt","weiblich","201","0.063705305821665","0.0551588723695655","0.0722517392737645"
"(3b) higher tertiary education","2002","35-65 Jahre alt","maennlich","1224","0.125245021161852","0.117235259045268","0.133254783278436"
"(3b) higher tertiary education","2002","35-65 Jahre alt","weiblich","871","0.0923793937756529","0.0854670448102342","0.0992917427410717"
"(3b) higher tertiary education","2002","66 und älter","maennlich","224","0.101603910799114","0.0868961783063108","0.116311643291918"
"(3b) higher tertiary education","2002","66 und älter","weiblich","81","0.0321113223581491","0.0243984489251767","0.0398241957911215"
"(0) in school","2003","16-34 Jahre alt","maennlich","303","0.0892536922735633","0.0785193546523471","0.0999880298947795"
"(0) in school","2003","16-34 Jahre alt","weiblich","316","0.0833968979544269","0.0734282798594836","0.0933655160493702"
"(0) in school","2003","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2003","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2003","66 und älter","maennlich","","","",""
"(0) in school","2003","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","maennlich","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","weiblich","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","maennlich","71","0.0132252429124051","0.0103867100140585","0.0160637758107516"
"(1a) inadequately completed","2003","35-65 Jahre alt","weiblich","94","0.0166425497504693","0.0135203007105004","0.0197647987904383"
"(1a) inadequately completed","2003","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2003","66 und älter","weiblich","45","0.0209905706996511","0.0147515033139047","0.0272296380853976"
"(1b) general elementary school","2003","16-34 Jahre alt","maennlich","253","0.101964035126977","0.0905711474035535","0.1133569228504"
"(1b) general elementary school","2003","16-34 Jahre alt","weiblich","249","0.0971275590972102","0.0864504474458644","0.107804670748556"
"(1b) general elementary school","2003","35-65 Jahre alt","maennlich","300","0.056402213561352","0.0506699702178078","0.0621344569048961"
"(1b) general elementary school","2003","35-65 Jahre alt","weiblich","604","0.109741626046239","0.102113012202554","0.117370239889924"
"(1b) general elementary school","2003","66 und älter","maennlich","118","0.0807407839296213","0.0676626503691599","0.0938189174900827"
"(1b) general elementary school","2003","66 und älter","weiblich","646","0.32677435864261","0.306360813876438","0.347187903408783"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","maennlich","444","0.162495392235119","0.148606181305993","0.176384603164244"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","weiblich","318","0.121691289571849","0.109903762857538","0.13347881628616"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","maennlich","2108","0.397333961448409","0.385174921351418","0.4094930015454"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","weiblich","1775","0.32602744850859","0.314586814567688","0.337468082449492"
"(1c) basic vocational qualification","2003","66 und älter","maennlich","883","0.549696030399797","0.525812722408015","0.573579338391579"
"(1c) basic vocational qualification","2003","66 und älter","weiblich","819","0.385228616733863","0.364048409353742","0.406408824113984"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","maennlich","244","0.0834882785626838","0.0730736158239163","0.0939029413014512"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","weiblich","260","0.0825329649853822","0.0726114428306124","0.092454487140152"
"(2b) intermediate general qualification","2003","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","2003","35-65 Jahre alt","weiblich","78","0.0132399562391105","0.0104502982952696","0.0160296141829514"
"(2b) intermediate general qualification","2003","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2003","66 und älter","weiblich","31","0.0163733091709936","0.0108500235846994","0.0218965947572878"
"(2a) intermediate vocational","2003","16-34 Jahre alt","maennlich","602","0.229789708112766","0.213950502697955","0.245628913527578"
"(2a) intermediate vocational","2003","16-34 Jahre alt","weiblich","789","0.270018587690423","0.25401114041767","0.286026034963176"
"(2a) intermediate vocational","2003","35-65 Jahre alt","maennlich","1455","0.231130506782083","0.220655892530516","0.24160512103365"
"(2a) intermediate vocational","2003","35-65 Jahre alt","weiblich","1926","0.280066140479862","0.269106949238207","0.291025331721517"
"(2a) intermediate vocational","2003","66 und älter","maennlich","156","0.0985324708413495","0.0842255879627083","0.112839353719991"
"(2a) intermediate vocational","2003","66 und älter","weiblich","239","0.129300412043389","0.114697205103183","0.143903618983594"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","maennlich","356","0.118394238421117","0.106230531720818","0.130557945121417"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","weiblich","373","0.106910667951546","0.0957695872333497","0.118051748669742"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","maennlich","57","0.00828153921869433","0.00602972364761042","0.0105333547897782"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","weiblich","68","0.0105548929766705","0.00806073089650783","0.0130490550568332"
"(2c_gen) general maturity certificate","2003","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","maennlich","223","0.0894123617534827","0.0786694228964592","0.100155300610506"
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","weiblich","318","0.114911298067679","0.103412720685802","0.126409875449557"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","maennlich","413","0.0702545162717945","0.063904099182457","0.076604933361132"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","weiblich","480","0.0770463866706263","0.0705380804635126","0.08355469287774"
"(2c_voc) vocational maturity certificate","2003","66 und älter","maennlich","73","0.0505421213231555","0.0400262593914965","0.0610579832548146"
"(2c_voc) vocational maturity certificate","2003","66 und älter","weiblich","69","0.0407635004632517","0.032157275406029","0.0493697255204745"
"(3a) lower tertiary education","2003","16-34 Jahre alt","maennlich","110","0.047560401558009","0.0395472210933294","0.0555735820226886"
"(3a) lower tertiary education","2003","16-34 Jahre alt","weiblich","121","0.0431954851470558","0.0358655499614504","0.0505254203326612"
"(3a) lower tertiary education","2003","35-65 Jahre alt","maennlich","662","0.0938142636934979","0.0865694681152373","0.101059059271758"
"(3a) lower tertiary education","2003","35-65 Jahre alt","weiblich","578","0.0685507600149685","0.0623835656484194","0.0747179543815176"
"(3a) lower tertiary education","2003","66 und älter","maennlich","171","0.0935754593167154","0.0795948177187222","0.107556100914709"
"(3a) lower tertiary education","2003","66 und älter","weiblich","83","0.0380604319000578","0.0297327358344989","0.0463881279656167"
"(3b) higher tertiary education","2003","16-34 Jahre alt","maennlich","146","0.0634326729523749","0.0542559112732964","0.0726094346314534"
"(3b) higher tertiary education","2003","16-34 Jahre alt","weiblich","189","0.0714440197996943","0.062157428449301","0.0807306111500877"
"(3b) higher tertiary education","2003","35-65 Jahre alt","maennlich","1138","0.126006610705522","0.11776079115475","0.134252430256294"
"(3b) higher tertiary education","2003","35-65 Jahre alt","weiblich","846","0.0981302393134635","0.0908695936235372","0.10539088500339"
"(3b) higher tertiary education","2003","66 und älter","maennlich","240","0.108102079999139","0.0931962936566821","0.123007866341597"
"(3b) higher tertiary education","2003","66 und älter","weiblich","85","0.0350219068426927","0.0270209350925675","0.0430228785928178"
"(0) in school","2004","16-34 Jahre alt","maennlich","311","0.100158505707162","0.0885337066504184","0.111783304763905"
"(0) in school","2004","16-34 Jahre alt","weiblich","331","0.0898371793365534","0.0792626798424347","0.100411678830672"
"(0) in school","2004","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2004","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2004","66 und älter","maennlich","","","",""
"(0) in school","2004","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","maennlich","","","",""
"(1a) inadequately completed","2004","16-34 Jahre alt","weiblich","","","",""
"(1a) inadequately completed","2004","35-65 Jahre alt","maennlich","66","0.0132165425578893","0.0103215997038969","0.0161114854118817"
"(1a) inadequately completed","2004","35-65 Jahre alt","weiblich","91","0.0172348123764446","0.0140105989864104","0.0204590257664788"
"(1a) inadequately completed","2004","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2004","66 und älter","weiblich","47","0.0232369081409263","0.016764053683988","0.0297097625978646"
"(1b) general elementary school","2004","16-34 Jahre alt","maennlich","236","0.114076737177166","0.101766820121985","0.126386654232347"
"(1b) general elementary school","2004","16-34 Jahre alt","weiblich","223","0.104426330766997","0.093117234815342","0.115735426718651"
"(1b) general elementary school","2004","35-65 Jahre alt","maennlich","267","0.053240084377459","0.0475488111686904","0.0589313575862276"
"(1b) general elementary school","2004","35-65 Jahre alt","weiblich","558","0.110756020993271","0.102981211534274","0.118530830452269"
"(1b) general elementary school","2004","66 und älter","maennlich","117","0.0745296734349732","0.0621431970034858","0.0869161498664607"
"(1b) general elementary school","2004","66 und älter","weiblich","629","0.315939872181283","0.295966039451412","0.335913704911154"
"(1c) basic vocational qualification","2004","16-34 Jahre alt","maennlich","398","0.153380806616851","0.139427148050175","0.167334465183528"
"(1c) basic vocational qualification","2004","16-34 Jahre alt","weiblich","288","0.124284048143831","0.112083999927253","0.13648409636041"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","maennlich","1999","0.393363216234373","0.380980059239156","0.405746373229589"
"(1c) basic vocational qualification","2004","35-65 Jahre alt","weiblich","1662","0.314296273509047","0.302795329584092","0.325797217434003"
"(1c) basic vocational qualification","2004","66 und älter","maennlich","902","0.54338920939412","0.519896640319817","0.566881778468423"
"(1c) basic vocational qualification","2004","66 und älter","weiblich","855","0.391562536299504","0.370591466244847","0.412533606354161"
"(2b) intermediate general qualification","2004","16-34 Jahre alt","maennlich","222","0.0793981780190838","0.0689293103140685","0.0898670457240991"
"(2b) intermediate general qualification","2004","16-34 Jahre alt","weiblich","254","0.0870967551818193","0.0766691258612902","0.0975243845023484"
"(2b) intermediate general qualification","2004","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","2004","35-65 Jahre alt","weiblich","81","0.0141483951825547","0.0112225254925497","0.0170742648725597"
"(2b) intermediate general qualification","2004","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2004","66 und älter","weiblich","33","0.0169337880370173","0.0113903334329117","0.0224772426411229"
"(2a) intermediate vocational","2004","16-34 Jahre alt","maennlich","554","0.224380496745368","0.208226669226947","0.240534324263789"
"(2a) intermediate vocational","2004","16-34 Jahre alt","weiblich","715","0.2553145568069","0.239189678634163","0.271439434979637"
"(2a) intermediate vocational","2004","35-65 Jahre alt","maennlich","1434","0.23555836981668","0.224801359857491","0.24631537977587"
"(2a) intermediate vocational","2004","35-65 Jahre alt","weiblich","1913","0.288173869365987","0.27695342963066","0.299394309101314"
"(2a) intermediate vocational","2004","66 und älter","maennlich","164","0.101009978101977","0.0867977720153853","0.115222184188569"
"(2a) intermediate vocational","2004","66 und älter","weiblich","247","0.125541595549743","0.111306006219206","0.139777184880281"
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","maennlich","337","0.112313521316799","0.100086959371603","0.124540083261994"
"(2c_gen) general maturity certificate","2004","16-34 Jahre alt","weiblich","374","0.107969151684126","0.0964925845181563","0.119445718850095"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","maennlich","60","0.00967799180377284","0.0071962821165162","0.0121597014910295"
"(2c_gen) general maturity certificate","2004","35-65 Jahre alt","weiblich","66","0.0103980226983808","0.00788497186778796","0.0129110735289736"
"(2c_gen) general maturity certificate","2004","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2004","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","maennlich","225","0.0954238014885211","0.0840472807344541","0.106800322242588"
"(2c_voc) vocational maturity certificate","2004","16-34 Jahre alt","weiblich","314","0.111982051572134","0.10032047406365","0.123643629080618"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","maennlich","402","0.070812739216638","0.064310282705111","0.077315195728165"
"(2c_voc) vocational maturity certificate","2004","35-65 Jahre alt","weiblich","483","0.0797140608122673","0.0730040306038627","0.0864240910206719"
"(2c_voc) vocational maturity certificate","2004","66 und älter","maennlich","75","0.0500752508487514","0.0397889768061916","0.0603615248913112"
"(2c_voc) vocational maturity certificate","2004","66 und älter","weiblich","72","0.041045643587083","0.0325216217430504","0.0495696654311155"
"(3a) lower tertiary education","2004","16-34 Jahre alt","maennlich","102","0.0417903817208616","0.0340417153832958","0.0495390480584275"
"(3a) lower tertiary education","2004","16-34 Jahre alt","weiblich","116","0.0451033442668823","0.0374287613980179","0.0527779271357467"
"(3a) lower tertiary education","2004","35-65 Jahre alt","maennlich","633","0.0934818017528558","0.0861023867253676","0.100861216780344"
"(3a) lower tertiary education","2004","35-65 Jahre alt","weiblich","580","0.0694193599611935","0.063122661089819","0.0757160588325679"
"(3a) lower tertiary education","2004","66 und älter","maennlich","187","0.103455729970143","0.089092071620754","0.117819388319532"
"(3a) lower tertiary education","2004","66 und älter","weiblich","93","0.0405998275964601","0.0321202534570907","0.0490794017358295"
"(3b) higher tertiary education","2004","16-34 Jahre alt","maennlich","150","0.0634162624934892","0.0539793015853762","0.0728532234016023"
"(3b) higher tertiary education","2004","16-34 Jahre alt","weiblich","177","0.0690293219922693","0.0596546295939942","0.0784040143905445"
"(3b) higher tertiary education","2004","35-65 Jahre alt","maennlich","1099","0.127100699266774","0.118657127901183","0.135544270632365"
"(3b) higher tertiary education","2004","35-65 Jahre alt","weiblich","825","0.0958591851008536","0.0885657769349748","0.103152593266732"
"(3b) higher tertiary education","2004","66 und älter","maennlich","256","0.108871581140898","0.0941813261486081","0.123561836133187"
"(3b) higher tertiary education","2004","66 und älter","weiblich","93","0.0374988803773981","0.0293364061487673","0.0456613546060289"
"(0) in school","2005","16-34 Jahre alt","maennlich","315","0.101894011947059","0.0897508134926272","0.114037210401491"
"(0) in school","2005","16-34 Jahre alt","weiblich","341","0.106382893789271","0.0946036669517858","0.118162120626756"
"(0) in school","2005","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2005","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2005","66 und älter","maennlich","","","",""
"(0) in school","2005","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2005","16-34 Jahre alt","maennlich","","","",""
"(1a) inadequately completed","2005","16-34 Jahre alt","weiblich","","","",""
"(1a) inadequately completed","2005","35-65 Jahre alt","maennlich","62","0.0148777598498912","0.0117151450370349","0.0180403746627476"
"(1a) inadequately completed","2005","35-65 Jahre alt","weiblich","83","0.018132970563576","0.0147513723411456","0.0215145687860063"
"(1a) inadequately completed","2005","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2005","66 und älter","weiblich","45","0.0222289259095652","0.0158718007173802","0.0285860511017502"
"(1b) general elementary school","2005","16-34 Jahre alt","maennlich","227","0.120889050268278","0.107802948511072","0.133975152025484"
"(1b) general elementary school","2005","16-34 Jahre alt","weiblich","195","0.0930491461645427","0.0819509289211863","0.104147363407899"
"(1b) general elementary school","2005","35-65 Jahre alt","maennlich","230","0.0467372235517997","0.041223179406339","0.0522512676972605"
"(1b) general elementary school","2005","35-65 Jahre alt","weiblich","512","0.106302384891009","0.0984910007921472","0.11411376898987"
"(1b) general elementary school","2005","66 und älter","maennlich","121","0.0768049446007843","0.0643040606804834","0.0893058285210852"
"(1b) general elementary school","2005","66 und älter","weiblich","591","0.29817770918446","0.278451933130121","0.317903485238798"
"(1c) basic vocational qualification","2005","16-34 Jahre alt","maennlich","362","0.151300127805411","0.136915730125975","0.165684525484848"
"(1c) basic vocational qualification","2005","16-34 Jahre alt","weiblich","252","0.126655710363143","0.113949668597714","0.139361752128572"
"(1c) basic vocational qualification","2005","35-65 Jahre alt","maennlich","1852","0.382625608612895","0.369928822930221","0.39532239429557"
"(1c) basic vocational qualification","2005","35-65 Jahre alt","weiblich","1535","0.298467971859871","0.286871288245148","0.310064655474594"
"(1c) basic vocational qualification","2005","66 und älter","maennlich","892","0.53698691306967","0.513578181504849","0.560395644634492"
"(1c) basic vocational qualification","2005","66 und älter","weiblich","860","0.401666988452721","0.380527840187856","0.422806136717587"
"(2b) intermediate general qualification","2005","16-34 Jahre alt","maennlich","206","0.0876739140890771","0.0763210559896355","0.0990267721885187"
"(2b) intermediate general qualification","2005","16-34 Jahre alt","weiblich","238","0.0901785745449198","0.0792356120304177","0.101121537059422"
"(2b) intermediate general qualification","2005","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","2005","35-65 Jahre alt","weiblich","84","0.0145398185368989","0.0115062052108546","0.0175734318629431"
"(2b) intermediate general qualification","2005","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2005","66 und älter","weiblich","33","0.0181388329583291","0.01238426603569","0.0238933998809682"
"(2a) intermediate vocational","2005","16-34 Jahre alt","maennlich","513","0.21629151976716","0.19976459749143","0.232818442042891"
"(2a) intermediate vocational","2005","16-34 Jahre alt","weiblich","640","0.237995623337472","0.221726342095568","0.254264904579375"
"(2a) intermediate vocational","2005","35-65 Jahre alt","maennlich","1394","0.249627227236138","0.238321019084344","0.260933435387932"
"(2a) intermediate vocational","2005","35-65 Jahre alt","weiblich","1862","0.296774142374112","0.285196459893517","0.308351824854706"
"(2a) intermediate vocational","2005","66 und älter","maennlich","163","0.0977800492375976","0.0838362623517694","0.111723836123426"
"(2a) intermediate vocational","2005","66 und älter","weiblich","246","0.124883335752204","0.110628305126593","0.139138366377815"
"(2c_gen) general maturity certificate","2005","16-34 Jahre alt","maennlich","302","0.108639294121152","0.0961477773447599","0.121130810897544"
"(2c_gen) general maturity certificate","2005","16-34 Jahre alt","weiblich","356","0.111384183254067","0.0993650284056203","0.123403338102514"
"(2c_gen) general maturity certificate","2005","35-65 Jahre alt","maennlich","61","0.0104671789190862","0.00780852142421194","0.0131258364139605"
"(2c_gen) general maturity certificate","2005","35-65 Jahre alt","weiblich","64","0.0103836549449914","0.00781462158621883","0.012952688303764"
"(2c_gen) general maturity certificate","2005","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2005","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2005","16-34 Jahre alt","maennlich","201","0.0939235136403805","0.0822133069385799","0.105633720342181"
"(2c_voc) vocational maturity certificate","2005","16-34 Jahre alt","weiblich","304","0.11453216094788","0.102365951972774","0.126698369922987"
"(2c_voc) vocational maturity certificate","2005","35-65 Jahre alt","maennlich","395","0.0741625522649889","0.06731725721898","0.0810078473109979"
"(2c_voc) vocational maturity certificate","2005","35-65 Jahre alt","weiblich","471","0.0821056475402222","0.0751482943002677","0.0890630007801767"
"(2c_voc) vocational maturity certificate","2005","66 und älter","maennlich","76","0.0482026069577065","0.0381470317989327","0.0582581821164802"
"(2c_voc) vocational maturity certificate","2005","66 und älter","weiblich","74","0.0432447776751375","0.034473755934244","0.052015799416031"
"(3a) lower tertiary education","2005","16-34 Jahre alt","maennlich","92","0.0369493961907286","0.0293771767308734","0.0445216156505837"
"(3a) lower tertiary education","2005","16-34 Jahre alt","weiblich","106","0.0441533089721131","0.0363049131619402","0.0520017047822859"
"(3a) lower tertiary education","2005","35-65 Jahre alt","maennlich","599","0.0918441684368705","0.084299529720968","0.0993888071527731"
"(3a) lower tertiary education","2005","35-65 Jahre alt","weiblich","560","0.0685327079792571","0.0621295540691232","0.074935861889391"
"(3a) lower tertiary education","2005","66 und älter","maennlich","193","0.0994310988959478","0.0853829536162442","0.113479244175651"
"(3a) lower tertiary education","2005","66 und älter","weiblich","103","0.0448471396920161","0.0359225810536938","0.0537716983303384"
"(3b) higher tertiary education","2005","16-34 Jahre alt","maennlich","141","0.0648474019280383","0.0549622693501077","0.0747325345059688"
"(3b) higher tertiary education","2005","16-34 Jahre alt","weiblich","184","0.0700918591993576","0.0603383934472022","0.0798453249515131"
"(3b) higher tertiary education","2005","35-65 Jahre alt","maennlich","1019","0.125978008303615","0.117309566940469","0.134646449666761"
"(3b) higher tertiary education","2005","35-65 Jahre alt","weiblich","810","0.104760701310063","0.0969994819643148","0.112521920655812"
"(3b) higher tertiary education","2005","66 und älter","maennlich","273","0.121529944188389","0.106190679981609","0.136869208395169"
"(3b) higher tertiary education","2005","66 und älter","weiblich","100","0.0381222340540208","0.0298650484420593","0.0463794196659824"
"(0) in school","2006","16-34 Jahre alt","maennlich","324","0.103650479773679","0.0914685833055309","0.115832376241826"
"(0) in school","2006","16-34 Jahre alt","weiblich","311","0.0906409358091321","0.0797632896655433","0.101518581952721"
"(0) in school","2006","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2006","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2006","66 und älter","maennlich","","","",""
"(0) in school","2006","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2006","16-34 Jahre alt","maennlich","","","",""
"(1a) inadequately completed","2006","16-34 Jahre alt","weiblich","","","",""
"(1a) inadequately completed","2006","35-65 Jahre alt","maennlich","55","0.0137663848263896","0.0108089475690757","0.0167238220837034"
"(1a) inadequately completed","2006","35-65 Jahre alt","weiblich","76","0.0176383515255183","0.0144214351638435","0.0208552678871931"
"(1a) inadequately completed","2006","66 und älter","maennlich","","","",""
"(1a) inadequately completed","2006","66 und älter","weiblich","52","0.0227772168358392","0.0167934033289225","0.0287610303427559"
"(1b) general elementary school","2006","16-34 Jahre alt","maennlich","226","0.118682093784995","0.105756531420584","0.131607656149406"
"(1b) general elementary school","2006","16-34 Jahre alt","weiblich","196","0.0959110098128899","0.0847540759532488","0.107067943672531"
"(1b) general elementary school","2006","35-65 Jahre alt","maennlich","235","0.0480955904857118","0.0426647757691516","0.0535264052022719"
"(1b) general elementary school","2006","35-65 Jahre alt","weiblich","528","0.0984790086938975","0.091197274378972","0.105760743008823"
"(1b) general elementary school","2006","66 und älter","maennlich","136","0.0734769114179341","0.0622774115036972","0.084676411332171"
"(1b) general elementary school","2006","66 und älter","weiblich","674","0.298613133959328","0.280257719418753","0.316968548499903"
"(1c) basic vocational qualification","2006","16-34 Jahre alt","maennlich","357","0.1530193221174","0.138631321792134","0.167407322442667"
"(1c) basic vocational qualification","2006","16-34 Jahre alt","weiblich","255","0.124859773760015","0.112335425605123","0.137384121914907"
"(1c) basic vocational qualification","2006","35-65 Jahre alt","maennlich","1929","0.36160513027976","0.349410246318854","0.373800014240666"
"(1c) basic vocational qualification","2006","35-65 Jahre alt","weiblich","1610","0.281045223228508","0.270059871567583","0.292030574889432"
"(1c) basic vocational qualification","2006","66 und älter","maennlich","1068","0.530109413576711","0.508686615619447","0.551532211533976"
"(1c) basic vocational qualification","2006","66 und älter","weiblich","976","0.391368065873366","0.3717931010389","0.410943030707832"
"(2b) intermediate general qualification","2006","16-34 Jahre alt","maennlich","212","0.085356098787761","0.0741891673214747","0.0965230302540474"
"(2b) intermediate general qualification","2006","16-34 Jahre alt","weiblich","248","0.0962835255924942","0.085107249331897","0.107459801853091"
"(2b) intermediate general qualification","2006","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","2006","35-65 Jahre alt","weiblich","93","0.0151720066868229","0.0121847208609224","0.0181592925127234"
"(2b) intermediate general qualification","2006","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2006","66 und älter","weiblich","34","0.0159644861723212","0.0109374294160429","0.0209915429285996"
"(2a) intermediate vocational","2006","16-34 Jahre alt","maennlich","517","0.214934966904878","0.198517849453704","0.231352084356051"
"(2a) intermediate vocational","2006","16-34 Jahre alt","weiblich","623","0.226241866106648","0.210389498406981","0.242094233806315"
"(2a) intermediate vocational","2006","35-65 Jahre alt","maennlich","1492","0.252918176005613","0.241885273203934","0.263951078807291"
"(2a) intermediate vocational","2006","35-65 Jahre alt","weiblich","2055","0.306036654521987","0.294774277493477","0.317299031550496"
"(2a) intermediate vocational","2006","66 und älter","maennlich","194","0.0959224737314384","0.0832821533047481","0.108562794158129"
"(2a) intermediate vocational","2006","66 und älter","weiblich","309","0.138379456529648","0.12453025411752","0.152228658941776"
"(2c_gen) general maturity certificate","2006","16-34 Jahre alt","maennlich","303","0.110663832061949","0.0981258864820437","0.123201777641854"
"(2c_gen) general maturity certificate","2006","16-34 Jahre alt","weiblich","381","0.124619672506812","0.112105655798307","0.137133689215316"
"(2c_gen) general maturity certificate","2006","35-65 Jahre alt","maennlich","54","0.00964520792985682","0.00716454996631016","0.0121258658934035"
"(2c_gen) general maturity certificate","2006","35-65 Jahre alt","weiblich","75","0.0128478164470373","0.0100956050429053","0.0156000278511692"
"(2c_gen) general maturity certificate","2006","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2006","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2006","16-34 Jahre alt","maennlich","191","0.0870625831004506","0.0757951022574952","0.098330063943406"
"(2c_voc) vocational maturity certificate","2006","16-34 Jahre alt","weiblich","325","0.120006058863741","0.107693552609925","0.132318565117557"
"(2c_voc) vocational maturity certificate","2006","35-65 Jahre alt","maennlich","434","0.0772924974227932","0.0705142661575149","0.0840707286880715"
"(2c_voc) vocational maturity certificate","2006","35-65 Jahre alt","weiblich","519","0.0832102248115992","0.0764603098513529","0.0899601397718454"
"(2c_voc) vocational maturity certificate","2006","66 und älter","maennlich","88","0.0489531744932882","0.0396915655106287","0.0582147834759477"
"(2c_voc) vocational maturity certificate","2006","66 und älter","weiblich","81","0.0367633854795293","0.0292158498805587","0.0443109210784999"
