"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(1b) general elementary school","1997","16-34 Jahre alt","weiblich","230","0.084737477850901","0.0730577592247705","0.0964171964770315"
"(1b) general elementary school","1997","35-65 Jahre alt","maennlich","317","0.0768996189598832","0.0677523284979471","0.0860469094218193"
"(1b) general elementary school","1997","35-65 Jahre alt","weiblich","618","0.192087660998969","0.178713631128494","0.205461690869444"
"(1b) general elementary school","1997","66 und älter","maennlich","57","0.0973437182328897","0.0743423896781158","0.120345046787664"
"(1b) general elementary school","1997","66 und älter","weiblich","390","0.415964709701075","0.384834450561694","0.447094968840456"
"(1c) basic vocational qualification","1997","16-34 Jahre alt","maennlich","505","0.223185817661206","0.205698990270474","0.240672645051938"
"(1c) basic vocational qualification","1997","16-34 Jahre alt","weiblich","332","0.15350974957716","0.138391526968753","0.168627972185566"
"(1c) basic vocational qualification","1997","35-65 Jahre alt","maennlich","1307","0.446518753572393","0.429450966437299","0.463586540707488"
"(1c) basic vocational qualification","1997","35-65 Jahre alt","weiblich","1065","0.372881440971598","0.356464560163859","0.389298321779337"
"(1c) basic vocational qualification","1997","66 und älter","maennlich","356","0.56932440069212","0.530901266828465","0.607747534555774"
"(1c) basic vocational qualification","1997","66 und älter","weiblich","352","0.339125694381799","0.309225450613778","0.369025938149819"
"(2b) intermediate general qualification","1997","16-34 Jahre alt","maennlich","168","0.0645089926327934","0.0541920957005796","0.0748258895650071"
"(2b) intermediate general qualification","1997","16-34 Jahre alt","weiblich","208","0.09192767560765","0.079810395887465","0.104044955327835"
"(2b) intermediate general qualification","1997","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1997","35-65 Jahre alt","weiblich","55","0.0207215738499223","0.0158854780357343","0.0255576696641102"
"(2b) intermediate general qualification","1997","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1997","66 und älter","weiblich","","","",""
"(2a) intermediate vocational","1997","16-34 Jahre alt","maennlich","485","0.222932751502012","0.205452994380854","0.240412508623171"
"(2a) intermediate vocational","1997","16-34 Jahre alt","weiblich","647","0.30595664425131","0.286630508805188","0.325282779697432"
"(2a) intermediate vocational","1997","35-65 Jahre alt","maennlich","638","0.182035412044424","0.168787388158025","0.195283435930822"
"(2a) intermediate vocational","1997","35-65 Jahre alt","weiblich","692","0.196626974194743","0.18313390942469","0.210120038964797"
"(2a) intermediate vocational","1997","66 und älter","maennlich","62","0.126576571490251","0.100776148019436","0.152376994961067"
"(2a) intermediate vocational","1997","66 und älter","weiblich","90","0.120537376717361","0.0999735228637429","0.14110123057098"
"(2c_gen) general maturity certificate","1997","16-34 Jahre alt","maennlich","175","0.102558459121622","0.0898173281191949","0.115299590124049"
"(2c_gen) general maturity certificate","1997","16-34 Jahre alt","weiblich","175","0.0751123498484708","0.0640582867660581","0.0861664129308836"
"(2c_gen) general maturity certificate","1997","35-65 Jahre alt","maennlich","39","0.0117249150014588","0.00802918967917027","0.0154206403237473"
"(2c_gen) general maturity certificate","1997","35-65 Jahre alt","weiblich","36","0.0118286306091449","0.00815822717643154","0.0154990340418583"
"(2c_gen) general maturity certificate","1997","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1997","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1997","16-34 Jahre alt","maennlich","157","0.0978242193457844","0.0853478583942928","0.110300580297276"
"(2c_voc) vocational maturity certificate","1997","16-34 Jahre alt","weiblich","163","0.0956897232725687","0.0833526212422122","0.108026825302925"
"(2c_voc) vocational maturity certificate","1997","35-65 Jahre alt","maennlich","125","0.0411756625954089","0.03435391363224","0.0479974115585779"
"(2c_voc) vocational maturity certificate","1997","35-65 Jahre alt","weiblich","117","0.043264189936802","0.0363571695592233","0.0501712103143807"
"(2c_voc) vocational maturity certificate","1997","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1997","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1997","16-34 Jahre alt","maennlich","88","0.0459284322959916","0.0371371861316592","0.054719678460324"
"(3a) lower tertiary education","1997","16-34 Jahre alt","weiblich","105","0.0491995273933015","0.0401286993518865","0.0582703554347165"
"(3a) lower tertiary education","1997","35-65 Jahre alt","maennlich","285","0.0865071440513671","0.0768558738245663","0.0961584142781679"
"(3a) lower tertiary education","1997","35-65 Jahre alt","weiblich","304","0.0607292843942485","0.0526210759092685","0.0688374928792286"
"(3a) lower tertiary education","1997","66 und älter","maennlich","60","0.0787407545186902","0.0578416120121987","0.0996398970251817"
"(3a) lower tertiary education","1997","66 und älter","weiblich","36","0.0260145280104816","0.0159609844886661","0.036068071532297"
"(3b) higher tertiary education","1997","16-34 Jahre alt","maennlich","114","0.0580153956368843","0.0481976294540377","0.0678331618197308"
"(3b) higher tertiary education","1997","16-34 Jahre alt","weiblich","100","0.0538320740554871","0.0443669471482893","0.0632972009626848"
"(3b) higher tertiary education","1997","35-65 Jahre alt","maennlich","375","0.122698906075122","0.111434699884033","0.133963112266211"
"(3b) higher tertiary education","1997","35-65 Jahre alt","weiblich","237","0.0726157828427677","0.0638057851173243","0.0814257805682112"
"(3b) higher tertiary education","1997","66 und älter","maennlich","51","0.0701852274909067","0.0503627091426524","0.090007745839161"
"(3b) higher tertiary education","1997","66 und älter","weiblich","","","",""
"(0) in school","1998","16-34 Jahre alt","maennlich","160","0.0668647853196061","0.0565459338701034","0.0771836367691088"
"(0) in school","1998","16-34 Jahre alt","weiblich","171","0.0768618743273096","0.0659376937483125","0.0877860549063068"
"(0) in school","1998","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1998","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1998","66 und älter","maennlich","","","",""
"(0) in school","1998","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1998","16-34 Jahre alt","maennlich","40","0.013234580126234","0.00851370635542466","0.0179554538970434"
"(1a) inadequately completed","1998","16-34 Jahre alt","weiblich","57","0.0181455839660314","0.0126715301235907","0.0236196378084721"
"(1a) inadequately completed","1998","35-65 Jahre alt","maennlich","149","0.0265915810194412","0.0213382400622677","0.0318449219766147"
"(1a) inadequately completed","1998","35-65 Jahre alt","weiblich","196","0.0306937336393066","0.0251185824885042","0.0362688847901091"
"(1a) inadequately completed","1998","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1998","66 und älter","weiblich","34","0.0169809974471266","0.0092683893228401","0.024693605571413"
"(1b) general elementary school","1998","16-34 Jahre alt","maennlich","292","0.111610373560008","0.0986022586786387","0.124618488441377"
"(1b) general elementary school","1998","16-34 Jahre alt","weiblich","230","0.0808447583176032","0.0696653090652502","0.0920242075699561"
"(1b) general elementary school","1998","35-65 Jahre alt","maennlich","348","0.0785007097969209","0.0697185718558911","0.0872828477379507"
"(1b) general elementary school","1998","35-65 Jahre alt","weiblich","658","0.180479348567557","0.168048665768304","0.19291003136681"
"(1b) general elementary school","1998","66 und älter","maennlich","89","0.125587756776939","0.101482511927343","0.149693001626536"
"(1b) general elementary school","1998","66 und älter","weiblich","439","0.411100839179025","0.38172884997046","0.440472828387589"
"(1c) basic vocational qualification","1998","16-34 Jahre alt","maennlich","487","0.192242385371064","0.175963470682653","0.208521300059475"
"(1c) basic vocational qualification","1998","16-34 Jahre alt","weiblich","325","0.146503045981984","0.132001164344323","0.161004927619645"
"(1c) basic vocational qualification","1998","35-65 Jahre alt","maennlich","1425","0.430981101055675","0.41481116067659","0.447151041434759"
"(1c) basic vocational qualification","1998","35-65 Jahre alt","weiblich","1180","0.358000182081112","0.34250451231867","0.373495851843554"
"(1c) basic vocational qualification","1998","66 und älter","maennlich","397","0.55351646183451","0.51735485025799","0.58967807341103"
"(1c) basic vocational qualification","1998","66 und älter","weiblich","378","0.335000043970341","0.306824523263748","0.363175564676934"
"(2b) intermediate general qualification","1998","16-34 Jahre alt","maennlich","195","0.0758530897739228","0.0649156042964964","0.0867905752513493"
"(2b) intermediate general qualification","1998","16-34 Jahre alt","weiblich","219","0.0866051848267265","0.0750706188186886","0.0981397508347645"
"(2b) intermediate general qualification","1998","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1998","35-65 Jahre alt","weiblich","62","0.0197529778756507","0.0152553312491819","0.0242506245021195"
"(2b) intermediate general qualification","1998","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1998","66 und älter","weiblich","41","0.0426714961838607","0.0306061957408866","0.0547367966268348"
"(2a) intermediate vocational","1998","16-34 Jahre alt","maennlich","509","0.235920924165674","0.218381605152794","0.253460243178554"
"(2a) intermediate vocational","1998","16-34 Jahre alt","weiblich","665","0.291388203644837","0.272752739534135","0.310023667755539"
"(2a) intermediate vocational","1998","35-65 Jahre alt","maennlich","728","0.188981807235642","0.176198557981685","0.201765056489598"
"(2a) intermediate vocational","1998","35-65 Jahre alt","weiblich","797","0.211683494678054","0.198479811823824","0.224887177532284"
"(2a) intermediate vocational","1998","66 und älter","maennlich","67","0.113775288188746","0.090677218850128","0.136873357527363"
"(2a) intermediate vocational","1998","66 und älter","weiblich","97","0.112534913615908","0.0936698623462671","0.13139996488555"
"(2c_gen) general maturity certificate","1998","16-34 Jahre alt","maennlich","195","0.104903749944877","0.092245002980029","0.117562496909724"
"(2c_gen) general maturity certificate","1998","16-34 Jahre alt","weiblich","194","0.087924724704583","0.0763110170037918","0.0995384324053743"
"(2c_gen) general maturity certificate","1998","35-65 Jahre alt","maennlich","44","0.0119520812061965","0.00840372891463856","0.0155004334977545"
"(2c_gen) general maturity certificate","1998","35-65 Jahre alt","weiblich","41","0.0126457439762868","0.00903405810853435","0.0162574298440393"
"(2c_gen) general maturity certificate","1998","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1998","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1998","16-34 Jahre alt","maennlich","159","0.0945379507348798","0.0824515062462937","0.106624395223466"
"(2c_voc) vocational maturity certificate","1998","16-34 Jahre alt","weiblich","193","0.10782338146806","0.0951035331112563","0.120543229824863"
"(2c_voc) vocational maturity certificate","1998","35-65 Jahre alt","maennlich","140","0.0398083354699235","0.0334244963319252","0.0461921746079218"
"(2c_voc) vocational maturity certificate","1998","35-65 Jahre alt","weiblich","144","0.0447522115741069","0.0380692871830866","0.0514351359651271"
"(2c_voc) vocational maturity certificate","1998","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1998","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1998","16-34 Jahre alt","maennlich","97","0.0491274993026041","0.0401988900633665","0.0580561085418417"
"(3a) lower tertiary education","1998","16-34 Jahre alt","weiblich","120","0.0532361448443353","0.0440290169700838","0.0624432727185869"
"(3a) lower tertiary education","1998","35-65 Jahre alt","maennlich","323","0.0920736053700702","0.0826328041052539","0.101514406634887"
"(3a) lower tertiary education","1998","35-65 Jahre alt","weiblich","323","0.0639126793464917","0.0560067492566561","0.0718186094363274"
"(3a) lower tertiary education","1998","66 und älter","maennlich","65","0.0768405131190758","0.0574667815835821","0.0962142446545695"
