"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Bayern","45","0.0761333988126833","0.0558538798573798","0.0964129177679868"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Saarland","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Berlin","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Sachsen","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Thueringen","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Hamburg","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Bremen","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Hessen","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Bayern","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Saarland","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Berlin","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Sachsen","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Thueringen","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Hamburg","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Bremen","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Hessen","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Bayern","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Saarland","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Berlin","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Sachsen","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Niedersachsen","39","0.125120924271387","0.0920720467908834","0.158169801751891"
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Nordrhein-Westfalen","82","0.110488705230187","0.090108862650356","0.130868547810017"
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Hessen","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Baden-Wuerttemberg","55","0.0938993750521516","0.0723679339387688","0.115430816165534"
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Bayern","35","0.0624578641123485","0.043954343505007","0.0809613847196901"
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Berlin","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Nordrhein-Westfalen","71","0.0495119587188864","0.0378532446081526","0.0611706728296201"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Hessen","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Baden-Wuerttemberg","32","0.0470198210815822","0.0327048370463001","0.0613348051168642"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Bayern","37","0.0529300876072528","0.0373568049546489","0.0685033702598567"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Berlin","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Bremen","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Hessen","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Bayern","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Saarland","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Berlin","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","Thueringen","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Niedersachsen","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Hessen","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Bayern","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Berlin","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Brandenburg","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Sachsen","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Thueringen","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Niedersachsen","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Nordrhein-Westfalen","56","0.0490655605973892","0.0374567976941025","0.060674323500676"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Hessen","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Bayern","37","0.0508605453936378","0.0355780821573657","0.0661430086299098"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","1995","35-65 Jahre alt","Berlin","41","0.130539500617411","0.0926684633102901","0.168410537924532"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Brandenburg","79","0.226665415631012","0.181965213452281","0.271365617809743"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","46","0.163949300297642","0.117109658921992","0.210788941673292"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Sachsen","95","0.146500613709349","0.118277120606756","0.174724106811942"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Sachsen-Anhalt","78","0.184559482534234","0.145808559511476","0.223310405556992"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Thueringen","55","0.122344974804463","0.0880153498640294","0.156674599744896"
"(3a) lower tertiary education","1995","66 und älter","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","1995","66 und älter","Hamburg","","","",""
"(3a) lower tertiary education","1995","66 und älter","Niedersachsen","","","",""
"(3a) lower tertiary education","1995","66 und älter","Bremen","","","",""
"(3a) lower tertiary education","1995","66 und älter","Nordrhein-Westfalen","","","",""
"(3a) lower tertiary education","1995","66 und älter","Hessen","","","",""
"(3a) lower tertiary education","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","1995","66 und älter","Bayern","","","",""
"(3a) lower tertiary education","1995","66 und älter","Saarland","","","",""
"(3a) lower tertiary education","1995","66 und älter","Berlin","","","",""
"(3a) lower tertiary education","1995","66 und älter","Brandenburg","","","",""
"(3a) lower tertiary education","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","1995","66 und älter","Sachsen","","","",""
"(3a) lower tertiary education","1995","66 und älter","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","1995","66 und älter","Thueringen","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Hamburg","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Niedersachsen","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Nordrhein-Westfalen","61","0.0721861917853744","0.0553624098418962","0.0890099737288526"
"(3b) higher tertiary education","1995","16-34 Jahre alt","Hessen","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(3b) higher tertiary education","1995","16-34 Jahre alt","Bayern","35","0.0655049356890687","0.0465862516331258","0.0844236197450117"
"(3b) higher tertiary education","1995","16-34 Jahre alt","Saarland","","","",""
