"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","2007","66 und älter","Saarland","","","",""
"(2a) intermediate vocational","2007","66 und älter","Berlin","","","",""
"(2a) intermediate vocational","2007","66 und älter","Brandenburg","","","",""
"(2a) intermediate vocational","2007","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2007","66 und älter","Sachsen","","","",""
"(2a) intermediate vocational","2007","66 und älter","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2007","66 und älter","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Niedersachsen","42","0.0883048218788179","0.0607391917374472","0.115870452020188"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Nordrhein-Westfalen","146","0.135727303667568","0.113162297162376","0.15829231017276"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Hessen","48","0.178325854803646","0.134420889996127","0.222230819611165"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Rheinland-Pfalz,Saarland","30","0.143175749716474","0.093761745917796","0.192589753515151"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Baden-Wuerttemberg","91","0.153488410637967","0.125183726268692","0.181793095007242"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Bayern","77","0.0780526761756931","0.0577404444323266","0.0983649079190596"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Berlin","46","0.215165263884389","0.156267002352079","0.274063525416699"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Sachsen","53","0.159955948287153","0.122194813801209","0.197717082773097"
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","16-34 Jahre alt","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Nordrhein-Westfalen","42","0.0164297558162223","0.011332243762593","0.0215272678698515"
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Hessen","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Bayern","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Berlin","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Sachsen","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","35-65 Jahre alt","Thueringen","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Hamburg","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Bremen","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Hessen","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Bayern","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Saarland","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Berlin","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Sachsen","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2007","66 und älter","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Niedersachsen","47","0.089251658132942","0.0615530320449112","0.116950284220973"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Nordrhein-Westfalen","118","0.130614995916112","0.108413663029873","0.152816328802351"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Hessen","39","0.118033417788272","0.0810263034709165","0.155040532105628"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Baden-Wuerttemberg","49","0.0816783507131095","0.0601725825864152","0.103184118839804"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Bayern","52","0.0763221997373442","0.0562175559777968","0.0964268434968917"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Sachsen","32","0.0666717346476231","0.0409747661403329","0.0923687031549133"
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","16-34 Jahre alt","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Niedersachsen","79","0.0794865775423417","0.0627213268149485","0.0962518282697349"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Nordrhein-Westfalen","288","0.118431433833112","0.105474520378753","0.131388347287471"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Hessen","83","0.10473211088671","0.0839003742133836","0.125563847560037"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Rheinland-Pfalz,Saarland","37","0.0679369610988277","0.0464934470665216","0.0893804751311339"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Baden-Wuerttemberg","130","0.0956150745975805","0.0800945713357562","0.111135577859405"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Bayern","122","0.0779280541431029","0.0651630573967348","0.090693050889471"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Berlin","31","0.0680127409315475","0.0441047315379157","0.0919207503251794"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Sachsen","33","0.0405072116867256","0.0270870466104091","0.0539273767630422"
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","35-65 Jahre alt","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Nordrhein-Westfalen","46","0.0581439806172395","0.0430714131348451","0.073216548099634"
"(2c_voc) vocational maturity certificate","2007","66 und älter","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Bayern","31","0.0586375808701155","0.0398696542779004","0.0774055074623305"
"(2c_voc) vocational maturity certificate","2007","66 und älter","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2007","66 und älter","Thueringen","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Niedersachsen","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Nordrhein-Westfalen","36","0.0416388536904373","0.0284778067736025","0.054799900607272"
"(3a) lower tertiary education","2007","16-34 Jahre alt","Hessen","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Bayern","32","0.0378207355008144","0.0233761969762337","0.052265274025395"
"(3a) lower tertiary education","2007","16-34 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Berlin","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Brandenburg","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Sachsen","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2007","16-34 Jahre alt","Thueringen","","","",""
"(3a) lower tertiary education","2007","35-65 Jahre alt","Schleswig-Holstein","34","0.0736580065946077","0.0457692727684946","0.101546740420721"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","2007","35-65 Jahre alt","Niedersachsen","79","0.068123708310515","0.052507472341484","0.0837399442795459"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","2007","35-65 Jahre alt","Nordrhein-Westfalen","184","0.066477586539292","0.0564881725245814","0.0764670005540026"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Hessen","73","0.069722697047558","0.0523965360123705","0.0870488580827455"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Rheinland-Pfalz,Saarland","35","0.0375161073829654","0.0213231610976276","0.0537090536683032"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Baden-Wuerttemberg","110","0.0811383730841184","0.0667270397620886","0.0955497064061482"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Bayern","142","0.0741520268330023","0.0616746658097227","0.0866293878562819"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","2007","35-65 Jahre alt","Berlin","65","0.147682327131954","0.113991761540284","0.181372892723623"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Brandenburg","78","0.145570346543604","0.112654622670163","0.178486070417045"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Mecklenburg-Vorpommern","47","0.118048530358438","0.0809119655307406","0.155185095186136"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Sachsen","125","0.14430200052588","0.120381665389279","0.168222335662481"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Sachsen-Anhalt","80","0.131078388756773","0.100170367760828","0.161986409752719"
"(3a) lower tertiary education","2007","35-65 Jahre alt","Thueringen","60","0.0921954628078975","0.0659287284755269","0.118462197140268"
"(3a) lower tertiary education","2007","66 und älter","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2007","66 und älter","Hamburg","","","",""
"(3a) lower tertiary education","2007","66 und älter","Niedersachsen","","","",""
"(3a) lower tertiary education","2007","66 und älter","Bremen","","","",""
"(3a) lower tertiary education","2007","66 und älter","Nordrhein-Westfalen","55","0.054032063513376","0.0394705478162813","0.0685935792104707"
"(3a) lower tertiary education","2007","66 und älter","Hessen","","","",""
"(3a) lower tertiary education","2007","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2007","66 und älter","Baden-Wuerttemberg","40","0.0962032428186479","0.069685806698254","0.122720678939042"
"(3a) lower tertiary education","2007","66 und älter","Bayern","43","0.0514752995152092","0.033824124993718","0.0691264740367005"
"(3a) lower tertiary education","2007","66 und älter","Saarland","","","",""
"(3a) lower tertiary education","2007","66 und älter","Berlin","","","",""
"(3a) lower tertiary education","2007","66 und älter","Brandenburg","49","0.174672481463669","0.125496191851707","0.223848771075631"
"(3a) lower tertiary education","2007","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2007","66 und älter","Sachsen","40","0.1201273492808","0.0844507372312817","0.155803961330317"
"(3a) lower tertiary education","2007","66 und älter","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2007","66 und älter","Thueringen","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Hamburg","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Niedersachsen","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Nordrhein-Westfalen","57","0.0767871147565176","0.0592454196172467","0.0943288098957884"
"(3b) higher tertiary education","2007","16-34 Jahre alt","Hessen","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Baden-Wuerttemberg","54","0.0819580251651298","0.0604187502409711","0.103497300089288"
"(3b) higher tertiary education","2007","16-34 Jahre alt","Bayern","58","0.0860336135973674","0.0648006857578149","0.10726654143692"
"(3b) higher tertiary education","2007","16-34 Jahre alt","Saarland","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Berlin","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Brandenburg","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Sachsen","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","2007","16-34 Jahre alt","Thueringen","","","",""
"(3b) higher tertiary education","2007","35-65 Jahre alt","Schleswig-Holstein","46","0.113606753381381","0.0797263607753853","0.147487145987377"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Hamburg","31","0.124980039185367","0.0717022074789912","0.178257870891743"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Niedersachsen","143","0.118197732485135","0.098188138834467","0.138207326135802"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","2007","35-65 Jahre alt","Nordrhein-Westfalen","420","0.146262340441248","0.132092384658888","0.160432296223607"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Hessen","180","0.193615560559208","0.166734262078939","0.220496859039476"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Rheinland-Pfalz,Saarland","73","0.0999609086965541","0.0744006032720173","0.125521214121091"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Baden-Wuerttemberg","209","0.120539995274072","0.103355388855385","0.137724601692758"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Bayern","243","0.105672868097581","0.0910335334477511","0.120312202747411"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Saarland","","","",""
"(3b) higher tertiary education","2007","35-65 Jahre alt","Berlin","113","0.196355468702017","0.158633288187598","0.234077649216435"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Brandenburg","71","0.115388269190304","0.0855697568209087","0.145206781559699"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Mecklenburg-Vorpommern","45","0.090600802989139","0.0575644271161525","0.123637178862126"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Sachsen","137","0.112717576579978","0.0911898788722161","0.13424527428774"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Sachsen-Anhalt","73","0.124488296126388","0.0942532530651363","0.154723339187639"
"(3b) higher tertiary education","2007","35-65 Jahre alt","Thueringen","56","0.0678185006840787","0.0449898909074706","0.0906471104606867"
"(3b) higher tertiary education","2007","66 und älter","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","2007","66 und älter","Hamburg","","","",""
"(3b) higher tertiary education","2007","66 und älter","Niedersachsen","40","0.0747121186230987","0.0496561111218084","0.0997681261243891"
"(3b) higher tertiary education","2007","66 und älter","Bremen","","","",""
"(3b) higher tertiary education","2007","66 und älter","Nordrhein-Westfalen","92","0.0675974821507214","0.0514274986645533","0.0837674656368895"
"(3b) higher tertiary education","2007","66 und älter","Hessen","","","",""
"(3b) higher tertiary education","2007","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(3b) higher tertiary education","2007","66 und älter","Baden-Wuerttemberg","51","0.0935524575160928","0.0673645846227029","0.119740330409483"
"(3b) higher tertiary education","2007","66 und älter","Bayern","62","0.0767777512890551","0.0555100441949157","0.0980454583831945"
"(3b) higher tertiary education","2007","66 und älter","Saarland","","","",""
"(3b) higher tertiary education","2007","66 und älter","Berlin","","","",""
"(3b) higher tertiary education","2007","66 und älter","Brandenburg","31","0.157114819928253","0.10998203139451","0.204247608461996"
"(3b) higher tertiary education","2007","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","2007","66 und älter","Sachsen","38","0.119697932622325","0.0840764546249754","0.155319410619675"
"(3b) higher tertiary education","2007","66 und älter","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","2007","66 und älter","Thueringen","","","",""
"(0) in school","2008","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(0) in school","2008","16-34 Jahre alt","Hamburg","","","",""
"(0) in school","2008","16-34 Jahre alt","Niedersachsen","64","0.13688903419324","0.102099380632102","0.171678687754378"
"(0) in school","2008","16-34 Jahre alt","Bremen","","","",""
"(0) in school","2008","16-34 Jahre alt","Nordrhein-Westfalen","115","0.117629221419556","0.0949910438386426","0.14026739900047"
"(0) in school","2008","16-34 Jahre alt","Hessen","39","0.124120350677806","0.0848642498488113","0.1633764515068"
"(0) in school","2008","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","2008","16-34 Jahre alt","Baden-Wuerttemberg","76","0.110132896406329","0.0842276476509558","0.136038145161702"
"(0) in school","2008","16-34 Jahre alt","Bayern","69","0.0674010996287648","0.0474065989859481","0.0873956002715816"
"(0) in school","2008","16-34 Jahre alt","Saarland","","","",""
"(0) in school","2008","16-34 Jahre alt","Berlin","","","",""
"(0) in school","2008","16-34 Jahre alt","Brandenburg","","","",""
"(0) in school","2008","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(0) in school","2008","16-34 Jahre alt","Sachsen","33","0.0810938163420569","0.0515517665512594","0.110635866132854"
"(0) in school","2008","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(0) in school","2008","16-34 Jahre alt","Thueringen","","","",""
"(0) in school","2008","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(0) in school","2008","35-65 Jahre alt","Hamburg","","","",""
"(0) in school","2008","35-65 Jahre alt","Niedersachsen","","","",""
"(0) in school","2008","35-65 Jahre alt","Bremen","","","",""
"(0) in school","2008","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"(0) in school","2008","35-65 Jahre alt","Hessen","","","",""
"(0) in school","2008","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","2008","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(0) in school","2008","35-65 Jahre alt","Bayern","","","",""
"(0) in school","2008","35-65 Jahre alt","Saarland","","","",""
"(0) in school","2008","35-65 Jahre alt","Berlin","","","",""
"(0) in school","2008","35-65 Jahre alt","Brandenburg","","","",""
"(0) in school","2008","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(0) in school","2008","35-65 Jahre alt","Sachsen","","","",""
"(0) in school","2008","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(0) in school","2008","35-65 Jahre alt","Thueringen","","","",""
"(0) in school","2008","66 und älter","Schleswig-Holstein","","","",""
"(0) in school","2008","66 und älter","Hamburg","","","",""
"(0) in school","2008","66 und älter","Niedersachsen","","","",""
"(0) in school","2008","66 und älter","Bremen","","","",""
"(0) in school","2008","66 und älter","Nordrhein-Westfalen","","","",""
"(0) in school","2008","66 und älter","Hessen","","","",""
"(0) in school","2008","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","2008","66 und älter","Baden-Wuerttemberg","","","",""
"(0) in school","2008","66 und älter","Bayern","","","",""
"(0) in school","2008","66 und älter","Saarland","","","",""
"(0) in school","2008","66 und älter","Berlin","","","",""
"(0) in school","2008","66 und älter","Brandenburg","","","",""
"(0) in school","2008","66 und älter","Mecklenburg-Vorpommern","","","",""
"(0) in school","2008","66 und älter","Sachsen","","","",""
"(0) in school","2008","66 und älter","Sachsen-Anhalt","","","",""
"(0) in school","2008","66 und älter","Thueringen","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Hamburg","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Niedersachsen","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Bremen","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Hessen","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Bayern","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Saarland","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Berlin","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Brandenburg","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Sachsen","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","2008","16-34 Jahre alt","Thueringen","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Hamburg","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Niedersachsen","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Bremen","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Nordrhein-Westfalen","32","0.0187195041890493","0.0130752705862918","0.0243637377918069"
"(1a) inadequately completed","2008","35-65 Jahre alt","Hessen","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Bayern","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Saarland","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Berlin","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Brandenburg","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Sachsen","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","2008","35-65 Jahre alt","Thueringen","","","",""
"(1a) inadequately completed","2008","66 und älter","Schleswig-Holstein","","","",""
"(1a) inadequately completed","2008","66 und älter","Hamburg","","","",""
"(1a) inadequately completed","2008","66 und älter","Niedersachsen","","","",""
"(1a) inadequately completed","2008","66 und älter","Bremen","","","",""
"(1a) inadequately completed","2008","66 und älter","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","2008","66 und älter","Hessen","","","",""
"(1a) inadequately completed","2008","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","2008","66 und älter","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","2008","66 und älter","Bayern","","","",""
"(1a) inadequately completed","2008","66 und älter","Saarland","","","",""
"(1a) inadequately completed","2008","66 und älter","Berlin","","","",""
"(1a) inadequately completed","2008","66 und älter","Brandenburg","","","",""
"(1a) inadequately completed","2008","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","2008","66 und älter","Sachsen","","","",""
"(1a) inadequately completed","2008","66 und älter","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","2008","66 und älter","Thueringen","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Hamburg","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Niedersachsen","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Bremen","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Nordrhein-Westfalen","69","0.0984720706558656","0.0775355543100907","0.11940858700164"
"(1b) general elementary school","2008","16-34 Jahre alt","Hessen","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Baden-Wuerttemberg","42","0.102455321906874","0.0773617803433808","0.127548863470367"
"(1b) general elementary school","2008","16-34 Jahre alt","Bayern","66","0.109191285874778","0.0843189920057677","0.134063579743788"
"(1b) general elementary school","2008","16-34 Jahre alt","Saarland","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Berlin","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Brandenburg","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Sachsen","","","",""
"(1b) general elementary school","2008","16-34 Jahre alt","Sachsen-Anhalt","","","",""
