"pgcasmin","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Saarland","","","",""
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Berlin","","","",""
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Brandenburg","","","",""
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Sachsen","","","",""
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1984","Hauptschulabschluss","Thueringen","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Hamburg","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Niedersachsen","64","0.282044659316356","0.223634509117847","0.340454809514866"
"(2b) intermediate general qualification","1984","Realschulabschluss","Bremen","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Nordrhein-Westfalen","128","0.266959266005792","0.226664916462935","0.307253615548648"
"(2b) intermediate general qualification","1984","Realschulabschluss","Hessen","43","0.208918771046642","0.150960361423494","0.266877180669791"
"(2b) intermediate general qualification","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","30","0.267974543161772","0.184827903167684","0.351121183155859"
"(2b) intermediate general qualification","1984","Realschulabschluss","Baden-Wuerttemberg","77","0.248808009559196","0.198439102649042","0.299176916469351"
"(2b) intermediate general qualification","1984","Realschulabschluss","Bayern","94","0.244917452595853","0.20109927492486","0.288735630266846"
"(2b) intermediate general qualification","1984","Realschulabschluss","Saarland","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Berlin","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Brandenburg","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Sachsen","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1984","Realschulabschluss","Thueringen","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Hamburg","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Niedersachsen","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Bremen","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Hessen","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Bayern","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Saarland","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Berlin","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Brandenburg","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Sachsen","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1984","(Fach-)Abitur","Thueringen","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Hamburg","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Niedersachsen","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Bremen","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Hessen","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Bayern","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Saarland","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Berlin","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Brandenburg","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Sachsen","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1984","AkademikerInnen","Thueringen","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Hamburg","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Bremen","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Hessen","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Bayern","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Saarland","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Berlin","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Brandenburg","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Sachsen","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1984","(noch) kein Abschluss","Thueringen","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Hamburg","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Bremen","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Hessen","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Bayern","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Saarland","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Berlin","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Brandenburg","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Sachsen","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1984","Hauptschulabschluss","Thueringen","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Schleswig-Holstein","77","0.847396564504201","0.773914782091668","0.920878346916734"
"(2a) intermediate vocational","1984","Realschulabschluss","Hamburg","46","0.835472830596737","0.737489606663219","0.933456054530255"
"(2a) intermediate vocational","1984","Realschulabschluss","Niedersachsen","164","0.717955340683644","0.659545190485134","0.776365490882153"
"(2a) intermediate vocational","1984","Realschulabschluss","Bremen","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Nordrhein-Westfalen","335","0.733040733994208","0.692746384451352","0.773335083537064"
"(2a) intermediate vocational","1984","Realschulabschluss","Hessen","146","0.791081228953358","0.733122819330209","0.849039638576506"
"(2a) intermediate vocational","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","79","0.732025456838228","0.648878816844141","0.815172096832316"
"(2a) intermediate vocational","1984","Realschulabschluss","Baden-Wuerttemberg","206","0.751191990440803","0.700823083530649","0.801560897350958"
"(2a) intermediate vocational","1984","Realschulabschluss","Bayern","276","0.755082547404147","0.711264369733154","0.79890072507514"
"(2a) intermediate vocational","1984","Realschulabschluss","Saarland","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Berlin","67","0.880868074921086","0.808037991089394","0.953698158752778"
"(2a) intermediate vocational","1984","Realschulabschluss","Brandenburg","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Sachsen","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1984","Realschulabschluss","Thueringen","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Hamburg","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Niedersachsen","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Bremen","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Hessen","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Bayern","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Saarland","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Berlin","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Brandenburg","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Sachsen","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1984","(Fach-)Abitur","Thueringen","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Hamburg","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Niedersachsen","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Bremen","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Hessen","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Bayern","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Saarland","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Berlin","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Brandenburg","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Sachsen","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1984","AkademikerInnen","Thueringen","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
