"pli0091_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1999","Realschule","Westdeutschland","","","",""
"Taeglich","1999","Realschule","Ostdeutschland","","","",""
"Taeglich","1999","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1999","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1999","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1999","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Westdeutschland","80","0.168652072585806","0.140128340616584","0.197175804555028"
"Min 1x pro Woche","1999","(noch) kein Abschluss","Ostdeutschland","32","0.186510109595099","0.118225889542865","0.254794329647332"
"Min 1x pro Woche","1999","Hauptschule","Westdeutschland","266","","",""
"Min 1x pro Woche","1999","Hauptschule","Ostdeutschland","31","0.0206891131810843","0.0124371704592201","0.0289410559029484"
"Min 1x pro Woche","1999","Realschule","Westdeutschland","207","","",""
"Min 1x pro Woche","1999","Realschule","Ostdeutschland","144","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Westdeutschland","123","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Ostdeutschland","55","0.281967354159535","0.217987565642558","0.345947142676511"
"Min 1x pro Woche","1999","AkademikerIn","Westdeutschland","65","0.0511904294745953","0.03815483516765","0.0642260237815406"
"Min 1x pro Woche","1999","AkademikerIn","Ostdeutschland","33","0.0321472414028029","0.0202891408139938","0.0440053419916121"
"Min 1x pro Monat","1999","(noch) kein Abschluss","Westdeutschland","101","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Ostdeutschland","49","0.450009310020242","0.362796254383152","0.537222365657332"
"Min 1x pro Monat","1999","Hauptschule","Westdeutschland","584","0.107402485206263","0.0986777920686295","0.116127178343897"
"Min 1x pro Monat","1999","Hauptschule","Ostdeutschland","85","0.0690870634018383","0.0543850140874189","0.0837891127162577"
"Min 1x pro Monat","1999","Realschule","Westdeutschland","456","0.217907820132717","0.199701175275877","0.236114464989558"
"Min 1x pro Monat","1999","Realschule","Ostdeutschland","315","0.228236102168753","0.206156677210553","0.250315527126953"
"Min 1x pro Monat","1999","(Fach-)Abitur","Westdeutschland","294","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Ostdeutschland","71","0.403625435733011","0.333863245020347","0.473387626445675"
"Min 1x pro Monat","1999","AkademikerIn","Westdeutschland","292","","",""
"Min 1x pro Monat","1999","AkademikerIn","Ostdeutschland","148","","",""
"Seltener","1999","(noch) kein Abschluss","Westdeutschland","166","","",""
"Seltener","1999","(noch) kein Abschluss","Ostdeutschland","33","0.257997736420885","0.181296273478755","0.334699199363015"
"Seltener","1999","Hauptschule","Westdeutschland","1863","","",""
"Seltener","1999","Hauptschule","Ostdeutschland","410","0.312551619834368","0.285679254243768","0.339423985424968"
"Seltener","1999","Realschule","Westdeutschland","978","0.473938341950287","0.451916999622929","0.495959684277646"
"Seltener","1999","Realschule","Ostdeutschland","734","0.518437693510996","0.492151488797344","0.544723898224649"
"Seltener","1999","(Fach-)Abitur","Westdeutschland","375","0.398684172193234","0.367433593811533","0.429934750574936"
"Seltener","1999","(Fach-)Abitur","Ostdeutschland","54","0.255838759215643","0.193796445732975","0.31788107269831"
"Seltener","1999","AkademikerIn","Westdeutschland","543","0.491095783020694","0.46152600609439","0.520665559946998"
"Seltener","1999","AkademikerIn","Ostdeutschland","504","0.559575453855747","0.526201803343786","0.592949104367709"
"Nie","1999","(noch) kein Abschluss","Westdeutschland","315","0.39236225949315","0.355167215236328","0.429557303749972"
"Nie","1999","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Nie","1999","Hauptschule","Westdeutschland","2125","","",""
"Nie","1999","Hauptschule","Ostdeutschland","617","0.597672203582709","0.569244189348922","0.626100217816496"
"Nie","1999","Realschule","Westdeutschland","334","0.214763611751328","0.196652500473509","0.232874723029146"
"Nie","1999","Realschule","Ostdeutschland","195","","",""
"Nie","1999","(Fach-)Abitur","Westdeutschland","151","","",""
"Nie","1999","(Fach-)Abitur","Ostdeutschland","10","","",""
"Nie","1999","AkademikerIn","Westdeutschland","198","","",""
"Nie","1999","AkademikerIn","Ostdeutschland","165","","",""
"Taeglich","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2000","Hauptschule","Westdeutschland","","","",""
"Taeglich","2000","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2000","Realschule","Westdeutschland","","","",""
"Taeglich","2000","Realschule","Ostdeutschland","","","",""
"Taeglich","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2000","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2000","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2000","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2000","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2000","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2000","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2000","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2000","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2000","Hauptschule","Westdeutschland","","","",""
"Seltener","2000","Hauptschule","Ostdeutschland","","","",""
"Seltener","2000","Realschule","Westdeutschland","","","",""
"Seltener","2000","Realschule","Ostdeutschland","","","",""
"Seltener","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2000","AkademikerIn","Westdeutschland","","","",""
"Seltener","2000","AkademikerIn","Ostdeutschland","","","",""
"Nie","2000","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2000","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2000","Hauptschule","Westdeutschland","","","",""
"Nie","2000","Hauptschule","Ostdeutschland","","","",""
"Nie","2000","Realschule","Westdeutschland","","","",""
"Nie","2000","Realschule","Ostdeutschland","","","",""
"Nie","2000","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2000","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2000","AkademikerIn","Westdeutschland","","","",""
"Nie","2000","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2001","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2001","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2001","Hauptschule","Westdeutschland","","","",""
"Taeglich","2001","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2001","Realschule","Westdeutschland","","","",""
"Taeglich","2001","Realschule","Ostdeutschland","","","",""
"Taeglich","2001","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2001","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2001","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2001","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Westdeutschland","141","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Ostdeutschland","54","0.279390650488343","0.212720820513368","0.346060480463317"
"Min 1x pro Woche","2001","Hauptschule","Westdeutschland","374","0.0429757640729528","0.0384509877799553","0.0475005403659503"
"Min 1x pro Woche","2001","Hauptschule","Ostdeutschland","41","0.0223759162519488","0.0151014823537443","0.0296503501501533"
"Min 1x pro Woche","2001","Realschule","Westdeutschland","357","0.0948056826507126","0.0853498535043918","0.104261511797033"
"Min 1x pro Woche","2001","Realschule","Ostdeutschland","180","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","Westdeutschland","250","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","Ostdeutschland","69","0.192241285888795","0.150839161447143","0.233643410330448"
"Min 1x pro Woche","2001","AkademikerIn","Westdeutschland","150","","",""
"Min 1x pro Woche","2001","AkademikerIn","Ostdeutschland","44","0.0429506735692635","0.0315410887554942","0.0543602583830328"
"Min 1x pro Monat","2001","(noch) kein Abschluss","Westdeutschland","197","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","Ostdeutschland","75","0.431771294306262","0.358173985431113","0.505368603181411"
"Min 1x pro Monat","2001","Hauptschule","Westdeutschland","779","0.0953091236575426","0.088757617035293","0.101860630279792"
"Min 1x pro Monat","2001","Hauptschule","Ostdeutschland","131","","",""
"Min 1x pro Monat","2001","Realschule","Westdeutschland","867","0.230658368467157","0.217060972423823","0.244255764510491"
"Min 1x pro Monat","2001","Realschule","Ostdeutschland","440","0.223606139189114","0.205622123680436","0.241590154697792"
"Min 1x pro Monat","2001","(Fach-)Abitur","Westdeutschland","504","0.260412354616206","0.240484191026136","0.280340518206277"
"Min 1x pro Monat","2001","(Fach-)Abitur","Ostdeutschland","144","","",""
"Min 1x pro Monat","2001","AkademikerIn","Westdeutschland","548","0.231886240800328","0.214690666853255","0.249081814747401"
"Min 1x pro Monat","2001","AkademikerIn","Ostdeutschland","226","","",""
"Seltener","2001","(noch) kein Abschluss","Westdeutschland","123","","",""
"Seltener","2001","(noch) kein Abschluss","Ostdeutschland","31","0.17827130550365","0.121401935700413","0.235140675306887"
"Seltener","2001","Hauptschule","Westdeutschland","2722","","",""
"Seltener","2001","Hauptschule","Ostdeutschland","425","0.242602669717831","0.221519664568641","0.263685674867021"
"Seltener","2001","Realschule","Westdeutschland","1701","","",""
"Seltener","2001","Realschule","Ostdeutschland","1066","","",""
"Seltener","2001","(Fach-)Abitur","Westdeutschland","736","0.383236811913898","0.361160094672049","0.405313529155747"
"Seltener","2001","(Fach-)Abitur","Ostdeutschland","97","0.271964798472091","0.225213787591811","0.318715809352371"
"Seltener","2001","AkademikerIn","Westdeutschland","1099","","",""
"Seltener","2001","AkademikerIn","Ostdeutschland","679","0.530120583032782","0.502034043472939","0.558207122592625"
"Nie","2001","(noch) kein Abschluss","Westdeutschland","228","","",""
"Nie","2001","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Nie","2001","Hauptschule","Westdeutschland","3842","0.522628258822696","0.511484065470458","0.533772452174934"
"Nie","2001","Hauptschule","Ostdeutschland","991","0.659711227841066","0.63640759712183","0.683014858560302"
"Nie","2001","Realschule","Westdeutschland","762","0.232792272638946","0.219151081743582","0.246433463534311"
"Nie","2001","Realschule","Ostdeutschland","376","0.190369802900092","0.173424624729466","0.207314981070717"
"Nie","2001","(Fach-)Abitur","Westdeutschland","373","0.219783806694632","0.200979947561615","0.238587665827649"
"Nie","2001","(Fach-)Abitur","Ostdeutschland","38","0.125786026686729","0.0909455939568532","0.160626459416605"
"Nie","2001","AkademikerIn","Westdeutschland","517","0.230232442799801","0.213079861910774","0.247385023688828"
"Nie","2001","AkademikerIn","Ostdeutschland","264","","",""
"Taeglich","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2002","Hauptschule","Westdeutschland","","","",""
"Taeglich","2002","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2002","Realschule","Westdeutschland","","","",""
"Taeglich","2002","Realschule","Ostdeutschland","","","",""
"Taeglich","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2002","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2002","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2002","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2002","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2002","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2002","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2002","Hauptschule","Westdeutschland","","","",""
"Seltener","2002","Hauptschule","Ostdeutschland","","","",""
"Seltener","2002","Realschule","Westdeutschland","","","",""
"Seltener","2002","Realschule","Ostdeutschland","","","",""
"Seltener","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2002","AkademikerIn","Westdeutschland","","","",""
"Seltener","2002","AkademikerIn","Ostdeutschland","","","",""
"Nie","2002","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2002","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2002","Hauptschule","Westdeutschland","","","",""
"Nie","2002","Hauptschule","Ostdeutschland","","","",""
"Nie","2002","Realschule","Westdeutschland","","","",""
"Nie","2002","Realschule","Ostdeutschland","","","",""
"Nie","2002","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2002","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2002","AkademikerIn","Westdeutschland","","","",""
"Nie","2002","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2003","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2003","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2003","Hauptschule","Westdeutschland","3","","",""
"Taeglich","2003","Hauptschule","Ostdeutschland","1","","",""
"Taeglich","2003","Realschule","Westdeutschland","2","","",""
"Taeglich","2003","Realschule","Ostdeutschland","","","",""
"Taeglich","2003","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2003","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2003","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2003","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","Westdeutschland","120","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","Ostdeutschland","44","0.226791204644365","0.16628489351772","0.28729751577101"
"Min 1x pro Woche","2003","Hauptschule","Westdeutschland","167","","",""
"Min 1x pro Woche","2003","Hauptschule","Ostdeutschland","15","","",""
"Min 1x pro Woche","2003","Realschule","Westdeutschland","205","","",""
"Min 1x pro Woche","2003","Realschule","Ostdeutschland","106","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","Westdeutschland","197","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","Ostdeutschland","60","0.160377832652202","0.122936695886383","0.197818969418021"
"Min 1x pro Woche","2003","AkademikerIn","Westdeutschland","105","","",""
"Min 1x pro Woche","2003","AkademikerIn","Ostdeutschland","19","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","Westdeutschland","229","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","Ostdeutschland","79","0.42068133612856","0.349350952129319","0.492011720127801"
"Min 1x pro Monat","2003","Hauptschule","Westdeutschland","609","0.0784883290381445","0.0721809499001593","0.0847957081761297"
"Min 1x pro Monat","2003","Hauptschule","Ostdeutschland","97","0.0673660543149378","0.0544153359516847","0.0803167726781908"
"Min 1x pro Monat","2003","Realschule","Westdeutschland","811","0.210317022945599","0.197301202941828","0.223332842949369"
"Min 1x pro Monat","2003","Realschule","Ostdeutschland","355","0.205254885043301","0.187514087262129","0.222995682824473"
"Min 1x pro Monat","2003","(Fach-)Abitur","Westdeutschland","549","0.24920292511489","0.230418823439334","0.267987026790446"
"Min 1x pro Monat","2003","(Fach-)Abitur","Ostdeutschland","143","","",""
"Min 1x pro Monat","2003","AkademikerIn","Westdeutschland","711","0.248094865075511","0.232769268105857","0.263420462045165"
"Min 1x pro Monat","2003","AkademikerIn","Ostdeutschland","221","","",""
"Seltener","2003","(noch) kein Abschluss","Westdeutschland","147","","",""
"Seltener","2003","(noch) kein Abschluss","Ostdeutschland","42","0.223593395099576","0.163391068513751","0.2837957216854"
"Seltener","2003","Hauptschule","Westdeutschland","2312","","",""
"Seltener","2003","Hauptschule","Ostdeutschland","354","0.215726512087391","0.194474344988042","0.23697867918674"
"Seltener","2003","Realschule","Westdeutschland","1804","","",""
"Seltener","2003","Realschule","Ostdeutschland","1045","","",""
"Seltener","2003","(Fach-)Abitur","Westdeutschland","858","0.423669750578022","0.402211119545828","0.445128381610215"
"Seltener","2003","(Fach-)Abitur","Ostdeutschland","128","","",""
"Seltener","2003","AkademikerIn","Westdeutschland","1515","","",""
"Seltener","2003","AkademikerIn","Ostdeutschland","717","0.517321845637279","0.490032106115359","0.544611585159199"
"Nie","2003","(noch) kein Abschluss","Westdeutschland","209","","",""
"Nie","2003","(noch) kein Abschluss","Ostdeutschland","19","","",""
"Nie","2003","Hauptschule","Westdeutschland","3893","0.584323693522103","0.572765223279218","0.595882163764988"
"Nie","2003","Hauptschule","Ostdeutschland","972","0.7095731954491","0.686118238345847","0.733028152552352"
"Nie","2003","Realschule","Westdeutschland","944","0.273251213552822","0.259018715256417","0.287483711849228"
"Nie","2003","Realschule","Ostdeutschland","485","0.249568045355146","0.230558899229401","0.268577191480891"
"Nie","2003","(Fach-)Abitur","Westdeutschland","433","0.247643335247586","0.228898665854824","0.266388004640348"
"Nie","2003","(Fach-)Abitur","Ostdeutschland","38","0.14902791149355","0.112692810356151","0.185363012630948"
"Nie","2003","AkademikerIn","Westdeutschland","720","0.251533992222165","0.236137869303829","0.266930115140502"
"Nie","2003","AkademikerIn","Ostdeutschland","331","0.313349624048386","0.288017443214179","0.338681804882592"
"Taeglich","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2004","Hauptschule","Westdeutschland","","","",""
"Taeglich","2004","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2004","Realschule","Westdeutschland","","","",""
"Taeglich","2004","Realschule","Ostdeutschland","","","",""
"Taeglich","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2004","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2004","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2004","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2004","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2004","Hauptschule","Westdeutschland","","","",""
"Seltener","2004","Hauptschule","Ostdeutschland","","","",""
"Seltener","2004","Realschule","Westdeutschland","","","",""
"Seltener","2004","Realschule","Ostdeutschland","","","",""
"Seltener","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2004","AkademikerIn","Westdeutschland","","","",""
"Seltener","2004","AkademikerIn","Ostdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2004","Hauptschule","Westdeutschland","","","",""
"Nie","2004","Hauptschule","Ostdeutschland","","","",""
"Nie","2004","Realschule","Westdeutschland","","","",""
"Nie","2004","Realschule","Ostdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2004","AkademikerIn","Westdeutschland","","","",""
"Nie","2004","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2005","Hauptschule","Westdeutschland","","","",""
"Taeglich","2005","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2005","Realschule","Westdeutschland","","","",""
"Taeglich","2005","Realschule","Ostdeutschland","","","",""
"Taeglich","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2005","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2005","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","Westdeutschland","176","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","Ostdeutschland","39","0.207205207175933","0.14554928836114","0.268861125990726"
"Min 1x pro Woche","2005","Hauptschule","Westdeutschland","251","","",""
"Min 1x pro Woche","2005","Hauptschule","Ostdeutschland","27","","",""
"Min 1x pro Woche","2005","Realschule","Westdeutschland","245","","",""
"Min 1x pro Woche","2005","Realschule","Ostdeutschland","83","0.0420731220382518","0.0329051806601896","0.051241063416314"
"Min 1x pro Woche","2005","(Fach-)Abitur","Westdeutschland","191","","",""
"Min 1x pro Woche","2005","(Fach-)Abitur","Ostdeutschland","72","0.179261982717339","0.14138753111089","0.217136434323788"
"Min 1x pro Woche","2005","AkademikerIn","Westdeutschland","146","","",""
"Min 1x pro Woche","2005","AkademikerIn","Ostdeutschland","50","0.0410740285914216","0.0300588623634625","0.0520891948193807"
"Min 1x pro Monat","2005","(noch) kein Abschluss","Westdeutschland","244","","",""
"Min 1x pro Monat","2005","(noch) kein Abschluss","Ostdeutschland","65","0.376146173484027","0.30245528501964","0.449837061948413"
"Min 1x pro Monat","2005","Hauptschule","Westdeutschland","587","0.0896421304481559","0.082558763498787","0.0967254973975249"
"Min 1x pro Monat","2005","Hauptschule","Ostdeutschland","86","0.0725366588313638","0.0583218845185069","0.0867514331442207"
"Min 1x pro Monat","2005","Realschule","Westdeutschland","777","0.225470716647506","0.211667539166009","0.239273894129002"
"Min 1x pro Monat","2005","Realschule","Ostdeutschland","319","0.182716565310268","0.165069252346283","0.200363878274253"
"Min 1x pro Monat","2005","(Fach-)Abitur","Westdeutschland","528","0.26363587784058","0.243798144405971","0.283473611275189"
"Min 1x pro Monat","2005","(Fach-)Abitur","Ostdeutschland","141","","",""
"Min 1x pro Monat","2005","AkademikerIn","Westdeutschland","715","0.252587112463997","0.236765172636179","0.268409052291815"
"Min 1x pro Monat","2005","AkademikerIn","Ostdeutschland","219","","",""
"Seltener","2005","(noch) kein Abschluss","Westdeutschland","135","","",""
"Seltener","2005","(noch) kein Abschluss","Ostdeutschland","44","0.285718985433006","0.216996612006996","0.354441358859015"
"Seltener","2005","Hauptschule","Westdeutschland","2380","","",""
"Seltener","2005","Hauptschule","Ostdeutschland","401","0.295830056703192","0.270816657803804","0.32084345560258"
"Seltener","2005","Realschule","Westdeutschland","1775","","",""
"Seltener","2005","Realschule","Ostdeutschland","1035","","",""
"Seltener","2005","(Fach-)Abitur","Westdeutschland","860","0.441990874274393","0.419630926444588","0.464350822104198"
"Seltener","2005","(Fach-)Abitur","Ostdeutschland","151","","",""
"Seltener","2005","AkademikerIn","Westdeutschland","1472","","",""
"Seltener","2005","AkademikerIn","Ostdeutschland","718","0.534055111539262","0.506368157598135","0.56174206548039"
"Nie","2005","(noch) kein Abschluss","Westdeutschland","178","","",""
"Nie","2005","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Nie","2005","Hauptschule","Westdeutschland","3030","0.495555187764344","0.483157793181732","0.507952582346956"
"Nie","2005","Hauptschule","Ostdeutschland","765","0.60334466801844","0.576534335116841","0.630155000920039"
"Nie","2005","Realschule","Westdeutschland","724","0.219498345356939","0.205826799676257","0.23316989103762"
"Nie","2005","Realschule","Ostdeutschland","405","0.228674694089342","0.209495466111299","0.247853922067385"
"Nie","2005","(Fach-)Abitur","Westdeutschland","316","0.191774971492235","0.174049181693895","0.209500761290575"
"Nie","2005","(Fach-)Abitur","Ostdeutschland","30","0.105822436731845","0.075448523841368","0.136196349622322"
"Nie","2005","AkademikerIn","Westdeutschland","564","0.212636845504089","0.197737038342527","0.227536652665652"
"Nie","2005","AkademikerIn","Ostdeutschland","260","","",""
"Taeglich","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2006","Hauptschule","Westdeutschland","","","",""
"Taeglich","2006","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2006","Realschule","Westdeutschland","","","",""
"Taeglich","2006","Realschule","Ostdeutschland","","","",""
"Taeglich","2006","(Fach-)Abitur","Westdeutschland","","","",""
