"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"SPD","2018","Hauptschule","Staedtischer Raum","573","0.141081546224294","0.131000016748474","0.151163075700113"
"SPD","2018","Hauptschule","Laendlicher Raum","277","","",""
"SPD","2018","Realschule","Staedtischer Raum","394","0.115062807770202","0.104679441841621","0.125446173698782"
"SPD","2018","Realschule","Laendlicher Raum","210","","",""
"SPD","2018","(Fach-)Abitur","Staedtischer Raum","298","","",""
"SPD","2018","(Fach-)Abitur","Laendlicher Raum","93","0.0887428520770561","0.073003513135152","0.10448219101896"
"SPD","2018","AkademikerIn","Staedtischer Raum","563","0.125719845526828","0.11647005831531","0.134969632738346"
"SPD","2018","AkademikerIn","Laendlicher Raum","168","","",""
"CDU/CSU","2018","(noch) kein Abschluss","Staedtischer Raum","128","","",""
"CDU/CSU","2018","(noch) kein Abschluss","Laendlicher Raum","30","0.0685159841943916","0.0473837423395877","0.0896482260491955"
"CDU/CSU","2018","Hauptschule","Staedtischer Raum","665","0.16640104042235","0.155614753896349","0.177187326948352"
"CDU/CSU","2018","Hauptschule","Laendlicher Raum","405","0.16381197542884","0.150068950618745","0.177555000238934"
"CDU/CSU","2018","Realschule","Staedtischer Raum","550","0.156924847114411","0.145089160594592","0.168760533634231"
"CDU/CSU","2018","Realschule","Laendlicher Raum","403","0.151879896705111","0.138866615621016","0.164893177789207"
"CDU/CSU","2018","(Fach-)Abitur","Staedtischer Raum","424","0.143469474775812","0.131369018375136","0.155569931176488"
"CDU/CSU","2018","(Fach-)Abitur","Laendlicher Raum","154","","",""
"CDU/CSU","2018","AkademikerIn","Staedtischer Raum","843","0.169486705699619","0.159019141670807","0.17995426972843"
"CDU/CSU","2018","AkademikerIn","Laendlicher Raum","341","0.186805977262627","0.169079003080499","0.204532951444754"
"FDP","2018","(noch) kein Abschluss","Staedtischer Raum","6","0.00854380420032727","0.00384686985125361","0.0132407385494009"
"FDP","2018","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"FDP","2018","Hauptschule","Staedtischer Raum","40","0.00870148250491649","0.00601171832301719","0.0113912466868158"
"FDP","2018","Hauptschule","Laendlicher Raum","22","","",""
"FDP","2018","Realschule","Staedtischer Raum","72","0.0258137238811262","0.0206535921878016","0.0309738555744509"
"FDP","2018","Realschule","Laendlicher Raum","29","","",""
"FDP","2018","(Fach-)Abitur","Staedtischer Raum","81","0.0232591449170979","0.0180563450123158","0.02846194482188"
"FDP","2018","(Fach-)Abitur","Laendlicher Raum","22","","",""
"FDP","2018","AkademikerIn","Staedtischer Raum","201","","",""
"FDP","2018","AkademikerIn","Laendlicher Raum","57","0.0399652243642859","0.0310562696915763","0.0488741790369955"
"Grüne","2018","(noch) kein Abschluss","Staedtischer Raum","39","0.0201946849583959","0.0130160723467512","0.0273732975700407"
"Grüne","2018","(noch) kein Abschluss","Laendlicher Raum","7","0.00992614351681466","0.00163363377693243","0.0182186532566969"
"Grüne","2018","Hauptschule","Staedtischer Raum","77","0.0143098719324562","0.0108703076612068","0.0177494362037056"
"Grüne","2018","Hauptschule","Laendlicher Raum","50","0.0181090109863839","0.0131575137806112","0.0230605081921566"
"Grüne","2018","Realschule","Staedtischer Raum","193","","",""
"Grüne","2018","Realschule","Laendlicher Raum","78","0.0252596738577195","0.0195702757826993","0.0309490719327398"
"Grüne","2018","(Fach-)Abitur","Staedtischer Raum","259","","",""
"Grüne","2018","(Fach-)Abitur","Laendlicher Raum","92","0.0889938462057762","0.0732344357650241","0.104753256646528"
"Grüne","2018","AkademikerIn","Staedtischer Raum","740","0.149000696971663","0.139065802356769","0.158935591586557"
"Grüne","2018","AkademikerIn","Laendlicher Raum","165","","",""
"Linke","2018","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Linke","2018","(noch) kein Abschluss","Laendlicher Raum","4","0.00493841504781092","-0.000925405791731043","0.0108022358873529"
"Linke","2018","Hauptschule","Staedtischer Raum","71","0.0146019655278377","0.0111279891800737","0.0180759418756016"
"Linke","2018","Hauptschule","Laendlicher Raum","53","0.0184618593547662","0.0134632540691468","0.0234604646403856"
"Linke","2018","Realschule","Staedtischer Raum","131","","",""
"Linke","2018","Realschule","Laendlicher Raum","114","","",""
"Linke","2018","(Fach-)Abitur","Staedtischer Raum","141","","",""
"Linke","2018","(Fach-)Abitur","Laendlicher Raum","41","0.0242171465125289","0.0157089522253052","0.0327253407997526"
"Linke","2018","AkademikerIn","Staedtischer Raum","236","","",""
"Linke","2018","AkademikerIn","Laendlicher Raum","123","","",""
"Rechte","2018","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","2018","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","2018","Hauptschule","Staedtischer Raum","6","0.0015475838737019","0.000409154387087522","0.00268601336031628"
"Rechte","2018","Hauptschule","Laendlicher Raum","7","0.00252699655334431","0.000662719582008126","0.00439127352468049"
"Rechte","2018","Realschule","Staedtischer Raum","6","0.000802509183047852","-0.000118926708036184","0.00172394507413189"
"Rechte","2018","Realschule","Laendlicher Raum","5","0.00107983833673695","-0.000110999830189642","0.00227067650366354"
"Rechte","2018","(Fach-)Abitur","Staedtischer Raum","2","","",""
"Rechte","2018","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","2018","AkademikerIn","Staedtischer Raum","1","","",""
"Rechte","2018","AkademikerIn","Laendlicher Raum","","","",""
"AfD","2018","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"AfD","2018","(noch) kein Abschluss","Laendlicher Raum","6","0.0241938607812485","0.011341104259747","0.03704661730275"
"AfD","2018","Hauptschule","Staedtischer Raum","146","","",""
"AfD","2018","Hauptschule","Laendlicher Raum","86","0.028347011200026","0.022184371631735","0.0345096507683171"
"AfD","2018","Realschule","Staedtischer Raum","124","","",""
"AfD","2018","Realschule","Laendlicher Raum","138","","",""
"AfD","2018","(Fach-)Abitur","Staedtischer Raum","48","0.0245027756279574","0.0191660947332876","0.0298394565226272"
"AfD","2018","(Fach-)Abitur","Laendlicher Raum","30","0.0206062260503189","0.0127434261756938","0.0284690259249441"
"AfD","2018","AkademikerIn","Staedtischer Raum","69","0.0166882354560969","0.0131142289445066","0.0202622419676872"
"AfD","2018","AkademikerIn","Laendlicher Raum","40","0.0271057975511147","0.0197198530154534","0.0344917420867759"
"Andere","2018","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Andere","2018","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Andere","2018","Hauptschule","Staedtischer Raum","11","","",""
"Andere","2018","Hauptschule","Laendlicher Raum","15","","",""
"Andere","2018","Realschule","Staedtischer Raum","30","0.00803885046447394","0.00513309703856948","0.0109446038903784"
"Andere","2018","Realschule","Laendlicher Raum","18","","",""
"Andere","2018","(Fach-)Abitur","Staedtischer Raum","25","","",""
"Andere","2018","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Andere","2018","AkademikerIn","Staedtischer Raum","28","","",""
"Andere","2018","AkademikerIn","Laendlicher Raum","16","","",""
"keine Parteineigung","2019","(noch) kein Abschluss","Staedtischer Raum","392","0.678786424195238","0.639938741357227","0.71763410703325"
"keine Parteineigung","2019","(noch) kein Abschluss","Laendlicher Raum","149","","",""
"keine Parteineigung","2019","Hauptschule","Staedtischer Raum","2262","","",""
"keine Parteineigung","2019","Hauptschule","Laendlicher Raum","1560","","",""
"keine Parteineigung","2019","Realschule","Staedtischer Raum","2092","","",""
"keine Parteineigung","2019","Realschule","Laendlicher Raum","1802","","",""
"keine Parteineigung","2019","(Fach-)Abitur","Staedtischer Raum","1578","","",""
"keine Parteineigung","2019","(Fach-)Abitur","Laendlicher Raum","641","0.602546506590157","0.573360501156392","0.631732512023921"
"keine Parteineigung","2019","AkademikerIn","Staedtischer Raum","1960","","",""
"keine Parteineigung","2019","AkademikerIn","Laendlicher Raum","847","0.478140728976705","0.455464036616285","0.500817421337125"
"SPD","2019","(noch) kein Abschluss","Staedtischer Raum","30","0.0713788461954419","0.0499595277559986","0.0927981646348852"
"SPD","2019","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"SPD","2019","Hauptschule","Staedtischer Raum","449","0.120295680712359","0.109781034723831","0.130810326700888"
"SPD","2019","Hauptschule","Laendlicher Raum","206","","",""
"SPD","2019","Realschule","Staedtischer Raum","312","0.101951221470835","0.0920587402482296","0.111843702693439"
"SPD","2019","Realschule","Laendlicher Raum","172","","",""
"SPD","2019","(Fach-)Abitur","Staedtischer Raum","224","","",""
"SPD","2019","(Fach-)Abitur","Laendlicher Raum","62","0.0680419774105901","0.0530236055955049","0.0830603492256753"
"SPD","2019","AkademikerIn","Staedtischer Raum","421","0.0880310924222226","0.0800462176599767","0.0960159671844685"
"SPD","2019","AkademikerIn","Laendlicher Raum","131","","",""
"CDU/CSU","2019","(noch) kein Abschluss","Staedtischer Raum","37","0.0932555598580991","0.0690630226888763","0.117448097027322"
"CDU/CSU","2019","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"CDU/CSU","2019","Hauptschule","Staedtischer Raum","568","0.149144586867821","0.137630409719031","0.160658764016611"
"CDU/CSU","2019","Hauptschule","Laendlicher Raum","357","0.15467997537554","0.140112758443636","0.169247192307444"
"CDU/CSU","2019","Realschule","Staedtischer Raum","526","0.139291488681569","0.12797141135717","0.150611566005968"
"CDU/CSU","2019","Realschule","Laendlicher Raum","431","0.147570966805398","0.13466015468812","0.160481778922676"
"CDU/CSU","2019","(Fach-)Abitur","Staedtischer Raum","365","0.118154622234671","0.106334897642353","0.129974346826988"
"CDU/CSU","2019","(Fach-)Abitur","Laendlicher Raum","151","","",""
"CDU/CSU","2019","AkademikerIn","Staedtischer Raum","841","0.161023972873107","0.150665873055206","0.171382072691009"
"CDU/CSU","2019","AkademikerIn","Laendlicher Raum","387","0.182528698261538","0.164992842165245","0.200064554357831"
"FDP","2019","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"FDP","2019","(noch) kein Abschluss","Laendlicher Raum","7","0.0262551005649875","0.00457784045032397","0.047932360679651"
"FDP","2019","Hauptschule","Staedtischer Raum","51","0.00913637033338762","0.00606101666404097","0.0122117240027343"
"FDP","2019","Hauptschule","Laendlicher Raum","22","","",""
"FDP","2019","Realschule","Staedtischer Raum","91","0.0172572696368141","0.012999668070422","0.0215148712032061"
"FDP","2019","Realschule","Laendlicher Raum","39","0.0152575910811733","0.01079560419288","0.0197195779694666"
"FDP","2019","(Fach-)Abitur","Staedtischer Raum","88","0.0239472169548695","0.0183489970468769","0.0295454368628621"
"FDP","2019","(Fach-)Abitur","Laendlicher Raum","13","","",""
"FDP","2019","AkademikerIn","Staedtischer Raum","239","","",""
"FDP","2019","AkademikerIn","Laendlicher Raum","69","0.0359463627656284","0.0274954579111208","0.0443972676201361"
"Grüne","2019","(noch) kein Abschluss","Staedtischer Raum","51","0.0715310947168763","0.0500907029308365","0.0929714865029161"
"Grüne","2019","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"Grüne","2019","Hauptschule","Staedtischer Raum","107","","",""
"Grüne","2019","Hauptschule","Laendlicher Raum","67","0.0303747239605786","0.0234610786377291","0.037288369283428"
"Grüne","2019","Realschule","Staedtischer Raum","309","0.0792580550997558","0.0704262449620013","0.0880898652375103"
"Grüne","2019","Realschule","Laendlicher Raum","145","","",""
"Grüne","2019","(Fach-)Abitur","Staedtischer Raum","404","0.128411677390815","0.116161461602646","0.140661893178985"
"Grüne","2019","(Fach-)Abitur","Laendlicher Raum","131","","",""
"Grüne","2019","AkademikerIn","Staedtischer Raum","1057","","",""
"Grüne","2019","AkademikerIn","Laendlicher Raum","243","","",""
"Linke","2019","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Linke","2019","(noch) kein Abschluss","Laendlicher Raum","5","0.0258553009205102","0.00433930356980269","0.0473712982712178"
"Linke","2019","Hauptschule","Staedtischer Raum","66","0.016043245964555","0.0119822234000814","0.0201042685290286"
"Linke","2019","Hauptschule","Laendlicher Raum","44","0.0186585075327901","0.01320724003057","0.0241097750350101"
"Linke","2019","Realschule","Staedtischer Raum","107","","",""
"Linke","2019","Realschule","Laendlicher Raum","119","","",""
"Linke","2019","(Fach-)Abitur","Staedtischer Raum","113","","",""
"Linke","2019","(Fach-)Abitur","Laendlicher Raum","31","0.0167333794019216","0.00908333967568947","0.0243834191281538"
"Linke","2019","AkademikerIn","Staedtischer Raum","209","","",""
"Linke","2019","AkademikerIn","Laendlicher Raum","120","","",""
"Rechte","2019","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","2019","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Rechte","2019","Hauptschule","Staedtischer Raum","4","0.00131408639370609","0.000143165117330611","0.00248500767008157"
"Rechte","2019","Hauptschule","Laendlicher Raum","8","0.00122517913165209","-0.000184053042953187","0.00263441130625736"
"Rechte","2019","Realschule","Staedtischer Raum","6","0.000691120342990519","-0.000168062836549287","0.00155030352253032"
"Rechte","2019","Realschule","Laendlicher Raum","5","0.00199670907536791","0.000371731522960912","0.0036216866277749"
"Rechte","2019","(Fach-)Abitur","Staedtischer Raum","","","",""
"Rechte","2019","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Rechte","2019","AkademikerIn","Staedtischer Raum","","","",""
"Rechte","2019","AkademikerIn","Laendlicher Raum","","","",""
"AfD","2019","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"AfD","2019","(noch) kein Abschluss","Laendlicher Raum","5","0.0332936452398838","0.00897144226166219","0.0576158482181055"
"AfD","2019","Hauptschule","Staedtischer Raum","154","","",""
"AfD","2019","Hauptschule","Laendlicher Raum","86","0.0327711450681764","0.0255988294513534","0.0399434606849994"
"AfD","2019","Realschule","Staedtischer Raum","112","","",""
"AfD","2019","Realschule","Laendlicher Raum","153","","",""
"AfD","2019","(Fach-)Abitur","Staedtischer Raum","52","0.0216756787897873","0.01634339130025","0.0270079662793246"
"AfD","2019","(Fach-)Abitur","Laendlicher Raum","33","0.032755579946173","0.0221399205349472","0.0433712393573989"
"AfD","2019","AkademikerIn","Staedtischer Raum","64","0.0134702796545981","0.0102216257959102","0.0167189335132859"
"AfD","2019","AkademikerIn","Laendlicher Raum","50","0.0317536731928136","0.0237936368345321","0.0397137095510951"
"Andere","2019","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Andere","2019","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","2019","Hauptschule","Staedtischer Raum","16","","",""
"Andere","2019","Hauptschule","Laendlicher Raum","17","","",""
"Andere","2019","Realschule","Staedtischer Raum","39","0.00939482290394168","0.00624088128351457","0.0125487645243688"
"Andere","2019","Realschule","Laendlicher Raum","33","0.00840571382921479","0.00508234691936549","0.0117290807390641"
"Andere","2019","(Fach-)Abitur","Staedtischer Raum","41","0.0142189935069397","0.0098837806210961","0.0185542063927833"
"Andere","2019","(Fach-)Abitur","Laendlicher Raum","16","","",""
"Andere","2019","AkademikerIn","Staedtischer Raum","46","0.0126974421088912","0.00954212291605537","0.0158527613017271"
"Andere","2019","AkademikerIn","Laendlicher Raum","17","","",""
"keine Parteineigung","2020","(noch) kein Abschluss","Staedtischer Raum","1158","","",""
"keine Parteineigung","2020","(noch) kein Abschluss","Laendlicher Raum","490","0.795325736950612","0.761789461259291","0.828862012641934"
"keine Parteineigung","2020","Hauptschule","Staedtischer Raum","2654","","",""
"keine Parteineigung","2020","Hauptschule","Laendlicher Raum","1672","","",""
"keine Parteineigung","2020","Realschule","Staedtischer Raum","1933","","",""
"keine Parteineigung","2020","Realschule","Laendlicher Raum","1688","","",""
"keine Parteineigung","2020","(Fach-)Abitur","Staedtischer Raum","2176","","",""
"keine Parteineigung","2020","(Fach-)Abitur","Laendlicher Raum","814","0.567650158403123","0.540489474708741","0.594810842097506"
"keine Parteineigung","2020","AkademikerIn","Staedtischer Raum","2559","","",""
"keine Parteineigung","2020","AkademikerIn","Laendlicher Raum","973","0.465424513109461","0.443563904948689","0.487285121270233"
