"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Linke","2002","(Fach-)Abitur","Staedtischer Raum","30","0.0163953764779101","0.0105897871057892","0.0222009658500311"
"Linke","2002","(Fach-)Abitur","Laendlicher Raum","20","","",""
"Linke","2002","AkademikerIn","Staedtischer Raum","102","","",""
"Linke","2002","AkademikerIn","Laendlicher Raum","130","","",""
"Rechte","2002","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","2002","Hauptschule","Staedtischer Raum","12","","",""
"Rechte","2002","Hauptschule","Laendlicher Raum","8","0.00272662564256878","0.000893940892890546","0.00455931039224701"
"Rechte","2002","Realschule","Staedtischer Raum","20","","",""
"Rechte","2002","Realschule","Laendlicher Raum","19","","",""
"Rechte","2002","(Fach-)Abitur","Staedtischer Raum","9","0.00685049384866311","0.00307960619759061","0.0106213814997356"
"Rechte","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","2002","AkademikerIn","Staedtischer Raum","3","","",""
"Rechte","2002","AkademikerIn","Laendlicher Raum","2","","",""
"AfD","2002","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","2002","Hauptschule","Staedtischer Raum","","","",""
"AfD","2002","Hauptschule","Laendlicher Raum","","","",""
"AfD","2002","Realschule","Staedtischer Raum","","","",""
"AfD","2002","Realschule","Laendlicher Raum","","","",""
"AfD","2002","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","2002","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","2002","AkademikerIn","Staedtischer Raum","","","",""
"AfD","2002","AkademikerIn","Laendlicher Raum","","","",""
"Andere","2002","(noch) kein Abschluss","Staedtischer Raum","6","0.00636335077283811","0.000250438749960282","0.0124762627957159"
"Andere","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","2002","Hauptschule","Staedtischer Raum","29","","",""
"Andere","2002","Hauptschule","Laendlicher Raum","11","","",""
"Andere","2002","Realschule","Staedtischer Raum","18","","",""
"Andere","2002","Realschule","Laendlicher Raum","17","","",""
"Andere","2002","(Fach-)Abitur","Staedtischer Raum","4","0.00353210310609865","0.000819890815744769","0.00624431539645254"
"Andere","2002","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Andere","2002","AkademikerIn","Staedtischer Raum","6","0.0017948014487706","0.000324359475288506","0.00326524342225269"
"Andere","2002","AkademikerIn","Laendlicher Raum","8","0.00329719020982825","0.00020230013667506","0.00639208028298144"
"keine Parteineigung","2003","(noch) kein Abschluss","Staedtischer Raum","441","0.692637889968754","0.65652247512456","0.728753304812949"
"keine Parteineigung","2003","(noch) kein Abschluss","Laendlicher Raum","191","","",""
"keine Parteineigung","2003","Hauptschule","Staedtischer Raum","3055","0.541943677409493","0.528748560617084","0.555138794201902"
"keine Parteineigung","2003","Hauptschule","Laendlicher Raum","1729","","",""
"keine Parteineigung","2003","Realschule","Staedtischer Raum","1691","","",""
"keine Parteineigung","2003","Realschule","Laendlicher Raum","1452","","",""
"keine Parteineigung","2003","(Fach-)Abitur","Staedtischer Raum","841","0.459926492205318","0.43691518195083","0.482937802459806"
"keine Parteineigung","2003","(Fach-)Abitur","Laendlicher Raum","286","","",""
"keine Parteineigung","2003","AkademikerIn","Staedtischer Raum","1024","","",""
"keine Parteineigung","2003","AkademikerIn","Laendlicher Raum","517","0.416661651966422","0.389461555581834","0.44386174835101"
"SPD","2003","(noch) kein Abschluss","Staedtischer Raum","66","0.11928162947645","0.0939116783933378","0.144651580559563"
"SPD","2003","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"SPD","2003","Hauptschule","Staedtischer Raum","1183","","",""
"SPD","2003","Hauptschule","Laendlicher Raum","446","0.162859084581652","0.1494688683109","0.176249300852404"
"SPD","2003","Realschule","Staedtischer Raum","632","0.195625279762564","0.182264053801359","0.208986505723769"
"SPD","2003","Realschule","Laendlicher Raum","259","","",""
"SPD","2003","(Fach-)Abitur","Staedtischer Raum","342","0.187916713841919","0.169880154774553","0.205953272909284"
"SPD","2003","(Fach-)Abitur","Laendlicher Raum","90","0.155664672103202","0.125611196919337","0.185718147287067"
"SPD","2003","AkademikerIn","Staedtischer Raum","612","0.203514278260568","0.189143149775115","0.217885406746021"
"SPD","2003","AkademikerIn","Laendlicher Raum","218","","",""
"CDU/CSU","2003","(noch) kein Abschluss","Staedtischer Raum","61","0.113812195454908","0.0889538851109247","0.138670505798891"
"CDU/CSU","2003","(noch) kein Abschluss","Laendlicher Raum","38","0.137163795061975","0.0954277047290208","0.17889988539493"
"CDU/CSU","2003","Hauptschule","Staedtischer Raum","1057","","",""
"CDU/CSU","2003","Hauptschule","Laendlicher Raum","629","0.20725046592074","0.192551118045796","0.221949813795683"
"CDU/CSU","2003","Realschule","Staedtischer Raum","798","0.240946728196632","0.226542126331624","0.255351330061641"
"CDU/CSU","2003","Realschule","Laendlicher Raum","454","0.204054246575946","0.187641042584674","0.220467450567217"
"CDU/CSU","2003","(Fach-)Abitur","Staedtischer Raum","360","0.194223968792948","0.17595856480803","0.212489372777867"
"CDU/CSU","2003","(Fach-)Abitur","Laendlicher Raum","117","","",""
"CDU/CSU","2003","AkademikerIn","Staedtischer Raum","780","0.235205691710021","0.220066570370024","0.250344813050017"
"CDU/CSU","2003","AkademikerIn","Laendlicher Raum","302","0.235753885939964","0.212335095352236","0.259172676527692"
"FDP","2003","(noch) kein Abschluss","Staedtischer Raum","7","0.0152955477292781","0.0056893883441667","0.0249017071143895"
"FDP","2003","(noch) kein Abschluss","Laendlicher Raum","4","0.0136371459769272","-0.000433302373648315","0.0277075943275027"
"FDP","2003","Hauptschule","Staedtischer Raum","55","0.0114787108532041","0.0086576250714648","0.0142997966349435"
"FDP","2003","Hauptschule","Laendlicher Raum","13","","",""
"FDP","2003","Realschule","Staedtischer Raum","63","0.0183245398251559","0.0138069674390383","0.0228421122112735"
"FDP","2003","Realschule","Laendlicher Raum","32","0.0137859098228871","0.00903712893167246","0.0185346907141017"
"FDP","2003","(Fach-)Abitur","Staedtischer Raum","54","0.0259525868863736","0.0186116570496606","0.0332935167230866"
"FDP","2003","(Fach-)Abitur","Laendlicher Raum","18","","",""
"FDP","2003","AkademikerIn","Staedtischer Raum","140","","",""
"FDP","2003","AkademikerIn","Laendlicher Raum","35","0.0273844078805948","0.0183802996893399","0.0363885160718496"
"Grüne","2003","(noch) kein Abschluss","Staedtischer Raum","43","0.0410536963483495","0.0255231190961424","0.0565842736005565"
"Grüne","2003","(noch) kein Abschluss","Laendlicher Raum","5","0.00808684463606015","-0.00277876785079992","0.0189524571229202"
"Grüne","2003","Hauptschule","Staedtischer Raum","65","0.0135673896510388","0.0105036025732601","0.0166311767288174"
"Grüne","2003","Hauptschule","Laendlicher Raum","26","","",""
"Grüne","2003","Realschule","Staedtischer Raum","141","","",""
"Grüne","2003","Realschule","Laendlicher Raum","40","0.017362139515698","0.0120425615190716","0.0226817175123245"
"Grüne","2003","(Fach-)Abitur","Staedtischer Raum","174","","",""
"Grüne","2003","(Fach-)Abitur","Laendlicher Raum","30","0.0614297386443493","0.0415246133512285","0.0813348639374701"
"Grüne","2003","AkademikerIn","Staedtischer Raum","378","0.126288216345897","0.11443134946411","0.138145083227683"
"Grüne","2003","AkademikerIn","Laendlicher Raum","80","0.0590297083420817","0.0460267644571194","0.0720326522270441"
"Linke","2003","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Linke","2003","(noch) kein Abschluss","Laendlicher Raum","6","0.0173771597620018","0.00152418888894552","0.0332301306350581"
"Linke","2003","Hauptschule","Staedtischer Raum","25","","",""
"Linke","2003","Hauptschule","Laendlicher Raum","54","0.0166558020965","0.0120147347734804","0.0212968694195195"
"Linke","2003","Realschule","Staedtischer Raum","30","0.0102308724786472","0.00684143285998002","0.0136203120973144"
"Linke","2003","Realschule","Laendlicher Raum","55","0.0226871337952441","0.0166227673267888","0.0287515002636994"
"Linke","2003","(Fach-)Abitur","Staedtischer Raum","19","","",""
"Linke","2003","(Fach-)Abitur","Laendlicher Raum","17","","",""
"Linke","2003","AkademikerIn","Staedtischer Raum","74","0.0256892514115384","0.020042106866189","0.0313363959568879"
"Linke","2003","AkademikerIn","Laendlicher Raum","101","","",""
"Rechte","2003","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Rechte","2003","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Rechte","2003","Hauptschule","Staedtischer Raum","13","","",""
"Rechte","2003","Hauptschule","Laendlicher Raum","7","0.00290624853616305","0.000954082801320147","0.00485841427100595"
"Rechte","2003","Realschule","Staedtischer Raum","18","","",""
"Rechte","2003","Realschule","Laendlicher Raum","14","","",""
"Rechte","2003","(Fach-)Abitur","Staedtischer Raum","4","0.00328030719202361","0.00064024306947802","0.0059203713145692"
"Rechte","2003","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","2003","AkademikerIn","Staedtischer Raum","2","","",""
"Rechte","2003","AkademikerIn","Laendlicher Raum","3","","",""
"AfD","2003","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","2003","Hauptschule","Staedtischer Raum","","","",""
"AfD","2003","Hauptschule","Laendlicher Raum","","","",""
"AfD","2003","Realschule","Staedtischer Raum","","","",""
"AfD","2003","Realschule","Laendlicher Raum","","","",""
"AfD","2003","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","2003","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","2003","AkademikerIn","Staedtischer Raum","","","",""
"AfD","2003","AkademikerIn","Laendlicher Raum","","","",""
"Andere","2003","(noch) kein Abschluss","Staedtischer Raum","4","0.0112855669157617","0.00301735788371808","0.0195537759478052"
"Andere","2003","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Andere","2003","Hauptschule","Staedtischer Raum","24","","",""
"Andere","2003","Hauptschule","Laendlicher Raum","17","","",""
"Andere","2003","Realschule","Staedtischer Raum","13","","",""
"Andere","2003","Realschule","Laendlicher Raum","10","","",""
"Andere","2003","(Fach-)Abitur","Staedtischer Raum","8","0.0067888872479385","0.00299756429030587","0.0105802102055711"
"Andere","2003","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Andere","2003","AkademikerIn","Staedtischer Raum","5","0.00102887855316738","-0.000115482205258559","0.00217323931159332"
"Andere","2003","AkademikerIn","Laendlicher Raum","6","0.00328546497847289","0.000128263987485078","0.0064426659694607"
"keine Parteineigung","2004","(noch) kein Abschluss","Staedtischer Raum","497","0.785172884844965","0.753452945205831","0.816892824484099"
"keine Parteineigung","2004","(noch) kein Abschluss","Laendlicher Raum","198","","",""
"keine Parteineigung","2004","Hauptschule","Staedtischer Raum","3280","0.621763752040568","0.6086233547326","0.634904149348536"
"keine Parteineigung","2004","Hauptschule","Laendlicher Raum","1812","","",""
"keine Parteineigung","2004","Realschule","Staedtischer Raum","1869","","",""
"keine Parteineigung","2004","Realschule","Laendlicher Raum","1585","","",""
"keine Parteineigung","2004","(Fach-)Abitur","Staedtischer Raum","942","0.524394419389223","0.501400050413867","0.547388788364578"
"keine Parteineigung","2004","(Fach-)Abitur","Laendlicher Raum","337","0.602545889753736","0.562194134800484","0.642897644706989"
"keine Parteineigung","2004","AkademikerIn","Staedtischer Raum","1196","","",""
"keine Parteineigung","2004","AkademikerIn","Laendlicher Raum","582","0.457974908500863","0.430409986615049","0.485539830386676"
"SPD","2004","(noch) kein Abschluss","Staedtischer Raum","55","0.0904087876280152","0.0682608338728881","0.112556741383142"
"SPD","2004","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"SPD","2004","Hauptschule","Staedtischer Raum","925","0.184065341125998","0.173564407243616","0.194566275008379"
"SPD","2004","Hauptschule","Laendlicher Raum","326","0.126836046058817","0.114511787998496","0.139160304119138"
"SPD","2004","Realschule","Staedtischer Raum","497","0.152910765215537","0.140620255181113","0.16520127524996"
"SPD","2004","Realschule","Laendlicher Raum","194","","",""
"SPD","2004","(Fach-)Abitur","Staedtischer Raum","306","0.164294753778969","0.147233638928157","0.181355868629781"
"SPD","2004","(Fach-)Abitur","Laendlicher Raum","63","0.107949857786077","0.0823622586809495","0.133537456891204"
"SPD","2004","AkademikerIn","Staedtischer Raum","514","0.165096543792001","0.151791172299732","0.17840191528427"
"SPD","2004","AkademikerIn","Laendlicher Raum","158","","",""
"CDU/CSU","2004","(noch) kein Abschluss","Staedtischer Raum","51","0.0767164050675606","0.0561614354757533","0.0972713746593679"
"CDU/CSU","2004","(noch) kein Abschluss","Laendlicher Raum","28","","",""
"CDU/CSU","2004","Hauptschule","Staedtischer Raum","871","0.163335874379994","0.153319037809165","0.173352710950823"
"CDU/CSU","2004","Hauptschule","Laendlicher Raum","545","0.192663458502869","0.178057888265434","0.207269028740304"
"CDU/CSU","2004","Realschule","Staedtischer Raum","692","0.225066104619747","0.210804326702145","0.239327882537349"
"CDU/CSU","2004","Realschule","Laendlicher Raum","357","0.160937197705165","0.145870071001372","0.176004324408959"
"CDU/CSU","2004","(Fach-)Abitur","Staedtischer Raum","327","0.173631606368594","0.156190652432674","0.191072560304514"
"CDU/CSU","2004","(Fach-)Abitur","Laendlicher Raum","100","","",""
"CDU/CSU","2004","AkademikerIn","Staedtischer Raum","723","0.223198772129774","0.208276301363958","0.238121242895589"
"CDU/CSU","2004","AkademikerIn","Laendlicher Raum","281","","",""
"FDP","2004","(noch) kein Abschluss","Staedtischer Raum","5","0.00723644653936194","0.000690224245847465","0.0137826688328764"
"FDP","2004","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"FDP","2004","Hauptschule","Staedtischer Raum","45","0.00847975698458763","0.00599515562157442","0.0109643583476008"
"FDP","2004","Hauptschule","Laendlicher Raum","19","","",""
"FDP","2004","Realschule","Staedtischer Raum","52","0.0123965051421608","0.00861793720469156","0.0161750730796301"
"FDP","2004","Realschule","Laendlicher Raum","23","","",""
"FDP","2004","(Fach-)Abitur","Staedtischer Raum","54","0.029638746613323","0.0218302822119859","0.0374472110146601"
"FDP","2004","(Fach-)Abitur","Laendlicher Raum","15","","",""
"FDP","2004","AkademikerIn","Staedtischer Raum","132","","",""
"FDP","2004","AkademikerIn","Laendlicher Raum","33","0.0259151043872537","0.0171248566724276","0.0347053521020797"
"Grüne","2004","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"Grüne","2004","(noch) kein Abschluss","Laendlicher Raum","6","0.0104820160087372","-0.00194516125406074","0.0229091932715351"
"Grüne","2004","Hauptschule","Staedtischer Raum","41","0.00811770039520042","0.00568627581554556","0.0105491249748553"
"Grüne","2004","Hauptschule","Laendlicher Raum","23","","",""
"Grüne","2004","Realschule","Staedtischer Raum","116","","",""
"Grüne","2004","Realschule","Laendlicher Raum","33","0.0130787324468383","0.00842041511018337","0.0177370497834931"
"Grüne","2004","(Fach-)Abitur","Staedtischer Raum","155","","",""
"Grüne","2004","(Fach-)Abitur","Laendlicher Raum","27","","",""
"Grüne","2004","AkademikerIn","Staedtischer Raum","342","0.114420302828376","0.103012414621638","0.125828191035114"
"Grüne","2004","AkademikerIn","Laendlicher Raum","82","0.0612850153747668","0.0480150358405876","0.0745549949089461"
"Linke","2004","(noch) kein Abschluss","Staedtischer Raum","4","0.00566944134434722","-0.000129392753532605","0.011468275442227"
"Linke","2004","(noch) kein Abschluss","Laendlicher Raum","4","0.0108855935384385","-0.00177597641467657","0.0235471634915536"
"Linke","2004","Hauptschule","Staedtischer Raum","33","0.00653961063803876","0.00435554620208895","0.00872367507398858"
"Linke","2004","Hauptschule","Laendlicher Raum","55","0.0160702409174464","0.0114134710251591","0.0207270108097337"
"Linke","2004","Realschule","Staedtischer Raum","33","0.0101448593095466","0.00672274013784513","0.013566978481248"
"Linke","2004","Realschule","Laendlicher Raum","66","0.0266024588055508","0.0200044787118502","0.0332004388992514"
"Linke","2004","(Fach-)Abitur","Staedtischer Raum","18","","",""
"Linke","2004","(Fach-)Abitur","Laendlicher Raum","16","","",""
"Linke","2004","AkademikerIn","Staedtischer Raum","82","0.0279389047073571","0.022032933116355","0.0338448762983592"
"Linke","2004","AkademikerIn","Laendlicher Raum","107","","",""
"Rechte","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Rechte","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","2004","Hauptschule","Staedtischer Raum","17","","",""
"Rechte","2004","Hauptschule","Laendlicher Raum","10","","",""
"Rechte","2004","Realschule","Staedtischer Raum","19","","",""
"Rechte","2004","Realschule","Laendlicher Raum","15","","",""
"Rechte","2004","(Fach-)Abitur","Staedtischer Raum","4","0.00176681282865856","-0.000166847861646187","0.00370047351896331"
"Rechte","2004","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Rechte","2004","AkademikerIn","Staedtischer Raum","","","",""
"Rechte","2004","AkademikerIn","Laendlicher Raum","1","","",""
"AfD","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","2004","Hauptschule","Staedtischer Raum","","","",""
"AfD","2004","Hauptschule","Laendlicher Raum","","","",""
"AfD","2004","Realschule","Staedtischer Raum","","","",""
"AfD","2004","Realschule","Laendlicher Raum","","","",""
"AfD","2004","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","2004","AkademikerIn","Staedtischer Raum","","","",""
"AfD","2004","AkademikerIn","Laendlicher Raum","","","",""
"Andere","2004","(noch) kein Abschluss","Staedtischer Raum","4","0.00473206038602709","-0.00056823780738357","0.0100323585794377"
"Andere","2004","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Andere","2004","Hauptschule","Staedtischer Raum","20","","",""
"Andere","2004","Hauptschule","Laendlicher Raum","11","","",""
"Andere","2004","Realschule","Staedtischer Raum","16","","",""
"Andere","2004","Realschule","Laendlicher Raum","12","","",""
"Andere","2004","(Fach-)Abitur","Staedtischer Raum","6","0.00399574558818886","0.00109106417705688","0.00690042699932085"
"Andere","2004","(Fach-)Abitur","Laendlicher Raum","6","0.0193378390361777","0.00798282836423496","0.0306928497081204"
"Andere","2004","AkademikerIn","Staedtischer Raum","2","","",""
"Andere","2004","AkademikerIn","Laendlicher Raum","11","","",""
"keine Parteineigung","2005","(noch) kein Abschluss","Staedtischer Raum","484","0.776262099521422","0.743949519763511","0.808574679279334"
"keine Parteineigung","2005","(noch) kein Abschluss","Laendlicher Raum","197","","",""
"keine Parteineigung","2005","Hauptschule","Staedtischer Raum","2892","","",""
"keine Parteineigung","2005","Hauptschule","Laendlicher Raum","1650","","",""
"keine Parteineigung","2005","Realschule","Staedtischer Raum","1776","","",""
"keine Parteineigung","2005","Realschule","Laendlicher Raum","1474","","",""
"keine Parteineigung","2005","(Fach-)Abitur","Staedtischer Raum","849","0.496558098520502","0.472970299999653","0.520145897041352"
"keine Parteineigung","2005","(Fach-)Abitur","Laendlicher Raum","317","0.5852174312409","0.543777688425374","0.626657174056425"
"keine Parteineigung","2005","AkademikerIn","Staedtischer Raum","1080","","",""
"keine Parteineigung","2005","AkademikerIn","Laendlicher Raum","537","0.452952604745565","0.424858623052047","0.481046586439082"
"SPD","2005","(noch) kein Abschluss","Staedtischer Raum","65","0.117702126312984","0.0927160862207388","0.142688166405229"
"SPD","2005","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"SPD","2005","Hauptschule","Staedtischer Raum","997","0.204423241662904","0.193139679102697","0.21570680422311"
"SPD","2005","Hauptschule","Laendlicher Raum","339","0.136419645996449","0.123259272279643","0.149580019713256"
"SPD","2005","Realschule","Staedtischer Raum","510","0.160005901646296","0.147227595868712","0.172784207423881"
"SPD","2005","Realschule","Laendlicher Raum","196","","",""
"SPD","2005","(Fach-)Abitur","Staedtischer Raum","329","0.191451701147225","0.172890319778297","0.210013082516153"
"SPD","2005","(Fach-)Abitur","Laendlicher Raum","67","0.12371210459807","0.0960186152288547","0.151405593967286"
"SPD","2005","AkademikerIn","Staedtischer Raum","561","0.196530030958536","0.182054880294804","0.211005181622268"
"SPD","2005","AkademikerIn","Laendlicher Raum","173","","",""
"CDU/CSU","2005","(noch) kein Abschluss","Staedtischer Raum","45","0.0567071979601428","0.0387747319502571","0.0746396639700285"
"CDU/CSU","2005","(noch) kein Abschluss","Laendlicher Raum","30","0.13431511906669","0.0927871611251432","0.175843077008236"
"CDU/CSU","2005","Hauptschule","Staedtischer Raum","832","0.167367568482624","0.15692271440716","0.177812422558089"
"CDU/CSU","2005","Hauptschule","Laendlicher Raum","496","0.18960295884908","0.17457327432621","0.204632643371951"
"CDU/CSU","2005","Realschule","Staedtischer Raum","620","0.201723860579835","0.187736931657288","0.215710789502381"
"CDU/CSU","2005","Realschule","Laendlicher Raum","332","0.16160971843134","0.146122440983734","0.177096995878947"
"CDU/CSU","2005","(Fach-)Abitur","Staedtischer Raum","311","0.167206499493793","0.149602030239845","0.184810968747741"
"CDU/CSU","2005","(Fach-)Abitur","Laendlicher Raum","102","","",""
"CDU/CSU","2005","AkademikerIn","Staedtischer Raum","686","0.213298132899716","0.198376291338618","0.228219974460815"
"CDU/CSU","2005","AkademikerIn","Laendlicher Raum","263","","",""
"FDP","2005","(noch) kein Abschluss","Staedtischer Raum","9","0.0128496793302919","0.0041172425074936","0.0215821161530901"
"FDP","2005","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"FDP","2005","Hauptschule","Staedtischer Raum","50","0.00938532023543458","0.00668747526530342","0.0120831652055657"
"FDP","2005","Hauptschule","Laendlicher Raum","20","","",""
"FDP","2005","Realschule","Staedtischer Raum","55","0.0137256027886314","0.00967022095705608","0.0177809846202068"
"FDP","2005","Realschule","Laendlicher Raum","26","","",""
"FDP","2005","(Fach-)Abitur","Staedtischer Raum","51","0.0294523551724766","0.021476153249531","0.0374285570954221"
"FDP","2005","(Fach-)Abitur","Laendlicher Raum","9","0.0181116716619868","0.00689514241074","0.0293282009132335"
"FDP","2005","AkademikerIn","Staedtischer Raum","121","","",""
"FDP","2005","AkademikerIn","Laendlicher Raum","36","0.0332098047080283","0.023096951189827","0.0433226582262297"
"Grüne","2005","(noch) kein Abschluss","Staedtischer Raum","29","","",""
"Grüne","2005","(noch) kein Abschluss","Laendlicher Raum","9","0.0341705227959516","0.012045982857871","0.0562950627340323"
"Grüne","2005","Hauptschule","Staedtischer Raum","44","0.0105990287406284","0.00773380023574776","0.0134642572455091"
"Grüne","2005","Hauptschule","Laendlicher Raum","26","","",""
"Grüne","2005","Realschule","Staedtischer Raum","114","","",""
"Grüne","2005","Realschule","Laendlicher Raum","37","0.0132161774914067","0.00841130169507001","0.0180210532877434"
"Grüne","2005","(Fach-)Abitur","Staedtischer Raum","156","","",""
"Grüne","2005","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Grüne","2005","AkademikerIn","Staedtischer Raum","363","0.138798323891249","0.126204188696689","0.151392459085808"
"Grüne","2005","AkademikerIn","Laendlicher Raum","77","0.0599240703022907","0.0465286434871305","0.0733194971174509"
"Linke","2005","(noch) kein Abschluss","Staedtischer Raum","5","0.0072689344696045","0.000682523207539503","0.0138553457316695"
"Linke","2005","(noch) kein Abschluss","Laendlicher Raum","5","0.00845527863709982","-0.00269583712660345","0.0196063944008031"
"Linke","2005","Hauptschule","Staedtischer Raum","32","0.00513325478246954","0.0031337661963008","0.00713274336863829"
"Linke","2005","Hauptschule","Laendlicher Raum","58","0.0165649303065272","0.0116711323154074","0.021458728297647"
"Linke","2005","Realschule","Staedtischer Raum","44","0.0138315156033214","0.00976073587244139","0.0179022953342014"
"Linke","2005","Realschule","Laendlicher Raum","62","0.0275440425581008","0.0206580422932292","0.0344300428229724"
"Linke","2005","(Fach-)Abitur","Staedtischer Raum","21","","",""
"Linke","2005","(Fach-)Abitur","Laendlicher Raum","18","","",""
"Linke","2005","AkademikerIn","Staedtischer Raum","76","0.0262974562396156","0.0204684592661123","0.032126453213119"
"Linke","2005","AkademikerIn","Laendlicher Raum","111","","",""
"Rechte","2005","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","2005","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Rechte","2005","Hauptschule","Staedtischer Raum","34","0.00914984772560885","0.00648574488567887","0.0118139505655388"
"Rechte","2005","Hauptschule","Laendlicher Raum","13","","",""
"Rechte","2005","Realschule","Staedtischer Raum","30","0.00827909473405645","0.00512079518477015","0.0114373942833427"
"Rechte","2005","Realschule","Laendlicher Raum","33","0.0224419087225475","0.0162100240555735","0.0286737933895216"
"Rechte","2005","(Fach-)Abitur","Staedtischer Raum","4","0.00174406558487562","-0.000224410087332972","0.00371254125708422"
"Rechte","2005","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Rechte","2005","AkademikerIn","Staedtischer Raum","2","","",""
"Rechte","2005","AkademikerIn","Laendlicher Raum","2","","",""
"AfD","2005","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","2005","Hauptschule","Staedtischer Raum","","","",""
"AfD","2005","Hauptschule","Laendlicher Raum","","","",""
"AfD","2005","Realschule","Staedtischer Raum","","","",""
"AfD","2005","Realschule","Laendlicher Raum","","","",""
"AfD","2005","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","2005","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","2005","AkademikerIn","Staedtischer Raum","","","",""
"AfD","2005","AkademikerIn","Laendlicher Raum","","","",""
"Andere","2005","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Andere","2005","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Andere","2005","Hauptschule","Staedtischer Raum","26","","",""
"Andere","2005","Hauptschule","Laendlicher Raum","11","","",""
"Andere","2005","Realschule","Staedtischer Raum","13","","",""
"Andere","2005","Realschule","Laendlicher Raum","10","","",""
"Andere","2005","(Fach-)Abitur","Staedtischer Raum","5","0.00399616810990947","0.00101984501126812","0.00697249120855083"
"Andere","2005","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Andere","2005","AkademikerIn","Staedtischer Raum","6","0.00170747395418066","0.000203536550244901","0.00321141135811641"
"Andere","2005","AkademikerIn","Laendlicher Raum","7","0.00463367174033694","0.000800762446472178","0.0084665810342017"
"keine Parteineigung","2006","(noch) kein Abschluss","Staedtischer Raum","308","0.688702838434457","0.646343880741667","0.731061796127247"
"keine Parteineigung","2006","(noch) kein Abschluss","Laendlicher Raum","130","","",""
"keine Parteineigung","2006","Hauptschule","Staedtischer Raum","2874","","",""
"keine Parteineigung","2006","Hauptschule","Laendlicher Raum","1742","","",""
"keine Parteineigung","2006","Realschule","Staedtischer Raum","1723","","",""
"keine Parteineigung","2006","Realschule","Laendlicher Raum","1480","","",""
"keine Parteineigung","2006","(Fach-)Abitur","Staedtischer Raum","837","0.466044984095349","0.443158298108535","0.488931670082163"
"keine Parteineigung","2006","(Fach-)Abitur","Laendlicher Raum","312","0.529290412759751","0.489014478720435","0.569566346799067"
"keine Parteineigung","2006","AkademikerIn","Staedtischer Raum","1119","","",""
"keine Parteineigung","2006","AkademikerIn","Laendlicher Raum","558","0.416305472559536","0.389813082467651","0.442797862651421"
"SPD","2006","(noch) kein Abschluss","Staedtischer Raum","70","0.166105494182788","0.132057674733003","0.200153313632574"
"SPD","2006","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"SPD","2006","Hauptschule","Staedtischer Raum","1075","","",""
"SPD","2006","Hauptschule","Laendlicher Raum","408","0.148871157265999","0.135866298729476","0.161876015802522"
