"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Rechtsextrem","2000","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2000","66 und älter","Laendlicher Raum","","","",""
"AfD","2000","16-34 J.","Staedtischer Raum","","","",""
"AfD","2000","16-34 J.","Laendlicher Raum","","","",""
"AfD","2000","35-65 J.","Staedtischer Raum","","","",""
"AfD","2000","35-65 J.","Laendlicher Raum","","","",""
"AfD","2000","66 und älter","Staedtischer Raum","","","",""
"AfD","2000","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2000","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2000","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2000","35-65 J.","Staedtischer Raum","34","0.00415590281340063","0.00279916790499414","0.00551263772180713"
"Sonstige","2000","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2000","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2000","66 und älter","Laendlicher Raum","","","",""
"keine PN","2001","16-34 J.","Staedtischer Raum","2752","0.659340300203643","0.644765811702461","0.673914788704825"
"keine PN","2001","16-34 J.","Laendlicher Raum","1622","0.738008126812947","0.719442956577861","0.756573297048033"
"keine PN","2001","35-65 J.","Staedtischer Raum","4113","0.506534799113205","0.495526790343494","0.517542807882917"
"keine PN","2001","35-65 J.","Laendlicher Raum","2514","0.56995818969845","0.555120875080492","0.584795504316408"
"keine PN","2001","66 und älter","Staedtischer Raum","954","0.429594309002753","0.408876207337732","0.450312410667775"
"keine PN","2001","66 und älter","Laendlicher Raum","599","0.482699497717425","0.4542843613772","0.51111463405765"
"CDU/CSU","2001","16-34 J.","Staedtischer Raum","411","0.105555407859781","0.0961062066498162","0.115004609069747"
"CDU/CSU","2001","16-34 J.","Laendlicher Raum","208","0.106988456861782","0.0939381281184311","0.120038785605133"
"CDU/CSU","2001","35-65 J.","Staedtischer Raum","1292","0.166975863690956","0.158764193479778","0.175187533902135"
"CDU/CSU","2001","35-65 J.","Laendlicher Raum","743","0.183899513106305","0.172289289767677","0.195509736444933"
"CDU/CSU","2001","66 und älter","Staedtischer Raum","587","0.277247789544092","0.258512623968434","0.29598295511975"
"CDU/CSU","2001","66 und älter","Laendlicher Raum","271","0.247684416964468","0.223137935892417","0.272230898036519"
"SPD","2001","16-34 J.","Staedtischer Raum","546","0.138738273609035","0.128108014546725","0.149368532671344"
"SPD","2001","16-34 J.","Laendlicher Raum","193","0.0920209976430564","0.0798168957461539","0.104225099539959"
"SPD","2001","35-65 J.","Staedtischer Raum","1879","0.243746738115632","0.234293537070668","0.253199939160595"
"SPD","2001","35-65 J.","Laendlicher Raum","686","0.172033362955306","0.160722617624266","0.183344108286345"
"SPD","2001","66 und älter","Staedtischer Raum","539","0.242048081307227","0.224121378211287","0.259974784403168"
"SPD","2001","66 und älter","Laendlicher Raum","209","0.186281108395789","0.164141931171542","0.208420285620037"
"FDP","2001","16-34 J.","Staedtischer Raum","56","0.0148009632870095","0.0110874488946007","0.0185144776794184"
"FDP","2001","16-34 J.","Laendlicher Raum","","","",""
"FDP","2001","35-65 J.","Staedtischer Raum","130","0.0189474842746906","0.0159455736141098","0.0219493949352713"
"FDP","2001","35-65 J.","Laendlicher Raum","56","0.0150893281583232","0.011435805212437","0.0187428511042095"
"FDP","2001","66 und älter","Staedtischer Raum","48","0.0241932435347901","0.0177625511680061","0.0306239359015742"
"FDP","2001","66 und älter","Laendlicher Raum","","","",""
"Grüne","2001","16-34 J.","Staedtischer Raum","198","0.0565371635519305","0.049434724125526","0.0636396029783349"
"Grüne","2001","16-34 J.","Laendlicher Raum","43","0.0241119890009794","0.0176354801479712","0.0305884978539876"
"Grüne","2001","35-65 J.","Staedtischer Raum","350","0.0440786591183548","0.0395590474249725","0.0485982708117371"
"Grüne","2001","35-65 J.","Laendlicher Raum","103","0.0246863536090699","0.0200360737598815","0.0293366334582582"
"Grüne","2001","66 und älter","Staedtischer Raum","","","",""
"Grüne","2001","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2001","16-34 J.","Staedtischer Raum","49","0.0123535557189574","0.00895671742408197","0.0157503940138328"
"PDS/Linke","2001","16-34 J.","Laendlicher Raum","44","0.0186204345307996","0.0129130403917485","0.0243278286698506"
"PDS/Linke","2001","35-65 J.","Staedtischer Raum","103","0.0113717032757028","0.0090371427630373","0.0137062637883682"
"PDS/Linke","2001","35-65 J.","Laendlicher Raum","137","0.0274846746896942","0.0225849464445346","0.0323844029348538"
"PDS/Linke","2001","66 und älter","Staedtischer Raum","34","0.013026733223421","0.00828104471043069","0.0177724217364113"
"PDS/Linke","2001","66 und älter","Laendlicher Raum","79","0.0549265702345839","0.0419707805888639","0.0678823598803039"
"Rechtsextrem","2001","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2001","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2001","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2001","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2001","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2001","66 und älter","Laendlicher Raum","","","",""
"AfD","2001","16-34 J.","Staedtischer Raum","","","",""
"AfD","2001","16-34 J.","Laendlicher Raum","","","",""
"AfD","2001","35-65 J.","Staedtischer Raum","","","",""
"AfD","2001","35-65 J.","Laendlicher Raum","","","",""
"AfD","2001","66 und älter","Staedtischer Raum","","","",""
"AfD","2001","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2001","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2001","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2001","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","2001","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2001","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2001","66 und älter","Laendlicher Raum","","","",""
"keine PN","2002","16-34 J.","Staedtischer Raum","2614","0.65325992587974","0.638521956630694","0.667997895128787"
"keine PN","2002","16-34 J.","Laendlicher Raum","1554","0.752033218337754","0.733559380094509","0.770507056581"
"keine PN","2002","35-65 J.","Staedtischer Raum","4255","0.514738531024748","0.50428930049628","0.525187761553216"
"keine PN","2002","35-65 J.","Laendlicher Raum","2502","0.580491393927105","0.565958115930045","0.595024671924164"
"keine PN","2002","66 und älter","Staedtischer Raum","897","0.383571676075738","0.363869929869771","0.403273422281706"
"keine PN","2002","66 und älter","Laendlicher Raum","632","0.509918377187808","0.48194722537181","0.537889529003806"
"CDU/CSU","2002","16-34 J.","Staedtischer Raum","438","0.101958831557746","0.092588538654346","0.111329124461147"
"CDU/CSU","2002","16-34 J.","Laendlicher Raum","223","0.104568225502824","0.0914776725593234","0.117658778446325"
"CDU/CSU","2002","35-65 J.","Staedtischer Raum","1641","0.170458223460146","0.162596257176015","0.178320189744277"
"CDU/CSU","2002","35-65 J.","Laendlicher Raum","840","0.180471141801299","0.16914501917343","0.191797264429168"
"CDU/CSU","2002","66 und älter","Staedtischer Raum","708","0.302751661206155","0.284136055407012","0.321367267005297"
"CDU/CSU","2002","66 und älter","Laendlicher Raum","285","0.236132756266974","0.212369121365685","0.259896391168263"
"SPD","2002","16-34 J.","Staedtischer Raum","591","0.152249875222561","0.14112474706976","0.163375003375363"
"SPD","2002","16-34 J.","Laendlicher Raum","179","0.0758430539210017","0.0645171559800479","0.0871689518619554"
"SPD","2002","35-65 J.","Staedtischer Raum","2009","0.223863020608137","0.215148100008699","0.232577941207576"
"SPD","2002","35-65 J.","Laendlicher Raum","677","0.163889497597819","0.152987586098183","0.174791409097454"
"SPD","2002","66 und älter","Staedtischer Raum","589","0.258285279025689","0.240551208193505","0.276019349857873"
"SPD","2002","66 und älter","Laendlicher Raum","201","0.17460489342431","0.153363404273205","0.195846382575415"
"FDP","2002","16-34 J.","Staedtischer Raum","92","0.0214558062752797","0.0169688146354133","0.0259427979151461"
"FDP","2002","16-34 J.","Laendlicher Raum","","","",""
"FDP","2002","35-65 J.","Staedtischer Raum","236","0.0218245854129739","0.0187697737525427","0.0248793970734051"
"FDP","2002","35-65 J.","Laendlicher Raum","75","0.0116627608110978","0.00850085801257454","0.014824663609621"
"FDP","2002","66 und älter","Staedtischer Raum","64","0.025131773075555","0.0187897957472692","0.0314737504038407"
"FDP","2002","66 und älter","Laendlicher Raum","","","",""
"Grüne","2002","16-34 J.","Staedtischer Raum","165","0.04517256328318","0.0387413571332438","0.0516037694331163"
"Grüne","2002","16-34 J.","Laendlicher Raum","33","0.0161040512656225","0.0107190720659872","0.0214890304652577"
"Grüne","2002","35-65 J.","Staedtischer Raum","456","0.0466454189741846","0.0422364728194966","0.0510543651288726"
"Grüne","2002","35-65 J.","Laendlicher Raum","117","0.021946088776932","0.01763134298561","0.0262608345682539"
"Grüne","2002","66 und älter","Staedtischer Raum","","","",""
"Grüne","2002","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2002","16-34 J.","Staedtischer Raum","61","0.0128474115769095","0.00936008530555369","0.0163347378482654"
"PDS/Linke","2002","16-34 J.","Laendlicher Raum","58","0.0264934790451553","0.0196230983830716","0.033363859707239"
"PDS/Linke","2002","35-65 J.","Staedtischer Raum","137","0.0152863932690477","0.0127212563545106","0.0178515301835849"
"PDS/Linke","2002","35-65 J.","Laendlicher Raum","176","0.0311049182638758","0.0259922435911072","0.0362175929366444"
"PDS/Linke","2002","66 und älter","Staedtischer Raum","48","0.0172186879169504","0.0119479838281996","0.0224893920057012"
"PDS/Linke","2002","66 und älter","Laendlicher Raum","88","0.0630345308159658","0.0494364735803828","0.0766325880515488"
"Rechtsextrem","2002","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2002","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2002","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2002","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2002","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2002","66 und älter","Laendlicher Raum","","","",""
"AfD","2002","16-34 J.","Staedtischer Raum","","","",""
"AfD","2002","16-34 J.","Laendlicher Raum","","","",""
"AfD","2002","35-65 J.","Staedtischer Raum","","","",""
"AfD","2002","35-65 J.","Laendlicher Raum","","","",""
"AfD","2002","66 und älter","Staedtischer Raum","","","",""
"AfD","2002","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2002","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2002","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2002","35-65 J.","Staedtischer Raum","33","0.00467472672786981","0.00324858168428924","0.00610087177145039"
"Sonstige","2002","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2002","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2002","66 und älter","Laendlicher Raum","","","",""
"keine PN","2003","16-34 J.","Staedtischer Raum","2340","0.594430374879615","0.578882350161693","0.609978399597538"
"keine PN","2003","16-34 J.","Laendlicher Raum","1371","0.701744656503258","0.681573151854848","0.721916161151668"
"keine PN","2003","35-65 J.","Staedtischer Raum","3894","0.48763479585213","0.476934753026606","0.498334838677655"
"keine PN","2003","35-65 J.","Laendlicher Raum","2276","0.556964820901939","0.541959681587872","0.571969960216006"
"keine PN","2003","66 und älter","Staedtischer Raum","943","0.387653293446737","0.368091597599436","0.407214989294038"
"keine PN","2003","66 und älter","Laendlicher Raum","586","0.466742768420248","0.439030594811843","0.494454942028652"
"CDU/CSU","2003","16-34 J.","Staedtischer Raum","542","0.143444163507336","0.132344462113029","0.154543864901642"
"CDU/CSU","2003","16-34 J.","Laendlicher Raum","296","0.148359801129292","0.13268720946811","0.164032392790474"
"CDU/CSU","2003","35-65 J.","Staedtischer Raum","1801","0.195175489053015","0.186691275464848","0.203659702641182"
"CDU/CSU","2003","35-65 J.","Laendlicher Raum","934","0.21603994601777","0.203608517409798","0.228471374625743"
"CDU/CSU","2003","66 und älter","Staedtischer Raum","736","0.313754646771719","0.295124303308994","0.332384990234445"
"CDU/CSU","2003","66 und älter","Laendlicher Raum","323","0.259013873390324","0.234678950918061","0.283348795862588"
"SPD","2003","16-34 J.","Staedtischer Raum","517","0.142110847049365","0.13105425674377","0.153167437354959"
"SPD","2003","16-34 J.","Laendlicher Raum","155","0.0656544252102461","0.0547339788705325","0.0765748715499596"
"SPD","2003","35-65 J.","Staedtischer Raum","1772","0.214234472926962","0.205451540904561","0.223017404949363"
"SPD","2003","35-65 J.","Laendlicher Raum","644","0.155949965220658","0.144990640874228","0.166909289567087"
"SPD","2003","66 und älter","Staedtischer Raum","571","0.248944211271198","0.231583273325983","0.266305149216413"
"SPD","2003","66 und älter","Laendlicher Raum","232","0.197292371812516","0.175187028852207","0.219397714772825"
"FDP","2003","16-34 J.","Staedtischer Raum","80","0.0205808967788443","0.0160850816177139","0.0250767119399746"
"FDP","2003","16-34 J.","Laendlicher Raum","39","0.0221712478815818","0.0156792093135514","0.0286632864496122"
"FDP","2003","35-65 J.","Staedtischer Raum","207","0.0216119592555387","0.0184991608471234","0.024724757663954"
"FDP","2003","35-65 J.","Laendlicher Raum","60","0.0113670023882892","0.00816480890303082","0.0145691958735476"
"FDP","2003","66 und älter","Staedtischer Raum","51","0.0193476597275032","0.013817243416442","0.0248780760385645"
"FDP","2003","66 und älter","Laendlicher Raum","","","",""
"Grüne","2003","16-34 J.","Staedtischer Raum","270","0.0751653281362921","0.0668163591962361","0.0835142970763482"
"Grüne","2003","16-34 J.","Laendlicher Raum","51","0.0306962914148239","0.0230907959330874","0.0383017868965605"
"Grüne","2003","35-65 J.","Staedtischer Raum","571","0.0653600721116277","0.0600692058444581","0.0706509383787973"
"Grüne","2003","35-65 J.","Laendlicher Raum","140","0.0295586735433593","0.0244426309089107","0.034674716177808"
"Grüne","2003","66 und älter","Staedtischer Raum","41","0.0156564363129698","0.0106721167280092","0.0206407558979305"
"Grüne","2003","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2003","16-34 J.","Staedtischer Raum","36","0.00987750637341776","0.00674595069489923","0.0130090620519363"
"PDS/Linke","2003","16-34 J.","Laendlicher Raum","43","0.0201958881373282","0.0139935458768022","0.0263982303978541"
"PDS/Linke","2003","35-65 J.","Staedtischer Raum","95","0.0106655548190135","0.00846662358030591","0.0128644860577212"
"PDS/Linke","2003","35-65 J.","Laendlicher Raum","118","0.0211293685445537","0.0167851371316633","0.025473599957444"
"PDS/Linke","2003","66 und älter","Staedtischer Raum","35","0.011136213003472","0.00692290633312363","0.0153495196738204"
"PDS/Linke","2003","66 und älter","Laendlicher Raum","81","0.0579078985072428","0.0449337459910429","0.0708820510234427"
"Rechtsextrem","2003","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2003","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2003","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2003","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2003","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2003","66 und älter","Laendlicher Raum","","","",""
"AfD","2003","16-34 J.","Staedtischer Raum","","","",""
"AfD","2003","16-34 J.","Laendlicher Raum","","","",""
"AfD","2003","35-65 J.","Staedtischer Raum","","","",""
"AfD","2003","35-65 J.","Laendlicher Raum","","","",""
"AfD","2003","66 und älter","Staedtischer Raum","","","",""
"AfD","2003","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2003","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2003","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2003","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","2003","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2003","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2003","66 und älter","Laendlicher Raum","","","",""
"keine PN","2004","16-34 J.","Staedtischer Raum","2491","0.667502361945987","0.652293696335709","0.682711027556265"
"keine PN","2004","16-34 J.","Laendlicher Raum","1413","0.748218874179299","0.728728215498129","0.767709532860468"
