"party","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"CDU/CSU","1988","AkademikerIn","weiblich","57","0.289368259508702","0.230247280349826","0.348489238667578"
"FDP","1988","(noch) kein Abschluss","maennlich","3","","",""
"FDP","1988","(noch) kein Abschluss","weiblich","1","","",""
"FDP","1988","Hauptschule","maennlich","44","0.0185851129905149","0.013601371908085","0.0235688540729448"
"FDP","1988","Hauptschule","weiblich","35","0.0157319591305097","0.0111983202486825","0.0202655980123369"
"FDP","1988","Realschule","maennlich","24","","",""
"FDP","1988","Realschule","weiblich","33","0.0368945260616822","0.0251582813241377","0.0486307707992267"
"FDP","1988","(Fach-)Abitur","maennlich","15","","",""
"FDP","1988","(Fach-)Abitur","weiblich","15","","",""
"FDP","1988","AkademikerIn","maennlich","35","0.0814530440258485","0.056618312273139","0.106287775778558"
"FDP","1988","AkademikerIn","weiblich","9","0.0404331587528734","0.0147528451480605","0.0661134723576864"
"Grüne","1988","(noch) kein Abschluss","maennlich","13","","",""
"Grüne","1988","(noch) kein Abschluss","weiblich","6","0.0190037058350728","0.00713047071897028","0.0308769409511754"
"Grüne","1988","Hauptschule","maennlich","55","0.0188440664812931","0.0138263874268945","0.0238617455356918"
"Grüne","1988","Hauptschule","weiblich","46","0.0136309247203224","0.00940636736089735","0.0178554820797475"
"Grüne","1988","Realschule","maennlich","20","","",""
"Grüne","1988","Realschule","weiblich","37","0.0323202690186521","0.0213095781569054","0.0433309598803988"
"Grüne","1988","(Fach-)Abitur","maennlich","40","0.097027623992324","0.0690832499098244","0.124971998074824"
"Grüne","1988","(Fach-)Abitur","weiblich","41","0.161304591130619","0.119544113603882","0.203065068657356"
"Grüne","1988","AkademikerIn","maennlich","32","0.070584400206196","0.0473295002333804","0.0938393001790117"
"Grüne","1988","AkademikerIn","weiblich","35","0.134554797788695","0.090064711021832","0.179044884555558"
"Linke","1988","(noch) kein Abschluss","maennlich","","","",""
"Linke","1988","(noch) kein Abschluss","weiblich","","","",""
"Linke","1988","Hauptschule","maennlich","","","",""
"Linke","1988","Hauptschule","weiblich","","","",""
"Linke","1988","Realschule","maennlich","","","",""
"Linke","1988","Realschule","weiblich","","","",""
"Linke","1988","(Fach-)Abitur","maennlich","","","",""
"Linke","1988","(Fach-)Abitur","weiblich","","","",""
"Linke","1988","AkademikerIn","maennlich","","","",""
"Linke","1988","AkademikerIn","weiblich","","","",""
"Rechte","1988","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1988","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1988","Hauptschule","maennlich","","","",""
"Rechte","1988","Hauptschule","weiblich","","","",""
"Rechte","1988","Realschule","maennlich","","","",""
"Rechte","1988","Realschule","weiblich","","","",""
"Rechte","1988","(Fach-)Abitur","maennlich","","","",""
"Rechte","1988","(Fach-)Abitur","weiblich","","","",""
"Rechte","1988","AkademikerIn","maennlich","","","",""
"Rechte","1988","AkademikerIn","weiblich","","","",""
"AfD","1988","(noch) kein Abschluss","maennlich","","","",""
"AfD","1988","(noch) kein Abschluss","weiblich","","","",""
"AfD","1988","Hauptschule","maennlich","","","",""
"AfD","1988","Hauptschule","weiblich","","","",""
"AfD","1988","Realschule","maennlich","","","",""
"AfD","1988","Realschule","weiblich","","","",""
"AfD","1988","(Fach-)Abitur","maennlich","","","",""
"AfD","1988","(Fach-)Abitur","weiblich","","","",""
"AfD","1988","AkademikerIn","maennlich","","","",""
"AfD","1988","AkademikerIn","weiblich","","","",""
"Andere","1988","(noch) kein Abschluss","maennlich","3","","",""
"Andere","1988","(noch) kein Abschluss","weiblich","2","","",""
"Andere","1988","Hauptschule","maennlich","15","","",""
"Andere","1988","Hauptschule","weiblich","10","","",""
"Andere","1988","Realschule","maennlich","5","0.0106418780710294","0.00299681725009551","0.0182869388919633"
"Andere","1988","Realschule","weiblich","4","0.00430297421991213","0.000227677445322448","0.00837827099450181"
"Andere","1988","(Fach-)Abitur","maennlich","1","","",""
"Andere","1988","(Fach-)Abitur","weiblich","1","","",""
"Andere","1988","AkademikerIn","maennlich","4","0.01057429090746","0.00128735699367893","0.019861224821241"
"Andere","1988","AkademikerIn","weiblich","3","","",""
"keine Parteineigung","1989","(noch) kein Abschluss","maennlich","249","","",""
"keine Parteineigung","1989","(noch) kein Abschluss","weiblich","367","0.674858478354674","0.633717369695684","0.715999587013665"
"keine Parteineigung","1989","Hauptschule","maennlich","1181","","",""
"keine Parteineigung","1989","Hauptschule","weiblich","1436","","",""
"keine Parteineigung","1989","Realschule","maennlich","273","","",""
"keine Parteineigung","1989","Realschule","weiblich","471","0.459541308194626","0.428049029512371","0.49103358687688"
"keine Parteineigung","1989","(Fach-)Abitur","maennlich","164","","",""
"keine Parteineigung","1989","(Fach-)Abitur","weiblich","157","","",""
"keine Parteineigung","1989","AkademikerIn","maennlich","146","","",""
"keine Parteineigung","1989","AkademikerIn","weiblich","69","0.30828943411305","0.24795039955725","0.368628468668851"
"SPD","1989","(noch) kein Abschluss","maennlich","103","","",""
"SPD","1989","(noch) kein Abschluss","weiblich","101","","",""
"SPD","1989","Hauptschule","maennlich","867","0.337243334298114","0.319350981880579","0.35513568671565"
"SPD","1989","Hauptschule","weiblich","699","0.271060572030447","0.254534002554004","0.28758714150689"
"SPD","1989","Realschule","maennlich","171","","",""
"SPD","1989","Realschule","weiblich","221","","",""
"SPD","1989","(Fach-)Abitur","maennlich","133","","",""
"SPD","1989","(Fach-)Abitur","weiblich","59","0.177542871271857","0.134727902463264","0.22035784008045"
"SPD","1989","AkademikerIn","maennlich","125","","",""
"SPD","1989","AkademikerIn","weiblich","56","0.234566294484473","0.179200259002837","0.28993232996611"
"CDU/CSU","1989","(noch) kein Abschluss","maennlich","12","","",""
"CDU/CSU","1989","(noch) kein Abschluss","weiblich","16","","",""
"CDU/CSU","1989","Hauptschule","maennlich","483","0.219050910886771","0.203397730238006","0.234704091535536"
"CDU/CSU","1989","Hauptschule","weiblich","525","0.223994826872267","0.208493990919878","0.239495662824656"
"CDU/CSU","1989","Realschule","maennlich","164","","",""
"CDU/CSU","1989","Realschule","weiblich","200","","",""
"CDU/CSU","1989","(Fach-)Abitur","maennlich","86","0.235534919776206","0.195795866758624","0.275273972793788"
"CDU/CSU","1989","(Fach-)Abitur","weiblich","37","0.159521972815403","0.118495817882577","0.20054812774823"
"CDU/CSU","1989","AkademikerIn","maennlich","121","","",""
"CDU/CSU","1989","AkademikerIn","weiblich","52","0.26960829663956","0.211625204219382","0.327591389059739"
"FDP","1989","(noch) kein Abschluss","maennlich","3","","",""
"FDP","1989","(noch) kein Abschluss","weiblich","","","",""
"FDP","1989","Hauptschule","maennlich","20","","",""
"FDP","1989","Hauptschule","weiblich","24","","",""
"FDP","1989","Realschule","maennlich","16","","",""
"FDP","1989","Realschule","weiblich","18","","",""
"FDP","1989","(Fach-)Abitur","maennlich","11","","",""
"FDP","1989","(Fach-)Abitur","weiblich","10","","",""
"FDP","1989","AkademikerIn","maennlich","27","","",""
"FDP","1989","AkademikerIn","weiblich","8","0.0325012653980099","0.00933093803274338","0.0556715927632764"
"Grüne","1989","(noch) kein Abschluss","maennlich","10","","",""
"Grüne","1989","(noch) kein Abschluss","weiblich","10","","",""
"Grüne","1989","Hauptschule","maennlich","55","0.0174245601136613","0.0124725380840424","0.0223765821432802"
"Grüne","1989","Hauptschule","weiblich","53","0.0130562881730704","0.00883582734892078","0.0172767489972201"
"Grüne","1989","Realschule","maennlich","20","","",""
"Grüne","1989","Realschule","weiblich","44","0.0400812576228396","0.0276862025538403","0.0524763126918388"
"Grüne","1989","(Fach-)Abitur","maennlich","38","0.0889678457152923","0.0623057412466602","0.115629950183924"
"Grüne","1989","(Fach-)Abitur","weiblich","42","0.170562951505448","0.128420340041607","0.212705562969289"
"Grüne","1989","AkademikerIn","maennlich","38","0.0872402780587599","0.0616743290293218","0.112806227088198"
"Grüne","1989","AkademikerIn","weiblich","38","0.148205959011327","0.101780419039466","0.194631498983188"
"Linke","1989","(noch) kein Abschluss","maennlich","","","",""
"Linke","1989","(noch) kein Abschluss","weiblich","","","",""
"Linke","1989","Hauptschule","maennlich","","","",""
"Linke","1989","Hauptschule","weiblich","","","",""
"Linke","1989","Realschule","maennlich","","","",""
"Linke","1989","Realschule","weiblich","","","",""
"Linke","1989","(Fach-)Abitur","maennlich","","","",""
"Linke","1989","(Fach-)Abitur","weiblich","","","",""
"Linke","1989","AkademikerIn","maennlich","","","",""
"Linke","1989","AkademikerIn","weiblich","","","",""
"Rechte","1989","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1989","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1989","Hauptschule","maennlich","","","",""
"Rechte","1989","Hauptschule","weiblich","","","",""
"Rechte","1989","Realschule","maennlich","","","",""
"Rechte","1989","Realschule","weiblich","","","",""
"Rechte","1989","(Fach-)Abitur","maennlich","","","",""
"Rechte","1989","(Fach-)Abitur","weiblich","","","",""
"Rechte","1989","AkademikerIn","maennlich","","","",""
"Rechte","1989","AkademikerIn","weiblich","","","",""
"AfD","1989","(noch) kein Abschluss","maennlich","","","",""
"AfD","1989","(noch) kein Abschluss","weiblich","","","",""
"AfD","1989","Hauptschule","maennlich","","","",""
"AfD","1989","Hauptschule","weiblich","","","",""
"AfD","1989","Realschule","maennlich","","","",""
"AfD","1989","Realschule","weiblich","","","",""
"AfD","1989","(Fach-)Abitur","maennlich","","","",""
"AfD","1989","(Fach-)Abitur","weiblich","","","",""
"AfD","1989","AkademikerIn","maennlich","","","",""
"AfD","1989","AkademikerIn","weiblich","","","",""
"Andere","1989","(noch) kein Abschluss","maennlich","6","0.0308072123016373","0.013501878070141","0.0481125465331337"
"Andere","1989","(noch) kein Abschluss","weiblich","4","0.0146034104849714","0.00406764503924061","0.0251391759307022"
"Andere","1989","Hauptschule","maennlich","76","0.0339186183512599","0.0270677655365729","0.0407694711659468"
"Andere","1989","Hauptschule","weiblich","42","0.0198882929832559","0.0146974204973446","0.0250791654691673"
"Andere","1989","Realschule","maennlich","23","","",""
"Andere","1989","Realschule","weiblich","8","0.0103190552468341","0.00393306680676336","0.0167050436869049"
"Andere","1989","(Fach-)Abitur","maennlich","6","0.0208085710145203","0.00744058551081984","0.0341765565182207"
"Andere","1989","(Fach-)Abitur","weiblich","1","","",""
"Andere","1989","AkademikerIn","maennlich","11","","",""
"Andere","1989","AkademikerIn","weiblich","2","","",""
"keine Parteineigung","1990","(noch) kein Abschluss","maennlich","230","","",""
"keine Parteineigung","1990","(noch) kein Abschluss","weiblich","350","0.708051507093722","0.666637892252727","0.749465121934718"
"keine Parteineigung","1990","Hauptschule","maennlich","1112","","",""
"keine Parteineigung","1990","Hauptschule","weiblich","1344","","",""
"keine Parteineigung","1990","Realschule","maennlich","247","","",""
"keine Parteineigung","1990","Realschule","weiblich","436","0.422716303850691","0.391564824678443","0.45386778302294"
"keine Parteineigung","1990","(Fach-)Abitur","maennlich","155","","",""
"keine Parteineigung","1990","(Fach-)Abitur","weiblich","159","","",""
"keine Parteineigung","1990","AkademikerIn","maennlich","139","","",""
"keine Parteineigung","1990","AkademikerIn","weiblich","61","0.273084522362003","0.215252128604415","0.330916916119591"
"SPD","1990","(noch) kein Abschluss","maennlich","104","","",""
"SPD","1990","(noch) kein Abschluss","weiblich","82","0.184536317455549","0.149201664318304","0.219870970592793"
"SPD","1990","Hauptschule","maennlich","871","0.346603103021153","0.328370402995865","0.36483580304644"
"SPD","1990","Hauptschule","weiblich","729","0.294008097983334","0.276854984865228","0.31116121110144"
"SPD","1990","Realschule","maennlich","168","","",""
"SPD","1990","Realschule","weiblich","249","","",""
"SPD","1990","(Fach-)Abitur","maennlich","133","","",""
"SPD","1990","(Fach-)Abitur","weiblich","74","0.247809462519884","0.199671054126697","0.295947870913071"
"SPD","1990","AkademikerIn","maennlich","131","","",""
"SPD","1990","AkademikerIn","weiblich","71","0.299045815709805","0.239617373151501","0.35847425826811"
"CDU/CSU","1990","(noch) kein Abschluss","maennlich","30","0.119527137007915","0.0867368351489688","0.152317438866862"
"CDU/CSU","1990","(noch) kein Abschluss","weiblich","15","","",""
"CDU/CSU","1990","Hauptschule","maennlich","514","0.241845269660299","0.225439600363952","0.258250938956645"
"CDU/CSU","1990","Hauptschule","weiblich","537","0.234848845935896","0.218888905007778","0.250808786864013"
"CDU/CSU","1990","Realschule","maennlich","178","","",""
"CDU/CSU","1990","Realschule","weiblich","211","","",""
"CDU/CSU","1990","(Fach-)Abitur","maennlich","92","0.253756404635274","0.212863093473137","0.294649715797411"
"CDU/CSU","1990","(Fach-)Abitur","weiblich","34","0.130570083210657","0.0930029563205629","0.16813721010075"
"CDU/CSU","1990","AkademikerIn","maennlich","122","","",""
"CDU/CSU","1990","AkademikerIn","weiblich","54","0.266839727010582","0.209427370436446","0.324252083584718"
"FDP","1990","(noch) kein Abschluss","maennlich","3","","",""
"FDP","1990","(noch) kein Abschluss","weiblich","4","0.0225907802981674","0.00905568159537241","0.0361258790009623"
"FDP","1990","Hauptschule","maennlich","33","0.0129912111695361","0.00865279149704337","0.0173296308420289"
"FDP","1990","Hauptschule","weiblich","32","0.0140812393933425","0.00964510748005992","0.018517371306625"
"FDP","1990","Realschule","maennlich","17","","",""
"FDP","1990","Realschule","weiblich","31","0.0375393240425932","0.025552772726385","0.0495258753588014"
"FDP","1990","(Fach-)Abitur","maennlich","15","","",""
"FDP","1990","(Fach-)Abitur","weiblich","13","","",""
"FDP","1990","AkademikerIn","maennlich","36","0.0794398610197843","0.0548870934061721","0.103992628633396"
"FDP","1990","AkademikerIn","weiblich","9","0.0323004835470771","0.00935192342478867","0.0552490436693654"
"Grüne","1990","(noch) kein Abschluss","maennlich","6","0.0215161055111506","0.00685006629053","0.0361821447317713"
"Grüne","1990","(noch) kein Abschluss","weiblich","11","","",""
"Grüne","1990","Hauptschule","maennlich","47","0.0155716241854495","0.0108280549001893","0.0203151934707096"
"Grüne","1990","Hauptschule","weiblich","43","0.0142264172319697","0.00976780396348824","0.0186850305004511"
"Grüne","1990","Realschule","maennlich","21","","",""
"Grüne","1990","Realschule","weiblich","34","0.0318481260489444","0.0207749242466621","0.0429213278512267"
"Grüne","1990","(Fach-)Abitur","maennlich","37","0.0860268055133665","0.0596764129264439","0.112377198100289"
"Grüne","1990","(Fach-)Abitur","weiblich","28","","",""
"Grüne","1990","AkademikerIn","maennlich","34","0.0639715766907537","0.0417541795398119","0.0861889738416954"
"Grüne","1990","AkademikerIn","weiblich","31","0.124320972408532","0.0814932143116775","0.167148730505386"
"Linke","1990","(noch) kein Abschluss","maennlich","","","",""
"Linke","1990","(noch) kein Abschluss","weiblich","","","",""
"Linke","1990","Hauptschule","maennlich","","","",""
"Linke","1990","Hauptschule","weiblich","","","",""
"Linke","1990","Realschule","maennlich","","","",""
"Linke","1990","Realschule","weiblich","","","",""
"Linke","1990","(Fach-)Abitur","maennlich","","","",""
"Linke","1990","(Fach-)Abitur","weiblich","","","",""
"Linke","1990","AkademikerIn","maennlich","","","",""
