,Unnamed: 0,year,bula_h,regtyp,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1048,1048,2005,Lower Saxony,Rural regions,Very concerned,0.18055,85,11129,0.14494,0.22216
1049,1049,2005,Lower Saxony,Rural regions,Somewhat concerned,0.34202,173,11129,0.3004,0.38182
1050,1050,2005,Lower Saxony,Rural regions,Not concerned at all,0.47743,257,11129,0.41883,0.53413
1051,1051,2005,Bremen,Urban regions,Not concerned at all,1.0,36,11129,0.70532,1.30675
1052,1052,2005,North Rhine-Westphalia,Urban regions,Very concerned,0.19484,410,11129,0.18042,0.20944
1053,1053,2005,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.42862,964,11129,0.40741,0.45181
1054,1054,2005,North Rhine-Westphalia,Urban regions,Not concerned at all,0.37654,983,11129,0.35343,0.39501
1055,1055,2005,Hesse,Urban regions,Very concerned,0.17822,105,11129,0.15275,0.20623
1056,1056,2005,Hesse,Urban regions,Somewhat concerned,0.4631,298,11129,0.41474,0.49773
1057,1057,2005,Hesse,Urban regions,Not concerned at all,0.35868,292,11129,0.31566,0.39918
1058,1058,2005,Hesse,Rural regions,Somewhat concerned,0.61763,66,11129,0.50335,0.72159
1059,1059,2005,Hesse,Rural regions,Not concerned at all,0.38237,52,11129,0.31291,0.45177
1060,1060,2005,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.17089,77,11129,0.13481,0.21172
1061,1061,2005,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.41479,200,11129,0.36381,0.46281
1062,1062,2005,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.41433,222,11129,0.3725,0.46976
1063,1063,2005,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.54117,72,11129,0.45542,0.65054
1064,1064,2005,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.45883,74,11129,0.39111,0.54435
1065,1065,2005,Baden-Wuerttemberg,Urban regions,Very concerned,0.16676,194,11129,0.14262,0.18833
1066,1066,2005,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.45335,578,11129,0.41833,0.48657
1067,1067,2005,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.3799,541,11129,0.35121,0.41414
1068,1068,2005,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.49381,44,11129,0.38423,0.60028
1069,1069,2005,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.50619,54,11129,0.39094,0.60838
1070,1070,2005,Bavaria,Urban regions,Very concerned,0.19411,123,11129,0.17011,0.22637
1071,1071,2005,Bavaria,Urban regions,Somewhat concerned,0.43594,394,11129,0.39844,0.47551
1072,1072,2005,Bavaria,Urban regions,Not concerned at all,0.36995,339,11129,0.3376,0.41018
1073,1073,2005,Bavaria,Rural regions,Very concerned,0.17946,132,11129,0.15379,0.20477
1074,1074,2005,Bavaria,Rural regions,Somewhat concerned,0.42023,375,11129,0.38342,0.45667
1075,1075,2005,Bavaria,Rural regions,Not concerned at all,0.40031,365,11129,0.36197,0.43366
1076,1076,2005,Berlin,Urban regions,Very concerned,0.30145,123,11129,0.26597,0.34943
1077,1077,2005,Berlin,Urban regions,Somewhat concerned,0.41744,163,11129,0.36878,0.46966
1078,1078,2005,Berlin,Urban regions,Not concerned at all,0.28111,130,11129,0.24834,0.31713
1079,1079,2005,Brandenburg,Rural regions,Very concerned,0.34177,115,11129,0.28525,0.40112
1080,1080,2005,Brandenburg,Rural regions,Somewhat concerned,0.4385,187,11129,0.38873,0.48907
1081,1081,2005,Brandenburg,Rural regions,Not concerned at all,0.21974,105,11129,0.1858,0.25857
1082,1082,2005,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.37184,57,11129,0.27253,0.47074
1083,1083,2005,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.41057,105,11129,0.35235,0.47611
1084,1084,2005,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.21758,59,11129,0.17242,0.25988
1085,1085,2005,Saxony,Urban regions,Very concerned,0.31561,119,11129,0.28166,0.3547
1086,1086,2005,Saxony,Urban regions,Somewhat concerned,0.39879,171,11129,0.3435,0.45588
1087,1087,2005,Saxony,Urban regions,Not concerned at all,0.2856,110,11129,0.23615,0.34017
1088,1088,2005,Saxony,Rural regions,Very concerned,0.31682,124,11129,0.27683,0.36004
1089,1089,2005,Saxony,Rural regions,Somewhat concerned,0.41389,186,11129,0.36836,0.46918
1090,1090,2005,Saxony,Rural regions,Not concerned at all,0.26929,113,11129,0.21327,0.32517
1091,1091,2005,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,47,11129,0.74469,1.23424
1092,1092,2005,Saxony-Anhalt,Rural regions,Very concerned,0.25804,85,11129,0.21069,0.3228
1093,1093,2005,Saxony-Anhalt,Rural regions,Somewhat concerned,0.53414,188,11129,0.47235,0.59898
1094,1094,2005,Saxony-Anhalt,Rural regions,Not concerned at all,0.20782,83,11129,0.16393,0.25009
1095,1095,2005,Thuringa,Urban regions,Somewhat concerned,0.72683,76,11129,0.55167,0.89374
1096,1096,2005,Thuringa,Urban regions,Not concerned at all,0.27317,38,11129,0.18591,0.37014
1097,1097,2005,Thuringa,Rural regions,Very concerned,0.31229,80,11129,0.25342,0.37357
1098,1098,2005,Thuringa,Rural regions,Somewhat concerned,0.47635,138,11129,0.40349,0.55312
1099,1099,2005,Thuringa,Rural regions,Not concerned at all,0.21136,74,11129,0.17844,0.25593
1100,1100,2006,Schleswig-Holstein,Urban regions,Somewhat concerned,0.44226,53,11933,0.3475,0.52706
1101,1101,2006,Schleswig-Holstein,Urban regions,Not concerned at all,0.55774,90,11933,0.46766,0.6726
1102,1102,2006,Schleswig-Holstein,Rural regions,Very concerned,0.19491,34,11933,0.15523,0.22889
1103,1103,2006,Schleswig-Holstein,Rural regions,Somewhat concerned,0.39275,71,11933,0.32879,0.48019
1104,1104,2006,Schleswig-Holstein,Rural regions,Not concerned at all,0.41233,101,11933,0.34536,0.47459
1105,1105,2006,Hamburg,Urban regions,Somewhat concerned,0.36661,45,11933,0.26798,0.45117
1106,1106,2006,Hamburg,Urban regions,Not concerned at all,0.63339,90,11933,0.50687,0.76834
1107,1107,2006,Lower Saxony,Urban regions,Very concerned,0.16721,83,11933,0.13819,0.19391
1108,1108,2006,Lower Saxony,Urban regions,Somewhat concerned,0.33873,155,11933,0.30041,0.38217
1109,1109,2006,Lower Saxony,Urban regions,Not concerned at all,0.49406,268,11933,0.43402,0.54707
1110,1110,2006,Lower Saxony,Rural regions,Very concerned,0.16455,95,11933,0.14032,0.19653
1111,1111,2006,Lower Saxony,Rural regions,Somewhat concerned,0.35936,207,11933,0.32381,0.40222
1112,1112,2006,Lower Saxony,Rural regions,Not concerned at all,0.47609,295,11933,0.43452,0.52383
1113,1113,2006,Bremen,Urban regions,Not concerned at all,1.0,39,11933,0.71353,1.28143
1114,1114,2006,North Rhine-Westphalia,Urban regions,Very concerned,0.19199,413,11933,0.17846,0.2088
1115,1115,2006,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.3813,916,11933,0.36131,0.40423
1116,1116,2006,North Rhine-Westphalia,Urban regions,Not concerned at all,0.42671,1130,11933,0.4038,0.44374
1117,1117,2006,Hesse,Urban regions,Very concerned,0.17252,111,11933,0.14445,0.19443
1118,1118,2006,Hesse,Urban regions,Somewhat concerned,0.38433,267,11933,0.34557,0.42695
1119,1119,2006,Hesse,Urban regions,Not concerned at all,0.44315,374,11933,0.4053,0.47883
1120,1120,2006,Hesse,Rural regions,Somewhat concerned,0.4627,62,11933,0.36401,0.55212
1121,1121,2006,Hesse,Rural regions,Not concerned at all,0.5373,70,11933,0.45197,0.63809
1122,1122,2006,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.17258,72,11933,0.1402,0.21245
1123,1123,2006,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.36982,207,11933,0.32431,0.40326
1124,1124,2006,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.4576,253,11933,0.40455,0.50411
1125,1125,2006,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.52383,80,11933,0.44473,0.63185
1126,1126,2006,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.47617,86,11933,0.40129,0.54756
1127,1127,2006,Baden-Wuerttemberg,Urban regions,Very concerned,0.15491,203,11933,0.13832,0.17369
1128,1128,2006,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.43041,565,11933,0.40224,0.4599
1129,1129,2006,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.41469,648,11933,0.3869,0.44685
1130,1130,2006,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.49929,49,11933,0.38036,0.6132
1131,1131,2006,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.50071,64,11933,0.39552,0.6128
1132,1132,2006,Bavaria,Urban regions,Very concerned,0.17704,122,11933,0.15613,0.20279
1133,1133,2006,Bavaria,Urban regions,Somewhat concerned,0.36075,334,11933,0.3266,0.38911
1134,1134,2006,Bavaria,Urban regions,Not concerned at all,0.46222,415,11933,0.42272,0.50327
1135,1135,2006,Bavaria,Rural regions,Very concerned,0.13793,128,11933,0.11921,0.16582
1136,1136,2006,Bavaria,Rural regions,Somewhat concerned,0.42874,399,11933,0.39772,0.45939
1137,1137,2006,Bavaria,Rural regions,Not concerned at all,0.43333,449,11933,0.40277,0.4715
1138,1138,2006,Berlin,Urban regions,Very concerned,0.25598,121,11933,0.22293,0.28501
1139,1139,2006,Berlin,Urban regions,Somewhat concerned,0.43916,181,11933,0.39266,0.49304
1140,1140,2006,Berlin,Urban regions,Not concerned at all,0.30486,146,11933,0.26679,0.34841
1141,1141,2006,Brandenburg,Rural regions,Very concerned,0.26913,100,11933,0.2288,0.3159
1142,1142,2006,Brandenburg,Rural regions,Somewhat concerned,0.45086,197,11933,0.38949,0.50905
1143,1143,2006,Brandenburg,Rural regions,Not concerned at all,0.28001,143,11933,0.24538,0.32476
1144,1144,2006,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.29746,61,11933,0.23447,0.36255
1145,1145,2006,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.40805,103,11933,0.34952,0.47611
1146,1146,2006,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.29449,83,11933,0.24947,0.34826
1147,1147,2006,Saxony,Urban regions,Very concerned,0.22722,92,11933,0.1973,0.25939
1148,1148,2006,Saxony,Urban regions,Somewhat concerned,0.47019,202,11933,0.41872,0.52761
1149,1149,2006,Saxony,Urban regions,Not concerned at all,0.30258,135,11933,0.27188,0.34228
1150,1150,2006,Saxony,Rural regions,Very concerned,0.2648,108,11933,0.22275,0.30747
1151,1151,2006,Saxony,Rural regions,Somewhat concerned,0.45337,196,11933,0.40588,0.50318
1152,1152,2006,Saxony,Rural regions,Not concerned at all,0.28183,122,11933,0.22636,0.33072
1153,1153,2006,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,46,11933,0.76738,1.2434
1154,1154,2006,Saxony-Anhalt,Rural regions,Very concerned,0.22475,98,11933,0.1842,0.2663
1155,1155,2006,Saxony-Anhalt,Rural regions,Somewhat concerned,0.50925,180,11933,0.43595,0.58502
1156,1156,2006,Saxony-Anhalt,Rural regions,Not concerned at all,0.26601,107,11933,0.21078,0.3288
1157,1157,2006,Thuringa,Urban regions,Somewhat concerned,0.67089,82,11933,0.52338,0.84702
1158,1158,2006,Thuringa,Urban regions,Not concerned at all,0.32911,40,11933,0.25336,0.43898
1159,1159,2006,Thuringa,Rural regions,Very concerned,0.25014,85,11933,0.21669,0.29589
1160,1160,2006,Thuringa,Rural regions,Somewhat concerned,0.51255,167,11933,0.43594,0.58242
1161,1161,2006,Thuringa,Rural regions,Not concerned at all,0.23731,95,11933,0.20281,0.27831
1162,1162,2007,Schleswig-Holstein,Urban regions,Somewhat concerned,0.45822,42,11202,0.35403,0.56629
1163,1163,2007,Schleswig-Holstein,Urban regions,Not concerned at all,0.54178,78,11202,0.45271,0.6508
1164,1164,2007,Schleswig-Holstein,Rural regions,Somewhat concerned,0.56845,78,11202,0.47239,0.6642
1165,1165,2007,Schleswig-Holstein,Rural regions,Not concerned at all,0.43155,87,11202,0.35927,0.50869
1166,1166,2007,Hamburg,Urban regions,Somewhat concerned,0.44227,60,11202,0.36367,0.52918
1167,1167,2007,Hamburg,Urban regions,Not concerned at all,0.55773,87,11202,0.45296,0.67541
1168,1168,2007,Lower Saxony,Urban regions,Very concerned,0.15082,64,11202,0.12127,0.17953
1169,1169,2007,Lower Saxony,Urban regions,Somewhat concerned,0.30654,141,11202,0.26474,0.3602
1170,1170,2007,Lower Saxony,Urban regions,Not concerned at all,0.54265,275,11202,0.48882,0.60264
1171,1171,2007,Lower Saxony,Rural regions,Very concerned,0.13193,80,11202,0.11203,0.15101
1172,1172,2007,Lower Saxony,Rural regions,Somewhat concerned,0.38734,203,11202,0.33939,0.43592
1173,1173,2007,Lower Saxony,Rural regions,Not concerned at all,0.48073,270,11202,0.41914,0.52512
1174,1174,2007,Bremen,Urban regions,Not concerned at all,1.0,37,11202,0.73116,1.35916
1175,1175,2007,North Rhine-Westphalia,Urban regions,Very concerned,0.16563,329,11202,0.15062,0.17805
1176,1176,2007,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.36245,822,11202,0.3429,0.38463
1177,1177,2007,North Rhine-Westphalia,Urban regions,Not concerned at all,0.47192,1166,11202,0.4473,0.49858
1178,1178,2007,Hesse,Urban regions,Very concerned,0.14013,83,11202,0.11374,0.17087
1179,1179,2007,Hesse,Urban regions,Somewhat concerned,0.42026,270,11202,0.37778,0.46179
1180,1180,2007,Hesse,Urban regions,Not concerned at all,0.43961,349,11202,0.39707,0.47472
1181,1181,2007,Hesse,Rural regions,Somewhat concerned,0.48551,53,11202,0.37812,0.59143
1182,1182,2007,Hesse,Rural regions,Not concerned at all,0.51449,68,11202,0.43284,0.6129
1183,1183,2007,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.1302,56,11202,0.10393,0.15775
1184,1184,2007,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.35289,166,11202,0.32006,0.39642
1185,1185,2007,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.51691,273,11202,0.46038,0.5741
1186,1186,2007,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.4553,56,11202,0.37146,0.54049
1187,1187,2007,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.5447,95,11202,0.45276,0.61732
1188,1188,2007,Baden-Wuerttemberg,Urban regions,Very concerned,0.14741,172,11202,0.13029,0.16463
1189,1189,2007,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.45065,552,11202,0.41938,0.48209
1190,1190,2007,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.40194,570,11202,0.37662,0.44024
1191,1191,2007,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.45051,50,11202,0.34708,0.58336
1192,1192,2007,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.54949,61,11202,0.41884,0.64857
1193,1193,2007,Bavaria,Urban regions,Very concerned,0.16545,104,11202,0.13804,0.18945
1194,1194,2007,Bavaria,Urban regions,Somewhat concerned,0.36192,329,11202,0.3285,0.39877
1195,1195,2007,Bavaria,Urban regions,Not concerned at all,0.47263,385,11202,0.43115,0.51434
1196,1196,2007,Bavaria,Rural regions,Very concerned,0.15558,114,11202,0.13105,0.18688
1197,1197,2007,Bavaria,Rural regions,Somewhat concerned,0.41576,383,11202,0.38213,0.45467
1198,1198,2007,Bavaria,Rural regions,Not concerned at all,0.42866,436,11202,0.39592,0.4625
1199,1199,2007,Berlin,Urban regions,Very concerned,0.26265,102,11202,0.2349,0.29283
1200,1200,2007,Berlin,Urban regions,Somewhat concerned,0.37108,158,11202,0.31937,0.41648
1201,1201,2007,Berlin,Urban regions,Not concerned at all,0.36628,176,11202,0.32719,0.40778
1202,1202,2007,Brandenburg,Rural regions,Very concerned,0.1933,67,11202,0.14814,0.24949
1203,1203,2007,Brandenburg,Rural regions,Somewhat concerned,0.48417,184,11202,0.43048,0.53905
1204,1204,2007,Brandenburg,Rural regions,Not concerned at all,0.32253,131,11202,0.26873,0.38389
1205,1205,2007,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.22917,51,11202,0.17965,0.2916
1206,1206,2007,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.45652,108,11202,0.37866,0.52647
1207,1207,2007,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.31431,71,11202,0.25,0.39834
1208,1208,2007,Saxony,Urban regions,Very concerned,0.2004,75,11202,0.17256,0.2298
1209,1209,2007,Saxony,Urban regions,Somewhat concerned,0.49545,197,11202,0.44935,0.54446
1210,1210,2007,Saxony,Urban regions,Not concerned at all,0.30416,129,11202,0.25253,0.37038
1211,1211,2007,Saxony,Rural regions,Very concerned,0.23555,96,11202,0.19286,0.28065
1212,1212,2007,Saxony,Rural regions,Somewhat concerned,0.46379,204,11202,0.39377,0.5197
1213,1213,2007,Saxony,Rural regions,Not concerned at all,0.30066,121,11202,0.25744,0.35453
1214,1214,2007,Saxony-Anhalt,Urban regions,Somewhat concerned,0.4648,38,11202,0.37744,0.57339
1215,1215,2007,Saxony-Anhalt,Urban regions,Not concerned at all,0.5352,35,11202,0.38646,0.68931
1216,1216,2007,Saxony-Anhalt,Rural regions,Very concerned,0.25621,88,11202,0.21583,0.32075
1217,1217,2007,Saxony-Anhalt,Rural regions,Somewhat concerned,0.4852,191,11202,0.42216,0.54868
1218,1218,2007,Saxony-Anhalt,Rural regions,Not concerned at all,0.25858,99,11202,0.20431,0.31478
1219,1219,2007,Thuringa,Urban regions,Somewhat concerned,0.70261,68,11202,0.52942,0.90082
1220,1220,2007,Thuringa,Urban regions,Not concerned at all,0.29739,45,11202,0.24273,0.35353
1221,1221,2007,Thuringa,Rural regions,Very concerned,0.28912,73,11202,0.23253,0.35555
1222,1222,2007,Thuringa,Rural regions,Somewhat concerned,0.50661,165,11202,0.43673,0.59023
1223,1223,2007,Thuringa,Rural regions,Not concerned at all,0.20426,86,11202,0.16058,0.24319
1224,1224,2008,Schleswig-Holstein,Urban regions,Somewhat concerned,0.30849,34,10795,0.22426,0.40859
1225,1225,2008,Schleswig-Holstein,Urban regions,Not concerned at all,0.69151,76,10795,0.55547,0.85216
1226,1226,2008,Schleswig-Holstein,Rural regions,Somewhat concerned,0.37606,57,10795,0.31071,0.43803
1227,1227,2008,Schleswig-Holstein,Rural regions,Not concerned at all,0.62394,101,10795,0.52672,0.74013
1228,1228,2008,Hamburg,Urban regions,Somewhat concerned,0.27478,42,10795,0.20846,0.33981
1229,1229,2008,Hamburg,Urban regions,Not concerned at all,0.72522,99,10795,0.6044,0.88492
1230,1230,2008,Lower Saxony,Urban regions,Very concerned,0.09706,48,10795,0.07532,0.11843
1231,1231,2008,Lower Saxony,Urban regions,Somewhat concerned,0.36473,143,10795,0.31773,0.41584
1232,1232,2008,Lower Saxony,Urban regions,Not concerned at all,0.5382,283,10795,0.48908,0.58912
1233,1233,2008,Lower Saxony,Rural regions,Very concerned,0.11662,58,10795,0.09193,0.14246
1234,1234,2008,Lower Saxony,Rural regions,Somewhat concerned,0.36844,177,10795,0.31934,0.41817
1235,1235,2008,Lower Saxony,Rural regions,Not concerned at all,0.51495,292,10795,0.4683,0.57119
1236,1236,2008,Bremen,Urban regions,Not concerned at all,1.0,39,10795,0.66179,1.38445
1237,1237,2008,North Rhine-Westphalia,Urban regions,Very concerned,0.14017,266,10795,0.12405,0.1537
1238,1238,2008,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.35017,745,10795,0.32871,0.37474
1239,1239,2008,North Rhine-Westphalia,Urban regions,Not concerned at all,0.50966,1176,10795,0.47843,0.53854
1240,1240,2008,Hesse,Urban regions,Very concerned,0.13413,77,10795,0.1129,0.16207
1241,1241,2008,Hesse,Urban regions,Somewhat concerned,0.36598,240,10795,0.32242,0.40809
1242,1242,2008,Hesse,Urban regions,Not concerned at all,0.49989,368,10795,0.45469,0.54276
1243,1243,2008,Hesse,Rural regions,Somewhat concerned,0.44255,45,10795,0.32209,0.55817
1244,1244,2008,Hesse,Rural regions,Not concerned at all,0.55745,64,10795,0.44995,0.66532
1245,1245,2008,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.13329,49,10795,0.10685,0.16877
1246,1246,2008,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.3063,142,10795,0.27228,0.34387
1247,1247,2008,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.56041,269,10795,0.50332,0.61709
1248,1248,2008,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.44306,53,10795,0.3441,0.57434
1249,1249,2008,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.55694,85,10795,0.46865,0.66031
1250,1250,2008,Baden-Wuerttemberg,Urban regions,Very concerned,0.11415,122,10795,0.09759,0.13083
1251,1251,2008,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.41201,498,10795,0.37871,0.4451
1252,1252,2008,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.47384,664,10795,0.44094,0.51123
1253,1253,2008,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.49019,50,10795,0.38045,0.6128
1254,1254,2008,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.50981,64,10795,0.41944,0.64888
1255,1255,2008,Bavaria,Urban regions,Very concerned,0.14429,93,10795,0.12171,0.17382
1256,1256,2008,Bavaria,Urban regions,Somewhat concerned,0.38827,286,10795,0.35143,0.42649
1257,1257,2008,Bavaria,Urban regions,Not concerned at all,0.46745,400,10795,0.42059,0.51352
1258,1258,2008,Bavaria,Rural regions,Very concerned,0.14247,108,10795,0.11919,0.17049
1259,1259,2008,Bavaria,Rural regions,Somewhat concerned,0.35488,343,10795,0.32422,0.38941
1260,1260,2008,Bavaria,Rural regions,Not concerned at all,0.50265,451,10795,0.45923,0.54828
1261,1261,2008,Berlin,Urban regions,Very concerned,0.25219,96,10795,0.21839,0.29096
1262,1262,2008,Berlin,Urban regions,Somewhat concerned,0.32582,139,10795,0.28071,0.37501
1263,1263,2008,Berlin,Urban regions,Not concerned at all,0.42198,173,10795,0.37024,0.47668
1264,1264,2008,Brandenburg,Rural regions,Very concerned,0.27248,73,10795,0.22012,0.33686
1265,1265,2008,Brandenburg,Rural regions,Somewhat concerned,0.41192,154,10795,0.343,0.49163
1266,1266,2008,Brandenburg,Rural regions,Not concerned at all,0.3156,126,10795,0.26797,0.39074
1267,1267,2008,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.28015,47,10795,0.21667,0.35129
1268,1268,2008,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.32131,95,10795,0.26143,0.37166
1269,1269,2008,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.39853,90,10795,0.32857,0.45874
1270,1270,2008,Saxony,Urban regions,Very concerned,0.20031,57,10795,0.15053,0.2438
1271,1271,2008,Saxony,Urban regions,Somewhat concerned,0.48848,190,10795,0.42973,0.55572
1272,1272,2008,Saxony,Urban regions,Not concerned at all,0.31121,161,10795,0.26391,0.36664
1273,1273,2008,Saxony,Rural regions,Very concerned,0.23669,89,10795,0.19562,0.28146
1274,1274,2008,Saxony,Rural regions,Somewhat concerned,0.43755,177,10795,0.36996,0.51383
1275,1275,2008,Saxony,Rural regions,Not concerned at all,0.32576,139,10795,0.27952,0.38392
1276,1276,2008,Saxony-Anhalt,Urban regions,Somewhat concerned,0.46778,38,10795,0.38132,0.57558
1277,1277,2008,Saxony-Anhalt,Urban regions,Not concerned at all,0.53222,32,10795,0.39746,0.70063
1278,1278,2008,Saxony-Anhalt,Rural regions,Very concerned,0.26315,85,10795,0.20844,0.32576
1279,1279,2008,Saxony-Anhalt,Rural regions,Somewhat concerned,0.48992,194,10795,0.41382,0.56705
1280,1280,2008,Saxony-Anhalt,Rural regions,Not concerned at all,0.24693,100,10795,0.19917,0.29805
1281,1281,2008,Thuringa,Urban regions,Somewhat concerned,0.63267,56,10795,0.45338,0.8549
1282,1282,2008,Thuringa,Urban regions,Not concerned at all,0.36733,49,10795,0.28079,0.45195
1283,1283,2008,Thuringa,Rural regions,Very concerned,0.20694,62,10795,0.17101,0.24757
1284,1284,2008,Thuringa,Rural regions,Somewhat concerned,0.46831,149,10795,0.39527,0.54019
1285,1285,2008,Thuringa,Rural regions,Not concerned at all,0.32476,117,10795,0.26817,0.37608
1286,1286,2009,Schleswig-Holstein,Urban regions,Somewhat concerned,0.47492,33,10007,0.35833,0.60959
1287,1287,2009,Schleswig-Holstein,Urban regions,Not concerned at all,0.52508,59,10007,0.40234,0.65985
1288,1288,2009,Schleswig-Holstein,Rural regions,Somewhat concerned,0.43084,66,10007,0.35124,0.51456
1289,1289,2009,Schleswig-Holstein,Rural regions,Not concerned at all,0.56916,95,10007,0.46305,0.67715
1290,1290,2009,Hamburg,Urban regions,Somewhat concerned,0.43938,62,10007,0.33365,0.56953
1291,1291,2009,Hamburg,Urban regions,Not concerned at all,0.56062,78,10007,0.41791,0.67818
1292,1292,2009,Lower Saxony,Urban regions,Very concerned,0.15568,55,10007,0.10823,0.19405
1293,1293,2009,Lower Saxony,Urban regions,Somewhat concerned,0.33352,143,10007,0.27711,0.38774
1294,1294,2009,Lower Saxony,Urban regions,Not concerned at all,0.51079,234,10007,0.4442,0.57562
1295,1295,2009,Lower Saxony,Rural regions,Very concerned,0.1279,57,10007,0.09769,0.16358
1296,1296,2009,Lower Saxony,Rural regions,Somewhat concerned,0.37344,180,10007,0.31841,0.41688
1297,1297,2009,Lower Saxony,Rural regions,Not concerned at all,0.49866,263,10007,0.43687,0.55807
1298,1298,2009,North Rhine-Westphalia,Urban regions,Very concerned,0.15383,265,10007,0.13503,0.17309
1299,1299,2009,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.37494,774,10007,0.35027,0.39941
1300,1300,2009,North Rhine-Westphalia,Urban regions,Not concerned at all,0.47124,981,10007,0.44567,0.50288
1301,1301,2009,North Rhine-Westphalia,Rural regions,Somewhat concerned,1.0,34,10007,0.8217,1.2605
1302,1302,2009,Hesse,Urban regions,Very concerned,0.16996,83,10007,0.14056,0.20642
1303,1303,2009,Hesse,Urban regions,Somewhat concerned,0.36399,225,10007,0.31743,0.41295
1304,1304,2009,Hesse,Urban regions,Not concerned at all,0.46605,316,10007,0.41082,0.52224
1305,1305,2009,Hesse,Rural regions,Somewhat concerned,0.52265,50,10007,0.40433,0.69296
1306,1306,2009,Hesse,Rural regions,Not concerned at all,0.47735,57,10007,0.38549,0.57992
1307,1307,2009,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.15636,61,10007,0.12089,0.19493
1308,1308,2009,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.33677,143,10007,0.29041,0.38189
1309,1309,2009,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.50687,227,10007,0.44276,0.56005
1310,1310,2009,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.47066,53,10007,0.38103,0.6053
1311,1311,2009,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.52934,73,10007,0.43118,0.66098
1312,1312,2009,Baden-Wuerttemberg,Urban regions,Very concerned,0.16413,149,10007,0.13692,0.19264
1313,1313,2009,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.43822,470,10007,0.40209,0.47783
1314,1314,2009,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.39765,526,10007,0.35669,0.44582
