year,bula_h,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Lower Saxony,Tenant,No,0.30478,132,431,0.26127,0.34829
2001,Bremen,Owner,Yes,0.85651,34,34,0.73690,0.97612
2001,Bremen,Tenant,Yes,0.74425,46,46,0.61678,0.87172
2001,North Rhine-Westphalia,Owner,Yes,0.91860,962,1036,0.90194,0.93526
2001,North Rhine-Westphalia,Owner,No,0.08140,74,1036,0.06474,0.09806
2001,North Rhine-Westphalia,Tenant,Yes,0.68011,953,1407,0.65573,0.70449
2001,North Rhine-Westphalia,Tenant,No,0.31989,454,1407,0.29551,0.34427
2001,Hesse,Owner,Yes,0.85876,307,354,0.82243,0.89509
2001,Hesse,Owner,No,0.14124,47,354,0.10491,0.17757
2001,Hesse,Tenant,Yes,0.64616,278,414,0.60005,0.69228
2001,Hesse,Tenant,No,0.35384,136,414,0.30772,0.39995
2001,"Rhineland-Palatinate, Saarland",Owner,Yes,0.84552,344,408,0.81041,0.88063
2001,"Rhineland-Palatinate, Saarland",Owner,No,0.15448,64,408,0.11937,0.18959
2001,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.65182,204,304,0.59818,0.70546
2001,"Rhineland-Palatinate, Saarland",Tenant,No,0.34818,100,304,0.29454,0.40182
2001,Baden-Wuerttemberg,Owner,Yes,0.88146,549,626,0.85612,0.90680
2001,Baden-Wuerttemberg,Owner,No,0.11854,77,626,0.09320,0.14388
2001,Baden-Wuerttemberg,Tenant,Yes,0.70745,490,718,0.67415,0.74075
2001,Baden-Wuerttemberg,Tenant,No,0.29255,228,718,0.25925,0.32585
2001,Bavaria,Owner,Yes,0.92235,798,862,0.90448,0.94023
2001,Bavaria,Owner,No,0.07765,64,862,0.05977,0.09552
2001,Bavaria,Tenant,Yes,0.72574,542,744,0.69366,0.75782
2001,Bavaria,Tenant,No,0.27426,202,744,0.24218,0.30634
2001,Berlin,Owner,Yes,0.88312,53,53,0.79579,0.97044
2001,Berlin,Tenant,Yes,0.69098,288,415,0.64647,0.73549
2001,Berlin,Tenant,No,0.30902,127,415,0.26451,0.35353
2001,Brandenburg,Owner,Yes,0.50091,107,198,0.43108,0.57073
2001,Brandenburg,Owner,No,0.49909,91,198,0.42927,0.56892
2001,Brandenburg,Tenant,Yes,0.58226,176,292,0.52559,0.63892
2001,Brandenburg,Tenant,No,0.41774,116,292,0.36108,0.47441
2001,Mecklenburg-Western Pomerania,Owner,Yes,0.61153,64,101,0.51600,0.70706
2001,Mecklenburg-Western Pomerania,Owner,No,0.38847,37,101,0.29294,0.48400
2001,Mecklenburg-Western Pomerania,Tenant,Yes,0.51743,98,180,0.44422,0.59063
2001,Mecklenburg-Western Pomerania,Tenant,No,0.48257,82,180,0.40937,0.55578
2001,Saxony,Owner,Yes,0.49729,152,304,0.44099,0.55359
2001,Saxony,Owner,No,0.50271,152,304,0.44641,0.55901
2001,Saxony,Tenant,Yes,0.51200,280,524,0.46916,0.55484
2001,Saxony,Tenant,No,0.48800,244,524,0.44516,0.53084
2001,Saxony-Anhalt,Owner,Yes,0.46458,114,225,0.39927,0.52990
2001,Saxony-Anhalt,Owner,No,0.53542,111,225,0.47010,0.60073
2001,Saxony-Anhalt,Tenant,Yes,0.50394,138,266,0.44374,0.56414
2001,Saxony-Anhalt,Tenant,No,0.49606,128,266,0.43586,0.55626
2001,Thuringa,Owner,Yes,0.45473,118,233,0.39065,0.51881
2001,Thuringa,Owner,No,0.54527,115,233,0.48119,0.60935
2001,Thuringa,Tenant,Yes,0.49072,132,249,0.42850,0.55294
2001,Thuringa,Tenant,No,0.50928,117,249,0.44706,0.57150
2002,Schleswig-Holstein,Owner,Yes,0.85552,207,207,0.80751,0.90354
2002,Schleswig-Holstein,Tenant,Yes,0.63887,111,164,0.56513,0.71261
2002,Schleswig-Holstein,Tenant,No,0.36113,53,164,0.28739,0.43487
2002,Hamburg,Owner,Yes,0.96302,57,57,0.91359,1.01245
2002,Hamburg,Tenant,Yes,0.58245,84,130,0.49735,0.66755
2002,Hamburg,Tenant,No,0.41755,46,130,0.33245,0.50265
2002,Lower Saxony,Owner,Yes,0.90824,539,591,0.88494,0.93153
2002,Lower Saxony,Owner,No,0.09176,52,591,0.06847,0.11506
2002,Lower Saxony,Tenant,Yes,0.71336,294,415,0.66981,0.75692
2002,Lower Saxony,Tenant,No,0.28664,121,415,0.24308,0.33019
2002,Bremen,Owner,Yes,0.86752,45,45,0.76735,0.96769
2002,Bremen,Tenant,Yes,0.68672,39,39,0.53924,0.83420
2002,North Rhine-Westphalia,Owner,Yes,0.91677,1103,1180,0.90100,0.93254
2002,North Rhine-Westphalia,Owner,No,0.08323,77,1180,0.06746,0.09900
2002,North Rhine-Westphalia,Tenant,Yes,0.70384,962,1363,0.67960,0.72809
2002,North Rhine-Westphalia,Tenant,No,0.29616,401,1363,0.27191,0.32040
2002,Hesse,Owner,Yes,0.87868,369,406,0.84688,0.91048
2002,Hesse,Owner,No,0.12132,37,406,0.08952,0.15312
2002,Hesse,Tenant,Yes,0.65496,298,441,0.61054,0.69938
2002,Hesse,Tenant,No,0.34504,143,441,0.30062,0.38946
2002,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83010,369,432,0.79464,0.86555
2002,"Rhineland-Palatinate, Saarland",Owner,No,0.16990,63,432,0.13445,0.20536
2002,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.63840,193,290,0.58300,0.69379
2002,"Rhineland-Palatinate, Saarland",Tenant,No,0.36160,97,290,0.30621,0.41700
2002,Baden-Wuerttemberg,Owner,Yes,0.87987,646,726,0.85620,0.90353
2002,Baden-Wuerttemberg,Owner,No,0.12013,80,726,0.09647,0.14380
2002,Baden-Wuerttemberg,Tenant,Yes,0.71488,489,694,0.68127,0.74850
2002,Baden-Wuerttemberg,Tenant,No,0.28512,205,694,0.25150,0.31873
2002,Bavaria,Owner,Yes,0.91394,890,956,0.89615,0.93172
2002,Bavaria,Owner,No,0.08606,66,956,0.06828,0.10385
2002,Bavaria,Tenant,Yes,0.71560,538,749,0.68327,0.74793
2002,Bavaria,Tenant,No,0.28440,211,749,0.25207,0.31673
2002,Berlin,Owner,Yes,0.91374,72,72,0.84843,0.97904
2002,Berlin,Tenant,Yes,0.68265,288,410,0.63754,0.72776
2002,Berlin,Tenant,No,0.31735,122,410,0.27224,0.36246
2002,Brandenburg,Owner,Yes,0.48798,108,191,0.41690,0.55905
2002,Brandenburg,Owner,No,0.51202,83,191,0.44095,0.58310
2002,Brandenburg,Tenant,Yes,0.57332,180,300,0.51726,0.62938
2002,Brandenburg,Tenant,No,0.42668,120,300,0.37062,0.48274
2002,Mecklenburg-Western Pomerania,Owner,Yes,0.62343,74,107,0.53119,0.71567
2002,Mecklenburg-Western Pomerania,Owner,No,0.37657,33,107,0.28433,0.46881
2002,Mecklenburg-Western Pomerania,Tenant,Yes,0.55322,99,166,0.47736,0.62908
2002,Mecklenburg-Western Pomerania,Tenant,No,0.44678,67,166,0.37092,0.52264
2002,Saxony,Owner,Yes,0.49918,168,313,0.44370,0.55466
2002,Saxony,Owner,No,0.50082,145,313,0.44534,0.55630
2002,Saxony,Tenant,Yes,0.52961,282,510,0.48625,0.57297
2002,Saxony,Tenant,No,0.47039,228,510,0.42703,0.51375
2002,Saxony-Anhalt,Owner,Yes,0.45329,113,219,0.38721,0.51938
2002,Saxony-Anhalt,Owner,No,0.54671,106,219,0.48062,0.61279
2002,Saxony-Anhalt,Tenant,Yes,0.53032,149,272,0.47090,0.58974
2002,Saxony-Anhalt,Tenant,No,0.46968,123,272,0.41026,0.52910
2002,Thuringa,Owner,Yes,0.48531,119,230,0.42058,0.55004
2002,Thuringa,Owner,No,0.51469,111,230,0.44996,0.57942
2002,Thuringa,Tenant,Yes,0.50554,134,245,0.44281,0.56827
2002,Thuringa,Tenant,No,0.49446,111,245,0.43173,0.55719
2003,Schleswig-Holstein,Owner,Yes,0.85910,200,200,0.81076,0.90744
2003,Schleswig-Holstein,Tenant,Yes,0.56726,91,151,0.48797,0.64655
2003,Schleswig-Holstein,Tenant,No,0.43274,60,151,0.35345,0.51203
2003,Hamburg,Tenant,Yes,0.57130,76,121,0.48275,0.65985
2003,Hamburg,Tenant,No,0.42870,45,121,0.34015,0.51725
2003,Lower Saxony,Owner,Yes,0.91207,518,568,0.88876,0.93538
2003,Lower Saxony,Owner,No,0.08793,50,568,0.06462,0.11124
2003,Lower Saxony,Tenant,Yes,0.72066,289,398,0.67653,0.76480
2003,Lower Saxony,Tenant,No,0.27934,109,398,0.23520,0.32347
2003,Bremen,Owner,Yes,0.92248,43,43,0.84161,1.00336
2003,Bremen,Tenant,Yes,0.69861,40,40,0.55459,0.84262
2003,North Rhine-Westphalia,Owner,Yes,0.91854,1060,1137,0.90263,0.93444
2003,North Rhine-Westphalia,Owner,No,0.08146,77,1137,0.06556,0.09737
2003,North Rhine-Westphalia,Tenant,Yes,0.69830,922,1313,0.67346,0.72314
2003,North Rhine-Westphalia,Tenant,No,0.30170,391,1313,0.27686,0.32654
2003,Hesse,Owner,Yes,0.85115,349,393,0.81592,0.88639
2003,Hesse,Owner,No,0.14885,44,393,0.11361,0.18408
2003,Hesse,Tenant,Yes,0.68125,278,394,0.63518,0.72732
2003,Hesse,Tenant,No,0.31875,116,394,0.27268,0.36482
2003,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83791,363,420,0.80263,0.87320
2003,"Rhineland-Palatinate, Saarland",Owner,No,0.16209,57,420,0.12680,0.19737
2003,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.64955,199,294,0.59492,0.70418
2003,"Rhineland-Palatinate, Saarland",Tenant,No,0.35045,95,294,0.29582,0.40508
2003,Baden-Wuerttemberg,Owner,Yes,0.88042,628,705,0.85645,0.90439
2003,Baden-Wuerttemberg,Owner,No,0.11958,77,705,0.09561,0.14355
2003,Baden-Wuerttemberg,Tenant,Yes,0.72795,481,664,0.69408,0.76183
2003,Baden-Wuerttemberg,Tenant,No,0.27205,183,664,0.23817,0.30592
2003,Bavaria,Owner,Yes,0.91380,848,908,0.89553,0.93206
2003,Bavaria,Owner,No,0.08620,60,908,0.06794,0.10447
2003,Bavaria,Tenant,Yes,0.72989,528,721,0.69745,0.76232
2003,Bavaria,Tenant,No,0.27011,193,721,0.23768,0.30255
2003,Berlin,Owner,Yes,0.91471,68,68,0.84783,0.98160
2003,Berlin,Tenant,Yes,0.68186,287,403,0.63633,0.72739
2003,Berlin,Tenant,No,0.31814,116,403,0.27261,0.36367
2003,Brandenburg,Owner,Yes,0.49943,115,200,0.42996,0.56890
2003,Brandenburg,Owner,No,0.50057,85,200,0.43110,0.57004
2003,Brandenburg,Tenant,Yes,0.61926,180,284,0.56268,0.67583
2003,Brandenburg,Tenant,No,0.38074,104,284,0.32417,0.43732
2003,Mecklenburg-Western Pomerania,Owner,Yes,0.69513,78,109,0.60831,0.78195
2003,Mecklenburg-Western Pomerania,Owner,No,0.30487,31,109,0.21805,0.39169
2003,Mecklenburg-Western Pomerania,Tenant,Yes,0.53945,96,163,0.46270,0.61621
2003,Mecklenburg-Western Pomerania,Tenant,No,0.46055,67,163,0.38379,0.53730
2003,Saxony,Owner,Yes,0.51004,167,309,0.45421,0.56587
2003,Saxony,Owner,No,0.48996,142,309,0.43413,0.54579
2003,Saxony,Tenant,Yes,0.53846,282,506,0.49498,0.58194
2003,Saxony,Tenant,No,0.46154,224,506,0.41806,0.50502
2003,Saxony-Anhalt,Owner,Yes,0.44261,109,216,0.37621,0.50900
2003,Saxony-Anhalt,Owner,No,0.55739,107,216,0.49100,0.62379
2003,Saxony-Anhalt,Tenant,Yes,0.57007,151,262,0.51001,0.63013
2003,Saxony-Anhalt,Tenant,No,0.42993,111,262,0.36987,0.48999
2003,Thuringa,Owner,Yes,0.49597,119,224,0.43035,0.56159
2003,Thuringa,Owner,No,0.50403,105,224,0.43841,0.56965
2003,Thuringa,Tenant,Yes,0.50629,131,242,0.44317,0.56941
2003,Thuringa,Tenant,No,0.49371,111,242,0.43059,0.55683
2004,Schleswig-Holstein,Owner,Yes,0.84417,195,195,0.79314,0.89521
2004,Schleswig-Holstein,Tenant,Yes,0.55746,90,148,0.47717,0.63775
2004,Schleswig-Holstein,Tenant,No,0.44254,58,148,0.36225,0.52283
2004,Hamburg,Tenant,Yes,0.63253,79,120,0.54590,0.71915
2004,Hamburg,Tenant,No,0.36747,41,120,0.28085,0.45410
2004,Lower Saxony,Owner,Yes,0.91667,523,570,0.89396,0.93938
2004,Lower Saxony,Owner,No,0.08333,47,570,0.06062,0.10604
2004,Lower Saxony,Tenant,Yes,0.71527,286,388,0.67031,0.76024
2004,Lower Saxony,Tenant,No,0.28473,102,388,0.23976,0.32969
2004,Bremen,Owner,Yes,0.92064,41,41,0.83687,1.00441
2004,Bremen,Tenant,Yes,0.73441,41,41,0.59754,0.87127
2004,North Rhine-Westphalia,Owner,Yes,0.92075,1044,1115,0.90489,0.93662
2004,North Rhine-Westphalia,Owner,No,0.07925,71,1115,0.06338,0.09511
2004,North Rhine-Westphalia,Tenant,Yes,0.70664,890,1261,0.68150,0.73178
2004,North Rhine-Westphalia,Tenant,No,0.29336,371,1261,0.26822,0.31850
2004,Hesse,Owner,Yes,0.87538,338,376,0.84195,0.90881
2004,Hesse,Owner,No,0.12462,38,376,0.09119,0.15805
2004,Hesse,Tenant,Yes,0.68237,277,387,0.63592,0.72881
2004,Hesse,Tenant,No,0.31763,110,387,0.27119,0.36408
2004,"Rhineland-Palatinate, Saarland",Owner,Yes,0.85818,354,404,0.82412,0.89224
2004,"Rhineland-Palatinate, Saarland",Owner,No,0.14182,50,404,0.10776,0.17588
2004,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.64102,196,290,0.58572,0.69633
2004,"Rhineland-Palatinate, Saarland",Tenant,No,0.35898,94,290,0.30367,0.41428
2004,Baden-Wuerttemberg,Owner,Yes,0.87843,611,688,0.85400,0.90287
2004,Baden-Wuerttemberg,Owner,No,0.12157,77,688,0.09713,0.14600
2004,Baden-Wuerttemberg,Tenant,Yes,0.73512,474,643,0.70099,0.76926
2004,Baden-Wuerttemberg,Tenant,No,0.26488,169,643,0.23074,0.29901
2004,Bavaria,Owner,Yes,0.90768,825,884,0.88859,0.92678
2004,Bavaria,Owner,No,0.09232,59,884,0.07322,0.11141
2004,Bavaria,Tenant,Yes,0.74806,532,697,0.71581,0.78032
2004,Bavaria,Tenant,No,0.25194,165,697,0.21968,0.28419
2004,Berlin,Owner,Yes,0.92712,73,73,0.86707,0.98716
2004,Berlin,Tenant,Yes,0.69648,284,390,0.65079,0.74217
2004,Berlin,Tenant,No,0.30352,106,390,0.25783,0.34921
2004,Brandenburg,Owner,Yes,0.51946,116,193,0.44879,0.59013
2004,Brandenburg,Owner,No,0.48054,77,193,0.40987,0.55121
2004,Brandenburg,Tenant,Yes,0.65222,187,281,0.59644,0.70801
2004,Brandenburg,Tenant,No,0.34778,94,281,0.29199,0.40356
2004,Mecklenburg-Western Pomerania,Owner,Yes,0.66487,80,113,0.57745,0.75229
2004,Mecklenburg-Western Pomerania,Owner,No,0.33513,33,113,0.24771,0.42255
2004,Mecklenburg-Western Pomerania,Tenant,Yes,0.53491,95,160,0.45738,0.61244
2004,Mecklenburg-Western Pomerania,Tenant,No,0.46509,65,160,0.38756,0.54262
2004,Saxony,Owner,Yes,0.52778,172,304,0.47157,0.58399
2004,Saxony,Owner,No,0.47222,132,304,0.41601,0.52843
2004,Saxony,Tenant,Yes,0.53103,268,489,0.48675,0.57531
2004,Saxony,Tenant,No,0.46897,221,489,0.42469,0.51325
2004,Saxony-Anhalt,Owner,Yes,0.46839,115,217,0.40184,0.53494
2004,Saxony-Anhalt,Owner,No,0.53161,102,217,0.46506,0.59816
2004,Saxony-Anhalt,Tenant,Yes,0.59932,146,251,0.53857,0.66007
2004,Saxony-Anhalt,Tenant,No,0.40068,105,251,0.33993,0.46143
2004,Thuringa,Owner,Yes,0.52008,125,225,0.45465,0.58551
2004,Thuringa,Owner,No,0.47992,100,225,0.41449,0.54535
2004,Thuringa,Tenant,Yes,0.49477,128,240,0.43138,0.55816
2004,Thuringa,Tenant,No,0.50523,112,240,0.44184,0.56862
2005,Schleswig-Holstein,Owner,Yes,0.92611,194,194,0.88921,0.96302
2005,Schleswig-Holstein,Tenant,Yes,0.65054,109,155,0.57523,0.72584
2005,Schleswig-Holstein,Tenant,No,0.34946,46,155,0.27416,0.42477
2005,Hamburg,Tenant,Yes,0.63013,87,130,0.54682,0.71344
2005,Hamburg,Tenant,No,0.36987,43,130,0.28656,0.45318
2005,Lower Saxony,Owner,Yes,0.91760,529,568,0.89497,0.94023
2005,Lower Saxony,Owner,No,0.08240,39,568,0.05977,0.10503
2005,Lower Saxony,Tenant,Yes,0.74047,276,377,0.69616,0.78478
2005,Lower Saxony,Tenant,No,0.25953,101,377,0.21522,0.30384
2005,Bremen,Owner,Yes,0.88968,36,36,0.78589,0.99347
2005,Bremen,Tenant,Yes,0.76297,36,36,0.62209,0.90386
2005,North Rhine-Westphalia,Owner,Yes,0.94354,1035,1087,0.92981,0.95727
2005,North Rhine-Westphalia,Owner,No,0.05646,52,1087,0.04273,0.07019
2005,North Rhine-Westphalia,Tenant,Yes,0.71339,900,1272,0.68853,0.73825
2005,North Rhine-Westphalia,Tenant,No,0.28661,372,1272,0.26175,0.31147
2005,Hesse,Owner,Yes,0.87764,335,370,0.84420,0.91107
2005,Hesse,Owner,No,0.12236,35,370,0.08893,0.15580
2005,Hesse,Tenant,Yes,0.70201,285,392,0.65668,0.74735
2005,Hesse,Tenant,No,0.29799,107,392,0.25265,0.34332
2005,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86120,342,385,0.82662,0.89578
2005,"Rhineland-Palatinate, Saarland",Owner,No,0.13880,43,385,0.10422,0.17338
2005,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.71509,209,290,0.66305,0.76713
2005,"Rhineland-Palatinate, Saarland",Tenant,No,0.28491,81,290,0.23287,0.33695
2005,Baden-Wuerttemberg,Owner,Yes,0.89232,606,672,0.86887,0.91578
2005,Baden-Wuerttemberg,Owner,No,0.10768,66,672,0.08422,0.13113
2005,Baden-Wuerttemberg,Tenant,Yes,0.74965,475,648,0.71627,0.78303
2005,Baden-Wuerttemberg,Tenant,No,0.25035,173,648,0.21697,0.28373
2005,Bavaria,Owner,Yes,0.92216,801,854,0.90418,0.94014
2005,Bavaria,Owner,No,0.07784,53,854,0.05986,0.09582
2005,Bavaria,Tenant,Yes,0.72933,519,698,0.69634,0.76231
2005,Bavaria,Tenant,No,0.27067,179,698,0.23769,0.30366
2005,Berlin,Owner,Yes,0.92623,73,73,0.86585,0.98661
2005,Berlin,Tenant,Yes,0.72158,280,379,0.67639,0.76677
2005,Berlin,Tenant,No,0.27842,99,379,0.23323,0.32361
2005,Brandenburg,Owner,Yes,0.61222,124,186,0.54201,0.68243
2005,Brandenburg,Owner,No,0.38778,62,186,0.31757,0.45799
2005,Brandenburg,Tenant,Yes,0.62875,186,284,0.57246,0.68504
2005,Brandenburg,Tenant,No,0.37125,98,284,0.31496,0.42754
2005,Mecklenburg-Western Pomerania,Owner,Yes,0.76665,91,91,0.67926,0.85403
2005,Mecklenburg-Western Pomerania,Tenant,Yes,0.57786,102,158,0.50060,0.65512
2005,Mecklenburg-Western Pomerania,Tenant,No,0.42214,56,158,0.34488,0.49940
2005,Saxony,Owner,Yes,0.52543,182,325,0.47105,0.57980
2005,Saxony,Owner,No,0.47457,143,325,0.42020,0.52895
2005,Saxony,Tenant,Yes,0.53628,272,484,0.49180,0.58075
2005,Saxony,Tenant,No,0.46372,212,484,0.41925,0.50820
2005,Saxony-Anhalt,Owner,Yes,0.48773,122,222,0.42183,0.55363
2005,Saxony-Anhalt,Owner,No,0.51227,100,222,0.44637,0.57817
2005,Saxony-Anhalt,Tenant,Yes,0.54770,134,247,0.48551,0.60990
2005,Saxony-Anhalt,Tenant,No,0.45230,113,247,0.39010,0.51449
2005,Thuringa,Owner,Yes,0.57769,135,230,0.51371,0.64166
2005,Thuringa,Owner,No,0.42231,95,230,0.35834,0.48629
2005,Thuringa,Tenant,Yes,0.53864,125,231,0.47421,0.60306
2005,Thuringa,Tenant,No,0.46136,106,231,0.39694,0.52579
2006,Schleswig-Holstein,Owner,Yes,0.89764,202,202,0.85574,0.93955
2006,Schleswig-Holstein,Tenant,Yes,0.67833,124,174,0.60872,0.74794
2006,Schleswig-Holstein,Tenant,No,0.32167,50,174,0.25206,0.39128
2006,Hamburg,Tenant,Yes,0.70604,110,146,0.63189,0.78020
2006,Hamburg,Tenant,No,0.29396,36,146,0.21980,0.36811
2006,Lower Saxony,Owner,Yes,0.90938,594,639,0.88710,0.93166
2006,Lower Saxony,Owner,No,0.09062,45,639,0.06834,0.11290
2006,Lower Saxony,Tenant,Yes,0.76778,331,434,0.72801,0.80755
2006,Lower Saxony,Tenant,No,0.23222,103,434,0.19245,0.27199
2006,Bremen,Owner,Yes,0.92326,34,34,0.83245,1.01408
2006,Bremen,Tenant,Yes,0.83361,46,46,0.72480,0.94243
2006,North Rhine-Westphalia,Owner,Yes,0.92713,1132,1204,0.91244,0.94182
2006,North Rhine-Westphalia,Owner,No,0.07287,72,1204,0.05818,0.08756
2006,North Rhine-Westphalia,Tenant,Yes,0.70836,942,1331,0.68394,0.73279
2006,North Rhine-Westphalia,Tenant,No,0.29164,389,1331,0.26721,0.31606
2006,Hesse,Owner,Yes,0.89024,387,425,0.86048,0.91999
2006,Hesse,Owner,No,0.10976,38,425,0.08001,0.13952
2006,Hesse,Tenant,Yes,0.69393,296,417,0.64964,0.73822
2006,Hesse,Tenant,No,0.30607,121,417,0.26178,0.35036
2006,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89153,374,408,0.86132,0.92175
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.10847,34,408,0.07825,0.13868
2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.67567,222,318,0.62414,0.72721
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.32433,96,318,0.27279,0.37586
2006,Baden-Wuerttemberg,Owner,Yes,0.89933,714,786,0.87828,0.92038
2006,Baden-Wuerttemberg,Owner,No,0.10067,72,786,0.07962,0.12172
2006,Baden-Wuerttemberg,Tenant,Yes,0.71622,493,686,0.68246,0.74999
2006,Baden-Wuerttemberg,Tenant,No,0.28378,193,686,0.25001,0.31754
2006,Bavaria,Owner,Yes,0.93781,921,971,0.92261,0.95301
2006,Bavaria,Owner,No,0.06219,50,971,0.04699,0.07739
2006,Bavaria,Tenant,Yes,0.72929,572,756,0.69759,0.76098
2006,Bavaria,Tenant,No,0.27071,184,756,0.23902,0.30241
2006,Berlin,Owner,Yes,0.84055,75,75,0.75714,0.92396
2006,Berlin,Tenant,Yes,0.70320,286,397,0.65821,0.74820
2006,Berlin,Tenant,No,0.29680,111,397,0.25180,0.34179
2006,Brandenburg,Owner,Yes,0.68356,156,217,0.62153,0.74558
2006,Brandenburg,Owner,No,0.31644,61,217,0.25442,0.37847
2006,Brandenburg,Tenant,Yes,0.63301,200,315,0.57970,0.68632
2006,Brandenburg,Tenant,No,0.36699,115,315,0.31368,0.42030
2006,Mecklenburg-Western Pomerania,Owner,Yes,0.78522,110,110,0.70813,0.86232
2006,Mecklenburg-Western Pomerania,Tenant,Yes,0.57797,104,166,0.50262,0.65333
2006,Mecklenburg-Western Pomerania,Tenant,No,0.42203,62,166,0.34667,0.49738
2006,Saxony,Owner,Yes,0.50503,189,343,0.45204,0.55802
2006,Saxony,Owner,No,0.49497,154,343,0.44198,0.54796
2006,Saxony,Tenant,Yes,0.55604,311,533,0.51382,0.59827
2006,Saxony,Tenant,No,0.44396,222,533,0.40173,0.48618
2006,Saxony-Anhalt,Owner,Yes,0.55983,131,222,0.49438,0.62528
2006,Saxony-Anhalt,Owner,No,0.44017,91,222,0.37472,0.50562
2006,Saxony-Anhalt,Tenant,Yes,0.55277,142,269,0.49324,0.61229
2006,Saxony-Anhalt,Tenant,No,0.44723,127,269,0.38771,0.50676
2006,Thuringa,Owner,Yes,0.64174,168,264,0.58379,0.69969
2006,Thuringa,Owner,No,0.35826,96,264,0.30031,0.41621
2006,Thuringa,Tenant,Yes,0.54761,143,250,0.48579,0.60944
2006,Thuringa,Tenant,No,0.45239,107,250,0.39056,0.51421
2007,Schleswig-Holstein,Owner,Yes,0.91103,179,179,0.86921,0.95286
2007,Schleswig-Holstein,Tenant,Yes,0.67893,115,168,0.60812,0.74974
2007,Schleswig-Holstein,Tenant,No,0.32107,53,168,0.25026,0.39188
2007,Hamburg,Owner,Yes,0.97495,46,46,0.92928,1.02061
2007,Hamburg,Tenant,Yes,0.74834,109,143,0.67696,0.81972
2007,Hamburg,Tenant,No,0.25166,34,143,0.18028,0.32304
2007,Lower Saxony,Owner,Yes,0.90200,546,594,0.87807,0.92593
2007,Lower Saxony,Owner,No,0.09800,48,594,0.07407,0.12193
2007,Lower Saxony,Tenant,Yes,0.77193,325,412,0.73136,0.81249
2007,Lower Saxony,Tenant,No,0.22807,87,412,0.18751,0.26864
2007,Bremen,Owner,Yes,0.90859,35,35,0.81171,1.00546
2007,Bremen,Tenant,Yes,0.77862,43,43,0.65306,0.90418
2007,North Rhine-Westphalia,Owner,Yes,0.93094,1055,1114,0.91604,0.94583
2007,North Rhine-Westphalia,Owner,No,0.06906,59,1114,0.05417,0.08396
2007,North Rhine-Westphalia,Tenant,Yes,0.73546,888,1223,0.71072,0.76019
2007,North Rhine-Westphalia,Tenant,No,0.26454,335,1223,0.23981,0.28928
2007,Hesse,Owner,Yes,0.90408,356,389,0.87478,0.93339
2007,Hesse,Owner,No,0.09592,33,389,0.06661,0.12522
2007,Hesse,Tenant,Yes,0.73172,296,392,0.68780,0.77564
2007,Hesse,Tenant,No,0.26828,96,392,0.22436,0.31220
2007,"Rhineland-Palatinate, Saarland",Owner,Yes,0.89809,352,352,0.86645,0.92974
2007,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.71032,201,280,0.65710,0.76355
2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.28968,79,280,0.23645,0.34290
2007,Baden-Wuerttemberg,Owner,Yes,0.90627,673,734,0.88518,0.92737
2007,Baden-Wuerttemberg,Owner,No,0.09373,61,734,0.07263,0.11482
2007,Baden-Wuerttemberg,Tenant,Yes,0.74332,451,616,0.70879,0.77784
2007,Baden-Wuerttemberg,Tenant,No,0.25668,165,616,0.22216,0.29121
2007,Bavaria,Owner,Yes,0.92605,876,927,0.90920,0.94291
2007,Bavaria,Owner,No,0.07395,51,927,0.05709,0.09080
2007,Bavaria,Tenant,Yes,0.74869,546,712,0.71680,0.78057
2007,Bavaria,Tenant,No,0.25131,166,712,0.21943,0.28320
2007,Berlin,Owner,Yes,0.90829,84,84,0.84620,0.97038
2007,Berlin,Tenant,Yes,0.72880,277,372,0.68356,0.77404
2007,Berlin,Tenant,No,0.27120,95,372,0.22596,0.31644
2007,Brandenburg,Owner,Yes,0.70369,143,192,0.63893,0.76845
2007,Brandenburg,Owner,No,0.29631,49,192,0.23155,0.36107
2007,Brandenburg,Tenant,Yes,0.60189,186,298,0.54622,0.65757
2007,Brandenburg,Tenant,No,0.39811,112,298,0.34243,0.45378
2007,Mecklenburg-Western Pomerania,Owner,Yes,0.82115,102,102,0.74641,0.89589
2007,Mecklenburg-Western Pomerania,Tenant,Yes,0.57123,96,154,0.49281,0.64965
2007,Mecklenburg-Western Pomerania,Tenant,No,0.42877,58,154,0.35035,0.50719
2007,Saxony,Owner,Yes,0.52994,192,326,0.47568,0.58420
2007,Saxony,Owner,No,0.47006,134,326,0.41580,0.52432
