"plh0012_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2017","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2017","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2017","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2017","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2017","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2017","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2017","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2017","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2017","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2017","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2017","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2017","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2017","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2017","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2017","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2017","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2017","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2017","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2017","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2017","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2017","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2017","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2017","Westdeutschland, alte Bundeslaender","331","0.0431120660283147","0.0389281612883994","0.04729597076823"
"AfD","2017","Ostdeutschland, neue Bundeslaender","181","0.116529913624766","0.102049136020497","0.131010691229035"
"CDU+/oder CSU/AfD","2017","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2017","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2017","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2018","Westdeutschland, alte Bundeslaender","2433","0.282692547338088","0.273522772558776","0.291862322117399"
"SPD","2018","Ostdeutschland, neue Bundeslaender","312","0.167375557375399","0.150602999737519","0.184148115013278"
"CDU","2018","Westdeutschland, alte Bundeslaender","2926","0.304282983347329","0.294913751981669","0.313652214712989"
"CDU","2018","Ostdeutschland, neue Bundeslaender","581","0.280252244140539","0.260073533806841","0.300430954474237"
"CSU","2018","Westdeutschland, alte Bundeslaender","613","0.0687482597798327","0.0635958164811912","0.0739007030784741"
"CSU","2018","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2018","Westdeutschland, alte Bundeslaender","470","0.0497863791483103","0.0453572870133113","0.0542154712833094"
"FDP","2018","Ostdeutschland, neue Bundeslaender","71","0.0393512088851998","0.0306156628553965","0.048086754915003"
"Buendnis90/Gruene","2018","Westdeutschland, alte Bundeslaender","1587","0.15518766266952","0.147814436808865","0.162560888530176"
"Buendnis90/Gruene","2018","Ostdeutschland, neue Bundeslaender","178","0.0897485830984224","0.0769068636074093","0.102590302589435"
"Die Linke","2018","Westdeutschland, alte Bundeslaender","524","0.0552544102585098","0.0506018744068217","0.0599069461101979"
"Die Linke","2018","Ostdeutschland, neue Bundeslaender","453","0.236301985307061","0.217215620832669","0.255388349781453"
"NPD/Republikaner/Die Rechte","2018","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","2018","Westdeutschland, alte Bundeslaender","140","0.0159719617113258","0.0134190741657554","0.0185248492568961"
"Andere","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2018","Westdeutschland, alte Bundeslaender","32","0.00324321831094762","0.0020854237391472","0.00440101288274804"
"SPD/Buendnis90/Gruene","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2018","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2018","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2018","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2018","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2018","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2018","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2018","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2018","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2018","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2018","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2018","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2018","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2018","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2018","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2018","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2018","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2018","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2018","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2018","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2018","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2018","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2018","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2018","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2018","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2018","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2018","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2018","Westdeutschland, alte Bundeslaender","478","0.0550899347600479","0.0504439242872178","0.059735945232878"
"AfD","2018","Ostdeutschland, neue Bundeslaender","241","0.155098972940499","0.138834646707987","0.171363299173011"
"CDU+/oder CSU/AfD","2018","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2018","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2018","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2019","Westdeutschland, alte Bundeslaender","1855","0.22536122883511","0.216834594083469","0.233887863586751"
"SPD","2019","Ostdeutschland, neue Bundeslaender","265","0.138576588717562","0.123724958932201","0.153428218502923"
"CDU","2019","Westdeutschland, alte Bundeslaender","2535","0.273625084108464","0.264527065579161","0.282723102637767"
"CDU","2019","Ostdeutschland, neue Bundeslaender","600","0.255871721803268","0.237115044939017","0.27462839866752"
"CSU","2019","Westdeutschland, alte Bundeslaender","643","0.0615920985661323","0.0566858813438688","0.0664983157883958"
"CSU","2019","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2019","Westdeutschland, alte Bundeslaender","563","0.0481939387749697","0.0438231593729058","0.0525647181770335"
"FDP","2019","Ostdeutschland, neue Bundeslaender","105","0.0370011664809817","0.0288870463222597","0.0451152866397037"
"Buendnis90/Gruene","2019","Westdeutschland, alte Bundeslaender","2401","0.238150387092887","0.229457806711185","0.24684296747459"
"Buendnis90/Gruene","2019","Ostdeutschland, neue Bundeslaender","309","0.136697175021169","0.121930517682806","0.151463832359533"
"Die Linke","2019","Westdeutschland, alte Bundeslaender","462","0.0548955683075544","0.050247237943846","0.0595438986712628"
"Die Linke","2019","Ostdeutschland, neue Bundeslaender","436","0.232203018235286","0.214052961919849","0.250353074550723"
"NPD/Republikaner/Die Rechte","2019","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","2019","Westdeutschland, alte Bundeslaender","219","0.0218174883239241","0.0188362220504514","0.0247987545973968"
"Andere","2019","Ostdeutschland, neue Bundeslaender","42","0.0191549879012994","0.0132629981694897","0.0250469776331092"
"SPD/Buendnis90/Gruene","2019","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2019","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2019","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2019","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2019","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2019","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2019","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2019","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2019","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","2019","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2019","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2019","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2019","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2019","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2019","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2019","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2019","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2019","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2019","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2019","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2019","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2019","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2019","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2019","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2019","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2019","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2019","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2019","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2019","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2019","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2019","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2019","Westdeutschland, alte Bundeslaender","460","0.0600304974884359","0.0551828470375875","0.0648781479392843"
"AfD","2019","Ostdeutschland, neue Bundeslaender","279","0.160957373051945","0.145160602983904","0.176754143119985"
"CDU+/oder CSU/AfD","2019","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2019","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2019","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2019","Ostdeutschland, neue Bundeslaender","","","",""
