"plh0012_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Gruene/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1995","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1995","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1995","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1995","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1995","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1995","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1995","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1995","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1995","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1995","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1995","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1995","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1995","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1995","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1995","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1996","Westdeutschland, alte Bundeslaender","1819","0.402628988314872","0.387826971868073","0.417431004761671"
"SPD","1996","Ostdeutschland, neue Bundeslaender","323","0.266347109290512","0.241733134684458","0.290961083896567"
"CDU","1996","Westdeutschland, alte Bundeslaender","1379","0.351504631715566","0.337094589410588","0.365914674020544"
"CDU","1996","Ostdeutschland, neue Bundeslaender","483","0.372594797142394","0.34567294784499","0.399516646439798"
"CSU","1996","Westdeutschland, alte Bundeslaender","346","0.0853514863604131","0.076918547507467","0.0937844252133592"
"CSU","1996","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1996","Westdeutschland, alte Bundeslaender","96","0.0285229462729262","0.023498829140959","0.0335470634048933"
"FDP","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","458","0.102815300788934","0.0936485358514324","0.111982065726436"
"Buendnis90/Gruene","1996","Ostdeutschland, neue Bundeslaender","118","0.0877944828433371","0.0720367984592064","0.103552167227468"
"Die Linke","1996","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1996","Ostdeutschland, neue Bundeslaender","253","0.217727138056809","0.194747253005632","0.240707023107986"
"NPD/Republikaner/Die Rechte","1996","Westdeutschland, alte Bundeslaender","53","0.0138975340739662","0.010364269274798","0.0174307988731344"
"NPD/Republikaner/Die Rechte","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1996","Westdeutschland, alte Bundeslaender","39","0.00937758309460048","0.00646856899111921","0.0122865971980817"
"Andere","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1996","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1996","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1996","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1996","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1996","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1996","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1996","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1996","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1996","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1996","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1996","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1996","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1996","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1996","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1996","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1996","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1996","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1996","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1996","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1996","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1996","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1996","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1996","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1997","Westdeutschland, alte Bundeslaender","1799","0.437497823382563","0.422037274825514","0.452958371939613"
"SPD","1997","Ostdeutschland, neue Bundeslaender","344","0.3121053734943","0.285005342077645","0.339205404910956"
"CDU","1997","Westdeutschland, alte Bundeslaender","1238","0.333607481246676","0.318912880385405","0.348302082107946"
"CDU","1997","Ostdeutschland, neue Bundeslaender","398","0.338931128928429","0.311246589958845","0.366615667898014"
"CSU","1997","Westdeutschland, alte Bundeslaender","299","0.0782010181687808","0.0698334518538267","0.086568584483735"
"CSU","1997","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1997","Westdeutschland, alte Bundeslaender","85","0.0257160507532004","0.0207829525830289","0.0306491489233719"
"FDP","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1997","Westdeutschland, alte Bundeslaender","410","0.0968388280675338","0.0876219840262623","0.106055672108805"
"Buendnis90/Gruene","1997","Ostdeutschland, neue Bundeslaender","80","0.0685098511035652","0.0537349746554934","0.083284727551637"
"Die Linke","1997","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1997","Ostdeutschland, neue Bundeslaender","220","0.199524128481098","0.176150289551697","0.2228979674105"
"NPD/Republikaner/Die Rechte","1997","Westdeutschland, alte Bundeslaender","66","0.0159179399819576","0.0120173173537484","0.0198185626101668"
"NPD/Republikaner/Die Rechte","1997","Ostdeutschland, neue Bundeslaender","33","0.0312090154119688","0.0210391948302873","0.0413788359936503"
"Andere","1997","Westdeutschland, alte Bundeslaender","37","0.00885468292703883","0.00593503811369608","0.0117743277403816"
"Andere","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1997","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1997","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1997","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1997","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1997","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1997","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1997","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1997","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1997","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1997","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1997","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1997","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1997","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1997","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1997","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1997","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1997","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1997","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1997","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1997","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1997","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1997","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1997","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1997","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1997","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1997","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1998","Westdeutschland, alte Bundeslaender","2248","0.46107893941372","0.446754472829426","0.475403405998014"
"SPD","1998","Ostdeutschland, neue Bundeslaender","410","0.344707493128171","0.317783220540794","0.371631765715548"
"CDU","1998","Westdeutschland, alte Bundeslaender","1345","0.307086627933351","0.293831065424531","0.320342190442171"
"CDU","1998","Ostdeutschland, neue Bundeslaender","355","0.288678511175663","0.263007604455329","0.314349417895998"
"CSU","1998","Westdeutschland, alte Bundeslaender","303","0.0657131033481937","0.058592867886418","0.0728333388099694"
"CSU","1998","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1998","Westdeutschland, alte Bundeslaender","108","0.0288774424784819","0.0240652319073862","0.0336896530495775"
"FDP","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1998","Westdeutschland, alte Bundeslaender","435","0.0883230864960113","0.0801688024558402","0.0964773705361824"
"Buendnis90/Gruene","1998","Ostdeutschland, neue Bundeslaender","99","0.0898723451543548","0.073670472717714","0.106074217590996"
"Die Linke","1998","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1998","Ostdeutschland, neue Bundeslaender","223","0.181236898088632","0.159414450585479","0.203059345591786"
"NPD/Republikaner/Die Rechte","1998","Westdeutschland, alte Bundeslaender","61","0.0159069290408299","0.0123115929292695","0.0195022651523904"
"NPD/Republikaner/Die Rechte","1998","Ostdeutschland, neue Bundeslaender","31","0.0220344540792578","0.0137184644191762","0.0303504437393395"
"Andere","1998","Westdeutschland, alte Bundeslaender","56","0.0133979360966425","0.0100941022441653","0.0167017699491197"
"Andere","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1998","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1998","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1998","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1998","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1998","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1998","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1998","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1998","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1998","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1998","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1998","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1998","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1998","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1998","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1998","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1998","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1998","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1998","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1998","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1998","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1998","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1998","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1998","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1998","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1998","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1998","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1999","Westdeutschland, alte Bundeslaender","2214","0.439649118027057","0.425644135696533","0.45365410035758"
"SPD","1999","Ostdeutschland, neue Bundeslaender","543","0.387622400466957","0.362527938340407","0.412716862593507"
"CDU","1999","Westdeutschland, alte Bundeslaender","1501","0.327297008726261","0.314057187234676","0.340536830217846"
"CDU","1999","Ostdeutschland, neue Bundeslaender","444","0.292516325247852","0.269084987938733","0.31594766255697"
"CSU","1999","Westdeutschland, alte Bundeslaender","409","0.0895721349023083","0.0815144799545118","0.0976297898501047"
"CSU","1999","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1999","Westdeutschland, alte Bundeslaender","111","0.0261361737504716","0.0216345462660177","0.0306378012349254"
"FDP","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1999","Westdeutschland, alte Bundeslaender","350","0.065131186701121","0.0581686216811554","0.0720937517210866"
"Buendnis90/Gruene","1999","Ostdeutschland, neue Bundeslaender","70","0.0479007297605919","0.0369011525851045","0.0589003069360793"
"Die Linke","1999","Westdeutschland, alte Bundeslaender","41","0.00856919334510784","0.00596843136379468","0.011169955326421"
"Die Linke","1999","Ostdeutschland, neue Bundeslaender","263","0.186684924272137","0.166614902421051","0.206754946123223"
"NPD/Republikaner/Die Rechte","1999","Westdeutschland, alte Bundeslaender","51","0.00801426864924373","0.00549842242015732","0.0105301148783301"
"NPD/Republikaner/Die Rechte","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1999","Westdeutschland, alte Bundeslaender","44","0.00931405393270635","0.00660363259633594","0.0120244752690768"
"Andere","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1999","Westdeutschland, alte Bundeslaender","45","0.00929466956272028","0.00658704366497285","0.0120022954604677"
"SPD/Buendnis90/Gruene","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1999","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1999","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1999","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1999","Westdeutschland, alte Bundeslaender","39","0.0114863549822897","0.0084797118502409","0.0144929981143385"
"CDU/CSU","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1999","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1999","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1999","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1999","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1999","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1999","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1999","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1999","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1999","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1999","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1999","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1999","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1999","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1999","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1999","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1999","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1999","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1999","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1999","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","1999","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","1999","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2000","Westdeutschland, alte Bundeslaender","3892","0.449051048927385","0.438499300563514","0.459602797291255"
"SPD","2000","Ostdeutschland, neue Bundeslaender","711","0.340329943879755","0.320306381164769","0.360353506594741"
"CDU","2000","Westdeutschland, alte Bundeslaender","2721","0.325179216251133","0.315241730870366","0.3351167016319"
"CDU","2000","Ostdeutschland, neue Bundeslaender","717","0.322157564476466","0.30240941392603","0.341905715026901"
"CSU","2000","Westdeutschland, alte Bundeslaender","692","0.0787131919190148","0.073000483261303","0.0844259005767267"
"CSU","2000","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2000","Westdeutschland, alte Bundeslaender","241","0.0322667771725945","0.0285181132354963","0.0360154411096926"
"FDP","2000","Ostdeutschland, neue Bundeslaender","39","0.0167115164670042","0.01129429871745","0.0221287342165584"
"Buendnis90/Gruene","2000","Westdeutschland, alte Bundeslaender","654","0.0743690360294765","0.0688031296001521","0.079934942458801"
"Buendnis90/Gruene","2000","Ostdeutschland, neue Bundeslaender","95","0.0411718176293045","0.0327753174555751","0.0495683178030338"
"Die Linke","2000","Westdeutschland, alte Bundeslaender","60","0.00647361592428062","0.00477230357323474","0.0081749282753265"
"Die Linke","2000","Ostdeutschland, neue Bundeslaender","470","0.22287020323237","0.20528284252243","0.240457563942311"
"NPD/Republikaner/Die Rechte","2000","Westdeutschland, alte Bundeslaender","74","0.00787857839164255","0.00600303450192658","0.00975412228135852"
"NPD/Republikaner/Die Rechte","2000","Ostdeutschland, neue Bundeslaender","48","0.0223366063911217","0.0160916248558608","0.0285815879263826"
"Andere","2000","Westdeutschland, alte Bundeslaender","83","0.00974090544315091","0.00765739840701351","0.0118244124792883"
"Andere","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","2000","Westdeutschland, alte Bundeslaender","54","0.00710014019101885","0.00531896320782352","0.00888131717421418"
"SPD/Buendnis90/Gruene","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","2000","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","2000","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2000","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","2000","Westdeutschland, alte Bundeslaender","34","0.00544299866800864","0.00388217140839624","0.00700382592762104"
"CDU/CSU","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","2000","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2000","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2000","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","2000","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2000","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2000","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","2000","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2000","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","2000","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","2000","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","2000","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","2000","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","2000","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","2000","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","2000","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","2000","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","2000","Westdeutschland, alte Bundeslaender","","","",""
"AfD","2000","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2000","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/AfD","2000","Westdeutschland, alte Bundeslaender","","","",""
"SPD/AfD","2000","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","2001","Westdeutschland, alte Bundeslaender","3465","0.453974324736349","0.442709515118011","0.465239134354687"
"SPD","2001","Ostdeutschland, neue Bundeslaender","609","0.334952474918691","0.313227107732056","0.356677842105326"
"CDU","2001","Westdeutschland, alte Bundeslaender","2314","0.313580814056264","0.303083670733685","0.324077957378843"
"CDU","2001","Ostdeutschland, neue Bundeslaender","599","0.322913158454851","0.301389591424861","0.344436725484841"
"CSU","2001","Westdeutschland, alte Bundeslaender","586","0.0794534082162622","0.0733344028901448","0.0855724135423796"
"CSU","2001","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","2001","Westdeutschland, alte Bundeslaender","254","0.0382814976545887","0.0339401943977986","0.0426228009113787"
"FDP","2001","Ostdeutschland, neue Bundeslaender","51","0.0263314350860433","0.0189610186262173","0.0337018515458692"
"Buendnis90/Gruene","2001","Westdeutschland, alte Bundeslaender","615","0.0755223656197035","0.0695439283684957","0.0815008028709113"
"Buendnis90/Gruene","2001","Ostdeutschland, neue Bundeslaender","84","0.0512296888445202","0.0410814520762425","0.0613779256127979"
