"plh0012_h","year","sex","n","percent","lower_confidence","upper_confidence"
"FDP","2000","weiblich","122","0.0299378850170724","0.0252571481926715","0.0346186218414733"
"Buendnis90/Gruene","2000","maennlich","329","0.0614329220665597","0.0551410296178382","0.0677248145152812"
"Buendnis90/Gruene","2000","weiblich","420","0.0778708760753286","0.070510715434503","0.0852310367161541"
"Die Linke","2000","maennlich","276","0.0407230945972413","0.0355441599985455","0.0459020291959371"
"Die Linke","2000","weiblich","254","0.0383817113748523","0.0331049504450576","0.0436584723046471"
"NPD/Republikaner/Die Rechte","2000","maennlich","84","0.0131963916349527","0.0102062551792396","0.0161865280906657"
"NPD/Republikaner/Die Rechte","2000","weiblich","38","0.00669899163614917","0.00445847047799757","0.00893951279430077"
"Andere","2000","maennlich","64","0.0110155044464483","0.00828058221053353","0.0137504266823631"
"Andere","2000","weiblich","47","0.00974377906293091","0.00704578246828356","0.0124417756575783"
"SPD/Buendnis90/Gruene","2000","maennlich","","","",""
"SPD/Buendnis90/Gruene","2000","weiblich","37","0.00839394128140103","0.0058880833640408","0.0108997991987612"
"SPD/CDU","2000","maennlich","","","",""
"SPD/CDU","2000","weiblich","","","",""
"SPD/FDP","2000","maennlich","","","",""
"SPD/FDP","2000","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2000","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2000","weiblich","","","",""
"CDU/CSU","2000","maennlich","","","",""
"CDU/CSU","2000","weiblich","","","",""
"CDU/FDP","2000","maennlich","","","",""
"CDU/FDP","2000","weiblich","","","",""
"CDU/Buendnis90/Gruene","2000","maennlich","","","",""
"CDU/Buendnis90/Gruene","2000","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2000","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2000","weiblich","","","",""
"SPD/Die Linke","2000","maennlich","","","",""
"SPD/Die Linke","2000","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2000","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2000","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2000","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2000","weiblich","","","",""
"CDU/Die Linke","2000","maennlich","","","",""
"CDU/Die Linke","2000","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2000","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2000","weiblich","","","",""
"CSU/FDP","2000","maennlich","","","",""
"CSU/FDP","2000","weiblich","","","",""
"Gruene/FDP","2000","maennlich","","","",""
"Gruene/FDP","2000","weiblich","","","",""
"FDP/Die Linke","2000","maennlich","","","",""
"FDP/Die Linke","2000","weiblich","","","",""
"FDP/NPD","2000","maennlich","","","",""
"FDP/NPD","2000","weiblich","","","",""
"Piratenpartei","2000","maennlich","","","",""
"Piratenpartei","2000","weiblich","","","",""
"AfD","2000","maennlich","","","",""
"AfD","2000","weiblich","","","",""
"CDU+/oder CSU/AfD","2000","maennlich","","","",""
"CDU+/oder CSU/AfD","2000","weiblich","","","",""
"SPD/AfD","2000","maennlich","","","",""
"SPD/AfD","2000","weiblich","","","",""
"SPD","2001","maennlich","2147","0.440550190633334","0.42665542831775","0.454444952948918"
"SPD","2001","weiblich","1927","0.43288176690044","0.418263274738261","0.447500259062619"
"CDU","2001","maennlich","1509","0.307439517010475","0.294524899195044","0.320354134825906"
"CDU","2001","weiblich","1404","0.323098294768675","0.309300449692122","0.336896139845229"
"CSU","2001","maennlich","351","0.0733272853543493","0.066031553700119","0.0806230170085797"
"CSU","2001","weiblich","243","0.0639184296884794","0.0567015241114545","0.0711353352655044"
"FDP","2001","maennlich","189","0.0422458886795756","0.0366160999421337","0.0478756774170174"
"FDP","2001","weiblich","116","0.0303569665940088","0.0252950352036182","0.0354188979843994"
"Buendnis90/Gruene","2001","maennlich","298","0.0622145907778374","0.055454216815696","0.0689749647399788"
"Buendnis90/Gruene","2001","weiblich","401","0.0827691003666105","0.0746397735573802","0.0908984271758408"
"Die Linke","2001","maennlich","229","0.0380021326219805","0.0326507759311969","0.043353489312764"
"Die Linke","2001","weiblich","204","0.0364457900502137","0.0309168371736402","0.0419747429267871"
"NPD/Republikaner/Die Rechte","2001","maennlich","74","0.0116535844195396","0.00864987982168557","0.0146572890173937"
"NPD/Republikaner/Die Rechte","2001","weiblich","","","",""
"Andere","2001","maennlich","49","0.00919459770670221","0.0065232316135184","0.011865963799886"
"Andere","2001","weiblich","41","0.0115327355457929","0.00838260581482251","0.0146828652767633"
"SPD/Buendnis90/Gruene","2001","maennlich","","","",""
"SPD/Buendnis90/Gruene","2001","weiblich","","","",""
"SPD/CDU","2001","maennlich","","","",""
"SPD/CDU","2001","weiblich","","","",""
"SPD/FDP","2001","maennlich","","","",""
"SPD/FDP","2001","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2001","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2001","weiblich","","","",""
"CDU/CSU","2001","maennlich","","","",""
"CDU/CSU","2001","weiblich","","","",""
"CDU/FDP","2001","maennlich","","","",""
"CDU/FDP","2001","weiblich","","","",""
"CDU/Buendnis90/Gruene","2001","maennlich","","","",""
"CDU/Buendnis90/Gruene","2001","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2001","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2001","weiblich","","","",""
"SPD/Die Linke","2001","maennlich","","","",""
"SPD/Die Linke","2001","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2001","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2001","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2001","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2001","weiblich","","","",""
"CDU/Die Linke","2001","maennlich","","","",""
"CDU/Die Linke","2001","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2001","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2001","weiblich","","","",""
"CSU/FDP","2001","maennlich","","","",""
"CSU/FDP","2001","weiblich","","","",""
"Gruene/FDP","2001","maennlich","","","",""
"Gruene/FDP","2001","weiblich","","","",""
"FDP/Die Linke","2001","maennlich","","","",""
"FDP/Die Linke","2001","weiblich","","","",""
"FDP/NPD","2001","maennlich","","","",""
"FDP/NPD","2001","weiblich","","","",""
"Piratenpartei","2001","maennlich","","","",""
"Piratenpartei","2001","weiblich","","","",""
"AfD","2001","maennlich","","","",""
"AfD","2001","weiblich","","","",""
"CDU+/oder CSU/AfD","2001","maennlich","","","",""
"CDU+/oder CSU/AfD","2001","weiblich","","","",""
"SPD/AfD","2001","maennlich","","","",""
"SPD/AfD","2001","weiblich","","","",""
"SPD","2002","maennlich","2227","0.415774534339251","0.402823252759747","0.428725815918754"
"SPD","2002","weiblich","2038","0.426022412370836","0.412220340622633","0.43982448411904"
"CDU","2002","maennlich","1743","0.306399027246507","0.294284900899861","0.318513153593153"
"CDU","2002","weiblich","1535","0.314982278553897","0.302017217885281","0.327947339222514"
"CSU","2002","maennlich","468","0.0836980225961218","0.076420719360154","0.0909753258320895"
"CSU","2002","weiblich","344","0.0758170657454207","0.068428790808117","0.0832053406827244"
"FDP","2002","maennlich","306","0.0488938877998793","0.0432271210999417","0.0545606544998169"
"FDP","2002","weiblich","178","0.0312665673255241","0.0264089551796183","0.0361241794714299"
"Buendnis90/Gruene","2002","maennlich","330","0.0571139781346732","0.0510158806150669","0.0632120756542796"
"Buendnis90/Gruene","2002","weiblich","426","0.0728072442927752","0.0655553260138474","0.080059162571703"
"Die Linke","2002","maennlich","284","0.0471119723803536","0.0415442170856566","0.0526797276750506"
"Die Linke","2002","weiblich","269","0.0483664073658896","0.0423783302237287","0.0543544845080506"
"NPD/Republikaner/Die Rechte","2002","maennlich","58","0.0116346717916908","0.00881674711428383","0.0144525964690979"
"NPD/Republikaner/Die Rechte","2002","weiblich","","","",""
"Andere","2002","maennlich","65","0.013602692465951","0.0105587815374958","0.0166466033944061"
"Andere","2002","weiblich","38","0.00824362630696091","0.00571990009677703","0.0107673525171448"
"SPD/Buendnis90/Gruene","2002","maennlich","","","",""
"SPD/Buendnis90/Gruene","2002","weiblich","31","0.00714016107047846","0.00479010315037501","0.00949021899058192"
"SPD/CDU","2002","maennlich","","","",""
"SPD/CDU","2002","weiblich","","","",""
"SPD/FDP","2002","maennlich","","","",""
"SPD/FDP","2002","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2002","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2002","weiblich","","","",""
"CDU/CSU","2002","maennlich","35","0.00754441199568279","0.00527056205755297","0.00981826193381262"
"CDU/CSU","2002","weiblich","30","0.00638772409004543","0.00416409606711791","0.00861135211297295"
"CDU/FDP","2002","maennlich","","","",""
"CDU/FDP","2002","weiblich","","","",""
"CDU/Buendnis90/Gruene","2002","maennlich","","","",""
"CDU/Buendnis90/Gruene","2002","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2002","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2002","weiblich","","","",""
"SPD/Die Linke","2002","maennlich","","","",""
"SPD/Die Linke","2002","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2002","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2002","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2002","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2002","weiblich","","","",""
"CDU/Die Linke","2002","maennlich","","","",""
"CDU/Die Linke","2002","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2002","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2002","weiblich","","","",""
"CSU/FDP","2002","maennlich","","","",""
"CSU/FDP","2002","weiblich","","","",""
"Gruene/FDP","2002","maennlich","","","",""
"Gruene/FDP","2002","weiblich","","","",""
"FDP/Die Linke","2002","maennlich","","","",""
"FDP/Die Linke","2002","weiblich","","","",""
"FDP/NPD","2002","maennlich","","","",""
"FDP/NPD","2002","weiblich","","","",""
"Piratenpartei","2002","maennlich","","","",""
"Piratenpartei","2002","weiblich","","","",""
"AfD","2002","maennlich","","","",""
"AfD","2002","weiblich","","","",""
"CDU+/oder CSU/AfD","2002","maennlich","","","",""
"CDU+/oder CSU/AfD","2002","weiblich","","","",""
"SPD/AfD","2002","maennlich","","","",""
"SPD/AfD","2002","weiblich","","","",""
"SPD","2003","maennlich","2015","0.380093675714841","0.367328863956622","0.39285848747306"
"SPD","2003","weiblich","1899","0.382783949878784","0.369477743491265","0.396090156266303"
"CDU","2003","maennlich","1968","0.345366662574872","0.332862767365384","0.357870557784359"
"CDU","2003","weiblich","1796","0.347125387323675","0.334093213338257","0.360157561309094"
"CSU","2003","maennlich","452","0.0740354745375713","0.0671501698086529","0.0809207792664896"
"CSU","2003","weiblich","351","0.0721915701554886","0.0651067114898382","0.079276428821139"
"FDP","2003","maennlich","273","0.0452870234220861","0.0398190126613792","0.050755034182793"
"FDP","2003","weiblich","151","0.0283384295677637","0.0237958327429182","0.0328810263926093"
"Buendnis90/Gruene","2003","maennlich","430","0.080054359181233","0.0729179517790381","0.0871907665834279"
"Buendnis90/Gruene","2003","weiblich","571","0.101728927700718","0.0934536089608706","0.110004246440566"
"Die Linke","2003","maennlich","202","0.0302400776449988","0.0257367906415706","0.034743364648427"
"Die Linke","2003","weiblich","184","0.0308396291328817","0.0261069050359891","0.0355723532297742"
"NPD/Republikaner/Die Rechte","2003","maennlich","49","0.00947444587464297","0.00692693638166025","0.0120219553676257"
"NPD/Republikaner/Die Rechte","2003","weiblich","","","",""
"Andere","2003","maennlich","54","0.00974399318509302","0.00716085114280488","0.0123271352273812"
"Andere","2003","weiblich","37","0.00828844301687361","0.0058065220078494","0.0107703640258978"
"SPD/Buendnis90/Gruene","2003","maennlich","","","",""
"SPD/Buendnis90/Gruene","2003","weiblich","56","0.0100308502269991","0.00730288711426782","0.0127588133397303"
"SPD/CDU","2003","maennlich","","","",""
"SPD/CDU","2003","weiblich","","","",""
"SPD/FDP","2003","maennlich","","","",""
"SPD/FDP","2003","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2003","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2003","weiblich","","","",""
"CDU/CSU","2003","maennlich","50","0.0120506060936482","0.00918129356764791","0.0149199186196484"
"CDU/CSU","2003","weiblich","39","0.0106856698396214","0.00787100417213807","0.0135003355071047"
"CDU/FDP","2003","maennlich","","","",""
"CDU/FDP","2003","weiblich","","","",""
"CDU/Buendnis90/Gruene","2003","maennlich","","","",""
"CDU/Buendnis90/Gruene","2003","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2003","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2003","weiblich","","","",""
"SPD/Die Linke","2003","maennlich","","","",""
"SPD/Die Linke","2003","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2003","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2003","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","weiblich","","","",""
"CDU/Die Linke","2003","maennlich","","","",""
"CDU/Die Linke","2003","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2003","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2003","weiblich","","","",""
"CSU/FDP","2003","maennlich","","","",""
"CSU/FDP","2003","weiblich","","","",""
"Gruene/FDP","2003","maennlich","","","",""
"Gruene/FDP","2003","weiblich","","","",""
"FDP/Die Linke","2003","maennlich","","","",""
"FDP/Die Linke","2003","weiblich","","","",""
"FDP/NPD","2003","maennlich","","","",""
"FDP/NPD","2003","weiblich","","","",""
"Piratenpartei","2003","maennlich","","","",""
"Piratenpartei","2003","weiblich","","","",""
"AfD","2003","maennlich","","","",""
"AfD","2003","weiblich","","","",""
"CDU+/oder CSU/AfD","2003","maennlich","","","",""
"CDU+/oder CSU/AfD","2003","weiblich","","","",""
"SPD/AfD","2003","maennlich","","","",""
"SPD/AfD","2003","weiblich","","","",""
"SPD","2004","maennlich","1616","0.356397926123783","0.342813612345605","0.369982239901962"
"SPD","2004","weiblich","1482","0.357993201245636","0.343637296666637","0.372349105824634"
"CDU","2004","maennlich","1715","0.348840619554551","0.335322428556819","0.362358810552284"
"CDU","2004","weiblich","1519","0.362955215771996","0.348556131848661","0.377354299695331"
"CSU","2004","maennlich","426","0.0869498839916198","0.0789581096132346","0.0949416583700049"
"CSU","2004","weiblich","321","0.0804862855309048","0.0723399291007282","0.0886326419610814"
"FDP","2004","maennlich","241","0.0467087303554834","0.0407236051213959","0.0526938555895708"
"FDP","2004","weiblich","142","0.0295745802074772","0.0245015933592304","0.0346475670557239"
"Buendnis90/Gruene","2004","maennlich","381","0.0808606034104494","0.0731280917654456","0.0885931150554531"
"Buendnis90/Gruene","2004","weiblich","497","0.100213479591858","0.091221482199912","0.109205476983804"
"Die Linke","2004","maennlich","219","0.040765332714047","0.0351565407522494","0.0463741246758447"
"Die Linke","2004","weiblich","200","0.0386600382687976","0.032887152052551","0.0444329244850443"
"NPD/Republikaner/Die Rechte","2004","maennlich","53","0.0133363496395748","0.0100827474337165","0.0165899518454331"
"NPD/Republikaner/Die Rechte","2004","weiblich","","","",""
"Andere","2004","maennlich","60","0.0122588114386917","0.0091377151477159","0.0153799077296676"
"Andere","2004","weiblich","32","0.00889782890148969","0.00608576879779964","0.0117098890051797"
"SPD/Buendnis90/Gruene","2004","maennlich","","","",""
"SPD/Buendnis90/Gruene","2004","weiblich","38","0.00799793952545491","0.00533065893259818","0.0106652201183116"
"SPD/CDU","2004","maennlich","","","",""
"SPD/CDU","2004","weiblich","","","",""
"SPD/FDP","2004","maennlich","","","",""
"SPD/FDP","2004","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","weiblich","","","",""
"CDU/CSU","2004","maennlich","","","",""
"CDU/CSU","2004","weiblich","","","",""
"CDU/FDP","2004","maennlich","","","",""
"CDU/FDP","2004","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","weiblich","","","",""
"SPD/Die Linke","2004","maennlich","","","",""
"SPD/Die Linke","2004","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","weiblich","","","",""
"CDU/Die Linke","2004","maennlich","","","",""
"CDU/Die Linke","2004","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","weiblich","","","",""
"CSU/FDP","2004","maennlich","","","",""
"CSU/FDP","2004","weiblich","","","",""
"Gruene/FDP","2004","maennlich","","","",""
"Gruene/FDP","2004","weiblich","","","",""
"FDP/Die Linke","2004","maennlich","","","",""
"FDP/Die Linke","2004","weiblich","","","",""
"FDP/NPD","2004","maennlich","","","",""
"FDP/NPD","2004","weiblich","","","",""
"Piratenpartei","2004","maennlich","","","",""
"Piratenpartei","2004","weiblich","","","",""
"AfD","2004","maennlich","","","",""
"AfD","2004","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","weiblich","","","",""
"SPD/AfD","2004","maennlich","","","",""
"SPD/AfD","2004","weiblich","","","",""
"SPD","2005","maennlich","1731","0.372774976451935","0.359080017449968","0.386469935453901"
"SPD","2005","weiblich","1566","0.377889633639344","0.363419432424574","0.392359834854115"
"CDU","2005","maennlich","1600","0.324504810638284","0.311244693138225","0.337764928138343"
"CDU","2005","weiblich","1433","0.328341404645234","0.314326328028712","0.342356481261756"
"CSU","2005","maennlich","398","0.0836627566647276","0.075820890485857","0.0915046228435983"
"CSU","2005","weiblich","275","0.0727856443508217","0.0650326172694168","0.0805386714322266"
"FDP","2005","maennlich","245","0.0434734976088938","0.0376980391112872","0.0492489561065005"
"FDP","2005","weiblich","140","0.0280778052217591","0.0231477056541348","0.0330079047893835"
"Buendnis90/Gruene","2005","maennlich","366","0.0847914353209484","0.0769017132666125","0.0926811573752844"
"Buendnis90/Gruene","2005","weiblich","536","0.116412565702192","0.106840998387056","0.125984133017328"
"Die Linke","2005","maennlich","231","0.0401538490097972","0.0345936533149521","0.0457140447046422"
"Die Linke","2005","weiblich","206","0.0386228239237562","0.0328720369842008","0.0443736108633117"
"NPD/Republikaner/Die Rechte","2005","maennlich","99","0.026658425335858","0.0220962123547728","0.0312206383169432"
"NPD/Republikaner/Die Rechte","2005","weiblich","30","0.00833539630766239","0.00562205832391734","0.0110487342914075"
"Andere","2005","maennlich","52","0.011511472471327","0.00849029019164355","0.0145326547510105"
"Andere","2005","weiblich","33","0.0107111737973387","0.0076390518783198","0.0137832957163577"
"SPD/Buendnis90/Gruene","2005","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","weiblich","50","0.00962198007060001","0.00670864065184109","0.0125353194893589"
"SPD/CDU","2005","maennlich","","","",""
"SPD/CDU","2005","weiblich","","","",""
"SPD/FDP","2005","maennlich","","","",""
"SPD/FDP","2005","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2005","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2005","weiblich","","","",""
"CDU/CSU","2005","maennlich","35","0.00742784673477206","0.00499598889879084","0.00985970457075328"
"CDU/CSU","2005","weiblich","","","",""
"CDU/FDP","2005","maennlich","","","",""
"CDU/FDP","2005","weiblich","","","",""
"CDU/Buendnis90/Gruene","2005","maennlich","","","",""
"CDU/Buendnis90/Gruene","2005","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2005","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2005","weiblich","","","",""
"SPD/Die Linke","2005","maennlich","","","",""
"SPD/Die Linke","2005","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2005","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2005","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2005","weiblich","","","",""
"CDU/Die Linke","2005","maennlich","","","",""
"CDU/Die Linke","2005","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2005","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2005","weiblich","","","",""
"CSU/FDP","2005","maennlich","","","",""
"CSU/FDP","2005","weiblich","","","",""
"Gruene/FDP","2005","maennlich","","","",""
"Gruene/FDP","2005","weiblich","","","",""
"FDP/Die Linke","2005","maennlich","","","",""
"FDP/Die Linke","2005","weiblich","","","",""
"FDP/NPD","2005","maennlich","","","",""
"FDP/NPD","2005","weiblich","","","",""
"Piratenpartei","2005","maennlich","","","",""
"Piratenpartei","2005","weiblich","","","",""
"AfD","2005","maennlich","","","",""
"AfD","2005","weiblich","","","",""
"CDU+/oder CSU/AfD","2005","maennlich","","","",""
"CDU+/oder CSU/AfD","2005","weiblich","","","",""
"SPD/AfD","2005","maennlich","","","",""
"SPD/AfD","2005","weiblich","","","",""
"SPD","2006","maennlich","1926","0.373004520839196","0.360089230640209","0.385919811038183"
"SPD","2006","weiblich","1885","0.382567286682701","0.369243002590571","0.395891570774831"
"CDU","2006","maennlich","1781","0.312990902499276","0.300606871862921","0.325374933135631"
"CDU","2006","weiblich","1780","0.343408254892292","0.330390136256754","0.356426373527831"
"CSU","2006","maennlich","404","0.0716674879617985","0.0647789383932774","0.0785560375303195"
"CSU","2006","weiblich","316","0.0657968482085049","0.0589998311492138","0.072593865267796"
"FDP","2006","maennlich","322","0.0596913001127282","0.053364186065982","0.0660184141594743"
"FDP","2006","weiblich","171","0.0287359966651827","0.0241558758978004","0.033316117432565"
"Buendnis90/Gruene","2006","maennlich","401","0.0749161318039422","0.0678855196133032","0.0819467439945812"
"Buendnis90/Gruene","2006","weiblich","541","0.0975131688830987","0.0893802353642803","0.105646102401917"
"Die Linke","2006","maennlich","336","0.0578280385252828","0.0515942906215273","0.0640617864290383"
"Die Linke","2006","weiblich","280","0.0510650527315664","0.0450300806765071","0.0571000247866257"
"NPD/Republikaner/Die Rechte","2006","maennlich","107","0.0266100106704301","0.0223118674909978","0.0309081538498625"
"NPD/Republikaner/Die Rechte","2006","weiblich","","","",""
"Andere","2006","maennlich","53","0.0101594754447827","0.0074813360740456","0.0128376148155199"
"Andere","2006","weiblich","39","0.00900669261861274","0.00641661259716439","0.0115967726400611"
"SPD/Buendnis90/Gruene","2006","maennlich","","","",""
"SPD/Buendnis90/Gruene","2006","weiblich","37","0.00899522142434508","0.00640677634919301","0.0115836664994972"
"SPD/CDU","2006","maennlich","","","",""
"SPD/CDU","2006","weiblich","","","",""
"SPD/FDP","2006","maennlich","","","",""
"SPD/FDP","2006","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2006","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2006","weiblich","","","",""
"CDU/CSU","2006","maennlich","","","",""
"CDU/CSU","2006","weiblich","","","",""
"CDU/FDP","2006","maennlich","","","",""
"CDU/FDP","2006","weiblich","","","",""
"CDU/Buendnis90/Gruene","2006","maennlich","","","",""
"CDU/Buendnis90/Gruene","2006","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2006","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2006","weiblich","","","",""
"SPD/Die Linke","2006","maennlich","","","",""
"SPD/Die Linke","2006","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2006","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2006","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2006","weiblich","","","",""
"CDU/Die Linke","2006","maennlich","","","",""
"CDU/Die Linke","2006","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2006","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2006","weiblich","","","",""
"CSU/FDP","2006","maennlich","","","",""
"CSU/FDP","2006","weiblich","","","",""
"Gruene/FDP","2006","maennlich","","","",""
"Gruene/FDP","2006","weiblich","","","",""
"FDP/Die Linke","2006","maennlich","","","",""
"FDP/Die Linke","2006","weiblich","","","",""
"FDP/NPD","2006","maennlich","","","",""
"FDP/NPD","2006","weiblich","","","",""
"Piratenpartei","2006","maennlich","","","",""
"Piratenpartei","2006","weiblich","","","",""
"AfD","2006","maennlich","","","",""
"AfD","2006","weiblich","","","",""
"CDU+/oder CSU/AfD","2006","maennlich","","","",""
"CDU+/oder CSU/AfD","2006","weiblich","","","",""
"SPD/AfD","2006","maennlich","","","",""
"SPD/AfD","2006","weiblich","","","",""
"SPD","2007","maennlich","1598","0.361258520145962","0.347385924315528","0.375131115976397"
"SPD","2007","weiblich","1546","0.381262407092744","0.366644701887412","0.395880112298077"
"CDU","2007","maennlich","1532","0.313413364199062","0.300016827051621","0.326809901346503"
"CDU","2007","weiblich","1373","0.313293669074607","0.299333994639028","0.327253343510186"
"CSU","2007","maennlich","341","0.076582126073589","0.0689023426620811","0.0842619094850969"
"CSU","2007","weiblich","284","0.0753255717551973","0.0673826625729908","0.0832684809374038"
"FDP","2007","maennlich","303","0.0565884642723396","0.0499157785664205","0.0632611499782586"
"FDP","2007","weiblich","149","0.0267900191752254","0.02193038313616","0.0316496552142909"
"Buendnis90/Gruene","2007","maennlich","356","0.0883686023590749","0.0801717945080369","0.096565410210113"
"Buendnis90/Gruene","2007","weiblich","514","0.115804888145909","0.106174330052699","0.125435446239118"
"Die Linke","2007","maennlich","298","0.0612608798334299","0.0543353947615932","0.0681863649052666"
"Die Linke","2007","weiblich","252","0.0551145907974391","0.0482464874777803","0.0619826941170978"
"NPD/Republikaner/Die Rechte","2007","maennlich","88","0.0216068652129112","0.0174079345428909","0.0258057958829314"
"NPD/Republikaner/Die Rechte","2007","weiblich","","","",""
"Andere","2007","maennlich","48","0.0100478938211268","0.00716764017718838","0.0129281474650653"
"Andere","2007","weiblich","30","0.00641933838015354","0.00401574690854963","0.00882292985175746"
"SPD/Buendnis90/Gruene","2007","maennlich","","","",""
"SPD/Buendnis90/Gruene","2007","weiblich","34","0.00925769301731512","0.00637534977709545","0.0121400362575348"
"SPD/CDU","2007","maennlich","","","",""
"SPD/CDU","2007","weiblich","","","",""
"SPD/FDP","2007","maennlich","","","",""
"SPD/FDP","2007","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2007","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2007","weiblich","","","",""
"CDU/CSU","2007","maennlich","","","",""
"CDU/CSU","2007","weiblich","","","",""
"CDU/FDP","2007","maennlich","","","",""
"CDU/FDP","2007","weiblich","","","",""
"CDU/Buendnis90/Gruene","2007","maennlich","","","",""
"CDU/Buendnis90/Gruene","2007","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2007","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2007","weiblich","","","",""
"SPD/Die Linke","2007","maennlich","","","",""
"SPD/Die Linke","2007","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2007","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2007","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2007","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2007","weiblich","","","",""
"CDU/Die Linke","2007","maennlich","","","",""
"CDU/Die Linke","2007","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2007","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2007","weiblich","","","",""
"CSU/FDP","2007","maennlich","","","",""
"CSU/FDP","2007","weiblich","","","",""
"Gruene/FDP","2007","maennlich","","","",""
"Gruene/FDP","2007","weiblich","","","",""
