"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Buendnis90/Gruene/Die Linke","2009","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2009","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2009","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2009","66 und älter","weiblich","","","",""
"SPD/Die Linke","2009","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2009","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2009","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2009","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2009","66 und älter","maennlich","","","",""
"SPD/Die Linke","2009","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2009","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2009","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2009","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2009","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2009","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2009","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","66 und älter","weiblich","","","",""
"CDU/Die Linke","2009","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2009","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2009","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2009","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2009","66 und älter","maennlich","","","",""
"CDU/Die Linke","2009","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2009","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2009","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2009","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2009","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2009","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2009","66 und älter","weiblich","","","",""
"CSU/FDP","2009","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2009","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2009","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2009","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2009","66 und älter","maennlich","","","",""
"CSU/FDP","2009","66 und älter","weiblich","","","",""
"Gruene/FDP","2009","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2009","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2009","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2009","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2009","66 und älter","maennlich","","","",""
"Gruene/FDP","2009","66 und älter","weiblich","","","",""
"FDP/Die Linke","2009","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2009","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2009","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2009","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2009","66 und älter","maennlich","","","",""
"FDP/Die Linke","2009","66 und älter","weiblich","","","",""
"FDP/NPD","2009","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2009","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2009","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2009","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2009","66 und älter","maennlich","","","",""
"FDP/NPD","2009","66 und älter","weiblich","","","",""
"Piratenpartei","2009","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","2009","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2009","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","2009","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2009","66 und älter","maennlich","","","",""
"Piratenpartei","2009","66 und älter","weiblich","","","",""
"AfD","2009","16-34 Jahre alt","maennlich","","","",""
"AfD","2009","16-34 Jahre alt","weiblich","","","",""
"AfD","2009","35-65 Jahre alt","maennlich","","","",""
"AfD","2009","35-65 Jahre alt","weiblich","","","",""
"AfD","2009","66 und älter","maennlich","","","",""
"AfD","2009","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2009","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2009","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2009","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2009","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2009","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2009","66 und älter","weiblich","","","",""
"SPD/AfD","2009","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2009","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2009","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2009","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2009","66 und älter","maennlich","","","",""
"SPD/AfD","2009","66 und älter","weiblich","","","",""
"SPD","2010","16-34 Jahre alt","maennlich","288","0.27933081680057","0.252205542765321","0.306456090835819"
"SPD","2010","16-34 Jahre alt","weiblich","331","0.247793712990737","0.223587541308526","0.271999884672947"
"SPD","2010","35-65 Jahre alt","maennlich","910","0.311554910184234","0.29532497922682","0.327784841141647"
"SPD","2010","35-65 Jahre alt","weiblich","890","0.313182234926378","0.297009160036636","0.329355309816121"
"SPD","2010","66 und älter","maennlich","415","0.363274319244452","0.336612694194498","0.389935944294405"
"SPD","2010","66 und älter","weiblich","408","0.350703432560671","0.323893583822556","0.377513281298786"
"CDU","2010","16-34 Jahre alt","maennlich","272","0.266275933849448","0.239553311551802","0.292998556147093"
"CDU","2010","16-34 Jahre alt","weiblich","313","0.252957632440546","0.228584631880673","0.277330633000418"
"CDU","2010","35-65 Jahre alt","maennlich","984","0.301207048760658","0.285129436819633","0.317284660701684"
"CDU","2010","35-65 Jahre alt","weiblich","925","0.291077077072305","0.275236288758323","0.306917865386286"
"CDU","2010","66 und älter","maennlich","486","0.386246198270133","0.359254992192702","0.413237404347564"
"CDU","2010","66 und älter","weiblich","516","0.421263012232941","0.393522141661961","0.449003882803921"
"CSU","2010","16-34 Jahre alt","maennlich","52","0.0289054260591791","0.0187764117578059","0.0390344403605523"
"CSU","2010","16-34 Jahre alt","weiblich","59","0.0433355432266514","0.0319195308761744","0.0547515555771283"
"CSU","2010","35-65 Jahre alt","maennlich","204","0.0571904065596339","0.0490529570434618","0.065327856075806"
"CSU","2010","35-65 Jahre alt","weiblich","167","0.0440898182265529","0.0369308410811046","0.0512487953720012"
"CSU","2010","66 und älter","maennlich","95","0.072680997215218","0.058289098201086","0.08707289622935"
"CSU","2010","66 und älter","weiblich","81","0.0702054933582064","0.0558511993368854","0.0845597873795274"
"FDP","2010","16-34 Jahre alt","maennlich","111","0.0963033398677951","0.0784681085604255","0.114138571175165"
"FDP","2010","16-34 Jahre alt","weiblich","93","0.0745449381751331","0.0598184485728485","0.0892714277774177"
"FDP","2010","35-65 Jahre alt","maennlich","226","0.055148097461536","0.0471486156185347","0.0631475793045372"
"FDP","2010","35-65 Jahre alt","weiblich","163","0.0498217456062864","0.0422344799320389","0.0574090112805338"
"FDP","2010","66 und älter","maennlich","65","0.0463282705498513","0.0346758652274285","0.0579806758722741"
"FDP","2010","66 und älter","weiblich","52","0.0392834218313064","0.0283688903049499","0.0501979533576628"
"Buendnis90/Gruene","2010","16-34 Jahre alt","maennlich","150","0.147328718480505","0.125900737284991","0.168756699676018"
"Buendnis90/Gruene","2010","16-34 Jahre alt","weiblich","247","0.228919972550337","0.20536383629566","0.252476108805013"
"Buendnis90/Gruene","2010","35-65 Jahre alt","maennlich","439","0.126277400410375","0.114637096483277","0.137917704337472"
"Buendnis90/Gruene","2010","35-65 Jahre alt","weiblich","679","0.182983598705087","0.169500343715434","0.19646685369474"
"Buendnis90/Gruene","2010","66 und älter","maennlich","48","0.0328879380897114","0.0230012733443895","0.0427746028350333"
"Buendnis90/Gruene","2010","66 und älter","weiblich","54","0.0425990440925474","0.0312528644036034","0.0539452237814915"
"Die Linke","2010","16-34 Jahre alt","maennlich","73","0.0734119310263115","0.0576440472966038","0.0891798147560192"
"Die Linke","2010","16-34 Jahre alt","weiblich","111","0.0858802710612183","0.0701708300285224","0.101589712093914"
"Die Linke","2010","35-65 Jahre alt","maennlich","253","0.0937898434989298","0.0835732271061427","0.104006459891717"
"Die Linke","2010","35-65 Jahre alt","weiblich","242","0.0863629144236208","0.0765674781670843","0.0961583506801574"
"Die Linke","2010","66 und älter","maennlich","113","0.0697493215270289","0.0556283988165461","0.0838702442375118"
"Die Linke","2010","66 und älter","weiblich","89","0.0576043569040645","0.0445141321594687","0.0706945816486603"
"NPD/Republikaner/Die Rechte","2010","16-34 Jahre alt","maennlich","56","0.0482228077069351","0.035270694662557","0.0611749207513132"
"NPD/Republikaner/Die Rechte","2010","16-34 Jahre alt","weiblich","32","0.0271140955953961","0.0180078154854913","0.0362203757053009"
"NPD/Republikaner/Die Rechte","2010","35-65 Jahre alt","maennlich","50","0.0233058354673304","0.0180186279862574","0.0285930429484035"
"NPD/Republikaner/Die Rechte","2010","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2010","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2010","66 und älter","weiblich","","","",""
"Andere","2010","16-34 Jahre alt","maennlich","32","0.0399570420013383","0.0281160324543555","0.0517980515483212"
"Andere","2010","16-34 Jahre alt","weiblich","","","",""
"Andere","2010","35-65 Jahre alt","maennlich","31","0.0100138960818542","0.00652465635706838","0.0135031358066401"
"Andere","2010","35-65 Jahre alt","weiblich","","","",""
"Andere","2010","66 und älter","maennlich","","","",""
"Andere","2010","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2010","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2010","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2010","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2010","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2010","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2010","66 und älter","weiblich","","","",""
"SPD/CDU","2010","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2010","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","2010","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2010","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2010","66 und älter","maennlich","","","",""
"SPD/CDU","2010","66 und älter","weiblich","","","",""
"SPD/FDP","2010","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2010","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2010","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2010","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2010","66 und älter","maennlich","","","",""
"SPD/FDP","2010","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2010","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2010","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2010","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2010","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2010","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2010","66 und älter","weiblich","","","",""
"CDU/CSU","2010","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2010","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2010","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2010","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2010","66 und älter","maennlich","","","",""
"CDU/CSU","2010","66 und älter","weiblich","","","",""
"CDU/FDP","2010","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2010","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2010","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2010","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2010","66 und älter","maennlich","","","",""
"CDU/FDP","2010","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2010","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2010","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2010","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2010","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2010","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2010","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2010","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2010","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2010","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2010","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2010","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2010","66 und älter","weiblich","","","",""
"SPD/Die Linke","2010","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2010","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2010","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2010","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2010","66 und älter","maennlich","","","",""
"SPD/Die Linke","2010","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2010","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2010","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2010","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2010","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2010","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2010","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","66 und älter","weiblich","","","",""
"CDU/Die Linke","2010","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2010","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2010","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2010","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2010","66 und älter","maennlich","","","",""
"CDU/Die Linke","2010","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2010","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2010","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2010","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2010","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2010","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2010","66 und älter","weiblich","","","",""
"CSU/FDP","2010","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2010","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2010","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2010","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2010","66 und älter","maennlich","","","",""
"CSU/FDP","2010","66 und älter","weiblich","","","",""
"Gruene/FDP","2010","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2010","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2010","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2010","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2010","66 und älter","maennlich","","","",""
"Gruene/FDP","2010","66 und älter","weiblich","","","",""
"FDP/Die Linke","2010","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2010","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2010","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2010","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2010","66 und älter","maennlich","","","",""
"FDP/Die Linke","2010","66 und älter","weiblich","","","",""
"FDP/NPD","2010","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2010","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2010","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2010","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2010","66 und älter","maennlich","","","",""
"FDP/NPD","2010","66 und älter","weiblich","","","",""
"Piratenpartei","2010","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","2010","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2010","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","2010","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2010","66 und älter","maennlich","","","",""
"Piratenpartei","2010","66 und älter","weiblich","","","",""
"AfD","2010","16-34 Jahre alt","maennlich","","","",""
"AfD","2010","16-34 Jahre alt","weiblich","","","",""
"AfD","2010","35-65 Jahre alt","maennlich","","","",""
"AfD","2010","35-65 Jahre alt","weiblich","","","",""
"AfD","2010","66 und älter","maennlich","","","",""
"AfD","2010","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2010","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2010","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2010","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2010","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2010","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2010","66 und älter","weiblich","","","",""
"SPD/AfD","2010","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2010","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2010","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2010","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2010","66 und älter","maennlich","","","",""
"SPD/AfD","2010","66 und älter","weiblich","","","",""
"SPD","2011","16-34 Jahre alt","maennlich","201","0.288123001892659","0.255224672317756","0.321021331467562"
"SPD","2011","16-34 Jahre alt","weiblich","160","0.2573321552041","0.224784042381622","0.289880268026578"
"SPD","2011","35-65 Jahre alt","maennlich","757","0.316729626168475","0.29845383099637","0.33500542134058"
"SPD","2011","35-65 Jahre alt","weiblich","702","0.316590708933865","0.297675418753681","0.33550599911405"
"SPD","2011","66 und älter","maennlich","513","0.367870171876414","0.343442188243886","0.392298155508942"
"SPD","2011","66 und älter","weiblich","499","0.376234251591938","0.350830970436364","0.401637532747512"
"CDU","2011","16-34 Jahre alt","maennlich","195","0.26267368224607","0.230705308033357","0.294642056458782"
"CDU","2011","16-34 Jahre alt","weiblich","172","0.213979301838301","0.183445256366998","0.244513347309604"
"CDU","2011","35-65 Jahre alt","maennlich","743","0.283158680904693","0.265459136068572","0.300858225740815"
"CDU","2011","35-65 Jahre alt","weiblich","653","0.280925315282934","0.262648272671635","0.299202357894233"
"CDU","2011","66 und älter","maennlich","584","0.390525261634821","0.365811456860544","0.415239066409097"
"CDU","2011","66 und älter","weiblich","557","0.399383816128054","0.373700941350043","0.425066690906066"
"CSU","2011","16-34 Jahre alt","maennlich","39","0.0484336279082496","0.0328389846332099","0.0640282711832893"
"CSU","2011","16-34 Jahre alt","weiblich","","","",""
"CSU","2011","35-65 Jahre alt","maennlich","174","0.0583581491747382","0.0491487929153454","0.0675675054341309"
"CSU","2011","35-65 Jahre alt","weiblich","123","0.0443774311306593","0.0360031456029151","0.0527517166584035"
"CSU","2011","66 und älter","maennlich","138","0.086722743661855","0.0724665030483503","0.10097898427536"
"CSU","2011","66 und älter","weiblich","124","0.0911188374982549","0.0760282021709249","0.106209472825585"
"FDP","2011","16-34 Jahre alt","maennlich","33","0.0362934732878057","0.0227081784698255","0.0498787681057859"
"FDP","2011","16-34 Jahre alt","weiblich","","","",""
"FDP","2011","35-65 Jahre alt","maennlich","110","0.0310394227127582","0.0242263109314718","0.0378525344940446"
"FDP","2011","35-65 Jahre alt","weiblich","53","0.0191025735742002","0.0135360862532955","0.0246690608951048"
"FDP","2011","66 und älter","maennlich","49","0.0288377341549898","0.0203603149836495","0.03731515332633"
"FDP","2011","66 und älter","weiblich","34","0.0194811820219713","0.0122337273709165","0.0267286366730262"
"Buendnis90/Gruene","2011","16-34 Jahre alt","maennlich","147","0.211263366742504","0.181610921964823","0.240915811520186"
"Buendnis90/Gruene","2011","16-34 Jahre alt","weiblich","224","0.334349887667464","0.299225798634095","0.369473976700833"
"Buendnis90/Gruene","2011","35-65 Jahre alt","maennlich","415","0.176128578973476","0.161163456434708","0.191093701512244"
"Buendnis90/Gruene","2011","35-65 Jahre alt","weiblich","575","0.237973285980288","0.220656284738663","0.255290287221913"
"Buendnis90/Gruene","2011","66 und älter","maennlich","73","0.038817017675964","0.0290322321656024","0.0486018031863256"
"Buendnis90/Gruene","2011","66 und älter","weiblich","94","0.0609692238059431","0.0484220725301095","0.0735163750817768"
"Die Linke","2011","16-34 Jahre alt","maennlich","41","0.0501995244455205","0.0343378732913282","0.0660611755997129"
"Die Linke","2011","16-34 Jahre alt","weiblich","41","0.0572365372348421","0.0399415788693069","0.0745314956003773"
"Die Linke","2011","35-65 Jahre alt","maennlich","179","0.0708612562117733","0.0607807961979332","0.0809417162256133"
"Die Linke","2011","35-65 Jahre alt","weiblich","144","0.0679811964910423","0.0577451977143492","0.0782171952677353"
"Die Linke","2011","66 und älter","maennlich","103","0.0540865520855069","0.0426285858219108","0.0655445183491031"
"Die Linke","2011","66 und älter","weiblich","76","0.0414114280351618","0.0309635976118555","0.0518592584584682"
"NPD/Republikaner/Die Rechte","2011","16-34 Jahre alt","maennlich","33","0.0421269451441775","0.0275348933238458","0.0567189969645091"
"NPD/Republikaner/Die Rechte","2011","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2011","35-65 Jahre alt","maennlich","45","0.0223617164387496","0.0165530383272846","0.0281703945502145"
"NPD/Republikaner/Die Rechte","2011","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2011","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2011","66 und älter","weiblich","","","",""
"Andere","2011","16-34 Jahre alt","maennlich","","","",""
"Andere","2011","16-34 Jahre alt","weiblich","","","",""
"Andere","2011","35-65 Jahre alt","maennlich","33","0.0177065084509151","0.0125253993025187","0.0228876175993115"
"Andere","2011","35-65 Jahre alt","weiblich","","","",""
"Andere","2011","66 und älter","maennlich","","","",""
"Andere","2011","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2011","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2011","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2011","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2011","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2011","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2011","66 und älter","weiblich","","","",""
"SPD/CDU","2011","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2011","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","2011","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2011","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2011","66 und älter","maennlich","","","",""
"SPD/CDU","2011","66 und älter","weiblich","","","",""
"SPD/FDP","2011","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2011","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2011","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2011","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2011","66 und älter","maennlich","","","",""
"SPD/FDP","2011","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2011","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2011","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2011","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2011","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2011","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2011","66 und älter","weiblich","","","",""
"CDU/CSU","2011","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2011","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2011","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2011","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2011","66 und älter","maennlich","","","",""
"CDU/CSU","2011","66 und älter","weiblich","","","",""
"CDU/FDP","2011","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2011","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2011","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2011","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2011","66 und älter","maennlich","","","",""
"CDU/FDP","2011","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2011","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2011","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2011","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2011","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2011","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2011","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2011","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2011","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2011","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2011","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2011","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2011","66 und älter","weiblich","","","",""
"SPD/Die Linke","2011","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2011","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2011","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2011","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2011","66 und älter","maennlich","","","",""
"SPD/Die Linke","2011","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2011","16-34 Jahre alt","maennlich","","","",""
