"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Gruene/DVU(Rep/NPD)","2011","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2011","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2011","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2011","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2011","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","66 und älter","weiblich","","","",""
"CDU/Die Linke","2011","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2011","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2011","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2011","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2011","66 und älter","maennlich","","","",""
"CDU/Die Linke","2011","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2011","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2011","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2011","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2011","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2011","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2011","66 und älter","weiblich","","","",""
"CSU/FDP","2011","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2011","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2011","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2011","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2011","66 und älter","maennlich","","","",""
"CSU/FDP","2011","66 und älter","weiblich","","","",""
"Gruene/FDP","2011","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2011","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2011","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2011","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2011","66 und älter","maennlich","","","",""
"Gruene/FDP","2011","66 und älter","weiblich","","","",""
"FDP/Die Linke","2011","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2011","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2011","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2011","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2011","66 und älter","maennlich","","","",""
"FDP/Die Linke","2011","66 und älter","weiblich","","","",""
"FDP/NPD","2011","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2011","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2011","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2011","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2011","66 und älter","maennlich","","","",""
"FDP/NPD","2011","66 und älter","weiblich","","","",""
"Piratenpartei","2011","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","2011","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2011","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","2011","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2011","66 und älter","maennlich","","","",""
"Piratenpartei","2011","66 und älter","weiblich","","","",""
"AfD","2011","16-34 Jahre alt","maennlich","","","",""
"AfD","2011","16-34 Jahre alt","weiblich","","","",""
"AfD","2011","35-65 Jahre alt","maennlich","","","",""
"AfD","2011","35-65 Jahre alt","weiblich","","","",""
"AfD","2011","66 und älter","maennlich","","","",""
"AfD","2011","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2011","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2011","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2011","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2011","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2011","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2011","66 und älter","weiblich","","","",""
"SPD/AfD","2011","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2011","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2011","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2011","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2011","66 und älter","maennlich","","","",""
"SPD/AfD","2011","66 und älter","weiblich","","","",""
"SPD","2012","16-34 Jahre alt","maennlich","172","0.247318839663743","0.215102766486828","0.279534912840657"
"SPD","2012","16-34 Jahre alt","weiblich","159","0.289742453522014","0.254760357534864","0.324724549509164"
"SPD","2012","35-65 Jahre alt","maennlich","766","0.333107593470811","0.314171963199693","0.35204322374193"
"SPD","2012","35-65 Jahre alt","weiblich","729","0.327453221630295","0.308049616101317","0.346856827159274"
"SPD","2012","66 und älter","maennlich","555","0.375596366219969","0.351432939145151","0.399759793294788"
"SPD","2012","66 und älter","weiblich","485","0.348392876108386","0.323407986620078","0.373377765596695"
"CDU","2012","16-34 Jahre alt","maennlich","181","0.267138480879323","0.234100182942556","0.300176778816089"
"CDU","2012","16-34 Jahre alt","weiblich","170","0.23311201239945","0.200507318571479","0.265716706227421"
"CDU","2012","35-65 Jahre alt","maennlich","695","0.270882562666445","0.253028013869512","0.288737111463378"
"CDU","2012","35-65 Jahre alt","weiblich","652","0.294263527003392","0.275421134157265","0.313105919849519"
"CDU","2012","66 und älter","maennlich","598","0.401424333644241","0.376966020311952","0.425882646976529"
"CDU","2012","66 und älter","weiblich","574","0.423817675742152","0.397904574832275","0.449730776652029"
"CSU","2012","16-34 Jahre alt","maennlich","40","0.0369373665431519","0.0228542520199784","0.0510204810663254"
"CSU","2012","16-34 Jahre alt","weiblich","","","",""
"CSU","2012","35-65 Jahre alt","maennlich","170","0.0654395106297081","0.055504156713629","0.0753748645457872"
"CSU","2012","35-65 Jahre alt","weiblich","108","0.0398920635140497","0.0318001760262516","0.0479839510018478"
"CSU","2012","66 und älter","maennlich","150","0.0901113169722986","0.0758240576284875","0.10439857631611"
"CSU","2012","66 und älter","weiblich","124","0.0836849899343018","0.0691640050795873","0.0982059747890163"
"FDP","2012","16-34 Jahre alt","maennlich","","","",""
"FDP","2012","16-34 Jahre alt","weiblich","","","",""
"FDP","2012","35-65 Jahre alt","maennlich","86","0.0255116542302405","0.0191770826595689","0.031846225800912"
"FDP","2012","35-65 Jahre alt","weiblich","32","0.010235549017513","0.0060738750705408","0.0143972229644851"
"FDP","2012","66 und älter","maennlich","42","0.0192025256987619","0.012354995205974","0.0260500561915497"
"FDP","2012","66 und älter","weiblich","36","0.0219211140565389","0.014242759881214","0.0295994682318639"
"Buendnis90/Gruene","2012","16-34 Jahre alt","maennlich","127","0.208959722645827","0.178602008297426","0.239317436994229"
"Buendnis90/Gruene","2012","16-34 Jahre alt","weiblich","197","0.286923030320036","0.252042527119741","0.32180353352033"
"Buendnis90/Gruene","2012","35-65 Jahre alt","maennlich","348","0.161653117648484","0.146863275741276","0.176442959555692"
"Buendnis90/Gruene","2012","35-65 Jahre alt","weiblich","517","0.226326636577249","0.209024759906838","0.24362851324766"
"Buendnis90/Gruene","2012","66 und älter","maennlich","66","0.0366454369167679","0.0272705042015393","0.0460203696319965"
"Buendnis90/Gruene","2012","66 und älter","weiblich","88","0.05738669645951","0.0451905597800709","0.0695828331389492"
"Die Linke","2012","16-34 Jahre alt","maennlich","34","0.0439908183377477","0.0286781621241125","0.0593034745513828"
"Die Linke","2012","16-34 Jahre alt","weiblich","","","",""
"Die Linke","2012","35-65 Jahre alt","maennlich","171","0.071058951113262","0.0607369693845378","0.0813809328419861"
"Die Linke","2012","35-65 Jahre alt","weiblich","129","0.061908478292542","0.0519442372508187","0.0718727193342653"
"Die Linke","2012","66 und älter","maennlich","99","0.0500679249695251","0.0391863639832564","0.0609494859557938"
"Die Linke","2012","66 und älter","weiblich","71","0.0408138964453687","0.030438484327506","0.0511893085632314"
"NPD/Republikaner/Die Rechte","2012","16-34 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2012","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2012","35-65 Jahre alt","maennlich","39","0.0201671423162582","0.0145196221093321","0.0258146625231844"
"NPD/Republikaner/Die Rechte","2012","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2012","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2012","66 und älter","weiblich","","","",""
"Andere","2012","16-34 Jahre alt","maennlich","","","",""
"Andere","2012","16-34 Jahre alt","weiblich","","","",""
"Andere","2012","35-65 Jahre alt","maennlich","","","",""
"Andere","2012","35-65 Jahre alt","weiblich","","","",""
"Andere","2012","66 und älter","maennlich","","","",""
"Andere","2012","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2012","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2012","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2012","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2012","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2012","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2012","66 und älter","weiblich","","","",""
"SPD/CDU","2012","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2012","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","2012","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2012","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2012","66 und älter","maennlich","","","",""
"SPD/CDU","2012","66 und älter","weiblich","","","",""
"SPD/FDP","2012","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2012","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2012","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2012","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2012","66 und älter","maennlich","","","",""
"SPD/FDP","2012","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2012","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2012","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2012","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2012","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2012","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2012","66 und älter","weiblich","","","",""
"CDU/CSU","2012","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2012","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2012","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2012","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2012","66 und älter","maennlich","","","",""
"CDU/CSU","2012","66 und älter","weiblich","","","",""
"CDU/FDP","2012","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2012","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2012","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2012","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2012","66 und älter","maennlich","","","",""
"CDU/FDP","2012","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2012","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2012","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2012","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2012","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2012","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2012","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2012","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2012","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2012","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2012","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2012","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2012","66 und älter","weiblich","","","",""
"SPD/Die Linke","2012","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2012","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2012","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2012","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2012","66 und älter","maennlich","","","",""
"SPD/Die Linke","2012","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2012","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2012","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2012","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2012","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2012","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2012","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","66 und älter","weiblich","","","",""
"CDU/Die Linke","2012","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2012","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2012","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2012","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2012","66 und älter","maennlich","","","",""
"CDU/Die Linke","2012","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2012","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2012","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2012","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2012","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2012","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2012","66 und älter","weiblich","","","",""
"CSU/FDP","2012","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2012","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2012","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2012","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2012","66 und älter","maennlich","","","",""
"CSU/FDP","2012","66 und älter","weiblich","","","",""
"Gruene/FDP","2012","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2012","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2012","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2012","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2012","66 und älter","maennlich","","","",""
"Gruene/FDP","2012","66 und älter","weiblich","","","",""
"FDP/Die Linke","2012","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2012","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2012","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2012","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2012","66 und älter","maennlich","","","",""
"FDP/Die Linke","2012","66 und älter","weiblich","","","",""
"FDP/NPD","2012","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2012","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2012","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2012","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2012","66 und älter","maennlich","","","",""
"FDP/NPD","2012","66 und älter","weiblich","","","",""
"Piratenpartei","2012","16-34 Jahre alt","maennlich","71","0.0853037675354142","0.0644463261612236","0.106161208909605"
"Piratenpartei","2012","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2012","35-65 Jahre alt","maennlich","61","0.0258958864953033","0.0195150488788336","0.032276724111773"
"Piratenpartei","2012","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2012","66 und älter","maennlich","","","",""
"Piratenpartei","2012","66 und älter","weiblich","","","",""
"AfD","2012","16-34 Jahre alt","maennlich","","","",""
"AfD","2012","16-34 Jahre alt","weiblich","","","",""
"AfD","2012","35-65 Jahre alt","maennlich","","","",""
"AfD","2012","35-65 Jahre alt","weiblich","","","",""
"AfD","2012","66 und älter","maennlich","","","",""
"AfD","2012","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2012","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2012","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2012","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2012","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2012","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2012","66 und älter","weiblich","","","",""
"SPD/AfD","2012","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2012","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2012","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2012","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2012","66 und älter","maennlich","","","",""
"SPD/AfD","2012","66 und älter","weiblich","","","",""
"SPD","2013","16-34 Jahre alt","maennlich","298","0.306574982596741","0.27628345349352","0.336866511699962"
"SPD","2013","16-34 Jahre alt","weiblich","245","0.303276934263227","0.271966960222523","0.334586908303932"
"SPD","2013","35-65 Jahre alt","maennlich","851","0.316503979730319","0.298673916549533","0.334334042911106"
"SPD","2013","35-65 Jahre alt","weiblich","735","0.311696214428196","0.293359045818064","0.330033383038329"
"SPD","2013","66 und älter","maennlich","519","0.355683862723292","0.331593857960849","0.379773867485734"
"SPD","2013","66 und älter","weiblich","479","0.3531088284783","0.328118047463574","0.378099609493025"
"CDU","2013","16-34 Jahre alt","maennlich","252","0.295855629006814","0.26586926131815","0.325841996695478"
"CDU","2013","16-34 Jahre alt","weiblich","234","0.249103874111451","0.219645206828032","0.27856254139487"
